Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
29	-1586.156	-1678.658	92.50212	0.146391	0.328472	0.108017	0.057432	0.0611214	0.00821014	0.00630483	0.00356595	0.0068431	0.00652104	0.418846	0.187639	0.341055	0.0268961	0.0255637	0.154601	0.334777	0.111583	0.0642751	0.0676425	0.0245248	0.000986251	0.00188645	0.00503487	0.0289736	0.00232264	0.00141809	0.00922558	9.61913e-05	0.00275229	0.00101721	0.0133107	0.0240449	0.00507638	0.0061663	0.00997567	0.0147685	0.0164292	0.000472205	0.0102623
30	-1584.75	-1677.536	92.78576	0.160628	0.314537	0.125054	0.0545419	0.0555659	0.00774421	0.0056212	0.00370815	0.00617493	0.00658854	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.168373	0.320158	0.128762	0.0607168	0.0621545	0.024846	0.000924649	0.00205536	0.00451502	0.0270247	0.00270526	0.00127008	0.00810975	9.36272e-05	0.00278488	0.00101927	0.0138984	0.0262322	0.00519627	0.00526079	0.0101064	0.0144161	0.0164292	0.000449271	0.0106652
31	-1585.288	-1678.41	93.12156	0.156302	0.283186	0.129623	0.0498751	0.0544726	0.00870581	0.00545656	0.00370815	0.00500614	0.00536438	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.165008	0.288643	0.133332	0.0548812	0.0598369	0.0234519	0.0010333	0.00215956	0.00500767	0.0303529	0.00271651	0.00139999	0.00856057	8.18234e-05	0.00202598	0.000986386	0.0122003	0.0265317	0.00561163	0.0051434	0.00953704	0.0142734	0.0147216	0.000364029	0.0134862
32	-1583.085	-1676.7	93.61523	0.156992	0.369462	0.126193	0.0439061	0.0492985	0.00750132	0.00537794	0.00373093	0.0047823	0.00534106	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.164493	0.37484	0.129924	0.0486884	0.0546396	0.0263626	0.00109381	0.00237657	0.00488955	0.0305931	0.00270835	0.00153221	0.00745991	8.06941e-05	0.00219438	0.000924859	0.00996228	0.0264099	0.0050734	0.00505832	0.00904874	0.0131902	0.013423	0.00036987	0.0145965
33	-1581.748	-1675.949	94.2002	0.157701	0.356576	0.113087	0.0441001	0.0438324	0.00673922	0.00435655	0.00399516	0.00526948	0.00547046	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.16444	0.360933	0.117082	0.0493696	0.0493028	0.0257806	0.00129009	0.00216993	0.00507897	0.0305931	0.00286321	0.00136031	0.00671354	9.36823e-05	0.00242424	0.00101793	0.0101624	0.0281685	0.00456317	0.00561906	0.0078861	0.0119577	0.014198	0.000407512	0.0133179
34	-1585.427	-1679.972	94.54497	0.136294	0.382968	0.096033	0.0430107	0.0458145	0.00839357	0.00432329	0.00411355	0.00585198	0.00589365	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.144687	0.387292	0.100147	0.0488627	0.0517082	0.0260143	0.00114936	0.00220924	0.00444264	0.0259152	0.00259479	0.0015327	0.00668383	0.000101739	0.00220506	0.00113209	0.00958924	0.0290443	0.00558179	0.00547128	0.00834855	0.0132922	0.0139584	0.000337819	0.0116689
35	-1584.413	-1678.379	93.96626	0.144365	0.377968	0.0956376	0.0406987	0.0458941	0.00910093	0.00488166	0.00377484	0.0057345	0.00533574	0.258432	0.230382	0.418744	0.0330228	0.0594191	0.153466	0.382849	0.0994124	0.0464332	0.0512299	0.0256274	0.0012004	0.00195359	0.00419785	0.0272658	0.00360989	0.00177463	0.00714585	0.000116555	0.00235921	0.00131913	0.00877857	0.0276493	0.00529981	0.00471635	0.00872148	0.0167478	0.0139362	0.000317423	0.0130291
36	-1582.533	-1677.265	94.73147	0.145246	0.378825	0.0998391	0.0413632	0.0377518	0.0082326	0.0040247	0.00412012	0.0057345	0.00475206	0.258432	0.230382	0.418744	0.0330228	0.0594191	0.153478	0.382849	0.103959	0.0470977	0.0425038	0.029955	0.00112923	0.00172826	0.00414912	0.0283572	0.00330823	0.00164734	0.00784202	0.000122493	0.00196471	0.00136915	0.0105791	0.0204893	0.00500508	0.00496903	0.00788605	0.0115093	0.0145087	0.000291244	0.0165995
37	-1581.835	-1676.72	94.88475	0.145908	0.366353	0.0803058	0.0430792	0.0369181	0.0075704	0.0040247	0.00435914	0.00544143	0.00485919	0.373983	0.333391	0.158851	0.0477881	0.0859867	0.153478	0.370377	0.0846649	0.0485207	0.0417772	0.0295661	0.00109174	0.00159837	0.00457552	0.0283572	0.00332551	0.00160903	0.00868061	0.000111295	0.00194992	0.00136915	0.00928555	0.0225635	0.00469387	0.0049704	0.00844256	0.0118613	0.0145087	0.000324759	0.0154967
38	-1583.425	-1676.893	93.4677	0.146663	0.392288	0.0793211	0.0353453	0.0365554	0.00744029	0.00436994	0.0042495	0.00529289	0.00480399	0.373983	0.333391	0.158851	0.0477881	0.0859867	0.154103	0.396658	0.0835706	0.0406382	0.0413594	0.0337699	0.0011508	0.0017361	0.00551733	0.0303051	0.00332551	0.00186374	0.00812228	8.72105e-05	0.00219728	0.00150538	0.00977957	0.0229015	0.00519108	0.00604698	0.008214	0.0123825	0.0149977	0.000251153	0.0165582
39	-1581.771	-1675.623	93.85212	0.15368	0.392606	0.0679232	0.028278	0.0371015	0.00872473	0.00405225	0.00389735	0.00641845	0.00538819	0.397697	0.291121	0.168924	0.0508184	0.0914392	0.162405	0.396658	0.0718206	0.0346964	0.0424897	0.0312947	0.000990082	0.00124801	0.00537143	0.031762	0.00319651	0.00169205	0.00812228	9.3308e-05	0.00247021	0.00157326	0.0102487	0.020453	0.00517695	0.00663083	0.00688213	0.0136085	0.0148385	0.000267662	0.0165582
40	-1581.749	-1675.044	93.29509	0.145557	0.386685	0.0633356	0.0246262	0.0315381	0.00767241	0.00436453	0.00481409	0.00610052	0.00551881	0.397697	0.291121	0.168924	0.0508184	0.0914392	0.153229	0.39105	0.0681497	0.0307267	0.0370569	0.0290443	0.000887869	0.00124466	0.00492773	0.032445	0.00315607	0.00140234	0.00745614	0.000101245	0.00248781	0.00184624	0.0100132	0.0267023	0.00561839	0.00697877	0.00741081	0.0125846	0.0157372	0.000298693	0.0181784
41	-1579.487	-1672.305	92.81841	0.152308	0.33138	0.0666137	0.0266937	0.0315381	0.00955128	0.00423624	0.00512545	0.00511689	0.00551881	0.318321	0.233016	0.334799	0.0406755	0.0731888	0.16186	0.335616	0.0717391	0.0318106	0.0370569	0.0345751	0.000991599	0.00125218	0.00506216	0.032445	0.00361012	0.0013246	0.00699403	0.000110239	0.00242358	0.00163826	0.00836155	0.0226522	0.00499921	0.00737699	0.00755694	0.0112886	0.0198203	0.000335363	0.0187828
42	-1578.317	-1671.842	93.52484	0.177729	0.34056	0.071561	0.0211136	0.0365529	0.00862631	0.00507187	0.00450057	0.00472609	0.00551881	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.186356	0.345632	0.0760616	0.0258397	0.0420717	0.0342856	0.000837116	0.00114931	0.00473373	0.0314677	0.00347456	0.00139876	0.00715587	0.000130059	0.00242358	0.00155882	0.00933774	0.0234507	0.00513166	0.00665193	0.00780631	0.0093469	0.0170938	0.000300186	0.0184725
43	-1577.232	-1670.429	93.19684	0.18319	0.317326	0.0819413	0.0198223	0.0333673	0.00729437	0.00479908	0.0043612	0.00497215	0.00521469	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.190485	0.322125	0.0863025	0.0247945	0.038582	0.0366944	0.000798402	0.000902307	0.00551668	0.0377476	0.00328063	0.00144231	0.00779761	0.000118762	0.00254071	0.00155882	0.00910325	0.022091	0.00513166	0.00622583	0.0073797	0.00995811	0.0170938	0.000306934	0.0152815
44	-1576.711	-1670.292	93.58031	0.180325	0.313563	0.0879807	0.0210767	0.0337147	0.00729437	0.00468985	0.00369555	0.00458113	0.00511255	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.18762	0.318253	0.0916763	0.0256579	0.0388273	0.0312513	0.000765543	0.000868206	0.0063778	0.0448343	0.00303451	0.00126236	0.00739195	0.0001201	0.00228687	0.00135499	0.00920669	0.0207242	0.00584745	0.00640284	0.00668531	0.00857706	0.0164319	0.000327948	0.0159739
45	-1577.21	-1668.842	91.6324	0.180778	0.344344	0.0870348	0.0196199	0.0300619	0.00716357	0.00451876	0.00393601	0.00515779	0.00504571	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.187941	0.348863	0.0909708	0.0247777	0.0351076	0.0374652	0.000776979	0.000830475	0.00580399	0.0526033	0.0027847	0.00137999	0.00790469	0.000108912	0.00242805	0.00130798	0.0122435	0.019544	0.00549492	0.00654022	0.00668531	0.00840635	0.0153144	0.000305258	0.015856
46	-1579.602	-1670.614	91.01172	0.206773	0.291101	0.0862545	0.0209346	0.0336297	0.00829258	0.00435177	0.00408929	0.00462125	0.00504571	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.215066	0.295453	0.0903438	0.0255558	0.0386754	0.040892	0.000778444	0.000807542	0.00687798	0.0538785	0.00290608	0.0014083	0.00832781	0.0001055	0.0025784	0.00139164	0.0126503	0.0196002	0.00539234	0.00627481	0.00668531	0.00840635	0.0148301	0.000294519	0.0133849
47	-1578.164	-1669.186	91.02275	0.17138	0.307619	0.0949714	0.0173092	0.0365222	0.00912502	0.00466966	0.00389732	0.00456509	0.00533898	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.180505	0.312288	0.0988687	0.0218743	0.0418612	0.0346687	0.000962555	0.000809258	0.00637592	0.0581993	0.00276592	0.0012398	0.00847302	0.000106765	0.00239602	0.00124654	0.0116505	0.0208603	0.00426696	0.00669282	0.00653527	0.00916177	0.019151	0.000260158	0.0111457
48	-1580.032	-1669.866	89.83438	0.173544	0.318378	0.0930803	0.0159074	0.0453165	0.00906324	0.00423636	0.00381211	0.00503934	0.00551449	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.182607	0.322615	0.0968924	0.0209467	0.050831	0.0370872	0.000969766	0.000920285	0.006545	0.0625257	0.00331335	0.00128422	0.00920173	0.00010212	0.00248603	0.00134919	0.0125352	0.0163084	0.00426696	0.00733873	0.00783671	0.00988509	0.0197786	0.000257275	0.0105021
49	-1580.722	-1670.887	90.16471	0.186603	0.315837	0.108897	0.014261	0.0535166	0.00921837	0.0045758	0.00328354	0.00488173	0.00524082	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.195821	0.320413	0.112181	0.0191428	0.0587574	0.0375843	0.000808818	0.00106301	0.006545	0.0611381	0.00311711	0.00118298	0.00974029	8.79356e-05	0.00300892	0.00125165	0.0120386	0.0148569	0.00375833	0.00714161	0.00852705	0.00885742	0.0218439	0.000318797	0.0082149
50	-1581.114	-1671.024	89.91003	0.192582	0.311891	0.123848	0.0155663	0.0538708	0.00834049	0.004554	0.00367947	0.00557273	0.00463233	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.200922	0.316445	0.127528	0.0211391	0.0585031	0.0375843	0.000838315	0.00106301	0.00625281	0.0636874	0.00291692	0.00118298	0.00980971	8.81986e-05	0.00244136	0.00119326	0.0138937	0.0129303	0.00364785	0.00612845	0.00721088	0.0101491	0.0214201	0.000298552	0.00835143
51	-1581.21	-1671.084	89.87388	0.163596	0.284754	0.138509	0.0185811	0.0468351	0.00805732	0.00415508	0.003606	0.00557273	0.00412005	0.3696	0.0899015	0.388732	0.0667878	0.0849789	0.171654	0.288909	0.142115	0.0241538	0.0509552	0.0375843	0.000966427	0.00111793	0.00612154	0.0714589	0.00352268	0.00127617	0.00811085	0.000101972	0.00205979	0.00107077	0.0135836	0.0125383	0.00450665	0.0051522	0.00721088	0.00953141	0.0201998	0.000269927	0.00802217
