Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
103	1	-1583.244	-1677.798	94.55409	0.141826	0.327163	0.346764	0.0301333	0.0465041	0.0134353	0.00703298	0.0159221	0.00903363	0.00547061	0.0621815	0.194572	0.268057	0.229772	0.245417	0.155261	0.334196	0.362686	0.0391669	0.0519747	0.0261068	0.000174381	0.00217901	0.00424867	0.053567	0.00275084	0.00783799	0.00461972	0.00971312	0.002	0.000570824	0.0054068	0.00234024	0.00418402	0.00509326	0.000344672	0.00250807	0.00094829	0.00712892	0.00214758
104	0	-1578.012	-1670.084	92.07215	0.160732	0.279548	0.136726	0.014444	0.047318	0.00783071	0.00348059	0.00355385	0.00695575	0.00376712	0.17679	0.0430025	0.185942	0.553618	0.0406479	0.168563	0.283028	0.14028	0.0213997	0.0510852	0.0342144	0.000916846	0.00112588	0.00573441	0.0653371	0.00352268	0.00109867	0.00664644	0.000110765	0.00209911	0.00125586	0.0107842	0.0112013	0.00497597	0.00475401	0.00707681	0.00953141	0.0211109	0.000285606	0.00815139
105	1	-1583.218	-1679.363	96.14532	0.135181	0.356529	0.313284	0.0274052	0.0424119	0.0129816	0.00705801	0.0201227	0.00816258	0.00580891	0.0621815	0.194572	0.268057	0.229772	0.245417	0.148163	0.363587	0.333406	0.0355678	0.0482209	0.0261068	0.000173947	0.00248143	0.00424867	0.04388	0.00275084	0.00725986	0.00437113	0.00845074	0.00199886	0.000527768	0.00562922	0.0024187	0.00418402	0.0051826	0.000394049	0.00247351	0.00105918	0.00653813	0.00228821
106	0	-1577.027	-1669.897	92.86974	0.157613	0.305326	0.126543	0.011579	0.0405412	0.00723872	0.00366944	0.00352131	0.00764428	0.00386237	0.17679	0.0430025	0.185942	0.553618	0.0406479	0.164852	0.308995	0.130065	0.0192233	0.0444036	0.0284412	0.00096175	0.00123114	0.00616096	0.0653931	0.00320716	0.0010671	0.00686661	0.000123519	0.00196366	0.00132342	0.0107996	0.011553	0.00479251	0.00458215	0.00707681	0.0089437	0.0222073	0.000276745	0.00830369
107	1	-1583.469	-1680.786	97.31714	0.131332	0.341191	0.276585	0.0290339	0.0343961	0.0145258	0.00755134	0.0178264	0.00737283	0.00570228	0.0621815	0.194572	0.268057	0.229772	0.245417	0.145858	0.348743	0.294412	0.0364068	0.0400984	0.0239051	0.000177037	0.00259429	0.00473981	0.0397113	0.00266863	0.00727356	0.00487618	0.00759089	0.00183534	0.00045744	0.00630085	0.00259333	0.00418402	0.0048768	0.000392964	0.00238216	0.00110879	0.00660299	0.00242081
108	0	-1578.861	-1672.598	93.73714	0.155863	0.294941	0.15083	0.0139649	0.049735	0.00652169	0.00377921	0.00285059	0.00616173	0.0034915	0.104191	0.0253434	0.520237	0.326273	0.0239557	0.162385	0.29872	0.153681	0.0201266	0.0532265	0.0228157	0.000907424	0.00115723	0.00585147	0.0664181	0.00379317	0.000976968	0.00709376	0.000125668	0.00164738	0.00111209	0.0106873	0.0139215	0.00621393	0.00436383	0.00706217	0.00918191	0.0192434	0.00025585	0.00789704
109	1	-1583.432	-1680.785	97.35254	0.134261	0.341468	0.28165	0.031466	0.0319943	0.0127118	0.00727512	0.0204736	0.00894031	0.00589989	0.0621815	0.194572	0.268057	0.229772	0.245417	0.146973	0.348743	0.302123	0.0404063	0.0378942	0.0253451	0.000185004	0.00279883	0.00407139	0.0364203	0.00262657	0.00727356	0.00517807	0.00682849	0.00163	0.000427001	0.00639539	0.00299901	0.00484358	0.00556892	0.000363815	0.00205069	0.00113709	0.00567877	0.00254911
110	0	-1578.338	-1672.771	94.4328	0.165589	0.29821	0.174776	0.0125741	0.0405101	0.00705329	0.00338521	0.00293501	0.00750551	0.00329292	0.104191	0.0253434	0.520237	0.326273	0.0239557	0.172642	0.301596	0.177711	0.0200796	0.043803	0.0228157	0.000907424	0.000983066	0.0062759	0.0605426	0.00393961	0.00107134	0.00751477	0.000117079	0.0017171	0.00104246	0.011776	0.0123864	0.00601463	0.00458422	0.00678949	0.00895849	0.0182021	0.000216307	0.00852423
111	1	-1585.187	-1683.47	98.28369	0.129743	0.362998	0.276954	0.0258592	0.0332856	0.0102654	0.00773164	0.0196239	0.00862368	0.00496901	0.0576101	0.253785	0.24835	0.21288	0.227375	0.140009	0.37073	0.296578	0.0344829	0.0382546	0.020942	0.000203868	0.00260571	0.00420131	0.0375384	0.00262657	0.00786926	0.00543282	0.00665981	0.00138699	0.000403925	0.0068678	0.00289439	0.00453765	0.00479265	0.000363815	0.00204073	0.00129354	0.00637681	0.00254911
112	0	-1578.481	-1672.367	93.88597	0.189362	0.306041	0.159329	0.0151532	0.0400112	0.00575198	0.00345994	0.00329849	0.0086073	0.00361678	0.104191	0.0253434	0.520237	0.326273	0.0239557	0.195114	0.309501	0.162627	0.0237605	0.043628	0.0231611	0.000782981	0.000900369	0.00734715	0.0553002	0.00382058	0.00105481	0.00694024	0.000107391	0.00162308	0.000923028	0.0141362	0.0102812	0.00588648	0.0041178	0.00788125	0.00877839	0.0233875	0.000189998	0.00893458
113	1	-1585.696	-1683.685	97.98912	0.129802	0.36387	0.260828	0.0300373	0.0319168	0.010207	0.0068595	0.0205379	0.00775226	0.00426044	0.0576101	0.253785	0.24835	0.21288	0.227375	0.140009	0.37073	0.281366	0.0377895	0.0361773	0.0191422	0.000210939	0.00285011	0.00441275	0.0419455	0.00284741	0.00816011	0.00567053	0.00710441	0.00148021	0.000382618	0.00610038	0.00306266	0.0050635	0.00467514	0.000380566	0.00219472	0.00146463	0.00650178	0.00279911
114	0	-1577.987	-1672.477	94.48988	0.176687	0.3054	0.155257	0.0157231	0.0350103	0.0043254	0.00410128	0.00331591	0.0086073	0.00388469	0.152695	0.244027	0.0900069	0.478163	0.0351078	0.181012	0.309501	0.158573	0.0243304	0.038895	0.0216209	0.000761038	0.000844537	0.00651479	0.0532919	0.00448995	0.00136821	0.00694024	0.000131792	0.00161891	0.000801718	0.0138444	0.00986249	0.00654932	0.00455765	0.00657001	0.00713385	0.0270728	0.000208631	0.00857905
115	1	-1583.942	-1681.353	97.41114	0.131289	0.322165	0.254918	0.0251266	0.0323332	0.00817378	0.00607219	0.0218355	0.00758075	0.0052895	0.0532838	0.234727	0.2297	0.196894	0.285396	0.139462	0.328238	0.276754	0.0327073	0.0376227	0.0189266	0.000231204	0.00291503	0.00411183	0.0480309	0.00284741	0.00798144	0.00544007	0.00540498	0.00146944	0.000372278	0.00763715	0.00335062	0.00515341	0.00532414	0.000352712	0.00227997	0.00145178	0.00668496	0.00330378
116	0	-1578.173	-1673.513	95.34046	0.174809	0.362126	0.167066	0.0154986	0.0383598	0.00450695	0.00390065	0.00346233	0.00751507	0.00388469	0.152695	0.244027	0.0900069	0.478163	0.0351078	0.179316	0.366026	0.170528	0.0230137	0.0422445	0.0216209	0.000774798	0.000828097	0.00656284	0.0482574	0.00452574	0.00139734	0.00578554	0.00013043	0.00147234	0.000836977	0.0134274	0.00946893	0.00737835	0.00381906	0.0063695	0.006701	0.0265617	0.000241244	0.00908993
117	1	-1583.434	-1680.086	96.65191	0.137935	0.329635	0.280621	0.0279778	0.0294641	0.0079116	0.00547729	0.0217282	0.00758075	0.00522362	0.0575175	0.253377	0.247951	0.133084	0.308072	0.145847	0.335112	0.302349	0.0355585	0.0346877	0.0221249	0.000222443	0.00282326	0.00426053	0.0476506	0.00241833	0.00901804	0.0057145	0.00634337	0.00146687	0.000351554	0.00752057	0.00383378	0.00541237	0.00529087	0.000349008	0.00256726	0.0014785	0.0069576	0.00310597
118	0	-1578.441	-1672.811	94.37036	0.195002	0.34083	0.150267	0.0132685	0.0370316	0.00502979	0.00451018	0.00321984	0.00974514	0.00396272	0.152695	0.244027	0.0900069	0.478163	0.0351078	0.200032	0.34534	0.153487	0.0230137	0.0409943	0.0238934	0.000779758	0.000882105	0.0073149	0.0479187	0.00414046	0.00127322	0.00626544	0.00013043	0.00128211	0.000871817	0.0121699	0.0115615	0.00833495	0.00433631	0.00539395	0.00711248	0.0265617	0.000307047	0.00913731
119	1	-1583.448	-1681.643	98.1948	0.138319	0.346206	0.261729	0.0307886	0.0285726	0.00777601	0.00487015	0.0197423	0.0076865	0.00491741	0.0622112	0.274054	0.186579	0.143944	0.333212	0.146095	0.351076	0.281471	0.0384751	0.0334901	0.0193652	0.000209449	0.0026536	0.00395553	0.0429013	0.00268516	0.0084881	0.00553888	0.00601967	0.00150913	0.00031508	0.0072006	0.00394786	0.00599429	0.0051077	0.000366559	0.00231064	0.0012558	0.00670237	0.00278887
120	0	-1579.071	-1673.127	94.05627	0.177701	0.348769	0.139351	0.00915435	0.0365313	0.00420461	0.00509277	0.00292013	0.0130978	0.00408578	0.152695	0.244027	0.0900069	0.478163	0.0351078	0.181906	0.353862	0.142271	0.0222521	0.0406171	0.0224416	0.000910273	0.00102839	0.00665969	0.0490046	0.00402849	0.00119941	0.00737594	0.000122863	0.00130706	0.000757821	0.0122189	0.0122376	0.00895484	0.00393707	0.00526486	0.00677157	0.0284	0.000390688	0.00913731
121	1	-1583.912	-1681.849	97.93631	0.171921	0.346189	0.223771	0.026853	0.0314124	0.00912013	0.00488709	0.0212651	0.00768728	0.00490101	0.0622112	0.274054	0.186579	0.143944	0.333212	0.181041	0.351076	0.245036	0.0345403	0.0363134	0.0172853	0.000205299	0.0032241	0.00402505	0.0439148	0.00264183	0.00862888	0.00557578	0.00674508	0.00150913	0.000304885	0.00636274	0.00427248	0.00657687	0.0047839	0.000336541	0.00200929	0.00118355	0.00678751	0.00276081
122	0	-1579.821	-1672.389	92.56788	0.174095	0.339318	0.13996	0.0100747	0.0343927	0.00414568	0.00494298	0.00291986	0.0108609	0.00383553	0.152695	0.244027	0.0900069	0.478163	0.0351078	0.178241	0.344261	0.14288	0.0209356	0.0382282	0.0246867	0.000872798	0.00109924	0.00665969	0.0573776	0.0050122	0.00131111	0.00800782	0.00011324	0.00164574	0.00084744	0.0137847	0.0115876	0.00887138	0.00350306	0.00553142	0.00689234	0.0284	0.000368959	0.0101096
123	1	-1582.875	-1680.463	97.58798	0.171478	0.347687	0.219846	0.0255793	0.0354619	0.0101136	0.00541289	0.0211157	0.00715157	0.0051556	0.0622112	0.274054	0.186579	0.143944	0.333212	0.181592	0.3531	0.240962	0.0327308	0.0406175	0.0172853	0.000217622	0.00317512	0.00410987	0.0459527	0.00235924	0.00783456	0.00464628	0.00657687	0.00141724	0.000302097	0.0067422	0.00438457	0.00694749	0.00430101	0.00035859	0.00200461	0.0013347	0.00701166	0.00307608
124	0	-1580.751	-1672.609	91.85844	0.176371	0.323373	0.136219	0.0115759	0.040155	0.00408844	0.00529575	0.00305166	0.0107015	0.00383553	0.169919	0.271554	0.10016	0.4193	0.039068	0.180459	0.328669	0.13927	0.0222774	0.0439906	0.0233931	0.000839224	0.00095007	0.00733515	0.0610231	0.00458237	0.00130659	0.00816101	0.00012854	0.00158156	0.000782016	0.0120005	0.00903605	0.00976372	0.00384541	0.00560316	0.00638353	0.0334713	0.000357894	0.00973496
125	1	-1581.833	-1679.472	97.63892	0.137449	0.295151	0.23028	0.0254783	0.0356567	0.0101613	0.00647491	0.0220836	0.0068305	0.00496072	0.0849279	0.374126	0.254709	0.196506	0.0897321	0.14761	0.301626	0.252364	0.0323088	0.0406175	0.019337	0.000209806	0.00300556	0.00396911	0.0441823	0.00245327	0.00724081	0.00426589	0.0067363	0.00146078	0.000313791	0.00796234	0.00422139	0.00761511	0.00436775	0.000423801	0.00161989	0.0013347	0.00798262	0.00235269
126	0	-1581.298	-1673.271	91.97325	0.166777	0.324631	0.132797	0.0129684	0.0384096	0.00444917	0.00525919	0.00265334	0.0110702	0.00371746	0.0638522	0.50751	0.18719	0.168434	0.0730146	0.171226	0.32989	0.13545	0.0240386	0.042127	0.0259026	0.000809256	0.00104236	0.00740143	0.0608746	0.00536894	0.00130275	0.00931534	0.000122425	0.00165256	0.000782016	0.0108637	0.00903605	0.00852568	0.00397357	0.00534693	0.00741207	0.0315817	0.000396501	0.00848387
127	1	-1580.995	-1677.313	96.31794	0.145258	0.297439	0.258669	0.026524	0.0364443	0.010358	0.00666017	0.0247471	0.00704626	0.00429861	0.17586	0.214076	0.214978	0.319351	0.0757354	0.155616	0.304099	0.283416	0.0335702	0.0407429	0.0226684	0.000225744	0.00294078	0.0048109	0.0444579	0.0026432	0.00689097	0.00397116	0.00700398	0.00147179	0.00040828	0.00977878	0.00409862	0.00966048	0.00480527	0.000370319	0.00152166	0.00132151	0.00745829	0.00240616
128	0	-1580.76	-1673.507	92.74652	0.169167	0.324263	0.120686	0.0152493	0.0352372	0.00510685	0.00562654	0.00272673	0.011133	0.003371	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.174273	0.32989	0.123413	0.0263823	0.0386082	0.0244296	0.00089528	0.000882878	0.00743454	0.0604737	0.00612727	0.00158581	0.00830526	0.000143248	0.00161474	0.000856057	0.0108549	0.00838248	0.0071494	0.00308811	0.00538299	0.00762901	0.0296536	0.000369352	0.00863854
129	1	-1582.469	-1679.593	97.1238	0.12838	0.297647	0.257791	0.0199465	0.0363771	0.0111628	0.00645183	0.0256246	0.00732233	0.00412351	0.17586	0.214076	0.214978	0.319351	0.0757354	0.139543	0.304099	0.283416	0.0272688	0.0405006	0.0199612	0.000249481	0.00322728	0.00495469	0.0440703	0.0027663	0.00673937	0.00365872	0.00745006	0.00135911	0.000385343	0.00827099	0.00446144	0.00827798	0.00448847	0.000315571	0.00167632	0.0012235	0.00859532	0.00262195
130	0	-1580.219	-1672.713	92.49421	0.167821	0.342418	0.137577	0.0144848	0.0353792	0.00526355	0.00557629	0.00238001	0.0118377	0.00321536	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.173084	0.347994	0.139957	0.0263226	0.0385946	0.0267345	0.000856366	0.000811969	0.00664465	0.0604737	0.00669844	0.00129902	0.00723665	0.000157533	0.0016761	0.00104502	0.0112597	0.00780717	0.00634853	0.00316776	0.00664948	0.00838651	0.0284229	0.000376299	0.00921117
131	1	-1583.84	-1682.502	98.66201	0.12724	0.266966	0.258707	0.0173125	0.0312005	0.00947611	0.00645183	0.0251612	0.00704274	0.0039705	0.217072	0.264244	0.0310117	0.394189	0.0934836	0.136716	0.273418	0.283868	0.0243552	0.035171	0.0182373	0.000235052	0.00324169	0.00503248	0.0415342	0.00276397	0.0056029	0.00442927	0.00690458	0.00136504	0.000386945	0.00815094	0.00401383	0.00817631	0.00403222	0.000334268	0.00156977	0.00113894	0.00846672	0.00242223
132	0	-1581.042	-1673.83	92.78718	0.14839	0.361068	0.155474	0.0137707	0.0306757	0.00487528	0.00557629	0.00321011	0.0119031	0.00328316	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.153265	0.366644	0.158684	0.0256737	0.0339588	0.0267345	0.000752731	0.000855263	0.00664465	0.0558085	0.00590955	0.00130788	0.00767078	0.00012726	0.00178802	0.0011132	0.0127405	0.00782899	0.00670999	0.00340431	0.00749503	0.00821021	0.0272664	0.000363438	0.00921117
133	1	-1583.447	-1682.397	98.95017	0.130671	0.267593	0.253383	0.0200406	0.0336114	0.0097758	0.00582492	0.0229004	0.00716998	0.00371957	0.217072	0.264244	0.0310117	0.394189	0.0934836	0.140446	0.273418	0.276283	0.0272105	0.037331	0.0179159	0.000229414	0.00348948	0.0043307	0.0374198	0.00303684	0.00511363	0.00410623	0.00748136	0.00154317	0.000376879	0.00883547	0.00418241	0.00930811	0.00367836	0.000379096	0.00178879	0.00143216	0.00913441	0.00242223
134	0	-1583.179	-1674.484	91.30495	0.148917	0.351585	0.175566	0.0166825	0.0304325	0.00434817	0.00557629	0.00379852	0.0119031	0.00401111	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.153265	0.357161	0.179365	0.0285856	0.0344436	0.0266568	0.000764748	0.000880358	0.00685307	0.0560749	0.00621237	0.00117632	0.00970082	0.000116719	0.00206397	0.00122219	0.0128238	0.00734881	0.00711422	0.00357461	0.00757081	0.00791074	0.031056	0.000344119	0.0100133
135	1	-1583.343	-1682.775	99.43222	0.13159	0.267175	0.21417	0.0184125	0.0320735	0.00885675	0.00624351	0.0225855	0.00807641	0.00444081	0.217072	0.264244	0.0310117	0.394189	0.0934836	0.140446	0.273418	0.236756	0.0264889	0.0365143	0.0170274	0.000206509	0.00311414	0.00464662	0.0361834	0.00303684	0.00490358	0.00397601	0.0075204	0.0015775	0.000328029	0.00848027	0.00433393	0.00924056	0.00349225	0.000330919	0.00188771	0.00137712	0.00843908	0.00213512
136	0	-1583.657	-1674.521	90.86324	0.154405	0.322417	0.182643	0.0163884	0.0326388	0.00480522	0.0058846	0.00393652	0.0121757	0.00395724	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.15921	0.328302	0.18658	0.0285641	0.036596	0.0265428	0.00071354	0.0010664	0.00731784	0.055635	0.00579539	0.0010913	0.0112308	0.000111977	0.0020189	0.00119876	0.0124078	0.00716615	0.0073416	0.00357461	0.00784487	0.00793654	0.0304353	0.000310571	0.0111562
137	1	-1582.976	-1682.346	99.36921	0.144826	0.26216	0.171333	0.0195389	0.0317279	0.00848458	0.00624683	0.0242037	0.00782872	0.00472529	0.583691	0.140507	0.01649	0.209604	0.0497084	0.15331	0.268407	0.195537	0.0273676	0.0364532	0.0170274	0.000251467	0.00318967	0.00455319	0.0356085	0.00299715	0.00473462	0.00413219	0.00825176	0.00158022	0.000313106	0.00769981	0.00464691	0.00909792	0.00349225	0.000372524	0.00203549	0.00177946	0.00906396	0.00212934
138	0	-1585.084	-1674.733	89.64915	0.153575	0.282013	0.143459	0.0190967	0.033568	0.00563521	0.00688968	0.00368466	0.0108486	0.00418013	0.0720492	0.572662	0.0828444	0.190057	0.0823879	0.15921	0.288902	0.147144	0.0299454	0.0377481	0.0285973	0.000675117	0.00107497	0.00806935	0.0573029	0.00543166	0.00104178	0.0107441	0.000124893	0.00204665	0.00128701	0.0147451	0.00733775	0.00685923	0.00331266	0.00748082	0.00729525	0.0360827	0.000361382	0.0108052
139	1	-1583.844	-1683.466	99.62205	0.123112	0.26905	0.165235	0.0155792	0.0293213	0.00778661	0.00624683	0.024409	0.00796837	0.00506064	0.583691	0.140507	0.01649	0.209604	0.0497084	0.130899	0.275297	0.189644	0.0235475	0.0343819	0.0174526	0.000251467	0.00349732	0.00409051	0.0356085	0.00250325	0.00457124	0.00469807	0.00940387	0.00205104	0.000318183	0.00751044	0.00414279	0.00901985	0.00317214	0.000385182	0.00212595	0.00140835	0.00953452	0.00203556
140	0	-1585.838	-1676.062	90.22407	0.145363	0.294353	0.149146	0.0217454	0.0332139	0.00571867	0.00563063	0.00382799	0.00954035	0.00453419	0.0895935	0.468603	0.103017	0.236336	0.10245	0.151082	0.299983	0.152974	0.0312857	0.0377481	0.0234939	0.000741125	0.00110933	0.00735945	0.0598253	0.00596079	0.00116496	0.0119742	0.000123814	0.00200958	0.00129174	0.0133257	0.00714331	0.00737523	0.00316584	0.00799949	0.00755386	0.0326561	0.000348595	0.0127212
141	1	-1582.578	-1681.542	98.96354	0.123355	0.292603	0.159911	0.0149355	0.0326469	0.00716481	0.0072066	0.0242483	0.00861199	0.00490938	0.525419	0.134233	0.0203491	0.258657	0.0613417	0.130519	0.29981	0.184159	0.0235475	0.0375563	0.0187479	0.000252537	0.00407853	0.0041412	0.0354821	0.00242959	0.00447958	0.00426921	0.00843709	0.00197018	0.000303257	0.00910797	0.00419245	0.00989755	0.00324822	0.000441482	0.00228608	0.00149011	0.00947921	0.00215563
142	0	-1585.209	-1675.475	90.2662	0.155144	0.34854	0.144699	0.0174919	0.034875	0.00537444	0.00567743	0.00463261	0.00954035	0.00414799	0.0895935	0.468603	0.103017	0.236336	0.10245	0.160518	0.354217	0.149332	0.0270322	0.039023	0.023419	0.000658129	0.00128811	0.00615215	0.0645374	0.00582913	0.00126839	0.0124025	0.000130558	0.00244518	0.00129645	0.011362	0.00756097	0.00744283	0.00369978	0.00754416	0.00680212	0.0276183	0.000349469	0.0141953
143	1	-1581.119	-1679.253	98.13414	0.139303	0.282173	0.169551	0.0151073	0.0294792	0.00712769	0.0071188	0.0240938	0.00923241	0.00483415	0.525419	0.134233	0.0203491	0.258657	0.0613417	0.146431	0.289292	0.193645	0.0243397	0.0343133	0.0188063	0.000252537	0.00433748	0.00453879	0.0403661	0.00239816	0.0040594	0.00391171	0.009063	0.00201412	0.000379416	0.00910896	0.00379953	0.00994789	0.00359128	0.000445396	0.00252491	0.00159471	0.00877139	0.00240086
144	0	-1585.514	-1674.885	89.37061	0.155325	0.296127	0.139976	0.0157204	0.0392893	0.00519331	0.00540138	0.00463261	0.00953751	0.003354	0.0895935	0.468603	0.103017	0.236336	0.10245	0.160518	0.301528	0.144609	0.0252579	0.0426433	0.0295441	0.000658129	0.00135277	0.00574902	0.0721893	0.00574412	0.00105869	0.0129468	0.000131063	0.00208615	0.00126687	0.0109486	0.00756266	0.00713126	0.00382647	0.00853814	0.00645546	0.0241608	0.000387629	0.0144461
145	1	-1580.727	-1679.141	98.41352	0.130328	0.304438	0.187677	0.0179714	0.0373667	0.00612522	0.00770271	0.0230052	0.00750486	0.00439521	0.61951	0.158272	0.0239933	0.125898	0.0723267	0.136454	0.31214	0.210682	0.0254763	0.0417619	0.0192592	0.000258126	0.00396842	0.00450609	0.0403661	0.00270066	0.00383012	0.00412796	0.0083464	0.00178556	0.000425551	0.00733275	0.00403526	0.012007	0.00309975	0.00046508	0.00244908	0.0016451	0.00788611	0.00240086
146	0	-1584.006	-1674.808	90.80224	0.162375	0.296631	0.15708	0.0142706	0.0384544	0.00480843	0.00513864	0.00388367	0.00915889	0.00316607	0.0574471	0.65927	0.0660545	0.151538	0.0656904	0.167183	0.301769	0.160964	0.0234295	0.0416205	0.026814	0.00072236	0.00157859	0.00570445	0.0696284	0.00503952	0.00106506	0.0119417	0.000123962	0.00187715	0.00118897	0.010464	0.00716554	0.00737299	0.0032616	0.00922827	0.00664958	0.0246795	0.000367041	0.0132583
147	1	-1579.708	-1677.748	98.03978	0.14812	0.308379	0.185758	0.0186997	0.0365825	0.005661	0.00768027	0.0211193	0.00792708	0.00517939	0.61951	0.158272	0.0239933	0.125898	0.0723267	0.153781	0.316059	0.206877	0.0266268	0.0417619	0.0189061	0.000234385	0.00382939	0.00409967	0.041934	0.00248655	0.00392153	0.00418253	0.00903591	0.00188858	0.00045776	0.00662754	0.00459074	0.00981467	0.00385769	0.000353788	0.00302373	0.0016451	0.00873964	0.00249034
148	0	-1584.228	-1674.465	90.23713	0.178118	0.314842	0.174415	0.0135433	0.030233	0.00519705	0.00482055	0.00351421	0.00818494	0.00263265	0.0574471	0.65927	0.0660545	0.151538	0.0656904	0.183315	0.319663	0.177929	0.0217282	0.0328656	0.0266722	0.000797134	0.00147704	0.00512493	0.076485	0.00411192	0.000938457	0.0128137	9.89944e-05	0.00195404	0.00107925	0.0110025	0.00830845	0.00596265	0.0034374	0.00826851	0.00777332	0.0245671	0.000367041	0.0144249
149	1	-1578.394	-1676.124	97.7297	0.152569	0.309403	0.173055	0.0175994	0.0364353	0.00527465	0.00810517	0.0202913	0.00769921	0.00534834	0.61951	0.158272	0.0239933	0.125898	0.0723267	0.157843	0.317509	0.193346	0.0252986	0.0417837	0.0206324	0.000193032	0.00370895	0.00451253	0.0451632	0.00271016	0.00367324	0.00366844	0.00903591	0.00194187	0.000406557	0.00558331	0.00530834	0.00952872	0.00401556	0.000294189	0.00300512	0.00155422	0.0077449	0.00280828
150	0	-1582.435	-1673.561	91.12595	0.153744	0.295284	0.186544	0.0157965	0.0294246	0.00525522	0.00520923	0.00357858	0.00741543	0.00246735	0.0574471	0.65927	0.0660545	0.151538	0.0656904	0.158999	0.300493	0.190123	0.023212	0.031892	0.0289137	0.00101605	0.00141902	0.00486717	0.0719582	0.00366809	0.000998789	0.0119434	0.000113216	0.00193813	0.00107925	0.00965082	0.00838125	0.00503102	0.00313176	0.00774776	0.0075866	0.0254829	0.000315908	0.014974
151	1	-1579.621	-1675.602	95.98086	0.145965	0.321054	0.164615	0.0167515	0.0414011	0.00609587	0.00912247	0.0216371	0.00720818	0.0050721	0.61951	0.158272	0.0239933	0.125898	0.0723267	0.152061	0.330176	0.186252	0.0239597	0.0464732	0.0192577	0.000179774	0.00426443	0.00466042	0.0576616	0.002765	0.00304812	0.00366429	0.00722841	0.00174272	0.000409641	0.00513994	0.00575567	0.00952872	0.00460539	0.000329834	0.00302759	0.00157885	0.008896	0.00311585
152	0	-1582.053	-1672.595	90.5416	0.151206	0.348015	0.209252	0.0154451	0.0314859	0.00574718	0.00502868	0.00363405	0.00687478	0.0025913	0.0574471	0.65927	0.0660545	0.151538	0.0656904	0.156954	0.353044	0.212886	0.0223199	0.0340772	0.0313126	0.00110811	0.00164967	0.00495899	0.0666108	0.00337633	0.000803198	0.0119434	9.78744e-05	0.00241201	0.00111845	0.0103683	0.00777702	0.00503102	0.00358761	0.00782831	0.0075866	0.0279741	0.000349107	0.0162115
153	1	-1578.771	-1674.129	95.35784	0.169427	0.283371	0.181906	0.0157716	0.0470235	0.00546146	0.0096061	0.0199167	0.00902353	0.00474888	0.338031	0.0863599	0.0130917	0.523053	0.0394645	0.174888	0.292977	0.201823	0.0247951	0.0517724	0.0201174	0.00016577	0.00393482	0.00429814	0.0579026	0.00277713	0.00342977	0.00356696	0.00772882	0.00180878	0.000403773	0.00627647	0.00680751	0.008895	0.00429176	0.000352238	0.00307349	0.00146657	0.00917498	0.00309211
154	0	-1581	-1672.075	91.07521	0.154475	0.353302	0.234457	0.0151002	0.0242646	0.00594104	0.00551217	0.00369585	0.00739166	0.00240538	0.0574471	0.65927	0.0660545	0.151538	0.0656904	0.160416	0.358814	0.238152	0.0224919	0.02667	0.0313126	0.00103298	0.00169796	0.00457302	0.0666108	0.00355478	0.000735105	0.0103352	9.42716e-05	0.00245303	0.00130537	0.00962305	0.00781135	0.00516749	0.00337294	0.00782831	0.00741997	0.0248418	0.000331221	0.01763
155	1	-1578.565	-1673.492	94.92664	0.173897	0.275525	0.211603	0.0144345	0.0474955	0.00557649	0.00993809	0.0213879	0.010314	0.00491553	0.338031	0.0863599	0.0130917	0.523053	0.0394645	0.179474	0.285463	0.232991	0.0247485	0.052411	0.0218216	0.000153622	0.00380789	0.00415353	0.0544973	0.00248177	0.00349329	0.00323765	0.00769092	0.00175431	0.000398188	0.0068242	0.00736628	0.00902558	0.00370035	0.000309601	0.00228903	0.00139073	0.0120721	0.00296977
156	0	-1579.114	-1670.049	90.93428	0.162751	0.31268	0.222536	0.0167524	0.0250369	0.00578034	0.00453742	0.00460036	0.00701782	0.00245018	0.0316257	0.0687267	0.0363642	0.0834246	0.779859	0.168531	0.317217	0.227136	0.0237702	0.0274871	0.0316679	0.00107523	0.00140954	0.00457302	0.0653405	0.00346008	0.000735105	0.0103438	8.79004e-05	0.00267435	0.00124464	0.00998442	0.00766723	0.00563595	0.00430146	0.00745625	0.00694354	0.0267893	0.000301959	0.01763
