Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
49	1	-1612.907	-1712.875	99.96803	0.142826	0.318224	0.366913	0.0593867	0.0928154	0.0111794	0.00810439	0.013494	0.00448267	0.00982305	0.312631	0.22981	0.0606155	0.323605	0.073339	0.154006	0.326328	0.380407	0.0638694	0.102638	0.0118507	0.000198397	0.00487961	0.00633115	0.0104379	0.0086055	0.00936936	0.00331916	0.0114044	0.00202203	0.000326427	0.00534106	0.00124858	0.00371614	0.00603362	0.000352678	0.00145666	0.000772758	0.00764477	0.0017363
50	0	-1587.164	-1680.122	92.95732	0.167532	0.301451	0.0986432	0.0708475	0.0546585	0.00539011	0.00677568	0.00430775	0.00716662	0.00550824	0.479695	0.0696213	0.390602	0.0308035	0.0292775	0.172922	0.308227	0.102951	0.0780141	0.0601667	0.0219119	0.00100895	0.00198765	0.00526355	0.0257952	0.00310939	0.00123703	0.00876687	8.08916e-05	0.00237387	0.000942619	0.0139502	0.0259151	0.00448856	0.00696424	0.00848109	0.0187638	0.0164252	0.000515422	0.00928365
51	1	-1610.68	-1711.289	100.6089	0.14688	0.293294	0.300387	0.0573913	0.089962	0.0107203	0.00777528	0.0162592	0.004286	0.00793555	0.312631	0.22981	0.0606155	0.323605	0.073339	0.157601	0.301069	0.316647	0.0616773	0.0978975	0.0116298	0.000201049	0.00465831	0.00639286	0.0111549	0.00786327	0.00835156	0.00306311	0.0127474	0.00183894	0.000362849	0.00553109	0.00127017	0.00364497	0.00580747	0.000374528	0.00150079	0.000776197	0.00672413	0.00194157
52	0	-1587.803	-1681.005	93.20216	0.174924	0.313623	0.10308	0.0699998	0.0679197	0.00539011	0.00663201	0.00384111	0.00710542	0.00558286	0.479695	0.0696213	0.390602	0.0308035	0.0292775	0.180314	0.320255	0.106921	0.0771052	0.0735026	0.0219119	0.00117344	0.00207544	0.0050515	0.0257952	0.00303268	0.00125369	0.00899026	7.84173e-05	0.00295287	0.000930833	0.0140214	0.0280575	0.00480539	0.0068976	0.00684576	0.016184	0.013771	0.000486292	0.00981595
53	1	-1610.611	-1711.065	100.4535	0.149725	0.311311	0.372058	0.0560562	0.0781196	0.0108939	0.00820554	0.0154135	0.00468824	0.0080752	0.312631	0.22981	0.0606155	0.323605	0.073339	0.160619	0.319517	0.387472	0.0607444	0.0861948	0.0108429	0.000201015	0.0046198	0.00569346	0.0111549	0.00851405	0.00705467	0.00306311	0.0133997	0.00177892	0.000473246	0.00606964	0.00134135	0.00423796	0.0054045	0.000345077	0.00146508	0.000878484	0.00661994	0.00188613
54	0	-1587.753	-1679.822	92.06934	0.170758	0.327439	0.117374	0.0699562	0.0665718	0.00619049	0.00642264	0.00326619	0.00808569	0.00578437	0.418846	0.187639	0.341055	0.0268961	0.0255637	0.176949	0.333862	0.12064	0.0780419	0.0723562	0.0239115	0.000881918	0.00218638	0.0050515	0.0264907	0.00287767	0.00126514	0.00909582	9.1776e-05	0.00331511	0.00118821	0.0139542	0.0296668	0.00461704	0.00682431	0.00764649	0.0173037	0.0136899	0.000429035	0.0102391
55	1	-1608.944	-1709.021	100.0762	0.164484	0.305733	0.354585	0.0556896	0.0899889	0.0117083	0.00765474	0.0127071	0.00438157	0.0080121	0.312631	0.22981	0.0606155	0.323605	0.073339	0.176192	0.313388	0.367292	0.0600712	0.098001	0.0128414	0.000192171	0.0045804	0.00617235	0.0118004	0.00834911	0.00706264	0.00352543	0.0125481	0.00158926	0.0004634	0.00558946	0.00134135	0.00511945	0.00581105	0.000366721	0.00136535	0.00104991	0.00718121	0.00187229
56	0	-1587.186	-1679.76	92.57469	0.160925	0.315934	0.116369	0.0694454	0.0667978	0.00733598	0.00682886	0.00326619	0.00763433	0.00605257	0.418846	0.187639	0.341055	0.0268961	0.0255637	0.168261	0.322763	0.119635	0.0770797	0.0728504	0.0244141	0.000918557	0.00195999	0.00494403	0.0262296	0.00256225	0.00141809	0.00869964	9.3197e-05	0.00344388	0.0011665	0.0141837	0.02548	0.00465222	0.00788744	0.00763208	0.0158936	0.014193	0.000444853	0.00983772
57	1	-1608.323	-1708.001	99.67765	0.132712	0.310127	0.498544	0.0562192	0.0879024	0.0124578	0.00772662	0.0124171	0.00449186	0.00774431	0.312631	0.22981	0.0606155	0.323605	0.073339	0.14517	0.317853	0.510961	0.060711	0.0956468	0.0138396	0.000195398	0.0045804	0.00650171	0.0119449	0.00802526	0.00784303	0.00396919	0.0136744	0.00158926	0.000487814	0.00464609	0.00132479	0.00470458	0.00567519	0.000351694	0.00148379	0.0010575	0.00685185	0.00173498
58	0	-1586.156	-1678.658	92.50212	0.146391	0.328472	0.108017	0.057432	0.0611214	0.00821014	0.00630483	0.00356595	0.0068431	0.00652104	0.418846	0.187639	0.341055	0.0268961	0.0255637	0.154601	0.334777	0.111583	0.0642751	0.0676425	0.0245248	0.000986251	0.00188645	0.00503487	0.0289736	0.00232264	0.00141809	0.00922558	9.61913e-05	0.00275229	0.00101721	0.0133107	0.0240449	0.00507638	0.0061663	0.00997567	0.0147685	0.0164292	0.000472205	0.0102623
59	1	-1609.524	-1708.982	99.45716	0.120905	0.306353	0.481083	0.0641348	0.0903435	0.0124578	0.00767878	0.0139874	0.00468259	0.00820533	0.312631	0.22981	0.0606155	0.323605	0.073339	0.133363	0.314032	0.495071	0.0688174	0.0985488	0.0138396	0.000195222	0.00541538	0.00693463	0.0130113	0.00782393	0.00969694	0.00350081	0.0115533	0.00152496	0.000672052	0.00454097	0.0012914	0.00446917	0.00545706	0.000325315	0.00154975	0.000905167	0.00579707	0.00183939
60	0	-1584.75	-1677.536	92.78576	0.160628	0.314537	0.125054	0.0545419	0.0555659	0.00774421	0.0056212	0.00370815	0.00617493	0.00658854	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.168373	0.320158	0.128762	0.0607168	0.0621545	0.024846	0.000924649	0.00205536	0.00451502	0.0270247	0.00270526	0.00127008	0.00810975	9.36272e-05	0.00278488	0.00101927	0.0138984	0.0262322	0.00519627	0.00526079	0.0101064	0.0144161	0.0164292	0.000449271	0.0106652
61	1	-1607.821	-1707.607	99.78616	0.133709	0.347071	0.57778	0.0581739	0.0847026	0.0119194	0.00868216	0.0155658	0.00419993	0.00865418	0.215461	0.158382	0.493611	0.0820017	0.0505443	0.145628	0.355753	0.593346	0.0623738	0.0933567	0.0133248	0.000177682	0.00516358	0.00599467	0.0130113	0.0059855	0.0107096	0.0032037	0.0100482	0.0016114	0.000584983	0.00454097	0.00130672	0.00525459	0.00434752	0.000297252	0.00168981	0.000966463	0.00508342	0.00181632
62	0	-1585.288	-1678.41	93.12156	0.156302	0.283186	0.129623	0.0498751	0.0544726	0.00870581	0.00545656	0.00370815	0.00500614	0.00536438	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.165008	0.288643	0.133332	0.0548812	0.0598369	0.0234519	0.0010333	0.00215956	0.00500767	0.0303529	0.00271651	0.00139999	0.00856057	8.18234e-05	0.00202598	0.000986386	0.0122003	0.0265317	0.00561163	0.0051434	0.00953704	0.0142734	0.0147216	0.000364029	0.0134862
63	1	-1606.038	-1705.193	99.15558	0.134064	0.346705	0.555628	0.0532572	0.0761733	0.0134149	0.00904813	0.0155658	0.00418411	0.00916231	0.215461	0.158382	0.493611	0.0820017	0.0505443	0.147479	0.355753	0.571194	0.0574413	0.0853357	0.0156609	0.000159937	0.00625126	0.006487	0.0139025	0.00573423	0.0108277	0.0031094	0.0105619	0.0014898	0.000534745	0.00419198	0.00147211	0.00530406	0.00384282	0.000292441	0.0018402	0.00100122	0.00525969	0.00178586
64	0	-1583.085	-1676.7	93.61523	0.156992	0.369462	0.126193	0.0439061	0.0492985	0.00750132	0.00537794	0.00373093	0.0047823	0.00534106	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.164493	0.37484	0.129924	0.0486884	0.0546396	0.0263626	0.00109381	0.00237657	0.00488955	0.0305931	0.00270835	0.00153221	0.00745991	8.06941e-05	0.00219438	0.000924859	0.00996228	0.0264099	0.0050734	0.00505832	0.00904874	0.0131902	0.013423	0.00036987	0.0145965
65	1	-1603.88	-1703.212	99.33215	0.129903	0.310188	0.531224	0.0579537	0.0635127	0.0135094	0.0088883	0.0148573	0.00432619	0.00982688	0.252638	0.0131643	0.578781	0.0961507	0.0592655	0.143413	0.319076	0.546081	0.0622799	0.0733396	0.0156609	0.000165647	0.00608659	0.0061942	0.0150742	0.00570786	0.0108243	0.00297177	0.0106657	0.00157374	0.000535452	0.00438406	0.0014324	0.00505611	0.00303381	0.000282905	0.00172678	0.00101606	0.00530686	0.00223244
66	0	-1581.748	-1675.949	94.2002	0.157701	0.356576	0.113087	0.0441001	0.0438324	0.00673922	0.00435655	0.00399516	0.00526948	0.00547046	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.16444	0.360933	0.117082	0.0493696	0.0493028	0.0257806	0.00129009	0.00216993	0.00507897	0.0305931	0.00286321	0.00136031	0.00671354	9.36823e-05	0.00242424	0.00101793	0.0101624	0.0281685	0.00456317	0.00561906	0.0078861	0.0119577	0.014198	0.000407512	0.0133179
67	1	-1604.564	-1703.581	99.01667	0.122994	0.352906	0.516158	0.0599486	0.0609248	0.0151666	0.00889896	0.0138145	0.00443348	0.0110869	0.133242	0.0152674	0.671245	0.111511	0.0687335	0.138161	0.361805	0.529972	0.0643821	0.0720118	0.0153834	0.000167902	0.00563888	0.00625988	0.0154844	0.00518417	0.0108243	0.00290064	0.0119462	0.00134205	0.000515476	0.00422765	0.00126872	0.00593204	0.00299567	0.00036636	0.00165572	0.00103739	0.0048951	0.00230008
68	0	-1585.427	-1679.972	94.54497	0.136294	0.382968	0.096033	0.0430107	0.0458145	0.00839357	0.00432329	0.00411355	0.00585198	0.00589365	0.265885	0.237026	0.430821	0.0339752	0.0322921	0.144687	0.387292	0.100147	0.0488627	0.0517082	0.0260143	0.00114936	0.00220924	0.00444264	0.0259152	0.00259479	0.0015327	0.00668383	0.000101739	0.00220506	0.00113209	0.00958924	0.0290443	0.00558179	0.00547128	0.00834855	0.0132922	0.0139584	0.000337819	0.0116689
69	1	-1603.231	-1703.139	99.90868	0.117892	0.323897	0.436198	0.0619568	0.0657791	0.0168485	0.00828242	0.0134303	0.00458451	0.0101466	0.119395	0.135943	0.601484	0.0999223	0.043256	0.134741	0.332179	0.449628	0.0665414	0.0759257	0.0148115	0.000183865	0.00511147	0.00516377	0.0144856	0.00443098	0.0102025	0.00297406	0.0112191	0.0015002	0.000568218	0.0045509	0.00137281	0.00586377	0.00299567	0.000395215	0.00153736	0.00114972	0.00451268	0.00242464
70	0	-1584.413	-1678.379	93.96626	0.144365	0.377968	0.0956376	0.0406987	0.0458941	0.00910093	0.00488166	0.00377484	0.0057345	0.00533574	0.258432	0.230382	0.418744	0.0330228	0.0594191	0.153466	0.382849	0.0994124	0.0464332	0.0512299	0.0256274	0.0012004	0.00195359	0.00419785	0.0272658	0.00360989	0.00177463	0.00714585	0.000116555	0.00235921	0.00131913	0.00877857	0.0276493	0.00529981	0.00471635	0.00872148	0.0167478	0.0139362	0.000317423	0.0130291
71	1	-1601.005	-1700.661	99.65587	0.112125	0.290674	0.406833	0.0578825	0.0653878	0.0163392	0.0100094	0.0121597	0.00462924	0.0100034	0.129399	0.221427	0.494	0.108295	0.0468803	0.128464	0.300684	0.418993	0.0625118	0.0753912	0.0137425	0.000187008	0.00506865	0.00508077	0.0193948	0.00477413	0.0098642	0.00313243	0.0115481	0.00139391	0.000523221	0.00389539	0.00137281	0.00586377	0.00303176	0.000365736	0.00174887	0.00113052	0.00393486	0.00302197
72	0	-1582.533	-1677.265	94.73147	0.145246	0.378825	0.0998391	0.0413632	0.0377518	0.0082326	0.0040247	0.00412012	0.0057345	0.00475206	0.258432	0.230382	0.418744	0.0330228	0.0594191	0.153478	0.382849	0.103959	0.0470977	0.0425038	0.029955	0.00112923	0.00172826	0.00414912	0.0283572	0.00330823	0.00164734	0.00784202	0.000122493	0.00196471	0.00136915	0.0105791	0.0204893	0.00500508	0.00496903	0.00788605	0.0115093	0.0145087	0.000291244	0.0165995
73	1	-1601.119	-1700.393	99.27411	0.120373	0.338452	0.440368	0.0512159	0.0578946	0.0153564	0.00932432	0.0139222	0.00448412	0.00905317	0.129399	0.221427	0.494	0.108295	0.0468803	0.135729	0.347777	0.45429	0.0557	0.0669478	0.0138023	0.000200487	0.00498672	0.00501115	0.019139	0.00515329	0.0115761	0.00338389	0.0126144	0.00134922	0.00054079	0.00389539	0.0013616	0.00587243	0.00293339	0.000404409	0.00171407	0.00138847	0.00402939	0.00317879
74	0	-1581.835	-1676.72	94.88475	0.145908	0.366353	0.0803058	0.0430792	0.0369181	0.0075704	0.0040247	0.00435914	0.00544143	0.00485919	0.373983	0.333391	0.158851	0.0477881	0.0859867	0.153478	0.370377	0.0846649	0.0485207	0.0417772	0.0295661	0.00109174	0.00159837	0.00457552	0.0283572	0.00332551	0.00160903	0.00868061	0.000111295	0.00194992	0.00136915	0.00928555	0.0225635	0.00469387	0.0049704	0.00844256	0.0118613	0.0145087	0.000324759	0.0154967
75	1	-1601.089	-1700.527	99.43855	0.12218	0.304785	0.478123	0.0494894	0.0544359	0.0135491	0.00854167	0.0144431	0.00517813	0.00982483	0.129399	0.221427	0.494	0.108295	0.0468803	0.135729	0.313326	0.492566	0.0546676	0.0642607	0.0138023	0.000219638	0.00522137	0.00521878	0.0196385	0.00496067	0.011885	0.00365532	0.00932769	0.00144734	0.000505919	0.00375431	0.00136067	0.00642522	0.00271677	0.000437307	0.00181839	0.00127263	0.00435988	0.00353118
76	0	-1583.425	-1676.893	93.4677	0.146663	0.392288	0.0793211	0.0353453	0.0365554	0.00744029	0.00436994	0.0042495	0.00529289	0.00480399	0.373983	0.333391	0.158851	0.0477881	0.0859867	0.154103	0.396658	0.0835706	0.0406382	0.0413594	0.0337699	0.0011508	0.0017361	0.00551733	0.0303051	0.00332551	0.00186374	0.00812228	8.72105e-05	0.00219728	0.00150538	0.00977957	0.0229015	0.00519108	0.00604698	0.008214	0.0123825	0.0149977	0.000251153	0.0165582
77	1	-1599.277	-1698.644	99.36654	0.115529	0.305569	0.481048	0.0522933	0.0540373	0.0128821	0.00775691	0.0115175	0.00522807	0.0102234	0.129399	0.221427	0.494	0.108295	0.0468803	0.128411	0.313326	0.492566	0.0575214	0.0642607	0.0141922	0.00023584	0.0051216	0.00553005	0.0217666	0.00489466	0.0102482	0.00335612	0.00962338	0.00133823	0.000505611	0.0035066	0.00137558	0.00594161	0.00332822	0.000419744	0.00218619	0.00138175	0.00567257	0.00392087
78	0	-1581.771	-1675.623	93.85212	0.15368	0.392606	0.0679232	0.028278	0.0371015	0.00872473	0.00405225	0.00389735	0.00641845	0.00538819	0.397697	0.291121	0.168924	0.0508184	0.0914392	0.162405	0.396658	0.0718206	0.0346964	0.0424897	0.0312947	0.000990082	0.00124801	0.00537143	0.031762	0.00319651	0.00169205	0.00812228	9.3308e-05	0.00247021	0.00157326	0.0102487	0.020453	0.00517695	0.00663083	0.00688213	0.0136085	0.0148385	0.000267662	0.0165582
79	1	-1598.054	-1696.823	98.76943	0.122975	0.313339	0.47062	0.0454192	0.0488176	0.0120626	0.00768231	0.0125515	0.00595029	0.00839488	0.0946234	0.430664	0.36124	0.079191	0.0342815	0.135038	0.321021	0.483172	0.0513695	0.0572125	0.0146509	0.000229937	0.00540546	0.00590647	0.0245443	0.0052211	0.010992	0.00331213	0.0098281	0.00141158	0.000476584	0.00389946	0.00124981	0.0058154	0.00378583	0.000423324	0.00268779	0.00139729	0.00579249	0.00369416
80	0	-1581.749	-1675.044	93.29509	0.145557	0.386685	0.0633356	0.0246262	0.0315381	0.00767241	0.00436453	0.00481409	0.00610052	0.00551881	0.397697	0.291121	0.168924	0.0508184	0.0914392	0.153229	0.39105	0.0681497	0.0307267	0.0370569	0.0290443	0.000887869	0.00124466	0.00492773	0.032445	0.00315607	0.00140234	0.00745614	0.000101245	0.00248781	0.00184624	0.0100132	0.0267023	0.00561839	0.00697877	0.00741081	0.0125846	0.0157372	0.000298693	0.0181784
81	1	-1595.441	-1693.81	98.36948	0.125532	0.34527	0.508802	0.0364758	0.0444327	0.0111609	0.0073012	0.0124146	0.00722186	0.00845191	0.0946234	0.430664	0.36124	0.079191	0.0342815	0.136693	0.352571	0.521217	0.0436976	0.0528846	0.0151565	0.000229937	0.00510679	0.00583783	0.029098	0.0049992	0.0113034	0.00302173	0.00955799	0.00134657	0.000505455	0.00395724	0.00136171	0.00496452	0.00388006	0.000411258	0.0026472	0.00121629	0.00552905	0.00356047
82	0	-1579.487	-1672.305	92.81841	0.152308	0.33138	0.0666137	0.0266937	0.0315381	0.00955128	0.00423624	0.00512545	0.00511689	0.00551881	0.318321	0.233016	0.334799	0.0406755	0.0731888	0.16186	0.335616	0.0717391	0.0318106	0.0370569	0.0345751	0.000991599	0.00125218	0.00506216	0.032445	0.00361012	0.0013246	0.00699403	0.000110239	0.00242358	0.00163826	0.00836155	0.0226522	0.00499921	0.00737699	0.00755694	0.0112886	0.0198203	0.000335363	0.0187828
83	1	-1596.992	-1695.779	98.78643	0.11892	0.364381	0.476985	0.0433492	0.0493327	0.0113741	0.00644946	0.0111449	0.00686196	0.00743011	0.0409395	0.18633	0.156293	0.601606	0.0148321	0.130294	0.370831	0.48813	0.0502112	0.0567629	0.0142521	0.000252181	0.00415448	0.00593441	0.0292289	0.0044591	0.0117654	0.00323395	0.00965134	0.00136027	0.00053014	0.00419689	0.0013037	0.00503358	0.00407791	0.000366701	0.00257602	0.00129039	0.00544659	0.00330414
84	0	-1578.317	-1671.842	93.52484	0.177729	0.34056	0.071561	0.0211136	0.0365529	0.00862631	0.00507187	0.00450057	0.00472609	0.00551881	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.186356	0.345632	0.0760616	0.0258397	0.0420717	0.0342856	0.000837116	0.00114931	0.00473373	0.0314677	0.00347456	0.00139876	0.00715587	0.000130059	0.00242358	0.00155882	0.00933774	0.0234507	0.00513166	0.00665193	0.00780631	0.0093469	0.0170938	0.000300186	0.0184725
85	1	-1597.122	-1695.164	98.0424	0.117151	0.36502	0.4944	0.0472845	0.0539569	0.013143	0.00581065	0.0111449	0.00819466	0.00721428	0.0341283	0.15533	0.13029	0.667888	0.0123645	0.130294	0.370831	0.505545	0.0554792	0.0611712	0.0145866	0.000283104	0.00410975	0.00589599	0.0290515	0.00408841	0.0108585	0.0032571	0.0104943	0.001597	0.000502392	0.00432089	0.00153511	0.00501974	0.00538598	0.000345796	0.00268339	0.00134802	0.0053958	0.00424125
86	0	-1577.232	-1670.429	93.19684	0.18319	0.317326	0.0819413	0.0198223	0.0333673	0.00729437	0.00479908	0.0043612	0.00497215	0.00521469	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.190485	0.322125	0.0863025	0.0247945	0.038582	0.0366944	0.000798402	0.000902307	0.00551668	0.0377476	0.00328063	0.00144231	0.00779761	0.000118762	0.00254071	0.00155882	0.00910325	0.022091	0.00513166	0.00622583	0.0073797	0.00995811	0.0170938	0.000306934	0.0152815
87	1	-1591.858	-1689.17	97.31173	0.15671	0.342547	0.482603	0.0414547	0.0507933	0.0114747	0.0051002	0.0109785	0.00927628	0.00794641	0.0341283	0.15533	0.13029	0.667888	0.0123645	0.168185	0.347647	0.493582	0.050731	0.0587397	0.0156695	0.00026631	0.00385914	0.00583128	0.0350523	0.00377809	0.0102697	0.00339025	0.0102955	0.001414	0.000514515	0.00501733	0.00153511	0.00403906	0.00541022	0.00029777	0.00294283	0.00144838	0.00558027	0.00401787
88	0	-1576.711	-1670.292	93.58031	0.180325	0.313563	0.0879807	0.0210767	0.0337147	0.00729437	0.00468985	0.00369555	0.00458113	0.00511255	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.18762	0.318253	0.0916763	0.0256579	0.0388273	0.0312513	0.000765543	0.000868206	0.0063778	0.0448343	0.00303451	0.00126236	0.00739195	0.0001201	0.00228687	0.00135499	0.00920669	0.0207242	0.00584745	0.00640284	0.00668531	0.00857706	0.0164319	0.000327948	0.0159739
89	1	-1590.009	-1686.658	96.64897	0.138035	0.342148	0.460738	0.0416905	0.0472762	0.0099314	0.0054994	0.0107243	0.00904042	0.00871312	0.0924857	0.420935	0.353079	0.0999936	0.033507	0.147967	0.347647	0.471462	0.050731	0.0559893	0.0181677	0.000298491	0.00310889	0.00553256	0.0401673	0.00390032	0.0111066	0.00339803	0.0102955	0.00151537	0.000448845	0.0048674	0.00134408	0.00428546	0.00545523	0.000314083	0.00298768	0.00134979	0.00530299	0.00357793
90	0	-1577.21	-1668.842	91.6324	0.180778	0.344344	0.0870348	0.0196199	0.0300619	0.00716357	0.00451876	0.00393601	0.00515779	0.00504571	0.342601	0.174515	0.360335	0.0437781	0.0787713	0.187941	0.348863	0.0909708	0.0247777	0.0351076	0.0374652	0.000776979	0.000830475	0.00580399	0.0526033	0.0027847	0.00137999	0.00790469	0.000108912	0.00242805	0.00130798	0.0122435	0.019544	0.00549492	0.00654022	0.00668531	0.00840635	0.0153144	0.000305258	0.015856
91	1	-1589.688	-1686.026	96.33725	0.135695	0.34217	0.396001	0.0385571	0.0396971	0.00947636	0.00547732	0.0127657	0.00843842	0.00838366	0.0924857	0.420935	0.353079	0.0999936	0.033507	0.145172	0.347647	0.408767	0.0469956	0.0480808	0.0201851	0.000293721	0.00277767	0.00473941	0.0409189	0.00464647	0.0129371	0.00343539	0.0106692	0.0014113	0.000458811	0.00506733	0.00168922	0.00363769	0.00620586	0.000314083	0.00253681	0.00124159	0.00570142	0.00367773
92	0	-1579.602	-1670.614	91.01172	0.206773	0.291101	0.0862545	0.0209346	0.0336297	0.00829258	0.00435177	0.00408929	0.00462125	0.00504571	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.215066	0.295453	0.0903438	0.0255558	0.0386754	0.040892	0.000778444	0.000807542	0.00687798	0.0538785	0.00290608	0.0014083	0.00832781	0.0001055	0.0025784	0.00139164	0.0126503	0.0196002	0.00539234	0.00627481	0.00668531	0.00840635	0.0148301	0.000294519	0.0133849
93	1	-1588.408	-1684.147	95.73886	0.133482	0.342139	0.443026	0.0402808	0.0453161	0.00947636	0.00550793	0.0129179	0.00739928	0.00745001	0.0924857	0.420935	0.353079	0.0999936	0.033507	0.142958	0.347647	0.455944	0.0476801	0.0527662	0.0201851	0.00023349	0.00243554	0.00428083	0.0466666	0.00377566	0.0123928	0.00372787	0.0117356	0.00138208	0.000466949	0.00531908	0.0015967	0.00357575	0.00562186	0.000298108	0.00269314	0.00110288	0.00619026	0.00355803
94	0	-1578.164	-1669.186	91.02275	0.17138	0.307619	0.0949714	0.0173092	0.0365222	0.00912502	0.00466966	0.00389732	0.00456509	0.00533898	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.180505	0.312288	0.0988687	0.0218743	0.0418612	0.0346687	0.000962555	0.000809258	0.00637592	0.0581993	0.00276592	0.0012398	0.00847302	0.000106765	0.00239602	0.00124654	0.0116505	0.0208603	0.00426696	0.00669282	0.00653527	0.00916177	0.019151	0.000260158	0.0111457
95	1	-1587.198	-1683.03	95.83285	0.145269	0.349338	0.346869	0.0365437	0.0412771	0.00989693	0.00568874	0.0136828	0.0073935	0.00755406	0.0924857	0.420935	0.353079	0.0999936	0.033507	0.155166	0.355027	0.360551	0.0439372	0.0488312	0.020959	0.000197015	0.00227013	0.00494881	0.0473821	0.00377545	0.00975002	0.00413433	0.0112124	0.00142134	0.000455303	0.0053945	0.00175656	0.00424487	0.0057849	0.000291027	0.00208933	0.00110288	0.0062652	0.0041816
96	0	-1580.032	-1669.866	89.83438	0.173544	0.318378	0.0930803	0.0159074	0.0453165	0.00906324	0.00423636	0.00381211	0.00503934	0.00551449	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.182607	0.322615	0.0968924	0.0209467	0.050831	0.0370872	0.000969766	0.000920285	0.006545	0.0625257	0.00331335	0.00128422	0.00920173	0.00010212	0.00248603	0.00134919	0.0125352	0.0163084	0.00426696	0.00733873	0.00783671	0.00988509	0.0197786	0.000257275	0.0105021
97	1	-1585.744	-1681.669	95.92448	0.153637	0.35032	0.331342	0.0370643	0.0448874	0.00989693	0.00623702	0.0153253	0.00809995	0.0073449	0.0587856	0.267553	0.224423	0.217223	0.232014	0.163533	0.356557	0.346667	0.0451642	0.0522323	0.0214019	0.000173264	0.00246921	0.00445465	0.0456744	0.00308747	0.00866473	0.00404487	0.0110305	0.00158167	0.000455303	0.00594037	0.00191293	0.00424487	0.0046927	0.00027108	0.00208933	0.00125991	0.0078314	0.00281029
98	0	-1580.722	-1670.887	90.16471	0.186603	0.315837	0.108897	0.014261	0.0535166	0.00921837	0.0045758	0.00328354	0.00488173	0.00524082	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.195821	0.320413	0.112181	0.0191428	0.0587574	0.0375843	0.000808818	0.00106301	0.006545	0.0611381	0.00311711	0.00118298	0.00974029	8.79356e-05	0.00300892	0.00125165	0.0120386	0.0148569	0.00375833	0.00714161	0.00852705	0.00885742	0.0218439	0.000318797	0.0082149
99	1	-1584.269	-1679.789	95.51979	0.138481	0.311998	0.37944	0.0329258	0.0480453	0.00989693	0.0063504	0.0138588	0.00813721	0.0068662	0.0587856	0.267553	0.224423	0.217223	0.232014	0.148377	0.318349	0.393298	0.041063	0.0549115	0.0226584	0.000182627	0.0021231	0.0035314	0.0523537	0.00286464	0.00917115	0.00452782	0.0100362	0.00158434	0.000572195	0.00593771	0.00227941	0.00374057	0.00473336	0.00025459	0.00231297	0.00106973	0.00676241	0.00246482
100	0	-1581.114	-1671.024	89.91003	0.192582	0.311891	0.123848	0.0155663	0.0538708	0.00834049	0.004554	0.00367947	0.00557273	0.00463233	0.3365	0.171407	0.353918	0.0608066	0.0773685	0.200922	0.316445	0.127528	0.0211391	0.0585031	0.0375843	0.000838315	0.00106301	0.00625281	0.0636874	0.00291692	0.00118298	0.00980971	8.81986e-05	0.00244136	0.00119326	0.0138937	0.0129303	0.00364785	0.00612845	0.00721088	0.0101491	0.0214201	0.000298552	0.00835143
101	1	-1584.459	-1679.109	94.65006	0.12676	0.326579	0.346075	0.0307407	0.0437106	0.00979551	0.00703298	0.0166118	0.00842624	0.00651429	0.0641489	0.200728	0.244899	0.237042	0.253182	0.136556	0.333612	0.362686	0.0391669	0.0502249	0.0246921	0.000188815	0.00215622	0.00424867	0.0558998	0.00252471	0.00862254	0.00452782	0.0101836	0.00180052	0.000572322	0.00639948	0.00227941	0.00343741	0.00514579	0.000311644	0.00229768	0.00100182	0.00697027	0.0023773
102	0	-1581.21	-1671.084	89.87388	0.163596	0.284754	0.138509	0.0185811	0.0468351	0.00805732	0.00415508	0.003606	0.00557273	0.00412005	0.3696	0.0899015	0.388732	0.0667878	0.0849789	0.171654	0.288909	0.142115	0.0241538	0.0509552	0.0375843	0.000966427	0.00111793	0.00612154	0.0714589	0.00352268	0.00127617	0.00811085	0.000101972	0.00205979	0.00107077	0.0135836	0.0125383	0.00450665	0.0051522	0.00721088	0.00953141	0.0201998	0.000269927	0.00802217
