Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
10	-1560.409	-2028.989	468.5799	0.113591	0.121057	0.124046	0.0944941	0.0609781	0.0629071	0.0923941	0.219243	0.0724015	0.112363	0.123306	0.0125817	0.00714841	0.00824777	0.0102399	0.00509769	0.00724836	0.0112367	0.00669907	0.00752093	0.0120001	0.010672	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.126172	0.128206	0.132294	0.104734	0.0660758	0.0701554	0.103631	0.225942	0.0799224	0.124363	0.133978	0.0105111	0.00499523	0.033981	0.00349184	0.000571715	0.00345941	0.00315633	0.011531	0.0247744	0.00439282	0.00261525	0.00254199	0.00410705	0.0181581	0.00761962	0.00462228	0.00304023	0.0187547	0.0201097	0.0211499	0.00657425	0.00963434	0.0101483	0.00249648	0.000849512	0.00878996	0.00241756	0.00620518	0.00855113	0.00157588	0.0204783	0.000202842	0.00349451	0.00126928	0.00021232	0.00999909	0.0053688	0.0189371	0.00115557	0.00541022	0.00167447	0.00483231	0.0105813	0.0040967	0.0118072	0.00297225	0.00195549	0.000393459	0.00264632	0.00236051	0.0112285	0.00895457	0.0076765	0.00150526	0.00638437	0.0022826	0.005458	0.00351211	0.00705532	0.0310568	0.00946449	0.000737819	0.00308018	0.00205558	0.0210123	0.00013591	0.00386089	0.0122551	0.0157245	0.00405159	0.00331447	0.0121373	0.0118911	0.00609502	0.00698791	0.00525513	0.00269182	0.00357773	0.0016925	0.00303459	0.00844012	0.00101375	0.00343887	0.00172173	0.00384858	0.00726311	0.00151598	0.0313582	0.000844697	0.00633607	0.00419091	0.00824456	0.00235321	0.0079197	0.00129889	0.00373031	0.025809	0.0062856	0.00646998	0.00728375	0.0241859	0.00649278	0.00174418	0.0195875	0.0198419	0.0014543	0.00587951	0.00362691	0.0105088	0.0476851
11	-1561.033	-2027.442	466.4083	0.100199	0.127139	0.110706	0.0991691	0.0557241	0.0553767	0.0929502	0.218598	0.0671707	0.110758	0.122619	0.0109351	0.00784691	0.00830106	0.00969578	0.00511408	0.00734276	0.0106806	0.00782388	0.00761515	0.0128489	0.011359	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.111134	0.134986	0.119007	0.108865	0.0608381	0.0627194	0.103631	0.226421	0.0747859	0.123607	0.133978	0.0114139	0.00495135	0.0401897	0.00339334	0.000612062	0.00361703	0.00307218	0.0107858	0.0241729	0.00449778	0.00249169	0.00254199	0.00399063	0.0178337	0.00734744	0.0037521	0.00258092	0.0162807	0.0204985	0.0219567	0.00703552	0.0111274	0.0117802	0.00257859	0.000866857	0.00921091	0.00269321	0.00680956	0.00903143	0.00148024	0.0207617	0.000219702	0.00384498	0.00132511	0.00021327	0.0108221	0.0058231	0.0174185	0.0011664	0.00574953	0.00163457	0.00440753	0.0103914	0.00435113	0.0110882	0.00275475	0.00189827	0.000395705	0.002885	0.00227929	0.0137148	0.00861835	0.00764549	0.00163537	0.00667617	0.00209925	0.00601195	0.00339669	0.00676425	0.0330079	0.00821808	0.000783997	0.00341475	0.00243058	0.0212614	0.000133931	0.00461493	0.012405	0.0163558	0.00405159	0.00328234	0.0116037	0.0133011	0.00583854	0.00844229	0.00522605	0.00269969	0.00356106	0.00170012	0.00288698	0.00796808	0.000931513	0.00333902	0.00180155	0.00353456	0.008103	0.00151104	0.0319793	0.000722032	0.00507998	0.00463953	0.00869779	0.00212366	0.00702778	0.00113031	0.00342006	0.0275182	0.00703064	0.00735618	0.00671681	0.0227215	0.00686987	0.00160436	0.0186362	0.0196681	0.00136818	0.0059622	0.00384053	0.00830639	0.0537871
12	-1556.411	-2023.056	466.6447	0.091112	0.133836	0.110635	0.109865	0.0698391	0.0554195	0.0929502	0.223478	0.0663647	0.113876	0.121846	0.0111866	0.00747375	0.00797526	0.00948634	0.0051783	0.00722216	0.0106806	0.00734685	0.00717462	0.0123075	0.0121375	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.102299	0.14131	0.118611	0.119352	0.0750174	0.0626416	0.103631	0.230825	0.0735393	0.126183	0.133984	0.0102309	0.00486783	0.0401897	0.0031305	0.000612062	0.00422438	0.00318638	0.011026	0.0196754	0.00432037	0.00249169	0.00288178	0.00371087	0.0179705	0.00790763	0.00368833	0.00284449	0.0144568	0.0199283	0.0234122	0.00591094	0.0109803	0.0117665	0.00245599	0.00088112	0.00930822	0.00325283	0.00570908	0.0100722	0.00148024	0.017932	0.000250209	0.00398664	0.00124231	0.000202201	0.00976456	0.00648915	0.0161326	0.00135572	0.0065632	0.00175402	0.00458618	0.0103914	0.00476049	0.0113427	0.00300544	0.00165542	0.000390837	0.00295082	0.00214729	0.0153733	0.00834542	0.0083512	0.00159759	0.00576391	0.00252809	0.00633642	0.00294229	0.00785742	0.0365173	0.00741352	0.000669245	0.00371559	0.00212176	0.0208347	0.000133931	0.0042975	0.0117487	0.0182569	0.00373161	0.0028817	0.0110573	0.01568	0.00583854	0.00814668	0.0048203	0.00259323	0.00326212	0.00175963	0.00327939	0.0102465	0.000947546	0.00336686	0.00186909	0.00397033	0.00751237	0.00129545	0.0310247	0.000656235	0.00424802	0.00446909	0.0081077	0.00222255	0.00641816	0.00115539	0.0032195	0.0275183	0.00800665	0.00745986	0.00718058	0.0212785	0.00656972	0.00129868	0.0186897	0.016994	0.00148803	0.0059622	0.00408662	0.00868045	0.057479
13	-1550.496	-2016.307	465.8116	0.0999943	0.122537	0.116983	0.0957728	0.0619091	0.0530267	0.106551	0.224645	0.0596789	0.126116	0.123989	0.0127639	0.00823042	0.00823576	0.0128813	0.00508023	0.00740228	0.00943121	0.0074515	0.00855113	0.0125748	0.0108464	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.112758	0.130767	0.125218	0.108654	0.0669893	0.060429	0.115982	0.232096	0.06823	0.138691	0.134835	0.010698	0.00403431	0.0397393	0.00327471	0.000583584	0.00421304	0.00350869	0.00915524	0.0253108	0.00428096	0.002159	0.00321548	0.0035282	0.0181647	0.00799422	0.00408718	0.00312697	0.01499	0.0190867	0.0217887	0.00607044	0.0107828	0.0108226	0.00256556	0.00088112	0.00930822	0.00328229	0.00508974	0.00923244	0.00140981	0.0209529	0.000166415	0.00387235	0.00115154	0.000202201	0.0106108	0.00662097	0.0161326	0.00148409	0.00453891	0.00187474	0.00459821	0.0111392	0.00493683	0.0138382	0.00274091	0.00156863	0.000390837	0.00307078	0.00235796	0.0162635	0.00831304	0.00946387	0.00187832	0.00561716	0.00245002	0.00752395	0.00316762	0.00797156	0.0367523	0.00662429	0.000753945	0.00378422	0.00250044	0.0208982	0.000133931	0.00429096	0.0095434	0.0181391	0.00358496	0.00240318	0.0122419	0.0191737	0.00588338	0.00758541	0.00478724	0.00241624	0.00357425	0.00204077	0.00316824	0.0086557	0.00109987	0.00335993	0.00221396	0.00390733	0.0078705	0.00106772	0.0302069	0.000727046	0.00460196	0.00381383	0.00625777	0.00184907	0.00694421	0.00128629	0.00294286	0.026621	0.00800665	0.00712203	0.00749712	0.019674	0.00605738	0.00131473	0.0159455	0.0196394	0.00134959	0.00485669	0.00408662	0.0106919	0.0558504
14	-1541.915	-2008.624	466.7082	0.0872206	0.118911	0.120044	0.096604	0.042806	0.0462827	0.104803	0.198493	0.0560242	0.152191	0.141396	0.0119202	0.00818931	0.00793138	0.0120501	0.00452493	0.00718647	0.00961592	0.00642649	0.00945555	0.0112714	0.0119414	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.0991408	0.1271	0.127976	0.108654	0.0473309	0.0534691	0.114419	0.204919	0.0654798	0.163462	0.153338	0.0101061	0.00390553	0.0359312	0.00322313	0.000550721	0.00448134	0.00346661	0.00946515	0.0264621	0.00383216	0.00221852	0.00335216	0.00380719	0.0193865	0.00768351	0.0042485	0.00313047	0.0139263	0.0172922	0.0169205	0.00585391	0.010484	0.0150464	0.00213558	0.000922275	0.00876769	0.00322904	0.00462948	0.00932261	0.00203952	0.0208581	0.000163647	0.00387872	0.00115591	0.000202201	0.00982049	0.00604489	0.0192197	0.00146014	0.00380579	0.00187474	0.00407974	0.0118509	0.004801	0.0138812	0.00280684	0.00103216	0.000353269	0.00278827	0.00211011	0.0196138	0.00845587	0.0100797	0.00196993	0.00583773	0.00246211	0.00723014	0.00290483	0.0088839	0.0327637	0.00766676	0.000818695	0.00381752	0.00215571	0.0189091	0.000116462	0.00429096	0.0103006	0.0201943	0.00349268	0.00252542	0.0110884	0.0200768	0.00575894	0.00758541	0.00423839	0.00242668	0.00373792	0.00174674	0.00312593	0.00854836	0.00130693	0.00330199	0.0023563	0.00335516	0.00865553	0.00105897	0.0287143	0.000649946	0.00454835	0.00365536	0.00594963	0.00184907	0.00660547	0.00140959	0.00274945	0.0293061	0.00748397	0.00664614	0.00763805	0.019674	0.00550659	0.00150744	0.0154475	0.0190629	0.00137502	0.00566429	0.00435169	0.0118397	0.0602754
15	-1538.777	-2004.618	465.8408	0.0898625	0.116102	0.126631	0.0964396	0.0404682	0.0391127	0.100645	0.199364	0.0594813	0.166454	0.169202	0.0130272	0.00861798	0.00738041	0.0113049	0.00411443	0.00641818	0.00946574	0.00555533	0.00836209	0.0108413	0.0105109	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.10289	0.12472	0.134011	0.107744	0.0445826	0.0455309	0.110111	0.204919	0.0678434	0.177295	0.179713	0.00855896	0.00390553	0.0337323	0.00309694	0.000517262	0.00382473	0.00357018	0.0119712	0.0249389	0.00472056	0.00202255	0.00327917	0.00391974	0.0211878	0.007992	0.00494076	0.00404991	0.0147128	0.019528	0.0195137	0.00568443	0.00970555	0.0153709	0.00217505	0.000745912	0.00876769	0.00336185	0.00470983	0.00930215	0.0021751	0.0216552	0.000168716	0.00368765	0.00110196	0.000191862	0.00816277	0.0065272	0.0200183	0.00141392	0.00429245	0.00204977	0.003769	0.0127054	0.00491477	0.0122862	0.00274798	0.00104996	0.000325652	0.00323687	0.00215071	0.0183376	0.00815164	0.00909102	0.00230502	0.00550384	0.00279484	0.00723014	0.00290483	0.00907823	0.0322986	0.00912738	0.000935184	0.0031846	0.00220353	0.0195029	0.000126529	0.00519425	0.00925271	0.0192497	0.00337307	0.00244883	0.00993464	0.0191178	0.00667899	0.00713165	0.00434406	0.00232345	0.00379277	0.00178543	0.00322325	0.00709989	0.00141993	0.00386319	0.00220841	0.00483011	0.00740878	0.00110946	0.0288568	0.000650759	0.00415226	0.00388883	0.00590877	0.00177902	0.00719643	0.00180667	0.00261228	0.0326995	0.00672125	0.00709926	0.00713535	0.0231811	0.00621679	0.00141317	0.014941	0.0195539	0.00142146	0.00674135	0.00409607	0.0122431	0.0602754
16	-1537.826	-2001.869	464.0429	0.0886543	0.130031	0.149465	0.101752	0.0430517	0.0404133	0.0980117	0.201213	0.0591541	0.165153	0.169992	0.0142354	0.00943909	0.00798792	0.0113973	0.0040544	0.0067628	0.0102116	0.00617861	0.00878679	0.0121423	0.00972074	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.10289	0.13947	0.157453	0.113149	0.0471061	0.0471761	0.108223	0.207391	0.0679409	0.177295	0.179713	0.00732857	0.0041833	0.0340614	0.00316843	0.000481555	0.00462881	0.0031341	0.0112686	0.0252847	0.00431775	0.00173181	0.00309556	0.00484473	0.0247987	0.00726702	0.0052334	0.00415454	0.0126161	0.0189722	0.019594	0.00585459	0.0105587	0.0145403	0.00200863	0.000716531	0.00952542	0.00336185	0.0049373	0.00835574	0.00222754	0.0236149	0.000152352	0.00391467	0.00110196	0.000172856	0.00992686	0.00714778	0.0200209	0.0014363	0.00377753	0.00243056	0.00413331	0.0130446	0.00504579	0.0126285	0.00253802	0.000965852	0.000306511	0.00310237	0.00224609	0.018894	0.00823374	0.00906782	0.0022057	0.00554926	0.00315757	0.00659414	0.00304233	0.00757194	0.0312881	0.00750942	0.00100092	0.00354037	0.00178391	0.0181644	0.000134249	0.00515984	0.00789152	0.0195477	0.00318015	0.00211626	0.00993464	0.0190938	0.00660162	0.00956256	0.00435419	0.00226463	0.00376071	0.00220132	0.00326789	0.00768026	0.00140896	0.00360332	0.00257063	0.0052864	0.00764524	0.000994882	0.0285904	0.000628912	0.00537698	0.0034131	0.00515473	0.00152203	0.00718439	0.00171922	0.0025476	0.0343049	0.00650967	0.00724819	0.00695568	0.0260625	0.00648952	0.000971887	0.0163848	0.019091	0.00157159	0.00770568	0.00387791	0.0108928	0.0596681
17	-1536.229	-1999.617	463.3881	0.0829907	0.127641	0.156967	0.094872	0.0460833	0.0406352	0.0980117	0.206697	0.0671801	0.166188	0.179027	0.0142528	0.00952796	0.0101144	0.0115383	0.00454038	0.00655149	0.0102116	0.0065875	0.0091549	0.011107	0.00824667	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.0972435	0.137169	0.167081	0.10641	0.0506237	0.0471867	0.108223	0.213285	0.076335	0.177295	0.187274	0.00694139	0.00390187	0.0324244	0.00336395	0.000435306	0.00449257	0.00301428	0.0112686	0.0214083	0.00374859	0.00197327	0.00393164	0.0046079	0.0266973	0.00769636	0.00592788	0.00427652	0.0128884	0.0200916	0.019526	0.00587206	0.0114553	0.0133238	0.00183567	0.000720932	0.0112953	0.00360402	0.00569236	0.00786739	0.00233755	0.0222511	0.00016288	0.00437522	0.00102606	0.000175723	0.0108016	0.00820081	0.0198387	0.00124744	0.0039242	0.00243056	0.00461937	0.0131759	0.00513845	0.0152877	0.00231846	0.00101188	0.000283738	0.00340928	0.0024924	0.0174761	0.00880558	0.00923614	0.00211755	0.00627838	0.00368237	0.0065039	0.00353723	0.00870475	0.0301181	0.0073297	0.000965539	0.00384559	0.00163368	0.0164144	0.000139667	0.00561837	0.00831607	0.0195477	0.00356006	0.00196555	0.00944762	0.0177601	0.00571232	0.0103323	0.00350857	0.0025467	0.00353036	0.00224686	0.00364919	0.00846041	0.0013343	0.00373584	0.00278118	0.00604004	0.00753099	0.00102609	0.0315956	0.00060777	0.0058686	0.00444702	0.00599141	0.00156164	0.00692702	0.00189361	0.00262452	0.033247	0.00707582	0.00667403	0.00814426	0.0275064	0.00628259	0.000846261	0.0163848	0.0180378	0.00115512	0.00742024	0.00445749	0.0108131	0.0519913
18	-1532.216	-1996.539	464.3229	0.077407	0.128607	0.170977	0.104768	0.0601909	0.0387731	0.11306	0.217315	0.064445	0.176155	0.170994	0.0152223	0.00855824	0.00981614	0.0104277	0.00468485	0.0058729	0.00962121	0.00833846	0.00876885	0.0124236	0.00815728	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0926293	0.137165	0.180793	0.115196	0.0648758	0.044646	0.122681	0.225653	0.0732138	0.188579	0.179152	0.00694139	0.00371601	0.0333545	0.00376299	0.000431816	0.00421658	0.00344449	0.0110919	0.0220909	0.00364206	0.00203566	0.00421342	0.0046079	0.0254199	0.00769888	0.0059787	0.00428245	0.0131239	0.0188582	0.0184267	0.00628469	0.0115613	0.013346	0.00183567	0.000664783	0.011346	0.00412846	0.00575236	0.00719769	0.00241169	0.0197439	0.000147901	0.00445877	0.00122703	0.000184614	0.0105556	0.00795647	0.0211802	0.0013368	0.00482311	0.00218702	0.00511703	0.0151155	0.00552447	0.0164589	0.00221657	0.000974535	0.00031297	0.00363184	0.00263791	0.0176518	0.00811099	0.00931745	0.0017777	0.00602555	0.00368237	0.0061483	0.00322753	0.00723356	0.0259044	0.00738916	0.00113214	0.00337317	0.00147175	0.0205602	0.000139667	0.00536747	0.00731167	0.0205002	0.00315365	0.00222937	0.00867638	0.0192666	0.00493173	0.0100191	0.00299348	0.00226742	0.00410614	0.00227871	0.00379016	0.00810711	0.00130923	0.00332664	0.00292124	0.00662421	0.00648443	0.00101075	0.0326026	0.000546148	0.00542458	0.00478287	0.00643683	0.00146123	0.00626947	0.00188267	0.00289906	0.034934	0.00757061	0.00635686	0.00827908	0.02294	0.00672943	0.000774399	0.0183913	0.0166571	0.00105924	0.00760266	0.0041955	0.00997488	0.0462547
19	-1526.063	-1989.387	463.3245	0.0751644	0.17107	0.17666	0.101166	0.0614543	0.0403758	0.112407	0.221792	0.0651662	0.185783	0.166	0.0154454	0.00901626	0.010111	0.0115127	0.00482182	0.00609136	0.00962121	0.00836565	0.00858097	0.0125411	0.00720524	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0906097	0.180086	0.186771	0.112679	0.0662761	0.0464671	0.122028	0.230158	0.0737472	0.198324	0.173205	0.00726322	0.00420127	0.0319453	0.00462673	0.000431816	0.00472552	0.00344328	0.0119078	0.0226644	0.00362604	0.00193302	0.00426335	0.00456684	0.0216018	0.00710184	0.00590445	0.00420567	0.0129209	0.0197267	0.0178598	0.00637202	0.0108656	0.0163412	0.00192965	0.000589772	0.0112031	0.00381763	0.00534743	0.00823949	0.00248631	0.0172987	0.000148567	0.00446218	0.00150067	0.000171289	0.00958693	0.00895233	0.0234051	0.0012583	0.00526219	0.00227276	0.00519139	0.0155281	0.0060694	0.0203077	0.00237559	0.00110692	0.000294786	0.00366518	0.0030105	0.0160622	0.00920793	0.00863064	0.00163287	0.00557431	0.00326586	0.00618539	0.0030538	0.0081816	0.0247633	0.00698314	0.000989425	0.00384925	0.0014286	0.0170741	0.000124837	0.00572021	0.00669199	0.0237522	0.00315365	0.00206082	0.00867638	0.0187207	0.00558627	0.0116508	0.00306802	0.00243152	0.0040359	0.00243094	0.00366971	0.00843686	0.00121422	0.0031793	0.00271475	0.0065291	0.00697438	0.000852137	0.0337168	0.000633759	0.0058109	0.00502439	0.00607755	0.00126213	0.00623927	0.00151389	0.00341309	0.034934	0.00895232	0.00621332	0.0107202	0.0216428	0.00661617	0.000800148	0.019097	0.0154185	0.00125748	0.00760266	0.00409928	0.0110113	0.0407193
20	-1523.814	-1986.448	462.6346	0.0678513	0.170053	0.18588	0.102836	0.0614543	0.0388945	0.129675	0.243559	0.0653437	0.185783	0.169781	0.0154711	0.00900306	0.0109852	0.00984276	0.00482182	0.00561333	0.0103908	0.00713966	0.00894202	0.0125411	0.00752675	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0833224	0.179056	0.196866	0.112679	0.0662761	0.0445078	0.140066	0.250699	0.0742857	0.198324	0.177307	0.00709144	0.00479971	0.0348592	0.00448928	0.000386945	0.0045115	0.00395425	0.013533	0.0215186	0.00424593	0.00159069	0.0046158	0.00489862	0.0203741	0.00647913	0.00640712	0.00391361	0.0145555	0.022145	0.0182383	0.00691853	0.0105524	0.0169457	0.00198112	0.000678618	0.0100502	0.00435167	0.00692594	0.00689259	0.0023737	0.0164418	0.000150793	0.00407962	0.00150067	0.000160136	0.0101951	0.00769356	0.0222974	0.00115885	0.00440092	0.00211595	0.00472503	0.0168874	0.00509912	0.0207427	0.0024486	0.00132916	0.000372644	0.00322099	0.00265592	0.0146183	0.00920793	0.00863064	0.00147991	0.00558947	0.00358648	0.00601539	0.00337893	0.00784891	0.0272991	0.00839411	0.000918879	0.00372251	0.0014286	0.0182367	0.000136373	0.00588293	0.00720614	0.0251209	0.00293286	0.00189592	0.00748907	0.0202785	0.00554166	0.0128395	0.00300108	0.00245577	0.0038105	0.00228684	0.00382958	0.00810348	0.00103697	0.00297475	0.00284417	0.00717394	0.00766904	0.000883195	0.0340344	0.000569514	0.0058109	0.00497472	0.00550409	0.00124884	0.00518233	0.00135829	0.00400273	0.0366632	0.0100573	0.00544472	0.00968555	0.017705	0.00639093	0.0007149	0.0211221	0.0140907	0.00130368	0.00779526	0.00374495	0.0113229	0.037866
21	-1523.056	-1984.048	460.9913	0.0675477	0.177058	0.185677	0.0928299	0.058214	0.0455336	0.145321	0.26252	0.0573117	0.185983	0.137897	0.0176218	0.00857356	0.0111883	0.00735824	0.00572834	0.00584494	0.00864854	0.00713966	0.00865545	0.0123403	0.00707724	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0851694	0.185631	0.196866	0.100188	0.0639424	0.0513785	0.15397	0.269659	0.0659672	0.198324	0.144974	0.00688304	0.00479971	0.033003	0.00476723	0.000396571	0.00451657	0.00355884	0.0163194	0.0226004	0.00410891	0.00159069	0.00444465	0.00461293	0.0179439	0.00613146	0.00825149	0.00416223	0.0158066	0.024291	0.0170253	0.00748261	0.0102802	0.0157594	0.00221048	0.000494038	0.0111815	0.0037539	0.00755649	0.00703891	0.00234291	0.0164418	0.000172968	0.00344106	0.00172128	0.00018657	0.0128004	0.00726959	0.0193647	0.00132987	0.00478087	0.00198152	0.00449883	0.0139128	0.00441126	0.0235411	0.00238793	0.00140168	0.000405896	0.00332156	0.00276943	0.0151594	0.00915067	0.00718688	0.00124876	0.00550397	0.00366216	0.00618925	0.00384603	0.0085502	0.0299497	0.00772156	0.000714902	0.00372251	0.00131408	0.0182263	0.000141449	0.00650521	0.00678793	0.0273403	0.00294756	0.00174588	0.0067816	0.0195964	0.00516193	0.013056	0.00285814	0.00222333	0.00424435	0.00208341	0.00442073	0.00885759	0.00108979	0.00332546	0.0026819	0.00713849	0.00836015	0.000864364	0.0362875	0.000636424	0.00523825	0.00546644	0.0055383	0.00126086	0.00588346	0.00135829	0.0038963	0.0371381	0.0105382	0.00558517	0.0104829	0.0184948	0.00684379	0.0007149	0.0203174	0.0139109	0.00130319	0.00801762	0.00375165	0.0113229	0.0415653
22	-1519.367	-1978.414	459.0477	0.0832326	0.170919	0.189253	0.0937566	0.0522235	0.0469302	0.149084	0.253034	0.0475255	0.204729	0.152196	0.016123	0.00888745	0.0118366	0.00725393	0.00626805	0.00554691	0.00796047	0.00609246	0.00834805	0.0108733	0.00735773	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0993556	0.179806	0.20109	0.101011	0.0584915	0.0524772	0.157044	0.259126	0.0558735	0.215602	0.159553	0.0068559	0.00533476	0.0312897	0.00473036	0.000410717	0.00453938	0.00365876	0.0158548	0.0225376	0.00372232	0.00147063	0.00396923	0.00485554	0.01947	0.00714431	0.0100042	0.00502502	0.0157386	0.0243016	0.0183824	0.00798596	0.00896702	0.0189071	0.0020409	0.000494038	0.0134499	0.0037539	0.00730318	0.0062377	0.00254661	0.0154119	0.000170561	0.00344106	0.00156566	0.000215866	0.0121656	0.00726959	0.0185529	0.00119842	0.00464197	0.00211172	0.0043523	0.0152304	0.00460847	0.0221543	0.00286831	0.00128772	0.000448885	0.00307955	0.00255799	0.0163838	0.00828461	0.00701624	0.00129955	0.00629844	0.00397923	0.00618925	0.0041541	0.00780396	0.0299145	0.00870668	0.000724454	0.00387702	0.00128056	0.0186453	0.00011981	0.0075462	0.00667258	0.0292803	0.00294558	0.00173082	0.00644871	0.0205286	0.00577081	0.0130585	0.00248041	0.00242632	0.00420224	0.0020865	0.00443321	0.0107702	0.00142453	0.00366059	0.00248757	0.00735816	0.00790266	0.00084737	0.0349079	0.000740389	0.00572114	0.00461238	0.00641351	0.0012692	0.00634728	0.00135829	0.00403203	0.0317922	0.011493	0.00557525	0.0108561	0.0226812	0.00598869	0.000578189	0.0208984	0.0139109	0.00112106	0.00688075	0.00381618	0.0113317	0.0464378
