Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
10	-1564.13	-2039.259	475.1295	0.0962562	0.0734861	0.0802453	0.163089	0.118753	0.0365243	0.108185	0.11756	0.0835501	0.163132	0.108328	0.00731092	0.00749508	0.00682171	0.00415489	0.00461795	0.00769406	0.0077874	0.00485822	0.00545103	0.00626111	0.00695959	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.103567	0.0809812	0.087067	0.167244	0.123371	0.0442183	0.115972	0.122418	0.0890011	0.169393	0.115288	0.00279135	0.00273165	0.000171445	0.00717937	0.000501357	0.00558659	0.00636836	0.0132837	0.0200845	0.000598805	0.00103407	0.00159918	0.0144109	0.00347747	0.0162108	0.0050803	0.00587837	0.00773355	0.015393	0.024664	0.0126871	0.00501096	0.00510589	0.0140153	0.00671325	0.00178641	0.00408346	0.00418256	0.0187	0.00482329	0.00813516	0.00362122	0.00121461	0.00518291	0.0146427	0.0065403	0.0207963	0.00624895	0.0189863	0.00028526	0.00301555	5.00915e-05	0.000159821	0.000119465	0.00126349	0.00143809	0.00347862	0.00144356	0.0144118	0.0140643	0.0172201	0.0205309	0.0059586	0.0054714	0.00530136	0.0127474	0.00137422	0.00326855	0.0100071	0.00188861	0.00688257	0.00451702	0.000954417	0.00565031	0.00472783	0.00880936	0.0329516	0.0321662	0.00321868	0.00969316	0.00792121	0.00020773	0.00575814	0.0124251	0.0124768	0.00684983	0.0211876	0.000786794	0.035504	0.000784744	0.00310336	0.0109967	0.00673086	0.00277386	0.012455	0.00584267	0.0110234	0.0230431	0.00240018	0.0053968	0.0129105	0.00376618	0.001342	0.00588132	0.0073468	0.00455583	0.00579963	0.0105862	0.0159526	0.00161636	0.0184205	0.00130575	0.00306639	0.00210341	0.00141884	0.001779	0.0082865	0.00148532	0.00327019	0.000241329
11	-1558.561	-2035.726	477.1646	0.110954	0.0713703	0.0798944	0.15716	0.120826	0.0369562	0.104992	0.129384	0.0853533	0.186471	0.106281	0.00826365	0.00745532	0.00722814	0.00493354	0.00482611	0.00701138	0.00848828	0.00485822	0.00516631	0.00690547	0.00678743	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.119218	0.0788256	0.0871225	0.162093	0.125652	0.0439676	0.113481	0.134243	0.0905196	0.193377	0.113068	0.00302048	0.00270889	0.00016137	0.00785706	0.000528766	0.00541646	0.00661803	0.0132483	0.0155542	0.000498871	0.000986678	0.00165932	0.0135571	0.0032031	0.0179413	0.00483021	0.00633049	0.00689226	0.0139022	0.0201953	0.0111824	0.00534393	0.0047343	0.0136185	0.00763671	0.00178641	0.00395104	0.00479548	0.0191965	0.00508049	0.00921536	0.00338677	0.00127173	0.00421737	0.0157774	0.00644316	0.0198831	0.00493993	0.0191902	0.000294706	0.00322993	5.00915e-05	0.000152832	0.000106959	0.00123603	0.00138173	0.00346354	0.00141604	0.015194	0.0123103	0.0166005	0.020149	0.00568418	0.00563338	0.00561275	0.011766	0.00158895	0.00284688	0.00907921	0.00194314	0.00764197	0.00451702	0.000879159	0.00601376	0.00416598	0.008094	0.0290654	0.0321662	0.00321868	0.0112545	0.0085118	0.000191845	0.00609167	0.0150142	0.0151152	0.00717224	0.0209221	0.000963088	0.0315372	0.000853665	0.00288352	0.00991906	0.00634581	0.00254879	0.0106525	0.00641228	0.0100659	0.0255486	0.00266179	0.00561598	0.0117801	0.00342884	0.00121166	0.00596617	0.0075479	0.0050736	0.00579963	0.0104383	0.0159182	0.00133645	0.0149547	0.001388	0.00265246	0.00210341	0.00165417	0.00184883	0.00808781	0.00138605	0.00334733	0.000257507
12	-1553.056	-2028.077	475.0211	0.116445	0.102649	0.0855101	0.130618	0.114912	0.0326894	0.115311	0.146889	0.0857109	0.18648	0.110053	0.00863058	0.00866827	0.0070106	0.0046364	0.00451357	0.00711091	0.0085083	0.00550809	0.00480869	0.00689662	0.007037	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.125075	0.111318	0.0925207	0.135255	0.119426	0.0398003	0.123819	0.152397	0.0905196	0.193377	0.11709	0.00309666	0.00321806	0.00017502	0.00778463	0.000528766	0.00541646	0.0069257	0.0160889	0.0151398	0.000541561	0.00114982	0.0018142	0.0141142	0.00346523	0.0163993	0.00490195	0.00591673	0.00713399	0.0139022	0.0208284	0.0111824	0.00542	0.00514084	0.0119897	0.00777741	0.00200895	0.00392786	0.00495128	0.0204902	0.00557235	0.00961556	0.00272926	0.00132758	0.00320358	0.0148054	0.00644316	0.0244917	0.00448239	0.0194425	0.000271849	0.00312957	5.14838e-05	0.000142819	0.000117787	0.00121077	0.00141852	0.00336937	0.00134704	0.0175765	0.0142649	0.0161304	0.0194898	0.00613497	0.00571015	0.00560649	0.00956714	0.00158965	0.00284912	0.00895645	0.00216065	0.00657948	0.00475485	0.00088884	0.00682551	0.00383131	0.00745117	0.0290654	0.0317813	0.0036525	0.013552	0.00933414	0.000178229	0.00614486	0.0202337	0.0166213	0.00516481	0.0220619	0.000940042	0.0282642	0.000929542	0.00267717	0.0109085	0.00614421	0.00261132	0.0119022	0.00532001	0.0103504	0.026268	0.00256682	0.00566364	0.0117801	0.00393248	0.00108524	0.00613179	0.00803294	0.00444784	0.0057351	0.00945659	0.0153919	0.00123552	0.0142971	0.00154642	0.00286978	0.00185945	0.0015574	0.00158438	0.00819778	0.00129584	0.0028964	0.000268471
13	-1548.4	-2021.453	473.0528	0.102368	0.101288	0.0945812	0.136245	0.111292	0.0274479	0.122362	0.147577	0.089105	0.237713	0.0966518	0.00805995	0.0080829	0.00709732	0.00477394	0.00457621	0.00649311	0.00809797	0.00482029	0.00432743	0.00611991	0.00619223	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.110428	0.109371	0.101679	0.141019	0.115868	0.033941	0.13046	0.152397	0.0934325	0.243833	0.102844	0.00277009	0.0032902	0.000142798	0.00778463	0.000595341	0.00511622	0.00685487	0.0171454	0.0141538	0.000535235	0.00124174	0.00197827	0.0148378	0.00367691	0.014578	0.00590124	0.00548255	0.00875598	0.0136233	0.0216715	0.0115895	0.0052453	0.00541376	0.0121106	0.00875979	0.00197911	0.00392786	0.00474421	0.0176626	0.00597049	0.00930333	0.00252836	0.00168824	0.0032832	0.0148054	0.00767255	0.0242293	0.00364327	0.022913	0.000256624	0.00280817	4.77375e-05	0.000145991	0.00012174	0.0010402	0.00142592	0.00371891	0.00119295	0.0167051	0.0142649	0.017591	0.0187548	0.00710162	0.00560153	0.00566531	0.0106729	0.00174228	0.0028628	0.00901535	0.00219581	0.00773321	0.00511704	0.00114205	0.00815871	0.00416248	0.00745117	0.0300788	0.031307	0.00399459	0.0152458	0.00887897	0.000211796	0.00585065	0.0228753	0.0166213	0.00454387	0.0247859	0.00110611	0.0303592	0.000962811	0.0028422	0.00913022	0.00644998	0.00288404	0.0109545	0.00480142	0.0118632	0.0287274	0.00229712	0.00536264	0.0124608	0.00405072	0.00112946	0.00518677	0.00797	0.00444784	0.00573799	0.00789087	0.0155719	0.00144449	0.0144203	0.00149155	0.00275714	0.00155741	0.00184506	0.00169515	0.00958869	0.00130979	0.00369608	0.000268471
14	-1547.66	-2022.819	475.159	0.104331	0.0918607	0.0810753	0.14258	0.105138	0.0227744	0.105486	0.158473	0.0967274	0.23079	0.103337	0.0081963	0.00764671	0.00678152	0.00474175	0.00453713	0.00657315	0.00944449	0.00424158	0.00490194	0.00529585	0.00671841	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.112527	0.0995074	0.0878569	0.147322	0.109675	0.0293476	0.11493	0.162715	0.101629	0.236086	0.110056	0.00294138	0.00358133	0.000155426	0.00642629	0.000593695	0.00490285	0.00719455	0.0185212	0.0138918	0.00060872	0.00124084	0.0019423	0.0132166	0.00389395	0.0155762	0.00555794	0.00505574	0.011438	0.0157528	0.0223506	0.0122934	0.00503368	0.00468723	0.0114689	0.00830968	0.00197911	0.00392793	0.00491083	0.0151871	0.0044061	0.00878045	0.00241701	0.00167188	0.00303491	0.0131724	0.00794758	0.0242293	0.00370558	0.023271	0.000290775	0.00309562	4.05553e-05	0.000156814	0.000114006	0.000942867	0.00125087	0.00399636	0.00121324	0.0170981	0.013234	0.0162051	0.0193393	0.00718742	0.00543026	0.00602308	0.00998385	0.00144447	0.00292076	0.00800218	0.00261564	0.0058379	0.00557558	0.00111737	0.00778203	0.00447402	0.0078483	0.0299955	0.0283361	0.00427687	0.0121125	0.00967759	0.000176142	0.00631047	0.0244874	0.0146608	0.00476729	0.0226145	0.000970384	0.0286849	0.00100403	0.00289469	0.00863519	0.00687439	0.00299849	0.010637	0.00457481	0.0120332	0.0267693	0.00239476	0.00572501	0.0128054	0.00375318	0.00123479	0.00518677	0.00838593	0.00393148	0.00543598	0.00844353	0.0159508	0.00139004	0.0167764	0.00131748	0.00319053	0.00149671	0.00181681	0.00151219	0.0101268	0.001205	0.00329527	0.000268471
15	-1545.804	-2020.437	474.6324	0.111049	0.0921811	0.0734033	0.146773	0.0975826	0.02325	0.114228	0.154621	0.101523	0.223074	0.11948	0.00809308	0.00931876	0.00782293	0.00532136	0.00491545	0.00595712	0.00921891	0.00409561	0.00463055	0.0054829	0.00675297	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.119142	0.1015	0.0812262	0.152095	0.102498	0.0292071	0.123447	0.158717	0.106154	0.228557	0.126233	0.00285974	0.00336071	0.000178787	0.00660892	0.000610325	0.00461138	0.00821197	0.0204141	0.0100012	0.000741435	0.00128909	0.00178149	0.0126411	0.00496752	0.0144392	0.00561888	0.00478817	0.0112782	0.0139278	0.0230319	0.0112436	0.00491383	0.00451027	0.0118058	0.00805509	0.00210635	0.00380159	0.00517337	0.0151871	0.00438496	0.00853624	0.00250393	0.00188329	0.00302936	0.0139948	0.00757582	0.0221897	0.00328842	0.0224301	0.000268558	0.00312902	3.90004e-05	0.000179858	0.000135456	0.000801328	0.00127178	0.00459982	0.00119428	0.0163981	0.0130983	0.019433	0.0207886	0.00697729	0.00578274	0.00619696	0.00949637	0.00145388	0.00277542	0.00798951	0.00293219	0.00663222	0.00561613	0.00130426	0.00703119	0.00447402	0.009267	0.0291411	0.0273696	0.00472772	0.011367	0.00967759	0.000177186	0.00464737	0.0237462	0.0134656	0.00500779	0.0255578	0.000987584	0.0275178	0.00104842	0.00308255	0.00901515	0.0066333	0.00286097	0.00953438	0.00458814	0.0120332	0.0295872	0.00219059	0.0067912	0.0109996	0.00375318	0.00136499	0.00577966	0.00886858	0.0036265	0.00572629	0.00867184	0.0185351	0.00159191	0.0177845	0.00130826	0.00311129	0.00175689	0.00183678	0.00151641	0.00855382	0.00134984	0.0033601	0.000326529
16	-1536.155	-2009.969	473.8142	0.113042	0.094968	0.0840516	0.149068	0.105629	0.0225439	0.116226	0.183277	0.077078	0.247962	0.131189	0.00901554	0.00905754	0.00901579	0.00576478	0.004513	0.00642354	0.00846227	0.00436516	0.00494996	0.00549667	0.00675297	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.122058	0.104026	0.0930674	0.154832	0.110142	0.0289674	0.124689	0.187642	0.082028	0.253459	0.137942	0.00324564	0.00331707	0.000195461	0.00666211	0.00059091	0.0044549	0.00770329	0.0241836	0.00972868	0.000738351	0.00124571	0.00166705	0.0114335	0.00464008	0.0144476	0.00577525	0.0048324	0.0116569	0.0134619	0.0253834	0.0139616	0.0044385	0.0042468	0.011567	0.00814988	0.00265385	0.00348582	0.00515882	0.0156171	0.00537927	0.00778351	0.00207086	0.00196272	0.00304139	0.0152434	0.00669761	0.0230801	0.00339063	0.0231211	0.000268558	0.00361747	3.79141e-05	0.000194428	0.000162394	0.000798014	0.00142433	0.00452781	0.000921787	0.0176803	0.0121636	0.0204114	0.0207886	0.00640314	0.00531821	0.00644324	0.00851464	0.00146754	0.00287134	0.00727811	0.0028434	0.00565141	0.00575945	0.00130307	0.00730612	0.00347685	0.00805531	0.0259253	0.027642	0.00472736	0.011351	0.0085733	0.000181731	0.0053764	0.0239448	0.0121619	0.00556017	0.0273176	0.000709611	0.0250675	0.00109247	0.00300038	0.0099188	0.00675842	0.00305385	0.00955031	0.00384453	0.0117177	0.0295872	0.00226136	0.00734596	0.0109305	0.00425467	0.00156928	0.0061645	0.0081496	0.0036265	0.00612125	0.00941905	0.0169339	0.00171056	0.0180377	0.00136493	0.00349801	0.00165726	0.00168459	0.0017157	0.00771694	0.00117204	0.00380032	0.000276677
17	-1535.798	-2008.027	472.229	0.0957435	0.0944461	0.100719	0.144457	0.107763	0.0239046	0.123161	0.170944	0.0816673	0.247344	0.13745	0.00905668	0.00957946	0.0106876	0.00532358	0.00461486	0.00574389	0.00911162	0.0050036	0.00562844	0.00441321	0.00632133	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.1048	0.104026	0.111407	0.149781	0.112378	0.0296485	0.132272	0.175947	0.0872957	0.251757	0.143771	0.00397536	0.00332524	0.000201654	0.00666547	0.000562408	0.0041412	0.00835458	0.0260281	0.00912379	0.000741367	0.00127618	0.00169819	0.0127109	0.00420239	0.0131898	0.00601468	0.00521334	0.00974603	0.0118505	0.026258	0.0150421	0.00416402	0.00456692	0.0124621	0.00896181	0.00304451	0.00364274	0.00504218	0.0189491	0.00580688	0.008635	0.00223834	0.00180783	0.0029191	0.0157921	0.00555218	0.0249129	0.00289201	0.024592	0.000304292	0.00361747	4.47925e-05	0.000164171	0.000179805	0.000781262	0.00139365	0.00397544	0.00100507	0.0153376	0.0128481	0.0224678	0.0196885	0.00609803	0.00485014	0.00656192	0.00780703	0.0013464	0.0026253	0.00587498	0.00283386	0.00565141	0.0058197	0.00143658	0.00720841	0.00405957	0.00783416	0.0258817	0.028395	0.00663025	0.0101413	0.00814137	0.000181731	0.00589241	0.0207969	0.0117847	0.00566502	0.0291056	0.000821387	0.0230922	0.00106468	0.00324078	0.0105611	0.00697724	0.00339005	0.00954771	0.00331863	0.0131599	0.0285833	0.00247329	0.00740977	0.0101221	0.00459199	0.00145265	0.00666159	0.0084436	0.00359867	0.00732143	0.0100472	0.0166138	0.00169105	0.0180377	0.00127031	0.00418495	0.0020724	0.0015041	0.00191887	0.00872119	0.00117204	0.00450414	0.000276677
18	-1531.564	-2003.656	472.092	0.0929624	0.105426	0.105179	0.169039	0.11359	0.0279761	0.124327	0.181773	0.0825335	0.242551	0.141891	0.00916981	0.00948598	0.00972425	0.00440695	0.00473249	0.00562078	0.00859697	0.00636401	0.00573154	0.00463067	0.00611717	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.102132	0.114912	0.114904	0.173446	0.118322	0.0335969	0.132924	0.188137	0.088265	0.247181	0.148009	0.00424907	0.00295652	0.000192901	0.00652591	0.0006475	0.0041412	0.00931659	0.0258319	0.00925935	0.000841165	0.00122687	0.00137662	0.0140242	0.00413085	0.0125545	0.00582054	0.00404068	0.0100212	0.0128957	0.0256354	0.0145255	0.0040823	0.00461551	0.0126332	0.00896181	0.0033626	0.00380652	0.00556721	0.0191019	0.00538243	0.0073364	0.00223834	0.00180325	0.00377214	0.0139656	0.00553842	0.0245284	0.00271969	0.0209207	0.000356438	0.00403366	4.35663e-05	0.000166827	0.000154229	0.000756294	0.00139365	0.00477027	0.00094353	0.0146932	0.0119311	0.0221703	0.0194479	0.00610857	0.00493412	0.00647466	0.00742364	0.00142198	0.0025255	0.00587498	0.0031297	0.00521143	0.00652653	0.00136432	0.00664521	0.00455525	0.0070972	0.0259203	0.0306767	0.00650119	0.0106315	0.00777541	0.000201303	0.00594567	0.0196497	0.0126137	0.00591416	0.0309625	0.00070177	0.0230922	0.000979094	0.0033426	0.0094038	0.00707518	0.00339005	0.00833532	0.00268173	0.0139756	0.0334706	0.00280308	0.00619528	0.00906919	0.0044417	0.00167365	0.00660194	0.00979914	0.00374273	0.00729595	0.00960115	0.0159753	0.00175692	0.0194733	0.00129202	0.00337456	0.00195256	0.0015041	0.00223833	0.0080449	0.00093709	0.00416071	0.00029305
19	-1530.125	-2003.551	473.4255	0.0877653	0.113763	0.096429	0.188024	0.113271	0.034183	0.132197	0.184937	0.0855712	0.220015	0.14569	0.00843693	0.00987441	0.00973681	0.00381854	0.00505178	0.00478528	0.00906235	0.00557445	0.00603984	0.00424752	0.00681961	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0962022	0.123637	0.106166	0.191843	0.118322	0.0389682	0.14126	0.190511	0.091611	0.224263	0.15251	0.00498421	0.00290212	0.000203388	0.00624846	0.000674073	0.00453883	0.0100361	0.0258017	0.00897986	0.00104189	0.00131336	0.00112486	0.0163085	0.00433214	0.0146381	0.00612176	0.00443844	0.00968219	0.0115014	0.0253512	0.0149079	0.00401716	0.00391383	0.0106656	0.00779567	0.00300991	0.00410397	0.00526322	0.0169337	0.00494784	0.00629702	0.00251676	0.0019394	0.00401122	0.0130164	0.00478472	0.0270037	0.0023228	0.0224923	0.000321928	0.00409354	4.32778e-05	0.00015472	0.000129579	0.000831251	0.0013936	0.00479689	0.00094353	0.0127916	0.0125721	0.017083	0.0255009	0.00633696	0.00452199	0.00713235	0.00664918	0.00142726	0.00262675	0.00584899	0.00388496	0.0051558	0.00635475	0.00129689	0.0050719	0.00443137	0.00730696	0.0261555	0.0326231	0.00663076	0.0115849	0.00823996	0.000195013	0.00622973	0.0195531	0.0135355	0.00591416	0.0283469	0.000693735	0.0238267	0.00106387	0.0033426	0.0097159	0.00728791	0.00318374	0.00768153	0.00284805	0.0140169	0.030736	0.00332952	0.00609358	0.00721258	0.00465325	0.00172104	0.00651525	0.00968861	0.00324319	0.00729595	0.00841376	0.0159753	0.00150727	0.0155306	0.00116012	0.0032088	0.00187195	0.00173863	0.00196313	0.00805168	0.000709879	0.00418378	0.000323789
20	-1527.824	-2002.433	474.6082	0.0828191	0.112246	0.0895819	0.183044	0.113573	0.0339674	0.125523	0.196255	0.077893	0.223068	0.161807	0.00621682	0.00987441	0.00980178	0.00373587	0.00474905	0.00397865	0.00859359	0.00513147	0.00530484	0.00451886	0.00672444	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0890359	0.12212	0.0993837	0.18678	0.118322	0.037946	0.134117	0.201387	0.0831978	0.227587	0.168531	0.00537446	0.00314631	0.000185307	0.00668069	0.000711173	0.00452032	0.00974506	0.0244774	0.00810083	0.000994493	0.00127636	0.00117798	0.0158656	0.0038888	0.0155435	0.00590205	0.00415988	0.00959742	0.0126207	0.0251193	0.0164627	0.00443131	0.00447594	0.0116204	0.00798042	0.00262956	0.00336371	0.00588739	0.0182978	0.00466455	0.00629702	0.00184078	0.00184448	0.00448172	0.0141564	0.00448264	0.0260579	0.00255551	0.0230027	0.000282229	0.00364263	4.32778e-05	0.0001546	0.000137421	0.000839898	0.00147311	0.00492106	0.0009894	0.013875	0.0116029	0.017083	0.0257755	0.00545252	0.00439468	0.00706861	0.00623551	0.00146021	0.00237864	0.00556639	0.00340139	0.0060245	0.00633753	0.00138013	0.00371066	0.00483335	0.00779221	0.0261648	0.031385	0.00547882	0.0114497	0.00792001	0.000208664	0.00573076	0.0227427	0.013073	0.00678357	0.0296183	0.000642651	0.0251322	0.000825039	0.00312767	0.00972743	0.00785603	0.00338188	0.00889884	0.00312114	0.0126254	0.0259864	0.00293596	0.00541481	0.00681959	0.00454896	0.00178333	0.00617737	0.00938286	0.00318247	0.00729208	0.00784906	0.0159753	0.00134674	0.0162808	0.00102985	0.0032088	0.00187687	0.00174236	0.00173898	0.00939418	0.000811771	0.00369535	0.000248177
21	-1521.863	-1997.278	475.4157	0.077926	0.123968	0.0913558	0.198955	0.0976146	0.033943	0.158329	0.222021	0.076891	0.237385	0.153358	0.00613909	0.00987441	0.00888663	0.00448675	0.00423393	0.00397064	0.00919591	0.00517139	0.00429119	0.00510654	0.00594943	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0840651	0.133842	0.100242	0.203441	0.101849	0.0379136	0.167525	0.227192	0.0811822	0.242491	0.159307	0.00506575	0.00310087	0.00016586	0.00630624	0.000561831	0.00469524	0.0107018	0.0238628	0.00818403	0.00110194	0.00124687	0.00123923	0.0152095	0.00421393	0.0128261	0.00574203	0.00297742	0.00863567	0.0116291	0.0251193	0.0164627	0.00396699	0.0042789	0.0115443	0.0079181	0.00243389	0.00338724	0.0062352	0.0213437	0.00499823	0.00606834	0.00201931	0.00194198	0.00420377	0.0127074	0.00395605	0.0261329	0.00246983	0.022753	0.000281497	0.00419839	4.41748e-05	0.000160022	0.00014913	0.000666061	0.00147631	0.0046644	0.0009894	0.0119892	0.0131327	0.0199143	0.0257755	0.00637447	0.00426888	0.00645138	0.00639319	0.00155493	0.00253769	0.00528842	0.00346439	0.00603702	0.00614752	0.00127159	0.00338916	0.00487342	0.00746843	0.0276708	0.0321157	0.00602045	0.0120595	0.00850922	0.000236622	0.00654728	0.01962	0.013073	0.00742676	0.0296676	0.000624648	0.0223832	0.000946924	0.00342383	0.00805799	0.0086084	0.00333337	0.00967021	0.00303107	0.0107355	0.0246318	0.00310039	0.00543392	0.00667624	0.00447666	0.00162597	0.0068314	0.0101997	0.00275262	0.00766396	0.00720049	0.0179746	0.0014462	0.014426	0.000988166	0.00323227	0.0017763	0.00179622	0.00200324	0.00816576	0.000881705	0.00452164	0.000221251
22	-1522.014	-1998.19	476.1754	0.0836208	0.119992	0.112525	0.17947	0.104757	0.0229287	0.160285	0.221861	0.0822644	0.243333	0.148785	0.00596262	0.00948469	0.00888663	0.00520266	0.00440291	0.00493374	0.00723939	0.00533127	0.0036268	0.00541435	0.00574933	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0895835	0.129476	0.121412	0.184672	0.10916	0.0278624	0.167525	0.227192	0.0858912	0.248747	0.154535	0.00554561	0.00317876	0.000163804	0.00665619	0.000535109	0.00473286	0.0132679	0.0202966	0.00855319	0.00106311	0.00103938	0.00118072	0.0163715	0.00434438	0.0121802	0.00603856	0.00262478	0.0084623	0.0130181	0.0265017	0.0148838	0.00402347	0.00415002	0.0102058	0.00817706	0.00233094	0.00298303	0.00699696	0.0224959	0.00499823	0.00648022	0.00197637	0.00211732	0.00408768	0.0132522	0.00411744	0.0236892	0.00306137	0.0228381	0.000257321	0.00415921	4.74185e-05	0.000148306	0.000149724	0.000736059	0.00146523	0.00511052	0.000949685	0.0122256	0.0105147	0.0173384	0.0276136	0.00645431	0.0035712	0.00655707	0.00679207	0.00202023	0.00253769	0.00474081	0.00385102	0.00585583	0.00610217	0.00131449	0.00334895	0.00514677	0.00724253	0.0262258	0.0387168	0.00644093	0.0117512	0.00815646	0.000261275	0.00517595	0.0180476	0.0138623	0.00686161	0.0286342	0.000802883	0.0223832	0.00101678	0.00277067	0.00841251	0.0082835	0.0036234	0.00794159	0.00322791	0.0106284	0.0263732	0.00301298	0.00605952	0.00568272	0.00493928	0.0016022	0.0068314	0.009402	0.00325505	0.00753683	0.00697779	0.0157066	0.00151498	0.0132608	0.000988166	0.00315409	0.0018926	0.00176606	0.0018541	0.00761858	0.000813476	0.00452164	0.000225748
