Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
23	-1522.085	-1997.058	474.9728	0.0859046	0.141614	0.112316	0.162317	0.104452	0.0199128	0.162451	0.211128	0.0788064	0.245121	0.148562	0.00661608	0.00867826	0.00909547	0.00453245	0.00470872	0.00503796	0.00748732	0.00602607	0.00307445	0.00652167	0.00597227	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0925207	0.150292	0.121412	0.166849	0.10916	0.0249508	0.169939	0.217154	0.0818809	0.251643	0.154535	0.00508692	0.00421333	0.000160546	0.00578699	0.0005535	0.00491731	0.0138591	0.0179315	0.00858949	0.00106311	0.00117674	0.0011117	0.017534	0.00368038	0.00979108	0.00692773	0.0026331	0.00820131	0.0149986	0.0257055	0.0120621	0.00384633	0.00384735	0.0121088	0.00874989	0.00223579	0.00311951	0.0061444	0.0208731	0.00526358	0.00663697	0.00164143	0.00213417	0.00454648	0.0128534	0.00464936	0.0263846	0.0030399	0.0262217	0.000260901	0.00423802	5.7775e-05	0.000152909	0.000144144	0.000803439	0.00129156	0.0060863	0.00104781	0.0110173	0.0107879	0.0182652	0.0265516	0.0071348	0.00304115	0.00656475	0.00657831	0.00219809	0.00241794	0.00541396	0.00353415	0.00566143	0.00537419	0.00156815	0.00401083	0.00520231	0.00724253	0.0262428	0.0389827	0.00671183	0.0134206	0.00837669	0.000282252	0.00515874	0.0181627	0.0151835	0.00648718	0.0294993	0.000835558	0.0249117	0.00113571	0.00366971	0.00757043	0.0082835	0.00411323	0.00813278	0.00305479	0.010591	0.0263732	0.00271092	0.00603015	0.0063354	0.00466923	0.00176531	0.00756487	0.00879948	0.00282352	0.00810731	0.00642381	0.0143737	0.00165935	0.0121976	0.00114967	0.00306477	0.00174528	0.00166255	0.0018541	0.00824273	0.000967153	0.00478637	0.000225748
24	-1521.37	-1992.648	471.2781	0.0838084	0.142748	0.118254	0.167909	0.0861792	0.0232917	0.14797	0.2291	0.0816572	0.244937	0.143775	0.00603609	0.00754439	0.0126351	0.00496982	0.00426292	0.00492325	0.010505	0.00565468	0.002893	0.00652167	0.00618138	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0898445	0.150292	0.130889	0.172879	0.0904421	0.028215	0.158475	0.234754	0.0845502	0.251459	0.149957	0.00522974	0.00402436	0.000155971	0.00667623	0.000593097	0.00513217	0.016496	0.0189559	0.00858949	0.00118518	0.00114155	0.000995047	0.0207058	0.00352291	0.00899522	0.00692773	0.00317709	0.00920278	0.0120326	0.0274085	0.0124769	0.00386685	0.00397414	0.0121746	0.00831752	0.00246375	0.00301201	0.00577997	0.0240664	0.00568756	0.00614527	0.00154748	0.00236885	0.00482752	0.0137403	0.00495563	0.0260943	0.00264817	0.0319549	0.000225834	0.00492209	5.8532e-05	0.000145395	0.000147253	0.00082463	0.00131942	0.00570889	0.00104781	0.0113723	0.0101831	0.0214173	0.0265516	0.00730686	0.00293136	0.00494708	0.00685424	0.00230722	0.00240749	0.00541396	0.0040837	0.00633964	0.00555243	0.00156017	0.00439905	0.00483228	0.00695707	0.0260806	0.0389827	0.00673845	0.0134206	0.00706072	0.00028355	0.00632575	0.0173706	0.0154997	0.00609923	0.0326815	0.000770145	0.0243952	0.00107969	0.003352	0.00702445	0.00851346	0.00439579	0.00806714	0.00285938	0.0112725	0.0284576	0.00273847	0.00669584	0.00572343	0.00491438	0.00182652	0.00751395	0.00863347	0.00253157	0.00900599	0.00566138	0.0169466	0.00148416	0.0111004	0.00100868	0.00292528	0.00172838	0.00189	0.0017272	0.00824273	0.00101899	0.00495515	0.000219317
25	-1516.237	-1986.274	470.0377	0.0910082	0.139162	0.103075	0.192693	0.0850303	0.0238495	0.184139	0.245001	0.0819004	0.220953	0.137423	0.00538967	0.00698836	0.0144386	0.00496982	0.00444181	0.0045316	0.0111961	0.00552217	0.00274654	0.00667102	0.00689744	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0963979	0.146151	0.117513	0.197663	0.0894721	0.0283811	0.195335	0.250523	0.0846469	0.227624	0.14432	0.00539428	0.00354836	0.000128171	0.00687604	0.000550095	0.00456411	0.0171494	0.0198767	0.00863929	0.0013268	0.0011207	0.00109283	0.0204172	0.00366193	0.00899522	0.00672028	0.00338753	0.00876363	0.0132893	0.0281972	0.0124769	0.00386043	0.00419206	0.0132343	0.00871782	0.00245007	0.00285247	0.00539942	0.0229401	0.0048438	0.00584965	0.00154748	0.00236885	0.00476389	0.0144294	0.00472097	0.0305631	0.00286989	0.0332987	0.000228912	0.00485126	5.47781e-05	0.000145395	0.000164213	0.000866332	0.00150655	0.00413672	0.0011166	0.0120856	0.00941901	0.0212163	0.0314543	0.00773753	0.00320098	0.00505425	0.00737947	0.00209258	0.0022783	0.00523871	0.00381164	0.00661667	0.00495939	0.00170372	0.00479311	0.00445946	0.0055894	0.0228149	0.0391395	0.00719864	0.0129438	0.00638008	0.000209361	0.00643974	0.0202633	0.0167141	0.00638422	0.0320502	0.000802276	0.0234649	0.001249	0.00361094	0.00722343	0.0104497	0.0048143	0.00765264	0.00281366	0.00933375	0.0246141	0.00297707	0.00607196	0.0052979	0.00497262	0.00175895	0.00771047	0.00968146	0.00268721	0.011638	0.00552614	0.0147386	0.00148416	0.0120991	0.00109544	0.00276857	0.0014299	0.00189	0.00171791	0.00836826	0.000920379	0.00505397	0.000183637
26	-1513.248	-1983.724	470.4758	0.096417	0.176126	0.108021	0.192954	0.078584	0.0244341	0.178534	0.247382	0.0819341	0.215643	0.149698	0.00525527	0.00599696	0.0151518	0.00470854	0.00391534	0.00552744	0.0107548	0.00552217	0.00270996	0.00667102	0.00529149	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.101672	0.182123	0.123173	0.197663	0.0824993	0.0299616	0.189288	0.252904	0.084644	0.222314	0.154989	0.00539428	0.00354836	0.000128171	0.00689944	0.000601643	0.00443897	0.0171987	0.0189177	0.00978139	0.00151328	0.00127835	0.00114636	0.0195524	0.00312079	0.00907086	0.00776208	0.00338753	0.00831997	0.0129965	0.027545	0.0136103	0.00401269	0.00446924	0.0162284	0.00716516	0.00259147	0.00285247	0.00651214	0.0229401	0.00544468	0.00611512	0.00134528	0.00237299	0.00466119	0.0148704	0.00464442	0.0286156	0.00265602	0.0311364	0.000219487	0.0045239	6.63429e-05	0.000136298	0.000215674	0.000964489	0.00134134	0.00448717	0.00105971	0.0124737	0.00910552	0.0251703	0.0289638	0.00790474	0.00380067	0.00470755	0.00767127	0.00214288	0.0022783	0.00558322	0.00367845	0.00600971	0.00491541	0.00178706	0.00496492	0.0043679	0.00638275	0.0208543	0.0398394	0.00648272	0.0140016	0.0070892	0.000212733	0.00573898	0.0171107	0.0154159	0.00641187	0.0300601	0.000802276	0.0250969	0.00142404	0.00313937	0.00838814	0.00972247	0.00520105	0.00830301	0.00281366	0.0098856	0.0257013	0.00271912	0.00605934	0.00518255	0.00467104	0.00192539	0.00744708	0.00720781	0.00261305	0.012157	0.00609672	0.0144229	0.0016963	0.0127996	0.00109546	0.0027985	0.00135618	0.00192549	0.00165916	0.00804056	0.000963943	0.00496173	0.000174938
27	-1508.742	-1978.316	469.574	0.0829573	0.161902	0.127649	0.206394	0.0660732	0.0273856	0.204175	0.266758	0.0835136	0.216256	0.166427	0.00604206	0.00534334	0.0152213	0.004667	0.00447578	0.00563946	0.0123098	0.00590069	0.00231462	0.00605737	0.00445437	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0889994	0.167245	0.14287	0.211061	0.070549	0.033025	0.216485	0.272659	0.0858282	0.222314	0.170881	0.00556058	0.0037448	0.000138317	0.00631747	0.000596302	0.00458142	0.0186956	0.0211066	0.008362	0.00153043	0.00118953	0.00122799	0.0202636	0.00295399	0.00901596	0.00906642	0.00389218	0.00835055	0.0136033	0.0275938	0.0127654	0.00428593	0.00414899	0.015346	0.00590688	0.0028656	0.00343274	0.00608471	0.0229401	0.00582365	0.00569943	0.00130308	0.00237466	0.004607	0.0152046	0.00406029	0.0283281	0.00256517	0.0322968	0.00023537	0.00442475	6.05592e-05	0.000154297	0.000243046	0.00105605	0.00139657	0.00548142	0.000973809	0.0102942	0.00837012	0.0288936	0.029511	0.00650576	0.0037977	0.00489293	0.00691119	0.00253974	0.0022783	0.00652636	0.00347462	0.00622956	0.00540457	0.00185763	0.00589546	0.0043347	0.00689338	0.0176825	0.0398394	0.00649976	0.0115736	0.00750244	0.000198827	0.0059637	0.0209314	0.0146221	0.00687123	0.0330211	0.000695347	0.02806	0.00141724	0.002866	0.00841919	0.00957292	0.00478777	0.00653137	0.00291539	0.0101985	0.0254871	0.00222682	0.00572113	0.00509546	0.00465413	0.00211892	0.00700534	0.00619334	0.00231528	0.0122189	0.00648428	0.0143541	0.00161704	0.0127996	0.00117284	0.00294067	0.00135618	0.00214287	0.00151635	0.00608728	0.000812853	0.00547969	0.000192343
28	-1508.996	-1975.468	466.472	0.0747169	0.177796	0.14252	0.202251	0.0524239	0.0270343	0.193646	0.266372	0.0887352	0.22676	0.141854	0.00623569	0.00571397	0.0156093	0.00480071	0.00424812	0.00474003	0.0123098	0.00628669	0.0024275	0.00719579	0.00419526	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0809526	0.18351	0.158129	0.207052	0.056672	0.0317744	0.205956	0.272659	0.0911627	0.233956	0.146049	0.00595397	0.00362619	0.000117635	0.00617739	0.000639428	0.00555528	0.015137	0.0228845	0.00761758	0.00145199	0.00116102	0.00103785	0.0189543	0.00287152	0.00901153	0.00968392	0.00407291	0.00863797	0.013848	0.0275549	0.0135738	0.00499679	0.00445867	0.0166135	0.00543696	0.00288792	0.00352005	0.00603983	0.0189482	0.00666924	0.00497477	0.00115402	0.00267949	0.00433906	0.0151933	0.00404563	0.0312582	0.00240693	0.036778	0.000259805	0.00400669	6.84192e-05	0.000133011	0.000284944	0.00105605	0.00128207	0.00591108	0.000842545	0.00976363	0.00894547	0.028156	0.0330509	0.0061123	0.0046492	0.00468469	0.00669614	0.00278907	0.00230734	0.00718412	0.00347462	0.00632195	0.00560396	0.00164514	0.00604592	0.00442298	0.00670447	0.0227484	0.0421069	0.00719568	0.0129679	0.0072192	0.000187196	0.0054944	0.0205463	0.0148553	0.0066262	0.0393314	0.000792459	0.0236077	0.00128345	0.00263754	0.00929489	0.00937126	0.0046821	0.00653137	0.00381075	0.00935151	0.0259421	0.00197604	0.0051703	0.00500276	0.00466532	0.00211892	0.00710628	0.00657289	0.0024067	0.0134332	0.00703578	0.015154	0.00135937	0.0140258	0.000968785	0.00298461	0.00139546	0.00240916	0.00154797	0.00608728	0.00076987	0.00733138	0.000214529
29	-1506.355	-1973.327	466.9712	0.0675255	0.153065	0.172883	0.207108	0.0519834	0.026754	0.214973	0.289584	0.102072	0.250265	0.15579	0.0068063	0.00530891	0.0167139	0.00480071	0.00468859	0.00510875	0.0123098	0.00630062	0.00240155	0.00716989	0.00441033	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0743318	0.158374	0.189597	0.211908	0.056672	0.0318627	0.227283	0.295885	0.104473	0.257435	0.160201	0.00588921	0.00375792	0.000102704	0.0068629	0.000639428	0.00579406	0.0116967	0.0204395	0.0061247	0.00153359	0.00109108	0.00118713	0.018743	0.00245033	0.0105419	0.00888682	0.00408612	0.00879396	0.0128174	0.0261831	0.0134255	0.00500983	0.00416419	0.0173103	0.00555085	0.0027043	0.00302279	0.00560829	0.0179822	0.00594634	0.00433455	0.00115809	0.00293289	0.00354871	0.017536	0.00415596	0.0307687	0.00222199	0.0390709	0.000258144	0.00369894	6.91005e-05	0.000145402	0.000295401	0.00119445	0.00138906	0.00584812	0.000975043	0.0101261	0.00804331	0.0255942	0.0320695	0.00594424	0.0039201	0.00477799	0.00677236	0.0025615	0.00267357	0.00777185	0.003619	0.00707152	0.005135	0.00181751	0.00561532	0.00479004	0.00703467	0.0237392	0.0421069	0.0084409	0.0122516	0.0075363	0.000169419	0.005122	0.0205463	0.0135556	0.00832118	0.0386	0.000671897	0.0225063	0.00136718	0.00287566	0.00883083	0.00937126	0.00411619	0.00653137	0.00380388	0.00921265	0.0268909	0.00195783	0.00538915	0.00540032	0.00507776	0.0022823	0.00568379	0.00677961	0.00267956	0.0145985	0.00766093	0.0159745	0.00187538	0.0117869	0.000968785	0.00304197	0.00169809	0.00244272	0.0016908	0.00580933	0.000872361	0.00743035	0.000244428
30	-1506.834	-1972.661	465.8272	0.0689225	0.153274	0.174507	0.226439	0.0563352	0.0213765	0.235895	0.282052	0.0828387	0.250939	0.152063	0.00718088	0.00510019	0.0157154	0.00475999	0.00463954	0.00611712	0.0118976	0.00547297	0.00244881	0.00759145	0.00569155	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0761034	0.158374	0.190223	0.231199	0.0609747	0.0274936	0.247793	0.287525	0.0852875	0.258531	0.157755	0.00561648	0.00339571	9.52728e-05	0.00659083	0.000693273	0.00663644	0.0138447	0.0190834	0.00601873	0.00193519	0.000969466	0.00130936	0.0165101	0.00238999	0.0102017	0.00888682	0.00371199	0.00909284	0.0140332	0.0234555	0.0112794	0.0054131	0.00413888	0.0199845	0.00560436	0.00284027	0.00313588	0.00516909	0.0194972	0.00571976	0.00513707	0.00100384	0.00233972	0.00354161	0.01603	0.00415596	0.0259664	0.00178652	0.0370373	0.00028285	0.00446606	6.91038e-05	0.000145254	0.000319062	0.00116779	0.00139326	0.00584812	0.000974607	0.0103831	0.00896161	0.0237003	0.0333763	0.00547895	0.00429678	0.00488308	0.00682577	0.00212181	0.00284871	0.00739762	0.00417252	0.00660329	0.00515056	0.00197864	0.00624131	0.0045657	0.00722785	0.0253363	0.048864	0.00857178	0.0150823	0.00761041	0.0001941	0.00515435	0.0217349	0.0137454	0.00875183	0.0409351	0.00072957	0.02272	0.00147169	0.00306135	0.00803407	0.00806952	0.00418966	0.00653137	0.00369441	0.00829015	0.0253509	0.00204419	0.00543554	0.00467582	0.00538838	0.00208859	0.00689716	0.00771163	0.00288194	0.0157902	0.00693935	0.0160565	0.00217502	0.0126926	0.00115346	0.00284251	0.00183225	0.00234583	0.00197482	0.00605765	0.00079766	0.00730798	0.000247238
31	-1504.792	-1969.887	465.0946	0.0681341	0.162888	0.190282	0.241603	0.0481172	0.0178553	0.226165	0.300826	0.0863943	0.236198	0.155795	0.00766734	0.00510019	0.0169295	0.00431885	0.00481198	0.00581877	0.0103752	0.00539653	0.00226797	0.00862966	0.00569155	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0758014	0.167988	0.207211	0.245921	0.0529292	0.0236741	0.236541	0.306223	0.0886622	0.244828	0.161487	0.00635524	0.00316235	0.000113055	0.0049531	0.000722735	0.00672213	0.0132506	0.0212251	0.00583171	0.00191022	0.000929194	0.00118132	0.017011	0.00223575	0.0108246	0.00681284	0.00348477	0.0102952	0.0140332	0.0225244	0.0143813	0.00461786	0.00428222	0.0199845	0.00639227	0.00244829	0.00408384	0.00595966	0.0190886	0.005954	0.0046051	0.00118424	0.00309618	0.00367382	0.0147168	0.00378369	0.0274329	0.00179032	0.0297048	0.00027664	0.00506025	7.51857e-05	0.000143536	0.000392807	0.00119671	0.00206028	0.00582517	0.000917506	0.0130602	0.00811916	0.020543	0.0369477	0.00649157	0.00443277	0.00442906	0.00701566	0.00201641	0.00278484	0.00739762	0.00391595	0.00632807	0.00555927	0.00251839	0.00647131	0.00358309	0.00691609	0.02609	0.0554091	0.00914608	0.0149536	0.00811146	0.00021324	0.0052393	0.0230657	0.0144276	0.00834872	0.0376903	0.00071588	0.0218602	0.00157177	0.00304244	0.00892362	0.00817212	0.0038758	0.00628293	0.00369441	0.00829015	0.0217931	0.0024777	0.00527444	0.00577958	0.0056408	0.00185003	0.00803242	0.00825301	0.00315553	0.0173041	0.0063759	0.0131259	0.00212506	0.015703	0.00128586	0.00283237	0.00204336	0.00218215	0.00214832	0.00484508	0.000878139	0.00730798	0.000286885
32	-1500.096	-1966.998	466.9024	0.0823249	0.162992	0.193456	0.251516	0.0464849	0.0144127	0.214713	0.319584	0.0855797	0.211706	0.169102	0.00929846	0.0049959	0.0160385	0.00392526	0.00431848	0.00550922	0.010182	0.00563232	0.0020426	0.00865558	0.00476875	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0916234	0.167988	0.209495	0.255441	0.0508034	0.0199219	0.224895	0.325216	0.0876223	0.220362	0.173871	0.00641578	0.00320985	0.000107063	0.00610491	0.00070381	0.00585259	0.0147576	0.0207944	0.00449237	0.00209433	0.00108028	0.00140683	0.017668	0.0023134	0.0106604	0.00681284	0.00332254	0.00932901	0.015632	0.0206764	0.0143813	0.00456308	0.0044454	0.0202412	0.00541199	0.00248459	0.00384638	0.00584424	0.0221682	0.00520833	0.00381316	0.00124943	0.0035358	0.00375377	0.0137494	0.00380958	0.0218938	0.00196903	0.0258762	0.000244533	0.00543177	7.69346e-05	0.000157861	0.000357544	0.00111731	0.00218342	0.00625743	0.000982379	0.0136778	0.00801611	0.0185365	0.0357982	0.00502409	0.00476654	0.00416987	0.00708339	0.00183129	0.00288463	0.00841176	0.00391595	0.00687907	0.00527687	0.00268419	0.00654808	0.00336886	0.00734386	0.0273027	0.0597974	0.0071773	0.0155421	0.00811146	0.000215031	0.00699255	0.0230657	0.015471	0.00865272	0.0359902	0.000787516	0.0214407	0.00148734	0.00303677	0.00918558	0.00742123	0.00356188	0.00562363	0.00380155	0.00875316	0.0217931	0.00266296	0.00634454	0.00526695	0.0054404	0.00175258	0.00766744	0.00904139	0.00336269	0.0161473	0.00583574	0.00981845	0.00312043	0.0134895	0.00119496	0.00274029	0.00204336	0.00221925	0.00234028	0.005226	0.000837478	0.0078326	0.000284977
33	-1497.535	-1967.572	470.0368	0.0821375	0.151097	0.207478	0.247136	0.0496324	0.017156	0.181339	0.336689	0.0973678	0.205695	0.168089	0.00837266	0.00536699	0.0174066	0.00375191	0.00409939	0.00534541	0.00992438	0.00581399	0.00225931	0.00746314	0.00473742	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0905102	0.156464	0.224884	0.250888	0.0537318	0.0225014	0.191263	0.342503	0.0996271	0.213158	0.172827	0.00647037	0.00347736	0.000104193	0.00617392	0.000702364	0.00539012	0.0126712	0.0211229	0.00469583	0.00231142	0.000897231	0.00141506	0.0166629	0.00207081	0.010361	0.00609644	0.00337448	0.00800087	0.014962	0.0199181	0.0121611	0.00412682	0.00450198	0.0188743	0.00573815	0.00245074	0.00364608	0.00561136	0.0188545	0.0051938	0.00471604	0.00119759	0.00336558	0.00373505	0.0127525	0.00380958	0.0226346	0.00177242	0.0200689	0.000230048	0.0054085	7.62627e-05	0.000157861	0.000382349	0.00111919	0.00217629	0.00575798	0.0011088	0.019999	0.00790041	0.0185107	0.0333525	0.00492464	0.00484364	0.00414972	0.00578681	0.00185864	0.00329425	0.0073724	0.00329094	0.00694393	0.00607078	0.00287617	0.00613999	0.00253098	0.00687319	0.0279434	0.0586947	0.00636072	0.0156703	0.00699661	0.000195346	0.0063638	0.0232243	0.0154019	0.00861643	0.0336502	0.000897979	0.022462	0.00132946	0.00293938	0.00954116	0.00808593	0.00389466	0.00697794	0.00409931	0.00715779	0.0194525	0.00251901	0.00568905	0.00570026	0.00614399	0.00186073	0.00686979	0.00904139	0.00359533	0.0165502	0.00556625	0.00999817	0.00311909	0.0129293	0.0010741	0.00273437	0.0017667	0.00191004	0.00234028	0.00586908	0.00085767	0.00957003	0.000317631
34	-1499.835	-1969.636	469.8009	0.0882994	0.130455	0.190242	0.230818	0.0431043	0.0185238	0.17881	0.322008	0.0831366	0.226302	0.170631	0.0074908	0.00591062	0.0155115	0.00344942	0.00371657	0.00397753	0.0112196	0.0058406	0.0018842	0.00701815	0.00473742	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0957902	0.136365	0.205754	0.234267	0.0468208	0.0225014	0.190029	0.327849	0.0850208	0.233321	0.175369	0.00681477	0.00362799	0.000106471	0.0065124	0.000744901	0.00652148	0.0137351	0.0228255	0.00458907	0.0024906	0.000981292	0.0013606	0.0158548	0.00236695	0.00983325	0.00561139	0.00379654	0.00800087	0.0143635	0.0204001	0.0123232	0.00412682	0.0045574	0.0182735	0.00458567	0.00275491	0.00368608	0.00548901	0.0195089	0.00504002	0.00497544	0.00119759	0.00312565	0.00369305	0.0131847	0.00411057	0.0226346	0.00185438	0.0157693	0.000223787	0.00487979	8.22944e-05	0.000166878	0.000399469	0.00119966	0.00261544	0.00525484	0.00126004	0.0259791	0.007957	0.0169483	0.0374026	0.00447751	0.00455608	0.00400829	0.00559107	0.00202575	0.0033672	0.00743461	0.00285735	0.00808982	0.00605918	0.00333369	0.00666524	0.00250981	0.00677903	0.0295644	0.0586947	0.00584251	0.0166112	0.00699661	0.00020675	0.00646466	0.0277457	0.0135838	0.00765312	0.0332252	0.000882724	0.0188571	0.0010563	0.00314212	0.00908924	0.00887906	0.00340939	0.00676445	0.00483971	0.00663545	0.0221546	0.00233146	0.00586243	0.00618862	0.00603516	0.00229444	0.00668518	0.00863345	0.00369285	0.0159968	0.00556625	0.0103947	0.00290064	0.0128171	0.00114116	0.00280595	0.0016105	0.00179355	0.00187442	0.00658794	0.000793372	0.00978242	0.000301717
35	-1494.25	-1965.414	471.1637	0.0984604	0.130541	0.194873	0.196054	0.0453398	0.0165743	0.180801	0.333527	0.0932711	0.215466	0.166777	0.00732561	0.00555646	0.0181188	0.00324371	0.00365268	0.00393144	0.0123506	0.0058406	0.00196108	0.00703685	0.00560085	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.105786	0.136098	0.212992	0.199297	0.0489925	0.0205058	0.193151	0.339368	0.0952322	0.222503	0.172378	0.00689209	0.00374052	0.000106471	0.00637799	0.000827278	0.00582572	0.0133281	0.0241285	0.00496484	0.00257698	0.00108841	0.00101944	0.0167275	0.00253126	0.00950633	0.00657047	0.00368799	0.00792696	0.0141281	0.018919	0.0130014	0.00395098	0.00385556	0.0199581	0.00434334	0.00237819	0.00352982	0.00614297	0.0195089	0.00504002	0.00525049	0.00130482	0.00311834	0.0032194	0.0126051	0.00414858	0.0212436	0.00209308	0.0155293	0.00020779	0.00438832	9.0601e-05	0.000158666	0.000359366	0.00101146	0.00276165	0.00491263	0.00122445	0.0259791	0.00864582	0.017983	0.0371746	0.00522872	0.00443333	0.00334286	0.00665934	0.00202482	0.00322462	0.006755	0.00311904	0.00612616	0.00808124	0.0028933	0.00666524	0.00215597	0.00598435	0.0237637	0.0502889	0.004762	0.016599	0.00626666	0.000190983	0.00662017	0.0265186	0.0149104	0.00739401	0.0374721	0.000869414	0.0199521	0.000937086	0.00321205	0.0101296	0.00940426	0.00312028	0.0071691	0.00491245	0.00586494	0.0219543	0.00259136	0.00490967	0.00551745	0.00603516	0.0022182	0.00725116	0.0078488	0.00369285	0.0188003	0.00556625	0.0100718	0.0030647	0.0121932	0.00113421	0.00312373	0.00183232	0.00143234	0.00188739	0.00636768	0.0008188	0.00781945	0.000291301
