Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
34	0	-1536.229	-1999.617	463.3881	0.0829907	0.127641	0.156967	0.094872	0.0460833	0.0406352	0.0980117	0.206697	0.0671801	0.166188	0.179027	0.0142528	0.00952796	0.0101144	0.0115383	0.00454038	0.00655149	0.0102116	0.0065875	0.0091549	0.011107	0.00824667	0.136462	0.0478205	0.0359197	0.335812	0.0323496	0.0367517	0.047609	0.0510797	0.00849979	0.177729	0.0899665	0.0972435	0.137169	0.167081	0.10641	0.0506237	0.0471867	0.108223	0.213285	0.076335	0.177295	0.187274	0.00694139	0.00390187	0.0324244	0.00336395	0.000435306	0.00449257	0.00301428	0.0112686	0.0214083	0.00374859	0.00197327	0.00393164	0.0046079	0.0266973	0.00769636	0.00592788	0.00427652	0.0128884	0.0200916	0.019526	0.00587206	0.0114553	0.0133238	0.00183567	0.000720932	0.0112953	0.00360402	0.00569236	0.00786739	0.00233755	0.0222511	0.00016288	0.00437522	0.00102606	0.000175723	0.0108016	0.00820081	0.0198387	0.00124744	0.0039242	0.00243056	0.00461937	0.0131759	0.00513845	0.0152877	0.00231846	0.00101188	0.000283738	0.00340928	0.0024924	0.0174761	0.00880558	0.00923614	0.00211755	0.00627838	0.00368237	0.0065039	0.00353723	0.00870475	0.0301181	0.0073297	0.000965539	0.00384559	0.00163368	0.0164144	0.000139667	0.00561837	0.00831607	0.0195477	0.00356006	0.00196555	0.00944762	0.0177601	0.00571232	0.0103323	0.00350857	0.0025467	0.00353036	0.00224686	0.00364919	0.00846041	0.0013343	0.00373584	0.00278118	0.00604004	0.00753099	0.00102609	0.0315956	0.00060777	0.0058686	0.00444702	0.00599141	0.00156164	0.00692702	0.00189361	0.00262452	0.033247	0.00707582	0.00667403	0.00814426	0.0275064	0.00628259	0.000846261	0.0163848	0.0180378	0.00115512	0.00742024	0.00445749	0.0108131	0.0519913
35	1	-1535.798	-2008.027	472.229	0.0957435	0.0944461	0.100719	0.144457	0.107763	0.0239046	0.123161	0.170944	0.0816673	0.247344	0.13745	0.00905668	0.00957946	0.0106876	0.00532358	0.00461486	0.00574389	0.00911162	0.0050036	0.00562844	0.00441321	0.00632133	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.1048	0.104026	0.111407	0.149781	0.112378	0.0296485	0.132272	0.175947	0.0872957	0.251757	0.143771	0.00397536	0.00332524	0.000201654	0.00666547	0.000562408	0.0041412	0.00835458	0.0260281	0.00912379	0.000741367	0.00127618	0.00169819	0.0127109	0.00420239	0.0131898	0.00601468	0.00521334	0.00974603	0.0118505	0.026258	0.0150421	0.00416402	0.00456692	0.0124621	0.00896181	0.00304451	0.00364274	0.00504218	0.0189491	0.00580688	0.008635	0.00223834	0.00180783	0.0029191	0.0157921	0.00555218	0.0249129	0.00289201	0.024592	0.000304292	0.00361747	4.47925e-05	0.000164171	0.000179805	0.000781262	0.00139365	0.00397544	0.00100507	0.0153376	0.0128481	0.0224678	0.0196885	0.00609803	0.00485014	0.00656192	0.00780703	0.0013464	0.0026253	0.00587498	0.00283386	0.00565141	0.0058197	0.00143658	0.00720841	0.00405957	0.00783416	0.0258817	0.028395	0.00663025	0.0101413	0.00814137	0.000181731	0.00589241	0.0207969	0.0117847	0.00566502	0.0291056	0.000821387	0.0230922	0.00106468	0.00324078	0.0105611	0.00697724	0.00339005	0.00954771	0.00331863	0.0131599	0.0285833	0.00247329	0.00740977	0.0101221	0.00459199	0.00145265	0.00666159	0.0084436	0.00359867	0.00732143	0.0100472	0.0166138	0.00169105	0.0180377	0.00127031	0.00418495	0.0020724	0.0015041	0.00191887	0.00872119	0.00117204	0.00450414	0.000276677
36	0	-1532.216	-1996.539	464.3229	0.077407	0.128607	0.170977	0.104768	0.0601909	0.0387731	0.11306	0.217315	0.064445	0.176155	0.170994	0.0152223	0.00855824	0.00981614	0.0104277	0.00468485	0.0058729	0.00962121	0.00833846	0.00876885	0.0124236	0.00815728	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0926293	0.137165	0.180793	0.115196	0.0648758	0.044646	0.122681	0.225653	0.0732138	0.188579	0.179152	0.00694139	0.00371601	0.0333545	0.00376299	0.000431816	0.00421658	0.00344449	0.0110919	0.0220909	0.00364206	0.00203566	0.00421342	0.0046079	0.0254199	0.00769888	0.0059787	0.00428245	0.0131239	0.0188582	0.0184267	0.00628469	0.0115613	0.013346	0.00183567	0.000664783	0.011346	0.00412846	0.00575236	0.00719769	0.00241169	0.0197439	0.000147901	0.00445877	0.00122703	0.000184614	0.0105556	0.00795647	0.0211802	0.0013368	0.00482311	0.00218702	0.00511703	0.0151155	0.00552447	0.0164589	0.00221657	0.000974535	0.00031297	0.00363184	0.00263791	0.0176518	0.00811099	0.00931745	0.0017777	0.00602555	0.00368237	0.0061483	0.00322753	0.00723356	0.0259044	0.00738916	0.00113214	0.00337317	0.00147175	0.0205602	0.000139667	0.00536747	0.00731167	0.0205002	0.00315365	0.00222937	0.00867638	0.0192666	0.00493173	0.0100191	0.00299348	0.00226742	0.00410614	0.00227871	0.00379016	0.00810711	0.00130923	0.00332664	0.00292124	0.00662421	0.00648443	0.00101075	0.0326026	0.000546148	0.00542458	0.00478287	0.00643683	0.00146123	0.00626947	0.00188267	0.00289906	0.034934	0.00757061	0.00635686	0.00827908	0.02294	0.00672943	0.000774399	0.0183913	0.0166571	0.00105924	0.00760266	0.0041955	0.00997488	0.0462547
37	1	-1531.564	-2003.656	472.092	0.0929624	0.105426	0.105179	0.169039	0.11359	0.0279761	0.124327	0.181773	0.0825335	0.242551	0.141891	0.00916981	0.00948598	0.00972425	0.00440695	0.00473249	0.00562078	0.00859697	0.00636401	0.00573154	0.00463067	0.00611717	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.102132	0.114912	0.114904	0.173446	0.118322	0.0335969	0.132924	0.188137	0.088265	0.247181	0.148009	0.00424907	0.00295652	0.000192901	0.00652591	0.0006475	0.0041412	0.00931659	0.0258319	0.00925935	0.000841165	0.00122687	0.00137662	0.0140242	0.00413085	0.0125545	0.00582054	0.00404068	0.0100212	0.0128957	0.0256354	0.0145255	0.0040823	0.00461551	0.0126332	0.00896181	0.0033626	0.00380652	0.00556721	0.0191019	0.00538243	0.0073364	0.00223834	0.00180325	0.00377214	0.0139656	0.00553842	0.0245284	0.00271969	0.0209207	0.000356438	0.00403366	4.35663e-05	0.000166827	0.000154229	0.000756294	0.00139365	0.00477027	0.00094353	0.0146932	0.0119311	0.0221703	0.0194479	0.00610857	0.00493412	0.00647466	0.00742364	0.00142198	0.0025255	0.00587498	0.0031297	0.00521143	0.00652653	0.00136432	0.00664521	0.00455525	0.0070972	0.0259203	0.0306767	0.00650119	0.0106315	0.00777541	0.000201303	0.00594567	0.0196497	0.0126137	0.00591416	0.0309625	0.00070177	0.0230922	0.000979094	0.0033426	0.0094038	0.00707518	0.00339005	0.00833532	0.00268173	0.0139756	0.0334706	0.00280308	0.00619528	0.00906919	0.0044417	0.00167365	0.00660194	0.00979914	0.00374273	0.00729595	0.00960115	0.0159753	0.00175692	0.0194733	0.00129202	0.00337456	0.00195256	0.0015041	0.00223833	0.0080449	0.00093709	0.00416071	0.00029305
38	0	-1526.063	-1989.387	463.3245	0.0751644	0.17107	0.17666	0.101166	0.0614543	0.0403758	0.112407	0.221792	0.0651662	0.185783	0.166	0.0154454	0.00901626	0.010111	0.0115127	0.00482182	0.00609136	0.00962121	0.00836565	0.00858097	0.0125411	0.00720524	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0906097	0.180086	0.186771	0.112679	0.0662761	0.0464671	0.122028	0.230158	0.0737472	0.198324	0.173205	0.00726322	0.00420127	0.0319453	0.00462673	0.000431816	0.00472552	0.00344328	0.0119078	0.0226644	0.00362604	0.00193302	0.00426335	0.00456684	0.0216018	0.00710184	0.00590445	0.00420567	0.0129209	0.0197267	0.0178598	0.00637202	0.0108656	0.0163412	0.00192965	0.000589772	0.0112031	0.00381763	0.00534743	0.00823949	0.00248631	0.0172987	0.000148567	0.00446218	0.00150067	0.000171289	0.00958693	0.00895233	0.0234051	0.0012583	0.00526219	0.00227276	0.00519139	0.0155281	0.0060694	0.0203077	0.00237559	0.00110692	0.000294786	0.00366518	0.0030105	0.0160622	0.00920793	0.00863064	0.00163287	0.00557431	0.00326586	0.00618539	0.0030538	0.0081816	0.0247633	0.00698314	0.000989425	0.00384925	0.0014286	0.0170741	0.000124837	0.00572021	0.00669199	0.0237522	0.00315365	0.00206082	0.00867638	0.0187207	0.00558627	0.0116508	0.00306802	0.00243152	0.0040359	0.00243094	0.00366971	0.00843686	0.00121422	0.0031793	0.00271475	0.0065291	0.00697438	0.000852137	0.0337168	0.000633759	0.0058109	0.00502439	0.00607755	0.00126213	0.00623927	0.00151389	0.00341309	0.034934	0.00895232	0.00621332	0.0107202	0.0216428	0.00661617	0.000800148	0.019097	0.0154185	0.00125748	0.00760266	0.00409928	0.0110113	0.0407193
39	1	-1530.125	-2003.551	473.4255	0.0877653	0.113763	0.096429	0.188024	0.113271	0.034183	0.132197	0.184937	0.0855712	0.220015	0.14569	0.00843693	0.00987441	0.00973681	0.00381854	0.00505178	0.00478528	0.00906235	0.00557445	0.00603984	0.00424752	0.00681961	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0962022	0.123637	0.106166	0.191843	0.118322	0.0389682	0.14126	0.190511	0.091611	0.224263	0.15251	0.00498421	0.00290212	0.000203388	0.00624846	0.000674073	0.00453883	0.0100361	0.0258017	0.00897986	0.00104189	0.00131336	0.00112486	0.0163085	0.00433214	0.0146381	0.00612176	0.00443844	0.00968219	0.0115014	0.0253512	0.0149079	0.00401716	0.00391383	0.0106656	0.00779567	0.00300991	0.00410397	0.00526322	0.0169337	0.00494784	0.00629702	0.00251676	0.0019394	0.00401122	0.0130164	0.00478472	0.0270037	0.0023228	0.0224923	0.000321928	0.00409354	4.32778e-05	0.00015472	0.000129579	0.000831251	0.0013936	0.00479689	0.00094353	0.0127916	0.0125721	0.017083	0.0255009	0.00633696	0.00452199	0.00713235	0.00664918	0.00142726	0.00262675	0.00584899	0.00388496	0.0051558	0.00635475	0.00129689	0.0050719	0.00443137	0.00730696	0.0261555	0.0326231	0.00663076	0.0115849	0.00823996	0.000195013	0.00622973	0.0195531	0.0135355	0.00591416	0.0283469	0.000693735	0.0238267	0.00106387	0.0033426	0.0097159	0.00728791	0.00318374	0.00768153	0.00284805	0.0140169	0.030736	0.00332952	0.00609358	0.00721258	0.00465325	0.00172104	0.00651525	0.00968861	0.00324319	0.00729595	0.00841376	0.0159753	0.00150727	0.0155306	0.00116012	0.0032088	0.00187195	0.00173863	0.00196313	0.00805168	0.000709879	0.00418378	0.000323789
40	0	-1523.814	-1986.448	462.6346	0.0678513	0.170053	0.18588	0.102836	0.0614543	0.0388945	0.129675	0.243559	0.0653437	0.185783	0.169781	0.0154711	0.00900306	0.0109852	0.00984276	0.00482182	0.00561333	0.0103908	0.00713966	0.00894202	0.0125411	0.00752675	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0833224	0.179056	0.196866	0.112679	0.0662761	0.0445078	0.140066	0.250699	0.0742857	0.198324	0.177307	0.00709144	0.00479971	0.0348592	0.00448928	0.000386945	0.0045115	0.00395425	0.013533	0.0215186	0.00424593	0.00159069	0.0046158	0.00489862	0.0203741	0.00647913	0.00640712	0.00391361	0.0145555	0.022145	0.0182383	0.00691853	0.0105524	0.0169457	0.00198112	0.000678618	0.0100502	0.00435167	0.00692594	0.00689259	0.0023737	0.0164418	0.000150793	0.00407962	0.00150067	0.000160136	0.0101951	0.00769356	0.0222974	0.00115885	0.00440092	0.00211595	0.00472503	0.0168874	0.00509912	0.0207427	0.0024486	0.00132916	0.000372644	0.00322099	0.00265592	0.0146183	0.00920793	0.00863064	0.00147991	0.00558947	0.00358648	0.00601539	0.00337893	0.00784891	0.0272991	0.00839411	0.000918879	0.00372251	0.0014286	0.0182367	0.000136373	0.00588293	0.00720614	0.0251209	0.00293286	0.00189592	0.00748907	0.0202785	0.00554166	0.0128395	0.00300108	0.00245577	0.0038105	0.00228684	0.00382958	0.00810348	0.00103697	0.00297475	0.00284417	0.00717394	0.00766904	0.000883195	0.0340344	0.000569514	0.0058109	0.00497472	0.00550409	0.00124884	0.00518233	0.00135829	0.00400273	0.0366632	0.0100573	0.00544472	0.00968555	0.017705	0.00639093	0.0007149	0.0211221	0.0140907	0.00130368	0.00779526	0.00374495	0.0113229	0.037866
41	1	-1527.824	-2002.433	474.6082	0.0828191	0.112246	0.0895819	0.183044	0.113573	0.0339674	0.125523	0.196255	0.077893	0.223068	0.161807	0.00621682	0.00987441	0.00980178	0.00373587	0.00474905	0.00397865	0.00859359	0.00513147	0.00530484	0.00451886	0.00672444	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0890359	0.12212	0.0993837	0.18678	0.118322	0.037946	0.134117	0.201387	0.0831978	0.227587	0.168531	0.00537446	0.00314631	0.000185307	0.00668069	0.000711173	0.00452032	0.00974506	0.0244774	0.00810083	0.000994493	0.00127636	0.00117798	0.0158656	0.0038888	0.0155435	0.00590205	0.00415988	0.00959742	0.0126207	0.0251193	0.0164627	0.00443131	0.00447594	0.0116204	0.00798042	0.00262956	0.00336371	0.00588739	0.0182978	0.00466455	0.00629702	0.00184078	0.00184448	0.00448172	0.0141564	0.00448264	0.0260579	0.00255551	0.0230027	0.000282229	0.00364263	4.32778e-05	0.0001546	0.000137421	0.000839898	0.00147311	0.00492106	0.0009894	0.013875	0.0116029	0.017083	0.0257755	0.00545252	0.00439468	0.00706861	0.00623551	0.00146021	0.00237864	0.00556639	0.00340139	0.0060245	0.00633753	0.00138013	0.00371066	0.00483335	0.00779221	0.0261648	0.031385	0.00547882	0.0114497	0.00792001	0.000208664	0.00573076	0.0227427	0.013073	0.00678357	0.0296183	0.000642651	0.0251322	0.000825039	0.00312767	0.00972743	0.00785603	0.00338188	0.00889884	0.00312114	0.0126254	0.0259864	0.00293596	0.00541481	0.00681959	0.00454896	0.00178333	0.00617737	0.00938286	0.00318247	0.00729208	0.00784906	0.0159753	0.00134674	0.0162808	0.00102985	0.0032088	0.00187687	0.00174236	0.00173898	0.00939418	0.000811771	0.00369535	0.000248177
42	0	-1523.056	-1984.048	460.9913	0.0675477	0.177058	0.185677	0.0928299	0.058214	0.0455336	0.145321	0.26252	0.0573117	0.185983	0.137897	0.0176218	0.00857356	0.0111883	0.00735824	0.00572834	0.00584494	0.00864854	0.00713966	0.00865545	0.0123403	0.00707724	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0851694	0.185631	0.196866	0.100188	0.0639424	0.0513785	0.15397	0.269659	0.0659672	0.198324	0.144974	0.00688304	0.00479971	0.033003	0.00476723	0.000396571	0.00451657	0.00355884	0.0163194	0.0226004	0.00410891	0.00159069	0.00444465	0.00461293	0.0179439	0.00613146	0.00825149	0.00416223	0.0158066	0.024291	0.0170253	0.00748261	0.0102802	0.0157594	0.00221048	0.000494038	0.0111815	0.0037539	0.00755649	0.00703891	0.00234291	0.0164418	0.000172968	0.00344106	0.00172128	0.00018657	0.0128004	0.00726959	0.0193647	0.00132987	0.00478087	0.00198152	0.00449883	0.0139128	0.00441126	0.0235411	0.00238793	0.00140168	0.000405896	0.00332156	0.00276943	0.0151594	0.00915067	0.00718688	0.00124876	0.00550397	0.00366216	0.00618925	0.00384603	0.0085502	0.0299497	0.00772156	0.000714902	0.00372251	0.00131408	0.0182263	0.000141449	0.00650521	0.00678793	0.0273403	0.00294756	0.00174588	0.0067816	0.0195964	0.00516193	0.013056	0.00285814	0.00222333	0.00424435	0.00208341	0.00442073	0.00885759	0.00108979	0.00332546	0.0026819	0.00713849	0.00836015	0.000864364	0.0362875	0.000636424	0.00523825	0.00546644	0.0055383	0.00126086	0.00588346	0.00135829	0.0038963	0.0371381	0.0105382	0.00558517	0.0104829	0.0184948	0.00684379	0.0007149	0.0203174	0.0139109	0.00130319	0.00801762	0.00375165	0.0113229	0.0415653
43	1	-1521.863	-1997.278	475.4157	0.077926	0.123968	0.0913558	0.198955	0.0976146	0.033943	0.158329	0.222021	0.076891	0.237385	0.153358	0.00613909	0.00987441	0.00888663	0.00448675	0.00423393	0.00397064	0.00919591	0.00517139	0.00429119	0.00510654	0.00594943	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0840651	0.133842	0.100242	0.203441	0.101849	0.0379136	0.167525	0.227192	0.0811822	0.242491	0.159307	0.00506575	0.00310087	0.00016586	0.00630624	0.000561831	0.00469524	0.0107018	0.0238628	0.00818403	0.00110194	0.00124687	0.00123923	0.0152095	0.00421393	0.0128261	0.00574203	0.00297742	0.00863567	0.0116291	0.0251193	0.0164627	0.00396699	0.0042789	0.0115443	0.0079181	0.00243389	0.00338724	0.0062352	0.0213437	0.00499823	0.00606834	0.00201931	0.00194198	0.00420377	0.0127074	0.00395605	0.0261329	0.00246983	0.022753	0.000281497	0.00419839	4.41748e-05	0.000160022	0.00014913	0.000666061	0.00147631	0.0046644	0.0009894	0.0119892	0.0131327	0.0199143	0.0257755	0.00637447	0.00426888	0.00645138	0.00639319	0.00155493	0.00253769	0.00528842	0.00346439	0.00603702	0.00614752	0.00127159	0.00338916	0.00487342	0.00746843	0.0276708	0.0321157	0.00602045	0.0120595	0.00850922	0.000236622	0.00654728	0.01962	0.013073	0.00742676	0.0296676	0.000624648	0.0223832	0.000946924	0.00342383	0.00805799	0.0086084	0.00333337	0.00967021	0.00303107	0.0107355	0.0246318	0.00310039	0.00543392	0.00667624	0.00447666	0.00162597	0.0068314	0.0101997	0.00275262	0.00766396	0.00720049	0.0179746	0.0014462	0.014426	0.000988166	0.00323227	0.0017763	0.00179622	0.00200324	0.00816576	0.000881705	0.00452164	0.000221251
44	0	-1519.367	-1978.414	459.0477	0.0832326	0.170919	0.189253	0.0937566	0.0522235	0.0469302	0.149084	0.253034	0.0475255	0.204729	0.152196	0.016123	0.00888745	0.0118366	0.00725393	0.00626805	0.00554691	0.00796047	0.00609246	0.00834805	0.0108733	0.00735773	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.0993556	0.179806	0.20109	0.101011	0.0584915	0.0524772	0.157044	0.259126	0.0558735	0.215602	0.159553	0.0068559	0.00533476	0.0312897	0.00473036	0.000410717	0.00453938	0.00365876	0.0158548	0.0225376	0.00372232	0.00147063	0.00396923	0.00485554	0.01947	0.00714431	0.0100042	0.00502502	0.0157386	0.0243016	0.0183824	0.00798596	0.00896702	0.0189071	0.0020409	0.000494038	0.0134499	0.0037539	0.00730318	0.0062377	0.00254661	0.0154119	0.000170561	0.00344106	0.00156566	0.000215866	0.0121656	0.00726959	0.0185529	0.00119842	0.00464197	0.00211172	0.0043523	0.0152304	0.00460847	0.0221543	0.00286831	0.00128772	0.000448885	0.00307955	0.00255799	0.0163838	0.00828461	0.00701624	0.00129955	0.00629844	0.00397923	0.00618925	0.0041541	0.00780396	0.0299145	0.00870668	0.000724454	0.00387702	0.00128056	0.0186453	0.00011981	0.0075462	0.00667258	0.0292803	0.00294558	0.00173082	0.00644871	0.0205286	0.00577081	0.0130585	0.00248041	0.00242632	0.00420224	0.0020865	0.00443321	0.0107702	0.00142453	0.00366059	0.00248757	0.00735816	0.00790266	0.00084737	0.0349079	0.000740389	0.00572114	0.00461238	0.00641351	0.0012692	0.00634728	0.00135829	0.00403203	0.0317922	0.011493	0.00557525	0.0108561	0.0226812	0.00598869	0.000578189	0.0208984	0.0139109	0.00112106	0.00688075	0.00381618	0.0113317	0.0464378
45	1	-1522.014	-1998.19	476.1754	0.0836208	0.119992	0.112525	0.17947	0.104757	0.0229287	0.160285	0.221861	0.0822644	0.243333	0.148785	0.00596262	0.00948469	0.00888663	0.00520266	0.00440291	0.00493374	0.00723939	0.00533127	0.0036268	0.00541435	0.00574933	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0895835	0.129476	0.121412	0.184672	0.10916	0.0278624	0.167525	0.227192	0.0858912	0.248747	0.154535	0.00554561	0.00317876	0.000163804	0.00665619	0.000535109	0.00473286	0.0132679	0.0202966	0.00855319	0.00106311	0.00103938	0.00118072	0.0163715	0.00434438	0.0121802	0.00603856	0.00262478	0.0084623	0.0130181	0.0265017	0.0148838	0.00402347	0.00415002	0.0102058	0.00817706	0.00233094	0.00298303	0.00699696	0.0224959	0.00499823	0.00648022	0.00197637	0.00211732	0.00408768	0.0132522	0.00411744	0.0236892	0.00306137	0.0228381	0.000257321	0.00415921	4.74185e-05	0.000148306	0.000149724	0.000736059	0.00146523	0.00511052	0.000949685	0.0122256	0.0105147	0.0173384	0.0276136	0.00645431	0.0035712	0.00655707	0.00679207	0.00202023	0.00253769	0.00474081	0.00385102	0.00585583	0.00610217	0.00131449	0.00334895	0.00514677	0.00724253	0.0262258	0.0387168	0.00644093	0.0117512	0.00815646	0.000261275	0.00517595	0.0180476	0.0138623	0.00686161	0.0286342	0.000802883	0.0223832	0.00101678	0.00277067	0.00841251	0.0082835	0.0036234	0.00794159	0.00322791	0.0106284	0.0263732	0.00301298	0.00605952	0.00568272	0.00493928	0.0016022	0.0068314	0.009402	0.00325505	0.00753683	0.00697779	0.0157066	0.00151498	0.0132608	0.000988166	0.00315409	0.0018926	0.00176606	0.0018541	0.00761858	0.000813476	0.00452164	0.000225748
46	0	-1519.051	-1980.548	461.4967	0.0959063	0.177377	0.162689	0.0785454	0.0476921	0.0515777	0.157437	0.23439	0.0474253	0.246854	0.153094	0.0134025	0.00805937	0.00877059	0.00777835	0.0049203	0.00509619	0.00757604	0.00577563	0.00834122	0.00962421	0.00779747	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.109309	0.185437	0.171459	0.0863238	0.0526124	0.0566739	0.165013	0.240165	0.0557665	0.256478	0.160891	0.00632805	0.00494035	0.0279836	0.00603568	0.000420409	0.00502146	0.00348094	0.0175533	0.0230684	0.00432938	0.0017241	0.00381469	0.00545833	0.0164861	0.00783577	0.0112114	0.00502289	0.0140175	0.0232016	0.0211931	0.00813813	0.00737085	0.0172703	0.00219943	0.000518034	0.0127516	0.00408659	0.00702081	0.00510968	0.00236201	0.0186912	0.000185962	0.00321433	0.00159474	0.000223709	0.0121961	0.00756091	0.0152171	0.00112069	0.00510061	0.00219884	0.00396453	0.0152304	0.00434673	0.0223549	0.00315306	0.00118914	0.000444351	0.00280205	0.00249165	0.0148437	0.0076758	0.00763541	0.00127233	0.0069883	0.00373865	0.00582058	0.00450506	0.00706326	0.0252897	0.0086765	0.000770904	0.00305569	0.00121969	0.0203475	0.000129863	0.00695676	0.00653855	0.0290492	0.00288114	0.00161031	0.00529283	0.0205286	0.00577081	0.0129203	0.00202527	0.00266823	0.00389404	0.00211136	0.0044763	0.01192	0.00145451	0.00353579	0.0024756	0.00703375	0.00815889	0.000746149	0.0401562	0.000740389	0.00477739	0.00440025	0.00770328	0.0012692	0.00574851	0.00135952	0.00400866	0.0264495	0.0121447	0.00561762	0.0112524	0.0225631	0.00683817	0.000556221	0.0203348	0.0154092	0.00107282	0.00755142	0.00354259	0.0118991	0.0458399
