Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
164	0	-1479.509	-1940.675	461.1658	0.0291711	0.234215	0.394206	0.405119	0.0161252	0.0284963	0.257733	0.286378	0.00596523	0.197801	0.152352	0.0135878	0.013024	0.0108363	0.0112152	0.00255174	0.00553419	0.00519616	0.00894878	0.0244592	0.0184048	0.00235849	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0427589	0.247239	0.405043	0.416334	0.018677	0.0340305	0.262929	0.295326	0.0304245	0.216205	0.15471	0.00714195	0.0055173	0.0174457	0.0119925	0.000256225	0.0170164	0.00328844	0.00839153	0.0186801	0.0105954	0.00274691	0.00291858	0.00652737	0.0143256	0.00670445	0.00587199	0.0107353	0.0137377	0.0170908	0.067088	0.00767559	0.00624717	0.0160808	0.00142522	0.000187821	0.0108332	0.00228382	0.012331	0.0135633	0.0157684	0.007334	0.000968303	0.00614999	0.00168946	9.51072e-05	0.00719936	0.0139097	0.00688839	0.0015905	0.00579483	0.00852018	0.00284931	0.00455861	0.00197706	0.0189118	0.00238394	0.00358311	0.000170548	0.00977652	0.00224137	0.00435836	0.0107677	0.00393535	0.00254621	0.00548212	0.00148186	0.00403667	0.00580105	0.0382599	0.0143117	0.008394	0.00242036	0.00679122	0.00116167	0.00995784	0.000602654	0.0503326	0.0113908	0.0423602	0.00146805	0.00258424	0.00948162	0.00946163	0.00892093	0.00994965	0.00406576	0.00192369	0.00227935	0.00113556	0.0039322	0.0175549	0.00125416	0.00394493	0.000918202	0.00654383	0.00368961	0.00280839	0.0237311	0.00051517	0.00679864	0.00619696	0.00692103	0.00212973	0.00175286	0.0006506	0.00236016	0.0234356	0.00648592	0.00521419	0.0106732	0.0135684	0.00337349	0.000498616	0.00443388	0.00616883	0.00166672	0.0084501	0.00456258	0.00493708	0.0133288
165	1	-1484.585	-1936.893	452.3081	0.0801146	0.0804971	0.255764	0.40588	0.0135468	0.0102349	0.212944	0.423007	0.0964388	0.234829	0.461228	0.00597313	0.00715016	0.0253692	0.00759804	0.0151163	0.00197061	0.0168261	0.0151512	0.00167089	0.00702566	0.0116027	0.166737	0.108362	0.145578	0.298668	0.0141937	0.0437558	0.0318537	0.070562	0.073307	0.0182932	0.0286895	0.0860877	0.0876472	0.281133	0.413478	0.0286632	0.0122055	0.22977	0.438158	0.0981097	0.241854	0.47283	0.0496082	0.0127708	0.000128707	0.00490557	0.0024918	0.00888694	0.0200206	0.00699022	0.00186868	0.000709855	0.000591746	0.00417615	0.00854805	0.00297163	0.00643431	0.0145223	0.00953776	0.0119271	0.0193143	0.00581617	0.0134163	0.00784018	0.00889728	0.0233055	0.0016677	0.00420371	0.00532706	0.00349995	0.0264735	0.00122444	0.00423077	0.00209777	0.00367031	0.0020096	0.0131284	0.00418404	0.0122943	0.00168808	0.021742	0.000272646	0.004959	0.000101399	0.000998384	0.000532148	0.000439719	0.004559	0.00227141	0.00257184	0.0207559	0.00812628	0.00437184	0.0259625	0.00404499	0.00961171	0.00721038	0.00259397	0.00516106	0.00480489	0.0101634	0.00182445	0.00365756	0.00862023	0.00446313	0.00558311	0.00260273	0.0105935	0.00780672	0.0259405	0.00462919	0.0221045	0.00673376	0.000149682	0.00937314	0.0143684	0.0073344	0.00780099	0.0599424	0.000737762	0.0500479	0.000320213	0.0105301	0.0239978	0.020956	0.0039745	0.010337	0.0116004	0.00199855	0.00769451	0.0198428	0.00604587	0.00361914	0.00833063	0.00194578	0.00812581	0.0117558	0.00282778	0.0330886	0.0148375	0.00358125	0.00589505	0.00844243	0.00254399	0.00330549	0.00241743	0.00239244	0.00140099	0.0049198	0.000270033	0.0111912	0.000290901
166	0	-1481.766	-1940.086	458.3199	0.0251858	0.237071	0.351566	0.37842	0.0163741	0.0338817	0.270739	0.310382	0.00445827	0.224139	0.162282	0.0136337	0.0109508	0.010343	0.0126416	0.00295795	0.00622697	0.00435219	0.0080262	0.0242457	0.020979	0.00250392	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0388195	0.248022	0.361909	0.391062	0.019332	0.0401087	0.275091	0.318408	0.028704	0.245118	0.164786	0.00812232	0.00595672	0.0174457	0.011494	0.000259365	0.0170164	0.00317573	0.00831785	0.0230506	0.00870333	0.00242189	0.00261239	0.00662927	0.0132584	0.00580969	0.00729257	0.00948388	0.0154239	0.0181026	0.067088	0.00836373	0.00606271	0.0147901	0.00144958	0.000152988	0.0118039	0.00245777	0.0124238	0.0166213	0.016569	0.00774472	0.000995698	0.00614999	0.00183384	0.000102226	0.00664474	0.0149366	0.00738541	0.00190004	0.00512164	0.00774039	0.00304481	0.00388809	0.00262097	0.0144824	0.00231678	0.0032262	0.000177987	0.00961957	0.0022404	0.00435836	0.0115112	0.00404581	0.00255827	0.0060531	0.00155138	0.00351207	0.00503395	0.0443686	0.018138	0.00888836	0.00302649	0.00625333	0.00140835	0.0118114	0.000625004	0.0530694	0.0116229	0.0423602	0.00134196	0.00245518	0.00901065	0.0107789	0.00941491	0.0102869	0.00386625	0.00192369	0.00209931	0.00128266	0.00410808	0.017534	0.00108467	0.00359033	0.000845706	0.00722983	0.00403784	0.00284705	0.026601	0.000490583	0.00598285	0.00542267	0.00728037	0.00171005	0.00185713	0.000688056	0.00238602	0.0233021	0.00645277	0.0051224	0.00973904	0.0119719	0.0032251	0.000621289	0.00445977	0.00619698	0.00179909	0.00809862	0.00431303	0.00485692	0.0135781
167	1	-1485.792	-1936.808	451.0163	0.0775652	0.0869986	0.215267	0.405959	0.0191272	0.0096544	0.225961	0.426327	0.114086	0.245152	0.44226	0.00668032	0.00662615	0.0248501	0.00674527	0.0158183	0.00153704	0.0161517	0.0149384	0.0016974	0.00684625	0.0114477	0.166737	0.108362	0.145578	0.298668	0.0141937	0.0437558	0.0318537	0.070562	0.073307	0.0182932	0.0286895	0.0842456	0.0936247	0.240117	0.412705	0.0349455	0.0111914	0.242112	0.441265	0.115783	0.251998	0.453707	0.0428013	0.0123429	0.000134302	0.00652797	0.00227025	0.0103853	0.0194173	0.00852789	0.00206133	0.000885133	0.000609984	0.00371291	0.00757745	0.00322615	0.00646466	0.0158253	0.0103986	0.012022	0.0189082	0.00641786	0.013257	0.0106085	0.00903285	0.0223572	0.00162204	0.00416643	0.00642859	0.00379522	0.0293465	0.0012463	0.00397053	0.00228661	0.00336753	0.002322	0.0115963	0.00432653	0.0124496	0.00153819	0.0218066	0.000236412	0.00455966	9.74573e-05	0.000992408	0.000493451	0.0004424	0.00406392	0.00211289	0.00251824	0.0224748	0.00797777	0.00467009	0.029737	0.00342843	0.00900419	0.00680407	0.00251233	0.00521358	0.00514807	0.0086388	0.00182445	0.00399256	0.00921639	0.00417212	0.00558311	0.00273162	0.0116651	0.00792616	0.0259405	0.00444567	0.0216901	0.00634894	0.000154478	0.0113982	0.013268	0.00703297	0.00902129	0.0656708	0.000774288	0.0495623	0.000330431	0.0108934	0.0247162	0.0190979	0.00377701	0.0104867	0.00859606	0.00212726	0.00693808	0.022573	0.00664026	0.00362354	0.00723865	0.00195614	0.00766958	0.0107815	0.00282778	0.0326866	0.0173349	0.00416569	0.00583068	0.00919757	0.0021205	0.00299254	0.00265676	0.00210216	0.00148973	0.00449852	0.000246421	0.0108315	0.000280692
168	0	-1481.305	-1938.112	456.8068	0.0244584	0.225435	0.389328	0.306495	0.017113	0.032148	0.258962	0.334732	0.00804903	0.209062	0.166912	0.0135271	0.0118432	0.00778596	0.0136941	0.00259723	0.00661086	0.00378336	0.00941701	0.0188328	0.0154387	0.00253931	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0379855	0.237278	0.397114	0.320189	0.0197103	0.0387588	0.262745	0.344149	0.0268818	0.2245	0.169451	0.00896475	0.00578774	0.0174457	0.0151848	0.000243934	0.0193401	0.0032882	0.00799712	0.0301725	0.00791748	0.00256433	0.00266928	0.00662193	0.0128011	0.00599403	0.00643022	0.00948388	0.0167635	0.0193563	0.0631171	0.0067219	0.00606271	0.0160288	0.00128581	0.000172958	0.0126276	0.00245777	0.0133066	0.0159096	0.0177978	0.00777154	0.000939325	0.00512859	0.00215109	0.000103157	0.00662193	0.0139452	0.00665213	0.00169104	0.00574316	0.00732739	0.00283022	0.00430796	0.00261778	0.0144824	0.00257739	0.00320693	0.000202397	0.00983019	0.00256377	0.0037135	0.0119709	0.00502873	0.00281198	0.00614114	0.00184434	0.00366694	0.00527319	0.0438836	0.0178307	0.00795667	0.00302649	0.00623526	0.00130175	0.00932116	0.000634259	0.0496886	0.0102963	0.0478433	0.00140977	0.00247606	0.00908712	0.0108198	0.010146	0.00883183	0.00450412	0.00188157	0.00222001	0.00134942	0.00329946	0.0156889	0.000994545	0.00312366	0.000908668	0.00659132	0.00388607	0.00282398	0.0263073	0.000484074	0.00578544	0.00565616	0.0071398	0.00146603	0.00178389	0.000688056	0.00255011	0.0338043	0.00737073	0.00557835	0.0115229	0.0124753	0.00311652	0.000626388	0.00395251	0.00597463	0.00171757	0.00779144	0.00405218	0.00597127	0.0139173
169	1	-1484.529	-1934.726	450.1962	0.0726317	0.108075	0.188914	0.316157	0.0200828	0.0104788	0.203538	0.409668	0.115187	0.221301	0.420688	0.00815022	0.00545488	0.0241903	0.0064754	0.0148627	0.00153841	0.0177249	0.0115104	0.00176019	0.00799555	0.0124606	0.166737	0.108362	0.145578	0.298668	0.0141937	0.0437558	0.0318537	0.070562	0.073307	0.0182932	0.0286895	0.080782	0.11353	0.213104	0.322632	0.0349455	0.0120172	0.221263	0.421178	0.116947	0.229296	0.433148	0.0428013	0.0102241	0.000134302	0.00681344	0.00170088	0.0119198	0.0204833	0.00914411	0.00178029	0.000885133	0.000640055	0.00429117	0.00757745	0.00316716	0.00548022	0.0146142	0.0107299	0.0125236	0.023873	0.00638756	0.0139203	0.0142223	0.010161	0.0214484	0.00143529	0.00460173	0.0060727	0.00376276	0.0268375	0.00125817	0.0043035	0.00309541	0.00383096	0.00235842	0.0118468	0.00417908	0.0128781	0.00156253	0.0246005	0.000217071	0.00455966	9.53571e-05	0.00108801	0.00048459	0.000430404	0.00448987	0.00222327	0.00249488	0.0208075	0.0075484	0.0035809	0.0278513	0.00283619	0.00867956	0.00680407	0.00264163	0.00501235	0.00488219	0.00750866	0.00163703	0.00392959	0.0105219	0.00444951	0.00521442	0.00286393	0.0107381	0.00741804	0.027213	0.00427289	0.0233424	0.00608235	0.000166901	0.0109377	0.013268	0.00693287	0.00940502	0.0656708	0.000725808	0.0496095	0.000309659	0.0122454	0.0225793	0.0193528	0.00428322	0.010883	0.00907895	0.00212726	0.00699544	0.0235465	0.0057117	0.00362354	0.00689544	0.00194228	0.00748324	0.0116002	0.00307341	0.034443	0.0170099	0.00436189	0.00539377	0.00850116	0.00228193	0.00283076	0.00287523	0.00212938	0.00134031	0.00403521	0.000275815	0.0119379	0.000269919
170	0	-1482.859	-1937.682	454.8224	0.0353107	0.226177	0.37311	0.250218	0.0287292	0.0353817	0.277405	0.406085	0.0116859	0.193293	0.176239	0.0112651	0.0117673	0.00651108	0.0129067	0.00241951	0.00659053	0.00378336	0.00850551	0.0174301	0.0159628	0.00264652	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0465758	0.237945	0.379621	0.263125	0.0311487	0.0419722	0.281188	0.41459	0.029116	0.209256	0.178885	0.00933734	0.00630595	0.0204459	0.0154309	0.000253375	0.0187566	0.00319263	0.00813005	0.0240179	0.00767189	0.00256433	0.00313936	0.00581978	0.0114933	0.00542056	0.00616623	0.0109661	0.0155162	0.0224399	0.063641	0.0065993	0.00604302	0.0147843	0.00108109	0.000171383	0.0135889	0.00215955	0.0133066	0.016017	0.0177978	0.00751969	0.00102423	0.00488941	0.00222529	0.000111363	0.00531698	0.0126187	0.00681101	0.00180411	0.00543975	0.00736801	0.00295407	0.00422925	0.00318122	0.0163161	0.00265202	0.00264612	0.000158637	0.00895081	0.00248159	0.00342281	0.0115073	0.00534521	0.00291811	0.00635111	0.0017767	0.00387803	0.00563268	0.0548673	0.0167902	0.00927489	0.00276141	0.00590527	0.00123677	0.00848997	0.000698326	0.0492429	0.00980261	0.0518445	0.00147919	0.00281644	0.0102748	0.00936798	0.0116353	0.0101782	0.00642047	0.00181556	0.00237184	0.00158528	0.00279425	0.0169439	0.000920321	0.00258352	0.00105963	0.00669572	0.00362749	0.00283426	0.0263719	0.000476797	0.00673236	0.00565616	0.0071398	0.00147965	0.00178389	0.000827056	0.00256516	0.0294365	0.00777108	0.0050724	0.0114551	0.0118145	0.00344125	0.000626388	0.00476187	0.00563907	0.00152597	0.00830306	0.00381531	0.00618594	0.0156684
171	1	-1485.581	-1936.011	450.4299	0.0644343	0.101024	0.170669	0.276928	0.0138778	0.0097918	0.210609	0.377908	0.13914	0.229339	0.401863	0.00938878	0.00608137	0.0232099	0.00711663	0.021243	0.00145236	0.0177249	0.011941	0.00176019	0.00917167	0.0139011	0.207757	0.142498	0.191438	0.0892404	0.018665	0.0575397	0.0418883	0.0927904	0.0964001	0.024056	0.0377272	0.0738231	0.107105	0.193879	0.284045	0.0351207	0.0112442	0.228334	0.389849	0.140901	0.238511	0.415764	0.0428277	0.00960539	0.000139208	0.00741661	0.00170088	0.0127274	0.0185923	0.009062	0.00159641	0.000927338	0.000631195	0.0041189	0.00729352	0.00322252	0.00673701	0.0121437	0.011437	0.0121338	0.0221969	0.00650998	0.0128427	0.0157564	0.00955453	0.0247366	0.00143529	0.00411899	0.006057	0.00362093	0.030488	0.0012185	0.00401719	0.00349897	0.00319308	0.00263384	0.0129713	0.00399703	0.0136198	0.00149493	0.0252496	0.000244614	0.00507719	0.000109352	0.00120772	0.000660419	0.000417451	0.004073	0.00220192	0.00246004	0.0208075	0.0071775	0.00325966	0.0278513	0.00325324	0.00837376	0.00825569	0.00302473	0.00480844	0.00623481	0.00687241	0.00175264	0.00407635	0.0109091	0.0044177	0.00466852	0.00270447	0.00979247	0.00748218	0.0278822	0.00427289	0.0194434	0.00580653	0.000156085	0.0108831	0.0120212	0.00556848	0.00920219	0.0664563	0.00067469	0.0527848	0.00032531	0.0113926	0.0211207	0.0155601	0.00430199	0.0109079	0.00907895	0.00224052	0.00732294	0.0193708	0.00550132	0.00409122	0.00640427	0.0021331	0.00748324	0.0120937	0.00264654	0.0343722	0.0162834	0.0042207	0.0062376	0.00922396	0.00269386	0.00289572	0.00310152	0.00207598	0.00139808	0.00378841	0.000337285	0.0117116	0.000263108
172	0	-1481.716	-1936.301	454.5858	0.028407	0.227734	0.354773	0.24665	0.0259397	0.0399477	0.285763	0.429905	0.00830069	0.179004	0.187891	0.0122577	0.0098995	0.00641793	0.0138223	0.00235127	0.00721698	0.00411633	0.00931436	0.0186951	0.0137076	0.00268758	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0406646	0.237633	0.361191	0.260472	0.028291	0.0471647	0.289879	0.439219	0.0269958	0.192712	0.190579	0.0101198	0.00551269	0.0185411	0.0138686	0.000246497	0.0192898	0.00337148	0.00921484	0.0230844	0.00885872	0.00234345	0.00313936	0.0062355	0.0100977	0.00576863	0.00721697	0.00877321	0.0165085	0.0232058	0.0677153	0.0065993	0.00630428	0.0157502	0.00123836	0.000171744	0.0165306	0.00201582	0.0111538	0.0195665	0.0157301	0.00700363	0.00104375	0.0056694	0.00240213	0.000108792	0.0058418	0.0121407	0.00681101	0.00208708	0.00576266	0.00684498	0.00371866	0.00392584	0.00318525	0.0171978	0.00249864	0.00254354	0.0001695	0.0088237	0.00228576	0.00349379	0.0113093	0.00563959	0.00291556	0.00612137	0.00180858	0.00382295	0.00556033	0.0505958	0.0152606	0.00829542	0.00286907	0.00513302	0.00144122	0.00848997	0.000596857	0.0528397	0.0095421	0.0543747	0.00133132	0.00257389	0.00969935	0.00689504	0.0117291	0.0107665	0.00688735	0.00172048	0.00244525	0.0020058	0.00287055	0.0174499	0.00103939	0.00241562	0.000930024	0.0060747	0.00338706	0.00315249	0.0268325	0.000526155	0.0060585	0.00583013	0.00619053	0.00147965	0.00195801	0.000854722	0.002586	0.0317536	0.00734924	0.00515616	0.0114551	0.00990088	0.003179	0.000651431	0.00463095	0.00472838	0.00147951	0.00789734	0.00409663	0.00558923	0.0168652
173	1	-1484.698	-1933.756	449.0579	0.062612	0.0899014	0.201516	0.343902	0.0108911	0.0100288	0.212709	0.428872	0.121453	0.239562	0.386899	0.00974567	0.00521882	0.0239756	0.0060637	0.0218037	0.00121536	0.0172668	0.012587	0.00176968	0.00807971	0.0139011	0.207757	0.142498	0.191438	0.0892404	0.018665	0.0575397	0.0418883	0.0927904	0.0964001	0.024056	0.0377272	0.0723576	0.0951203	0.225492	0.349965	0.0326948	0.0112442	0.229976	0.441459	0.123222	0.247641	0.4008	0.0420869	0.00878235	0.000133826	0.00750919	0.00178636	0.0128367	0.0211117	0.0077038	0.0015482	0.000980617	0.000626906	0.00481261	0.00712367	0.00322252	0.00571671	0.0120762	0.0120941	0.0124468	0.0239016	0.00637856	0.0126474	0.0159944	0.0103868	0.0274852	0.00143529	0.00424832	0.00610289	0.00362093	0.0308147	0.00111499	0.00434875	0.00294436	0.00323211	0.00234259	0.0117625	0.00405812	0.0128959	0.00163873	0.0251233	0.000210229	0.00598546	0.000109352	0.00109788	0.000642583	0.000467173	0.00525996	0.00218823	0.00248592	0.0194991	0.00744568	0.00382554	0.0270557	0.00304231	0.00803604	0.00918746	0.00272028	0.00482876	0.00649138	0.006207	0.00171209	0.0048833	0.00963181	0.00483481	0.00439095	0.00264131	0.010329	0.00741227	0.0259804	0.00483941	0.0176313	0.00623333	0.000165979	0.0102492	0.0111347	0.00556848	0.00868273	0.0812773	0.000619595	0.0528475	0.000370088	0.0108088	0.0192125	0.0156113	0.00404198	0.0109079	0.0096968	0.00219201	0.00991958	0.0191672	0.00577856	0.00366378	0.00640427	0.00166435	0.00728668	0.015039	0.00244126	0.0310928	0.0136128	0.00409667	0.00654366	0.0109597	0.00277673	0.00303441	0.00328457	0.00194416	0.00150601	0.00401782	0.000309072	0.0116652	0.000242354
174	0	-1480.925	-1935.365	454.4398	0.0337757	0.192273	0.385767	0.224892	0.02519	0.0439416	0.331635	0.409761	0.00915879	0.185414	0.159255	0.0115447	0.0113121	0.00641793	0.0151819	0.00229969	0.00690393	0.00453875	0.00889881	0.0171774	0.0138578	0.0030035	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0453204	0.203585	0.392185	0.240074	0.0274897	0.0508455	0.336174	0.41866	0.0263362	0.199272	0.162259	0.00918851	0.00537048	0.0195867	0.0138939	0.000234128	0.017795	0.0031132	0.00757395	0.0260469	0.00991963	0.00234345	0.00364993	0.00593368	0.0115752	0.00616484	0.00760769	0.00894025	0.0141741	0.0261706	0.0618403	0.00661051	0.00636916	0.0177708	0.00131795	0.000205492	0.0169869	0.00191076	0.0123882	0.0206646	0.0173113	0.00582961	0.00101838	0.00542381	0.00271422	8.40014e-05	0.00613039	0.013386	0.00681101	0.00187411	0.00599483	0.00700913	0.0037283	0.00362058	0.00311015	0.0173908	0.00229555	0.002622	0.000191198	0.00818649	0.00212944	0.00371748	0.0119446	0.00498933	0.00280309	0.00608592	0.00211386	0.00420546	0.00472587	0.0478915	0.0147244	0.00827393	0.00288817	0.00479781	0.00151829	0.0097701	0.000610757	0.0562993	0.0104643	0.0489751	0.00145612	0.00291836	0.00985038	0.00596797	0.0132102	0.0113897	0.00633783	0.00152876	0.0028855	0.00175075	0.00263292	0.0193357	0.000945668	0.00245744	0.000930024	0.00624306	0.00318018	0.00283512	0.0243012	0.000497607	0.00563388	0.00577422	0.006792	0.00138772	0.00204757	0.000810194	0.00284232	0.0321041	0.00668203	0.00486281	0.0117176	0.00969856	0.00338127	0.000724587	0.00480884	0.00414252	0.00131974	0.00864441	0.00339844	0.00550564	0.0168808
175	1	-1483.125	-1933.996	450.8703	0.0654212	0.0863149	0.218309	0.348946	0.00578924	0.0111839	0.202895	0.429966	0.119269	0.213883	0.381046	0.00925283	0.00485446	0.0245202	0.00644534	0.0251981	0.00127561	0.0200324	0.0114932	0.0019779	0.00831065	0.0127707	0.207757	0.142498	0.191438	0.0892404	0.018665	0.0575397	0.0418883	0.0927904	0.0964001	0.024056	0.0377272	0.0746741	0.0911693	0.24283	0.355391	0.0309873	0.0124595	0.222928	0.441459	0.121247	0.222193	0.393817	0.0423604	0.00835248	0.000140982	0.00619	0.00159792	0.0123731	0.0183675	0.00704853	0.00206069	0.00103883	0.000528613	0.00534988	0.00688967	0.00281466	0.00600631	0.0127909	0.012164	0.0124468	0.0260977	0.00637856	0.0132842	0.015363	0.010737	0.025672	0.00145619	0.00310153	0.00687926	0.0040016	0.0308147	0.00114417	0.00363833	0.003088	0.00290342	0.00233844	0.0102211	0.00404858	0.0121599	0.0018211	0.0293183	0.000221226	0.00651968	0.000100373	0.000935056	0.000737689	0.000575559	0.00488452	0.00224039	0.00212925	0.0194991	0.00738302	0.00380771	0.0259826	0.00277799	0.0092593	0.00966861	0.00226448	0.00442921	0.0072829	0.00563614	0.00183589	0.00428447	0.00971128	0.00500121	0.00470939	0.00263049	0.0107743	0.00733013	0.0229182	0.00553078	0.0167421	0.00611022	0.000161058	0.00968475	0.0115946	0.00527686	0.00664746	0.0747953	0.000727574	0.0512549	0.000329949	0.0111076	0.0202314	0.0180303	0.0040051	0.0107973	0.0124178	0.00209047	0.00897176	0.0201058	0.00638791	0.00355372	0.00692513	0.00147979	0.00720998	0.0147801	0.00251781	0.0244189	0.0137188	0.00413188	0.00534176	0.0107996	0.00277673	0.00302717	0.00323181	0.00194693	0.0015151	0.00480239	0.000275248	0.0128564	0.000237873
176	0	-1481.859	-1935.331	453.4726	0.0292991	0.185225	0.420966	0.20044	0.0256305	0.0439348	0.364971	0.461791	0.00816903	0.209459	0.145509	0.011495	0.00993064	0.00586476	0.0151819	0.00247593	0.00698836	0.00403276	0.00975511	0.0176428	0.0126217	0.00289096	0.0897951	0.174654	0.0163961	0.0822469	0.170946	0.0592005	0.0217318	0.123408	0.00387986	0.111485	0.146257	0.0407941	0.195156	0.426831	0.215622	0.0281065	0.0509231	0.369003	0.471546	0.0258118	0.222081	0.1484	0.00934894	0.00572771	0.0210955	0.0122524	0.000246935	0.0169386	0.00289501	0.00757395	0.0251747	0.00775684	0.0021375	0.00362954	0.00580589	0.010616	0.006532	0.00825093	0.00826816	0.0135332	0.0260011	0.0577802	0.00653855	0.00529054	0.016511	0.00114293	0.000239156	0.0184315	0.00215742	0.0138769	0.0228996	0.0190249	0.00598462	0.00100619	0.00649207	0.00339705	8.40014e-05	0.00619778	0.0132584	0.00690044	0.00202677	0.00568393	0.00614991	0.00336937	0.00347875	0.00306421	0.0174097	0.00209728	0.00253482	0.00020273	0.00797713	0.00216613	0.00375809	0.0117052	0.00439798	0.00296407	0.00570968	0.00224012	0.00454104	0.00546492	0.0542741	0.0156926	0.00687886	0.0028025	0.00517337	0.00159564	0.00932249	0.000685291	0.0685352	0.0103279	0.04793	0.00134684	0.00312469	0.009947	0.00569573	0.0123697	0.0109527	0.00739437	0.00168904	0.00277843	0.00173561	0.00247074	0.0189535	0.000923227	0.00269406	0.000891813	0.00614156	0.0033981	0.00283197	0.0265164	0.000522079	0.00489969	0.0059979	0.00574952	0.00122566	0.00213768	0.000869004	0.00290125	0.0318249	0.00680912	0.00444982	0.00956991	0.00934101	0.00316188	0.000770669	0.00488048	0.00408921	0.00126432	0.00864441	0.00377039	0.00496635	0.0167103
