Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
15	-3350.116	-3433.115	82.99853	0.166444	0.249566	0.0590187	0.0581784	0.0491152	0.00545058	0.00712914	0.0344932	0.00730911	0.0056696	0.250554	0.133219	0.340281	0.07567	0.200275	0.171895	0.256695	0.0935118	0.0654875	0.0547848	0.0292564	0.0024188	0.000856746	0.00243275	0.00170328	0.00187008	0.00521906	5.47614e-05	0.00862191	0.0175765	0.0246808	0.0312545	0.0195203	0.0311228	0.00406409	0.0265781	0.000776097	0.013708	0.00823509	0.00939762
16	-3336.009	-3418.781	82.77224	0.184865	0.313909	0.0685589	0.0589706	0.0535437	0.00500596	0.00703308	0.0346296	0.00782611	0.00527865	0.250554	0.133219	0.340281	0.07567	0.200275	0.189871	0.320942	0.103188	0.0667968	0.0588224	0.0346719	0.0024447	0.000850736	0.00243275	0.00179549	0.00174508	0.00409597	6.02099e-05	0.00879147	0.0175765	0.0237016	0.0282606	0.0183665	0.0324165	0.00402162	0.0254187	0.000834379	0.0121262	0.00829157	0.0100417
17	-3327.283	-3410.36	83.0769	0.180785	0.331844	0.0890241	0.0644297	0.0492364	0.00388317	0.00703308	0.0346455	0.00766594	0.00494154	0.250554	0.133219	0.340281	0.07567	0.200275	0.184668	0.338877	0.12367	0.0720956	0.054178	0.0373674	0.00248995	0.000933931	0.00320455	0.00254015	0.00179078	0.0039374	5.4636e-05	0.00874412	0.0150156	0.023953	0.0266906	0.0177828	0.0313223	0.0041816	0.0241333	0.00100549	0.0112459	0.0078401	0.0124706
18	-3323.455	-3405.23	81.77426	0.179119	0.325988	0.0735185	0.0688968	0.050334	0.00363575	0.00732894	0.032754	0.00831065	0.00536866	0.344107	0.182961	0.0939533	0.103924	0.275055	0.182755	0.333317	0.106273	0.0772074	0.0557027	0.0374309	0.00264133	0.000775674	0.00380066	0.00325421	0.00192862	0.00416545	5.74092e-05	0.00887676	0.0152825	0.0273711	0.0273578	0.0177512	0.0313223	0.0041816	0.0288915	0.00109468	0.00934129	0.00842237	0.0124706
19	-3317.931	-3399.667	81.73591	0.205379	0.325395	0.0813179	0.0733934	0.0453118	0.00365994	0.00792174	0.0350957	0.00703925	0.00538374	0.0706469	0.259243	0.133125	0.147253	0.389733	0.209039	0.333317	0.116414	0.0804326	0.0506955	0.0394856	0.0026381	0.000776675	0.00437164	0.00371875	0.00170632	0.00364873	6.35067e-05	0.00794173	0.0155277	0.02964	0.0254227	0.0175018	0.0318153	0.00443768	0.0268036	0.00132439	0.00849525	0.00787178	0.0123007
20	-3313.085	-3394.234	81.14851	0.202115	0.296697	0.0733931	0.0753133	0.0458705	0.00313054	0.00892579	0.0324585	0.00827472	0.00538374	0.0825167	0.134784	0.155492	0.171994	0.455214	0.205245	0.305622	0.105852	0.083588	0.0512543	0.0430738	0.00270293	0.000853017	0.00407561	0.00433125	0.00140656	0.00381519	7.17313e-05	0.00832837	0.0184146	0.024063	0.0263675	0.0162036	0.0350715	0.0042046	0.0268036	0.0016992	0.00812336	0.00583715	0.0152037
21	-3313.245	-3393.953	80.70814	0.228882	0.319015	0.0700212	0.0736802	0.0398427	0.00306009	0.00973819	0.0302557	0.0075141	0.00515983	0.0825167	0.134784	0.155492	0.171994	0.455214	0.231942	0.328753	0.100277	0.0811943	0.0450025	0.0455459	0.00286633	0.000740414	0.00485805	0.00458074	0.00164715	0.00389231	7.76225e-05	0.00986991	0.0184612	0.0234453	0.0301404	0.0161958	0.0308225	0.00343759	0.026354	0.00167164	0.00826223	0.00600695	0.0162744
22	-3314.187	-3394.897	80.70994	0.208571	0.306012	0.0695207	0.0881274	0.0395655	0.00328038	0.00851286	0.0307824	0.00725401	0.00509647	0.0825167	0.134784	0.155492	0.171994	0.455214	0.211852	0.314525	0.100303	0.0953814	0.044662	0.045582	0.00309745	0.000723316	0.00534847	0.00458074	0.00182299	0.0041878	7.95049e-05	0.00931646	0.0184348	0.0256053	0.0279328	0.0149142	0.0301579	0.00271583	0.0269672	0.00140762	0.00881667	0.00510931	0.018907
23	-3311.438	-3393.488	82.05018	0.191834	0.311013	0.078209	0.0785782	0.0380591	0.00317038	0.0075796	0.03067	0.00684274	0.00511517	0.0825167	0.134784	0.155492	0.171994	0.455214	0.195005	0.318593	0.108879	0.0854209	0.0431743	0.0487585	0.0030066	0.00084006	0.00534847	0.00458074	0.00183718	0.00362986	7.36093e-05	0.00864635	0.0173175	0.0245509	0.0249312	0.0144257	0.0267978	0.00285285	0.0264987	0.00168119	0.0085369	0.00502931	0.018907
24	-3305.597	-3388.243	82.64566	0.200184	0.308179	0.083167	0.0557878	0.0460746	0.0032489	0.0070635	0.0292561	0.00705077	0.0051785	0.22579	0.0821956	0.309522	0.104887	0.277605	0.203432	0.315243	0.112423	0.0628386	0.0512531	0.0441785	0.00308493	0.000742207	0.00522516	0.0054554	0.00183718	0.00257167	7.4668e-05	0.00765927	0.0176595	0.0252024	0.0284193	0.0133155	0.0245098	0.00314313	0.0278117	0.00166511	0.00801231	0.0048427	0.0193131
25	-3309.949	-3390.687	80.73772	0.174555	0.320975	0.0937379	0.0599638	0.0550837	0.00341614	0.00746826	0.031836	0.00652861	0.00565138	0.159288	0.0579864	0.512889	0.0739949	0.195842	0.177971	0.328443	0.125574	0.0664924	0.060735	0.0472596	0.00312558	0.000901351	0.00513373	0.00529789	0.00171455	0.00244191	7.18901e-05	0.00699383	0.0217579	0.0238828	0.030405	0.014894	0.0245516	0.00357324	0.0262162	0.00164388	0.0087475	0.00479054	0.0222341
26	-3305.518	-3387.799	82.28085	0.188493	0.308338	0.0935161	0.047697	0.0513798	0.00321252	0.00661532	0.0339542	0.00761837	0.0063895	0.129132	0.0470085	0.415789	0.0599863	0.348084	0.191706	0.314953	0.12747	0.0553154	0.0577693	0.0408463	0.00310587	0.000959872	0.00447299	0.00534679	0.00183967	0.00197429	7.54515e-05	0.0068943	0.0213209	0.0238828	0.0300478	0.0134081	0.0252819	0.00344678	0.0236964	0.00150187	0.0087475	0.00525443	0.022229
27	-3307.663	-3389.664	82.00107	0.188519	0.299645	0.0951421	0.0493066	0.0462354	0.00318631	0.00719778	0.0322198	0.00783486	0.00710003	0.129132	0.0470085	0.415789	0.0599863	0.348084	0.191706	0.306843	0.127362	0.0571415	0.0533355	0.0408463	0.0031894	0.000965102	0.00482109	0.00488773	0.00168077	0.00173573	8.68474e-05	0.00710928	0.0197379	0.0219114	0.0324288	0.0144929	0.0227842	0.00384381	0.0275278	0.0014105	0.00718378	0.00501289	0.0241455
28	-3303.306	-3385.61	82.30396	0.200909	0.317907	0.0681956	0.0403351	0.0398023	0.00274921	0.00867305	0.0318293	0.00792942	0.00779411	0.129132	0.0470085	0.415789	0.0599863	0.348084	0.203659	0.32658	0.100025	0.0482646	0.0475964	0.0408463	0.00304532	0.000965102	0.00452574	0.00482184	0.00168077	0.00157564	8.45042e-05	0.00630279	0.0159505	0.023322	0.0345638	0.0162334	0.0205153	0.00404945	0.0250581	0.00141262	0.00657523	0.00527321	0.028751
29	-3299.937	-3383.11	83.1723	0.186312	0.333799	0.0758355	0.0387988	0.0411308	0.00319807	0.00904053	0.0370429	0.00870665	0.00646556	0.17613	0.0641175	0.567118	0.0818185	0.110816	0.189511	0.34284	0.112878	0.0475055	0.0475964	0.0345543	0.00312362	0.000875468	0.00446364	0.00577561	0.00157838	0.00153052	7.7673e-05	0.00563158	0.0163664	0.020983	0.0306024	0.0194601	0.0205153	0.00418394	0.0263486	0.00132172	0.0060022	0.00596171	0.0272364
30	-3298.867	-3380.961	82.0943	0.206084	0.344306	0.0810778	0.0353922	0.0301231	0.00310805	0.00933418	0.0395274	0.008934	0.00587073	0.169956	0.06187	0.547239	0.0789506	0.141984	0.209192	0.35364	0.120605	0.0443262	0.0359938	0.0354863	0.00328691	0.00093049	0.00474911	0.00606997	0.00142737	0.00160192	8.11181e-05	0.00567837	0.0164165	0.0267372	0.0268624	0.0242069	0.0210402	0.00373563	0.0281824	0.00117981	0.00570457	0.00531959	0.0270949
31	-3298.824	-3379.943	81.11914	0.215329	0.344669	0.0840951	0.0303328	0.0306052	0.00274551	0.00897116	0.0365101	0.008934	0.0053886	0.169956	0.06187	0.547239	0.0789506	0.141984	0.218074	0.35364	0.120605	0.0392668	0.0359938	0.0375517	0.00359198	0.00101271	0.00411823	0.00622649	0.00155888	0.00160911	8.41629e-05	0.00584477	0.0190648	0.0301631	0.0262287	0.0245422	0.0200074	0.00370229	0.0298788	0.00111859	0.00583755	0.00501425	0.0289578
32	-3295.675	-3376.494	80.81889	0.186754	0.34807	0.0926039	0.033432	0.0296022	0.00252471	0.0084691	0.0415271	0.00848887	0.00574844	0.163127	0.0593838	0.525248	0.115964	0.136278	0.189279	0.356539	0.134131	0.0419209	0.0353506	0.0375517	0.00279448	0.000931183	0.0043566	0.00691032	0.00171039	0.00142623	9.10977e-05	0.00599471	0.0169676	0.0287912	0.0259804	0.0224048	0.0223419	0.00322451	0.0338559	0.00108604	0.00638323	0.00458055	0.0308134
33	-3292.881	-3374.401	81.52055	0.202023	0.349104	0.0769426	0.0351234	0.0275678	0.002375	0.00743476	0.038379	0.00807368	0.00551856	0.151251	0.0550608	0.296806	0.107522	0.38936	0.204398	0.356539	0.115322	0.043197	0.0330863	0.0365992	0.00256135	0.00101105	0.00442265	0.00735487	0.00175967	0.0014557	9.27945e-05	0.00562388	0.0173602	0.0308419	0.0243346	0.0211044	0.0208868	0.00274254	0.0324225	0.00121547	0.00614312	0.0044877	0.0340596
34	-3292.309	-3374.056	81.74672	0.184331	0.311009	0.0665709	0.0320825	0.0261208	0.00259606	0.00753068	0.0385277	0.00868769	0.00581173	0.145601	0.0554274	0.298782	0.108238	0.391952	0.186927	0.31854	0.105099	0.0407702	0.0319325	0.0352658	0.00274284	0.00110059	0.00422618	0.00735487	0.00163635	0.00157373	0.000112017	0.00508237	0.0156149	0.0328816	0.0262715	0.017906	0.0189512	0.00312963	0.0315706	0.00109418	0.00850581	0.00512038	0.0358268
35	-3292.51	-3373.2	80.69023	0.17894	0.298306	0.062526	0.0314138	0.0198222	0.00258097	0.0082238	0.0382089	0.00840079	0.00629834	0.164734	0.0627109	0.206638	0.122461	0.443457	0.181521	0.306529	0.100735	0.0398146	0.0261206	0.0363148	0.00246744	0.00120697	0.00422618	0.0075397	0.00153603	0.00157924	0.000122135	0.00468676	0.0186832	0.0348097	0.0290652	0.0218901	0.0174439	0.00327423	0.0360606	0.00117062	0.00813078	0.00600607	0.0292324
36	-3294.333	-3377.023	82.68942	0.164583	0.300383	0.0814754	0.0330922	0.0181841	0.00233975	0.00819019	0.0335165	0.00907534	0.00546027	0.164734	0.0627109	0.206638	0.122461	0.443457	0.166923	0.308573	0.114992	0.0421676	0.0236443	0.0362154	0.00246744	0.00114485	0.00422618	0.00764118	0.00146935	0.00164442	0.000117586	0.00476387	0.0206372	0.0348097	0.0252548	0.0160282	0.0183857	0.00318035	0.0335657	0.00117245	0.00837917	0.00556673	0.0259934
37	-3289.261	-3369.834	80.57271	0.190397	0.317483	0.0956423	0.0300881	0.0190235	0.00250828	0.0100993	0.0381863	0.0105005	0.00511447	0.13959	0.0531391	0.175098	0.103769	0.528404	0.192905	0.327582	0.133829	0.0405886	0.024138	0.0396066	0.00260732	0.00127726	0.00371809	0.00881867	0.00146935	0.00156857	0.000132444	0.00476387	0.0199534	0.0371975	0.0248305	0.0154025	0.0213081	0.00339803	0.0351529	0.00128686	0.00799619	0.00579194	0.0259934
38	-3284.604	-3365.312	80.70821	0.206986	0.32229	0.0816357	0.0269942	0.0220696	0.00294904	0.00861391	0.0396566	0.0108393	0.00511447	0.0891164	0.0339248	0.111785	0.0662479	0.698925	0.209935	0.330904	0.121292	0.0378335	0.027184	0.0419136	0.00261943	0.00134269	0.0041136	0.0103567	0.0016415	0.00170109	0.000117434	0.00499806	0.0199468	0.0313233	0.024245	0.0163558	0.0203831	0.00363536	0.0332645	0.00128686	0.00798948	0.00629273	0.026861
39	-3282.073	-3361.655	79.58209	0.208637	0.31145	0.0827125	0.028906	0.0234683	0.00303039	0.00891196	0.0385799	0.0104239	0.00593901	0.0891164	0.0339248	0.111785	0.0662479	0.698925	0.211668	0.320362	0.121292	0.0393299	0.0294074	0.0459062	0.0025689	0.00129523	0.00394839	0.0113114	0.00170009	0.00163244	0.000107411	0.00461695	0.0226385	0.0256534	0.028536	0.0167803	0.0182946	0.00381712	0.0341589	0.00124678	0.00621981	0.00703497	0.0295512
40	-3281.967	-3363.565	81.59729	0.192355	0.28851	0.0862099	0.0293893	0.0224405	0.00318895	0.0081241	0.0385799	0.00961557	0.00533436	0.0891164	0.0339248	0.111785	0.0662479	0.698925	0.195544	0.296634	0.12479	0.0390049	0.0277749	0.0395524	0.00291368	0.00145843	0.00389602	0.0113114	0.00192474	0.00189579	0.000107411	0.00441501	0.0219928	0.0265301	0.0269675	0.0141987	0.0197152	0.00411753	0.0289298	0.00113561	0.00506814	0.00703497	0.031974
41	-3277.885	-3359.172	81.28781	0.210362	0.290203	0.07616	0.0376435	0.0219935	0.00323746	0.00858271	0.0369429	0.00963097	0.00518814	0.0891164	0.0339248	0.111785	0.0662479	0.698925	0.2136	0.298786	0.113103	0.0472745	0.0271816	0.0436236	0.00240877	0.0014402	0.00348078	0.0126399	0.00167726	0.0017802	9.53311e-05	0.00387745	0.019513	0.0273577	0.0280272	0.0146541	0.018547	0.00430608	0.0254201	0.00112418	0.00567344	0.00744501	0.0331005
42	-3280.499	-3360.049	79.54989	0.210313	0.275131	0.0730528	0.0356273	0.0244349	0.00328722	0.00873813	0.0416328	0.00930095	0.00537853	0.0891164	0.0339248	0.111785	0.0662479	0.698925	0.2136	0.283869	0.114686	0.0449282	0.0298134	0.0508749	0.00205066	0.00160279	0.00368313	0.0126399	0.00159711	0.0027313	9.3675e-05	0.00425725	0.0198032	0.0285838	0.027546	0.0143267	0.0174979	0.00508292	0.023222	0.00115581	0.00567344	0.00696211	0.0385933
43	-3278.058	-3357.98	79.92195	0.201034	0.281196	0.091689	0.0335785	0.0179176	0.00343292	0.00873813	0.0385679	0.00882269	0.00622411	0.116185	0.0442292	0.145739	0.0863701	0.607477	0.204467	0.289934	0.130257	0.0424012	0.0241417	0.0496263	0.00205066	0.00145116	0.00368313	0.0132288	0.00157347	0.00278313	0.000109939	0.00435837	0.0195826	0.0296499	0.0256055	0.0150723	0.016406	0.00615759	0.0225405	0.00106541	0.00551017	0.00614492	0.0393782
44	-3279.521	-3358.974	79.45272	0.196999	0.282094	0.10958	0.0373203	0.0193583	0.00344029	0.00741278	0.0440098	0.0104882	0.00618964	0.301279	0.0349664	0.115218	0.0682818	0.480255	0.20044	0.289507	0.15359	0.0478085	0.025548	0.0493211	0.00180403	0.001543	0.00354505	0.0131002	0.00173758	0.00297375	0.000118199	0.00397114	0.0198979	0.0257229	0.0275588	0.0153886	0.0179318	0.00550477	0.0203892	0.00109568	0.00608768	0.0068308	0.0415467
45	-3275.021	-3356.185	81.16405	0.195777	0.291793	0.111352	0.0327776	0.0172148	0.00235888	0.00844183	0.0422384	0.0121841	0.0073353	0.481248	0.0558535	0.184043	0.10907	0.169786	0.198136	0.300235	0.15359	0.0449617	0.0245501	0.0458542	0.00176727	0.00148272	0.00345738	0.0145132	0.00168075	0.00303317	0.000133751	0.00371691	0.015897	0.0250798	0.0253252	0.0152187	0.0169464	0.00652403	0.017971	0.000970186	0.00696703	0.007167	0.0399331
46	-3273.974	-3354.161	80.18734	0.190727	0.292767	0.103838	0.0327274	0.0198889	0.00219855	0.00916826	0.049936	0.0122343	0.00692219	0.515162	0.0597896	0.12654	0.116756	0.181751	0.192926	0.301935	0.153774	0.0449617	0.0268111	0.0468202	0.00174829	0.0011851	0.0030839	0.0151763	0.00175927	0.00303317	0.000142446	0.00401567	0.0150294	0.0224982	0.0276653	0.0152187	0.0166584	0.00669673	0.0179715	0.000961176	0.00788844	0.00780477	0.0441209
47	-3273.163	-3351.793	78.62974	0.200805	0.298195	0.0949435	0.0256167	0.0256335	0.00211345	0.0105652	0.0560896	0.0119682	0.00600196	0.515162	0.0597896	0.12654	0.116756	0.181751	0.202918	0.30876	0.151033	0.0375849	0.0316355	0.0472286	0.00156811	0.00123528	0.00304735	0.0163919	0.0017904	0.0033753	0.000154974	0.00401567	0.0167939	0.023804	0.029541	0.0155987	0.0159087	0.0070589	0.021652	0.00102377	0.00964649	0.00787777	0.0426762
48	-3271.43	-3347	75.56949	0.191634	0.301938	0.0588562	0.0226248	0.0302801	0.00220248	0.0111539	0.0769311	0.0123183	0.00554489	0.515162	0.0597896	0.12654	0.116756	0.181751	0.193836	0.313091	0.135787	0.0349431	0.0358249	0.0527102	0.00161343	0.0013142	0.00297358	0.0192262	0.00187295	0.00348237	0.000153153	0.00335	0.0183165	0.026145	0.031887	0.0159263	0.0157705	0.00613795	0.0221668	0.00112977	0.0120902	0.00698801	0.047919
49	-3270.672	-3346.338	75.66666	0.207182	0.293591	0.0734543	0.0250813	0.0280786	0.00200972	0.0109935	0.0779844	0.0132342	0.00456504	0.433937	0.0503626	0.264258	0.0983473	0.153095	0.209192	0.304584	0.151439	0.0383155	0.0326436	0.050211	0.00155037	0.00112187	0.00328444	0.0209035	0.00192936	0.00388774	0.000168499	0.00294734	0.0177929	0.0267586	0.0338911	0.0146047	0.0166212	0.00565621	0.0243877	0.00114995	0.0117187	0.00665198	0.045646
50	-3266.961	-3342.516	75.5549	0.19105	0.300263	0.0840362	0.0241591	0.0254852	0.00217349	0.0104642	0.0642847	0.0141564	0.00438562	0.433937	0.0503626	0.264258	0.0983473	0.153095	0.193224	0.310727	0.148321	0.0383155	0.0298708	0.0476881	0.00157304	0.00111894	0.00331022	0.022343	0.00183898	0.00394499	0.000199059	0.00319997	0.017618	0.0264213	0.0351347	0.0194526	0.0149846	0.00590444	0.0233569	0.00115807	0.0124528	0.00586737	0.0464322
51	-3263.19	-3340.343	77.15309	0.170249	0.31825	0.0846639	0.0296851	0.0283641	0.00222644	0.0109856	0.0585119	0.0124821	0.00377957	0.433937	0.0503626	0.264258	0.0983473	0.153095	0.172476	0.329236	0.143176	0.0421671	0.0321436	0.0454362	0.00144403	0.00111413	0.00277093	0.0244121	0.00185938	0.00394499	0.000205183	0.00275353	0.0168643	0.0206788	0.0395839	0.0221382	0.0141558	0.00608474	0.0230359	0.00115101	0.0122477	0.00586737	0.0379538
52	-3262.656	-3339.621	76.96421	0.170473	0.331779	0.0756806	0.0265006	0.0281846	0.00200299	0.0116277	0.0602793	0.0118496	0.0042399	0.43605	0.0506078	0.265545	0.0988261	0.148972	0.172476	0.343407	0.13596	0.0383503	0.0324244	0.0474866	0.00138379	0.000884444	0.00266045	0.0250071	0.00185938	0.00461402	0.00020707	0.00230848	0.0167536	0.0196839	0.0384186	0.0245827	0.0140538	0.00576732	0.0230359	0.00108219	0.0113366	0.0064195	0.0379538
