Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
46	0	-1625.007	-1717.572	92.56568	0.197463	0.327822	0.0580563	0.0374052	0.133973	0.00411775	0.00662046	0.00651037	0.00571893	0.00377498	0.519458	0.0176667	0.169121	0.00534678	0.288408	0.201581	0.334442	0.0645667	0.0431241	0.137748	0.0456169	0.00669528	0.0022955	0.00497522	0.00112573	0.00396109	0.00825272	0.00201493	0.0115985	0.00247402	0.00497799	0.00588242	0.00310154	0.00639249	0.0116569	0.0314246	0.00205255	0.00742275	0.00968412	0.0121554
47	1	-1641.781	-1735.383	93.60192	0.213275	0.3024	0.0655711	0.0506434	0.0820022	0.00408326	0.0080602	0.00649412	0.0143715	0.0100295	0.0906372	0.636925	0.0127206	0.0245975	0.23512	0.217359	0.310461	0.0720652	0.0650149	0.0920318	0.0374436	0.00191088	0.0110149	0.0058261	0.000193065	0.00109986	0.013621	0.00811112	0.0048405	0.00347971	0.00349566	0.00197403	0.000419093	0.00364486	0.00409153	0.0265664	0.0216872	0.00267384	0.0031998	0.00430526
48	0	-1624.125	-1716.379	92.25399	0.197921	0.326687	0.0589818	0.036804	0.144658	0.00397158	0.00866955	0.00738139	0.00539818	0.00327634	0.519458	0.0176667	0.169121	0.00534678	0.288408	0.201893	0.335356	0.0663632	0.0422022	0.147934	0.0442459	0.00621675	0.00228382	0.00432159	0.00127341	0.00512284	0.00782006	0.00227663	0.0117009	0.00227315	0.00478841	0.0060224	0.00310058	0.00675943	0.0111585	0.0337107	0.00193523	0.00668601	0.00968412	0.0129066
49	1	-1642.173	-1734.32	92.14672	0.215269	0.291575	0.0752716	0.0500546	0.0823925	0.00384993	0.00831538	0.00509713	0.0162922	0.0109819	0.0906372	0.636925	0.0127206	0.0245975	0.23512	0.219119	0.29989	0.0803688	0.0663467	0.0933743	0.040725	0.00191088	0.0111807	0.00581231	0.000197847	0.00121551	0.0139129	0.00806666	0.0048405	0.00416228	0.00354555	0.00197856	0.000440232	0.00400896	0.00441723	0.0301615	0.0225628	0.00296519	0.00357095	0.00430526
50	0	-1621.601	-1713.784	92.18293	0.233317	0.314382	0.0492374	0.0363848	0.16092	0.00373705	0.0085641	0.00768755	0.00565108	0.00327634	0.299546	0.0101875	0.520873	0.00308323	0.166311	0.237054	0.322946	0.056925	0.0420359	0.164196	0.0478171	0.00522027	0.00218072	0.00455692	0.0014117	0.00555406	0.00798099	0.00218915	0.0112014	0.00252188	0.00416942	0.00585146	0.00339817	0.00675943	0.010772	0.0324421	0.00212571	0.00671044	0.0107165	0.0106178
51	1	-1639	-1731.188	92.18827	0.203511	0.269512	0.0647708	0.0436663	0.0717139	0.00376803	0.00827757	0.00486001	0.0159552	0.0113927	0.0906372	0.636925	0.0127206	0.0245975	0.23512	0.207279	0.277789	0.0696308	0.0596215	0.0831066	0.0486206	0.00243218	0.00995778	0.0054502	0.00017845	0.00110231	0.0132868	0.00814819	0.00443297	0.00416228	0.00371361	0.00196734	0.000400051	0.00400896	0.00482797	0.0269005	0.0241558	0.00225892	0.00319579	0.00462396
52	0	-1622.396	-1713.45	91.05424	0.191379	0.289999	0.0555107	0.0355457	0.157437	0.00334105	0.0085641	0.00733339	0.00631932	0.00327634	0.299546	0.0101875	0.520873	0.00308323	0.166311	0.194721	0.298563	0.0628441	0.0418651	0.160714	0.0470871	0.00562492	0.00228971	0.00414312	0.00153685	0.00559644	0.00884476	0.00332564	0.0130519	0.00314201	0.00416942	0.00634456	0.00368015	0.00609244	0.0105804	0.0377509	0.00194378	0.00725006	0.0112485	0.0107743
53	1	-1637.518	-1729.473	91.95537	0.200863	0.286295	0.0628889	0.0507569	0.0767899	0.00376803	0.00827757	0.00501452	0.0139164	0.00971685	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.204631	0.294573	0.0679034	0.0646733	0.0865067	0.0555642	0.00232166	0.00924931	0.0054502	0.000190428	0.00101327	0.0144976	0.00718713	0.00442721	0.00370578	0.00382185	0.00196734	0.00042053	0.00379118	0.00497976	0.0243563	0.0246516	0.00210162	0.00270583	0.00407241
54	0	-1622.22	-1713.033	90.81316	0.206689	0.279164	0.0589836	0.0362548	0.170191	0.00330149	0.0085641	0.00686916	0.00646581	0.00278258	0.299546	0.0101875	0.520873	0.00308323	0.166311	0.20999	0.287728	0.0658528	0.0427206	0.172974	0.0507138	0.0052468	0.00231905	0.00366447	0.0015945	0.0056582	0.00866425	0.0038435	0.0132899	0.00314201	0.00418058	0.00669595	0.00294216	0.00628072	0.0101338	0.0376959	0.00197066	0.00668645	0.0124531	0.00938839
55	1	-1635.41	-1727.399	91.98882	0.194169	0.308764	0.069919	0.0554153	0.0692723	0.00386082	0.00722694	0.00503971	0.0124996	0.00958261	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.19803	0.315991	0.0749587	0.0679149	0.0788549	0.0548289	0.00225729	0.00816736	0.00533401	0.000190528	0.00102937	0.013873	0.00723506	0.00389667	0.00375859	0.00440861	0.00177124	0.00042053	0.00367506	0.00484278	0.0255863	0.0273883	0.00202873	0.00250278	0.0040389
56	0	-1621.956	-1713.999	92.04274	0.234921	0.298264	0.05927	0.0335209	0.169923	0.00346119	0.00879944	0.00705169	0.00646581	0.00305038	0.299546	0.0101875	0.520873	0.00308323	0.166311	0.238382	0.307064	0.0663216	0.0399867	0.172974	0.0500576	0.00478732	0.00220669	0.00365067	0.00146806	0.00614494	0.00725221	0.00370395	0.0120595	0.00312894	0.00411504	0.00631817	0.00267773	0.00537556	0.00849564	0.0345373	0.00194319	0.00668688	0.0117265	0.00862862
57	1	-1635.64	-1727.741	92.10068	0.209685	0.265634	0.0678937	0.0512681	0.0678811	0.00379937	0.00678801	0.00414244	0.0126701	0.00958261	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.213485	0.272422	0.0720361	0.0639382	0.0774637	0.0500306	0.00170006	0.00749322	0.00533972	0.000175165	0.001239	0.013895	0.00762663	0.00444355	0.00366572	0.00424154	0.00177124	0.00038258	0.00340186	0.00453424	0.0309315	0.0298302	0.00189654	0.00334141	0.0038341
58	0	-1621.989	-1712.862	90.87289	0.232201	0.304389	0.0544779	0.0288803	0.163035	0.00397247	0.01028	0.00715547	0.00745612	0.00325116	0.270707	0.00920674	0.470726	0.00278639	0.246574	0.236173	0.314669	0.0616334	0.0363365	0.166287	0.0594186	0.00460818	0.00229245	0.00333533	0.00164791	0.00628386	0.00711546	0.00522303	0.0096851	0.00283589	0.00439358	0.00542577	0.00267773	0.00614316	0.0101289	0.031806	0.00209724	0.00605501	0.0110824	0.00904261
59	1	-1634.078	-1726.571	92.4934	0.223667	0.276908	0.0546983	0.0554828	0.0674895	0.00379937	0.00750765	0.0045769	0.0141016	0.00936605	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.227467	0.284416	0.0592752	0.0695844	0.0768556	0.0510213	0.0017385	0.00728089	0.00475603	0.000188757	0.00112166	0.0123639	0.00768466	0.0047377	0.00364985	0.00453278	0.00159481	0.000416291	0.00293061	0.00491186	0.0311946	0.0252111	0.00213092	0.00334141	0.00399998
60	0	-1620.781	-1711.838	91.05608	0.2099	0.290484	0.0423804	0.0326163	0.155175	0.00425193	0.00968215	0.00786639	0.00817401	0.00336233	0.270707	0.00920674	0.470726	0.00278639	0.246574	0.214152	0.300166	0.0502468	0.0407903	0.158538	0.0527815	0.00396533	0.00210863	0.00405278	0.00164832	0.0074448	0.0067564	0.00521515	0.00944252	0.00298521	0.00521125	0.00572636	0.00307464	0.0064197	0.0109771	0.0339509	0.00275486	0.00601901	0.0110824	0.00871086
61	1	-1635.835	-1725.323	89.48807	0.212883	0.243644	0.0548098	0.0564315	0.0671619	0.00366574	0.00786855	0.00508968	0.0133394	0.00969365	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.216549	0.251513	0.0598995	0.069771	0.0768556	0.0655303	0.00184001	0.00654815	0.00533057	0.000201403	0.00106405	0.0119473	0.00776135	0.00493877	0.00412918	0.00338363	0.0014993	0.000419188	0.00266026	0.00461859	0.037051	0.0284622	0.00208016	0.00382256	0.00440904
62	0	-1621.351	-1712.128	90.77659	0.210651	0.295392	0.0579988	0.0393204	0.157934	0.00451951	0.00976425	0.0077651	0.00637117	0.00306927	0.270707	0.00920674	0.470726	0.00278639	0.246574	0.215171	0.305156	0.0657639	0.0456916	0.161003	0.0506021	0.00434731	0.00202629	0.00398326	0.00179475	0.00798691	0.00659354	0.00475296	0.0110816	0.00297387	0.00514259	0.00689224	0.00316604	0.00619382	0.0105035	0.0345517	0.00295781	0.00553668	0.0104203	0.00989527
63	1	-1635.829	-1724.527	88.69707	0.212883	0.232809	0.0519644	0.0451927	0.0722892	0.00366574	0.00826289	0.00560309	0.0139557	0.00964421	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.216549	0.241072	0.0575675	0.0591484	0.0819334	0.07063	0.00190937	0.00521925	0.00495248	0.000202524	0.00103076	0.0118398	0.00722793	0.00546559	0.00443245	0.00318242	0.00144376	0.000416864	0.00269375	0.00452482	0.0378433	0.0303954	0.00210499	0.0037152	0.00435447
64	0	-1618.865	-1709.99	91.12548	0.193321	0.303285	0.049833	0.0507647	0.166748	0.00381674	0.00976425	0.0077651	0.00516072	0.00333241	0.200835	0.00683038	0.349226	0.00206719	0.441041	0.197138	0.31305	0.0575981	0.0559254	0.17008	0.050249	0.00438459	0.00210003	0.00422568	0.00194113	0.00677718	0.00670636	0.00411886	0.012878	0.00322564	0.00501581	0.00623895	0.0031373	0.00611804	0.0100387	0.0344542	0.00225926	0.00514726	0.0104917	0.0110458
65	1	-1635.861	-1723.963	88.10216	0.21259	0.248529	0.0552792	0.0523567	0.0699248	0.00395906	0.00696461	0.00602348	0.0139317	0.0119295	0.077976	0.547952	0.0109437	0.0211615	0.341967	0.216549	0.255493	0.0613027	0.0662884	0.0818543	0.0691828	0.00195225	0.00532522	0.0043194	0.000175979	0.00102414	0.0121567	0.00804935	0.00546559	0.00506613	0.00369253	0.00144115	0.000372114	0.00251407	0.00391059	0.0378433	0.0306147	0.00185821	0.00443293	0.0054683
66	0	-1617.771	-1709.028	91.25666	0.193122	0.302435	0.0484576	0.0486206	0.158185	0.00401541	0.0106149	0.00619116	0.00470343	0.00279392	0.200835	0.00683038	0.349226	0.00206719	0.441041	0.197138	0.31305	0.0546488	0.053324	0.160979	0.0492331	0.00423219	0.00218881	0.00422568	0.0019168	0.00625968	0.00711035	0.00386197	0.014422	0.00310777	0.00433187	0.00470654	0.0028641	0.00609047	0.0110149	0.0394055	0.002438	0.00456575	0.00911554	0.0123369
67	1	-1636.232	-1723.182	86.95018	0.216311	0.273417	0.0517172	0.0585438	0.0729094	0.00395906	0.00762236	0.00535376	0.0132776	0.0126336	0.0685131	0.553576	0.011056	0.0213786	0.345476	0.22027	0.281039	0.057071	0.0718214	0.085543	0.0770169	0.00198732	0.00416798	0.00430855	0.000175979	0.00119789	0.0139956	0.00813207	0.00574688	0.00604917	0.00384936	0.00144217	0.000386292	0.00274258	0.00433725	0.037405	0.0270354	0.00191243	0.00475148	0.00572483
68	0	-1617.754	-1708.747	90.99295	0.193085	0.333827	0.0583117	0.0491873	0.161734	0.00369021	0.00971285	0.0052725	0.00432066	0.00235174	0.200835	0.00683038	0.349226	0.00206719	0.441041	0.196775	0.34354	0.0635842	0.0535079	0.164086	0.0512593	0.00393651	0.00225566	0.00427317	0.00208975	0.00569117	0.00769469	0.00403533	0.0158558	0.00242545	0.00451659	0.00490369	0.00276585	0.00658778	0.00970079	0.0410947	0.00196446	0.00509983	0.00931785	0.0123586
69	1	-1636.031	-1722.786	86.75505	0.216779	0.304626	0.0642798	0.060474	0.0661122	0.00349071	0.0075004	0.00399738	0.0154892	0.0135646	0.0756643	0.253973	0.01221	0.0236101	0.634543	0.22027	0.312126	0.0682771	0.0759633	0.0796768	0.082327	0.00188837	0.00419232	0.0041525	0.000175531	0.00102246	0.0139956	0.00860375	0.00521477	0.00639794	0.00393406	0.00140111	0.000386292	0.00274285	0.00460809	0.0360675	0.0228221	0.00205561	0.00571034	0.00567362
70	0	-1614.373	-1705.426	91.05285	0.191801	0.31147	0.0586244	0.0566344	0.161914	0.0033176	0.00867529	0.00498524	0.00413242	0.00217235	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.195119	0.320146	0.0636096	0.0607668	0.164086	0.0557423	0.00357691	0.00213102	0.00378628	0.00249742	0.00551896	0.00683767	0.00368769	0.0168462	0.00246703	0.00439813	0.00470744	0.00265766	0.00700769	0.00886367	0.0390739	0.00208844	0.00555379	0.00928693	0.0132673
71	1	-1637.387	-1724.818	87.43066	0.191287	0.304427	0.0575768	0.0557974	0.06449	0.00323775	0.00769872	0.0046701	0.014705	0.0149831	0.0777746	0.233166	0.0125505	0.0242686	0.65224	0.194524	0.312126	0.0622469	0.0705024	0.0794731	0.082327	0.00172195	0.00509494	0.00400126	0.00019218	0.000893054	0.0130985	0.00815402	0.00595183	0.00654212	0.00358233	0.0013192	0.000403917	0.00276185	0.00543434	0.0323339	0.0211417	0.00189579	0.00641276	0.00611342
72	0	-1616.091	-1706.83	90.73868	0.18538	0.325623	0.0594083	0.0618152	0.159878	0.00323688	0.00951912	0.00420139	0.00392125	0.00328952	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.188617	0.335142	0.0636096	0.0657365	0.163167	0.0574816	0.00362946	0.00203407	0.00441995	0.00231924	0.00558177	0.0072502	0.00302257	0.0166181	0.00235696	0.00373771	0.00495041	0.00243253	0.00577647	0.00886367	0.0361272	0.00243267	0.00511241	0.0092365	0.0163866
73	1	-1634.736	-1721.257	86.52096	0.224273	0.305852	0.0557055	0.0570866	0.0530248	0.00313155	0.00700592	0.00469252	0.0144554	0.0164703	0.0837812	0.173943	0.0135198	0.0261428	0.702613	0.227405	0.312858	0.060398	0.0715421	0.0694951	0.0794714	0.00196719	0.00492458	0.00451278	0.000206535	0.000893054	0.0138276	0.00821939	0.00552655	0.00654212	0.00360475	0.00156922	0.000326324	0.00259413	0.0056013	0.0358964	0.0250683	0.00216452	0.00665758	0.00686136
74	0	-1614.39	-1705.536	91.14657	0.196767	0.302016	0.0558567	0.0605457	0.159842	0.0030008	0.0107681	0.00399589	0.0035378	0.00332565	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.199768	0.312784	0.0598526	0.0640835	0.163167	0.0574816	0.00361845	0.00222916	0.00399313	0.00222095	0.00491361	0.00596665	0.00314902	0.0171037	0.00225685	0.00344102	0.00522972	0.00246951	0.00596814	0.00841288	0.0379416	0.00235978	0.00625845	0.0089395	0.0142098
75	1	-1636.297	-1721.169	84.87238	0.241115	0.261048	0.0487585	0.0628792	0.0467297	0.00377864	0.0074346	0.00539024	0.0149447	0.0203758	0.0837812	0.173943	0.0135198	0.0261428	0.702613	0.244894	0.268483	0.0541488	0.0778239	0.0671055	0.0831366	0.00212081	0.00428557	0.00507019	0.000221458	0.00082865	0.0140003	0.00753453	0.00563881	0.00654212	0.00334658	0.00165882	0.000324762	0.00277622	0.00534005	0.0414108	0.0247487	0.00216452	0.0064376	0.00746896
76	0	-1613.517	-1704.441	90.924	0.185242	0.297747	0.050576	0.0629498	0.145008	0.00303715	0.0121758	0.00371865	0.00301601	0.00335056	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.18828	0.309923	0.0542946	0.0659658	0.148359	0.0588135	0.00295899	0.00176743	0.00503912	0.00247342	0.0046473	0.00574836	0.00335651	0.0171037	0.00237541	0.00318344	0.00566582	0.00246951	0.00688552	0.00864465	0.0376297	0.00253563	0.00705184	0.00919713	0.0146731
77	1	-1636.441	-1723.185	86.74472	0.23622	0.23375	0.0494577	0.0693033	0.0458541	0.00343559	0.00708605	0.00490062	0.0131717	0.0214754	0.0837812	0.173943	0.0135198	0.0261428	0.702613	0.239656	0.240837	0.0543583	0.082475	0.0673295	0.0740406	0.00267767	0.00394416	0.00424232	0.000198276	0.000759944	0.0144488	0.00718139	0.00531105	0.00712079	0.00310507	0.00153436	0.000324762	0.00277622	0.00495203	0.0398562	0.0251414	0.00210467	0.00555258	0.00862947
78	0	-1612.902	-1704.481	91.57977	0.214633	0.298469	0.0575056	0.0590496	0.126707	0.00304868	0.0142802	0.00371865	0.00306428	0.00333826	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.217682	0.312749	0.0612243	0.0621139	0.130045	0.0537214	0.00248721	0.00169138	0.00521319	0.00254713	0.00453541	0.00670796	0.00342365	0.0163903	0.00277133	0.00344668	0.00534085	0.00244568	0.00705022	0.00752281	0.0385682	0.00290631	0.00733426	0.00843984	0.0128607
79	1	-1637.198	-1724.676	87.47791	0.213952	0.244222	0.0533578	0.0727285	0.0582812	0.00291184	0.00763952	0.00546459	0.0123614	0.0170738	0.0837812	0.173943	0.0135198	0.0261428	0.702613	0.216864	0.251861	0.0588224	0.08509	0.075355	0.0690539	0.0028636	0.00421331	0.00424232	0.000200999	0.000726509	0.0152542	0.007944	0.00531105	0.00699848	0.00346954	0.00127936	0.000424339	0.00248269	0.00479827	0.0370523	0.0263836	0.00193001	0.00588527	0.00871293
80	0	-1609.474	-1703.051	93.57677	0.197084	0.325045	0.058713	0.0621437	0.120645	0.00312476	0.0142802	0.00349066	0.00290559	0.00349436	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.200209	0.339325	0.0622037	0.0650492	0.12414	0.0448939	0.00240651	0.00159246	0.00464582	0.00299799	0.00394483	0.00657667	0.00396558	0.0147069	0.00297821	0.00347065	0.00536978	0.00310582	0.00699579	0.00835444	0.032191	0.00265648	0.00678108	0.00950644	0.0136095
81	1	-1636.733	-1723.393	86.65986	0.215489	0.265184	0.0510567	0.0686976	0.0588374	0.00309965	0.0075013	0.00521939	0.0144832	0.0165176	0.0837812	0.173943	0.0135198	0.0261428	0.702613	0.218588	0.272685	0.0562761	0.0831808	0.075355	0.0737958	0.0028636	0.00351266	0.00413008	0.000176602	0.000697437	0.0162262	0.00955328	0.00595104	0.00743562	0.00347124	0.0010902	0.000410802	0.00268684	0.00579424	0.0336643	0.0263836	0.00177726	0.0056563	0.00897805
82	0	-1606.941	-1700.426	93.48462	0.196586	0.329438	0.0527399	0.0616641	0.123843	0.00358638	0.0151081	0.0041227	0.00338518	0.00398281	0.222126	0.00755448	0.386248	0.00228634	0.381785	0.200172	0.344546	0.0568626	0.0650492	0.127825	0.0418703	0.00193446	0.00157176	0.00483654	0.00351075	0.00361693	0.00603923	0.00341377	0.0141885	0.00266363	0.00315565	0.00499699	0.00316792	0.00726614	0.00807862	0.0347389	0.00313759	0.00632861	0.0106326	0.0118217
83	1	-1636.103	-1724.187	88.08395	0.193776	0.272901	0.0477244	0.0875092	0.0458619	0.00291801	0.00745048	0.00629887	0.012809	0.0155431	0.0795479	0.165154	0.0633644	0.0248219	0.667111	0.196694	0.280351	0.0540232	0.100318	0.061405	0.0697606	0.00271285	0.00365057	0.00421145	0.000156087	0.000685588	0.0144382	0.00915956	0.00544544	0.00688795	0.00281797	0.0011455	0.000435895	0.00261937	0.00687992	0.0342765	0.0243075	0.00167946	0.00570858	0.00813581
84	0	-1606.4	-1699.971	93.57125	0.19938	0.30663	0.0524957	0.0651438	0.133413	0.00378839	0.015823	0.00436688	0.00316805	0.00389215	0.22814	0.00749607	0.383262	0.00226866	0.378833	0.203169	0.322453	0.0568626	0.0683118	0.137305	0.0402806	0.00171506	0.00145974	0.00530153	0.00354663	0.00361693	0.00494118	0.00301399	0.0152236	0.00282947	0.00266427	0.00552426	0.00325571	0.00741523	0.00819977	0.0348156	0.00262974	0.00632861	0.0116161	0.0109143
85	1	-1633.824	-1721.319	87.49571	0.228754	0.294148	0.0445624	0.0896114	0.0503055	0.00310763	0.00674575	0.00629887	0.0118975	0.0160479	0.120952	0.251116	0.0963451	0.0377415	0.493846	0.231862	0.300894	0.0508613	0.101509	0.0663534	0.0718843	0.002643	0.00348658	0.0044578	0.000157562	0.000754158	0.0126635	0.00764856	0.00542669	0.00606908	0.00295269	0.0011455	0.000457913	0.00261862	0.0064812	0.0384972	0.0258503	0.00202476	0.0050015	0.00789526
86	0	-1605.975	-1699.603	93.62802	0.212151	0.309778	0.0555907	0.066797	0.13426	0.00374648	0.0158511	0.00469415	0.00341133	0.00357432	0.0635742	0.00909428	0.464976	0.00275236	0.459603	0.215898	0.32563	0.0602848	0.0702083	0.137834	0.0405056	0.00169528	0.00168614	0.00562509	0.00414248	0.00353826	0.00494041	0.00306431	0.0125714	0.00305604	0.00261262	0.00555525	0.00346002	0.00755746	0.00747253	0.0368642	0.00241868	0.00615384	0.0100668	0.0103011
87	1	-1634.111	-1721.933	87.8219	0.226484	0.315115	0.0396598	0.0720109	0.0603404	0.003058	0.0060782	0.00650553	0.00877852	0.0176028	0.120952	0.251116	0.0963451	0.0377415	0.493846	0.229542	0.321193	0.0461653	0.0807894	0.0779432	0.0718843	0.00296765	0.00374079	0.00407003	0.000154302	0.000747276	0.0125664	0.00956306	0.00637972	0.00567941	0.00286543	0.000975135	0.000415721	0.00260564	0.00575312	0.0351189	0.0281272	0.0018719	0.00528175	0.00796262
88	0	-1606.261	-1699.208	92.94775	0.175794	0.353314	0.0564683	0.0550859	0.146547	0.00388817	0.0150711	0.00486362	0.00290728	0.00357432	0.0635742	0.00909428	0.464976	0.00275236	0.459603	0.179682	0.368385	0.0613319	0.0579932	0.150121	0.0457093	0.00163592	0.00140507	0.0049245	0.00414248	0.0036944	0.00519868	0.00366597	0.0137825	0.00305647	0.00274641	0.00568047	0.00358595	0.00721919	0.00625263	0.0365469	0.00252879	0.00575767	0.0123748	0.010592
89	1	-1634.57	-1722.113	87.5436	0.21989	0.307918	0.033561	0.0581946	0.070005	0.00295438	0.0060473	0.00797827	0.00961533	0.0154273	0.120952	0.251116	0.0963451	0.0377415	0.493846	0.222845	0.313965	0.0415393	0.0678099	0.0854323	0.0709499	0.00320776	0.00343827	0.00351585	0.000154302	0.000866191	0.0143507	0.00956306	0.00655491	0.00622422	0.00292377	0.000859666	0.000411798	0.00291081	0.00565399	0.0333408	0.0310017	0.00183131	0.00654228	0.00738358
90	0	-1603.337	-1696.869	93.53193	0.191278	0.318355	0.0543837	0.059523	0.167916	0.00286267	0.0157192	0.00580096	0.00334202	0.00333862	0.0627232	0.00897255	0.472137	0.00271551	0.453451	0.19414	0.334074	0.0601847	0.062865	0.171255	0.0395666	0.0015499	0.00156833	0.00456263	0.00459449	0.00343629	0.00505127	0.00362501	0.0149592	0.00306929	0.00274641	0.0051781	0.00388699	0.00627907	0.0064254	0.0375424	0.00275363	0.00575767	0.0120021	0.0104203
91	1	-1634.23	-1721.969	87.73834	0.219925	0.3283	0.0331629	0.0568507	0.0639184	0.00291935	0.00590925	0.00837638	0.00975961	0.0141491	0.120952	0.251116	0.0963451	0.0377415	0.493846	0.222845	0.334209	0.0415393	0.0666103	0.0780675	0.0733289	0.00274542	0.00339212	0.00370173	0.00014769	0.000866191	0.0134902	0.0101937	0.00650179	0.00656234	0.00306655	0.000880148	0.000415583	0.00342944	0.00616918	0.0317896	0.0284106	0.00227717	0.00661142	0.00702382
92	0	-1604.482	-1697.517	93.03473	0.210978	0.32212	0.0603714	0.0828049	0.139424	0.00293845	0.0157569	0.00482679	0.00297245	0.00299682	0.0627232	0.00897255	0.472137	0.00271551	0.453451	0.213916	0.337877	0.0651982	0.0857773	0.142421	0.0405118	0.00159191	0.00150355	0.00442748	0.00459449	0.00325165	0.0050134	0.0034118	0.0144745	0.00394245	0.00245023	0.00475337	0.00393079	0.00633139	0.0064254	0.0405929	0.00275499	0.00615426	0.0120049	0.0110538
93	1	-1633.1	-1722.725	89.6249	0.240023	0.353805	0.0305051	0.0556262	0.0610554	0.00247251	0.00691202	0.00812128	0.0101671	0.0129337	0.146599	0.0923184	0.116775	0.0457444	0.598563	0.242496	0.360717	0.0386264	0.0657933	0.0739891	0.0657139	0.00256245	0.00329945	0.003572	0.000174603	0.00079536	0.013358	0.00990996	0.00643251	0.00683692	0.00322963	0.00096124	0.000397755	0.00274859	0.0073466	0.0288411	0.0262156	0.00214878	0.00684479	0.00604049
94	0	-1604.761	-1698.139	93.37767	0.22794	0.341349	0.0560094	0.0706103	0.139166	0.00290803	0.0164286	0.00581367	0.00275824	0.00282495	0.0627232	0.00897255	0.472137	0.00271551	0.453451	0.230848	0.357778	0.0618231	0.0733685	0.141991	0.042767	0.00141526	0.00118572	0.00388112	0.00440253	0.00326388	0.00530575	0.00386729	0.0162461	0.00370714	0.00222485	0.00469294	0.00412827	0.00621076	0.00601009	0.036929	0.00269555	0.00701505	0.00886215	0.0117727
95	1	-1629.221	-1719.408	90.18661	0.223571	0.315947	0.0297033	0.0564188	0.05313	0.00247544	0.00577735	0.00759723	0.00986199	0.0144857	0.146599	0.0923184	0.116775	0.0457444	0.598563	0.226046	0.321724	0.0373005	0.0662808	0.0676157	0.0682475	0.00266387	0.00266273	0.003572	0.000238466	0.000778383	0.0123889	0.0112629	0.0064034	0.00865392	0.00296029	0.000947479	0.000397755	0.00267867	0.00678987	0.0281334	0.0242707	0.00200043	0.00517578	0.00647637
96	0	-1602.228	-1696.005	93.77711	0.204472	0.32719	0.05021	0.0682864	0.139011	0.00262653	0.0152566	0.00598413	0.00268644	0.00312525	0.0627232	0.00897255	0.472137	0.00271551	0.453451	0.207098	0.342447	0.0561941	0.0709728	0.142136	0.0420112	0.0014653	0.00110856	0.00373943	0.00435983	0.00356736	0.0059179	0.00376671	0.0178217	0.00380708	0.0023619	0.00459145	0.00440101	0.00596355	0.00517	0.036333	0.00267617	0.00694614	0.00954762	0.0106754
97	1	-1627.123	-1718.287	91.16361	0.211523	0.298385	0.0331139	0.0506334	0.050438	0.0023345	0.00625084	0.00759723	0.00955681	0.0121617	0.0786102	0.0495035	0.526392	0.0245293	0.320965	0.213858	0.304636	0.0407111	0.0601902	0.0625997	0.0682475	0.00254683	0.00255588	0.00323848	0.00025322	0.000803633	0.0112638	0.0100486	0.00706694	0.00773537	0.00278473	0.00102389	0.000382402	0.00262562	0.00652637	0.0278517	0.025435	0.00197418	0.00419478	0.00570597
98	0	-1600.943	-1694.237	93.29366	0.194583	0.32395	0.0516982	0.0713626	0.145845	0.00289765	0.0143297	0.00699045	0.0025469	0.00301688	0.0627232	0.00897255	0.472137	0.00271551	0.453451	0.197481	0.33828	0.0586887	0.0739095	0.148862	0.0445194	0.00152906	0.00110856	0.00408065	0.00475078	0.00361054	0.00545871	0.00386279	0.0209515	0.0032533	0.0023619	0.00399021	0.00421589	0.00620802	0.00556127	0.0326851	0.00316371	0.00625705	0.0102913	0.0106894
99	1	-1627.122	-1717.897	90.77437	0.206554	0.313319	0.0325334	0.0541109	0.0498344	0.00273861	0.00564169	0.00781704	0.00843765	0.0127653	0.0786102	0.0495035	0.526392	0.0245293	0.320965	0.209293	0.31896	0.0403505	0.0625485	0.0625997	0.0628584	0.00254683	0.00274577	0.00301068	0.000263343	0.000743809	0.0106372	0.00955873	0.00657841	0.00893636	0.00327649	0.000977055	0.000308235	0.00274425	0.00778081	0.0331852	0.0269389	0.00200853	0.00398359	0.00561285
