Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
50	-3243.824	-3332.47	88.64533	0.191582	0.319468	0.0477687	0.012516	0.0646419	0.00953307	0.0110038	0.00996434	0.00692238	0.0032965	0.0186242	0.356165	0.528195	0.0107744	0.0862419	0.201115	0.330472	0.057733	0.0194384	0.0679384	0.0483026	0.00069948	0.000340558	0.000328821	0.0366001	0.00209383	0.0096828	0.00422858	0.00628055	0.00963174	0.0345219	0.000594518	0.0227584	0.00304384	0.000958994	0.00397909	0.0143668	0.00433678	0.0024099	0.00636513
51	-3242.237	-3331.693	89.45552	0.192543	0.321254	0.0465792	0.010231	0.0628239	0.00857181	0.0118083	0.0111538	0.00778697	0.00275385	0.0186242	0.356165	0.528195	0.0107744	0.0862419	0.201115	0.333063	0.057733	0.018018	0.0655777	0.0455203	0.00069036	0.000377123	0.000265898	0.0375079	0.00206695	0.00907633	0.00392063	0.00838491	0.00857615	0.0313988	0.000594518	0.0219199	0.00288909	0.000888179	0.00374471	0.0138938	0.00462634	0.00224196	0.00755713
52	-3240.939	-3328.555	87.61529	0.177051	0.348204	0.0512378	0.0108668	0.0562703	0.00831956	0.012083	0.00897375	0.00736973	0.00277309	0.0186242	0.356165	0.528195	0.0107744	0.0862419	0.185371	0.360287	0.0602116	0.0182366	0.0590434	0.0435425	0.000701071	0.00039183	0.000254086	0.0421153	0.00193838	0.00868994	0.00369505	0.00898414	0.00804219	0.0422871	0.000555719	0.0253014	0.00352108	0.000948385	0.00386604	0.0125858	0.00474506	0.00216506	0.00797365
53	-3241.233	-3329.384	88.15055	0.184095	0.346823	0.0423955	0.0117247	0.0533586	0.00729181	0.0110368	0.0102181	0.00705691	0.00245972	0.0183251	0.366505	0.519712	0.0106014	0.0848569	0.191387	0.35786	0.0526136	0.0187816	0.0558183	0.0428851	0.000724748	0.000394674	0.000219671	0.0434253	0.00180383	0.0100494	0.00334701	0.0102037	0.0073402	0.0387996	0.000533132	0.0235246	0.00299992	0.000974279	0.00364693	0.015954	0.0048326	0.00221021	0.00736815
54	-3239.079	-3327.468	88.38903	0.1758	0.346566	0.0383399	0.00991243	0.0551194	0.00727247	0.0112945	0.011527	0.00732742	0.00259167	0.0183251	0.366505	0.519712	0.0106014	0.0848569	0.183072	0.35786	0.0498669	0.0172398	0.057711	0.0401957	0.000726081	0.000417983	0.000237797	0.0464403	0.0019008	0.00909618	0.0030238	0.0102376	0.00653148	0.0360237	0.000456506	0.0258211	0.00247402	0.000974279	0.00349786	0.0161448	0.00421199	0.00222054	0.00822482
55	-3241.026	-3328.04	87.01471	0.181908	0.299211	0.0355534	0.00957649	0.0487129	0.00743529	0.0108552	0.0106406	0.00766336	0.00215361	0.018923	0.378462	0.536667	0.0109473	0.0550013	0.189343	0.310066	0.0461941	0.0172398	0.0508665	0.0411664	0.000691704	0.000424548	0.000230741	0.0530028	0.0025304	0.00971218	0.0030238	0.0102763	0.00783684	0.0393521	0.000394377	0.0266884	0.00264406	0.00107302	0.00279697	0.0173471	0.00423597	0.00210095	0.00768706
56	-3240.626	-3326.923	86.29691	0.153943	0.310806	0.0295083	0.012357	0.0409643	0.00682806	0.0105033	0.0106406	0.00720498	0.00223747	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.160771	0.321309	0.0401489	0.019562	0.0432018	0.0429203	0.000631958	0.000421144	0.000187554	0.0655846	0.00291942	0.00922697	0.00307185	0.008631	0.00767712	0.0393521	0.000364776	0.026627	0.00258185	0.000938091	0.0024502	0.0153296	0.00382508	0.00200113	0.00716226
57	-3241.436	-3328.022	86.58595	0.186432	0.295241	0.0297222	0.0154055	0.0396669	0.00810883	0.00898885	0.0104268	0.00697514	0.00275239	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.194541	0.30423	0.0401489	0.0223807	0.0424193	0.0537143	0.000633859	0.000371858	0.000179557	0.0541811	0.0026749	0.00941149	0.00355893	0.0106112	0.00755874	0.0324291	0.000371467	0.0242623	0.00256343	0.000777539	0.00276494	0.0171199	0.00390731	0.00158561	0.00791467
58	-3239.822	-3326.059	86.23685	0.154446	0.345005	0.0318402	0.0171772	0.0456415	0.00850882	0.0102704	0.00955825	0.00668117	0.00245043	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.162954	0.355276	0.0413984	0.0238584	0.048092	0.0541802	0.000599142	0.000359595	0.000179557	0.058892	0.00261854	0.00842794	0.00337183	0.0109361	0.00755039	0.0296135	0.000473504	0.0250944	0.00271981	0.000838904	0.00300481	0.0151395	0.0042588	0.00182649	0.00811762
59	-3244.874	-3331.447	86.57324	0.157395	0.407094	0.0294233	0.020589	0.0411035	0.0105733	0.0110909	0.0108657	0.006303	0.00262991	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.167968	0.418185	0.040289	0.026892	0.0437334	0.0476159	0.000589589	0.000341807	0.000193338	0.054162	0.00231295	0.00803424	0.00356056	0.0101435	0.00827124	0.0304868	0.000550093	0.026911	0.0025046	0.000831305	0.00286804	0.0166184	0.00372544	0.00168666	0.00961862
60	-3242.681	-3328.286	85.60472	0.189918	0.372302	0.0241354	0.0208967	0.0382707	0.00983055	0.0111221	0.0127023	0.00673468	0.00262991	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.199749	0.383424	0.0368377	0.0276314	0.0409006	0.0485426	0.000585055	0.000271951	0.000149882	0.0562569	0.00212417	0.00795779	0.00390905	0.00952194	0.00827124	0.0294602	0.000606389	0.0279241	0.00284784	0.000832726	0.00263922	0.0210382	0.00352443	0.00162795	0.00934304
61	-3237.683	-3325.129	87.44545	0.174471	0.346367	0.0263779	0.02378	0.0475915	0.0102159	0.0113358	0.0119044	0.00610072	0.00239447	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.184687	0.357703	0.0382823	0.0298807	0.049986	0.045707	0.000554849	0.000286066	0.000135823	0.0482403	0.00237081	0.00678363	0.00362652	0.00878891	0.00884134	0.0292231	0.000593564	0.0307171	0.0026813	0.000875309	0.00307725	0.0183395	0.00360302	0.00158403	0.00790073
62	-3237.199	-3323.956	86.75652	0.163658	0.339045	0.0295887	0.0221697	0.0417473	0.0104638	0.0133746	0.00933549	0.00618465	0.00273898	0.0186311	0.372625	0.52839	0.0262012	0.054153	0.174122	0.352419	0.0389242	0.0283544	0.0444863	0.0461743	0.000563747	0.000286066	0.000116889	0.0496842	0.00263757	0.00586525	0.0039014	0.00903645	0.00884134	0.0296633	0.000587061	0.0316155	0.0029024	0.000993602	0.00344909	0.0183687	0.00439702	0.00184772	0.00912134
63	-3239.829	-3325.478	85.64931	0.15124	0.308069	0.0279343	0.0234936	0.0449215	0.0123939	0.0117484	0.0106803	0.00680277	0.00279775	0.106165	0.339388	0.48126	0.0238642	0.0493228	0.163634	0.319817	0.0386146	0.0302964	0.0477192	0.0497296	0.000563747	0.000262244	0.000116889	0.0514078	0.00303622	0.00600173	0.00398249	0.00890731	0.00884176	0.0268242	0.000700067	0.0323818	0.00312399	0.000979614	0.0028615	0.0195701	0.00495239	0.00160374	0.0105267
64	-3236.669	-3325.181	88.51185	0.172482	0.313024	0.0314243	0.0202961	0.0460465	0.0112525	0.0117164	0.00955099	0.00675024	0.00300279	0.106165	0.339388	0.48126	0.0238642	0.0493228	0.183734	0.324741	0.0409753	0.0270463	0.0490493	0.0448016	0.00053265	0.00024518	0.000123224	0.0445136	0.00269111	0.00568229	0.00352434	0.00958528	0.00799261	0.0193801	0.000772599	0.0298013	0.00327338	0.000905565	0.00334864	0.0201399	0.00619833	0.00168751	0.0101448
65	-3237.219	-3325.289	88.07	0.158289	0.312008	0.0295216	0.0166514	0.0454316	0.0123013	0.0127324	0.00883504	0.00709316	0.00267408	0.106165	0.339388	0.48126	0.0238642	0.0493228	0.170591	0.324741	0.0383567	0.0237446	0.0481057	0.0434181	0.000567559	0.000236879	0.000110432	0.0420814	0.00296933	0.00520875	0.00320312	0.0118828	0.00720366	0.0186784	0.000767217	0.0369809	0.00247843	0.000780863	0.00362359	0.020542	0.00678924	0.00150128	0.0115703
66	-3237.092	-3323.97	86.87752	0.167102	0.324817	0.0288246	0.0192959	0.041965	0.0125088	0.0115325	0.00851614	0.00709316	0.00300126	0.0908539	0.290443	0.411855	0.0204226	0.186426	0.179611	0.336349	0.0373408	0.0263891	0.0449663	0.0428876	0.000547666	0.000222815	0.000117076	0.0453698	0.00323191	0.00520875	0.00341809	0.0119496	0.00674807	0.0194522	0.000937727	0.0378332	0.00247843	0.000791316	0.0041673	0.0225237	0.00685668	0.001563	0.0124822
67	-3238.395	-3323.514	85.11889	0.183857	0.328855	0.0437015	0.024784	0.0406023	0.0114557	0.0108649	0.00822791	0.00726555	0.00302733	0.114137	0.108601	0.517402	0.0256564	0.234202	0.195313	0.33972	0.0519294	0.0320495	0.0436296	0.0461755	0.000591535	0.000271104	0.000123036	0.0535616	0.00371274	0.005206	0.00341809	0.0142884	0.00657896	0.0204402	0.00107033	0.0332165	0.00277733	0.00078857	0.00353846	0.0222192	0.00662781	0.00145957	0.0125715
68	-3238.873	-3322.304	83.43124	0.174141	0.31816	0.0474446	0.0263113	0.0402642	0.0102573	0.0107689	0.00865903	0.00584612	0.00302733	0.0917864	0.0873345	0.416082	0.0206322	0.384165	0.184399	0.328929	0.0561036	0.0321574	0.0432915	0.0538055	0.000535204	0.000260061	0.000113904	0.0583279	0.00368747	0.00501712	0.00339895	0.0159082	0.00733742	0.021606	0.00101299	0.0332165	0.00269218	0.000673793	0.00358712	0.0212032	0.00752004	0.00160633	0.0119741
69	-3239.819	-3322.823	83.00402	0.169828	0.316264	0.0446498	0.0278159	0.0369899	0.0102517	0.0117014	0.00836636	0.00557367	0.00326694	0.0917864	0.0873345	0.416082	0.0206322	0.384165	0.18008	0.327966	0.0530162	0.0333896	0.0402568	0.0472788	0.000627822	0.000317119	0.000115983	0.0589458	0.00404248	0.00532771	0.00322093	0.0162802	0.00749136	0.0239117	0.00107336	0.0322759	0.00289596	0.000651209	0.00348723	0.024657	0.00898521	0.00168027	0.0137165
70	-3241.513	-3322.975	81.46224	0.173653	0.319823	0.0454445	0.0200737	0.0307702	0.0116626	0.011117	0.00892886	0.00719899	0.00338575	0.0917864	0.0873345	0.416082	0.0206322	0.384165	0.185316	0.33094	0.0543733	0.0272727	0.034156	0.0504315	0.000621235	0.000300574	0.000122775	0.0640184	0.00399787	0.00607104	0.00319515	0.0141039	0.00902555	0.0277503	0.00125564	0.0296526	0.00289596	0.000645387	0.00348723	0.024657	0.00940511	0.00171237	0.0141603
71	-3241.575	-3323.419	81.84427	0.186192	0.337826	0.0507097	0.0228084	0.0303531	0.0127799	0.0098888	0.00767764	0.00607562	0.00333253	0.0917864	0.0873345	0.416082	0.0206322	0.384165	0.198972	0.347714	0.0583873	0.028884	0.0336857	0.0519678	0.00066998	0.00039229	0.000129401	0.063466	0.00365125	0.00536954	0.00306926	0.0150811	0.00833749	0.0286027	0.00125403	0.0271245	0.00273528	0.000771642	0.00359047	0.024657	0.0102848	0.00177267	0.0126782
72	-3241.415	-3322.866	81.45056	0.161129	0.348441	0.0502895	0.025239	0.0209039	0.0127799	0.0102358	0.00822952	0.00589162	0.00386473	0.0917864	0.0873345	0.416082	0.0206322	0.384165	0.173909	0.358677	0.058519	0.0311306	0.0247686	0.0532329	0.000675828	0.000355868	0.000131478	0.0606618	0.00377274	0.00519549	0.00306926	0.0150811	0.00886526	0.0293495	0.00125403	0.0297778	0.00288825	0.000850806	0.00323306	0.026368	0.00955	0.00177907	0.0132905
73	-3241.051	-3322.813	81.76165	0.1673	0.314805	0.0454183	0.0275925	0.0175029	0.0134534	0.0102841	0.00857136	0.00515592	0.00357908	0.0933346	0.0719403	0.4231	0.0209802	0.390645	0.180753	0.325089	0.0539896	0.0327485	0.021082	0.0532329	0.00067576	0.000373155	0.000119725	0.0656053	0.00367822	0.00570526	0.00322797	0.0143922	0.00704917	0.0294843	0.00131043	0.0282101	0.00352235	0.000823321	0.00264792	0.0247819	0.00955	0.00209842	0.0132905
74	-3240.682	-3323.178	82.49602	0.171704	0.32371	0.0443464	0.0311324	0.0182993	0.0121682	0.0104882	0.00857136	0.00548044	0.00382844	0.0933346	0.0719403	0.4231	0.0209802	0.390645	0.183872	0.334199	0.0529178	0.0366129	0.0221277	0.0538182	0.000627293	0.000404796	0.000121542	0.0680511	0.00284806	0.00592609	0.00319509	0.0146063	0.00836229	0.0289455	0.00128859	0.0224663	0.00333533	0.000923615	0.00246174	0.0230704	0.00984425	0.00209842	0.0101725
75	-3240.705	-3323.049	82.34429	0.163379	0.325863	0.0467337	0.0305144	0.016727	0.0128421	0.0128382	0.00953879	0.0054818	0.00374141	0.140779	0.108509	0.605847	0.0316449	0.113221	0.176222	0.338701	0.0562725	0.0359962	0.0204684	0.0516046	0.000526898	0.000484488	0.000129076	0.0741485	0.00277371	0.00647107	0.00276148	0.0129853	0.00880153	0.0292229	0.00112031	0.0232717	0.00359118	0.000856231	0.00246452	0.0209576	0.00853312	0.00214266	0.00878083
76	-3239.931	-3322.732	82.80094	0.173374	0.334849	0.053704	0.0325861	0.0163926	0.0125168	0.0120834	0.00808795	0.00467355	0.00369141	0.136351	0.105097	0.618243	0.0306497	0.10966	0.185891	0.346933	0.0617919	0.0372597	0.0200841	0.0527848	0.000543979	0.000535412	0.000123234	0.0724255	0.00232546	0.00627511	0.00305351	0.013367	0.00684236	0.027152	0.00109918	0.0269869	0.0036762	0.00082994	0.0022476	0.020748	0.00947136	0.00205165	0.00745475
77	-3239.523	-3322.82	83.29679	0.171737	0.318226	0.0534144	0.0339317	0.016837	0.0125328	0.0100693	0.00752379	0.00443674	0.00358134	0.136351	0.105097	0.618243	0.0306497	0.10966	0.18427	0.328295	0.0609382	0.0383684	0.0204183	0.0510338	0.000613524	0.000491079	0.000123234	0.0685318	0.00244293	0.00620412	0.00306345	0.0115689	0.00810713	0.0283006	0.000959608	0.0254546	0.00504645	0.000845956	0.00200865	0.0245659	0.0103067	0.00212418	0.00724534
78	-3239.243	-3323.021	83.77798	0.18213	0.318335	0.0459936	0.0315996	0.0174255	0.0155555	0.00995989	0.00771708	0.00449864	0.0033893	0.136351	0.105097	0.618243	0.0306497	0.10966	0.197686	0.328295	0.0537107	0.0360982	0.0208148	0.0544495	0.000613524	0.000488664	0.00012569	0.0611641	0.00253416	0.00645073	0.00292632	0.0101347	0.00778727	0.0283031	0.00100078	0.0256488	0.00463522	0.000925671	0.00190095	0.0241491	0.0113223	0.00222702	0.00797778
79	-3239.215	-3323.173	83.95836	0.180043	0.32281	0.0461901	0.0301243	0.0197908	0.0176433	0.00914886	0.00752059	0.00465589	0.00365952	0.0724431	0.0558376	0.328471	0.0162841	0.526964	0.197686	0.331959	0.0537107	0.0347802	0.0234503	0.0508232	0.000720837	0.000483632	0.000118724	0.0559133	0.00267015	0.00668588	0.00268618	0.0108922	0.00847339	0.0266957	0.000859737	0.0332549	0.00444879	0.000764569	0.00192139	0.0244923	0.0103733	0.00190047	0.0076042
80	-3237.47	-3323.451	85.98026	0.161907	0.334511	0.0345438	0.027061	0.0184457	0.0193227	0.00914886	0.00856451	0.00534923	0.00378929	0.0724431	0.0558376	0.328471	0.0162841	0.526964	0.18123	0.343659	0.0431083	0.0324103	0.022235	0.0466031	0.000804399	0.000426104	0.000119142	0.0500617	0.00297482	0.00627038	0.00285032	0.0108922	0.00696993	0.0268358	0.000923189	0.0332549	0.00448669	0.000739549	0.00181365	0.0212938	0.0106892	0.00180384	0.00689655
81	-3237.038	-3322.878	85.84013	0.171685	0.313412	0.0290958	0.0295935	0.0191174	0.0153376	0.00999125	0.0106796	0.00559571	0.00386459	0.0724431	0.0558376	0.328471	0.0162841	0.526964	0.187022	0.323403	0.0397755	0.0351892	0.022982	0.0467613	0.000796293	0.000426104	0.000121122	0.0535591	0.00299509	0.00607434	0.00244213	0.0121738	0.00714498	0.0243989	0.000929939	0.0332549	0.00468435	0.000739549	0.00181863	0.0198466	0.00982324	0.0015463	0.00711313
82	-3236.691	-3323.293	86.60159	0.170809	0.313845	0.0305088	0.033754	0.0193938	0.016213	0.00989821	0.0092667	0.00666542	0.00386459	0.0724431	0.0558376	0.328471	0.0162841	0.526964	0.187022	0.323743	0.0397755	0.0404195	0.0232584	0.0413029	0.000770659	0.000468475	0.000139568	0.0553913	0.00304792	0.00607434	0.00203436	0.011583	0.00608829	0.0238973	0.000952211	0.0304849	0.00484699	0.000797293	0.0015441	0.0209341	0.0101175	0.00131256	0.00745996
83	-3240.645	-3325.358	84.71309	0.189676	0.288519	0.0305559	0.0324612	0.0205135	0.0152762	0.0120306	0.00921954	0.00790281	0.00357747	0.0724431	0.0558376	0.328471	0.0162841	0.526964	0.204952	0.30055	0.0397755	0.040364	0.0240909	0.0415983	0.000829286	0.000373452	0.000151432	0.0553913	0.00241961	0.0064292	0.00200326	0.00983453	0.00565288	0.0271447	0.000995958	0.0348282	0.00479984	0.000788882	0.00134096	0.0261827	0.0110547	0.00123801	0.00823096
84	-3239.57	-3325.087	85.51755	0.186463	0.289232	0.02784	0.0298678	0.0183036	0.0184627	0.0113173	0.0092325	0.00752628	0.00393532	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.204925	0.30055	0.0370725	0.037394	0.0222389	0.0416399	0.000779047	0.00039315	0.00015102	0.0496619	0.0024132	0.00642468	0.00212782	0.0121768	0.00488619	0.0280998	0.0010548	0.0340713	0.00480201	0.000973164	0.00119958	0.0246793	0.0109547	0.00123801	0.00793815
85	-3240.208	-3323.254	83.04668	0.169235	0.317422	0.0277939	0.0298416	0.0186373	0.0177171	0.0114705	0.0097727	0.00755248	0.00389342	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.186952	0.328892	0.0375666	0.037394	0.0225307	0.0436183	0.000914062	0.000401207	0.000172912	0.0623862	0.00232742	0.00790639	0.00224231	0.0124231	0.00564587	0.0283755	0.000953748	0.0315885	0.00574992	0.000973164	0.00140848	0.0242131	0.0115492	0.00127429	0.00962774
86	-3241.165	-3324.002	82.83651	0.162663	0.311424	0.0247133	0.0294202	0.0186191	0.0179798	0.0129612	0.00960396	0.00680431	0.00436184	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.180642	0.324385	0.0343172	0.0362246	0.0229809	0.042833	0.00100408	0.00038561	0.000182825	0.0684658	0.00237801	0.00782552	0.00197662	0.0146533	0.00564587	0.0259879	0.000892334	0.0268204	0.00746454	0.000892518	0.00162024	0.0212849	0.012707	0.00123727	0.0112243
87	-3242.052	-3325.249	83.19682	0.161138	0.358317	0.0226156	0.0297663	0.0221821	0.0179798	0.0182085	0.00987664	0.00638874	0.00406287	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.179118	0.376525	0.0324923	0.036155	0.026245	0.0385409	0.00103329	0.00038561	0.000149295	0.0700853	0.00216058	0.00733507	0.00205624	0.0132679	0.00534484	0.0254703	0.000921359	0.0285893	0.00725847	0.000929221	0.00188987	0.0202341	0.0112955	0.00110171	0.0113827
88	-3239.234	-3324.399	85.16537	0.147255	0.332766	0.0216207	0.0287641	0.0184758	0.0164298	0.0209641	0.00898088	0.00513196	0.00507513	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.163685	0.353731	0.0306015	0.0338961	0.023551	0.0372339	0.00111025	0.000351744	0.000128841	0.0643405	0.00226785	0.00669055	0.00182226	0.015094	0.00471683	0.0238015	0.000777112	0.0271215	0.00708852	0.00145667	0.00188171	0.0180837	0.0117967	0.00114877	0.0110124
89	-3237.815	-3323.417	85.60249	0.157255	0.311335	0.0232169	0.0316997	0.0175864	0.016385	0.025979	0.00818121	0.00517478	0.00536561	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.17364	0.337314	0.0313981	0.0368745	0.022952	0.0378111	0.00122985	0.000394902	0.000134915	0.0625795	0.00240248	0.00588615	0.00182226	0.016164	0.00418205	0.0219419	0.000723844	0.0287793	0.00728924	0.00129619	0.00193122	0.0162471	0.00930239	0.00114271	0.0113282
90	-3237.834	-3324.518	86.684	0.154671	0.323686	0.0233989	0.030894	0.0125145	0.0163529	0.026636	0.0078041	0.00523582	0.0051706	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.171024	0.350322	0.031203	0.0361298	0.0176851	0.0360305	0.00107648	0.000444425	0.000134915	0.0529499	0.00240248	0.00616289	0.00158612	0.0164469	0.00363496	0.0287358	0.000711433	0.0262778	0.00777642	0.00142627	0.00193122	0.0166751	0.00898227	0.00118229	0.0122962
91	-3236.661	-3323.342	86.68128	0.169022	0.323686	0.0237971	0.0241065	0.0124134	0.0155871	0.026636	0.00937169	0.00519507	0.00491429	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.184609	0.350322	0.0331688	0.0293016	0.0173277	0.0369028	0.00127171	0.000400209	0.000123846	0.0529499	0.00242093	0.00550046	0.00146339	0.0162665	0.00404129	0.025328	0.000863591	0.0285197	0.00812783	0.00151277	0.00192003	0.015763	0.00922538	0.00122708	0.0131751
92	-3239.688	-3324.5	84.8125	0.183632	0.325103	0.0231242	0.0243921	0.0133372	0.0165355	0.0252184	0.00943351	0.0056723	0.00461294	0.0959994	0.0739943	0.43528	0.0215792	0.373147	0.200167	0.350322	0.0325577	0.0300644	0.0179502	0.0364107	0.00122416	0.000371484	0.0001179	0.0558988	0.00239669	0.00576993	0.001676	0.0154048	0.00463741	0.0279278	0.00101599	0.0308595	0.00964591	0.0015485	0.00202955	0.0182265	0.00861727	0.0013475	0.0146336
93	-3239.562	-3323.977	84.41477	0.168425	0.296826	0.0262562	0.025208	0.014143	0.020041	0.0278559	0.00891741	0.00539689	0.00479005	0.153404	0.0692956	0.407639	0.0202089	0.349452	0.188466	0.324682	0.0351736	0.0306049	0.018933	0.0375746	0.00122416	0.000382856	0.000133674	0.0591117	0.00204968	0.0058734	0.00228247	0.0181388	0.00537311	0.0279278	0.000963264	0.0266014	0.00837293	0.00201157	0.00220783	0.0181418	0.00857898	0.0013749	0.0126452
94	-3239.669	-3324.497	84.8277	0.162531	0.275469	0.0269999	0.0226385	0.0174765	0.0209062	0.0361943	0.0102027	0.00560665	0.00439317	0.153404	0.0692956	0.407639	0.0202089	0.349452	0.183438	0.311663	0.0372026	0.0282451	0.0218697	0.0403813	0.00128162	0.000477624	0.000149414	0.0551023	0.00183577	0.00575146	0.00238668	0.0173352	0.00512786	0.0253076	0.00106622	0.0253008	0.00837293	0.00200437	0.00236544	0.0164404	0.00878436	0.00102487	0.0140921
95	-3240.342	-3325.294	84.95205	0.171724	0.267944	0.0265581	0.0271367	0.0172315	0.0245287	0.0391942	0.0112629	0.00542976	0.00391278	0.241346	0.0847999	0.498845	0.0247305	0.150279	0.196252	0.307138	0.037821	0.0325664	0.0211443	0.0411276	0.00134845	0.00043448	0.000140682	0.0542862	0.00180212	0.0061012	0.00233186	0.0183488	0.0045185	0.0203145	0.000999611	0.0261843	0.00929464	0.00189486	0.00240345	0.0161702	0.00937736	0.00105105	0.0127821
96	-3243.748	-3328.213	84.46556	0.185265	0.246882	0.0318477	0.0233964	0.0183793	0.0223346	0.0414799	0.00935312	0.00596905	0.0041985	0.241346	0.0847999	0.498845	0.0247305	0.150279	0.2076	0.288362	0.0412008	0.0293655	0.0225778	0.0437272	0.00158808	0.000497936	0.000114521	0.0577254	0.00180212	0.00581232	0.00240477	0.0162901	0.00426502	0.0197436	0.00118373	0.0264903	0.00833963	0.00182947	0.00224132	0.0171204	0.00930465	0.00116753	0.0130186
97	-3243.863	-3328.035	84.17254	0.173672	0.249365	0.0414408	0.0234562	0.0185963	0.0234107	0.0389975	0.00950791	0.00590934	0.00398157	0.241346	0.0847999	0.498845	0.0247305	0.150279	0.197082	0.288362	0.0509487	0.0293655	0.0225778	0.046879	0.00155557	0.000568237	0.000104584	0.0485776	0.00173448	0.00644835	0.00283759	0.0198444	0.00396237	0.0230409	0.00107851	0.0281272	0.010046	0.00185267	0.00232886	0.013786	0.0092531	0.00106996	0.0130186
98	-3244.864	-3329.272	84.40877	0.171177	0.2513	0.0357045	0.0232033	0.0182191	0.0219876	0.0370615	0.00950791	0.00586788	0.00414404	0.466769	0.164005	0.0307537	0.0478294	0.290643	0.193165	0.288362	0.0452124	0.0290712	0.0223631	0.0484029	0.00123631	0.00062707	9.36407e-05	0.0473151	0.00159556	0.00611306	0.00249351	0.0198444	0.00419919	0.0206145	0.000939356	0.030793	0.00893782	0.00167695	0.00257479	0.0144496	0.00985195	0.00114961	0.0132325
99	-3244.016	-3327.876	83.86071	0.176099	0.260792	0.0273313	0.0228758	0.0158036	0.0243769	0.0324564	0.0108798	0.00646645	0.0035241	0.466769	0.164005	0.0307537	0.0478294	0.290643	0.200476	0.293248	0.0382112	0.0293423	0.0193277	0.0503776	0.00110555	0.000676974	8.56355e-05	0.048947	0.0018409	0.00573469	0.00243599	0.0181384	0.00479426	0.0211946	0.000980039	0.0298645	0.00870831	0.0019755	0.00230862	0.0151145	0.00923601	0.00123329	0.0170477
100	-3240.459	-3324.341	83.88223	0.162884	0.306975	0.0227266	0.0221798	0.0160903	0.0254259	0.0323834	0.0117158	0.00777019	0.00308131	0.466769	0.164005	0.0307537	0.0478294	0.290643	0.18831	0.339358	0.0344424	0.02995	0.0191716	0.0504331	0.00115726	0.000638544	8.34096e-05	0.0489286	0.00175756	0.00536447	0.00219637	0.0184375	0.00493404	0.0200121	0.00092977	0.0298645	0.00969567	0.00179486	0.00237962	0.0157528	0.00878035	0.00135282	0.0159877
