,,,Mico_acariensis,,,
,,,Mico_argentatus,,,
,,,Mico_chrysoleucus,,,
,,,Mico_emiliae,,,
,,,Mico_humeralifer,,,
,,,Mico_intermedius,,,
,,,Mico_leucippe,,,
,,,Mico_manicorensis,,,
,,,Mico_marcai,,,
,,,Mico_mauesi,,,
,,,Mico_melanurus,,,
,,,Mico_nigriceps,,,
,,,Mico_rondoni,,,
,,,Mico_saterei,,,
,,,Microcebus_arnholdi,,,
,,,Microcebus_berthae,,,
,,,Microcebus_bongolavensis,,,
,,,Microcebus_danfossi,,,
,,,Microcebus_gerpi,,,
,,,Microcebus_griseorufus,,,
,,,Microcebus_jollyae,,,
,,,Microcebus_lehilahytsara,,,
,,,Microcebus_macarthurii,,,
,,,Microcebus_mamiratra,,,
,,,Microcebus_margotmarshae,,,
,,,Microcebus_marohita,,,
,,,Microcebus_mittermeieri,,,
,,,Microcebus_murinus,,,
,,,Microcebus_myoxinus,,,
,,,Microcebus_ravelobensis,,,
,,,Microcebus_rufus,,,
,,,Microcebus_sambiranensis,,,
,,,Microcebus_simmonsi,,,
,,,Microcebus_tanosi,,,
,,,Microcebus_tavaratra,,,
,,,Miopithecus_ogouensis,,,
,,,Miopithecus_talapoin,,,
,,,Mirza_coquereli,,,
,,,Mirza_zaza,,,
,,,Nasalis_larvatus,,,
,,,Nomascus_annamensis,,,
,,,Nomascus_concolor,,,
,,,Nomascus_gabriellae,,,
,,,Nomascus_hainanus,,,
,,,Nomascus_leucogenys,,,
,,,Nomascus_nasutus,,,
,,,Nomascus_siki,,,
,,,Nycticebus_bengalensis,,,
,,,Nycticebus_coucang,,,
,,,Nycticebus_javanicus,,,
,,,Nycticebus_kayan,,,
,,,Nycticebus_menagensis,,,
,,,Nycticebus_pygmaeus,,,
,,,Oreonax_flavicauda,,,
,,,Otolemur_crassicaudatus,,,
,,,Otolemur_garnettii,,,
,,,Palaeopropithecus_ingens,,,
,,,Pan_paniscus,,,
,,,Pan_troglodytes,,,
,,,Papio_anubis,,,
,,,Papio_cynocephalus,,,
,,,Papio_hamadryas,,,
,,,Papio_papio,,,
,,,Papio_ursinus,,,
,,,Perodicticus_potto,,,
,,,Phaner_electromontis,,,
,,,Phaner_furcifer,,,
,,,Phaner_pallescens,,,
,,,Phaner_parienti,,,
,,,Pithecia_aequatorialis,,,
,,,Pithecia_albicans,,,
,,,Pithecia_cazuzai,,,
,,,Pithecia_chrysocephala,,,
,,,Pithecia_hirsuta,,,
,,,Pithecia_insuta,,,
,,,Pithecia_irrorata,,,
,,,Pithecia_isabela,,,
,,,Pithecia_milleri,,,
,,,Pithecia_mittermeieri,,,
,,,Pithecia_monachus,,,
,,,Pithecia_napensis,,,
,,,Pithecia_pissinattii,,,
,,,Pithecia_pithecia,,,
,,,Pithecia_rylandsi,,,
,,,Pithecia_vanzolinii,,,
,,,Pongo_abelii,,,
,,,Pongo_pygmaeus,,,
,,,Presbytis_chrysomelas,,,
,,,Presbytis_comata,,,
,,,Presbytis_femoralis,,,
,,,Presbytis_frontata,,,
,,,Presbytis_hosei,,,
,,,Presbytis_melalophos,,,
,,,Presbytis_natunae,,,
,,,Presbytis_potenziani,,,
,,,Presbytis_rubicunda,,,
,,,Presbytis_siamensis,,,
,,,Presbytis_thomasi,,,
,,,Procolobus_badius,,,
,,,Procolobus_gordonorum,,,
,,,Procolobus_kirkii,,,
,,,Procolobus_pennantii,,,
,,,Procolobus_preussi,,,
,,,Procolobus_rufomitratus,,,
,,,Procolobus_verus,,,
,,,Prolemur_simus,,,
,,,Propithecus_candidus,,,
,,,Propithecus_coquereli,,,
,,,Propithecus_coronatus,,,
,,,Propithecus_deckenii,,,
,,,Propithecus_diadema,,,
,,,Propithecus_edwardsi,,,
,,,Propithecus_perrieri,,,
,,,Propithecus_tattersalli,,,
,,,Propithecus_verreauxi,,,
,,,Pygathrix_cinerea,,,
,,,Pygathrix_nemaeus,,,
,,,Pygathrix_nigripes,,,
,,,Rhinopithecus_avunculus,,,
,,,Rhinopithecus_bieti,,,
,,,Rhinopithecus_brelichi,,,
,,,Rhinopithecus_roxellana,,,
,,,Rhinopithecus_strykeri,,,
,,,Rungwecebus_kipunji,,,
,,,Saguinus_bicolor,,,
,,,Saguinus_geoffroyi,,,
,,,Saguinus_imperator,,,
,,,Saguinus_inustus,,,
,,,Saguinus_labiatus,,,
,,,Saguinus_leucopus,,,
,,,Saguinus_martinsi,,,
,,,Saguinus_midas,,,
,,,Saguinus_mystax,,,
,,,Saguinus_niger,,,
,,,Saguinus_oedipus,,,
,,,Saimiri_boliviensis,,,
,,,Saimiri_oerstedii,,,
,,,Saimiri_sciureus,,,
,,,Saimiri_ustus,,,
,,,Saimiri_vanzolinii,,,
,,,Sapajus_apella,,,
,,,Sapajus_cay,,,
,,,Sapajus_flavius,,,
,,,Sapajus_libidinosus,,,
,,,Sapajus_macrocephalus,,,
,,,Sapajus_nigritus,,,
,,,Sapajus_robustus,,,
,,,Sapajus_xanthosternos,,,
,,,Sciurocheirus_alleni,,,
,,,Sciurocheirus_gabonensis,,,
,,,Sciurocheirus_makandensis,,,
,,,Semnopithecus_ajax,,,
,,,Semnopithecus_dussumieri,,,
,,,Semnopithecus_entellus,,,
,,,Semnopithecus_hector,,,
,,,Semnopithecus_hypoleucos,,,
,,,Semnopithecus_priam,,,
,,,Semnopithecus_schistaceus,,,
,,,Simias_concolor,,,
,,,Symphalangus_syndactylus,,,
,,,Tarsius_bancanus,,,
,,,Tarsius_dentatus,,,
,,,Tarsius_lariang,,,
,,,Tarsius_pelengensis,,,
,,,Tarsius_pumilus,,,
,,,Tarsius_sangirensis,,,
,,,Tarsius_syrichta,,,
,,,Tarsius_tarsier,,,
,,,Tarsius_tumpara,,,
,,,Tarsius_wallacei,,,
,,,Theropithecus_gelada,,,
,,,Trachypithecus_auratus,,,
,,,Trachypithecus_barbei,,,
,,,Trachypithecus_cristatus,,,
,,,Trachypithecus_delacouri,,,
,,,Trachypithecus_francoisi,,,
,,,Trachypithecus_geei,,,
,,,Trachypithecus_germaini,,,
,,,Trachypithecus_hatinhensis,,,
,,,Trachypithecus_johnii,,,
,,,Trachypithecus_laotum,,,
,,,Trachypithecus_obscurus,,,
,,,Trachypithecus_phayrei,,,
,,,Trachypithecus_pileatus,,,
,,,Trachypithecus_poliocephalus,,,
,,,Trachypithecus_shortridgei,,,
,,,Trachypithecus_vetulus,,,
,,,Varecia_rubra,,,
,,,Varecia_variegata,,,
,,,Xenothrix_mcgregori,,,
