Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
6115	1	-66.39096	-74.91217	8.521212	0.018547	0.0224826	0.02042021	0.1426511	0.00992087	0.170984	0.04118622	2.11043	0.105852	0.0754807	0.611154	0.207513	0.0001821808	0.01349792
6116	0	-67.29575	-77.3348	10.03905	0.0142694	0.0202265	0.01698878	0.2586239	0.00249151	0.221759	0.02350564	3.327482	0.12657	0.0475197	0.0287622	0.797149	0.005626297	0.0009122778
6117	1	-65.17095	-76.66553	11.49458	0.0121892	0.0147756	0.01342024	0.1426511	0.0101918	0.0890615	0.03012808	1.606947	0.118903	0.0847868	0.563213	0.233098	0.002452514	0.01349792
6118	0	-65.74851	-76.01932	10.2708	0.0166148	0.0196738	0.01807974	0.1252765	0.00528766	0.129498	0.02616756	2.370894	0.0725558	0.0272406	0.44324	0.456964	0.005626297	0.009273105
6119	1	-67.87813	-76.5826	8.704477	0.00193389	0.0124617	0.00490912	1.381137	0.0176822	0.154516	0.05227031	1.606947	0.387941	0.0884806	0.370315	0.153263	0.004618674	0.002786344
6120	0	-64.58712	-75.7434	11.15628	0.0116713	0.0143215	0.01292869	0.1516922	0.00528766	0.129498	0.02616756	2.370894	0.0725558	0.0272406	0.44324	0.456964	0.00383595	0.009273105
6121	1	-65.80289	-77.9275	12.12461	0.00263852	0.0170022	0.006697801	1.381137	0.00844573	0.0738031	0.0249664	1.606947	0.387941	0.0884806	0.370315	0.153263	0.004618674	0.002786344
6122	0	-66.00535	-80.7926	14.78725	0.00676417	0.00830012	0.007492891	0.1516922	0.00770471	0.057733	0.02109066	1.492978	0.330473	0.111086	0.457234	0.101206	0.0003343329	0.007349137
6123	1	-67.96001	-76.41881	8.458794	0.00385176	0.0248201	0.009777583	1.381137	0.016188	0.121823	0.04440792	1.496168	0.329404	0.0751296	0.154779	0.440687	0.01306902	0.0005697486
6124	0	-64.91656	-78.39129	13.47473	0.00709864	0.00790904	0.007492891	0.08013656	0.00447606	0.0993768	0.02109066	2.298165	0.138972	0.0798027	0.255292	0.525934	0.002834014	0.005323832
6125	1	-67.83995	-78.13153	10.29158	0.00201566	0.0173572	0.00591492	1.596068	0.00923267	0.0900507	0.02883414	1.688406	0.508377	0.115949	0.238874	0.1368	0.01306902	0.001161812
6126	0	-65.99859	-76.05584	10.05725	0.00210602	0.0266585	0.007492891	1.88165	0.00415927	0.113705	0.02174695	2.452423	0.19368	0.111218	0.35579	0.339311	0.002834014	0.005323832
6127	1	-65.74227	-78.16461	12.42234	0.00173316	0.0149246	0.005085936	1.596068	0.0116861	0.071145	0.02883414	1.339026	0.508377	0.115949	0.238874	0.1368	0.0002466748	0.003354265
6128	0	-64.53784	-76.61595	12.07812	0.00349497	0.014262	0.007060115	1.042471	0.0025654	0.108783	0.01670545	2.777832	0.107743	0.505576	0.197924	0.188757	0.002834014	0.002246908
6129	1	-65.29072	-75.83228	10.54156	0.0016672	0.0143566	0.004892372	1.596068	0.0054701	0.151991	0.02883414	2.464475	0.508377	0.115949	0.238874	0.1368	0.0001777349	0.003354265
6130	0	-68.32342	-76.64209	8.318665	0.0065443	0.0267054	0.01321999	1.042471	0.00202283	0.137961	0.01670545	3.130125	0.107743	0.505576	0.197924	0.188757	0.01101945	0.01147399
6131	1	-65.00626	-75.352	10.34573	0.00193659	0.0163598	0.005628683	1.581861	0.00877126	0.139763	0.03501283	2.052269	0.171083	0.351714	0.431166	0.046037	0.0001393182	0.003354265
6132	0	-69.37382	-77.17503	7.801208	0.00557987	0.0227699	0.01127177	1.042471	0.00202283	0.137961	0.01670545	3.130125	0.124521	0.584304	0.228744	0.062431	0.01682806	0.01147399
6133	1	-65.38379	-77.95565	12.57186	0.00380778	0.00832036	0.005628683	0.5794447	0.00795715	0.126791	0.03176307	2.052269	0.149671	0.307695	0.377203	0.16543	0.002569833	0.0002970665
6134	0	-68.33429	-76.31153	7.977235	0.00557987	0.0227699	0.01127177	1.042471	0.000993612	0.189636	0.01372678	3.892953	0.228908	0.235822	0.420503	0.114767	0.008805275	0.01147399
6135	1	-66.65707	-75.3463	8.689229	0.00146099	0.0216854	0.005628683	1.999681	0.0105502	0.168109	0.04211395	2.052269	0.149671	0.307695	0.377203	0.16543	0.002194541	0.001249452
6136	0	-66.0487	-75.57754	9.528838	0.00929294	0.0199406	0.01361273	0.5659837	0.000993612	0.189636	0.01372678	3.892953	0.200456	0.206511	0.519456	0.0735767	0.0009404797	0.01147399
6137	1	-65.38502	-75.51777	10.13275	0.00180222	0.0175795	0.005628683	1.688471	0.0151524	0.11705	0.04211395	1.515549	0.170162	0.212913	0.428846	0.188079	0.002194541	0.001249452
6138	0	-65.82787	-76.5549	10.72703	0.0102542	0.0180713	0.01361273	0.4200461	0.0027232	0.0856233	0.01526987	2.556118	0.0550545	0.0567176	0.142667	0.745561	0.0009404797	0.01982387
6139	1	-65.70323	-76.09392	10.39069	0.00163561	0.0193702	0.005628683	1.832288	0.0128367	0.0991621	0.03567797	1.515549	0.170162	0.212913	0.428846	0.188079	0.002194541	0.00393458
6140	0	-66.24303	-76.77362	10.53059	0.0113582	0.0200168	0.01507829	0.4200461	0.0027232	0.0856233	0.01526987	2.556118	0.0550545	0.0567176	0.142667	0.745561	0.0009404797	0.01982387
6141	1	-65.17075	-77.14335	11.9726	0.00681131	0.012663	0.009287181	0.4596807	0.0128367	0.0991621	0.03567797	1.515549	0.353059	0.299524	0.0828293	0.264588	0.002194541	0.00590727
6142	0	-64.78628	-75.40352	10.61724	0.00990708	0.0174595	0.0131519	0.4200461	0.00570581	0.179403	0.03199435	2.556118	0.139279	0.143486	0.395765	0.32147	0.0009404797	0.004379321
6143	1	-65.23718	-76.48857	11.25139	0.00681131	0.012663	0.009287181	0.4596807	0.0128367	0.0991621	0.03567797	1.515549	0.186003	0.157799	0.516803	0.139394	0.002194541	0.01128774
6144	0	-67.31139	-77.33449	10.02311	0.00146667	0.0170157	0.004995632	1.817034	0.00393942	0.11549	0.02132983	2.504224	0.0138625	0.637441	0.0393909	0.309306	0.0113634	0.0001262832
6145	1	-65.66107	-78.29632	12.63526	0.00786561	0.0109657	0.009287181	0.2463127	0.00973471	0.0898379	0.02957272	1.6474	0.197395	0.106221	0.548454	0.147931	0.007184937	0.003113801
6146	0	-67.33445	-77.63866	10.30421	0.00146667	0.0170157	0.004995632	1.817034	0.00439216	0.103585	0.02132983	2.342934	0.0138625	0.637441	0.0393909	0.309306	0.0113634	7.764081e-05
6147	1	-65.28721	-75.93082	10.64361	0.0100596	0.0151277	0.01233609	0.302451	0.00928603	0.0941787	0.02957272	1.71736	0.112988	0.0365733	0.799504	0.0509344	0.000339647	0.02016695
6148	0	-68.4771	-76.96924	8.49214	0.00134995	0.0156615	0.004598071	1.817034	0.00375583	0.121135	0.02132983	2.574979	0.0134631	0.619072	0.0670724	0.300392	0.0113634	0.01104672
6149	1	-63.86781	-74.93749	11.06968	0.00740674	0.020546	0.01233609	0.7563333	0.00661393	0.132228	0.02957272	2.220455	0.132077	0.0427523	0.54784	0.27733	0.000339647	0.004834292
6150	0	-65.82305	-76.76635	10.9433	0.00162476	0.0130125	0.004598071	1.542317	0.0068755	0.109569	0.02744707	2.052359	0.0134631	0.619072	0.0670724	0.300392	0.002894822	0.005238198
6151	1	-63.85834	-75.0057	11.14736	0.00333049	0.0180243	0.007747899	1.251764	0.00661393	0.132228	0.02957272	2.220455	0.178835	0.0578875	0.387767	0.375511	0.001162641	0.001727807
6152	0	-72.54924	-77.30469	4.755449	0.00228249	0.0182802	0.006459445	1.542317	0.005752	0.0916648	0.02296206	2.052359	0.0139787	0.642782	0.0696412	0.273599	0.0202119	0.03670802
6153	1	-65.92764	-76.97343	11.0458	0.00333049	0.0180243	0.007747899	1.251764	0.0243197	0.0816687	0.04456633	0.8980002	0.213471	0.0417683	0.199145	0.545616	0.003839066	0.001611233
6154	0	-66.66371	-77.12814	10.46443	0.00228249	0.0182802	0.006459445	1.542317	0.00673949	0.107402	0.02690413	2.052359	0.0139787	0.642782	0.0696412	0.273599	0.009269458	0.001117654
6155	1	-65.73094	-77.53479	11.80385	0.00515123	0.0116535	0.007747899	0.605179	0.0243197	0.0816687	0.04456633	0.8980002	0.4109	0.0803977	0.383324	0.125378	0.0006855825	0.007321293
6156	0	-67.30259	-76.28884	8.986246	0.00207846	0.0202173	0.006482357	1.686393	0.00414012	0.174833	0.02690413	2.77477	0.00982268	0.451676	0.529673	0.00882819	0.009269458	0.001117654
6157	1	-65.40331	-77.34596	11.94266	0.00574924	0.0132298	0.008721304	0.6178018	0.0232871	0.079052	0.04290559	0.9060232	0.4109	0.0803977	0.383324	0.125378	7.51985e-05	0.007321293
6158	0	-67.25569	-77.42607	10.17038	0.00207846	0.0202173	0.006482357	1.686393	0.0038021	0.0822773	0.01768691	2.279161	0.0755416	0.388089	0.468476	0.0678934	0.009269458	0.007795331
6159	1	-66.87522	-77.18597	10.31075	0.00803576	0.0184914	0.01218984	0.6178018	0.0224517	0.076216	0.04136634	0.9060232	0.1981	0.0490476	0.233852	0.519001	2.292014e-05	0.01761879
6160	0	-67.16967	-76.07933	8.909663	0.00200929	0.0195445	0.00626662	1.686393	0.00476769	0.103173	0.02217871	2.279161	0.0791431	0.358915	0.490812	0.0711304	0.007188719	0.01500534
6161	1	-67.75609	-76.01157	8.25548	0.00647359	0.0132979	0.009278205	0.5336437	0.0418925	0.0980637	0.0640947	0.6304848	0.198813	0.190732	0.312174	0.298282	0.0001074713	0.01761879
6162	0	-68.97494	-77.70136	8.726412	0.00753385	0.0320089	0.01552901	1.072371	0.00278227	0.103567	0.01697504	2.681252	0.0791431	0.358915	0.490812	0.0711304	0.007188719	0.01500534
6163	1	-66.30177	-80.75033	14.44856	0.00893166	0.00963819	0.009278205	0.05643631	0.0224215	0.0574519	0.03589094	0.6975096	0.19817	0.193348	0.311164	0.297317	0.004056708	0.000880553
6164	0	-66.58466	-78.52828	11.94363	0.00536441	0.0227916	0.01105728	1.072371	0.00892013	0.0729819	0.02551486	1.558141	0.0791431	0.358915	0.490812	0.0711304	0.007188719	0.001199863
6165	1	-66.18717	-77.22094	11.03378	0.00682963	0.0126046	0.009278205	0.4542659	0.0087337	0.0884465	0.02779327	1.716267	0.19817	0.193348	0.311164	0.297317	0.004056708	0.01646225
6166	0	-66.4882	-78.00251	11.51431	0.00998646	0.0122429	0.01105728	0.1510164	0.0039594	0.164421	0.02551486	2.762338	0.108495	0.492028	0.301966	0.0975109	0.007188719	0.0008104409
6167	1	-66.4892	-77.33986	10.85065	0.00682963	0.0126046	0.009278205	0.4542659	0.00105313	0.0859412	0.009513514	3.263133	0.158252	0.142801	0.229817	0.46913	0.004056708	0.01646225
6168	0	-66.96612	-75.93486	8.968742	0.00251684	0.0307937	0.008803569	1.856446	0.00385457	0.160068	0.02483936	2.762338	0.0711642	0.32273	0.542146	0.0639592	0.007188719	0.001070669
6169	1	-67.51666	-77.72774	10.21108	0.00672744	0.0124161	0.009139384	0.4542659	0.00105313	0.0859412	0.009513514	3.263133	0.0238244	0.821475	0.0345983	0.120103	0.0008689677	0.0245602
6170	0	-65.27176	-75.70228	10.43051	0.00330251	0.0234679	0.008803569	1.453654	0.00484717	0.127289	0.02483936	2.422623	0.0162679	0.341804	0.574189	0.0677394	0.005274175	0.001510121
6171	1	-66.07943	-76.34631	10.26688	0.00714327	0.0116933	0.009139384	0.3653461	0.00163497	0.100568	0.01282287	3.053576	0.0380614	0.233664	0.0552735	0.673001	0.0009341158	0.0245602
6172	0	-65.25963	-76.31416	11.05453	0.00701374	0.01536	0.01037936	0.5811024	0.00579374	0.152147	0.02969004	2.422623	0.105526	0.358867	0.0961975	0.43941	0.005274175	0.001510121
6173	1	-68.06259	-76.40955	8.34696	0.00785372	0.0128563	0.01004836	0.3653461	0.00266253	0.163774	0.02088188	3.053576	0.0380614	0.233664	0.0552735	0.673001	0.00628936	0.0245602
6174	0	-65.14925	-75.99466	10.84541	0.00903719	0.0197913	0.01337378	0.5811024	0.00769478	0.114558	0.02969004	2.001912	0.160904	0.0224123	0.14668	0.670003	0.005274175	0.005419038
6175	1	-67.46262	-76.46344	9.00082	0.00785372	0.0128563	0.01004836	0.3653461	0.00731259	0.114259	0.02890549	2.037738	0.0506507	0.310952	0.150108	0.488289	0.00628936	0.0245602
6176	0	-65.87887	-76.53611	10.65723	0.0117809	0.0258001	0.01743412	0.5811024	0.0019515	0.115667	0.01502411	3.02608	0.0863588	0.0231183	0.834708	0.0558153	0.0042762	0.005419038
6177	1	-64.43486	-77.42669	12.99183	0.00566333	0.0178286	0.01004836	0.8501191	0.00249828	0.0770266	0.01387206	2.541587	0.0650327	0.115301	0.19273	0.626936	0.002830836	0.0007220218
6178	0	-65.63041	-76.02387	10.39346	0.01489	0.020413	0.01743412	0.2338665	0.0011985	0.188339	0.01502411	3.748887	0.0784689	0.0210062	0.758447	0.142078	0.0042762	0.002616943
6179	1	-65.76297	-75.32081	9.557844	0.00560582	0.0180115	0.01004836	0.865252	0.00110393	0.174318	0.01387206	3.75247	0.0655323	0.116187	0.186528	0.631752	0.002830836	0.01076968
6180	0	-64.50126	-75.36213	10.86087	0.0136801	0.0222183	0.01743412	0.359509	0.00139014	0.162376	0.01502411	3.528972	0.0866419	0.0231941	0.837444	0.0527203	0.002795071	0.001808356
6181	1	-65.1518	-75.01127	9.859472	0.00580943	0.0186657	0.01041332	0.865252	0.00107944	0.170451	0.01356437	3.75247	0.0380785	0.119601	0.192008	0.650313	0.001372986	0.009920018
6182	0	-66.89738	-76.20889	9.311503	0.0124097	0.0244928	0.01743412	0.5040119	0.00139014	0.162376	0.01502411	3.528972	0.562566	0.124122	0.0311837	0.282129	0.002795071	0.01153184
6183	1	-64.11855	-75.35473	11.23618	0.00578207	0.018754	0.01041332	0.8722502	0.000647434	0.129588	0.009159677	3.928228	0.101313	0.318213	0.496427	0.0840474	0.001085142	0.002020804
6184	0	-67.41283	-77.57391	10.16108	0.0158237	0.0316645	0.02238412	0.5142343	0.00142245	0.158687	0.01502411	3.4949	0.562566	0.124122	0.0311837	0.282129	0.002795071	0.0005466216
6185	1	-64.71378	-75.90258	11.1888	0.00806793	0.0134405	0.01041332	0.3783442	0.000623346	0.124767	0.008818888	3.928228	0.128137	0.1377	0.627863	0.1063	0.002873741	0.007199255
6186	0	-66.96932	-77.01249	10.04316	0.0158237	0.0316645	0.02238412	0.5142343	0.00133614	0.168937	0.01502411	3.587707	0.316348	0.183453	0.0832085	0.41699	0.002795071	0.0002476514
6187	1	-64.71378	-75.90258	11.1888	0.00806793	0.0134405	0.01041332	0.3783442	0.000623346	0.124767	0.008818888	3.928228	0.128137	0.1377	0.627863	0.1063	0.002873741	0.007199255
6188	0	-64.1958	-75.80089	11.6051	0.0112552	0.0165342	0.0136417	0.2851017	0.00133614	0.168937	0.01502411	3.587707	0.267	0.0400671	0.166423	0.52651	0.002795071	0.0002476514
6189	1	-63.427	-75.35607	11.92907	0.0100984	0.0168231	0.01303402	0.3783442	0.000623346	0.124767	0.008818888	3.928228	0.128137	0.1377	0.627863	0.1063	0.001425693	0.0005039964
6190	0	-64.88258	-78.36395	13.48137	0.0122197	0.017951	0.01481065	0.2851017	0.00295763	0.0701516	0.01440426	2.347159	0.20085	0.0301403	0.125191	0.643819	0.002795071	0.00145649
6191	1	-64.53964	-76.61357	12.07393	0.0106805	0.0128898	0.01173325	0.1393727	0.000836793	0.167489	0.01183866	3.928228	0.274509	0.318151	0.161739	0.245602	0.001350354	0.0008146931
6192	0	-65.92444	-78.93804	13.0136	0.00952407	0.0230317	0.01481065	0.6546045	0.00295763	0.0701516	0.01440426	2.347159	0.20085	0.0301403	0.125191	0.643819	0.002795071	0.0002533512
6193	1	-67.15287	-76.33362	9.180755	0.0167462	0.0202101	0.01839685	0.1393727	0.00120854	0.11597	0.01183866	3.383237	0.262755	0.184126	0.410979	0.142139	0.004293826	0.01971321
6194	0	-66.28831	-75.31077	9.022463	0.0082939	0.0200568	0.01289764	0.6546045	0.00803375	0.190551	0.03912597	2.347159	0.21771	0.0326704	0.0517539	0.697865	0.0005730632	0.009441769
6195	1	-63.58455	-76.2658	12.68126	0.0103033	0.0124345	0.01131886	0.1393727	0.00120854	0.11597	0.01183866	3.383237	0.262755	0.184126	0.410979	0.142139	0.001275735	0.003694469
6196	0	-65.05166	-75.77567	10.72401	0.00568151	0.0137394	0.00883517	0.6546045	0.00729154	0.157905	0.03393188	2.279709	0.47747	0.071651	0.113504	0.337375	5.220605e-05	0.007381771
6197	1	-64.24621	-76.16971	11.9235	0.0154492	0.0186448	0.01697197	0.1393727	0.00120854	0.11597	0.01183866	3.383237	0.350321	0.245488	0.214682	0.189509	0.001275735	0.003694469
6198	0	-63.30884	-75.50163	12.1928	0.00568151	0.0137394	0.00883517	0.6546045	0.00986441	0.110605	0.03303109	1.791748	0.16237	0.0243658	0.698536	0.114728	5.652563e-05	0.003517958
6199	1	-69.11796	-78.69471	9.576745	0.0140031	0.0286688	0.02003622	0.5311662	0.00117247	0.112509	0.01148534	3.383237	0.423807	0.0872161	0.259715	0.229262	0.0101896	0.004601232
6200	0	-63.92736	-75.3813	11.45394	0.00568151	0.0137394	0.00883517	0.6546045	0.00761345	0.138763	0.03250332	2.151888	0.163892	0.0152209	0.705084	0.115804	0.001522478	0.003517958
6201	1	-69.40063	-80.27063	10.87	0.0140031	0.0286688	0.02003622	0.5311662	0.00306027	0.0854523	0.01617118	2.468129	0.456963	0.0940392	0.280033	0.168965	0.0101896	0.001889594
6202	0	-65.26266	-75.62609	10.36343	0.00442875	0.0176258	0.00883517	1.023919	0.00809043	0.130582	0.03250332	2.061796	0.148222	0.0137656	0.637672	0.200341	0.006819511	0.002810179
6203	1	-69.56922	-77.56453	7.995312	0.0157414	0.0255028	0.02003622	0.3576744	0.00606133	0.169251	0.0320295	2.468129	0.491743	0.101197	0.00554937	0.401511	0.0101896	0.009680751
6204	0	-66.31688	-75.31297	8.996084	0.00291843	0.0267473	0.00883517	1.642271	0.0029573	0.179374	0.02303176	3.043186	0.148222	0.0137656	0.637672	0.200341	0.004255717	0.00472893
6205	1	-66.11817	-77.89456	11.77639	0.0126757	0.0136218	0.01314023	0.05336664	0.00345737	0.0965407	0.01826958	2.468129	0.491743	0.101197	0.00554937	0.401511	0.006502368	0.009680751
6206	0	-64.38871	-76.3456	11.95689	0.00623985	0.0125099	0.00883517	0.5156248	0.00126039	0.110373	0.01179461	3.315422	0.0656297	0.0151004	0.699503	0.219767	0.004255717	0.00472893
6207	1	-66.40962	-76.25286	9.843244	0.0109387	0.0178223	0.01396255	0.3618632	0.00180174	0.160713	0.01701656	3.329083	0.273297	0.121139	0.124927	0.480636	0.006502368	0.009680751
6208	0	-68.50433	-75.44329	6.938968	0.0036849	0.0211838	0.00883517	1.296533	0.00126039	0.110373	0.01179461	3.315422	0.441301	0.00994095	0.242126	0.306632	0.004255717	0.03224629
6209	1	-66.6893	-75.45455	8.765252	0.00408288	0.0180567	0.008586223	1.102102	0.00133677	0.119238	0.01262511	3.329083	0.273297	0.121139	0.124927	0.480636	0.004550065	0.02004162
6210	0	-64.69781	-76.34235	11.64454	0.0041148	0.0236553	0.00986594	1.296533	0.00126039	0.110373	0.01179461	3.315422	0.441301	0.00994095	0.242126	0.306632	0.0002371253	0.0001291102
6211	1	-64.6925	-75.26739	10.57489	0.00408288	0.0180567	0.008586223	1.102102	0.00133677	0.119238	0.01262511	3.329083	0.273297	0.121139	0.124927	0.480636	0.0005007975	0.0105904
6212	0	-63.72173	-76.36218	12.64045	0.00260557	0.014979	0.006247297	1.296533	0.00280035	0.0981671	0.01658019	2.636753	0.511281	0.0086958	0.211798	0.268225	0.0002467929	0.0001421101
6213	1	-65.91013	-77.24324	11.33311	0.00738868	0.010988	0.009010369	0.2941878	0.0012661	0.112935	0.01195773	3.329083	0.273297	0.121139	0.124927	0.480636	0.005348389	0.0105904
6214	0	-63.32792	-75.61135	12.28343	0.00729536	0.015391	0.01059636	0.5534131	0.00329359	0.115457	0.01950049	2.636753	0.285786	0.00486061	0.27161	0.437744	0.001603844	0.003617162
6215	1	-66.068	-75.74449	9.676493	0.0141893	0.0211014	0.01730355	0.2941878	0.00256159	0.155772	0.01997559	3.045091	0.154112	0.0388014	0.1684	0.638686	0.00500303	0.0105904
6216	0	-64.7716	-77.55259	12.78099	0.00230514	0.0104492	0.004907832	1.120387	0.00689185	0.091972	0.02517652	1.920818	0.455686	0.00614111	0.343164	0.195009	0.001603844	0.001809526
6217	1	-66.47477	-75.75652	9.281748	0.00946114	0.0260103	0.01568716	0.7496776	0.00123842	0.150201	0.01363864	3.556865	0.268708	0.0676535	0.29362	0.370019	0.003616595	0.0105904
6218	0	-65.97209	-75.70805	9.735963	0.00286152	0.0129712	0.006092396	1.120387	0.00669992	0.159445	0.03268436	2.349629	0.263871	0.00355609	0.198713	0.53386	0.001603844	0.01038788
6219	1	-65.41649	-74.96613	9.549639	0.00303973	0.0223029	0.00823375	1.477373	0.00124869	0.151447	0.01375176	3.556865	0.119653	0.0301253	0.685457	0.164765	0.003616595	0.006690089
6220	0	-66.8345	-78.05394	11.21945	0.00204044	0.00924926	0.004344251	1.120387	0.00669992	0.159445	0.03268436	2.349629	0.149589	0.520197	0.0275674	0.302646	0.002009231	0.0006633904
6221	1	-65.11676	-75.83571	10.71896	0.00378105	0.0179301	0.00823375	1.153821	0.00149482	0.126511	0.01375176	3.29013	0.0887583	0.022347	0.508471	0.380423	0.008110174	0.0009699564
6222	0	-68.88808	-77.0337	8.145622	0.00204044	0.00924926	0.004344251	1.120387	0.0208581	0.12794	0.05165824	1.344585	0.13792	0.375079	0.0406565	0.446344	0.002009231	0.01738572
6223	1	-64.96073	-76.3853	11.42457	0.00513047	0.0132141	0.00823375	0.701336	0.00228181	0.193115	0.02099167	3.29013	0.110406	0.0277972	0.632483	0.229315	0.001352943	0.0009699564
6224	0	-68.77943	-77.04116	8.26173	0.000958671	0.0196861	0.004344251	2.240302	0.00995976	0.181759	0.0425473	2.152832	0.281955	0.595659	0.0645661	0.0578194	0.002076078	0.001075074
6225	1	-67.00568	-74.80876	7.80308	0.00415267	0.0163255	0.00823375	1.014826	0.00285589	0.154295	0.02099167	2.957409	0.0589797	0.0148495	0.337878	0.588293	0.001352943	0.02823162
6226	0	-66.06163	-76.75241	10.69078	0.00130805	0.014428	0.004344251	1.779595	0.00362565	0.0952202	0.0185805	2.42269	0.177554	0.44678	0.332299	0.043368	0.002235712	0.009184681
6227	1	-64.12021	-75.85049	11.73028	0.00317755	0.012492	0.00630031	1.014826	0.00296441	0.148647	0.02099167	2.902118	0.255388	0.0642998	0.586066	0.0942461	0.001352943	0.00156917
6228	0	-68.23003	-76.84146	8.611435	0.00130805	0.014428	0.004344251	1.779595	0.00311482	0.0818042	0.01596262	2.42269	0.256383	0.0827396	0.255348	0.40553	0.003867439	0.02568336
6229	1	-64.58563	-76.54368	11.95805	0.00218509	0.0181658	0.00630031	1.569992	0.0104539	0.0869556	0.03015008	1.570388	0.192013	0.0483436	0.688785	0.0708587	0.001352943	0.0005742718
6230	0	-69.72844	-76.23155	6.503112	0.00130805	0.014428	0.004344251	1.779595	0.00608082	0.1597	0.03116263	2.42269	0.338693	0.109302	0.337325	0.21468	0.01014264	0.01993689
6231	1	-65.41252	-76.80028	11.38777	0.00218509	0.0181658	0.00630031	1.569992	0.00880767	0.103209	0.03015008	1.824437	0.364557	0.40251	0.0984005	0.134533	0.0007477529	0.002207375
6232	0	-67.759	-75.90486	8.145854	0.0124225	0.0214196	0.0163121	0.4038604	0.00260798	0.178528	0.02157768	3.132865	0.496969	0.0831421	0.25659	0.163299	0.003957286	0.01993689
6233	1	-65.43543	-76.99827	11.56284	0.00218509	0.0181658	0.00630031	1.569992	0.00760776	0.0891479	0.02604258	1.824437	0.205882	0.319983	0.367186	0.106949	0.003999795	0.001756713
6234	0	-66.02341	-77.46588	11.44247	0.00550772	0.00977521	0.007337513	0.4252838	0.00509139	0.0914478	0.02157768	2.141039	0.4379	0.07326	0.344951	0.143889	0.0006626559	0.01993689
6235	1	-65.50366	-75.57275	10.06908	0.00202544	0.0168386	0.005839992	1.569992	0.00450795	0.150449	0.02604258	2.600323	0.205882	0.319983	0.367186	0.106949	0.002677223	0.004829412
6236	0	-65.62559	-76.47018	10.84459	0.00384662	0.0170589	0.008100555	1.104149	0.00509139	0.0914478	0.02157768	2.141039	0.788159	0.121675	0.0404945	0.0496721	0.0006626559	0.01501233
6237	1	-68.37017	-78.3727	10.00253	0.00235128	0.0145051	0.005839992	1.348824	0.00680964	0.064715	0.02099251	1.669153	0.17722	0.0757392	0.578533	0.168508	0.007094079	0.02059432
6238	0	-66.08985	-75.98954	9.899691	0.00557597	0.0247281	0.01174237	1.104149	0.00424861	0.109588	0.02157768	2.409329	0.887108	0.0509213	0.0455783	0.0163924	0.0006626559	0.01501233
6239	1	-69.2436	-78.71351	9.469907	0.00145289	0.00896289	0.003608619	1.348824	0.00882241	0.0838433	0.02719742	1.669153	0.101245	0.0655814	0.729772	0.103402	0.007094079	0.02059432
6240	0	-67.76628	-75.99267	8.22639	0.00557597	0.0247281	0.01174237	1.104149	0.00731842	0.184854	0.03678095	2.393788	0.806048	0.124656	0.0291669	0.0401288	0.0006626559	0.01248979
6241	1	-65.82712	-77.22592	11.39881	0.00908229	0.0106597	0.009839439	0.1187155	0.00393833	0.129287	0.02256487	2.588088	0.0919037	0.0302095	0.437419	0.440468	0.007094079	0.008557925
6242	0	-65.89948	-75.49497	9.595485	0.00557597	0.0247281	0.01174237	1.104149	0.00731842	0.184854	0.03678095	2.393788	0.197604	0.190891	0.00871473	0.602791	0.0006626559	0.002275908
6243	1	-65.05514	-76.40059	11.34546	0.00701076	0.0138094	0.009839439	0.5025309	0.00393833	0.129287	0.02256487	2.588088	0.114478	0.0376298	0.299233	0.548659	0.007094079	0.004081303
6244	0	-66.47968	-75.44227	8.962591	0.00557597	0.0247281	0.01174237	1.104149	0.00901065	0.150138	0.03678095	2.085388	0.0758291	0.0767116	0.0118935	0.835566	0.006744155	0.004832817
6245	1	-65.33125	-75.0596	9.728354	0.00849711	0.0167371	0.01192549	0.5025309	0.00465364	0.152769	0.0266633	2.588088	0.243989	0.0802012	0.63776	0.0380496	0.001038598	0.01601639
6246	0	-67.15334	-76.34367	9.19033	0.0040824	0.0181045	0.008597076	1.104149	0.00936496	0.156041	0.03822724	2.085388	0.333204	0.337082	0.0522617	0.277453	0.006744155	0.004832817
6247	1	-65.90355	-74.92667	9.023115	0.00276619	0.020492	0.007528917	1.484502	0.00375064	0.147112	0.02348968	2.720033	0.452591	0.148826	0.328003	0.0705807	6.013992e-05	0.0156791
6248	0	-67.96879	-76.46462	8.495836	0.00717889	0.0318367	0.01511794	1.104149	0.0100556	0.145325	0.03822724	1.979902	0.220958	0.22353	0.0346564	0.520856	0.006744155	0.004832817
6249	1	-65.59197	-74.8751	9.283123	0.00301644	0.0187919	0.007528917	1.356098	0.00370131	0.145177	0.02318072	2.720033	0.0362557	0.307271	0.540226	0.116248	6.013992e-05	0.0156791
6250	0	-65.64599	-75.71579	10.0698	0.00505329	0.0224102	0.01064167	1.104149	0.00413758	0.140888	0.02414406	2.615201	0.220958	0.22353	0.0346564	0.520856	0.005492778	0.004832817
6251	1	-63.75628	-75.03073	11.27445	0.00301644	0.0187919	0.007528917	1.356098	0.00370131	0.145177	0.02318072	2.720033	0.0362557	0.307271	0.540226	0.116248	0.0008211539	6.217295e-05
