Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
690	0	-66.71123	-76.15934	9.44811	0.00978667	0.0168656	0.01284748	0.4034545	0.00242174	0.124873	0.01738997	2.92281	0.144842	0.0463433	0.66136	0.147455	0.008269524	0.0162347
691	1	-67.41102	-76.37978	8.968764	0.00339341	0.0344685	0.01081506	1.718492	0.00117287	0.14896	0.01321778	3.591031	0.450606	0.0459868	0.134134	0.369273	0.006065907	0.00303071
692	0	-66.64825	-76.48937	9.841118	0.0070637	0.0143348	0.01006264	0.5246343	0.00254116	0.131031	0.01824744	2.92281	0.138333	0.224717	0.496122	0.140828	0.008269524	0.01369107
693	1	-65.94411	-75.63948	9.69537	0.0022889	0.0232494	0.007294901	1.718492	0.00107881	0.137014	0.01215781	3.591031	0.393135	0.0196626	0.156462	0.43074	0.006065907	0.002190141
694	0	-66.10935	-77.9058	11.79645	0.00816392	0.0124029	0.01006264	0.310019	0.00216116	0.111436	0.01551874	2.92281	0.321764	0.25145	0.343063	0.0837229	0.008269524	0.004558101
695	1	-66.57438	-77.58054	11.00616	0.00105528	0.010719	0.003363271	1.718492	0.0015003	0.0957764	0.01198723	3.081106	0.0781995	0.0244272	0.194375	0.702998	0.006360247	0.00269542
696	0	-66.42943	-77.95412	11.5247	0.0117598	0.0131339	0.0124279	0.08192139	0.00181596	0.132619	0.01551874	3.180823	0.25103	0.196173	0.48748	0.0653179	0.01022967	0.001880125
697	1	-71.94446	-82.57983	10.63537	0.00181723	0.00622464	0.003363271	0.9126931	0.000433505	0.225132	0.009879062	4.635015	0.569291	0.0493103	0.193523	0.187875	0.002935182	0.001493534
698	0	-67.78592	-78.49597	10.71004	0.0178909	0.0188306	0.01835471	0.03794793	0.00181596	0.132619	0.01551874	3.180823	0.338361	0.274868	0.29873	0.0880414	0.01144479	0.001374221
699	1	-72.39136	-83.46127	11.06991	0.00234558	0.00534151	0.003539626	0.6100713	0.000433505	0.225132	0.009879062	4.635015	0.637466	0.0558289	0.0963305	0.210374	0.001935478	0.002918496
700	0	-68.78469	-79.8982	11.11351	0.00927119	0.0101914	0.009720411	0.07015108	0.00181596	0.132619	0.01551874	3.180823	0.36774	0.211906	0.324668	0.0956858	0.01511872	0.002915602
701	1	-67.72468	-79.4045	11.67982	0.00318557	0.00725438	0.004807216	0.6100713	0.000158577	0.0823541	0.003613793	4.635015	0.191396	0.0727574	0.672683	0.0631638	0.001426616	0.003874934
702	0	-64.97292	-77.53565	12.56273	0.0084575	0.00963328	0.009026263	0.09649532	0.00182289	0.133125	0.01557796	3.180823	0.16159	0.262765	0.533599	0.0420458	0.003983645	0.003539443
703	1	-66.50923	-76.67887	10.16964	0.00427095	0.0172927	0.008593975	1.036673	0.000163535	0.0849287	0.003726769	4.635015	0.191396	0.0727574	0.672683	0.0631638	0.001426616	0.005823568
704	0	-64.5994	-75.93359	11.33419	0.014273	0.0170714	0.01560959	0.1327196	0.00198396	0.128181	0.015947	3.090002	0.14181	0.188327	0.639728	0.0301348	0.003844507	0.006584861
705	1	-67.65058	-79.1477	11.49713	0.00392156	0.0272273	0.01033313	1.436442	0.00124863	0.0676972	0.009193943	2.960015	0.191396	0.0727574	0.672683	0.0631638	0.001426616	0.004909755
706	0	-65.98389	-75.95363	9.969746	0.0121768	0.0209119	0.01595747	0.4008853	0.00286703	0.171364	0.02216539	3.0323	0.14181	0.188327	0.639728	0.0301348	0.004784444	0.006584861
707	1	-69.01606	-83.09931	14.08325	0.00204738	0.0132045	0.005199483	1.381785	0.00234216	0.0308075	0.008494483	1.910099	0.191396	0.0727574	0.672683	0.0631638	0.001426616	0.005478151
708	0	-66.89993	-76.31231	9.412373	0.0107115	0.0298759	0.01788896	0.7603809	0.00214342	0.179338	0.01960604	3.281643	0.212555	0.282279	0.459998	0.0451682	0.001894321	0.006528488
709	1	-70.39838	-87.05532	16.65694	0.00347826	0.00777246	0.005199483	0.5960466	0.00309214	0.0233354	0.008494483	1.498251	0.168725	0.223907	0.555233	0.0521354	0.0005535286	0.002360628
710	0	-65.51581	-75.6694	10.15359	0.0139638	0.0231861	0.0179935	0.3759015	0.00214342	0.179338	0.01960604	3.281643	0.220701	0.254773	0.477627	0.0468992	0.001143124	0.006528488
711	1	-67.2592	-83.70276	16.44356	0.00518147	0.00874079	0.006729794	0.3876357	0.00770586	0.0349805	0.01641812	1.121448	0.122651	0.162764	0.676686	0.0378987	0.000482881	0.002001651
712	0	-66.3809	-79.29615	12.91525	0.0166364	0.0191196	0.01783482	0.1031333	0.00515108	0.0746246	0.01960604	1.981694	0.399674	0.461378	0.0803473	0.0586007	0.0006731701	0.006528488
713	1	-64.22847	-78.42722	14.19875	0.00802679	0.0118568	0.009755599	0.2891908	0.00399854	0.0674133	0.01641812	2.094112	0.120136	0.140417	0.662812	0.076635	0.001099284	0.004003438
714	0	-66.06738	-77.95789	11.89051	0.0127999	0.0200133	0.01600528	0.3313313	0.00618957	0.0896694	0.02355875	1.981694	0.503745	0.212139	0.210257	0.0738595	0.003296679	0.006528488
715	1	-65.89452	-76.52746	10.63295	0.00650298	0.0146351	0.009755599	0.6013147	0.00141928	0.189924	0.01641812	3.629762	0.274047	0.320311	0.230827	0.174815	0.0007245759	0.007512597
716	0	-65.59557	-76.82178	11.22621	0.0104447	0.0169895	0.01332105	0.3606433	0.0129629	0.0988689	0.03579983	1.506104	0.503745	0.212139	0.210257	0.0738595	0.001746007	0.009146122
717	1	-63.57044	-75.57989	12.00945	0.00953699	0.0150457	0.01197877	0.3379705	0.000829291	0.110973	0.009593184	3.629762	0.120576	0.11903	0.266441	0.493953	0.0008453018	0.0050691
718	0	-66.9026	-75.15555	8.252953	0.00763586	0.0232391	0.01332105	0.825053	0.0209678	0.159923	0.05790704	1.506104	0.0349209	0.278175	0.563895	0.123009	0.001175479	0.003892656
719	1	-63.973	-75.87593	11.90293	0.00953699	0.0150457	0.01197877	0.3379705	0.000829291	0.110973	0.009593184	3.629762	0.337301	0.101135	0.141871	0.419693	0.000907427	0.005801652
720	0	-64.51749	-76.74622	12.22872	0.00905868	0.019589	0.01332105	0.5717232	0.011661	0.0889395	0.03220446	1.506104	0.0365947	0.291508	0.590923	0.0809741	0.0007949416	0.003532695
721	1	-64.11637	-75.55344	11.43708	0.00928339	0.0154567	0.01197877	0.3779287	0.000927336	0.128352	0.01090986	3.654772	0.336588	0.103035	0.141571	0.418806	0.001200212	0.006842471
722	0	-63.96583	-75.21838	11.25255	0.0114769	0.0154615	0.01332105	0.220915	0.00595812	0.129471	0.02777413	2.282245	0.01179	0.304649	0.546171	0.13739	0.0004873554	0.01015124
723	1	-65.5501	-75.39993	9.849829	0.00759052	0.0223865	0.01303553	0.8017598	0.000927336	0.128352	0.01090986	3.654772	0.322969	0.0630132	0.136055	0.477962	0.001075082	0.01236935
724	0	-66.2156	-75.39392	9.178319	0.0100742	0.0190863	0.01386649	0.473687	0.0053366	0.115965	0.02487689	2.282245	0.0319965	0.36609	0.267326	0.334587	0.0004873554	0.02476714
725	1	-67.17798	-78.70967	11.53169	0.00388154	0.0114477	0.006665931	0.8017598	0.000793772	0.0660618	0.007241411	3.2777	0.28425	0.132074	0.285168	0.298509	0.001469196	0.01425505
726	0	-64.77105	-75.2299	10.45886	0.0100742	0.0190863	0.01386649	0.473687	0.0053366	0.115965	0.02487689	2.282245	0.0113202	0.129521	0.105379	0.75378	0.0007225841	0.01497872
727	1	-65.32578	-78.08205	12.75627	0.00375488	0.0110741	0.006448417	0.8017598	0.00194706	0.0811541	0.01257027	2.765077	0.211814	0.353248	0.212498	0.222439	0.001469196	0.006518537
728	0	-67.68983	-76.42167	8.731845	0.00659854	0.0291397	0.01386649	1.10102	0.00445018	0.226123	0.03172202	2.91193	0.0245721	0.281144	0.102904	0.591381	0.0007225841	0.005052925
729	1	-65.68686	-78.4059	12.71905	0.0060046	0.0177092	0.01031196	0.8017598	0.00177472	0.0739713	0.01145769	2.765077	0.211814	0.353248	0.212498	0.222439	0.003983832	0.001530632
730	0	-67.77605	-77.31362	9.537566	0.00499494	0.0384948	0.01386649	1.51381	0.00259596	0.1565	0.02015609	3.038668	0.0233903	0.267622	0.14605	0.562938	0.001570535	0.002907734
731	1	-63.80419	-75.33663	11.53244	0.00661377	0.0196273	0.01139343	0.8063624	0.00328947	0.137107	0.02123695	2.765077	0.203948	0.113289	0.468584	0.214179	0.002580407	0.0008672989
732	0	-64.92367	-74.98213	10.05846	0.00320175	0.0246751	0.008888384	1.51381	0.00259596	0.1565	0.02015609	3.038668	0.0094974	0.108665	0.653262	0.228575	0.001246995	0.004323333
733	1	-65.07116	-75.77231	10.70115	0.00710084	0.0210727	0.01223249	0.8063624	0.00221107	0.186241	0.02029264	3.286608	0.272732	0.151497	0.283578	0.292193	0.002263686	0.0008672989
734	0	-64.75081	-74.93007	10.17926	0.00262213	0.0202082	0.00727932	1.51381	0.00684072	0.131157	0.02995349	2.189436	0.0128453	0.14697	0.531036	0.309149	0.001246995	0.006019426
735	1	-67.12514	-76.29933	9.174197	0.00206396	0.0339258	0.008367879	2.075308	0.00573148	0.139441	0.02827022	2.365989	0.0883806	0.189899	0.355461	0.36626	0.005118327	0.0008672989
736	0	-64.85557	-76.4113	11.55573	0.00356305	0.0148717	0.00727932	1.059201	0.00934511	0.0960087	0.02995349	1.726924	0.0695044	0.406305	0.230565	0.293626	0.001246995	0.00739839
737	1	-65.34671	-76.47464	11.12793	0.00207354	0.0158124	0.005726048	1.505979	0.00430706	0.104787	0.02124437	2.365989	0.0883806	0.189899	0.355461	0.36626	0.007440937	0.0008676623
738	0	-66.70146	-75.40583	8.704369	0.00685315	0.0215274	0.01214621	0.8485053	0.0156656	0.160943	0.05021232	1.726924	0.0695044	0.406305	0.230565	0.293626	0.002040044	0.005427589
739	1	-64.75779	-76.91028	12.15249	0.00188858	0.0144019	0.005215271	1.505979	0.00518022	0.0871243	0.02124437	2.092313	0.0339066	0.323257	0.372752	0.270084	0.002831935	0.001819705
740	0	-69.23939	-78.15764	8.91825	0.00383693	0.0437711	0.01295942	1.804551	0.0104278	0.110761	0.03398518	1.751619	0.0705399	0.498554	0.234	0.196906	0.003402497	0.005427589
741	1	-65.09435	-75.70127	10.60692	0.00646628	0.0210836	0.01167614	0.8761376	0.0133744	0.116912	0.03954284	1.607201	0.0339066	0.323257	0.372752	0.270084	0.002040613	0.003542519
742	0	-68.73322	-76.04246	7.309243	0.00649491	0.0258582	0.01295942	1.024187	0.0229306	0.159234	0.0604262	1.436568	0.32947	0.407049	0.102715	0.160766	0.00275905	0.005545968
743	1	-65.13341	-75.80993	10.67652	0.00424751	0.0138492	0.007669712	0.8761376	0.0144964	0.126721	0.04286021	1.607201	0.0406889	0.387919	0.447314	0.124079	0.002032521	0.003720443
744	0	-66.87315	-79.41604	12.54289	0.00362286	0.011193	0.006367951	0.8362103	0.0230302	0.0648317	0.03864045	0.7672384	0.32947	0.407049	0.102715	0.160766	0.0009607429	0.007565033
745	1	-66.22822	-75.48532	9.257094	0.00271062	0.0217015	0.007669712	1.542058	0.0155196	0.135664	0.04588517	1.607201	0.050855	0.48484	0.22601	0.238296	0.001139434	0.003720443
746	0	-67.51537	-77.90227	10.38691	0.000673737	0.0103684	0.00264302	2.026476	0.017957	0.0831477	0.03864045	1.136146	0.415668	0.126427	0.255078	0.202827	0.0009677923	0.007565033
747	1	-66.75351	-76.28479	9.531281	0.00145422	0.0116426	0.004114717	1.542058	0.0128977	0.163242	0.04588517	1.88156	0.0717153	0.273526	0.318717	0.336042	0.001218373	0.001666495
748	0	-70.73433	-76.00673	5.2724	0.000673737	0.0103684	0.00264302	2.026476	0.0274053	0.126897	0.05897158	1.136146	0.0949963	0.0689719	0.562983	0.273049	0.0006384223	0.02571907
749	1	-65.35637	-78.12052	12.76415	0.00199191	0.00849982	0.004114717	1.075591	0.00707827	0.0990394	0.02647693	1.955915	0.0929949	0.354688	0.116564	0.435754	0.001482314	0.00167259
750	0	-67.98854	-74.75753	6.76899	0.00120565	0.0210383	0.005036349	2.119624	0.0224544	0.154876	0.05897158	1.431552	0.0890438	0.127311	0.527706	0.25594	0.0006384223	0.007225903
751	1	-66.53563	-80.33758	13.80195	0.0024876	0.00680611	0.004114717	0.7461207	0.00279421	0.0799941	0.0149506	2.486622	0.0943088	0.359699	0.104081	0.441911	0.002173972	0.002209174
752	0	-66.7991	-75.59052	8.791412	0.00160593	0.0280232	0.006708456	2.119624	0.0104276	0.146869	0.03913423	1.960803	0.104605	0.149559	0.578825	0.16701	0.0006384223	0.003581522
753	1	-66.39641	-78.22172	11.82531	0.00299941	0.00820642	0.004961289	0.7461207	0.00145917	0.153183	0.0149506	3.449842	0.249739	0.326084	0.0808599	0.343317	0.0018041	0.004245489
754	0	-66.57903	-76.65805	10.07902	0.00167331	0.0095139	0.003989955	1.288343	0.0115882	0.13216	0.03913423	1.804346	0.104605	0.149559	0.578825	0.16701	0.001224088	0.008653092
755	1	-66.86862	-78.10733	11.23871	0.00138418	0.011044	0.003909853	1.539521	0.000782241	0.0821194	0.008014809	3.449842	0.236315	0.35927	0.0660323	0.338383	0.0018041	0.00653241
756	0	-68.35657	-79.20892	10.85235	0.00220888	0.00720715	0.003989955	0.8766526	0.019055	0.0935373	0.04221795	1.179432	0.210427	0.417284	0.0363256	0.335964	0.001456323	0.01273322
757	1	-65.41677	-77.17357	11.7568	0.00314465	0.0105574	0.005761902	0.8978105	0.000446596	0.0983463	0.006627294	3.99902	0.305059	0.135977	0.018137	0.540827	0.001279047	0.003902957
758	0	-67.45749	-79.93795	12.48047	0.00220888	0.00720715	0.003989955	0.8766526	0.0151044	0.0741445	0.03346504	1.179432	0.1088	0.214537	0.502955	0.173708	0.00124107	0.009555145
759	1	-65.26323	-75.20226	9.93903	0.00199663	0.0166277	0.005761902	1.571268	0.000327679	0.134037	0.006627294	4.458065	0.291304	0.129846	0.0624094	0.516441	0.000456922	0.003902957
760	0	-66.68274	-78.22048	11.53774	0.00108914	0.0146168	0.003989955	1.924996	0.017181	0.0651831	0.03346504	0.9884497	0.1088	0.214537	0.502955	0.173708	0.00124107	0.005699302
761	1	-65.65968	-75.36464	9.704963	0.00507611	0.0213272	0.01040478	1.064093	0.000326114	0.133397	0.006595644	4.458065	0.370214	0.16502	0.0793153	0.385451	0.0001207253	0.007815485
762	0	-67.64195	-77.43811	9.796165	0.00152992	0.0104056	0.003989955	1.421174	0.0391045	0.0863497	0.05810908	0.5872347	0.128119	0.171175	0.496152	0.204553	0.001336467	0.005446934
763	1	-66.10145	-75.88276	9.781308	0.0109232	0.0223496	0.01562459	0.5307138	0.00101616	0.19519	0.01408349	3.897721	0.202783	0.378194	0.207894	0.211129	7.638305e-05	0.008473394
764	0	-69.50355	-80.55991	11.05636	0.00131972	0.00660951	0.002953424	1.194303	0.0368271	0.0771736	0.05331116	0.5484317	0.324571	0.228111	0.281881	0.165437	0.00114369	0.005446934
765	1	-65.18587	-75.53964	10.35377	0.0101163	0.0219066	0.01488671	0.5727548	0.000726577	0.139566	0.01007001	3.897721	0.211431	0.374091	0.205639	0.208839	2.306778e-05	0.008473394
766	0	-70.97068	-81.21179	10.24111	0.00137179	0.00635863	0.002953424	1.136929	0.0396068	0.0829986	0.05733507	0.5484317	0.478415	0.336234	0.173367	0.0119834	0.002505707	0.006871652
767	1	-66.03004	-75.64571	9.61567	0.00288949	0.0208417	0.007760275	1.46472	0.000848615	0.119495	0.01007001	3.66753	0.213815	0.416108	0.137782	0.232295	1.859883e-05	0.01270591
768	0	-68.96791	-78.57	9.602082	0.0023939	0.00806048	0.004392716	0.8999765	0.0233578	0.14294	0.05778218	1.342864	0.459195	0.322726	0.166402	0.0516759	0.0008693212	0.004308754
769	1	-67.05124	-74.96528	7.914034	0.00294897	0.0212707	0.007920018	1.46472	0.000920644	0.129637	0.01092474	3.66753	0.0890237	0.169029	0.645229	0.0967178	1.703104e-05	0.02438773
770	0	-68.77018	-76.92689	8.15671	0.00501359	0.010458	0.007241001	0.5450154	0.0201818	0.165435	0.05778218	1.559545	0.294098	0.315034	0.146003	0.244865	0.0008693212	0.0139996
771	1	-65.91535	-75.2583	9.34295	0.00336268	0.0186538	0.007920018	1.270081	0.000720552	0.1119	0.008979414	3.74012	0.0834946	0.13775	0.605155	0.1736	1.0882e-05	0.01722914
772	0	-65.59559	-75.72105	10.12546	0.00533028	0.0187345	0.009992998	0.9317866	0.007469	0.115901	0.02942216	2.032628	0.593418	0.181452	0.084094	0.141036	0.0008693212	0.0139996
773	1	-66.9883	-77.36508	10.37679	0.00322219	0.0152828	0.007017422	1.153961	0.000487591	0.0757218	0.006076283	3.74012	0.0541845	0.350131	0.392721	0.202964	7.387522e-06	0.0148004
774	0	-66.24462	-75.81066	9.566033	0.00656944	0.0230898	0.01231612	0.9317866	0.0068585	0.126218	0.02942216	2.159053	0.632375	0.193364	0.0239669	0.150295	0.001114049	0.0139996
775	1	-65.27054	-77.83015	12.55961	0.00301857	0.00924262	0.005281998	0.829547	0.000572606	0.0889244	0.007135727	3.74012	0.0625444	0.344116	0.359062	0.234278	7.781478e-06	0.003311631
776	0	-66.61291	-76.99009	10.37717	0.00538799	0.0189373	0.01010119	0.9317866	0.00977543	0.088555	0.02942216	1.633644	0.517538	0.156851	0.202609	0.123002	0.005837419	0.01211276
777	1	-68.14666	-78.21206	10.0654	0.00112035	0.0261383	0.005411478	2.33492	0.000563506	0.0875113	0.007022331	3.74012	0.068092	0.374638	0.39091	0.16636	9.365252e-06	0.002782649
778	0	-68.00977	-76.33841	8.328635	0.00449624	0.0158031	0.008429378	0.9317866	0.0108893	0.105648	0.03391804	1.684485	0.408993	0.0820281	0.316708	0.192271	0.009624865	0.02013826
779	1	-68.17148	-77.68513	9.513648	0.00112035	0.0261383	0.005411478	2.33492	0.000581572	0.0903169	0.007247466	3.74012	0.0479004	0.263545	0.571526	0.117028	7.014085e-06	0.006676095
780	0	-70.81752	-76.70302	5.885506	0.00656333	0.026163	0.01310407	1.025107	0.0115192	0.0998711	0.03391804	1.601111	0.0976092	0.223978	0.153418	0.524995	0.009624865	0.03356373
781	1	-66.24616	-76.58759	10.34143	0.00143137	0.0204587	0.005411478	1.971694	0.000629261	0.0977229	0.007841764	3.74012	0.0915717	0.447719	0.261898	0.198811	9.594785e-06	0.004516857
782	0	-67.73201	-76.60496	8.872953	0.00710432	0.0185203	0.01147059	0.7102902	0.010772	0.0933934	0.03171811	1.601111	0.215504	0.424085	0.290486	0.0699257	0.004351363	0.02438168
783	1	-67.29064	-77.62528	10.33463	0.00165918	0.0237148	0.006272722	1.971694	0.000546057	0.0848015	0.006804888	3.74012	0.0974252	0.262918	0.428137	0.21152	1.615568e-05	0.004736613
784	0	-67.00791	-79.24604	12.23813	0.00686699	0.0206507	0.01190834	0.8161913	0.0163383	0.0615753	0.03171811	0.9835183	0.215504	0.424085	0.290486	0.0699257	0.001421051	0.008267734
785	1	-67.44477	-77.6124	10.16763	0.00165918	0.0237148	0.006272722	1.971694	0.000550426	0.0841285	0.006804888	3.728306	0.0974252	0.262918	0.428137	0.21152	1.615568e-05	0.006132548
786	0	-67.41407	-79.64783	12.23376	0.00541787	0.00828381	0.0066993	0.3147563	0.0296032	0.0748812	0.04708211	0.6879418	0.214028	0.421181	0.288496	0.076295	0.001421051	0.008267734
787	1	-67.19396	-78.15017	10.9562	0.00169894	0.00718078	0.003492805	1.068515	0.000396018	0.11693	0.006804888	4.216427	0.105091	0.283606	0.461827	0.149475	2.088502e-05	0.008296165
788	0	-67.52696	-78.95923	11.43227	0.00789757	0.0113596	0.009471694	0.2694672	0.0347488	0.0637929	0.04708211	0.4503383	0.241274	0.327632	0.325223	0.10587	0.001421051	0.01506759
789	1	-65.05868	-74.98964	9.930963	0.00244335	0.014787	0.006010819	1.334623	0.00049779	0.14698	0.008553669	4.216427	0.100016	0.0993087	0.439524	0.361151	2.300727e-05	0.008296165
790	0	-68.24512	-83.2927	15.04758	0.0119722	0.0141663	0.01302313	0.124743	0.0203113	0.0326431	0.02574923	0.3517152	0.261165	0.349441	0.274795	0.114599	0.001421051	0.008968298
791	1	-64.08789	-75.13675	11.04886	0.00242173	0.0149191	0.006010819	1.347801	0.00135987	0.1482	0.01419625	3.477574	0.154908	0.153812	0.680746	0.0105348	1.921493e-05	0.003533932
792	0	-67.925	-82.89309	14.96809	0.0108964	0.015565	0.01302313	0.26434	0.021113	0.0339316	0.02676561	0.3517152	0.253759	0.339531	0.295361	0.111349	0.0004392954	0.007753778
793	1	-63.75528	-75.45137	11.6961	0.00270908	0.0133366	0.006010819	1.181562	0.00157236	0.128173	0.01419625	3.262323	0.179939	0.149695	0.586558	0.0838075	3.571317e-05	0.003533932
794	0	-70.49643	-82.80237	12.30594	0.0180355	0.0247842	0.02114224	0.2356352	0.0304002	0.0431101	0.03620163	0.2589418	0.324063	0.433598	0.100141	0.142198	0.0007212783	0.01131994
795	1	-63.73335	-75.33187	11.59852	0.00247173	0.0146173	0.006010819	1.317504	0.00137871	0.123507	0.01304918	3.332261	0.194038	0.146564	0.632517	0.0268819	1.836967e-05	0.00281156
796	0	-68.60098	-82.35463	13.75365	0.00857351	0.0128271	0.01048682	0.2986587	0.0133687	0.0376804	0.02244409	0.7681554	0.430255	0.330748	0.0987601	0.140236	0.0002340991	0.01815208
797	1	-65.37233	-76.36865	10.99632	0.00558928	0.0136746	0.008742483	0.6632339	0.000670335	0.200359	0.01158912	4.225483	0.0528164	0.172245	0.743347	0.0315921	1.940978e-05	0.002996673
798	0	-66.83542	-80.9313	14.09588	0.00732013	0.0127909	0.009676325	0.413727	0.01819	0.0512695	0.03053836	0.7681554	0.659161	0.197864	0.0590814	0.0838938	0.0003923166	0.006695461
799	1	-65.09977	-75.68936	10.58959	0.0101005	0.0246499	0.01577897	0.661382	0.0022687	0.192068	0.02087447	3.290369	0.350462	0.11935	0.523087	0.00710138	1.071894e-05	0.001617734
800	0	-66.79819	-76.89446	10.09627	0.00766617	0.0122136	0.009676325	0.3452469	0.0343938	0.102664	0.05942241	0.810679	0.2526	0.433881	0.129555	0.183964	0.001103151	0.007268573
801	1	-64.17254	-76.6917	12.51916	0.00607324	0.0148216	0.009487617	0.661382	0.0118996	0.103404	0.03507798	1.60279	0.467515	0.257659	0.271146	0.00368104	1.071894e-05	0.0007434516
802	0	-66.75505	-77.06844	10.31339	0.00946878	0.0150855	0.01195161	0.3452469	0.0304254	0.090819	0.0525662	0.810679	0.192134	0.332395	0.0467617	0.42871	0.004064326	0.007268573
803	1	-65.01536	-77.90019	12.88484	0.00351895	0.00858789	0.005497305	0.661382	0.0120388	0.104613	0.03548828	1.60279	0.313949	0.259035	0.423315	0.00370071	2.156893e-05	0.00158454
804	0	-70.11553	-76.39016	6.274631	0.0115984	0.0184782	0.01463957	0.3452469	0.01773	0.155849	0.0525662	1.611315	0.326111	0.147031	0.079369	0.447489	0.01112442	0.01748245
805	1	-65.57013	-76.92637	11.35623	0.00196315	0.0144845	0.00533247	1.481514	0.011865	0.106146	0.03548828	1.624354	0.668663	0.148073	0.18113	0.00213449	7.666559e-05	0.002408201
806	0	-65.76484	-77.5755	11.81066	0.00894093	0.0142445	0.01128535	0.3452469	0.00870918	0.0765549	0.02582112	1.611315	0.195996	0.140265	0.447324	0.216415	0.002681855	0.01472384
807	1	-64.57958	-76.1232	11.54362	0.00279108	0.0155201	0.006581625	1.271856	0.011865	0.106146	0.03548828	1.624354	0.00654383	0.570469	0.418061	0.00492655	9.229298e-05	0.002408201
808	0	-65.29482	-77.42469	12.12988	0.0065352	0.0124801	0.009031059	0.4795723	0.00929208	0.0816787	0.02754931	1.611315	0.267668	0.191557	0.245221	0.295554	0.001488872	0.01235547
809	1	-66.3231	-75.30242	8.979312	0.00413125	0.0195168	0.00897935	1.151015	0.0158109	0.139033	0.04688532	1.611598	0.0454449	0.548131	0.401691	0.00473364	9.229298e-05	0.009440717
810	0	-67.70305	-77.28135	9.578298	0.00692989	0.0132338	0.009576481	0.4795723	0.00900284	0.186368	0.04096146	2.246278	0.326727	0.233822	0.140726	0.298724	0.004428329	0.006429692
811	1	-66.26194	-75.28907	9.027128	0.00413125	0.0195168	0.00897935	1.151015	0.0172471	0.127455	0.04688532	1.482689	0.0789473	0.457905	0.447203	0.015945	3.44319e-05	0.01077907
812	0	-67.07158	-78.40745	11.33587	0.00197945	0.00873768	0.004158827	1.100701	0.0049422	0.102308	0.02248619	2.246278	0.202094	0.144628	0.468505	0.184773	0.005985944	0.007764392
813	1	-66.82342	-76.01821	9.194786	0.00545103	0.0222386	0.01101014	1.042287	0.0172471	0.127455	0.04688532	1.482689	0.649662	0.296961	0.0430361	0.0103407	0.0001124549	0.008800368
814	0	-68.6458	-76.12883	7.483028	0.00189312	0.032053	0.007789759	2.097262	0.00470155	0.107545	0.02248619	2.320288	0.15923	0.1876	0.607706	0.0454651	0.006658063	0.01860797
815	1	-65.02954	-78.80576	13.77622	0.00740156	0.016378	0.01101014	0.5887789	0.00884799	0.0653859	0.02405273	1.482689	0.178532	0.418478	0.324918	0.0780714	0.0004017369	0.002924537
816	0	-69.36551	-80.21811	10.8526	0.00276807	0.031314	0.00931017	1.798333	0.00305337	0.0396977	0.01100962	1.901473	0.302064	0.155729	0.504466	0.0377413	0.006354629	0.01284518
817	1	-66.69422	-75.60545	8.911234	0.00810371	0.014959	0.01101014	0.4544097	0.0207741	0.153519	0.0564732	1.482689	0.178532	0.418478	0.324918	0.0780714	3.864164e-05	0.008867986
818	0	-73.75652	-76.89297	3.136455	0.00570272	0.0151996	0.00931017	0.7267181	0.0016157	0.193639	0.01768793	3.548035	0.248147	0.16776	0.543436	0.0406568	0.01781562	0.04496861
819	1	-65.85561	-75.19661	9.341002	0.00810371	0.014959	0.01101014	0.4544097	0.0178055	0.134264	0.04889406	1.497648	0.114686	0.268824	0.566338	0.0501519	0.0002023132	0.01288726
820	0	-70.72737	-75.73279	5.005413	0.00827122	0.0220455	0.01350346	0.7267181	0.00115106	0.137952	0.01260122	3.548035	0.253874	0.161134	0.386242	0.198749	0.01107194	0.03866271
821	1	-64.01848	-77.05583	13.03735	0.00836909	0.0154489	0.0113707	0.4544097	0.0049368	0.0940017	0.02154222	2.184315	0.20548	0.481642	0.223023	0.0898553	0.000827864	0.002956142
822	0	-70.3713	-75.5778	5.206504	0.00765328	0.0245136	0.01369707	0.8629441	0.00115106	0.137952	0.01260122	3.548035	0.252876	0.160501	0.135317	0.451306	0.007648008	0.03866271
823	1	-63.75265	-76.26619	12.51355	0.0049909	0.0166516	0.009116272	0.8931862	0.0049368	0.0940017	0.02154222	2.184315	0.0685991	0.2281	0.0855345	0.617766	0.001354848	0.003018622
824	0	-66.95747	-76.62921	9.671736	0.00281824	0.0264567	0.008634889	1.660066	0.000885881	0.106171	0.009698205	3.548035	0.281068	0.138181	0.0791322	0.501619	0.007648008	0.003192084
825	1	-66.19158	-81.12034	14.92876	0.00702453	0.0118309	0.009116272	0.3864448	0.00900858	0.0515139	0.02154222	1.292588	0.136689	0.557781	0.133926	0.171604	0.001354848	0.002761575
826	0	-65.07298	-77.71599	12.64301	0.00598063	0.0124671	0.008634889	0.5445379	0.00067077	0.0803906	0.007343271	3.548035	0.281068	0.138181	0.0791322	0.501619	0.002004006	0.003192084
827	1	-64.10574	-76.64723	12.54149	0.00861128	0.0187364	0.01270212	0.5762828	0.00381541	0.101491	0.01967812	2.432149	0.0253712	0.629703	0.151195	0.193731	0.0005589225	0.002761575
