Iteration	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
616	-65.32257	-77.68576	12.3632	0.00213303	0.0203919	0.006595181	1.673557	0.00550815	0.0758532	0.02044043	1.944115	0.319355	0.0133227	0.646579	0.0207426	0.001560797	0.0006968247
617	-64.82773	-78.16651	13.33879	0.00422508	0.0102948	0.006595181	0.6602026	0.00133094	0.0850366	0.01063856	3.081732	0.383871	0.0815597	0.517953	0.0166162	0.00250627	0.0006968247
618	-64.72909	-76.21869	11.48961	0.00308588	0.0157482	0.006971161	1.208238	0.00121116	0.0934464	0.01063856	3.221551	0.164805	0.110144	0.702611	0.0224397	0.001696786	0.006189721
619	-65.84933	-77.22902	11.37969	0.00308588	0.0157482	0.006971161	1.208238	0.00101376	0.0782157	0.008904596	3.221551	0.379571	0.0818212	0.521939	0.0166695	0.001696786	0.008743715
620	-67.47065	-76.82915	9.358498	0.00230422	0.0117591	0.005205341	1.208238	0.000471064	0.168325	0.008904596	4.357854	0.347207	0.0748447	0.562701	0.0152482	0.004109736	0.008743715
621	-69.05977	-76.15859	7.098827	0.0016417	0.0165046	0.005205341	1.710855	0.000384078	0.137242	0.007260278	4.357854	0.344963	0.0743612	0.559065	0.0216102	0.01213305	0.01283909
622	-67.25204	-75.88115	8.629104	0.0016417	0.0165046	0.005205341	1.710855	0.000427561	0.15278	0.008082249	4.357854	0.346475	0.0746871	0.561516	0.0173217	0.00678997	0.005943865
623	-66.69415	-76.18751	9.493361	0.00146129	0.0146909	0.004633312	1.710855	0.00043214	0.154416	0.008168806	4.357854	0.418796	0.337218	0.223049	0.0209374	0.0008278134	0.005943865
624	-68.12023	-75.82008	7.699844	0.00175728	0.0176666	0.005571827	1.710855	0.000288098	0.102946	0.005445954	4.357854	0.43529	0.350498	0.19245	0.0217619	0.001123151	0.02081306
625	-73.7606	-79.12522	5.364629	0.00391593	0.0393683	0.01241626	1.710855	0.000847634	0.302884	0.01602294	4.357854	0.418678	0.288011	0.207742	0.0855694	0.001123151	0.02081306
626	-71.29679	-74.8465	3.549704	0.001854	0.018639	0.005878489	1.710855	0.00110905	0.129669	0.01199204	3.529694	0.418678	0.288011	0.207742	0.0855694	0.002745077	0.05381771
627	-71.01503	-75.50662	4.491589	0.00307838	0.012612	0.006230924	1.045416	0.00120821	0.141263	0.01306424	3.529694	0.0171519	0.486943	0.351232	0.144673	0.002745077	0.05381771
628	-67.58191	-77.36493	9.783023	0.00684227	0.0280325	0.01384941	1.045416	0.00211321	0.105021	0.01489736	2.895488	0.0171519	0.486943	0.351232	0.144673	0.002745077	0.01294509
629	-68.54466	-77.1078	8.563141	0.00684227	0.0280325	0.01384941	1.045416	0.00211321	0.105021	0.01489736	2.895488	0.0119704	0.339841	0.331628	0.316561	0.008939185	0.01585168
630	-67.01366	-76.75681	9.743149	0.0117465	0.0149068	0.01323266	0.1766262	0.00251713	0.125095	0.0177449	2.895488	0.0104648	0.297097	0.486567	0.205872	0.008939185	0.01585168
631	-64.56213	-76.09019	11.52806	0.0188342	0.0200263	0.01942109	0.04549706	0.00280981	0.139641	0.01980818	2.895488	0.0229988	0.652939	0.148095	0.175966	0.001448277	0.003440288
632	-68.44345	-77.58792	9.144471	0.0159043	0.0250828	0.01997309	0.3377335	0.00394065	0.19584	0.0277802	2.895488	0.0205892	0.584531	0.23735	0.15753	0.00699503	0.003440288
633	-65.85011	-76.45357	10.60346	0.0104143	0.0164245	0.0130786	0.3377335	0.00355782	0.216914	0.0277802	3.047007	0.0434618	0.0585919	0.449925	0.448022	0.001050321	0.003470613
634	-64.84654	-75.82786	10.98132	0.00755524	0.0119155	0.009488108	0.3377335	0.00189943	0.115805	0.01483115	3.047007	0.0386304	0.0741102	0.320577	0.566682	0.001238492	0.01700307
635	-65.49931	-76.45154	10.95223	0.0106645	0.0168191	0.01339277	0.3377335	0.00173083	0.105525	0.01351468	3.047007	0.174313	0.48125	0.0749643	0.269473	0.001743465	0.0141269
636	-64.82971	-77.10254	12.27282	0.00619491	0.0135348	0.009156799	0.5793541	0.00258165	0.0926798	0.01546826	2.654392	0.263599	0.467889	0.0584397	0.210072	7.669034e-05	0.01014172
637	-63.78989	-77.19361	13.40372	0.00698221	0.0152549	0.01032052	0.5793541	0.00229195	0.0822795	0.01373245	2.654392	0.280012	0.209232	0.11566	0.395096	0.0004105375	0.001943148
638	-64.59142	-75.78561	11.1942	0.00977538	0.0213575	0.01444915	0.5793541	0.0016512	0.114208	0.01373245	3.14054	0.253178	0.189181	0.200407	0.357234	3.29221e-05	0.008501527
639	-64.35814	-76.19671	11.83857	0.00276396	0.0110801	0.005533978	1.029286	0.0016512	0.114208	0.01373245	3.14054	0.20212	0.15103	0.455747	0.191103	3.29221e-05	0.006895119
640	-67.42001	-81.20844	13.78843	0.00511723	0.0205138	0.01024569	1.029286	0.0037645	0.0500943	0.01373245	1.918705	0.119164	0.499473	0.268695	0.112668	0.001580483	0.001607183
641	-65.37813	-77.5444	12.16627	0.00517541	0.0202832	0.01024569	1.012525	0.00645927	0.0859537	0.02356265	1.918705	0.082418	0.52031	0.279904	0.117369	0.002703262	0.002968904
642	-66.33828	-77.5178	11.17952	0.00470724	0.0184484	0.009318852	1.012525	0.00689713	0.080497	0.02356265	1.821461	0.132151	0.507539	0.235749	0.124561	0.002703262	0.0124922
643	-64.30151	-76.15863	11.85712	0.00470724	0.0184484	0.009318852	1.012525	0.00577054	0.106911	0.02483816	2.164029	0.146206	0.455161	0.260823	0.137809	0.0003051298	0.004208937
644	-72.21249	-79.53339	7.320899	0.00221968	0.0536931	0.01091702	2.361728	0.00247832	0.248932	0.02483816	3.4171	0.0556702	0.23807	0.0993121	0.606948	0.0008799944	0.002827487
645	-69.76374	-76.34581	6.582069	0.00120391	0.029122	0.00592116	2.361728	0.00602599	0.102379	0.02483816	2.099808	0.0887723	0.331088	0.158364	0.421775	0.005899393	0.02504604
646	-72.55983	-76.69326	4.133429	0.00120391	0.029122	0.00592116	2.361728	0.00709409	0.0869645	0.02483816	1.857877	0.298628	0.222401	0.195653	0.283318	0.02723964	0.02504604
647	-73.02802	-79.79819	6.77017	0.00417991	0.0254023	0.01030433	1.337715	0.0127563	0.048363	0.02483816	0.9879366	0.411194	0.156134	0.233773	0.1989	0.02723964	0.02504604
648	-68.58038	-82.40708	13.8267	0.00352756	0.0300999	0.01030433	1.589287	0.020989	0.0293932	0.02483816	0.2496424	0.355763	0.135086	0.337064	0.172087	0.003198751	0.002624652
649	-67.9688	-81.65814	13.68934	0.00440276	0.030477	0.01158372	1.434225	0.0218813	0.0281946	0.02483816	0.1879185	0.381181	0.0732908	0.361146	0.184382	0.002718771	0.005603241
650	-68.0734	-78.30088	10.22749	0.00440276	0.030477	0.01158372	1.434225	0.0215755	0.0699976	0.03886176	0.8724379	0.31684	0.0609197	0.468981	0.153259	0.007552592	0.003878594
651	-68.44339	-79.23128	10.78788	0.00501489	0.0347143	0.01319424	1.434225	0.0215755	0.0699976	0.03886176	0.8724379	0.196264	0.032654	0.688933	0.0821496	0.001761368	0.003878594
652	-70.88396	-76.23756	5.353609	0.0056393	0.0390366	0.01483708	1.434225	0.0564627	0.106988	0.07772267	0.4737895	0.136483	0.230795	0.562923	0.0697995	0.003433014	0.007307564
653	-67.64419	-81.14628	13.50209	0.0088572	0.0143384	0.01126936	0.3570946	0.0279257	0.0454262	0.03561682	0.3606757	0.619493	0.14653	0.196858	0.0371197	0.003433014	0.007307564
654	-67.96945	-80.125	12.15555	0.00984881	0.0128948	0.01126936	0.1997609	0.0313386	0.0535057	0.04094868	0.3965507	0.612395	0.149263	0.20053	0.0378121	0.003551112	0.01344581
655	-67.83942	-79.51356	11.67414	0.0127384	0.0166781	0.01457576	0.1997609	0.018728	0.0637457	0.03455188	0.9080053	0.381293	0.470309	0.124855	0.0235428	0.003005114	0.01417797
656	-68.25736	-80.72259	12.46523	0.0110234	0.0145353	0.01265812	0.205015	0.0246786	0.0483752	0.03455188	0.4989322	0.308038	0.325248	0.308536	0.0581778	0.004149678	0.01417797
657	-66.68867	-77.33736	10.64869	0.00758973	0.0100077	0.008715268	0.205015	0.00974574	0.122498	0.03455188	1.876429	0.266574	0.286791	0.272055	0.17458	0.004149678	0.01417797
658	-65.78887	-77.66497	11.8761	0.00287183	0.0100699	0.005377652	0.9300379	0.0113976	0.104744	0.03455188	1.644296	0.289764	0.224747	0.295722	0.189767	0.003631952	0.002616474
659	-66.93944	-75.43889	8.499443	0.00455951	0.0159876	0.008537902	0.9300379	0.00368844	0.115766	0.0206639	2.554797	0.0811751	0.162324	0.619441	0.137059	0.003684374	0.02691892
660	-68.21532	-79.71763	11.50231	0.00169902	0.00686326	0.003414797	1.034952	0.00268179	0.0841711	0.01502427	2.554797	0.613929	0.0682052	0.260276	0.0575895	0.0004735844	0.01715765
661	-65.28027	-76.62521	11.34494	0.00297004	0.0119976	0.005969357	1.034952	0.00299068	0.0938662	0.01675482	2.554797	0.232328	0.199732	0.476006	0.0919332	0.0003371775	0.01418301
662	-64.92139	-75.17959	10.25819	0.00535281	0.0216228	0.01075838	1.034952	0.00269055	0.173297	0.02159312	3.087711	0.222389	0.191187	0.498423	0.0880002	3.269106e-05	0.006199375
663	-65.53192	-76.00028	10.46836	0.00870445	0.013297	0.01075838	0.3140908	0.00269055	0.173297	0.02159312	3.087711	0.110539	0.366207	0.408192	0.115063	3.269106e-05	0.01378677
664	-63.97691	-75.96262	11.98571	0.00870445	0.013297	0.01075838	0.3140908	0.00316262	0.16099	0.02256436	2.913272	0.103435	0.342671	0.446227	0.107668	0.0008765843	0.002867134
665	-64.6102	-75.32099	10.7108	0.00599025	0.0193219	0.01075838	0.8681419	0.0025981	0.161873	0.02050758	3.063079	0.189855	0.321721	0.418946	0.0694779	0.0005735693	0.005798893
666	-66.58987	-78.15832	11.56845	0.00229585	0.0074054	0.004123312	0.8681419	0.00363413	0.115725	0.02050758	2.565531	0.0508834	0.428296	0.466515	0.054306	0.0002696951	0.01265859
667	-65.9998	-77.13285	11.13305	0.00193209	0.00879966	0.004123312	1.123896	0.00363413	0.115725	0.02050758	2.565531	0.0544555	0.307178	0.525082	0.113286	0.0002696951	0.01265859
668	-66.25438	-78.43514	12.18076	0.00248279	0.00684783	0.004123312	0.7520871	0.00366459	0.114763	0.02050758	2.553155	0.0544555	0.307178	0.525082	0.113286	0.0002696951	0.009721672
669	-65.65039	-79.56121	13.91082	0.00262805	0.00646931	0.004123312	0.6677833	0.00381986	0.0890672	0.01844517	2.334489	0.0513964	0.247959	0.485661	0.214984	0.0005482426	0.002446591
670	-65.40526	-79.13379	13.72853	0.0049818	0.0122634	0.007816239	0.6677833	0.00155484	0.060302	0.009682977	2.711673	0.0513964	0.247959	0.485661	0.214984	0.00140051	0.003233157
671	-63.38851	-76.62464	13.23613	0.00574232	0.0106392	0.007816239	0.4571456	0.00282235	0.10946	0.01757657	2.711673	0.0161699	0.257167	0.503696	0.222968	0.00140051	0.001688163
672	-65.04064	-77.19714	12.1565	0.00574232	0.0106392	0.007816239	0.4571456	0.00282235	0.10946	0.01757657	2.711673	0.0273171	0.254253	0.497989	0.220441	0.004699268	0.006443838
673	-65.48911	-75.97917	10.49007	0.00271041	0.0139663	0.006152589	1.215396	0.00297246	0.115282	0.0185114	2.711673	0.0238207	0.22171	0.544866	0.209603	0.004699268	0.0099746
674	-65.32796	-76.09653	10.76857	0.00271041	0.0139663	0.006152589	1.215396	0.00327632	0.10459	0.0185114	2.567371	0.0789578	0.239405	0.492268	0.189369	0.002976295	0.01145254
675	-63.69074	-75.894	12.20325	0.00277273	0.0142874	0.006294054	1.215396	0.00355579	0.0963702	0.0185114	2.446012	0.0239732	0.0726885	0.204728	0.69861	0.0005717351	0.004553795
676	-70.39882	-78.9444	8.545581	0.00277273	0.0142874	0.006294054	1.215396	0.00532	0.0644121	0.0185114	1.848678	0.0645258	0.250247	0.551042	0.134185	0.01254151	0.02745779
677	-72.29379	-77.55978	5.265988	0.0033394	0.011863	0.006294054	0.9396959	0.0181808	0.0754626	0.03704013	1.055073	0.0751886	0.272457	0.642101	0.0102534	0.003773755	0.05574426
678	-76.30187	-78.89548	2.593607	0.0080452	0.02858	0.0151635	0.9396959	0.0181808	0.0754626	0.03704013	1.055073	0.0431862	0.57072	0.368804	0.0172892	0.01484109	0.05574426
679	-73.14061	-79.32538	6.184767	0.00658189	0.034934	0.0151635	1.237334	0.0191481	0.0794775	0.03901078	1.055073	0.0658016	0.28311	0.624745	0.026343	0.005105196	0.0329382
680	-69.39877	-76.37955	6.98078	0.00679055	0.0360415	0.01564421	1.237334	0.0174128	0.182056	0.05630362	1.739914	0.0428908	0.184537	0.755402	0.0171709	0.005105196	0.0005283531
681	-70.04928	-76.63219	6.582905	0.0041888	0.0355093	0.01219595	1.584442	0.0143599	0.22076	0.05630362	2.025705	0.0630954	0.178325	0.729974	0.0286056	0.002425841	0.001586128
682	-67.0597	-75.56868	8.508985	0.00862082	0.0215322	0.01362442	0.6785631	0.0186118	0.123045	0.04785496	1.400138	0.0920843	0.104544	0.761623	0.0417482	0.004975885	0.01113718
683	-67.85797	-80.57428	12.7163	0.0103828	0.0169153	0.01325248	0.3618005	0.00755146	0.0499238	0.01941643	1.400138	0.159998	0.0660918	0.747518	0.0263928	0.006421482	0.01113718
684	-66.77494	-76.34406	9.569126	0.0130084	0.0211926	0.01660365	0.3618005	0.0179236	0.118495	0.04608538	1.400138	0.163005	0.0673339	0.761565	0.00809615	0.006421482	0.004595989
685	-65.8423	-77.44791	11.60562	0.0130084	0.0211926	0.01660365	0.3618005	0.00714531	0.109493	0.02797078	2.023312	0.686292	0.166339	0.127368	0.0200004	0.001428648	0.004595989
686	-64.89728	-76.47635	11.57907	0.0101172	0.0164825	0.01291343	0.3618005	0.00742048	0.105433	0.02797078	1.967289	0.0793322	0.575507	0.275963	0.0691983	0.001428648	0.009195746
687	-66.49891	-76.02404	9.525123	0.00352052	0.0136854	0.006941175	1.006482	0.00742048	0.105433	0.02797078	1.967289	0.191617	0.476428	0.228453	0.103502	0.000399819	0.02333219
688	-64.9024	-76.2224	11.32001	0.00352052	0.0136854	0.006941175	1.006482	0.0112991	0.130992	0.03847198	1.816495	0.191617	0.476428	0.228453	0.103502	0.001016949	0.0007386182
689	-64.778	-76.63123	11.85323	0.00444982	0.0108274	0.006941175	0.6591745	0.0109697	0.134925	0.03847198	1.860353	0.33068	0.204433	0.394249	0.0706376	0.001016949	0.0006145452
690	-65.41271	-78.3663	12.95359	0.00444982	0.0108274	0.006941175	0.6591745	0.0169173	0.0874899	0.03847198	1.218095	0.395862	0.364932	0.154645	0.0845611	0.0009648729	0.0006145452
691	-65.63082	-77.26634	11.63552	0.0077711	0.0228548	0.01332692	0.7996782	0.00736972	0.118028	0.02949289	2.056028	0.571876	0.275725	0.116843	0.0355556	0.0009648729	0.0006145452
692	-65.46326	-76.52394	11.06068	0.0108669	0.0147852	0.01267556	0.228251	0.0158499	0.131929	0.0457282	1.570892	0.556933	0.22431	0.113789	0.104968	0.001115542	0.002587204
693	-64.69212	-76.24743	11.55531	0.0105488	0.0152311	0.01267556	0.2722976	0.0128242	0.126499	0.04027711	1.696766	0.51989	0.20939	0.106221	0.164498	0.0007185065	0.002587204
694	-67.38252	-79.14695	11.76443	0.00798323	0.0262162	0.01446686	0.8814325	0.0137007	0.0660918	0.03009165	1.166507	0.51989	0.20939	0.106221	0.164498	0.0008977831	0.008240229
695	-67.49621	-79.18565	11.68944	0.00367062	0.012054	0.006651727	0.8814325	0.0149554	0.072144	0.0328472	1.166507	0.507573	0.259989	0.131889	0.10055	0.006352987	0.00840406
696	-67.96337	-76.38453	8.421157	0.00327669	0.0301733	0.009943261	1.64578	0.0103832	0.103912	0.0328472	1.707476	0.507573	0.259989	0.131889	0.10055	0.01086574	0.00840406
697	-67.64712	-77.49285	9.84573	0.00127262	0.0225335	0.005355053	2.130441	0.00365675	0.0805034	0.01715753	2.291898	0.34999	0.403212	0.204544	0.0422535	0.006938023	0.00840406
698	-68.19014	-76.39415	8.204013	0.00255191	0.0451849	0.01073816	2.130441	0.00191884	0.153416	0.01715753	3.24796	0.484985	0.173024	0.28344	0.0585512	0.003680583	0.006383694
699	-65.1385	-75.03749	9.898985	0.000932855	0.0165174	0.003925346	2.130441	0.00198841	0.158978	0.01777959	3.24796	0.147125	0.0524886	0.647981	0.152405	0.001392246	0.00221777
700	-64.97003	-77.01172	12.04169	0.00519847	0.0101483	0.007263317	0.4958896	0.00225215	0.180065	0.02013785	3.24796	0.204373	0.0345764	0.694812	0.0662391	0.0004703145	0.00221777
701	-64.48499	-76.59693	12.11194	0.0043234	0.0122024	0.007263317	0.7691664	0.0011924	0.0953356	0.01066202	3.24796	0.241933	0.040931	0.709983	0.00715216	0.001517664	0.006651447
702	-64.61786	-75.47795	10.86009	0.00450583	0.0172093	0.008805805	0.9934028	0.000803519	0.141476	0.01066202	3.833181	0.26288	0.186511	0.53734	0.0132682	0.002447669	0.003237612
703	-67.45897	-75.76102	8.302046	0.00623742	0.0124318	0.008805805	0.5112665	0.00060584	0.119264	0.008500268	3.915905	0.364751	0.198557	0.418282	0.0184099	0.0007100949	0.03129348
704	-69.28939	-77.03898	7.749591	0.00581439	0.0195721	0.01066771	0.8997702	0.000874027	0.0826685	0.008500268	3.372537	0.299178	0.162861	0.512594	0.025367	0.00493653	0.03129348
705	-67.37833	-77.15406	9.775732	0.00392579	0.0132148	0.007202678	0.8997702	0.000940192	0.0889266	0.009143742	3.372537	0.147361	0.193544	0.609166	0.0499291	0.005954519	0.01798141
706	-66.60014	-75.7829	9.182764	0.00479792	0.0161505	0.008802783	0.8997702	0.00182888	0.12431	0.01507811	3.127605	0.0834348	0.28822	0.503901	0.124444	0.005954519	0.01798141
707	-64.80459	-75.96629	11.1617	0.00479792	0.0161505	0.008802783	0.8997702	0.0018862	0.128206	0.01555064	3.127605	0.0716076	0.247364	0.613116	0.0679127	0.005954519	0.002745398
708	-65.102	-75.86971	10.76771	0.00306544	0.0252782	0.008802783	1.563962	0.0018862	0.128206	0.01555064	3.127605	0.31596	0.129013	0.25537	0.299657	0.0004582614	0.002745398
709	-63.10273	-75.41274	12.31001	0.0126989	0.0152479	0.01391517	0.135601	0.0018862	0.128206	0.01555064	3.127605	0.31596	0.129013	0.25537	0.299657	0.0001568225	0.004569281
710	-63.50611	-75.05805	11.55195	0.0126989	0.0152479	0.01391517	0.135601	0.00213777	0.145305	0.01762468	3.127605	0.199572	0.0814895	0.339484	0.379455	8.676981e-05	0.008220669
711	-66.07621	-77.54901	11.4728	0.0126989	0.0152479	0.01391517	0.135601	0.00245211	0.105449	0.01608021	2.788244	0.215936	0.411841	0.312212	0.0600108	0.006531723	0.008220669
712	-66.98843	-79.63175	12.64333	0.010118	0.012149	0.01108709	0.135601	0.00155173	0.06673	0.0101758	2.788244	0.329753	0.101828	0.476777	0.091642	0.006531723	0.008220669
713	-65.76102	-77.16861	11.40759	0.010118	0.012149	0.01108709	0.135601	0.001708	0.123343	0.01451447	3.172504	0.329753	0.101828	0.476777	0.091642	0.006531723	0.008220669
714	-65.49941	-75.21109	9.711674	0.00780533	0.0157487	0.01108709	0.5203569	0.001708	0.123343	0.01451447	3.172504	0.212548	0.105596	0.622786	0.0590694	0.001052692	0.02146521
715	-66.16031	-76.94093	10.78062	0.00257495	0.0101709	0.005117582	1.018328	0.0012551	0.16785	0.01451447	3.629302	0.193776	0.184591	0.567781	0.0538524	0.001052692	0.007334072
716	-67.55487	-75.40238	7.847514	0.00712333	0.0184573	0.01146637	0.7057825	0.0012551	0.16785	0.01451447	3.629302	0.444942	0.361742	0.139587	0.0537294	0.001011672	0.02687764
717	-67.73494	-75.67276	7.937816	0.00549067	0.0142269	0.008838296	0.7057825	0.00338269	0.162585	0.0234515	2.87071	0.444942	0.361742	0.139587	0.0537294	0.001011672	0.02952946
718	-67.43256	-75.38572	7.953154	0.00453451	0.0172269	0.008838296	0.9894562	0.00249563	0.142975	0.01888949	3.00088	0.444942	0.361742	0.139587	0.0537294	0.003200541	0.02653217
719	-67.01404	-75.09924	8.085196	0.00427286	0.0182818	0.008838296	1.077572	0.000794867	0.122826	0.009880793	3.736414	0.643007	0.0776237	0.201723	0.0776468	0.0007634378	0.02653217
720	-64.74525	-77.0641	12.31885	0.00651478	0.0119905	0.008838296	0.4522245	0.000794867	0.122826	0.009880793	3.736414	0.623857	0.0817876	0.212544	0.081812	0.002245909	0.001407503
721	-65.56663	-75.75605	10.18942	0.00549207	0.0142233	0.008838296	0.7054063	0.000762382	0.128059	0.009880793	3.798279	0.491818	0.0644774	0.379208	0.0644966	0.001962756	0.01357565
722	-67.7493	-76.27429	8.524993	0.00765444	0.0198234	0.01231817	0.7054063	0.000503218	0.194012	0.009880793	4.414189	0.369215	0.269323	0.284677	0.0767847	0.003077704	0.01357565
723	-66.03058	-75.49277	9.462191	0.00603151	0.0251574	0.01231817	1.058693	0.000400009	0.15422	0.007854268	4.414189	0.173384	0.218075	0.572482	0.0360583	0.001983096	0.005218082
724	-64.90333	-75.06942	10.16609	0.0111884	0.0204207	0.01511536	0.4460197	0.000400009	0.15422	0.007854268	4.414189	0.154509	0.0280042	0.51016	0.307327	0.001715811	0.005218082
725	-64.66419	-76.21835	11.55416	0.00528579	0.0161468	0.009238442	0.827813	0.000656449	0.0939746	0.007854268	3.67977	0.226873	0.00402253	0.0732794	0.695825	0.001715811	0.005218082
726	-66.75071	-76.24252	9.491801	0.00361702	0.0213356	0.00878471	1.315606	0.000656449	0.0939746	0.007854268	3.67977	0.492482	0.0868952	0.139646	0.280977	0.001715811	0.01486246
727	-65.29041	-75.00057	9.710162	0.00361702	0.0213356	0.00878471	1.315606	0.000799358	0.151486	0.01100417	3.887711	0.158612	0.0632514	0.25834	0.519797	0.002691296	0.006467086
728	-65.07205	-75.00821	9.936152	0.00283916	0.0180805	0.007164742	1.372391	0.000725743	0.137536	0.009990768	3.887711	0.165325	0.0236049	0.269273	0.541797	0.002691296	0.006693307
729	-65.11109	-74.94344	9.832353	0.00283916	0.0180805	0.007164742	1.372391	0.000725743	0.137536	0.009990768	3.887711	0.119091	0.0170037	0.473623	0.390282	0.002691296	0.007467683
730	-68.46047	-77.04254	8.582075	0.00647512	0.0405024	0.01619438	1.359098	0.000922691	0.174859	0.01270202	3.887711	0.24235	0.0146245	0.407353	0.335673	0.003151379	0.004763001
731	-66.19443	-76.01105	9.816623	0.00458092	0.028654	0.01145696	1.359098	0.000691665	0.131078	0.009521648	3.887711	0.27898	0.016835	0.330454	0.37373	0.003151379	0.003470686
732	-65.47777	-75.41248	9.934708	0.0011731	0.0161613	0.004354174	1.94441	0.0006313	0.143611	0.009521648	4.023103	0.336889	0.00620689	0.519114	0.13779	0.003151379	0.0005392603
733	-67.23147	-76.6369	9.405433	0.00243127	0.0334946	0.009024112	1.94441	0.000603308	0.137243	0.00909945	4.023103	0.336889	0.00620689	0.519114	0.13779	0.003151379	0.000240076
734	-65.15264	-75.55461	10.40197	0.00437777	0.0186019	0.009024112	1.072458	0.000603308	0.137243	0.00909945	4.023103	0.0595927	0.00880245	0.736194	0.195411	0.006916772	0.00011443
735	-65.73414	-76.50162	10.76748	0.00557159	0.0236746	0.011485	1.072458	0.000794677	0.104193	0.00909945	3.614634	0.120827	0.0137671	0.559782	0.305624	0.006916772	0.00011443
736	-68.16682	-78.57985	10.41304	0.00845476	0.0359257	0.01742823	1.072458	0.000794677	0.104193	0.00909945	3.614634	0.0944092	0.010757	0.82952	0.0653138	0.003205218	0.0005270217
737	-63.53609	-75.91043	12.37435	0.00591829	0.0120488	0.008444421	0.5270044	0.00116819	0.153166	0.01337638	3.614634	0.332385	0.0378721	0.399793	0.229949	0.0002076224	0.0005270217
738	-64.85263	-75.0862	10.23356	0.00741948	0.0211344	0.01252224	0.7759904	0.00116819	0.153166	0.01337638	3.614634	0.334546	0.0316181	0.402392	0.231444	0.0009962388	0.00846924
739	-64.09275	-75.15116	11.05841	0.00589527	0.0167927	0.009949754	0.7759904	0.00128309	0.13945	0.01337638	3.47554	0.316907	0.0448267	0.259047	0.379219	0.0009962388	0.006654667
740	-66.12335	-76.61927	10.49592	0.00690306	0.0143411	0.009949754	0.5420136	0.00194804	0.0918498	0.01337638	2.856477	0.643127	0.0234191	0.135336	0.198118	0.001626382	0.02105486
741	-63.84201	-75.00646	11.16446	0.0193816	0.0215043	0.02041538	0.07704034	0.00116673	0.153358	0.01337638	3.616493	0.0921988	0.0187746	0.80065	0.0883767	0.001122472	0.002358483
742	-65.95689	-77.1811	11.22421	0.019182	0.0217281	0.02041538	0.09239233	0.00208399	0.085858	0.01337638	2.756462	0.0925788	0.033327	0.80395	0.0701439	0.001122472	0.01264049
743	-67.34189	-76.83313	9.491242	0.0156013	0.0267149	0.02041538	0.3987216	0.00153107	0.116864	0.01337638	3.213573	0.0925788	0.033327	0.80395	0.0701439	0.004246579	0.01274886
744	-64.62792	-75.33453	10.70661	0.00878909	0.0192794	0.01301722	0.58231	0.00153537	0.117192	0.01341388	3.213573	0.332963	0.0244085	0.588808	0.0538209	0.0002085377	0.01274886
745	-65.77726	-77.16684	11.38958	0.00526777	0.0115551	0.007801909	0.58231	0.00213587	0.163027	0.01866023	3.213573	0.579028	0.0118106	0.334333	0.074829	0.003368972	0.00446223
746	-65.55014	-75.54987	9.99973	0.00323789	0.0187992	0.007801909	1.303871	0.00234021	0.178625	0.02044553	3.213573	0.302058	0.0221544	0.469001	0.206787	0.003368972	0.003881501
747	-64.42537	-75.02151	10.59613	0.00323789	0.0187992	0.007801909	1.303871	0.00296399	0.141033	0.02044553	2.863244	0.116873	0.0280993	0.592752	0.262275	0.003368972	0.003881501
748	-63.55157	-76.08436	12.53279	0.00894129	0.0124838	0.01056509	0.2474102	0.00290833	0.138385	0.02006161	2.863244	0.116873	0.0280993	0.592752	0.262275	0.003368972	0.000471688
749	-64.03411	-76.7979	12.76379	0.00868331	0.0128547	0.01056509	0.2908159	0.00224655	0.106896	0.01549664	2.863244	0.406123	0.0390766	0.190065	0.364736	0.003368972	0.002762056
750	-64.54724	-77.52156	12.97432	0.0138982	0.0205748	0.01691016	0.2908159	0.00278114	0.0863481	0.01549664	2.546759	0.385805	0.0371216	0.230586	0.346488	0.001907402	0.0003274244
751	-64.13867	-75.98203	11.84336	0.00847973	0.0131001	0.01053969	0.3224218	0.0027348	0.172077	0.02169326	3.070383	0.040737	0.0579773	0.360134	0.541152	0.002073604	0.001720742
752	-64.17277	-75.24098	11.06821	0.00716129	0.0155119	0.01053969	0.5729633	0.0041781	0.124521	0.02280926	2.516434	0.0226821	0.0322814	0.20052	0.744516	0.002382862	0.009931758
753	-66.78698	-76.46738	9.680406	0.00772101	0.0188903	0.01207694	0.6632459	0.0041781	0.124521	0.02280926	2.516434	0.203217	0.014514	0.447529	0.33474	0.01130636	0.008677804
754	-66.49657	-78.04929	11.55272	0.00620969	0.0234879	0.01207694	0.9862062	0.00251377	0.0749187	0.01372329	2.516434	0.457249	0.00468817	0.144557	0.393506	0.002322565	0.008677804
755	-66.17946	-77.37573	11.19627	0.00569713	0.0215491	0.01108008	0.9862062	0.00292072	0.0870471	0.01594491	2.516434	0.110533	0.00347858	0.170593	0.715396	0.009441025	0.0029938
756	-64.75261	-77.16052	12.40792	0.007713	0.0155456	0.01095003	0.5195561	0.00204575	0.0909991	0.0136441	2.813301	0.298053	0.00666951	0.327079	0.368198	0.005357369	0.002625382
