Iteration	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
2457	-67.18597	-78.50108	11.31511	0.0052103	0.00788313	0.006408857	0.3069637	0.00303763	0.135546	0.02029135	2.815635	0.107524	0.497448	0.0966365	0.298392	0.003689277	0.01301042
2458	-68.28683	-76.90326	8.616427	0.0128853	0.0194954	0.01584941	0.3069637	0.0046383	0.206972	0.03098381	2.815635	0.105265	0.508005	0.0946064	0.292123	0.003689277	0.01301042
2459	-64.12853	-76.04266	11.91414	0.0112685	0.0170491	0.01386065	0.3069637	0.00282701	0.126148	0.01888438	2.815635	0.170171	0.253697	0.103885	0.472247	0.003689277	0.002496699
2460	-64.97709	-76.96414	11.98705	0.00922904	0.0208166	0.01386065	0.6029721	0.00218279	0.097401	0.014581	2.815635	0.170171	0.253697	0.103885	0.472247	0.003689277	0.002496699
2461	-67.72435	-76.39375	8.669403	0.0119102	0.0161305	0.01386065	0.224845	0.00218279	0.097401	0.014581	2.815635	0.152554	0.271515	0.152576	0.423355	0.003689277	0.03204974
2462	-72.14005	-77.75235	5.612296	0.00631522	0.0304213	0.01386065	1.16546	0.00218279	0.097401	0.014581	2.815635	0.168816	0.300459	0.168841	0.361885	0.005515177	0.04108456
2463	-71.45988	-76.61138	5.151501	0.00261811	0.0126118	0.005746236	1.16546	0.0017464	0.121739	0.014581	3.146322	0.168816	0.300459	0.168841	0.361885	0.01286739	0.04108456
2464	-71.21255	-76.81895	5.606404	0.00261811	0.0126118	0.005746236	1.16546	0.00106822	0.109269	0.01080387	3.430612	0.193099	0.0979118	0.181316	0.527673	0.01286739	0.03785736
2465	-70.00841	-78.31801	8.309605	0.00333589	0.00989817	0.005746236	0.806246	0.00175978	0.160458	0.01680392	3.345376	0.139801	0.104379	0.193293	0.562527	0.01286739	0.01733531
2466	-68.28762	-80.41164	12.12402	0.00481459	0.00685816	0.005746236	0.2622627	0.00132639	0.212887	0.01680392	3.764551	0.20563	0.153529	0.100401	0.54044	0.0003157051	0.003015384
2467	-63.85085	-75.51727	11.66642	0.0139075	0.0186645	0.01611138	0.2180889	0.00216085	0.130676	0.01680392	3.040984	0.160208	0.119615	0.299115	0.421061	0.002389262	0.003741222
2468	-63.37818	-76.10456	12.72638	0.015561	0.0166812	0.01611138	0.05153247	0.00268483	0.105173	0.01680392	2.719086	0.11397	0.373704	0.212787	0.299538	0.0006851995	0.003741222
2469	-63.86837	-75.86945	12.00108	0.0156455	0.0165911	0.01611138	0.04350447	0.00268483	0.105173	0.01680392	2.719086	0.0652288	0.303084	0.466272	0.165415	0.0006851995	0.009254128
2470	-63.96574	-76.19463	12.22889	0.0101265	0.013065	0.01150229	0.1888714	0.00253741	0.111283	0.01680392	2.802812	0.0905803	0.420879	0.258835	0.229705	0.0006851995	0.009254128
2471	-72.22448	-80.18873	7.964255	0.0049822	0.0113029	0.007504233	0.6072664	0.00450591	0.197616	0.02984025	2.802812	0.0860077	0.399632	0.296251	0.218109	0.01865694	0.008745784
2472	-69.17725	-80.13182	10.95458	0.00471717	0.011938	0.007504233	0.6883094	0.00188974	0.0828786	0.01251476	2.802812	0.130261	0.0907235	0.448682	0.330333	0.01865694	0.002733277
2473	-66.54643	-77.09217	10.54574	0.00471717	0.011938	0.007504233	0.6883094	0.00382765	0.202167	0.0278177	2.940626	0.130261	0.0907235	0.448682	0.330333	0.0009611225	0.006425908
2474	-68.96055	-75.72183	6.761273	0.00167954	0.0305757	0.0071661	2.151023	0.00382765	0.202167	0.0278177	2.940626	0.113543	0.0790794	0.122712	0.684666	0.0002275891	0.01715373
2475	-65.17956	-76.0277	10.84814	0.00432183	0.0118822	0.0071661	0.7497268	0.00240287	0.126914	0.017463	2.940626	0.0925526	0.0644603	0.39507	0.447917	0.003227757	0.0118161
2476	-66.25247	-76.54821	10.29574	0.00340869	0.0150653	0.0071661	1.101624	0.00908068	0.10729	0.03121317	1.830556	0.0384869	0.667787	0.107465	0.186261	0.003227757	0.0118161
2477	-65.74545	-76.35092	10.60547	0.00389797	0.0125037	0.006981326	0.8640351	0.00908068	0.10729	0.03121317	1.830556	0.0247088	0.428724	0.0689932	0.477574	0.002062557	0.01387287
2478	-66.71582	-75.71738	9.00156	0.00773579	0.0248144	0.01385492	0.8640351	0.00524833	0.185633	0.03121317	2.643376	0.265425	0.189645	0.0514009	0.493529	0.002062557	0.008641787
2479	-66.07903	-75.48957	9.410541	0.00722393	0.0231725	0.01293817	0.8640351	0.00579189	0.168211	0.03121317	2.497267	0.230572	0.262692	0.0780119	0.428724	0.00178383	0.008641787
2480	-65.70364	-77.85361	12.14997	0.00476346	0.0152799	0.008531427	0.8640351	0.00289081	0.0839565	0.0155789	2.497267	0.399569	0.455232	0.135191	0.0100084	0.001387876	0.008641787
2481	-68.34685	-76.37163	8.024784	0.00609472	0.024306	0.01217121	1.025442	0.00225967	0.107406	0.0155789	2.862457	0.266857	0.45142	0.230129	0.0515934	0.002536733	0.02794027
2482	-65.29483	-77.24959	11.95475	0.00231218	0.00922106	0.004617438	1.025442	0.00298623	0.14194	0.02058803	2.862457	0.131063	0.201035	0.644688	0.0232139	0.002536733	0.001166123
2483	-64.74282	-76.44791	11.7051	0.0133443	0.017854	0.01543532	0.2158225	0.00298623	0.14194	0.02058803	2.862457	0.480436	0.254782	0.0819776	0.182805	0.002536733	0.002493296
2484	-66.03806	-76.70967	10.67161	0.0164062	0.0219507	0.018977	0.2158225	0.00298623	0.14194	0.02058803	2.862457	0.240263	0.127415	0.540903	0.0914194	0.006705197	0.002493296
2485	-65.81127	-79.10696	13.29569	0.0112714	0.0150806	0.01303758	0.2158225	0.00455696	0.068958	0.01772679	2.013998	0.208614	0.0993498	0.469652	0.222384	0.006705197	0.002493296
2486	-66.78415	-75.89368	9.10953	0.00601663	0.0282514	0.01303758	1.146509	0.0106928	0.161808	0.04159548	2.013998	0.402484	0.0750115	0.354599	0.167906	0.002246423	0.002493296
2487	-65.43524	-75.69994	10.2647	0.00601663	0.0282514	0.01303758	1.146509	0.00493179	0.171079	0.02904692	2.628966	0.306131	0.0605104	0.497913	0.135446	0.000354859	0.0005051512
2488	-67.86624	-75.67682	7.810574	0.00601663	0.0282514	0.01303758	1.146509	0.0181793	0.187852	0.05843809	1.731215	0.251061	0.0496252	0.588233	0.111081	0.0009573397	0.0002218566
2489	-68.38414	-76.7473	8.363157	0.00601663	0.0282514	0.01303758	1.146509	0.0180765	0.0926516	0.0409245	1.21146	0.503434	0.0538426	0.0945113	0.348212	0.00899721	0.01217425
2490	-69.87407	-80.51266	10.63858	0.00308497	0.0550989	0.01303758	2.136867	0.0111021	0.0366881	0.02018202	0.886092	0.341818	0.0650996	0.172069	0.421013	0.00899721	0.007495692
2491	-69.13955	-76.5593	7.419749	0.00264881	0.047309	0.01119431	2.136867	0.00905455	0.147732	0.03657387	2.069812	0.290053	0.154091	0.1986	0.357255	0.003428339	0.007495692
2492	-66.91452	-75.11124	8.19672	0.00127725	0.0228123	0.005397867	2.136867	0.00905455	0.147732	0.03657387	2.069812	0.245646	0.16373	0.211023	0.379601	0.003428339	0.007495692
2493	-66.51887	-75.12011	8.601235	0.00149927	0.0194341	0.005397867	1.899253	0.00905455	0.147732	0.03657387	2.069812	0.0334932	0.31678	0.247404	0.402322	0.003428339	0.007495692
2494	-65.59014	-75.48604	9.895894	0.00149927	0.0194341	0.005397867	1.899253	0.00666339	0.108719	0.02691531	2.069812	0.0992969	0.0920176	0.733477	0.0752083	0.003428339	0.007495692
2495	-66.23622	-76.88506	10.64884	0.00149927	0.0194341	0.005397867	1.899253	0.0018471	0.0797453	0.01213662	2.791161	0.108171	0.0108678	0.799031	0.08193	0.003428339	0.007495692
2496	-69.22076	-76.22817	7.00741	0.00197088	0.0281374	0.007446856	1.970837	0.0032247	0.21287	0.02619999	3.105934	0.0920685	0.00924992	0.680083	0.218599	0.01148693	0.005584056
2497	-72.74458	-76.64015	3.895569	0.00197088	0.0281374	0.007446856	1.970837	0.00774614	0.106412	0.02871036	1.942303	0.128688	0.012929	0.552837	0.305545	0.03463674	0.01791781
2498	-67.5007	-76.18753	8.686827	0.000772218	0.0110246	0.002917773	1.970837	0.012083	0.105126	0.03564033	1.603704	0.128688	0.012929	0.552837	0.305545	0.0007919408	0.01791781
2499	-66.81552	-76.86325	10.04772	0.000772218	0.0110246	0.002917773	1.970837	0.0129502	0.0885712	0.03386767	1.425294	0.145683	0.00163149	0.625845	0.22684	0.0007919408	0.01180366
2500	-67.46391	-78.80471	11.34081	0.00485167	0.00706942	0.005856488	0.2790673	0.0269981	0.0906384	0.04946784	0.8977973	0.185627	0.00207882	0.523258	0.289036	0.0007919408	0.01180366
2501	-64.42506	-75.78348	11.35842	0.00854431	0.01245	0.01031392	0.2790673	0.0113452	0.108251	0.03504471	1.672122	0.0880688	0.000986275	0.700752	0.210193	0.0007919408	0.01180366
2502	-69.22968	-79.65022	10.42054	0.00647276	0.0164345	0.01031392	0.690732	0.00787048	0.0709236	0.02362632	1.62974	0.0547852	0.0203611	0.711452	0.213402	0.02046051	0.005860327
2503	-69.76326	-77.17856	7.415302	0.00633347	0.016796	0.01031392	0.7229854	0.00341466	0.142474	0.02205678	2.765855	0.0589649	0.0219144	0.76573	0.153391	0.02046051	0.01501106
2504	-70.51516	-77.85759	7.342435	0.0055329	0.0146729	0.009010202	0.7229854	0.00146431	0.155676	0.0150983	3.4592	0.0250853	0.215563	0.449748	0.309604	0.02046051	0.01501106
2505	-72.60547	-79.52612	6.920651	0.00178371	0.046232	0.009080993	2.412919	0.000887395	0.0646429	0.007573892	3.178954	0.0396126	0.340398	0.217001	0.402988	0.02046051	0.007707659
2506	-66.867	-80.04226	13.17526	0.00752227	0.0109627	0.009080993	0.2791964	0.000887395	0.0646429	0.007573892	3.178954	0.224011	0.29629	0.0699439	0.409755	0.00462485	0.003981259
2507	-64.12152	-77.26431	13.14279	0.00896042	0.0130586	0.01081714	0.2791964	0.00120181	0.0875464	0.01025738	3.178954	0.252339	0.333757	0.0826799	0.331224	0.0004474352	0.003981259
2508	-65.93032	-77.38974	11.45942	0.00554289	0.02111	0.01081714	0.9912912	0.00120181	0.0875464	0.01025738	3.178954	0.129007	0.477364	0.200016	0.193613	0.0004474352	0.00749577
2509	-68.84328	-76.74313	7.899848	0.00530474	0.0220577	0.01081714	1.0564	0.000760035	0.0967986	0.008577314	3.593104	0.405287	0.323609	0.137757	0.133347	0.008080533	0.02201145
2510	-70.53007	-77.83999	7.309921	0.00191708	0.0254357	0.006982992	1.916522	0.000521785	0.066455	0.005888569	3.593104	0.405287	0.323609	0.137757	0.133347	0.008080533	0.02201145
2511	-68.47576	-78.51345	10.03769	0.00191708	0.0254357	0.006982992	1.916522	0.00134344	0.0649941	0.009344273	2.875555	0.375868	0.214751	0.208019	0.201361	0.008437271	0.006962189
2512	-66.61314	-76.51142	9.898288	0.0019138	0.0254793	0.006982992	1.919062	0.00209028	0.101125	0.01453891	2.875555	0.0556468	0.164428	0.167085	0.61284	0.008437271	0.002775286
2513	-65.53883	-76.62927	11.09044	0.00560832	0.019865	0.01055507	0.9375312	0.00209028	0.101125	0.01453891	2.875555	0.0602041	0.0959966	0.180769	0.66303	0.008437271	0.002775286
2514	-67.34755	-76.35893	9.01138	0.00537078	0.0189497	0.01008835	0.9346447	0.00205605	0.102809	0.01453891	2.900029	0.116461	0.185699	0.18004	0.5178	0.008437271	0.01847826
2515	-68.20901	-76.90096	8.691957	0.00537078	0.0189497	0.01008835	0.9346447	0.00205605	0.102809	0.01453891	2.900029	0.422694	0.274916	0.116555	0.185835	0.01161131	0.01768722
2516	-65.12102	-77.55161	12.43059	0.00493638	0.017417	0.009272378	0.9346447	0.00158179	0.0790937	0.01118522	2.900029	0.319094	0.265439	0.16014	0.255327	0.0005064117	0.005070419
2517	-65.62614	-76.87468	11.24854	0.0042258	0.0149099	0.007937656	0.9346447	0.00123066	0.10166	0.01118522	3.272161	0.261968	0.217918	0.13147	0.388644	0.005933345	0.005070419
2518	-65.08559	-76.74881	11.66322	0.0042258	0.0149099	0.007937656	0.9346447	0.00123066	0.10166	0.01118522	3.272161	0.345208	0.287162	0.173245	0.194385	0.002839693	0.005070419
2519	-65.43021	-77.84084	12.41063	0.00881905	0.011769	0.01018782	0.2139079	0.00123066	0.10166	0.01118522	3.272161	0.419127	0.254744	0.153688	0.172441	0.004167339	0.005070419
2520	-64.41354	-75.82504	11.4115	0.00610586	0.018622	0.01066317	0.82662	0.00132271	0.109264	0.01202183	3.272161	0.201157	0.122263	0.593819	0.0827617	0.002527445	0.005070419
2521	-65.88233	-78.76561	12.88328	0.00364299	0.0111106	0.006362064	0.82662	0.000767521	0.0634016	0.006975818	3.272161	0.0990441	0.0601988	0.800008	0.0407496	0.0008946063	0.005070419
2522	-65.63345	-76.93163	11.29818	0.00443655	0.0135308	0.007747908	0.82662	0.000447864	0.0881469	0.006283138	3.915753	0.17092	0.103885	0.654875	0.0703212	0.003142044	0.005781295
2523	-66.78909	-75.63897	8.849886	0.00253146	0.0237137	0.007747908	1.658481	0.000915155	0.180118	0.01283883	3.915753	0.436404	0.0666908	0.451761	0.0451441	0.004286351	0.005781295
2524	-66.16686	-75.83237	9.665506	0.00587653	0.021464	0.01123094	0.9602893	0.000915155	0.180118	0.01283883	3.915753	0.436404	0.0666908	0.451761	0.0451441	0.003585884	0.005781295
2525	-65.9629	-76.11722	10.15432	0.00587653	0.021464	0.01123094	0.9602893	0.000915155	0.180118	0.01283883	3.915753	0.29125	0.295872	0.375368	0.0375103	0.003585884	0.002134605
2526	-65.3889	-76.06657	10.67767	0.00587653	0.021464	0.01123094	0.9602893	0.00141062	0.116853	0.01283883	3.274246	0.0534823	0.054331	0.0735639	0.818623	0.007828956	0.002134605
2527	-66.41449	-78.27503	11.86054	0.00969629	0.0128498	0.01116224	0.2087404	0.00148216	0.111213	0.01283883	3.200895	0.0273387	0.536673	0.0175301	0.418458	0.009549682	0.002134605
2528	-68.17443	-76.07304	7.898617	0.00389697	0.024299	0.009731008	1.356758	0.00141389	0.116583	0.01283883	3.270815	0.0273387	0.536673	0.0175301	0.418458	0.0004305951	0.02677374
2529	-64.056	-76.45802	12.40202	0.00777635	0.012177	0.009731008	0.3324442	0.00141389	0.116583	0.01283883	3.270815	0.0273387	0.536673	0.0175301	0.418458	0.0009744089	0.005642357
2530	-64.30188	-76.51059	12.20871	0.00657719	0.0102992	0.008230422	0.3324442	0.00176206	0.145292	0.01600041	3.270815	0.0147404	0.34629	0.368958	0.270012	0.0007556127	0.005642357
2531	-65.68339	-78.74434	13.06095	0.00473459	0.00767729	0.006028999	0.3583246	0.00126812	0.104564	0.01151516	3.270815	0.200791	0.446142	0.23961	0.113457	0.0007556127	0.005642357
2532	-65.88109	-75.70658	9.82549	0.0125304	0.0203185	0.01595613	0.3583246	0.000873243	0.151846	0.01151516	3.823936	0.201578	0.507281	0.272446	0.0186949	0.0005138219	0.01306965
2533	-66.14737	-77.72408	11.57672	0.0134895	0.0188738	0.01595613	0.2489717	0.00162342	0.0816786	0.01151516	2.904608	0.0235323	0.620403	0.3332	0.0228638	0.0005138219	0.01306965
2534	-64.45907	-75.34568	10.88661	0.0134895	0.0188738	0.01595613	0.2489717	0.00304756	0.153331	0.0216168	2.904608	0.0317184	0.488356	0.449108	0.0308172	0.0005138219	0.008116449
2535	-69.47944	-78.24987	8.770433	0.0138902	0.0183294	0.01595613	0.2055819	0.00219734	0.21266	0.0216168	3.389562	0.0195592	0.33227	0.507666	0.140504	0.01069308	0.008116449
2536	-65.99779	-76.51713	10.51934	0.0107905	0.0191952	0.01439189	0.426983	0.00219734	0.21266	0.0216168	3.389562	0.151849	0.287437	0.439168	0.121546	0.001529496	0.002984976
2537	-69.35035	-79.28386	9.933508	0.017847	0.0317479	0.02380349	0.426983	0.00156794	0.119757	0.01370299	3.21406	0.22219	0.420588	0.179371	0.177851	0.006631161	0.002984976
2538	-65.09721	-76.91117	11.81397	0.00745862	0.0132681	0.009947946	0.426983	0.00216796	0.165585	0.01894682	3.21406	0.22219	0.420588	0.179371	0.177851	0.002994123	0.001204939
2539	-64.6439	-76.59978	11.95588	0.00745862	0.0132681	0.009947946	0.426983	0.00148292	0.113264	0.01295998	3.21406	0.1878	0.355491	0.151608	0.305101	0.002994123	0.006133086
2540	-65.13473	-76.04989	10.91516	0.0172224	0.022982	0.01989488	0.2138647	0.000890922	0.14179	0.01123939	3.758283	0.14166	0.268152	0.11436	0.475827	0.002961414	0.001498346
2541	-66.89288	-77.38519	10.49231	0.0116758	0.0168561	0.01402889	0.2722009	0.000974926	0.155159	0.01229914	3.758283	0.14166	0.268152	0.11436	0.475827	0.01018136	0.001498346
2542	-66.89223	-77.57534	10.68311	0.0116542	0.01544	0.01341419	0.2085247	0.000974926	0.155159	0.01229914	3.758283	0.111213	0.303898	0.0897809	0.495107	0.01018136	0.001498346
2543	-65.08527	-75.17834	10.09308	0.00130559	0.0181068	0.004862105	1.94935	0.000974926	0.155159	0.01229914	3.758283	0.111213	0.303898	0.0897809	0.495107	0.001025985	0.001498346
2544	-64.98577	-75.18426	10.1985	0.00135729	0.0174171	0.004862105	1.891775	0.000917556	0.143656	0.01148095	3.746136	0.111213	0.303898	0.0897809	0.495107	0.001025985	0.002415577
2545	-65.91231	-75.30406	9.391746	0.00174428	0.0223831	0.006248393	1.891775	0.000917556	0.143656	0.01148095	3.746136	0.073448	0.200702	0.39887	0.326981	0.005658308	0.002415577
2546	-68.89697	-77.41181	8.514841	0.00105145	0.0134926	0.003766542	1.891775	0.00126441	0.19796	0.01582094	3.746136	0.419226	0.0534142	0.106154	0.421205	0.005658308	0.007099413
2547	-68.00326	-76.49371	8.490448	0.00299006	0.0383693	0.01071104	1.891775	0.000723948	0.113344	0.009058421	3.746136	0.419226	0.0534142	0.106154	0.421205	0.005658308	0.007099413
2548	-66.66132	-75.69877	9.03745	0.0012189	0.0156413	0.004366369	1.891775	0.0010645	0.166662	0.01331964	3.746136	0.446965	0.0569485	0.0470118	0.449075	0.002492036	0.008268335
2549	-67.05799	-76.14677	9.088773	0.00180085	0.0231091	0.006451049	1.891775	0.00187385	0.094678	0.01331964	2.907742	0.485481	0.0554051	0.043508	0.415606	0.006186606	0.01275418
2550	-67.45497	-76.99162	9.536646	0.00288543	0.0370266	0.01033623	1.891775	0.00169959	0.084024	0.01195016	2.891605	0.485481	0.0554051	0.043508	0.415606	0.0005345961	0.01275418
2551	-66.12217	-75.16793	9.045753	0.00184793	0.0237131	0.00661968	1.891775	0.00266995	0.131997	0.01877297	2.891605	0.506462	0.140351	0.0421949	0.310993	0.001090538	0.01275418
2552	-65.64023	-77.9428	12.30258	0.00351766	0.00992367	0.005908313	0.7688225	0.00438071	0.0804492	0.01877297	2.157494	0.245251	0.067964	0.024748	0.662037	0.001090538	0.01275418
2553	-64.44918	-75.19456	10.74538	0.00464729	0.0131104	0.007805638	0.7688225	0.00250948	0.140437	0.01877297	2.983504	0.0816579	0.022629	0.00823999	0.887473	0.0003196656	0.01275418
2554	-65.31013	-74.63004	9.319904	0.00160323	0.0183293	0.005420892	1.806162	0.00250948	0.140437	0.01877297	2.983504	0.0814985	0.0245361	0.00822391	0.885741	0.000164233	0.01275418
2555	-64.54163	-75.31718	10.77555	0.00177925	0.0203415	0.006016028	1.806162	0.00228506	0.127878	0.01709414	2.983504	0.0532522	0.362619	0.00537362	0.578756	0.0001768368	0.002965721
2556	-67.72384	-77.09324	9.369408	0.00129552	0.0111141	0.003794534	1.593282	0.0018233	0.102037	0.01363979	2.983504	0.0532522	0.362619	0.00537362	0.578756	0.004437036	0.01757528
2557	-65.78132	-77.9971	12.21578	0.00367253	0.0125307	0.006783767	0.9097999	0.00241841	0.0769283	0.01363979	2.564727	0.0722546	0.206527	0.00729112	0.713927	0.004437036	0.007350424
2558	-64.37035	-77.34773	12.97738	0.00434925	0.0148397	0.008033763	0.9097999	0.00182718	0.0765547	0.01182707	2.76893	0.0885385	0.0590213	0.00893431	0.843506	0.002333698	0.001741258
2559	-64.02305	-75.22978	11.20673	0.00681981	0.0232693	0.0125973	0.9097999	0.00324734	0.136056	0.0210195	2.76893	0.0885385	0.0590213	0.00893431	0.843506	0.001787279	0.001741258
2560	-64.30437	-76.348	12.04364	0.00681981	0.0232693	0.0125973	0.9097999	0.00240641	0.100823	0.0155763	2.76893	0.0885385	0.0590213	0.00893431	0.843506	0.0009869139	0.001741258
2561	-65.93291	-75.82114	9.888231	0.00681981	0.0232693	0.0125973	0.9097999	0.00136351	0.177938	0.0155763	3.611151	0.101948	0.0581529	0.00880287	0.831096	0.006370312	0.001741258
2562	-66.87395	-78.16028	11.28632	0.00737126	0.0251508	0.01361591	0.9097999	0.00132665	0.0810312	0.01036821	3.048365	0.102426	0.0483817	0.0141961	0.834996	0.006370312	0.002648187
2563	-67.49729	-78.32083	10.82354	0.00737126	0.0251508	0.01361591	0.9097999	0.00133997	0.0770245	0.01015925	3.003365	0.102426	0.0483817	0.0141961	0.834996	0.001336902	0.01191458
2564	-64.80284	-75.77808	10.97524	0.0069549	0.016874	0.01083315	0.6570354	0.00198115	0.113881	0.01502053	3.003365	0.162122	0.343957	0.0271719	0.466749	0.001336902	0.01191458
2565	-67.06872	-76.98755	9.918827	0.00377885	0.0310563	0.01083315	1.561465	0.00171111	0.117459	0.01417694	3.134921	0.185882	0.334204	0.0264013	0.453513	0.006984687	0.00183404
2566	-66.77895	-76.06145	9.282501	0.00278144	0.0228592	0.007973803	1.561465	0.00294164	0.17597	0.02275171	3.032921	0.185882	0.334204	0.0264013	0.453513	0.006984687	0.002161256
2567	-67.39992	-75.75636	8.356445	0.00357547	0.0294418	0.01026003	1.5629	0.00294164	0.17597	0.02275171	3.032921	0.250844	0.307536	0.0242947	0.417325	0.002395234	0.01135492
2568	-66.57957	-76.53736	9.957791	0.00357547	0.0294418	0.01026003	1.5629	0.00567711	0.114444	0.02548946	2.226605	0.405806	0.247817	0.108279	0.238098	0.003512421	0.005794013
2569	-66.67822	-75.9453	9.267079	0.00357547	0.0294418	0.01026003	1.5629	0.00682479	0.13758	0.03064239	2.226605	0.314341	0.194543	0.153525	0.337591	0.003512421	0.005794013
2570	-65.65681	-76.07686	10.42005	0.00473411	0.0222361	0.01026003	1.146736	0.00813902	0.115365	0.03064239	1.965507	0.333184	0.229818	0.0274363	0.409562	0.003512421	0.005794013
2571	-65.81561	-76.54852	10.73291	0.00586206	0.0179575	0.01026003	0.8298929	0.0105008	0.115045	0.03475727	1.774583	0.451853	0.311671	0.0372083	0.199267	0.003512421	0.005794013
2572	-64.52255	-76.65181	12.12926	0.00767035	0.013724	0.01026003	0.4312781	0.0100729	0.110358	0.033341	1.774583	0.305371	0.210634	0.0251461	0.458849	0.003512421	0.001855644
2573	-64.44248	-79.38871	14.94623	0.00840793	0.0125201	0.01026003	0.2951572	0.0102935	0.0573816	0.02430341	1.273715	0.0249847	0.295656	0.0352963	0.644063	0.0002788441	0.001201402
2574	-67.54938	-76.33235	8.78297	0.0190893	0.0284256	0.02329433	0.2951572	0.0242352	0.135101	0.05722049	1.273715	0.305662	0.0999784	0.128567	0.465793	0.0002788441	0.001229836
2575	-65.83257	-78.14322	12.31064	0.00478256	0.00712163	0.005836065	0.2951572	0.0188567	0.105118	0.0445217	1.273715	0.0553932	0.0749965	0.305466	0.564144	0.0002788441	0.00506935
2576	-66.56793	-76.52396	9.956033	0.0100116	0.0212216	0.01457611	0.5569181	0.0188567	0.105118	0.0445217	1.273715	0.0553932	0.0749965	0.305466	0.564144	0.007278954	0.003570847
2577	-67.50147	-77.58038	10.07891	0.0100116	0.0212216	0.01457611	0.5569181	0.0197974	0.100123	0.0445217	1.201538	0.512269	0.167971	0.202838	0.116921	0.007278954	0.003570847
2578	-66.47715	-76.01613	9.538981	0.00887447	0.0239409	0.01457611	0.7356749	0.0153519	0.129117	0.0445217	1.578585	0.110836	0.306223	0.369787	0.213155	0.004248003	0.003570847
2579	-65.79883	-77.72668	11.92785	0.00565001	0.0157202	0.009424398	0.7585662	0.0212493	0.0767722	0.04039005	0.9522141	0.110836	0.306223	0.369787	0.213155	0.004248003	0.002696981
2580	-65.39184	-76.02599	10.63416	0.00565001	0.0157202	0.009424398	0.7585662	0.0127658	0.114023	0.03815226	1.623179	0.117931	0.261811	0.393459	0.2268	0.004480757	0.005831798
2581	-66.36645	-78.14178	11.77533	0.0066563	0.0240993	0.01266539	0.9537715	0.00644405	0.0802071	0.02273453	1.869157	0.103299	0.229329	0.468711	0.198661	0.007161236	0.001211324
2582	-65.90179	-76.89192	10.99013	0.0066563	0.0240993	0.01266539	0.9537715	0.00462178	0.10969	0.02251581	2.347607	0.147994	0.328553	0.238835	0.284617	0.007161236	0.001211324
2583	-70.566	-75.5785	5.012502	0.00348558	0.0294849	0.01013764	1.582858	0.00276557	0.183312	0.02251581	3.108972	0.185752	0.412378	0.29977	0.1021	0.007161236	0.03067469
2584	-68.68174	-79.36543	10.68369	0.00113793	0.00962585	0.003309612	1.582858	0.00609114	0.0832294	0.02251581	1.938329	0.20619	0.457749	0.222727	0.113334	0.007161236	0.01006162
2585	-67.76813	-78.89758	11.12946	0.00113793	0.00962585	0.003309612	1.582858	0.00609114	0.0832294	0.02251581	1.938329	0.209091	0.46419	0.225861	0.100858	0.003835662	0.01006162
2586	-70.94882	-77.33904	6.390221	0.00480747	0.0406669	0.01398231	1.582858	0.0150504	0.205649	0.05563375	1.938329	0.181926	0.357286	0.318543	0.142245	0.003835662	0.001627142
2587	-67.36529	-76.13887	8.773579	0.0100522	0.019449	0.01398231	0.4892641	0.0196466	0.161336	0.05630013	1.560874	0.329816	0.292696	0.260958	0.11653	0.003835662	0.001863164
2588	-66.35106	-78.81812	12.46706	0.00497999	0.0213285	0.0103061	1.078307	0.0119558	0.0676723	0.02844424	1.285018	0.268931	0.238664	0.397386	0.0950183	0.003835662	0.001863164
2589	-67.04122	-76.03609	8.994871	0.0122502	0.0201878	0.01572596	0.3703046	0.0207486	0.149311	0.05565952	1.462995	0.355667	0.210348	0.35024	0.0837451	0.003835662	0.001863164
2590	-68.29305	-76.70463	8.41158	0.0138858	0.0178099	0.01572596	0.1844997	0.0197529	0.156836	0.05565952	1.535902	0.0849657	0.122108	0.0836692	0.709258	0.009621046	0.001863164
2591	-69.47747	-76.23715	6.759687	0.013866	0.0178354	0.01572596	0.1866221	0.00804924	0.12702	0.03197517	2.045076	0.406477	0.0792032	0.0542708	0.460049	0.009621046	0.03137745
2592	-68.22339	-77.87891	9.655524	0.00678346	0.0372059	0.01588662	1.261681	0.00618768	0.0976437	0.02458023	2.045076	0.362449	0.0896999	0.0268321	0.521019	0.006149898	0.006825315
2593	-69.86878	-77.86107	7.992291	0.00767265	0.042083	0.01796909	1.261681	0.0242862	0.095013	0.04803653	1.011212	0.288135	0.187382	0.0623515	0.462131	0.006149898	0.006825315
2594	-70.56797	-78.57753	8.009555	0.00890927	0.0488656	0.02086521	1.261681	0.00806119	0.135737	0.03307871	2.09318	0.347095	0.225725	0.0751102	0.35207	0.006149898	0.005016734
2595	-72.26301	-77.67968	5.416671	0.00774063	0.0562431	0.02086521	1.470149	0.0205799	0.124185	0.0505542	1.332459	0.488613	0.176798	0.0588298	0.275758	0.01503197	0.005016734
2596	-71.42634	-79.59925	8.172906	0.018716	0.0258049	0.02197647	0.2380957	0.0181268	0.109383	0.04452822	1.332459	0.435254	0.157491	0.0524053	0.354849	0.01503197	0.005016734
