Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
6590	-85.32866	-87.00301	1.67435	0.0240506	0.0240506	0.0240506
6591	-84.62651	-86.77444	2.147937	0.0205175	0.0205175	0.0205175
6592	-84.62651	-86.77444	2.147937	0.0205175	0.0205175	0.0205175
6593	-85.74924	-87.21017	1.460924	0.02564283	0.0256428	0.0256428
6594	-85.16241	-88.39372	3.231314	0.01243517	0.0124352	0.0124352
6595	-85.78965	-89.2023	3.412648	0.01108237	0.0110824	0.0110824
6596	-85.35798	-88.65365	3.295664	0.0119551	0.0119551	0.0119551
6597	-84.88976	-88.01174	3.121988	0.01325078	0.0132508	0.0132508
6598	-84.37638	-87.02729	2.650917	0.01676512	0.0167651	0.0167651
6599	-84.76974	-87.83218	3.062435	0.01369506	0.0136951	0.0136951
6600	-85.68569	-89.07262	3.38693	0.01127423	0.0112742	0.0112742
6601	-84.69126	-87.70872	3.01746	0.01403059	0.0140306	0.0140306
6602	-84.43802	-86.80979	2.371776	0.01884759	0.0188476	0.0188476
6603	-84.66055	-86.77772	2.117178	0.02074698	0.020747	0.020747
6604	-85.42273	-87.04679	1.624062	0.02442577	0.0244258	0.0244258
6605	-85.42273	-87.04679	1.624062	0.02442577	0.0244258	0.0244258
6606	-85.42273	-87.04679	1.624062	0.02442577	0.0244258	0.0244258
6607	-85.91547	-87.29866	1.383198	0.02622269	0.0262227	0.0262227
6608	-85.88482	-87.28212	1.3973	0.02611749	0.0261175	0.0261175
6609	-84.69444	-86.78249	2.088052	0.02096426	0.0209643	0.0209643
6610	-84.38018	-86.89156	2.511377	0.01780613	0.0178061	0.0178061
6611	-84.43011	-87.21308	2.782978	0.0157799	0.0157799	0.0157799
6612	-84.62234	-86.77416	2.151821	0.02048852	0.0204885	0.0204885
6613	-84.62234	-86.77416	2.151821	0.02048852	0.0204885	0.0204885
6614	-84.82774	-86.81201	1.984261	0.02173857	0.0217386	0.0217386
6615	-84.87078	-86.82432	1.953537	0.02196778	0.0219678	0.0219678
6616	-84.48902	-86.78566	2.296643	0.01940811	0.0194081	0.0194081
6617	-86.75466	-87.78104	1.026387	0.02888461	0.0288846	0.0288846
6618	-84.60702	-86.77336	2.16634	0.02038021	0.0203802	0.0203802
6619	-84.40966	-86.83554	2.425882	0.01844394	0.0184439	0.0184439
6620	-84.40019	-86.84819	2.447996	0.01827896	0.018279	0.018279
6621	-85.48918	-87.07871	1.589526	0.02468342	0.0246834	0.0246834
6622	-84.9213	-88.05752	3.136223	0.01314458	0.0131446	0.0131446
6623	-86.80045	-90.41273	3.612287	0.009592999	0.009593	0.009593
6624	-85.0389	-88.22418	3.185281	0.01277859	0.0127786	0.0127786
6625	-85.34883	-87.01225	1.663417	0.02413217	0.0241322	0.0241322
6626	-86.06011	-87.37797	1.317862	0.02671012	0.0267101	0.0267101
6627	-84.42057	-87.18792	2.767356	0.01589644	0.0158964	0.0158964
6628	-84.42057	-87.18792	2.767356	0.01589644	0.0158964	0.0158964
6629	-84.50818	-87.38622	2.878039	0.01507071	0.0150707	0.0150707
6630	-84.7551	-87.80957	3.05447	0.01375448	0.0137545	0.0137545
6631	-84.54216	-87.45179	2.90963	0.01483504	0.014835	0.014835
6632	-84.54216	-87.45179	2.90963	0.01483504	0.014835	0.014835
6633	-84.37474	-86.91478	2.540036	0.01759232	0.0175923	0.0175923
6634	-86.07918	-89.55723	3.478054	0.01059441	0.0105944	0.0105944
6635	-87.06467	-90.71875	3.654081	0.009281204	0.0092812	0.0092812
6636	-84.39911	-86.84983	2.450714	0.01825869	0.0182587	0.0182587
6637	-85.05755	-86.88855	1.831004	0.02288192	0.0228819	0.0228819
6638	-85.1607	-88.39141	3.230711	0.01243968	0.0124397	0.0124397
6639	-84.51697	-86.77884	2.261865	0.01966756	0.0196676	0.0196676
6640	-84.51697	-86.77884	2.261865	0.01966756	0.0196676	0.0196676
6641	-84.86118	-86.82148	1.960296	0.02191736	0.0219174	0.0219174
6642	-87.38571	-88.16955	0.7838416	0.03069407	0.0306941	0.0306941
6643	-85.87168	-87.27506	1.403379	0.02607214	0.0260721	0.0260721
6644	-84.83915	-86.81516	1.976006	0.02180016	0.0218002	0.0218002
6645	-85.65423	-87.16105	1.506815	0.02530047	0.0253005	0.0253005
6646	-84.54275	-87.4529	2.910145	0.01483119	0.0148312	0.0148312
6647	-85.25115	-86.96834	1.717183	0.02373106	0.0237311	0.0237311
6648	-84.84573	-87.94695	3.101215	0.01340575	0.0134058	0.0134058
6649	-84.40037	-87.12824	2.727865	0.01619106	0.0161911	0.0161911
6650	-84.38876	-86.86869	2.479925	0.01804077	0.0180408	0.0180408
6651	-84.6189	-86.77395	2.155051	0.02046443	0.0204644	0.0204644
6652	-84.72246	-86.7874	2.064937	0.0211367	0.0211367	0.0211367
6653	-84.4837	-86.78737	2.303668	0.0193557	0.0193557	0.0193557
6654	-84.38348	-87.06473	2.681248	0.01653884	0.0165388	0.0165388
6655	-84.38348	-87.06473	2.681248	0.01653884	0.0165388	0.0165388
6656	-84.38348	-87.06473	2.681248	0.01653884	0.0165388	0.0165388
6657	-84.37529	-87.02	2.644716	0.01681138	0.0168114	0.0168114
6658	-84.47722	-86.78965	2.312427	0.01929036	0.0192904	0.0192904
6659	-84.47722	-86.78965	2.312427	0.01929036	0.0192904	0.0192904
6660	-84.47722	-86.78965	2.312427	0.01929036	0.0192904	0.0192904
6661	-84.47722	-86.78965	2.312427	0.01929036	0.0192904	0.0192904
6662	-84.42302	-87.19453	2.771512	0.01586544	0.0158654	0.0158654
6663	-84.42302	-87.19453	2.771512	0.01586544	0.0158654	0.0158654
6664	-85.4804	-87.07445	1.59405	0.02464967	0.0246497	0.0246497
6665	-84.39609	-87.11387	2.717777	0.01626632	0.0162663	0.0162663
6666	-85.20553	-86.94859	1.74306	0.02353801	0.023538	0.023538
6667	-86.36339	-87.55	1.186606	0.02768932	0.0276893	0.0276893
6668	-84.90432	-86.83466	1.930336	0.02214087	0.0221409	0.0221409
6669	-84.90432	-86.83466	1.930336	0.02214087	0.0221409	0.0221409
6670	-84.68265	-87.6948	3.01215	0.0140702	0.0140702	0.0140702
6671	-84.68265	-87.6948	3.01215	0.0140702	0.0140702	0.0140702
6672	-85.40596	-87.03886	1.632899	0.02435985	0.0243598	0.0243598
6673	-85.40596	-87.03886	1.632899	0.02435985	0.0243598	0.0243598
6674	-85.32401	-87.00089	1.676881	0.02403173	0.0240317	0.0240317
6675	-84.3732	-86.92488	2.55168	0.01750545	0.0175055	0.0175055
6676	-84.43085	-87.21499	2.784139	0.01577124	0.0157712	0.0157712
6677	-87.46846	-88.22165	0.7531886	0.03092275	0.0309228	0.0309228
6678	-84.59507	-87.54753	2.952459	0.01451552	0.0145155	0.0145155
6679	-84.47876	-87.32572	2.846965	0.01530253	0.0153025	0.0153025
6680	-84.47876	-87.32572	2.846965	0.01530253	0.0153025	0.0153025
6681	-84.37089	-86.96196	2.591067	0.01721162	0.0172116	0.0172116
6682	-84.37089	-86.96196	2.591067	0.01721162	0.0172116	0.0172116
6683	-84.50844	-86.78058	2.272136	0.01959094	0.0195909	0.0195909
6684	-84.50844	-86.78058	2.272136	0.01959094	0.0195909	0.0195909
6685	-84.50844	-86.78058	2.272136	0.01959094	0.0195909	0.0195909
6686	-84.43511	-86.81186	2.37675	0.01881048	0.0188105	0.0188105
6687	-84.43511	-86.81186	2.37675	0.01881048	0.0188105	0.0188105
6688	-84.67989	-87.69031	3.010424	0.01408308	0.0140831	0.0140831
6689	-84.40867	-86.83674	2.428067	0.01842765	0.0184276	0.0184276
6690	-85.53605	-88.88343	3.347385	0.01156925	0.0115693	0.0115693
6691	-86.65288	-87.7201	1.067218	0.02858	0.02858	0.02858
6692	-86.7874	-87.80077	1.013365	0.02898176	0.0289818	0.0289818
6693	-84.49254	-87.35457	2.862033	0.01519013	0.0151901	0.0151901
6694	-84.4364	-86.81093	2.374533	0.01882703	0.018827	0.018827
6695	-84.4364	-86.81093	2.374533	0.01882703	0.018827	0.018827
6696	-84.50801	-87.38589	2.877874	0.01507194	0.0150719	0.0150719
6697	-84.90157	-86.83379	1.932214	0.02212686	0.0221269	0.0221269
6698	-84.49198	-86.78478	2.292791	0.01943685	0.0194368	0.0194368
6699	-85.14883	-86.92481	1.775988	0.02329236	0.0232924	0.0232924
6700	-86.07679	-87.38724	1.310453	0.02676539	0.0267654	0.0267654
6701	-86.07679	-87.38724	1.310453	0.02676539	0.0267654	0.0267654
6702	-84.43084	-86.81509	2.384244	0.01875458	0.0187546	0.0187546
6703	-84.40245	-87.13493	2.732484	0.0161566	0.0161566	0.0161566
6704	-84.51674	-86.77888	2.262147	0.01966546	0.0196655	0.0196655
6705	-86.15143	-87.42901	1.277581	0.02701063	0.0270106	0.0270106
6706	-87.18771	-88.04589	0.8581839	0.03013946	0.0301395	0.0301395
6707	-86.42318	-87.5847	1.161523	0.02787645	0.0278765	0.0278765
6708	-86.42318	-87.5847	1.161523	0.02787645	0.0278765	0.0278765
6709	-85.26258	-86.97336	1.710781	0.02377882	0.0237788	0.0237788
6710	-85.24485	-86.96558	1.720727	0.02370462	0.0237046	0.0237046
6711	-84.43792	-86.80986	2.371939	0.01884638	0.0188464	0.0188464
6712	-84.50866	-86.78053	2.271871	0.01959292	0.0195929	0.0195929
6713	-84.42576	-86.81926	2.393495	0.01868556	0.0186856	0.0186856
6714	-84.37092	-86.96631	2.59539	0.01717936	0.0171794	0.0171794
6715	-85.99758	-87.34345	1.345865	0.02650121	0.0265012	0.0265012
6716	-85.11665	-88.33147	3.214825	0.01255819	0.0125582	0.0125582
6717	-84.37476	-86.91465	2.539887	0.01759344	0.0175934	0.0175934
6718	-84.66048	-86.77772	2.117234	0.02074655	0.0207466	0.0207466
6719	-84.66048	-86.77772	2.117234	0.02074655	0.0207466	0.0207466
6720	-84.66048	-86.77772	2.117234	0.02074655	0.0207466	0.0207466
6721	-84.56672	-86.77337	2.206641	0.02007955	0.0200795	0.0200795
6722	-85.01734	-88.19405	3.176711	0.01284253	0.0128425	0.0128425
6723	-84.84478	-86.81674	1.971968	0.02183029	0.0218303	0.0218303
6724	-84.38771	-86.87102	2.483308	0.01801553	0.0180155	0.0180155
6725	-84.6547	-86.77705	2.12235	0.02070839	0.0207084	0.0207084
6726	-84.42401	-87.19718	2.773169	0.01585308	0.0158531	0.0158531
6727	-84.60484	-86.77328	2.168444	0.02036451	0.0203645	0.0203645
6728	-84.60484	-86.77328	2.168444	0.02036451	0.0203645	0.0203645
6729	-85.26452	-88.53057	3.266046	0.01217606	0.0121761	0.0121761
6730	-84.80146	-87.88057	3.079115	0.01357063	0.0135706	0.0135706
6731	-85.93639	-87.31001	1.373622	0.02629413	0.0262941	0.0262941
6732	-85.01208	-88.18667	3.174595	0.01285832	0.0128583	0.0128583
6733	-85.55787	-87.11248	1.554605	0.02494394	0.0249439	0.0249439
6734	-84.39814	-86.85135	2.453214	0.01824004	0.01824	0.01824
6735	-84.39814	-86.85135	2.453214	0.01824004	0.01824	0.01824
6736	-84.54494	-86.77489	2.229953	0.01990564	0.0199056	0.0199056
6737	-84.39448	-87.10824	2.713757	0.01629631	0.0162963	0.0162963
6738	-87.9656	-91.74194	3.776344	0.008369082	0.00836908	0.00836908
6739	-87.9656	-91.74194	3.776344	0.008369082	0.00836908	0.00836908
6740	-87.9656	-91.74194	3.776344	0.008369082	0.00836908	0.00836908
6741	-87.07904	-90.7353	3.656263	0.009264924	0.00926492	0.00926492
6742	-84.51643	-86.77894	2.26251	0.01966275	0.0196627	0.0196627
6743	-84.60784	-86.7734	2.165551	0.02038609	0.0203861	0.0203861
6744	-84.40704	-87.14919	2.742151	0.01608448	0.0160845	0.0160845
6745	-84.40768	-86.83795	2.430271	0.0184112	0.0184112	0.0184112
6746	-84.40768	-86.83795	2.430271	0.0184112	0.0184112	0.0184112
6747	-84.53584	-87.43989	2.904041	0.01487673	0.0148767	0.0148767
6748	-84.53584	-87.43989	2.904041	0.01487673	0.0148767	0.0148767
6749	-84.62013	-86.77402	2.153888	0.02047311	0.0204731	0.0204731
6750	-85.1708	-88.40507	3.234273	0.0124131	0.0124131	0.0124131
6751	-85.1708	-88.40507	3.234273	0.0124131	0.0124131	0.0124131
6752	-84.61494	-87.58198	2.967038	0.01440676	0.0144068	0.0144068
6753	-85.81308	-87.24379	1.430709	0.02586824	0.0258682	0.0258682
6754	-85.81308	-87.24379	1.430709	0.02586824	0.0258682	0.0258682
6755	-85.81308	-87.24379	1.430709	0.02586824	0.0258682	0.0258682
6756	-84.37483	-87.01671	2.641882	0.01683252	0.0168325	0.0168325
6757	-84.49558	-86.78376	2.28818	0.01947124	0.0194712	0.0194712
6758	-85.02515	-86.87636	1.851207	0.0227312	0.0227312	0.0227312
6759	-84.4994	-86.78274	2.283341	0.01950735	0.0195073	0.0195073
6760	-84.37098	-86.96978	2.598804	0.0171539	0.0171539	0.0171539
6761	-84.38528	-86.87683	2.491553	0.01795402	0.017954	0.017954
6762	-84.40856	-86.83687	2.428305	0.01842587	0.0184259	0.0184259
6763	-85.62006	-87.14367	1.523613	0.02517515	0.0251752	0.0251752
6764	-84.48138	-87.33129	2.849908	0.01528058	0.0152806	0.0152806
6765	-84.37196	-86.98956	2.617608	0.01701361	0.0170136	0.0170136
6766	-84.4625	-87.29026	2.827761	0.0154458	0.0154458	0.0154458
6767	-84.50553	-87.38093	2.875403	0.01509038	0.0150904	0.0150904
6768	-84.50553	-87.38093	2.875403	0.01509038	0.0150904	0.0150904
6769	-84.74983	-86.79293	2.043099	0.02129963	0.0212996	0.0212996
6770	-84.80583	-86.80619	2.00036	0.02161847	0.0216185	0.0216185
6771	-84.80583	-86.80619	2.00036	0.02161847	0.0216185	0.0216185
6772	-86.32886	-87.53007	1.201203	0.02758043	0.0275804	0.0275804
6773	-84.38785	-86.8707	2.482849	0.01801895	0.018019	0.018019
6774	-84.54528	-86.77486	2.229578	0.01990843	0.0199084	0.0199084
6775	-84.92099	-86.84001	1.919021	0.02222529	0.0222253	0.0222253
6776	-84.92099	-86.84001	1.919021	0.02222529	0.0222253	0.0222253
6777	-84.60692	-87.56815	2.961236	0.01445004	0.01445	0.01445
6778	-86.17975	-89.67871	3.498956	0.01043848	0.0104385	0.0104385
6779	-84.86475	-87.97508	3.110327	0.01333778	0.0133378	0.0133378
6780	-84.67156	-86.77912	2.107559	0.02081873	0.0208187	0.0208187
6781	-84.4837	-86.78737	2.303665	0.01935572	0.0193557	0.0193557
6782	-84.43858	-86.8094	2.370828	0.01885467	0.0188547	0.0188547
6783	-84.43858	-86.8094	2.370828	0.01885467	0.0188547	0.0188547
6784	-84.54279	-87.45297	2.91018	0.01483093	0.0148309	0.0148309
6785	-84.54279	-87.45297	2.91018	0.01483093	0.0148309	0.0148309
6786	-84.84984	-86.81819	1.968346	0.0218573	0.0218573	0.0218573
6787	-84.74786	-87.79833	3.050467	0.01378435	0.0137843	0.0137843
6788	-84.64445	-87.63193	2.987484	0.01425422	0.0142542	0.0142542
6789	-84.87646	-86.82603	1.94957	0.02199738	0.0219974	0.0219974
6790	-84.87646	-86.82603	1.94957	0.02199738	0.0219974	0.0219974
6791	-85.84773	-87.26223	1.414503	0.02598914	0.0259891	0.0259891
6792	-85.84773	-87.26223	1.414503	0.02598914	0.0259891	0.0259891
6793	-85.62184	-87.14457	1.522732	0.02518172	0.0251817	0.0251817
6794	-84.4876	-86.7861	2.298499	0.01939426	0.0193943	0.0193943
6795	-84.45358	-86.80027	2.346687	0.01903476	0.0190348	0.0190348
6796	-84.45358	-86.80027	2.346687	0.01903476	0.0190348	0.0190348
6797	-84.45037	-86.80204	2.351674	0.01899756	0.0189976	0.0189976
6798	-84.74006	-86.79087	2.050813	0.02124208	0.0212421	0.0212421
6799	-85.22272	-86.95597	1.733251	0.02361118	0.0236112	0.0236112
6800	-84.4157	-87.17448	2.758771	0.01596049	0.0159605	0.0159605
6801	-84.42061	-87.18804	2.76743	0.01589589	0.0158959	0.0158959
6802	-84.42061	-87.18804	2.76743	0.01589589	0.0158959	0.0158959
6803	-86.27543	-87.49939	1.223957	0.02741068	0.0274107	0.0274107
6804	-84.51018	-87.39018	2.880009	0.01505602	0.015056	0.015056
6805	-84.55176	-87.46967	2.917905	0.0147733	0.0147733	0.0147733
6806	-84.55176	-87.46967	2.917905	0.0147733	0.0147733	0.0147733
6807	-85.84906	-87.26294	1.413885	0.02599375	0.0259938	0.0259938
6808	-85.53126	-88.87733	3.346066	0.01157909	0.0115791	0.0115791
6809	-84.73992	-87.78594	3.04602	0.01381753	0.0138175	0.0138175
6810	-84.37099	-86.97012	2.59913	0.01715147	0.0171515	0.0171515
6811	-85.42614	-88.74227	3.316132	0.01180241	0.0118024	0.0118024
6812	-84.78993	-87.86307	3.073142	0.01361519	0.0136152	0.0136152
6813	-84.78993	-87.86307	3.073142	0.01361519	0.0136152	0.0136152
6814	-84.92186	-86.8403	1.91844	0.02222962	0.0222296	0.0222296
6815	-84.92186	-86.8403	1.91844	0.02222962	0.0222296	0.0222296
6816	-85.06728	-86.89229	1.825007	0.02292666	0.0229267	0.0229267
6817	-84.79502	-86.80344	2.008425	0.02155831	0.0215583	0.0215583
6818	-85.70514	-87.18722	1.482084	0.02548497	0.025485	0.025485
6819	-84.42019	-87.18688	2.766698	0.01590135	0.0159014	0.0159014
6820	-84.37134	-86.94507	2.57373	0.01734095	0.017341	0.017341
6821	-84.37134	-86.94507	2.57373	0.01734095	0.017341	0.017341
6822	-84.37134	-86.94507	2.57373	0.01734095	0.017341	0.017341
6823	-84.42308	-86.82163	2.398554	0.01864782	0.0186478	0.0186478
6824	-84.91251	-86.83727	1.924763	0.02218245	0.0221824	0.0221824
6825	-84.47968	-86.78876	2.309077	0.01931535	0.0193153	0.0193153
6826	-85.42976	-87.05013	1.620367	0.02445333	0.0244533	0.0244533
6827	-84.41924	-87.18429	2.765052	0.01591364	0.0159136	0.0159136
6828	-84.41924	-87.18429	2.765052	0.01591364	0.0159136	0.0159136
6829	-84.41924	-87.18429	2.765052	0.01591364	0.0159136	0.0159136
6830	-85.05993	-86.88946	1.829534	0.02289288	0.0228929	0.0228929
6831	-84.54894	-86.77452	2.225582	0.01993825	0.0199382	0.0199382
6832	-84.3962	-86.85453	2.458336	0.01820183	0.0182018	0.0182018
6833	-84.3962	-86.85453	2.458336	0.01820183	0.0182018	0.0182018
6834	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6835	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6836	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6837	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6838	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6839	-84.66125	-86.77781	2.116558	0.0207516	0.0207516	0.0207516
6840	-84.63532	-86.77513	2.13981	0.02057813	0.0205781	0.0205781
6841	-85.66275	-89.04382	3.38107	0.01131795	0.0113179	0.0113179
6842	-84.37251	-86.93061	2.558104	0.01745753	0.0174575	0.0174575
6843	-84.56303	-86.77354	2.210507	0.02005071	0.0200507	0.0200507
6844	-84.54032	-86.77538	2.235059	0.01986754	0.0198675	0.0198675
6845	-84.54032	-86.77538	2.235059	0.01986754	0.0198675	0.0198675
6846	-84.54032	-86.77538	2.235059	0.01986754	0.0198675	0.0198675
6847	-85.03142	-86.87869	1.847267	0.02276059	0.0227606	0.0227606
6848	-85.03142	-86.87869	1.847267	0.02276059	0.0227606	0.0227606
6849	-85.03142	-86.87869	1.847267	0.02276059	0.0227606	0.0227606
6850	-84.62749	-87.6034	2.975901	0.01434063	0.0143406	0.0143406
6851	-84.41121	-87.16159	2.750383	0.01602307	0.0160231	0.0160231
6852	-84.38171	-86.88668	2.504967	0.01785395	0.0178539	0.0178539
6853	-84.38171	-86.88668	2.504967	0.01785395	0.0178539	0.0178539
6854	-84.51337	-86.77954	2.266166	0.01963548	0.0196355	0.0196355
6855	-84.3709	-86.95943	2.588528	0.01723056	0.0172306	0.0172306
6856	-84.3709	-86.95943	2.588528	0.01723056	0.0172306	0.0172306
6857	-84.63001	-86.7747	2.144689	0.02054173	0.0205417	0.0205417
6858	-84.42643	-86.81869	2.392258	0.01869479	0.0186948	0.0186948
6859	-84.37104	-86.97217	2.601127	0.01713656	0.0171366	0.0171366
6860	-84.41175	-86.83311	2.421366	0.01847764	0.0184776	0.0184776
6861	-84.41175	-86.83311	2.421366	0.01847764	0.0184776	0.0184776
6862	-84.41175	-86.83311	2.421366	0.01847764	0.0184776	0.0184776
6863	-84.41175	-86.83311	2.421366	0.01847764	0.0184776	0.0184776
6864	-84.41175	-86.83311	2.421366	0.01847764	0.0184776	0.0184776
6865	-85.53478	-87.10104	1.56626	0.02485699	0.024857	0.024857
6866	-85.07856	-86.89666	1.818101	0.02297818	0.0229782	0.0229782
6867	-84.92949	-86.8428	1.913308	0.02226791	0.0222679	0.0222679
6868	-85.35954	-87.01719	1.657646	0.02417522	0.0241752	0.0241752
6869	-85.00447	-86.86878	1.864314	0.02263341	0.0226334	0.0226334
6870	-84.94209	-88.08743	3.145336	0.0130766	0.0130766	0.0130766
6871	-84.46186	-87.28883	2.826965	0.01545174	0.0154517	0.0154517
6872	-84.46186	-87.28883	2.826965	0.01545174	0.0154517	0.0154517
6873	-84.50832	-86.7806	2.272285	0.01958982	0.0195898	0.0195898
6874	-84.50832	-86.7806	2.272285	0.01958982	0.0195898	0.0195898
6875	-85.13404	-88.35521	3.221166	0.01251088	0.0125109	0.0125109
6876	-84.82025	-87.9089	3.088653	0.01349947	0.0134995	0.0134995
6877	-84.37747	-86.90163	2.524161	0.01771075	0.0177108	0.0177108
6878	-84.37747	-86.90163	2.524161	0.01771075	0.0177108	0.0177108
6879	-84.38229	-87.05924	2.676944	0.01657095	0.0165709	0.0165709
6880	-84.38229	-87.05924	2.676944	0.01657095	0.0165709	0.0165709
6881	-85.30298	-88.58145	3.278466	0.01208341	0.0120834	0.0120834
6882	-85.30298	-88.58145	3.278466	0.01208341	0.0120834	0.0120834
6883	-86.84898	-90.46919	3.620211	0.009533882	0.00953388	0.00953388
6884	-86.8896	-90.51635	3.626753	0.009485075	0.00948507	0.00948507
6885	-86.21676	-89.7232	3.506441	0.01038264	0.0103826	0.0103826
6886	-84.45715	-87.27818	2.821034	0.01549599	0.015496	0.015496
6887	-84.41741	-86.82704	2.409628	0.0185652	0.0185652	0.0185652
6888	-84.41741	-86.82704	2.409628	0.0185652	0.0185652	0.0185652
6889	-84.41741	-86.82704	2.409628	0.0185652	0.0185652	0.0185652
6890	-84.41741	-86.82704	2.409628	0.0185652	0.0185652	0.0185652
6891	-84.71158	-86.7854	2.073815	0.02107047	0.0210705	0.0210705
6892	-86.16812	-87.43841	1.270294	0.02706499	0.027065	0.027065
6893	-84.66529	-87.66646	3.001171	0.01415212	0.0141521	0.0141521
6894	-84.3718	-86.9382	2.566394	0.01739568	0.0173957	0.0173957
6895	-84.3718	-86.9382	2.566394	0.01739568	0.0173957	0.0173957
6896	-85.05701	-88.24936	3.192348	0.01272588	0.0127259	0.0127259
6897	-84.3717	-86.98596	2.61426	0.01703858	0.0170386	0.0170386
6898	-84.3717	-86.98596	2.61426	0.01703858	0.0170386	0.0170386
6899	-84.51369	-86.77947	2.265784	0.01963833	0.0196383	0.0196383
6900	-84.51369	-86.77947	2.265784	0.01963833	0.0196383	0.0196383
6901	-85.43423	-87.05226	1.618029	0.02447078	0.0244708	0.0244708
6902	-85.43423	-87.05226	1.618029	0.02447078	0.0244708	0.0244708
6903	-85.43423	-87.05226	1.618029	0.02447078	0.0244708	0.0244708
6904	-85.6491	-87.15843	1.509329	0.02528171	0.0252817	0.0252817
6905	-84.45872	-87.28174	2.823027	0.01548112	0.0154811	0.0154811
6906	-84.37299	-87.00123	2.628242	0.01693427	0.0169343	0.0169343
6907	-87.04199	-87.95585	0.9138656	0.02972405	0.0297241	0.0297241
6908	-87.04199	-87.95585	0.9138656	0.02972405	0.0297241	0.0297241
6909	-86.92048	-87.88146	0.9609831	0.02937254	0.0293725	0.0293725
6910	-85.18173	-86.93851	1.756773	0.02343571	0.0234357	0.0234357
6911	-85.18173	-86.93851	1.756773	0.02343571	0.0234357	0.0234357
6912	-84.52304	-86.77776	2.254721	0.01972086	0.0197209	0.0197209
6913	-84.43269	-87.21966	2.78697	0.01575012	0.0157501	0.0157501
6914	-84.57479	-86.77309	2.198306	0.02014173	0.0201417	0.0201417
6915	-84.84156	-87.94075	3.099186	0.01342089	0.0134209	0.0134209
6916	-84.79808	-86.80421	2.006132	0.02157541	0.0215754	0.0215754
6917	-84.79808	-86.80421	2.006132	0.02157541	0.0215754	0.0215754
6918	-84.42043	-86.82408	2.403652	0.01860979	0.0186098	0.0186098
6919	-84.38269	-86.88379	2.501102	0.01788278	0.0178828	0.0178828
6920	-84.41401	-87.16968	2.755667	0.01598365	0.0159836	0.0159836
6921	-84.67885	-86.78013	2.10128	0.02086558	0.0208656	0.0208656
6922	-84.39952	-86.8492	2.449676	0.01826644	0.0182664	0.0182664
6923	-84.51029	-87.3904	2.880116	0.01505522	0.0150552	0.0150552
6924	-84.81776	-86.80931	1.991559	0.02168413	0.0216841	0.0216841
6925	-84.47605	-87.31993	2.843881	0.01532554	0.0153255	0.0153255
6926	-84.47605	-87.31993	2.843881	0.01532554	0.0153255	0.0153255
6927	-84.40748	-86.83821	2.430733	0.01840776	0.0184078	0.0184078
6928	-84.64423	-86.77595	2.13172	0.02063848	0.0206385	0.0206385
6929	-84.37455	-87.01464	2.640081	0.01684595	0.016846	0.016846
6930	-86.15986	-87.43376	1.273896	0.02703811	0.0270381	0.0270381
6931	-84.54179	-87.45109	2.909301	0.01483749	0.0148375	0.0148375
6932	-84.61838	-86.77392	2.155535	0.02046081	0.0204608	0.0204608
6933	-85.42456	-87.04766	1.623101	0.02443294	0.0244329	0.0244329
6934	-85.89811	-87.28928	1.391175	0.02616318	0.0261632	0.0261632
6935	-86.03983	-87.36674	1.326905	0.02664265	0.0266427	0.0266427
6936	-85.14755	-88.37358	3.226029	0.0124746	0.0124746	0.0124746
6937	-84.64757	-87.63714	2.989573	0.01423864	0.0142386	0.0142386
6938	-84.52736	-86.77708	2.249723	0.01975815	0.0197581	0.0197581
6939	-84.52736	-86.77708	2.249723	0.01975815	0.0197581	0.0197581
6940	-84.73455	-87.77753	3.042979	0.01384021	0.0138402	0.0138402
6941	-84.37454	-87.0145	2.639963	0.01684683	0.0168468	0.0168468
6942	-84.65041	-87.64188	2.991462	0.01422454	0.0142245	0.0142245
6943	-84.39861	-87.12242	2.723815	0.01622127	0.0162213	0.0162213
6944	-84.39861	-87.12242	2.723815	0.01622127	0.0162213	0.0162213
6945	-84.39861	-87.12242	2.723815	0.01622127	0.0162213	0.0162213
6946	-84.39861	-87.12242	2.723815	0.01622127	0.0162213	0.0162213
6947	-84.39861	-87.12242	2.723815	0.01622127	0.0162213	0.0162213
6948	-85.23041	-86.9593	1.728882	0.02364378	0.0236438	0.0236438
6949	-85.23041	-86.9593	1.728882	0.02364378	0.0236438	0.0236438
6950	-85.23041	-86.9593	1.728882	0.02364378	0.0236438	0.0236438
6951	-84.88922	-86.82993	1.940705	0.02206352	0.0220635	0.0220635
6952	-84.88922	-86.82993	1.940705	0.02206352	0.0220635	0.0220635
6953	-85.06715	-86.89224	1.82509	0.02292604	0.022926	0.022926
6954	-84.99676	-88.16513	3.168367	0.01290478	0.0129048	0.0129048
6955	-84.98785	-86.86281	1.874962	0.02255398	0.022554	0.022554
6956	-84.76476	-87.8245	3.059745	0.01371513	0.0137151	0.0137151
6957	-85.24167	-88.50018	3.258504	0.01223233	0.0122323	0.0122323
