Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
1135	-229.7711	-225.73	-4.041062	1	0	1	1	0.02571198	0.02571198	0.004658486	0.02670419	0.09647073	0.09647073	0.05199375	0.05199375	0.152379	0.220165	0.514664	0.112792
1136	-231.0688	-223.7694	-7.299456	1	0	1	1	0.04158397	0.04158397	0.004658486	0.03514083	0.09647073	0.09647073	0.05199375	0.05199375	0.152379	0.220165	0.514664	0.112792
1137	-231.1356	-229.5895	-1.546159	1	0	1	0	0.04158397	0.04158397	0.005369167	0.02456992	0.09647073	0.09647073	0.05199375	0.003480637	0.0655705	0.50445	0.300891	0.129088
1138	-229.8817	-225.7744	-4.107283	1	0	1	1	0.02856153	0.02856153	0.0007353829	0.02456992	0.1001726	0.1001726	0.05199375	0.05199375	0.219879	0.510959	0.166651	0.102511
1139	-231.7443	-226.0528	-5.691526	1	0	1	1	0.02258938	0.02258938	0.0007353829	0.03018169	0.08667142	0.08667142	0.07767425	0.07767425	0.223714	0.519871	0.152116	0.104299
1140	-229.1194	-224.4487	-4.670786	1	0	1	1	0.03062059	0.03062059	0.001115229	0.03018169	0.09965678	0.09965678	0.04866279	0.04866279	0.160121	0.656352	0.108876	0.0746511
1141	-229.9935	-227.3974	-2.596102	1	0	1	1	0.03062059	0.03062059	0.001115229	0.02083743	0.09965678	0.09965678	0.04252928	0.04252928	0.035008	0.24258	0.694821	0.0275902
1142	-229.6427	-223.3421	-6.300666	1	0	1	1	0.03062059	0.03062059	0.002119202	0.04452995	0.1005924	0.1005924	0.04453433	0.04453433	0.165642	0.207535	0.423621	0.203202
1143	-229.3959	-224.3569	-5.03903	1	0	1	1	0.03062059	0.03062059	0.002119202	0.04452995	0.1005924	0.1005924	0.03512213	0.03512213	0.371964	0.156215	0.318867	0.152954
1144	-228.7466	-226.6999	-2.046711	1	0	1	0	0.03062059	0.03062059	0.004111854	0.04452995	0.1005924	0.1005924	0.03845922	0.008888412	0.265106	0.101734	0.227262	0.405897
1145	-230.5979	-228.2136	-2.384288	1	0	1	1	0.01893095	0.01893095	0.004111854	0.04396863	0.09079917	0.09079917	0.0353685	0.0353685	0.252276	0.322702	0.216264	0.208759
1146	-231.1479	-230.7559	-0.3919756	1	0	1	1	0.01893095	0.01893095	0.004111854	0.04396863	0.09079917	0.09079917	0.02050523	0.02050523	0.244717	0.313032	0.239747	0.202504
1147	-231.2789	-222.955	-8.32386	1	0	1	1	0.03404482	0.03404482	0.004111854	0.04396863	0.09079917	0.09079917	0.06456567	0.06456567	0.210169	0.410015	0.205901	0.173915
1148	-228.4493	-225.5037	-2.945615	0	0	1	1	0.02199055	0.01316522	0.004111854	0.04020188	0.09085154	0.09085154	0.0635875	0.0635875	0.168033	0.413372	0.320626	0.097969
1149	-233.0161	-226.7906	-6.225434	1	0	1	1	0.02199055	0.02199055	0.01008258	0.03532306	0.09085154	0.09085154	0.0635875	0.0635875	0.0975568	0.61443	0.186149	0.101864
1150	-233.3093	-230.1978	-3.111522	1	0	1	1	0.02199055	0.02199055	0.01008258	0.03532306	0.1065935	0.1065935	0.02461484	0.02461484	0.0412505	0.797195	0.0773508	0.0842035
1151	-229.3181	-227.976	-1.342043	1	0	1	1	0.03388828	0.03388828	0.001900915	0.03532306	0.08967654	0.08967654	0.02461484	0.02461484	0.0783664	0.614717	0.146949	0.159967
1152	-230.5624	-226.7254	-3.837012	1	0	1	1	0.03388828	0.03388828	0.006011238	0.03532306	0.08967654	0.08967654	0.03911776	0.03911776	0.0427715	0.442267	0.0802029	0.434758
1153	-231.2404	-225.6002	-5.640235	1	0	1	1	0.03388828	0.03388828	0.006011238	0.0451198	0.09484284	0.09484284	0.03760731	0.03760731	0.0905847	0.46495	0.274294	0.170171
1154	-231.729	-225.6697	-6.059312	1	0	1	1	0.03621652	0.03621652	0.001904384	0.05680725	0.09484284	0.09484284	0.03082492	0.03082492	0.141131	0.246762	0.427352	0.184755
1155	-229.6345	-225.1464	-4.488166	1	0	1	1	0.03621652	0.03621652	0.001904384	0.02856275	0.1113661	0.1113661	0.03082492	0.03082492	0.17649	0.12132	0.534418	0.167772
1156	-229.6176	-223.9174	-5.700228	1	0	1	1	0.03621652	0.03621652	0.002627262	0.03688223	0.1113661	0.1113661	0.03082492	0.03082492	0.0432559	0.577662	0.337962	0.0411194
1157	-229.258	-224.8956	-4.362467	1	0	1	1	0.03625902	0.03625902	0.002413862	0.03688223	0.1015569	0.1015569	0.03082492	0.03082492	0.0551307	0.736245	0.156217	0.0524077
1158	-227.664	-230.5081	2.844103	0	0	1	1	0.01923747	0.01856736	0.002413862	0.03249328	0.1015569	0.1015569	0.01644659	0.01644659	0.181239	0.637981	0.135367	0.045413
1159	-227.3026	-228.8944	1.591788	0	0	1	1	0.0266598	0.01790029	0.002440004	0.03436456	0.1022469	0.1022469	0.01644659	0.01644659	0.310028	0.511558	0.100731	0.0776838
1160	-229.4321	-233.6638	4.231736	0	0	1	1	0.01199911	0.01716429	0.002440004	0.03006642	0.1022469	0.1022469	0.01644659	0.01644659	0.310028	0.511558	0.100731	0.0776838
1161	-230.7884	-227.5571	-3.231299	0	0	1	1	0.04658459	0.0165009	0.002440004	0.03980696	0.1142608	0.1142608	0.01644659	0.01644659	0.128559	0.644442	0.126897	0.100102
1162	-230.8479	-222.1102	-8.737719	0	0	1	1	0.04658459	0.01610829	0.001444903	0.03980696	0.1142608	0.1142608	0.05891389	0.05891389	0.21175	0.55102	0.072353	0.164878
1163	-230.5249	-222.8362	-7.688669	1	0	1	1	0.02823874	0.02823874	0.003616435	0.0459686	0.1142608	0.1142608	0.04066686	0.04066686	0.298054	0.368025	0.101843	0.232078
1164	-228.7784	-225.7	-3.078417	1	0	1	1	0.02823874	0.02823874	0.003179652	0.03096654	0.09530573	0.09530573	0.04066686	0.04066686	0.298054	0.368025	0.101843	0.232078
1165	-229.8617	-230.6758	0.814071	1	0	0	1	0.02823874	0.02823874	0.003179652	0.03596323	0.09530573	0.01568015	0.02749262	0.02749262	0.298054	0.368025	0.101843	0.232078
1166	-229.6655	-227.0319	-2.633572	1	0	1	1	0.02823874	0.02823874	0.003179652	0.04311567	0.09530573	0.09530573	0.02519904	0.02519904	0.223256	0.348111	0.0762847	0.352348
1167	-227.4157	-225.4307	-1.985071	0	0	1	1	0.02823874	0.009747763	0.003179652	0.04311567	0.1013195	0.1013195	0.04114125	0.04114125	0.176298	0.293337	0.252126	0.278238
1168	-230.5625	-222.7141	-7.848438	1	0	1	1	0.03515364	0.03515364	0.004424018	0.04349054	0.1097339	0.1097339	0.04114125	0.04114125	0.340832	0.308713	0.055632	0.294823
1169	-230.3349	-224.557	-5.777923	1	0	1	1	0.03429398	0.03429398	0.004424018	0.04349054	0.09514689	0.09514689	0.04114125	0.04114125	0.417198	0.0144626	0.338193	0.230147
1170	-230.2977	-226.8387	-3.458959	1	0	1	1	0.03633894	0.03633894	0.004424018	0.02223515	0.09705712	0.09705712	0.04114125	0.04114125	0.37771	0.107745	0.306183	0.208363
1171	-231.4925	-223.2703	-8.222238	1	0	1	1	0.04250072	0.04250072	0.004424018	0.04331233	0.1122488	0.1122488	0.03424608	0.03424608	0.300634	0.330695	0.202826	0.165844
1172	-232.4777	-221.4718	-11.00591	1	0	1	1	0.04250072	0.04250072	0.00350052	0.03496855	0.1398093	0.1398093	0.03672002	0.03672002	0.241791	0.265968	0.163127	0.329113
1173	-229.461	-225.9632	-3.497797	1	0	1	0	0.04250072	0.04250072	0.003478936	0.03496855	0.09849423	0.09849423	0.03672002	0.02186553	0.133332	0.362235	0.222171	0.282262
1174	-227.9947	-226.7528	-1.2419	1	0	1	0	0.03094791	0.03094791	0.0009183992	0.02723273	0.1027837	0.1027837	0.03672002	0.02259559	0.609246	0.0522627	0.149084	0.189407
1175	-229.3935	-226.2822	-3.111283	1	0	1	1	0.03094791	0.03094791	0.0009183992	0.02723273	0.1027837	0.1027837	0.03672002	0.03672002	0.0585649	0.125916	0.359185	0.456335
1176	-230.8125	-226.4299	-4.382556	1	0	1	1	0.0407608	0.0407608	0.002051565	0.02723273	0.08599982	0.08599982	0.05204188	0.05204188	0.0512214	0.410615	0.139049	0.399115
1177	-227.5189	-227.5918	0.07294419	0	0	1	1	0.025811	0.01839437	0.002051565	0.02723273	0.08585762	0.08585762	0.05204188	0.05204188	0.0322518	0.431881	0.489649	0.0462176
1178	-233.7687	-231.6087	-2.160061	1	0	1	1	0.01585091	0.01585091	0.01052316	0.02723273	0.08585762	0.08585762	0.05204188	0.05204188	0.0290752	0.389343	0.574427	0.00715491
1179	-229.2247	-225.1498	-4.074883	1	0	1	1	0.02552271	0.02552271	0.002158241	0.02723273	0.0988359	0.0988359	0.05204188	0.05204188	0.05269	0.705567	0.230296	0.0114464
1180	-231.4611	-231.9045	0.4433098	1	0	1	1	0.02552271	0.02552271	0.002158241	0.02723273	0.06512879	0.06512879	0.05204188	0.05204188	0.23995	0.590676	0.060754	0.10862
1181	-229.5826	-225.0463	-4.536294	1	0	1	1	0.02552271	0.02552271	0.004404337	0.02723273	0.1000321	0.1000321	0.05204188	0.05204188	0.841048	0.12353	0.0127057	0.022716
1182	-236.4573	-222.3256	-14.13168	1	0	1	1	0.04822383	0.04822383	0.009381499	0.0433436	0.1000321	0.1000321	0.07983723	0.07983723	0.144212	0.665079	0.0684068	0.122302
1183	-233.2999	-226.1125	-7.187342	1	0	1	1	0.03550707	0.03550707	0.005652653	0.0433436	0.128346	0.128346	0.016162	0.016162	0.233836	0.567841	0.0939028	0.104421
1184	-232.7579	-220.2995	-12.45841	1	0	1	1	0.04243376	0.04243376	0.005652653	0.03633041	0.128346	0.128346	0.05557226	0.05557226	0.478635	0.374724	0.0619673	0.0846743
1185	-232.4616	-227.5668	-4.894803	1	0	1	1	0.04248138	0.04248138	0.005652653	0.03633041	0.07995924	0.07995924	0.04748463	0.04748463	0.454561	0.355876	0.109147	0.0804155
1186	-231.8225	-227.3093	-4.513164	1	0	1	1	0.04248138	0.04248138	0.003039829	0.04275853	0.07995924	0.07995924	0.04082219	0.04082219	0.56067	0.202828	0.134433	0.102069
1187	-229.6673	-229.9862	0.3189237	1	0	1	1	0.02197557	0.02197557	0.000945202	0.0293101	0.07995924	0.07995924	0.04082219	0.04082219	0.184594	0.576298	0.0442606	0.194848
1188	-231.2278	-226.5252	-4.702568	1	0	1	1	0.02197557	0.02197557	0.002205938	0.05480744	0.08709308	0.08709308	0.04439215	0.04439215	0.315128	0.251149	0.101089	0.332634
1189	-230.7154	-229.0213	-1.694058	1	0	1	1	0.02197557	0.02197557	0.002205938	0.03832947	0.1093446	0.1093446	0.01617419	0.01617419	0.218226	0.125367	0.400118	0.256289
1190	-228.8174	-230.5056	1.688237	1	0	1	0	0.02197557	0.02197557	0.004976019	0.03832947	0.09514447	0.09514447	0.01637879	0.02253426	0.218226	0.125367	0.400118	0.256289
1191	-230.7427	-226.6722	-4.070452	1	0	1	0	0.03019071	0.03019071	0.0005210619	0.03832947	0.1397033	0.1397033	0.01102136	0.02253426	0.170375	0.317148	0.312384	0.200092
1192	-228.7817	-231.009	2.227225	0	0	0	0	0.03325009	0.002907921	0.002140162	0.02961175	0.1397033	0.03151636	0.006804335	0.02246717	0.168821	0.323377	0.309535	0.198267
1193	-232.2107	-223.1946	-9.016112	1	0	1	1	0.03325009	0.03325009	0.003463521	0.03622612	0.1397033	0.1397033	0.0300115	0.0300115	0.0820076	0.307951	0.371856	0.238186
1194	-231.5928	-223.3373	-8.255475	1	0	1	1	0.0324274	0.0324274	0.003463521	0.0371975	0.13388	0.13388	0.0300115	0.0300115	0.0820076	0.307951	0.371856	0.238186
1195	-229.3673	-231.7922	2.42495	1	0	1	0	0.03459416	0.03459416	0.003904246	0.0371975	0.08596011	0.08596011	0.02974882	0.002437638	0.0741395	0.187711	0.449945	0.288204
1196	-230.2541	-232.5647	2.310573	1	0	1	0	0.03521127	0.03521127	0.003904246	0.04468171	0.08596011	0.08596011	0.02254769	0.002390736	0.0651345	0.189537	0.454321	0.291007
1197	-231.7134	-224.8495	-6.863979	1	0	1	1	0.03402879	0.03402879	0.003904246	0.04468171	0.1214365	0.1214365	0.02254769	0.02254769	0.0314988	0.392592	0.435179	0.14073
1198	-231.7042	-229.3589	-2.34533	0	0	1	1	0.0193045	0.0261521	0.002783459	0.04468171	0.1214365	0.1214365	0.01507192	0.01507192	0.0442112	0.206145	0.552117	0.197526
1199	-229.817	-228.7783	-1.038636	0	0	1	1	0.01624437	0.005506794	0.002783459	0.04244669	0.1214365	0.1214365	0.03126403	0.03126403	0.287245	0.0140176	0.482509	0.216229
1200	-230.4241	-224.1345	-6.289649	1	0	1	1	0.03885706	0.03885706	0.002783459	0.0279732	0.1214365	0.1214365	0.03126403	0.03126403	0.224849	0.228195	0.377697	0.169259
1201	-229.8486	-227.1139	-2.73465	1	0	1	1	0.03885706	0.03885706	0.002783459	0.0279732	0.09491516	0.09491516	0.03126403	0.03126403	0.11451	0.34559	0.246062	0.293838
1202	-229.9969	-223.6535	-6.343333	1	0	1	1	0.03885706	0.03885706	0.002783459	0.0372244	0.1125858	0.1125858	0.03126403	0.03126403	0.146903	0.443349	0.0327915	0.376957
1203	-230.2574	-224.0248	-6.232617	1	0	1	1	0.04212018	0.04212018	0.002783459	0.03472605	0.1109951	0.1109951	0.03126403	0.03126403	0.146903	0.443349	0.0327915	0.376957
1204	-230.0568	-223.8404	-6.21638	1	0	1	1	0.02876215	0.02876215	0.003159793	0.03472605	0.1238557	0.1238557	0.03126403	0.03126403	0.34464	0.483922	0.0769305	0.0945078
1205	-230.0429	-230.9228	0.8799068	1	0	1	1	0.02876215	0.02876215	0.003159793	0.03472605	0.08950173	0.08950173	0.01267748	0.01267748	0.363382	0.510237	0.0267337	0.0996471
1206	-230.6303	-228.501	-2.129272	1	0	1	1	0.0367153	0.0367153	0.003159793	0.03472605	0.103998	0.103998	0.01267748	0.01267748	0.493888	0.280358	0.0146893	0.211065
1207	-231.3636	-232.0123	0.6487752	1	0	1	1	0.03207269	0.03207269	0.002825961	0.0189774	0.103998	0.103998	0.01267748	0.01267748	0.493888	0.280358	0.0146893	0.211065
1208	-229.3699	-233.9934	4.623522	1	0	1	0	0.02896256	0.02896256	0.004475427	0.01947542	0.1104011	0.1104011	0.007027965	0.007097961	0.642203	0.280628	0.0191005	0.0580685
1209	-228.732	-233.8146	5.08256	1	0	1	0	0.03412201	0.03412201	0.004475427	0.01947542	0.09401053	0.09401053	0.01397609	0.007956405	0.585773	0.255969	0.105292	0.052966
1210	-231.6669	-221.9173	-9.749516	1	0	1	1	0.03412201	0.03412201	0.0016327	0.03725949	0.09401053	0.09401053	0.08110125	0.08110125	0.453253	0.251248	0.0812631	0.214235
1211	-233.1311	-225.8025	-7.328609	1	0	1	1	0.03412201	0.03412201	0.009714947	0.02012145	0.1076817	0.1076817	0.05842516	0.05842516	0.451454	0.118547	0.316587	0.113413
1212	-232.4907	-225.3408	-7.149874	1	0	1	1	0.03412201	0.03412201	0.00838153	0.02012145	0.1076817	0.1076817	0.05842516	0.05842516	0.79694	0.0205308	0.0172391	0.16529
1213	-230.5813	-222.3466	-8.234659	1	0	1	1	0.03986311	0.03986311	0.003843753	0.02954942	0.1076817	0.1076817	0.0558867	0.0558867	0.590521	0.0177402	0.0127739	0.378965
1214	-230.4859	-226.3874	-4.098512	1	0	1	1	0.03986311	0.03986311	0.003843753	0.02954942	0.1084361	0.1084361	0.02427536	0.02427536	0.395674	0.0416591	0.00855907	0.554108
1215	-231.6228	-228.2235	-3.399256	1	0	1	1	0.04640829	0.04640829	0.003659242	0.02954942	0.09685876	0.09685876	0.02427536	0.02427536	0.383626	0.0443233	0.00829846	0.563752
1216	-229.489	-227.2157	-2.273203	1	0	1	1	0.03513412	0.03513412	0.002181236	0.03390088	0.09685876	0.09685876	0.02427536	0.02427536	0.292247	0.0508944	0.00952872	0.64733
1217	-229.8979	-223.5939	-6.303993	1	0	1	1	0.03156142	0.03156142	0.004953721	0.03720875	0.1004639	0.1004639	0.04823354	0.04823354	0.636302	0.0572103	0.0700148	0.236473
1218	-229.2151	-223.4029	-5.812119	1	0	1	1	0.03156142	0.03156142	0.001284186	0.03720875	0.1004639	0.1004639	0.04823354	0.04823354	0.471184	0.0423645	0.411758	0.0746931
1219	-229.7903	-223.8088	-5.981434	1	0	1	1	0.03884125	0.03884125	0.001284186	0.03720875	0.1004639	0.1004639	0.04221686	0.04221686	0.19657	0.122822	0.615006	0.0656022
1220	-235.2413	-219.7511	-15.49023	1	0	1	1	0.03884125	0.03884125	0.004467555	0.05106739	0.1004639	0.1004639	0.09611341	0.09611341	0.19657	0.122822	0.615006	0.0656022
1221	-232.0071	-224.8373	-7.169785	1	0	1	0	0.03884125	0.03884125	0.004467555	0.05106739	0.1004639	0.1004639	0.02957248	0.04100961	0.185602	0.171765	0.580691	0.0619418
1222	-231.3187	-229.6915	-1.627208	1	0	1	0	0.02441894	0.02441894	0.004759079	0.05106739	0.0856959	0.0856959	0.0172349	0.04089662	0.116181	0.272413	0.363495	0.247911
1223	-229.3663	-229.5522	0.1858897	1	0	1	1	0.0256147	0.0256147	0.003466701	0.02331973	0.0856959	0.0856959	0.03590775	0.03590775	0.0853275	0.724733	0.00786521	0.182074
1224	-229.2264	-229.0001	-0.2262925	1	0	1	1	0.0217378	0.0217378	0.003466701	0.03027163	0.0856959	0.0856959	0.03590775	0.03590775	0.114983	0.573288	0.0663763	0.245353
1225	-229.8651	-225.0892	-4.775907	1	0	1	1	0.03829204	0.03829204	0.0005214139	0.03027163	0.1060285	0.1060285	0.03590775	0.03590775	0.252458	0.510593	0.0504534	0.186496
1226	-233.0067	-230.4478	-2.558917	1	0	1	1	0.03829204	0.03829204	0.008402621	0.03027163	0.097975	0.097975	0.01954059	0.01954059	0.228359	0.277596	0.0864008	0.407645
1227	-232.2682	-230.7279	-1.540364	1	0	1	1	0.0311845	0.0311845	0.008402621	0.03053807	0.09721738	0.09721738	0.01954059	0.01954059	0.228359	0.277596	0.0864008	0.407645
1228	-232.27	-229.6242	-2.645775	1	0	1	1	0.0311845	0.0311845	0.008402621	0.03678771	0.09921445	0.09921445	0.01954059	0.01954059	0.485937	0.196987	0.160828	0.156248
1229	-226.7163	-227.7943	1.078041	1	0	1	0	0.0311845	0.0311845	0.002414904	0.03678771	0.09921445	0.09921445	0.01954059	0.01474868	0.485937	0.196987	0.160828	0.156248
1230	-226.8258	-226.6813	-0.1444817	0	0	1	1	0.0311845	0.0142105	0.002414904	0.03678771	0.09921445	0.09921445	0.02919916	0.02919916	0.526915	0.194026	0.174391	0.104668
1231	-229.3183	-229.3518	0.03342066	1	0	0	0	0.0311845	0.0311845	0.001592646	0.03678771	0.09074971	0.04061188	0.0246064	0.02269294	0.219764	0.663848	0.0727342	0.0436545
1232	-228.8462	-231.6848	2.838579	1	0	1	0	0.0311845	0.0311845	0.004114948	0.03673051	0.1082147	0.1082147	0.005988319	0.004523703	0.36856	0.496567	0.121981	0.012892
1233	-227.1962	-231.7576	4.561468	1	0	1	0	0.0311845	0.0311845	0.001349342	0.0321845	0.09187307	0.09187307	0.007888217	0.01342377	0.0468059	0.741918	0.182251	0.029025
1234	-229.6755	-226.9659	-2.709589	1	0	1	1	0.0221232	0.0221232	0.001326945	0.04497154	0.09526267	0.09526267	0.03192159	0.03192159	0.04695	0.744203	0.182812	0.026035
1235	-228.1882	-228.7908	0.6025801	0	0	1	0	0.02979487	0.01390574	0.006661562	0.04497154	0.09435185	0.09435185	0.03076028	0.02353383	0.0347018	0.58307	0.334579	0.0476487
1236	-229.0527	-228.403	-0.6496145	1	0	1	1	0.02999638	0.02999638	0.001003136	0.02946995	0.08900816	0.08900816	0.03076028	0.03076028	0.0347018	0.58307	0.334579	0.0476487
1237	-228.8781	-227.8106	-1.067469	1	0	1	1	0.02999638	0.02999638	0.001394672	0.02946995	0.08900816	0.08900816	0.03348607	0.03348607	0.0347018	0.58307	0.334579	0.0476487
1238	-229.912	-227.6835	-2.228506	1	0	1	1	0.01978248	0.01978248	0.003485571	0.02946995	0.1057929	0.1057929	0.03348607	0.03348607	0.0288797	0.485245	0.278445	0.20743
1239	-234.8837	-228.0092	-6.874463	1	0	1	1	0.01978248	0.01978248	0.006544741	0.02946995	0.1383331	0.1383331	0.03254696	0.03254696	0.0148644	0.249756	0.628615	0.106764
1240	-230.5878	-229.0723	-1.515571	1	0	1	1	0.01978248	0.01978248	0.003677603	0.0246301	0.08125311	0.08125311	0.05735491	0.05735491	0.241375	0.390294	0.20149	0.166841
1241	-229.8097	-230.8569	1.04717	1	0	1	1	0.01978248	0.01978248	0.003677603	0.02504706	0.08125311	0.08125311	0.03781912	0.03781912	0.610065	0.135903	0.0766651	0.177367
1242	-229.5611	-229.2861	-0.2749758	1	0	1	0	0.02936924	0.02936924	0.002396215	0.02504706	0.08125311	0.08125311	0.05174366	0.02417547	0.610065	0.135903	0.0766651	0.177367
1243	-232.737	-230.6493	-2.087699	1	0	1	1	0.02266164	0.02266164	0.01026098	0.02504706	0.08125311	0.08125311	0.05174366	0.05174366	0.579971	0.129199	0.0728832	0.217947
1244	-229.8904	-229.9495	0.05912959	1	0	1	1	0.02266164	0.02266164	0.001172238	0.02968652	0.07635399	0.07635399	0.04507607	0.04507607	0.467548	0.109225	0.0587554	0.364471
1245	-230.2319	-228.4485	-1.783382	1	0	1	1	0.03319036	0.03319036	0.001172238	0.0329035	0.07635399	0.07635399	0.04507607	0.04507607	0.467548	0.109225	0.0587554	0.364471
1246	-226.9921	-227.1719	0.1797458	0	0	1	1	0.0296271	0.005663453	0.0009500951	0.02914348	0.1087397	0.1087397	0.03646855	0.03646855	0.54856	0.128151	0.169204	0.154086
1247	-233.8292	-225.9361	-7.89314	1	0	0	1	0.0296271	0.0296271	0.0009500951	0.04679304	0.0935546	0.06342523	0.03646855	0.03646855	0.455436	0.106396	0.14048	0.297688
1248	-229.3359	-225.1743	-4.16169	1	0	1	1	0.03169208	0.03169208	0.001923149	0.0428007	0.0935546	0.0935546	0.03646855	0.03646855	0.129459	0.480465	0.0540964	0.335979
1249	-227.9471	-231.4381	3.491097	1	0	1	0	0.02474644	0.02474644	0.001923149	0.0428007	0.08003482	0.08003482	0.02602691	0.01035667	0.129459	0.480465	0.0540964	0.335979
1250	-228.984	-231.2474	2.263375	1	0	1	0	0.01978166	0.01978166	0.001923149	0.03035838	0.08003482	0.08003482	0.02764302	0.03530684	0.118557	0.486482	0.0547739	0.340187
1251	-231.9673	-234.1989	2.231567	1	0	1	1	0.01978166	0.01978166	0.006997451	0.03035838	0.07396288	0.07396288	0.02764302	0.02764302	0.180311	0.418686	0.110876	0.290128
1252	-230.8484	-224.5721	-6.276331	1	0	1	1	0.01978166	0.01978166	0.002539455	0.03035838	0.1099119	0.1099119	0.05962352	0.05962352	0.180311	0.418686	0.110876	0.290128
1253	-229.9761	-226.5674	-3.408694	1	0	1	1	0.04215077	0.04215077	0.003189772	0.03035838	0.09844283	0.09844283	0.02667972	0.02667972	0.90623	0.0478966	0.0126839	0.0331899
1254	-232.8942	-222.6424	-10.25183	1	0	1	1	0.04215077	0.04215077	0.003189772	0.02521147	0.09844283	0.09844283	0.08287854	0.08287854	0.56671	0.304716	0.0355502	0.093024
1255	-233.4684	-220.8676	-12.60083	1	0	1	1	0.02964245	0.02964245	0.003189772	0.05524403	0.09844283	0.09844283	0.08287854	0.08287854	0.567793	0.305298	0.0356182	0.0912911
1256	-229.4899	-225.1961	-4.293797	0	0	1	1	0.02964245	0.0160242	0.003189772	0.02699574	0.13548	0.13548	0.03263423	0.03263423	0.549724	0.318061	0.0371072	0.0951075
1257	-231.3398	-223.8734	-7.466454	1	0	1	1	0.02964245	0.02964245	0.003416481	0.03326847	0.13548	0.13548	0.02928621	0.02928621	0.494602	0.240842	0.07425	0.190306
1258	-228.8075	-225.1871	-3.620386	1	0	1	1	0.02964245	0.02964245	0.002115963	0.02838373	0.09667461	0.09667461	0.04558402	0.04558402	0.494602	0.240842	0.07425	0.190306
1259	-232.3423	-225.7477	-6.594689	1	0	1	1	0.02964245	0.02964245	0.002115963	0.06233528	0.08491228	0.08491228	0.04558402	0.04558402	0.365282	0.143956	0.133319	0.357443
1260	-229.8677	-229.8083	-0.05936526	1	0	1	1	0.03365487	0.03365487	0.002620049	0.02998468	0.08491228	0.08491228	0.02466259	0.02466259	0.158913	0.193182	0.168234	0.479671
1261	-230.7846	-233.6191	2.834503	1	0	1	1	0.0241916	0.0241916	0.0004788387	0.02502237	0.08491228	0.08491228	0.01964022	0.01964022	0.169867	0.206498	0.110902	0.512734
1262	-228.1942	-231.854	3.659848	1	0	1	0	0.02630649	0.02630649	0.0004788387	0.02502237	0.09655048	0.09655048	0.03066155	0.00561003	0.403668	0.0753721	0.0114618	0.509498
1263	-231.2238	-228.1334	-3.090483	1	0	1	1	0.02630649	0.02630649	0.0004788387	0.0528887	0.08134077	0.08134077	0.03743274	0.03743274	0.652281	0.0561698	0.00641447	0.285135
1264	-229.2765	-237.823	8.546495	1	0	1	0	0.01947247	0.01947247	0.0004788387	0.02484224	0.08651431	0.08651431	0.0151208	0.001745204	0.671391	0.0530828	0.00606195	0.269464
1265	-230.5262	-233.7418	3.215617	1	0	1	0	0.01947247	0.01947247	0.006376506	0.04215997	0.08651431	0.08651431	0.03159583	0.001824769	0.68487	0.0541485	0.0200576	0.240924
1266	-235.03	-228.9668	-6.063181	1	0	1	1	0.04197794	0.04197794	0.006376506	0.04215997	0.06937835	0.06937835	0.06073202	0.06073202	0.68487	0.0541485	0.0200576	0.240924
1267	-232.9161	-228.8697	-4.046404	0	0	1	1	0.04034379	0.02484886	0.002040202	0.04477755	0.06937835	0.06937835	0.06073202	0.06073202	0.37013	0.029264	0.0108399	0.589766
1268	-232.3295	-227.9884	-4.341147	1	0	1	1	0.02221217	0.02221217	0.002040202	0.04477755	0.07101434	0.07101434	0.0677336	0.0677336	0.171686	0.0135742	0.541175	0.273565
1269	-227.5693	-228.5306	0.9612932	0	0	1	1	0.02221217	0.002840345	0.002040202	0.04477755	0.1054051	0.1054051	0.02748648	0.02748648	0.528381	0.00704411	0.349894	0.114681
1270	-229.3574	-222.5283	-6.829043	1	0	1	1	0.03403675	0.03403675	0.001832301	0.03990075	0.1098408	0.1098408	0.04072776	0.04072776	0.710376	0.00947037	0.0426442	0.237509
1271	-226.6885	-227.5168	0.8283688	1	0	1	0	0.03403675	0.03403675	0.001832301	0.03613673	0.1042092	0.1042092	0.02082277	0.008715697	0.707015	0.0141569	0.0424424	0.236386
1272	-229.586	-228.1143	-1.471704	1	0	1	1	0.03636743	0.03636743	0.001850274	0.03613673	0.09119374	0.09119374	0.02082277	0.02082277	0.624403	0.0474885	0.142371	0.185738
1273	-228.0774	-228.3533	0.2758386	1	0	1	0	0.03837225	0.03837225	0.0007077801	0.03613673	0.09023053	0.09023053	0.02082277	0.02360545	0.794874	0.0530075	0.0485287	0.10359
1274	-228.9097	-227.3712	-1.538497	1	0	1	1	0.02420857	0.02420857	0.0007932659	0.03613673	0.09023053	0.09023053	0.03550014	0.03550014	0.772211	0.0514962	0.0471451	0.129148
1275	-229.941	-231.0407	1.099671	0	0	1	1	0.02420857	0.04342235	0.0007932659	0.03668634	0.07505078	0.07505078	0.02356816	0.02356816	0.710762	0.126974	0.0433935	0.118871
