state	power	likelihood
260	0.0173415	-94.5644
270	0.0173415	-118.027
280	0.0173415	-98.2212
290	0.0173415	-103.925
300	0.0173415	-87.0135
310	0.0173415	-91.4633
320	0.0173415	-102.641
330	0.0173415	-124.575
340	0.0173415	-89.0603
350	0.0173415	-121.1
360	0.0173415	-87.3128
370	0.0173415	-99.4355
380	0.0173415	-134.7
390	0.0173415	-117.096
400	0.0173415	-114.955
410	0.0173415	-157.908
420	0.0173415	-96.4601
430	0.0173415	-89.8773
440	0.0173415	-89.7066
450	0.0173415	-189.348
460	0.0173415	-131.749
470	0.0173415	-118.688
480	0.0173415	-86.8257
490	0.0173415	-87.9614
500	0.0173415	-96.7933
510	0.0173415	-101.037
520	0.0173415	-87.8772
530	0.0173415	-93.8211
540	0.0173415	-132.023
550	0.0173415	-97.0087
560	0.0173415	-103.392
570	0.0173415	-86.7921
580	0.0173415	-117.221
590	0.0173415	-87.2413
600	0.0173415	-87.9827
610	0.0173415	-87.0235
620	0.0173415	-138.205
630	0.0173415	-100.964
640	0.0173415	-86.9969
650	0.0173415	-87.7029
660	0.0173415	-107.719
670	0.0173415	-87.3523
680	0.0173415	-90.8731
690	0.0173415	-98.4145
700	0.0173415	-88.9071
710	0.0173415	-116.097
720	0.0173415	-97.5905
730	0.0173415	-95.6692
740	0.0173415	-87.1315
750	0.0173415	-130.427
760	0.0173415	-98.3876
770	0.0173415	-91.7157
780	0.0173415	-107.059
790	0.0173415	-87.5705
800	0.0173415	-86.7754
810	0.0173415	-86.8355
820	0.0173415	-118.548
830	0.0173415	-102.521
840	0.0173415	-90.2085
850	0.0173415	-87.1091
860	0.0173415	-112.214
870	0.0173415	-104.123
880	0.0173415	-94.3009
890	0.0173415	-87.2965
900	0.0173415	-101.3
910	0.0173415	-88.3141
920	0.0173415	-101.439
930	0.0173415	-132.66
940	0.0173415	-88.9039
950	0.0173415	-93.9631
960	0.0173415	-103.892
970	0.0173415	-90.7331
980	0.0173415	-101.919
990	0.0173415	-87.2247
1000	0.0173415	-86.9201
