Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
12891	1	-79.61225	-77.36048	-2.251766	0.0176273	0.0722551	0.208668	0.791332
12892	0	-78.75773	-81.8407	3.082979	0.0123844	0.0376992	0.528842	0.471158
12893	1	-79.65872	-77.38519	-2.273524	0.0177896	0.0722551	0.0188787	0.981121
12894	0	-78.56871	-81.65169	3.082979	0.0123844	0.0376992	0.962296	0.0377042
12895	1	-79.64758	-77.37406	-2.273524	0.0177896	0.0722551	0.263448	0.736552
12896	0	-79.36895	-82.8146	3.445646	0.00967876	0.0376992	0.0406881	0.959312
12897	1	-79.12644	-80.70593	1.57949	0.0170613	0.0442388	0.687022	0.312978
12898	0	-78.82156	-81.10289	2.281334	0.00967876	0.0463853	0.446341	0.553659
12899	1	-79.13281	-79.60619	0.4733802	0.0170613	0.0524907	0.00299335	0.997007
12900	0	-80.00146	-82.62411	2.622648	0.00713245	0.0463853	0.154212	0.845788
12901	1	-79.13669	-79.57691	0.4402193	0.0173087	0.0524907	0.314275	0.685725
12902	0	-81.70907	-87.86691	6.157842	0.00713245	0.0200117	0.978704	0.0212955
12903	1	-79.14952	-79.58974	0.4402193	0.0173087	0.0524907	0.243362	0.756638
12904	0	-78.57619	-79.75726	1.181062	0.0103469	0.0539255	0.80624	0.19376
12905	1	-79.0906	-79.75157	0.6609656	0.0173087	0.0508439	0.62748	0.37252
12906	0	-78.49163	-79.56885	1.077219	0.013151	0.0518961	0.243862	0.756138
12907	1	-79.7559	-82.93494	3.179043	0.0173087	0.0320582	0.769788	0.230212
12908	0	-78.43393	-79.3966	0.9626631	0.0140056	0.0518961	0.889611	0.110389
12909	1	-79.29919	-77.93204	-1.367144	0.0173087	0.0659742	0.393597	0.606403
12910	0	-78.519	-79.83983	1.320828	0.0113336	0.0518961	0.280419	0.719581
12911	1	-78.71964	-77.94705	-0.7725855	0.0128731	0.0659742	0.331406	0.668594
12912	0	-78.40271	-79.39957	0.9968558	0.0137506	0.0518961	0.935749	0.0642515
12913	1	-78.7098	-77.93721	-0.7725855	0.0128731	0.0659742	0.481765	0.518235
12914	0	-78.45287	-78.84266	0.3897868	0.0137506	0.0564251	0.907689	0.0923114
12915	1	-78.70712	-77.93454	-0.7725855	0.0128731	0.0659742	0.522961	0.477039
12916	0	-79.20843	-77.42082	-1.787615	0.0160197	0.0704	0.234955	0.765045
12917	1	-78.67729	-78.21555	-0.4617405	0.0123387	0.0641896	0.0910417	0.908958
12918	0	-79.0343	-77.38179	-1.652503	0.0150117	0.0704	0.714106	0.285894
12919	1	-78.79031	-78.02603	-0.7642758	0.0145957	0.0641896	0.114212	0.885788
12920	0	-78.69301	-80.71617	2.023166	0.0139265	0.0440636	0.235228	0.764772
12921	1	-78.66862	-78.24682	-0.4218028	0.0138507	0.0623796	0.12435	0.87565
12922	0	-79.24205	-76.98433	-2.257722	0.0139265	0.0760003	0.0666839	0.933316
12923	1	-80.06956	-76.3762	-3.693359	0.0168543	0.0837828	0.936965	0.0630347
12924	0	-79.58378	-78.40749	-1.176299	0.0185734	0.0632857	0.0307282	0.969272
12925	1	-80.74896	-78.24595	-2.503014	0.00797396	0.0837828	0.1227	0.8773
12926	0	-79.52267	-78.34637	-1.176299	0.0185734	0.0632857	0.76134	0.23866
12927	1	-79.82958	-76.35714	-3.472436	0.0152062	0.0837828	0.818833	0.181167
12928	0	-79.5743	-78.24524	-1.32907	0.0185734	0.0644254	0.452885	0.547115
12929	1	-80.17506	-76.08666	-4.088402	0.0152509	0.0883333	0.191807	0.808193
12930	0	-79.82155	-77.54673	-2.274827	0.0185734	0.0714811	0.0570861	0.942914
12931	1	-79.20175	-82.59005	3.388301	0.0152509	0.0325548	0.798432	0.201568
12932	0	-79.41978	-78.02844	-1.391342	0.0180048	0.0654586	0.870834	0.129166
12933	1	-79.23593	-82.62423	3.388301	0.0152509	0.0325548	0.735883	0.264117
12934	0	-79.24948	-80.28934	1.039862	0.0180048	0.0473211	0.987391	0.0126094
12935	1	-79.84782	-84.43688	4.589061	0.00910604	0.0297417	0.531752	0.468248
12936	0	-79.28805	-80.32791	1.039862	0.0180048	0.0473211	0.811503	0.188497
12937	1	-79.44654	-83.72929	4.282747	0.0113912	0.0297417	0.403777	0.596223
12938	0	-78.45995	-80.25995	1.799993	0.0119343	0.0477207	0.520219	0.479781
12939	1	-82.11561	-86.50679	4.391171	0.0204126	0.0199114	0.940253	0.0597468
12940	0	-78.97633	-81.16603	2.189695	0.00902704	0.0477207	0.51917	0.48083
12941	1	-83.3635	-88.21604	4.852539	0.0208853	0.0159968	0.615193	0.384807
12942	0	-79.4862	-81.82213	2.33593	0.00793608	0.0477207	0.268044	0.731956
12943	1	-79.07271	-81.32048	2.247765	0.016242	0.0400726	0.666528	0.333472
12944	0	-79.38749	-81.72342	2.33593	0.00793608	0.0477207	0.753769	0.246231
12945	1	-80.72513	-75.79638	-4.928747	0.0137096	0.0961439	0.947549	0.0524505
12946	0	-78.77735	-80.89226	2.114908	0.00958497	0.0477207	0.645459	0.354541
12947	1	-78.67132	-78.09874	-0.5725831	0.0137096	0.0636456	0.383252	0.616748
12948	0	-78.43909	-79.70897	1.269876	0.0126503	0.0509596	0.452118	0.547882
12949	1	-78.64816	-78.29391	-0.3542462	0.0137096	0.0620167	0.136016	0.863984
12950	0	-79.27408	-82.49854	3.224469	0.0137126	0.0353154	0.025195	0.974805
12951	1	-78.81691	-77.66391	-1.152991	0.0137096	0.0679756	0.527979	0.472021
12952	0	-79.1844	-83.01606	3.831658	0.00918276	0.0353154	0.94021	0.05979
12953	1	-80.32272	-76.01554	-4.307179	0.0137096	0.0915068	0.534634	0.465366
12954	0	-84.18325	-87.41798	3.234732	0.0252931	0.0236584	0.767184	0.232816
12955	1	-78.54174	-79.34417	0.802432	0.0137096	0.0533876	0.144645	0.855355
12956	0	-79.87706	-85.19346	5.3164	0.0097632	0.0236584	0.985569	0.0144309
12957	1	-80.61902	-83.76268	3.14366	0.0193204	0.0303105	0.688206	0.311794
12958	0	-79.27152	-83.73791	4.466395	0.0110158	0.0287471	0.800292	0.199708
12959	1	-79.74245	-78.51133	-1.231129	0.0193204	0.0629478	0.653701	0.346299
12960	0	-81.40395	-86.5686	5.16465	0.00675855	0.0277951	0.544537	0.455463
12961	1	-79.10252	-79.22883	0.1263075	0.00919349	0.0629478	0.273141	0.726859
12962	0	-78.70108	-78.42713	-0.273955	0.0110657	0.0640617	0.965271	0.0347287
12963	1	-78.98288	-79.06295	0.08007531	0.0095384	0.0629478	0.607444	0.392556
12964	0	-78.52379	-80.16526	1.64147	0.0137753	0.0470624	0.506073	0.493927
12965	1	-78.96023	-79.04031	0.08007531	0.0095384	0.0629478	0.998605	0.00139528
12966	0	-78.43722	-80.26156	1.824341	0.012411	0.0470624	0.60528	0.39472
12967	1	-78.42913	-80.75886	2.329726	0.0125811	0.043122	0.890846	0.109154
12968	0	-79.57848	-76.75244	-2.826041	0.012411	0.0817556	0.450447	0.549553
12969	1	-78.65252	-80.98224	2.329726	0.0125811	0.043122	0.225875	0.774125
12970	0	-79.94793	-76.51963	-3.428305	0.0169041	0.0817556	0.870303	0.129697
12971	1	-79.14874	-78.17132	-0.9774159	0.0100974	0.0702779	0.888986	0.111014
12972	0	-78.99713	-78.99196	-0.00516399	0.0169041	0.0562179	0.598532	0.401468
12973	1	-78.88864	-81.73745	2.848815	0.0100974	0.0417331	0.356955	0.643045
12974	0	-79.43864	-77.03798	-2.400661	0.01182	0.0791732	0.324281	0.675719
12975	1	-79.81499	-81.44081	1.625821	0.0192213	0.0417331	0.85905	0.14095
12976	0	-78.3554	-79.85111	1.495712	0.0125823	0.0493428	0.884666	0.115334
12977	1	-79.66535	-80.58299	0.9176388	0.0192213	0.0470163	0.85905	0.14095
12978	0	-78.5296	-80.98462	2.455025	0.0128827	0.0418856	0.699819	0.300181
12979	1	-79.98789	-77.70371	-2.284183	0.00937513	0.0807491	0.396434	0.603566
12980	0	-79.58399	-83.83264	4.248642	0.0128827	0.0285047	0.340952	0.659048
12981	1	-78.52619	-78.97867	0.4524789	0.0132603	0.0564476	0.140584	0.859416
12982	0	-83.31553	-75.24793	-8.067608	0.0128057	0.120465	0.177946	0.822054
12983	1	-78.46426	-78.91674	0.4524789	0.0132603	0.0564476	0.588855	0.411145
12984	0	-79.22373	-78.15546	-1.068271	0.017186	0.0638672	0.255577	0.744423
12985	1	-80.22856	-77.07053	-3.158029	0.0101323	0.0865111	0.502758	0.497242
12986	0	-79.14069	-78.43926	-0.7014273	0.017186	0.0611304	0.509477	0.490523
12987	1	-79.92343	-76.27821	-3.645223	0.0137669	0.0865111	0.672137	0.327863
12988	0	-78.65158	-78.79344	0.1418593	0.0108948	0.0611304	0.619383	0.380617
12989	1	-79.93755	-76.27063	-3.666916	0.0139287	0.0865111	0.00258679	0.997413
12990	0	-78.59173	-78.70328	0.1115459	0.011121	0.0611304	0.993237	0.0067632
12991	1	-80.41135	-78.13775	-2.273608	0.00839022	0.0816551	0.695881	0.304119
12992	0	-78.57886	-79.9926	1.41374	0.014259	0.0482776	0.411227	0.588773
12993	1	-78.79948	-79.40395	0.6044674	0.0160845	0.0524895	0.630548	0.369452
12994	0	-78.45781	-79.87155	1.41374	0.014259	0.0482776	0.937552	0.0624485
12995	1	-79.09932	-80.90433	1.805009	0.0160845	0.0435331	0.118067	0.881933
12996	0	-79.34181	-77.35153	-1.990284	0.0167422	0.0711895	0.937552	0.0624485
12997	1	-80.49286	-85.15291	4.660045	0.0160845	0.0222337	0.64068	0.35932
12998	0	-81.69472	-75.32493	-6.369797	0.0167422	0.103862	0.676897	0.323103
12999	1	-78.41697	-79.25752	0.8405463	0.0136818	0.053131	0.858285	0.141715
13000	0	-78.97102	-80.38317	1.412156	0.0167422	0.0458062	0.832468	0.167532
13001	1	-78.41271	-79.25326	0.8405463	0.0136818	0.053131	0.884603	0.115397
13002	0	-78.53418	-80.67643	2.142241	0.0112955	0.0458062	0.516945	0.483055
13003	1	-78.50052	-79.27597	0.775452	0.0141675	0.053131	0.623606	0.376394
13004	0	-79.74912	-76.92102	-2.828099	0.0112955	0.0828865	0.3034	0.6966
13005	1	-80.7179	-83.15273	2.434822	0.0200085	0.0349106	0.300339	0.699661
13006	0	-81.39022	-87.07352	5.683293	0.0112955	0.0193889	0.103027	0.896973
13007	1	-80.56324	-86.18724	5.623997	0.0106916	0.0204352	0.48108	0.51892
13008	0	-80.1234	-85.80669	5.683293	0.0112955	0.0193889	0.959905	0.0400946
13009	1	-78.96949	-78.13914	-0.8303513	0.0106916	0.0685867	0.45125	0.54875
13010	0	-79.22948	-83.09254	3.863063	0.0112955	0.0329684	0.338705	0.661295
13011	1	-78.86987	-80.98437	2.114499	0.00919119	0.0481175	0.738178	0.261822
13012	0	-78.85698	-78.01491	-0.8420688	0.0112955	0.0680701	0.663804	0.336196
13013	1	-78.59987	-80.53129	1.931425	0.010557	0.0481175	0.487093	0.512907
13014	0	-78.43663	-79.80329	1.366668	0.0112955	0.0515923	0.747934	0.252066
13015	1	-78.86115	-80.07851	1.217355	0.0158842	0.0481175	0.331711	0.668289
13016	0	-79.72381	-76.93742	-2.786386	0.0112955	0.0825753	0.621502	0.378498
13017	1	-79.02146	-80.59047	1.569011	0.0158842	0.0454941	0.00894329	0.991057
13018	0	-78.70089	-81.81136	3.110468	0.0112955	0.038583	0.679619	0.320381
13019	1	-78.95927	-78.87263	-0.08664367	0.0165581	0.0571719	0.359174	0.640826
13020	0	-79.69815	-76.46557	-3.232573	0.0143233	0.0828762	0.0910694	0.908931
13021	1	-78.43922	-78.90196	0.4627395	0.0124595	0.0571719	0.742072	0.257928
13022	0	-79.64748	-76.57712	-3.070351	0.0131131	0.0828762	0.312138	0.687862
13023	1	-78.46523	-80.83898	2.373748	0.0113319	0.0440428	0.867016	0.132984
13024	0	-78.51377	-78.50864	-0.005136214	0.0131131	0.0600088	0.691199	0.308801
13025	1	-78.57707	-79.61299	1.035915	0.0141456	0.0512097	0.219905	0.780095
13026	0	-78.39145	-80.04552	1.654068	0.0131131	0.0476306	0.831387	0.168613
13027	1	-79.05681	-81.8138	2.756987	0.0141456	0.0383699	0.0819458	0.918054
13028	0	-78.35951	-80.11092	1.751411	0.0131131	0.0469044	0.996105	0.00389514
13029	1	-79.51129	-76.62289	-2.888398	0.0141456	0.0804862	0.833831	0.166169
13030	0	-78.74342	-79.52326	0.779839	0.0160098	0.0512559	0.869877	0.130123
13031	1	-79.50292	-81.63003	2.127116	0.0176641	0.0395505	0.57599	0.42401
13032	0	-78.85154	-79.63466	0.7831264	0.0159853	0.0512559	0.275226	0.724774
13033	1	-83.80764	-75.35112	-8.456519	0.0121419	0.12403	0.383531	0.616469
13034	0	-82.46438	-81.88841	-0.575976	0.0261246	0.0512559	0.990883	0.00911669
13035	1	-84.03301	-74.76147	-9.271544	0.0182222	0.12403	0.392497	0.607503
13036	0	-81.523	-80.34678	-1.176218	0.0242279	0.0576306	0.788201	0.211799
13037	1	-80.86834	-80.5474	-0.3209443	0.0224996	0.0529783	0.460205	0.539795
13038	0	-81.57776	-80.40154	-1.176218	0.0242279	0.0576306	0.267559	0.732441
13039	1	-79.13742	-79.45854	0.3211215	0.0177096	0.0529783	0.930982	0.0690179
13040	0	-78.5156	-79.80021	1.284609	0.0146483	0.0488517	0.883536	0.116464
13041	1	-79.11139	-79.48137	0.3699868	0.017345	0.0529783	0.499845	0.500155
13042	0	-78.55769	-79.92271	1.365021	0.0140484	0.0488517	0.369928	0.630072
13043	1	-78.73352	-79.28301	0.5494893	0.0160059	0.0529783	0.936395	0.0636052
13044	0	-78.70768	-77.98658	-0.7210901	0.0144736	0.0639895	0.909092	0.0909085
13045	1	-78.8458	-81.24996	2.40416	0.0153799	0.0397679	0.823128	0.176872
13046	0	-80.58258	-75.8169	-4.765676	0.0144736	0.0941633	0.323418	0.676582
13047	1	-79.07261	-82.29667	3.224053	0.00905392	0.0399772	0.823128	0.176872
13048	0	-78.69531	-80.49238	1.797064	0.0144736	0.0452033	0.317197	0.682803
13049	1	-78.90511	-80.34254	1.43743	0.00905392	0.053306	0.802238	0.197762
13050	0	-78.68257	-80.47963	1.797064	0.0144736	0.0452033	0.358663	0.641337
13051	1	-78.56327	-79.30019	0.7369247	0.0142799	0.053306	0.332004	0.667996
13052	0	-78.50626	-80.30332	1.797064	0.0144736	0.0452033	0.990029	0.00997146
13053	1	-78.69604	-79.34429	0.6482526	0.0149414	0.053306	0.0710562	0.928944
13054	0	-78.56939	-80.6496	2.080209	0.0144736	0.0430909	0.908988	0.0910121
13055	1	-78.46831	-79.26769	0.7993799	0.013814	0.053306	0.617621	0.382379
13056	0	-78.98517	-80.01761	1.032449	0.016633	0.0487482	0.450009	0.549991
13057	1	-79.07567	-77.2397	-1.835968	0.013814	0.0729665	0.0134193	0.986581
13058	0	-78.4087	-80.14207	1.733372	0.0114039	0.0487482	0.850155	0.149845
13059	1	-79.0726	-77.23663	-1.835968	0.013814	0.0729665	0.091315	0.908685
13060	0	-78.56982	-80.3032	1.733372	0.0114039	0.0487482	0.150111	0.849889
13061	1	-79.95817	-78.8863	-1.071868	0.00811354	0.0729665	0.0927378	0.907262
13062	0	-78.42505	-80.15842	1.733372	0.0114039	0.0487482	0.77386	0.22614
13063	1	-79.40938	-82.5212	3.111817	0.00811354	0.0417549	0.820186	0.179814
13064	0	-78.51796	-80.25133	1.733372	0.0114039	0.0487482	0.363279	0.636721
13065	1	-79.50639	-82.92104	3.414644	0.00811354	0.0394957	0.777156	0.222844
13066	0	-78.94384	-77.88794	-1.055899	0.0112809	0.06968	0.41778	0.58222
13067	1	-80.22493	-78.52737	-1.697563	0.0205426	0.0652052	0.0582806	0.941719
13068	0	-78.93427	-77.87837	-1.055899	0.0112809	0.06968	0.654054	0.345946
13069	1	-78.83442	-79.35799	0.5235682	0.0161052	0.0530724	0.449198	0.550802
13070	0	-79.334	-78.54472	-0.7892803	0.00929186	0.06968	0.717639	0.282361
13071	1	-78.78072	-79.30429	0.5235682	0.0161052	0.0530724	0.770153	0.229847
13072	0	-79.34369	-78.55441	-0.7892803	0.00929186	0.06968	0.287891	0.712109
13073	1	-78.85	-79.37357	0.5235682	0.0161052	0.0530724	0.359221	0.640779
13074	0	-80.05879	-77.87293	-2.185863	0.0197108	0.06968	0.434617	0.565383
13075	1	-78.86792	-79.39149	0.5235682	0.0161052	0.0530724	0.257515	0.742485
13076	0	-80.14677	-77.69737	-2.4494	0.0197108	0.071646	0.061366	0.938634
13077	1	-83.08112	-76.27453	-6.806592	0.02371	0.100153	0.436133	0.563867
13078	0	-79.12091	-77.28953	-1.831376	0.0151002	0.071646	0.325987	0.674013
13079	1	-78.80538	-79.36543	0.5600486	0.0163318	0.0525736	0.903714	0.096286
13080	0	-78.98594	-77.39871	-1.587232	0.0132788	0.071646	0.0214747	0.978525
13081	1	-78.61113	-79.37215	0.76102	0.0148325	0.0525736	0.460806	0.539194
13082	0	-78.61688	-80.20581	1.58893	0.0104746	0.0507551	0.368306	0.631694
13083	1	-79.78283	-76.38836	-3.394466	0.0148325	0.0835748	0.443779	0.556221
13084	0	-79.9427	-77.4789	-2.4638	0.00978017	0.0816841	0.507849	0.492151
13085	1	-78.81414	-81.6844	2.870261	0.014663	0.0370075	0.880599	0.119401
13086	0	-80.08799	-84.29303	4.205036	0.0149602	0.0267525	0.261592	0.738408
13087	1	-81.11644	-86.01151	4.895067	0.014663	0.0219018	0.0544807	0.945519
13088	0	-79.56561	-84.30381	4.738198	0.0109827	0.0267525	0.653021	0.346979
13089	1	-79.89244	-77.15332	-2.739122	0.018363	0.0751552	0.9409	0.0590997
13090	0	-80.13578	-84.47946	4.343681	0.00797883	0.0326995	0.487311	0.512689
13091	1	-78.37321	-79.37136	0.9981486	0.0123343	0.0533028	0.856316	0.143684
13092	0	-78.98926	-82.61286	3.623602	0.0133508	0.0326995	0.703593	0.296407
13093	1	-78.48293	-79.48108	0.9981486	0.0123343	0.0533028	0.200266	0.799734
13094	0	-84.71518	-75.02739	-9.687784	0.0133508	0.132007	0.743238	0.256762
13095	1	-78.62062	-80.96747	2.346842	0.0123343	0.0432411	0.299635	0.700365
13096	0	-79.82361	-76.50334	-3.320268	0.0126112	0.0852426	0.656183	0.343817
13097	1	-81.20663	-78.88529	-2.321335	0.00710206	0.0832994	0.672714	0.327286
13098	0	-79.97163	-76.56388	-3.407755	0.0118756	0.0866308	0.90991	0.0900904
13099	1	-79.01498	-77.89353	-1.121458	0.010999	0.0704509	0.421057	0.578943
13100	0	-81.00916	-75.63142	-5.377736	0.014074	0.0991291	0.967894	0.0321057
13101	1	-79.02078	-77.89932	-1.121458	0.010999	0.0704509	0.259927	0.740073
13102	0	-83.1993	-74.92195	-8.277355	0.0179653	0.11687	0.0268487	0.973151
13103	1	-78.97906	-77.43608	-1.542981	0.0141437	0.0704509	0.0509107	0.949089
13104	0	-82.86273	-75.06349	-7.799238	0.0143984	0.11687	0.124542	0.875458
13105	1	-78.91195	-77.67206	-1.239891	0.0118826	0.0704509	0.865231	0.134769
13106	0	-79.47043	-76.70788	-2.76255	0.0143984	0.0792946	0.0777909	0.922209
13107	1	-78.66441	-78.16448	-0.4999248	0.0118826	0.0649306	0.901317	0.0986827
13108	0	-79.46791	-76.70536	-2.76255	0.0143984	0.0792946	0.183281	0.816719
13109	1	-79.30282	-77.86741	-1.435409	0.0171437	0.0666485	0.0974165	0.902583
13110	0	-81.37146	-75.61098	-5.760477	0.0179307	0.0981278	0.814344	0.185656
13111	1	-79.23842	-78.87352	-0.3648974	0.00915731	0.0666485	0.591921	0.408079
13112	0	-81.37621	-75.61573	-5.760477	0.0179307	0.0981278	0.0222623	0.977738
13113	1	-79.31935	-78.6927	-0.6266516	0.00915731	0.0686013	0.880882	0.119118
13114	0	-79.25048	-79.32065	0.07016741	0.0179307	0.0546294	0.596509	0.403491
13115	1	-79.02842	-77.53884	-1.489587	0.0155951	0.0686013	0.904269	0.0957312
13116	0	-79.06551	-78.79965	-0.2658617	0.00958042	0.0654865	0.596509	0.403491
13117	1	-79.17751	-77.58187	-1.595633	0.0163862	0.0686013	0.686129	0.313871
13118	0	-82.47957	-75.07258	-7.406986	0.0171528	0.111189	0.136572	0.863428
13119	1	-79.08144	-81.26465	2.183216	0.0163862	0.0404099	0.698133	0.301867
13120	0	-82.52307	-75.07549	-7.447582	0.0174556	0.111189	0.735493	0.264507
13121	1	-79.5804	-81.51584	1.935444	0.0182347	0.0404099	0.734285	0.265715
13122	0	-80.41704	-76.21054	-4.206495	0.0174556	0.0870097	0.11899	0.88101
13123	1	-79.00872	-82.04195	3.033227	0.0100449	0.0404099	0.239485	0.760515
13124	0	-80.39679	-76.19689	-4.199899	0.0174064	0.0870097	0.842003	0.157997
13125	1	-78.69495	-81.66349	2.968545	0.0105274	0.0404099	0.776282	0.223718
13126	0	-80.39486	-76.19496	-4.199899	0.0174064	0.0870097	0.973591	0.0264094
13127	1	-78.6958	-81.58242	2.886614	0.0140579	0.0374906	0.917587	0.0824128
13128	0	-80.40872	-76.20882	-4.199899	0.0174064	0.0870097	0.032161	0.967839
13129	1	-79.90207	-84.50419	4.60212	0.0132728	0.0254775	0.376889	0.623111
13130	0	-80.39841	-76.19851	-4.199899	0.0174064	0.0870097	0.731604	0.268396
13131	1	-82.30765	-85.73657	3.428921	0.0220252	0.0254775	0.658762	0.341238
13132	0	-80.02392	-76.59406	-3.429866	0.0116617	0.0870097	0.400299	0.599701
13133	1	-81.86789	-85.55237	3.684477	0.0201187	0.0254775	0.218703	0.781297
13134	0	-78.59358	-78.67397	0.08039124	0.0116617	0.0608221	0.308498	0.691502
13135	1	-80.10793	-81.13751	1.029577	0.0201187	0.0452839	0.512702	0.487298
13136	0	-78.60242	-78.36756	-0.2348641	0.0128727	0.061963	0.215066	0.784934
13137	1	-80.13392	-80.97226	0.8383374	0.0201187	0.0467106	0.231474	0.768526
13138	0	-78.36725	-79.41967	1.052417	0.0128727	0.0523595	0.873377	0.126623
13139	1	-79.50488	-77.08169	-2.423195	0.0166645	0.0744968	0.40553	0.59447
13140	0	-78.88588	-77.62069	-1.265187	0.0128727	0.0696495	0.0201871	0.979813
13141	1	-80.66858	-75.94791	-4.720676	0.0172769	0.0910244	0.95582	0.0441801
13142	0	-79.13924	-82.99484	3.855599	0.0128727	0.0314469	0.565402	0.434598
13143	1	-80.31278	-76.27639	-4.036387	0.0121719	0.0910244	0.439108	0.560892
13144	0	-78.48386	-81.17116	2.6873	0.0128727	0.0401627	0.982265	0.0177346
13145	1	-79.07723	-77.62251	-1.45472	0.0114313	0.0725049	0.225579	0.774421
13146	0	-78.7822	-81.4695	2.6873	0.0128727	0.0401627	0.234169	0.765831
13147	1	-79.01874	-77.42887	-1.589865	0.0124395	0.0725049	0.177145	0.822855
13148	0	-78.58966	-78.8621	0.2724383	0.0148703	0.0561808	0.776485	0.223515
13149	1	-78.66499	-81.02724	2.362251	0.011927	0.0435335	0.177145	0.822855
13150	0	-78.69051	-78.96295	0.2724383	0.0148703	0.0561808	0.0610126	0.938987
13151	1	-78.49533	-80.85758	2.362251	0.011927	0.0435335	0.673952	0.326048
13152	0	-79.07856	-77.34752	-1.73104	0.0148703	0.0711273	0.122448	0.877552
13153	1	-78.46592	-81.07341	2.607493	0.011927	0.0417039	0.91031	0.0896896
13154	0	-79.60574	-79.30471	-0.3010302	0.0082547	0.0670746	0.157441	0.842559
13155	1	-78.73054	-81.07216	2.341623	0.0139104	0.0417039	0.361264	0.638736
13156	0	-79.26412	-80.58712	1.323	0.0082547	0.0549589	0.533999	0.466001
13157	1	-78.64489	-80.91831	2.273416	0.0144193	0.0417039	0.764277	0.235723
13158	0	-79.45396	-79.60638	0.1524166	0.0082547	0.0636918	0.892055	0.107945
13159	1	-82.6745	-75.0979	-7.576606	0.0144193	0.115188	0.86955	0.13045
13160	0	-80.48389	-78.18853	-2.29536	0.0082547	0.0819529	0.202535	0.797465
13161	1	-78.66351	-80.022	1.358487	0.0144193	0.0485295	0.134185	0.865815
13162	0	-79.13715	-82.19503	3.057881	0.0156196	0.0346512	0.817027	0.182973
13163	1	-79.51395	-76.645	-2.868955	0.0144193	0.0800676	0.372484	0.627516
13164	0	-78.50978	-80.01769	1.507915	0.0121024	0.0497316	0.18573	0.81427
13165	1	-79.50037	-76.63142	-2.868955	0.0144193	0.0800676	0.987202	0.0127981
13166	0	-80.64858	-75.79212	-4.856464	0.0158052	0.0935091	0.417232	0.582768
13167	1	-78.52536	-80.27526	1.749898	0.0144193	0.0456095	0.863132	0.136868
13168	0	-78.79856	-78.86695	0.0683893	0.0102653	0.0623081	0.512826	0.487174
13169	1	-78.55814	-79.49073	0.9325922	0.0144193	0.0517068	0.459352	0.540648
13170	0	-79.40499	-76.80293	-2.602057	0.0130671	0.0794286	0.73581	0.26419
13171	1	-78.53343	-79.46602	0.9325922	0.0144193	0.0517068	0.590244	0.409756
13172	0	-78.96747	-82.57639	3.608925	0.0130671	0.0330927	0.666298	0.333702
13173	1	-81.9034	-81.43821	-0.4651897	0.0248472	0.0517068	0.576439	0.423561
13174	0	-78.80498	-77.71457	-1.09041	0.0130671	0.0681512	0.39477	0.60523
13175	1	-78.43784	-79.73825	1.300407	0.0116753	0.0517068	0.576439	0.423561
13176	0	-82.14655	-82.60724	0.4606941	0.00482192	0.0648247	0.186739	0.813261
13177	1	-78.51438	-79.81479	1.300407	0.0116753	0.0517068	0.175054	0.824946
13178	0	-79.05175	-77.96138	-1.090371	0.0163933	0.0648247	0.62606	0.37394
13179	1	-78.38197	-80.2788	1.896831	0.0116753	0.0472573	0.921152	0.078848
13180	0	-79.29863	-78.05215	-1.246482	0.017558	0.0648247	0.747348	0.252652
13181	1	-78.95958	-80.67739	1.717815	0.016492	0.0437762	0.81936	0.18064
13182	0	-78.84349	-77.96147	-0.8820176	0.014839	0.0648247	0.0482337	0.951766
13183	1	-79.11297	-81.39616	2.283189	0.016492	0.0395583	0.775212	0.224788
13184	0	-80.02016	-78.44292	-1.577234	0.0200255	0.0648247	0.434331	0.565669
13185	1	-80.04738	-77.07243	-2.974946	0.0185964	0.0766811	0.33603	0.66397
13186	0	-79.86411	-80.00589	0.141783	0.0200255	0.0520003	0.916515	0.0834848
13187	1	-79.95629	-78.31299	-1.643306	0.00866199	0.0766811	0.800729	0.199271
13188	0	-79.94144	-81.82679	1.885353	0.00701792	0.0520003	0.439012	0.560988
13189	1	-82.80641	-76.90482	-5.901592	0.00866199	0.108449	0.385067	0.614933
13190	0	-78.73309	-80.74655	2.01346	0.0103747	0.0476878	0.109086	0.890914
13191	1	-79.44577	-81.93484	2.489075	0.0162653	0.038249	0.0617609	0.938239
13192	0	-78.835	-81.05226	2.217253	0.00933482	0.0472073	0.734278	0.265722
13193	1	-79.18967	-80.96331	1.773634	0.0166595	0.0431922	0.27164	0.72836
13194	0	-78.44873	-80.02602	1.577287	0.0141092	0.0472073	0.940753	0.0592474
13195	1	-78.82346	-78.9358	0.1123416	0.0160835	0.056162	0.571112	0.428888
13196	0	-78.48244	-80.58987	2.107438	0.0134222	0.0439393	0.769297	0.230703
13197	1	-78.81348	-77.88181	-0.9316706	0.0121457	0.0678884	0.164451	0.835549
13198	0	-78.42672	-80.53416	2.107438	0.0134222	0.0439393	0.962945	0.0370546
13199	1	-78.53616	-80.13068	1.594522	0.0121457	0.0490422	0.110946	0.889054
13200	0	-78.61211	-80.71954	2.107438	0.0134222	0.0439393	0.358292	0.641708
13201	1	-78.81745	-80.93786	2.120414	0.00999376	0.0472708	0.110946	0.889054
13202	0	-79.94179	-84.89413	4.952345	0.0134222	0.0227154	0.668647	0.331353
