Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
27510	0	-80.02156	-85.1346	5.113042	0.0133904	0.0215483	0.736216	0.263784
27511	1	-79.66829	-76.53404	-3.134253	0.0133489	0.0831171	0.235251	0.764749
27512	0	-80.718	-85.48256	4.764555	0.0159902	0.0215483	0.495427	0.504573
27513	1	-78.63135	-80.93767	2.306325	0.0133489	0.0425288	0.419523	0.580477
27514	0	-78.90588	-82.24076	3.334882	0.0132762	0.0349281	0.592339	0.407661
27515	1	-78.49108	-79.91156	1.420488	0.0124954	0.0499908	0.234179	0.765821
27516	0	-78.53575	-78.57382	0.03807681	0.0132762	0.0595232	0.441687	0.558313
27517	1	-78.44555	-79.86604	1.420488	0.0124954	0.0499908	0.440332	0.559668
27518	0	-79.98205	-81.1569	1.174846	0.0193431	0.0449757	0.0334935	0.966506
27519	1	-78.51006	-79.72103	1.210975	0.0140585	0.0499908	0.536934	0.463066
27520	0	-79.42346	-83.75384	4.330383	0.0101086	0.0306689	0.592349	0.407651
27521	1	-79.66717	-76.48915	-3.178015	0.0140585	0.0827341	0.327667	0.672333
27522	0	-79.36873	-83.53893	4.170197	0.0101086	0.031864	0.535185	0.464815
27523	1	-79.70199	-76.85135	-2.850645	0.0116162	0.0827341	0.435978	0.564022
27524	0	-78.79011	-82.43141	3.6413	0.0112212	0.0346971	0.905524	0.094476
27525	1	-79.80478	-84.55236	4.747577	0.0116162	0.026049	0.407572	0.592428
27526	0	-79.11599	-81.45179	2.335801	0.00856228	0.0470955	0.713067	0.286933
27527	1	-79.19404	-77.67525	-1.518788	0.0164576	0.0679566	0.234923	0.765077
27528	0	-78.51811	-80.13759	1.619479	0.0145208	0.046481	0.89531	0.10469
27529	1	-79.19725	-77.67846	-1.518788	0.0164576	0.0679566	0.183117	0.816883
27530	0	-79.74793	-80.70472	0.9567929	0.0194646	0.046481	0.909845	0.0901551
27531	1	-79.60022	-77.82189	-1.778332	0.0183939	0.0679566	0.898479	0.101521
27532	0	-78.636	-80.16889	1.532897	0.0151667	0.046481	0.81531	0.18469
27533	1	-78.61363	-79.35292	0.7392868	0.0142947	0.0532735	0.0610178	0.938982
27534	0	-78.6733	-80.2062	1.532897	0.0151667	0.046481	0.666547	0.333453
27535	1	-78.47037	-79.20966	0.7392868	0.0142947	0.0532735	0.897279	0.102721
27536	0	-78.64322	-78.24037	-0.4028538	0.0136926	0.0623963	0.282497	0.717503
27537	1	-79.64604	-77.28875	-2.35729	0.0106042	0.0800654	0.862624	0.137376
27538	0	-78.78684	-79.33658	0.5497438	0.00991202	0.0590703	0.508157	0.491843
27539	1	-79.34194	-83.34803	4.006088	0.0125736	0.0306233	0.376152	0.623848
27540	0	-78.81025	-79.35999	0.5497438	0.00991202	0.0590703	0.256567	0.743433
27541	1	-78.55913	-78.46328	-0.09584946	0.0133835	0.0604151	0.454552	0.545448
27542	0	-78.77673	-79.49728	0.7205529	0.00991202	0.057796	0.351614	0.648386
27543	1	-78.5062	-78.41035	-0.09584946	0.0133835	0.0604151	0.987026	0.0129743
27544	0	-78.69228	-79.56218	0.8699014	0.00991202	0.0566818	0.947836	0.0521642
27545	1	-78.53407	-78.43822	-0.09584946	0.0133835	0.0604151	0.703127	0.296873
27546	0	-78.64634	-80.364	1.717668	0.00997469	0.0502945	0.736354	0.263646
27547	1	-78.71594	-80.98575	2.269814	0.0133835	0.0427665	0.17786	0.82214
27548	0	-79.82061	-79.14094	-0.6796625	0.008079	0.070075	0.640361	0.359639
27549	1	-79.20387	-82.10619	2.90232	0.00866485	0.0427665	0.589502	0.410498
27550	0	-79.76713	-77.2408	-2.526332	0.0104898	0.0814409	0.482579	0.517421
27551	1	-79.11178	-80.24058	1.1288	0.00866485	0.0559975	0.486043	0.513957
27552	0	-79.46577	-77.53916	-1.926617	0.0104898	0.0769669	0.335319	0.664681
27553	1	-79.02374	-79.00988	-0.01385871	0.0171894	0.0559975	0.896611	0.103389
27554	0	-78.47593	-79.28005	0.8041137	0.0117163	0.0553683	0.456958	0.543042
27555	1	-79.47484	-78.60296	-0.8718791	0.00900034	0.0705877	0.731007	0.268993
27556	0	-78.50641	-79.08861	0.5821988	0.0133718	0.0553683	0.255794	0.744206
27557	1	-79.02104	-77.87093	-1.150108	0.011076	0.0705877	0.165737	0.834263
27558	0	-78.4743	-80.21631	1.742011	0.0133718	0.0467158	0.598322	0.401678
27559	1	-79.02003	-77.86992	-1.150108	0.011076	0.0705877	0.193661	0.806339
27560	0	-78.68509	-77.92735	-0.7577402	0.0133718	0.0653647	0.722036	0.277964
27561	1	-81.41406	-81.09548	-0.3185774	0.0238677	0.0515925	0.881181	0.118819
27562	0	-78.77698	-77.82107	-0.9559128	0.0133718	0.0668431	0.160541	0.839459
27563	1	-80.45618	-80.4502	-0.005978546	0.0215356	0.0515925	0.743691	0.256309
27564	0	-78.43062	-79.96724	1.536617	0.0129291	0.0486908	0.588384	0.411616
27565	1	-78.90011	-79.37427	0.4741689	0.00964931	0.0598968	0.155001	0.844999
27566	0	-78.52517	-79.75978	1.23461	0.0129291	0.0509439	0.0717723	0.928228
27567	1	-78.86526	-79.33943	0.4741689	0.00964931	0.0598968	0.574616	0.425384
27568	0	-78.65041	-78.19516	-0.4552429	0.0129291	0.0635507	0.184647	0.815353
27569	1	-79.61282	-83.39373	3.780919	0.00949212	0.0353846	0.0334433	0.966557
27570	0	-79.32803	-82.97334	3.645306	0.0131319	0.0327566	0.184647	0.815353
27571	1	-79.25522	-82.51792	3.262697	0.00949212	0.0392507	0.151628	0.848372
27572	0	-78.95497	-77.67726	-1.277709	0.0117089	0.0709067	0.665967	0.334033
27573	1	-78.83618	-81.72952	2.893343	0.0122476	0.0392507	0.20835	0.79165
27574	0	-79.08068	-78.2087	-0.8719797	0.0169085	0.0626803	0.857954	0.142046
27575	1	-79.1293	-82.40323	3.273935	0.0104081	0.0382509	0.101954	0.898046
27576	0	-79.16423	-77.88863	-1.275598	0.0169085	0.0656914	0.919618	0.080382
27577	1	-79.40922	-83.5188	4.109577	0.0104081	0.0320167	0.376312	0.623688
27578	0	-79.20966	-81.5769	2.367245	0.0169085	0.0385147	0.919618	0.080382
27579	1	-78.71779	-79.97969	1.261908	0.0158129	0.0478564	0.901375	0.0986249
27580	0	-79.32542	-81.95858	2.633164	0.0159986	0.0374407	0.271998	0.728002
27581	1	-79.80856	-76.84735	-2.961214	0.0174163	0.0777588	0.992202	0.00779788
27582	0	-80.24261	-76.19123	-4.051381	0.0127766	0.0905315	0.406415	0.593585
27583	1	-79.81401	-76.8528	-2.961214	0.0174163	0.0777588	0.808215	0.191785
27584	0	-79.04473	-77.27767	-1.767063	0.0127766	0.0734898	0.794823	0.205177
27585	1	-79.12789	-77.99245	-1.135442	0.0167053	0.064849	0.465987	0.534013
27586	0	-79.0655	-77.29844	-1.767063	0.0127766	0.0734898	0.187733	0.812267
27587	1	-79.49968	-83.8957	4.396021	0.00952658	0.0307613	0.69774	0.30226
27588	0	-78.40127	-78.93461	0.5333336	0.0127766	0.0563282	0.937673	0.0623265
27589	1	-81.7083	-76.69799	-5.010313	0.00952658	0.100935	0.465631	0.534369
27590	0	-78.43263	-78.96596	0.5333336	0.0127766	0.0563282	0.696663	0.303337
27591	1	-79.02583	-81.96547	2.939631	0.00899679	0.0421562	0.812904	0.187096
27592	0	-78.39576	-78.92909	0.5333336	0.0127766	0.0563282	0.980824	0.0191758
27593	1	-78.50483	-80.83846	2.333623	0.0135178	0.0421562	0.859507	0.140493
27594	0	-79.04451	-77.31273	-1.731774	0.0127766	0.0732266	0.388013	0.611987
27595	1	-78.73903	-81.07266	2.333623	0.0135178	0.0421562	0.206185	0.793815
27596	0	-79.10019	-82.96916	3.868968	0.0127766	0.0314433	0.619602	0.380398
27597	1	-79.69756	-82.86847	3.170908	0.00788831	0.0415393	0.329298	0.670702
27598	0	-78.39614	-80.36157	1.965432	0.0127766	0.0456443	0.857653	0.142347
27599	1	-79.51804	-80.26765	0.7496129	0.00788831	0.0596029	0.499473	0.500527
27600	0	-80.28921	-76.16516	-4.124052	0.0127766	0.0910737	0.173879	0.826121
27601	1	-79.37629	-78.13089	-1.245404	0.0178969	0.0644778	0.704566	0.295434
27602	0	-79.02838	-77.29071	-1.737669	0.0127766	0.0732705	0.920365	0.0796352
27603	1	-79.23967	-79.42419	0.1845189	0.0178969	0.0538101	0.603339	0.396661
27604	0	-80.82781	-85.6913	4.863483	0.00819968	0.0286008	0.0893077	0.910692
27605	1	-79.21911	-79.40363	0.1845189	0.0178969	0.0538101	0.737042	0.262958
27606	0	-80.34061	-76.4146	-3.926006	0.0179304	0.0844423	0.204058	0.795942
27607	1	-79.31786	-79.69387	0.3760113	0.0178969	0.0523815	0.181201	0.818799
27608	0	-79.99595	-77.07087	-2.92508	0.0104632	0.0844423	0.274725	0.725275
27609	1	-80.08387	-82.93614	2.85227	0.0178969	0.0339079	0.271588	0.728412
27610	0	-80.12744	-76.33853	-3.788908	0.0169076	0.0844423	0.720712	0.279288
27611	1	-79.29773	-83.32192	4.024189	0.00915399	0.0339079	0.88697	0.11303
27612	0	-79.55543	-82.42919	2.873757	0.0169076	0.0347368	0.586717	0.413283
27613	1	-79.07993	-83.01782	3.937888	0.00979782	0.0339079	0.927468	0.0725324
27614	0	-79.141	-81.33513	2.194129	0.0169076	0.039807	0.968913	0.0310869
27615	1	-79.99122	-85.27503	5.283813	0.0119655	0.0216992	0.711778	0.288222
27616	0	-79.5986	-83.0095	3.410903	0.00783013	0.039807	0.902213	0.0977865
27617	1	-78.6512	-81.4724	2.821202	0.0119655	0.040071	0.546039	0.453961
27618	0	-79.57259	-82.98349	3.410903	0.00783013	0.039807	0.979609	0.020391
27619	1	-78.52525	-80.35341	1.828161	0.0140446	0.0454003	0.709668	0.290332
27620	0	-79.38605	-77.4152	-1.970847	0.0169771	0.0708096	0.671241	0.328759
27621	1	-78.49006	-80.39959	1.909528	0.0140446	0.0447933	0.879663	0.120337
27622	0	-79.21457	-77.99736	-1.217216	0.0169771	0.0651873	0.217468	0.782532
27623	1	-78.56198	-80.04853	1.486551	0.0112442	0.0507492	0.139521	0.860479
27624	0	-78.88138	-77.94612	-0.9352542	0.0154085	0.0646523	0.523203	0.476797
27625	1	-78.68333	-78.55264	-0.1306962	0.0112442	0.0628144	0.323368	0.676632
27626	0	-79.52602	-82.60268	3.07666	0.00804743	0.0420833	0.523203	0.476797
27627	1	-78.7072	-78.5765	-0.1306962	0.0112442	0.0628144	0.0162748	0.983725
27628	0	-79.08028	-79.92827	0.8479906	0.00893997	0.0578173	0.0537273	0.946273
27629	1	-78.62962	-78.18235	-0.4472753	0.013606	0.0628144	0.50678	0.49322
27630	0	-78.92273	-82.79239	3.869656	0.0118307	0.032384	0.819207	0.180793
27631	1	-81.46343	-76.3696	-5.093836	0.0208108	0.0902744	0.223413	0.776587
27632	0	-79.53169	-76.93631	-2.595382	0.0118307	0.0806152	0.552822	0.447178
27633	1	-80.75741	-76.03726	-4.720153	0.018023	0.0902744	0.949146	0.0508538
27634	0	-79.61044	-76.57353	-3.036912	0.0151246	0.0806152	0.69849	0.30151
27635	1	-81.31451	-77.83157	-3.482943	0.00805843	0.0910089	0.300691	0.699309
27636	0	-79.67793	-82.5623	2.884371	0.0173176	0.0342476	0.633473	0.366527
27637	1	-79.4144	-80.39957	0.9851733	0.00805843	0.0576754	0.24115	0.75885
27638	0	-79.07331	-79.87342	0.8001021	0.0173176	0.0497969	0.774596	0.225404
27639	1	-79.44635	-80.27058	0.8242289	0.00805843	0.0588761	0.0703401	0.92966
27640	0	-78.73965	-82.08143	3.341778	0.0112346	0.0369182	0.774596	0.225404
27641	1	-79.34793	-79.3799	0.03197118	0.008584	0.064261	0.569529	0.430471
27642	0	-78.81517	-82.15695	3.341778	0.0112346	0.0369182	0.613569	0.386431
27643	1	-78.54461	-78.49322	-0.05138283	0.0131378	0.0603291	0.471814	0.528186
27644	0	-78.75872	-81.47389	2.715174	0.0140424	0.0387851	0.625542	0.374458
27645	1	-78.5296	-78.47822	-0.05138283	0.0131378	0.0603291	0.620056	0.379944
27646	0	-78.79234	-81.68269	2.890356	0.0140424	0.0374782	0.685935	0.314065
27647	1	-80.91928	-86.77586	5.856575	0.00817941	0.0212123	0.875268	0.124732
27648	0	-80.734	-84.70701	3.973012	0.01756	0.0258837	0.356685	0.643315
27649	1	-79.3399	-78.72086	-0.6190443	0.0179857	0.0597161	0.300817	0.699183
27650	0	-78.41983	-79.79212	1.37229	0.0116734	0.0511725	0.671993	0.328007
27651	1	-79.4535	-78.16138	-1.292122	0.0179857	0.0647375	0.0835975	0.916402
27652	0	-78.46453	-79.70213	1.2376	0.0126782	0.0511725	0.323732	0.676268
27653	1	-79.71327	-78.29517	-1.418102	0.0189255	0.0647375	0.0365019	0.963498
27654	0	-78.46485	-79.30133	0.8364811	0.014123	0.0527202	0.797615	0.202385
27655	1	-80.20105	-82.31826	2.117207	0.0189255	0.038363	0.0509715	0.949029
27656	0	-78.88323	-78.99525	0.1120207	0.00980261	0.0624452	0.834505	0.165495
27657	1	-78.73374	-79.62502	0.8912884	0.0150732	0.0513611	0.0509715	0.949029
27658	0	-78.60273	-78.41502	-0.1877182	0.0120388	0.0624452	0.473793	0.526207
27659	1	-81.07875	-86.20716	5.128416	0.00673581	0.0280882	0.975701	0.0242992
27660	0	-78.59071	-78.40299	-0.1877182	0.0120388	0.0624452	0.619939	0.380061
27661	1	-79.51384	-84.25923	4.745396	0.00959326	0.0280882	0.975701	0.0242992
27662	0	-78.5934	-78.40568	-0.1877182	0.0120388	0.0624452	0.587065	0.412935
27663	1	-79.58403	-84.35898	4.774953	0.00937275	0.0280882	0.975701	0.0242992
27664	0	-78.76432	-78.18822	-0.5760985	0.0149362	0.0624452	0.360561	0.639439
27665	1	-80.05147	-83.81728	3.765819	0.0169012	0.0280882	0.64174	0.35826
27666	0	-78.83295	-81.08045	2.247495	0.0149362	0.0413804	0.481049	0.518951
27667	1	-80.44873	-84.21455	3.765819	0.0169012	0.0280882	0.187902	0.812098
27668	0	-78.85647	-77.82337	-1.033099	0.0117221	0.0690687	0.841494	0.158506
27669	1	-80.88379	-75.6498	-5.233993	0.0147273	0.0974034	0.552674	0.447326
27670	0	-79.03137	-77.29363	-1.737737	0.0132241	0.0728235	0.309763	0.690237
27671	1	-78.69871	-78.56075	-0.1379607	0.0147273	0.0593855	0.114423	0.885577
27672	0	-78.57507	-78.42516	-0.1499153	0.0132241	0.0609779	0.353757	0.646243
27673	1	-78.96055	-81.79528	2.834737	0.0147273	0.0372082	0.550725	0.449275
27674	0	-78.83536	-78.65843	-0.1769249	0.0103411	0.0640624	0.631955	0.368045
27675	1	-78.50951	-79.34673	0.8372189	0.0147273	0.0521103	0.953441	0.0465594
27676	0	-79.09	-77.56586	-1.524135	0.0158099	0.0686442	0.458478	0.541522
27677	1	-78.67761	-79.51483	0.8372189	0.0147273	0.0521103	0.0431965	0.956803
27678	0	-78.81472	-78.94336	0.1286439	0.0158099	0.0563139	0.266438	0.733562
27679	1	-78.92814	-77.51671	-1.411424	0.0147273	0.0688859	0.819436	0.180564
27680	0	-78.75599	-78.88463	0.1286439	0.0158099	0.0563139	0.692792	0.307208
27681	1	-78.61106	-80.68003	2.068961	0.0147273	0.0429211	0.904743	0.0952569
27682	0	-78.51873	-78.86237	0.3436362	0.014206	0.0563139	0.710819	0.289181
27683	1	-78.59912	-80.66808	2.068961	0.0147273	0.0429211	0.945106	0.0548939
27684	0	-78.5363	-78.95869	0.4223937	0.0136184	0.0563139	0.211495	0.788505
27685	1	-79.30369	-81.03928	1.735589	0.0172144	0.0429211	0.381536	0.618464
27686	0	-78.67177	-78.91847	0.2467079	0.0149291	0.0563139	0.253175	0.746825
27687	1	-81.35268	-86.94805	5.595361	0.0123177	0.0190228	0.117393	0.882607
27688	0	-78.56466	-79.53152	0.9668617	0.0149291	0.0509414	0.800965	0.199035
27689	1	-78.74622	-78.89366	0.1474438	0.0154217	0.0565618	0.280894	0.719106
27690	0	-78.69265	-79.64248	0.9498354	0.0150561	0.0509414	0.253169	0.746831
27691	1	-78.70051	-79.01648	0.3159651	0.0154217	0.0553046	0.532486	0.467514
27692	0	-78.54514	-79.95595	1.410814	0.0110068	0.0515516	0.327061	0.672939
27693	1	-78.69164	-79.29732	0.6056864	0.0154217	0.0531432	0.532486	0.467514
27694	0	-78.61439	-81.78624	3.171854	0.0110068	0.0384137	0.989404	0.0105963
27695	1	-78.71148	-79.31717	0.6056864	0.0154217	0.0531432	0.416815	0.583185
27696	0	-78.76957	-78.37535	-0.3942129	0.0110068	0.0650177	0.565835	0.434165
27697	1	-78.51973	-80.57774	2.058012	0.0104198	0.0473103	0.971631	0.0283687
27698	0	-78.50936	-80.37273	1.863371	0.0123492	0.046833	0.348638	0.651362
27699	1	-79.90939	-76.64544	-3.263945	0.0172105	0.0802231	0.98906	0.0109397
27700	0	-78.56829	-80.44519	1.876896	0.0122483	0.046833	0.145402	0.854598
27701	1	-79.5482	-77.0624	-2.485797	0.0114053	0.0802231	0.279095	0.720905
27702	0	-80.18854	-77.09454	-3.094001	0.0101376	0.0860281	0.494962	0.505038
27703	1	-80.11666	-76.47865	-3.638013	0.0174174	0.0828068	0.767936	0.232064
27704	0	-79.44434	-77.17243	-2.271912	0.0165963	0.0734365	0.309603	0.690397
27705	1	-78.45832	-80.62437	2.166057	0.0114375	0.0454866	0.767936	0.232064
27706	0	-82.34484	-76.59303	-5.751809	0.0230765	0.0929174	0.633596	0.366404
27707	1	-78.50252	-78.83396	0.3314305	0.0119168	0.0586942	0.579635	0.420365
27708	0	-83.87947	-75.58541	-8.294061	0.0230765	0.111883	0.509893	0.490107
27709	1	-78.45761	-78.78904	0.3314305	0.0119168	0.0586942	0.998613	0.0013865
27710	0	-83.35495	-75.31682	-8.038125	0.0211671	0.111883	0.89303	0.10697
27711	1	-78.52778	-78.85921	0.3314305	0.0119168	0.0586942	0.352189	0.647811
27712	0	-79.01556	-81.88726	2.871699	0.0140714	0.0375884	0.228529	0.771471
27713	1	-78.5457	-78.80638	0.2606825	0.0124446	0.0586942	0.0746079	0.925392
27714	0	-78.85177	-81.88611	3.03434	0.0128581	0.0375884	0.366775	0.633225
27715	1	-78.44225	-78.70293	0.2606825	0.0124446	0.0586942	0.994622	0.00537808
27716	0	-79.22952	-82.62841	3.398897	0.0101384	0.0375884	0.0992448	0.900755
27717	1	-78.52931	-78.79	0.2606825	0.0124446	0.0586942	0.214072	0.785928
27718	0	-79.00351	-82.66087	3.657355	0.011467	0.0343316	0.505179	0.494821
27719	1	-80.00425	-78.09748	-1.906775	0.00884131	0.0784674	0.186507	0.813493
27720	0	-79.15725	-78.63387	-0.523382	0.00953471	0.0674534	0.708981	0.291019
27721	1	-80.13085	-76.91867	-3.212181	0.01858	0.0784674	0.498033	0.501967
27722	0	-79.19468	-78.69298	-0.5016967	0.00937293	0.0674534	0.985746	0.0142545
27723	1	-78.59684	-78.27774	-0.3191023	0.0140422	0.061422	0.801768	0.198232
27724	0	-79.07481	-78.50468	-0.5701391	0.00988353	0.0674534	0.513026	0.486974
27725	1	-78.42611	-79.58739	1.161274	0.0140422	0.0503779	0.939947	0.0600533
27726	0	-78.5649	-79.30485	0.7399505	0.0144096	0.0531537	0.408116	0.591884
27727	1	-79.14996	-77.10054	-2.049415	0.0140422	0.0743306	0.313334	0.686666
27728	0	-78.5263	-78.50978	-0.01651597	0.01403	0.0591768	0.936701	0.0632987
27729	1	-78.83244	-77.66071	-1.171727	0.0140422	0.0677828	0.526958	0.473042
27730	0	-78.54275	-78.52623	-0.01651597	0.01403	0.0591768	0.784385	0.215615
27731	1	-78.51438	-79.28578	0.7714009	0.0128055	0.0545232	0.0415528	0.958447
27732	0	-79.22241	-79.93556	0.7131498	0.00858643	0.0591768	0.163899	0.836101
27733	1	-78.80026	-82.13457	3.334314	0.0128055	0.0354031	0.698892	0.301108
27734	0	-79.73395	-78.85189	-0.8820534	0.0193429	0.060321	0.351729	0.648271
27735	1	-78.74222	-82.07653	3.334314	0.0128055	0.0354031	0.817524	0.182476
27736	0	-79.67692	-76.7363	-2.940615	0.0120741	0.0829474	0.796407	0.203593
27737	1	-79.21431	-77.0466	-2.16771	0.0128055	0.0764499	0.853785	0.146215
27738	0	-78.58354	-81.24384	2.660306	0.0120741	0.0411628	0.60572	0.39428
27739	1	-79.57927	-76.55356	-3.025711	0.0145183	0.081138	0.971307	0.0286934
27740	0	-78.41175	-79.11672	0.704963	0.0120741	0.0557502	0.835004	0.164996
27741	1	-79.19174	-82.61447	3.422729	0.00980439	0.0377445	0.282589	0.717411
27742	0	-80.34675	-82.83875	2.492003	0.0195739	0.0349185	0.710056	0.289944
27743	1	-79.27447	-77.75019	-1.524283	0.016936	0.0675192	0.264783	0.735217
27744	0	-80.37469	-82.94147	2.566782	0.0195739	0.0343606	0.731395	0.268605
27745	1	-78.61126	-80.67528	2.064017	0.0133563	0.0443291	0.312625	0.687375
27746	0	-79.1077	-82.78249	3.674787	0.0118141	0.0338544	0.358377	0.641623
27747	1	-79.17895	-82.36921	3.190259	0.00887114	0.0404121	0.67018	0.32982
27748	0	-79.28794	-83.33142	4.043487	0.00906344	0.0338544	0.978961	0.0210394
27749	1	-79.16888	-82.38248	3.213599	0.00869702	0.0404121	0.889785	0.110215
27750	0	-78.47895	-79.07883	0.5998852	0.0127626	0.0558457	0.316356	0.683644
27751	1	-79.52417	-77.13457	-2.389608	0.0112232	0.0796876	0.98016	0.0198404
27752	0	-78.49309	-79.09298	0.5998852	0.0127626	0.0558457	0.218983	0.781017
27753	1	-78.43459	-79.64316	1.208575	0.0114513	0.0526159	0.704331	0.295669
27754	0	-78.47623	-78.59071	0.1144793	0.0127626	0.0594669	0.850387	0.149613
27755	1	-79.77714	-80.85515	1.07801	0.00733407	0.0577072	0.582719	0.417281
27756	0	-78.73934	-78.47835	-0.2609925	0.0155637	0.0594669	0.885192	0.114808
27757	1	-78.90309	-78.75983	-0.1432591	0.0164451	0.0577072	0.659707	0.340293
27758	0	-78.72998	-78.55169	-0.1782973	0.0149468	0.0594669	0.109382	0.890618
27759	1	-78.91804	-78.77478	-0.1432591	0.0164451	0.0577072	0.537821	0.462179
27760	0	-78.60328	-79.70815	1.104866	0.0149468	0.0498941	0.640387	0.359613
27761	1	-78.8758	-78.23637	-0.6394223	0.0108839	0.06697	0.33582	0.66418
27762	0	-78.53577	-79.64064	1.104866	0.0149468	0.0498941	0.977396	0.0226037
27763	1	-78.77049	-77.99835	-0.7721404	0.011874	0.06697	0.497369	0.502631
27764	0	-79.3599	-81.41073	2.050833	0.00788956	0.0498941	0.977396	0.0226037
27765	1	-78.82305	-77.7101	-1.112952	0.0144166	0.06697	0.707069	0.292931
27766	0	-82.08185	-76.11594	-5.96591	0.0105772	0.107014	0.614647	0.385353
27767	1	-78.57713	-79.81653	1.239403	0.0144166	0.0494207	0.439074	0.560926
27768	0	-78.58086	-79.45598	0.8751245	0.0105772	0.0559777	0.668917	0.331083
27769	1	-78.46858	-80.19784	1.729258	0.0107621	0.0494207	0.908949	0.0910509
27770	0	-78.66072	-79.53584	0.8751245	0.0105772	0.0559777	0.0556754	0.944325
27771	1	-78.53761	-80.00497	1.467356	0.0107621	0.0513745	0.539514	0.460486
27772	0	-78.85788	-78.45768	-0.4002058	0.0105772	0.065492	0.441345	0.558655
27773	1	-79.09171	-80.86485	1.773144	0.00848081	0.0513745	0.930128	0.0698718
27774	0	-79.23198	-79.02546	-0.2065196	0.0175939	0.0570303	0.147324	0.852676
27775	1	-79.23277	-81.00591	1.773144	0.00848081	0.0513745	0.0302028	0.969797
27776	0	-78.72639	-79.53157	0.8051766	0.0100464	0.0570303	0.423799	0.576201
27777	1	-80.40725	-85.86349	5.456241	0.00848081	0.0238975	0.904281	0.0957185
27778	0	-80.44359	-76.61987	-3.823722	0.0108443	0.0907653	0.0496277	0.950372
27779	1	-80.3591	-85.50535	5.146253	0.00972373	0.0249672	0.336469	0.663531
27780	0	-78.56267	-81.45917	2.896507	0.0118872	0.0395875	0.824517	0.175483
27781	1	-79.50812	-80.74403	1.235914	0.0184128	0.0454505	0.581106	0.418894
27782	0	-79.15916	-83.46243	4.303273	0.0118872	0.0290926	0.81386	0.18614
27783	1	-80.04429	-82.57819	2.533896	0.0184128	0.0357671	0.378087	0.621913
27784	0	-79.87075	-84.17402	4.303273	0.0118872	0.0290926	0.0380522	0.961948
27785	1	-79.42688	-80.1424	0.7155205	0.0184128	0.0493328	0.578777	0.421223
27786	0	-79.30317	-83.71142	4.408247	0.0118872	0.0283094	0.700464	0.299536
27787	1	-79.14835	-81.20777	2.059417	0.00838688	0.0493328	0.82817	0.17183
27788	0	-79.66681	-84.07506	4.408247	0.0118872	0.0283094	0.28656	0.71344
27789	1	-78.75726	-81.23682	2.479555	0.0102489	0.0443364	0.390218	0.609782
27790	0	-78.76731	-77.92342	-0.8438914	0.0118872	0.067492	0.955586	0.044414
27791	1	-79.10823	-82.56711	3.458881	0.0102489	0.0370303	0.328453	0.671547
27792	0	-79.14625	-77.09072	-2.055532	0.0139175	0.0745009	0.444897	0.555103
27793	1	-79.07776	-78.18771	-0.8900516	0.0102489	0.0694747	0.830436	0.169564
27794	0	-80.19439	-78.95584	-1.23855	0.00782258	0.0745009	0.762162	0.237838
27795	1	-82.93501	-78.47241	-4.462597	0.0265012	0.0798747	0.796847	0.203153
27796	0	-79.28951	-77.05795	-2.231554	0.0152307	0.0745009	0.0116038	0.988396
27797	1	-82.59013	-80.20643	-2.383704	0.0265012	0.0643655	0.358651	0.641349
27798	0	-78.64717	-78.4838	-0.1633706	0.0116022	0.0627001	0.332992	0.667008
27799	1	-83.49015	-78.69582	-4.79433	0.0276467	0.081204	0.2871	0.7129
27800	0	-79.81715	-83.70541	3.888263	0.0145059	0.02957	0.145068	0.854932
27801	1	-83.48016	-78.68583	-4.79433	0.0276467	0.081204	0.78105	0.21895
27802	0	-78.85775	-80.95128	2.093534	0.0145059	0.0429592	0.0859639	0.914036
27803	1	-84.07234	-79.10051	-4.971827	0.0289709	0.081204	0.724879	0.275121
27804	0	-80.7448	-75.73037	-5.014428	0.0145059	0.0959868	0.140924	0.859076
27805	1	-79.60353	-76.56269	-3.04084	0.0145651	0.081204	0.186971	0.813029
27806	0	-79.59632	-78.32979	-1.266528	0.0185981	0.0639341	0.120373	0.879627
27807	1	-79.6129	-76.54353	-3.06937	0.014778	0.081204	0.676314	0.323686
27808	0	-78.94929	-77.44624	-1.503053	0.0144799	0.0698169	0.692074	0.307926
27809	1	-79.67319	-81.3557	1.682509	0.0184807	0.0420508	0.48815	0.51185
27810	0	-79.22583	-81.70753	2.481696	0.00834932	0.04622	0.688332	0.311668
27811	1	-80.06838	-76.38669	-3.681691	0.0123391	0.088211	0.582964	0.417036
27812	0	-79.32162	-81.80331	2.481696	0.00834932	0.04622	0.2949	0.7051
27813	1	-80.74852	-76.22103	-4.527484	0.018649	0.088211	0.744587	0.255413
27814	0	-79.86272	-84.26684	4.404122	0.00834932	0.0318781	0.716765	0.283235
27815	1	-81.79435	-76.7756	-5.018745	0.022314	0.088211	0.00641619	0.993584
27816	0	-79.16167	-81.27891	2.117239	0.00834932	0.048939	0.85623	0.14377
27817	1	-81.74845	-82.23858	0.4901266	0.0240349	0.0453921	0.475381	0.524619
27818	0	-79.14017	-79.71434	0.5741669	0.0171437	0.0516564	0.115714	0.884286
27819	1	-78.47136	-80.29488	1.823515	0.0140874	0.0453921	0.930605	0.0693946
27820	0	-79.01157	-80.02708	1.015508	0.0171437	0.0483639	0.927799	0.0722009
27821	1	-78.82392	-82.20053	3.37661	0.0129697	0.0349233	0.716749	0.283251
