state	power	likelihood
260	2.44852e-07	-101.479
270	2.44852e-07	-95.6659
280	2.44852e-07	-99.2472
290	2.44852e-07	-117.114
300	2.44852e-07	-92.0339
310	2.44852e-07	-113.355
320	2.44852e-07	-104.992
330	2.44852e-07	-102.978
340	2.44852e-07	-114.599
350	2.44852e-07	-92.5561
360	2.44852e-07	-119.795
370	2.44852e-07	-120.557
380	2.44852e-07	-110.295
390	2.44852e-07	-91.0489
400	2.44852e-07	-103.976
410	2.44852e-07	-111.416
420	2.44852e-07	-181.369
430	2.44852e-07	-176.73
440	2.44852e-07	-94.2803
450	2.44852e-07	-86.8107
460	2.44852e-07	-142.191
470	2.44852e-07	-89.839
480	2.44852e-07	-89.1379
490	2.44852e-07	-91.12
500	2.44852e-07	-106.37
510	2.44852e-07	-87.2535
520	2.44852e-07	-92.8585
530	2.44852e-07	-100.249
540	2.44852e-07	-113.414
550	2.44852e-07	-86.8351
560	2.44852e-07	-89.8825
570	2.44852e-07	-112.369
580	2.44852e-07	-101.689
590	2.44852e-07	-112.055
600	2.44852e-07	-102.863
610	2.44852e-07	-86.8177
620	2.44852e-07	-89.421
630	2.44852e-07	-128.014
640	2.44852e-07	-86.984
650	2.44852e-07	-89.2678
660	2.44852e-07	-95.7419
670	2.44852e-07	-107.372
680	2.44852e-07	-102.247
690	2.44852e-07	-108.526
700	2.44852e-07	-105.318
710	2.44852e-07	-123.34
720	2.44852e-07	-187.519
730	2.44852e-07	-88.2601
740	2.44852e-07	-87.9229
750	2.44852e-07	-163.599
760	2.44852e-07	-126.042
770	2.44852e-07	-109.594
780	2.44852e-07	-91.2953
790	2.44852e-07	-90.6729
800	2.44852e-07	-96.2718
810	2.44852e-07	-89.262
820	2.44852e-07	-88.0858
830	2.44852e-07	-106.407
840	2.44852e-07	-104.727
850	2.44852e-07	-120.534
860	2.44852e-07	-122.721
870	2.44852e-07	-95.9056
880	2.44852e-07	-122.904
890	2.44852e-07	-89.8319
900	2.44852e-07	-130.285
910	2.44852e-07	-91.0924
920	2.44852e-07	-99.104
930	2.44852e-07	-158.168
940	2.44852e-07	-99.6251
950	2.44852e-07	-93.4173
960	2.44852e-07	-86.7742
970	2.44852e-07	-97.4075
980	2.44852e-07	-169.563
990	2.44852e-07	-131.076
1000	2.44852e-07	-88.9327
