state	power	likelihood
260	0.148129	-104.634
270	0.148129	-85.0043
280	0.148129	-91.305
290	0.148129	-94.1413
300	0.148129	-82.4324
310	0.148129	-95.5831
320	0.148129	-89.122
330	0.148129	-92.5753
340	0.148129	-99.7261
350	0.148129	-85.8603
360	0.148129	-91.2687
370	0.148129	-97.6489
380	0.148129	-96.2656
390	0.148129	-88.6972
400	0.148129	-97.6094
410	0.148129	-88.0669
420	0.148129	-89.6028
430	0.148129	-95.8374
440	0.148129	-94.5858
450	0.148129	-90.3097
460	0.148129	-86.106
470	0.148129	-89.2443
480	0.148129	-93.4789
490	0.148129	-88.6954
500	0.148129	-86.4789
510	0.148129	-85.2095
520	0.148129	-95.6262
530	0.148129	-86.3876
540	0.148129	-96.0431
550	0.148129	-85.8639
560	0.148129	-102.482
570	0.148129	-86.7238
580	0.148129	-93.01
590	0.148129	-101.337
600	0.148129	-93.5812
610	0.148129	-86.0648
620	0.148129	-101.249
630	0.148129	-89.4344
640	0.148129	-91.3644
650	0.148129	-87.5913
660	0.148129	-91.7032
670	0.148129	-92.2515
680	0.148129	-110.664
690	0.148129	-89.5383
700	0.148129	-106.884
710	0.148129	-88.0852
720	0.148129	-88.9853
730	0.148129	-92.0313
740	0.148129	-94.4333
750	0.148129	-104.734
760	0.148129	-81.6063
770	0.148129	-99.425
780	0.148129	-95.0991
790	0.148129	-88.8851
800	0.148129	-84.5313
810	0.148129	-94.2359
820	0.148129	-89.7402
830	0.148129	-90.2094
840	0.148129	-87.8289
850	0.148129	-100.934
860	0.148129	-90.5455
870	0.148129	-92.0369
880	0.148129	-94.0353
890	0.148129	-97.4193
900	0.148129	-95.5546
910	0.148129	-95.6877
920	0.148129	-87.723
930	0.148129	-102.944
940	0.148129	-127.944
950	0.148129	-89.7381
960	0.148129	-97.6938
970	0.148129	-88.4948
980	0.148129	-101.156
990	0.148129	-98.5767
1000	0.148129	-87.0332
