state	power	likelihood
260	0.00984005	-102.148
270	0.00984005	-111.487
280	0.00984005	-102.394
290	0.00984005	-90.1433
300	0.00984005	-94.9635
310	0.00984005	-89.8033
320	0.00984005	-98.8129
330	0.00984005	-100.115
340	0.00984005	-113.954
350	0.00984005	-99.0403
360	0.00984005	-111.355
370	0.00984005	-94.4807
380	0.00984005	-98.0308
390	0.00984005	-86.9632
400	0.00984005	-99.0692
410	0.00984005	-122.079
420	0.00984005	-91.5233
430	0.00984005	-121.39
440	0.00984005	-92.8537
450	0.00984005	-98.812
460	0.00984005	-95.3322
470	0.00984005	-104.733
480	0.00984005	-99.1029
490	0.00984005	-116.414
500	0.00984005	-102.157
510	0.00984005	-141.321
520	0.00984005	-86.6878
530	0.00984005	-102.61
540	0.00984005	-93.1152
550	0.00984005	-100.801
560	0.00984005	-113.267
570	0.00984005	-111.988
580	0.00984005	-85.4129
590	0.00984005	-106.414
600	0.00984005	-93.8078
610	0.00984005	-130.88
620	0.00984005	-107.003
630	0.00984005	-87.498
640	0.00984005	-107.044
650	0.00984005	-97.5506
660	0.00984005	-83.9361
670	0.00984005	-112.517
680	0.00984005	-117.516
690	0.00984005	-94.0522
700	0.00984005	-107.188
710	0.00984005	-100.826
720	0.00984005	-101.867
730	0.00984005	-99.0197
740	0.00984005	-97.5073
750	0.00984005	-99.4623
760	0.00984005	-93.7975
770	0.00984005	-137.26
780	0.00984005	-94.7456
790	0.00984005	-88.0188
800	0.00984005	-98.9122
810	0.00984005	-104.803
820	0.00984005	-95.9186
830	0.00984005	-98.4809
840	0.00984005	-107.662
850	0.00984005	-99.3018
860	0.00984005	-95.6511
870	0.00984005	-100.623
880	0.00984005	-96.1153
890	0.00984005	-91.1211
900	0.00984005	-98.4578
910	0.00984005	-98.3987
920	0.00984005	-123.627
930	0.00984005	-111.656
940	0.00984005	-104.019
950	0.00984005	-106.101
960	0.00984005	-97.1707
970	0.00984005	-89.0808
980	0.00984005	-100.683
990	0.00984005	-141.869
1000	0.00984005	-94.7575
