state	power	likelihood
260	0.462664	-89.984
270	0.462664	-91.2797
280	0.462664	-85.219
290	0.462664	-83.6805
300	0.462664	-80.5072
310	0.462664	-84.6412
320	0.462664	-85.8466
330	0.462664	-97.8366
340	0.462664	-89.6397
350	0.462664	-83.5724
360	0.462664	-81.489
370	0.462664	-92.0469
380	0.462664	-80.2469
390	0.462664	-89.137
400	0.462664	-90.2592
410	0.462664	-83.8668
420	0.462664	-82.0401
430	0.462664	-84.8264
440	0.462664	-88.3694
450	0.462664	-84.8228
460	0.462664	-85.2837
470	0.462664	-91.7372
480	0.462664	-93.4108
490	0.462664	-84.6534
500	0.462664	-87.5893
510	0.462664	-92.9722
520	0.462664	-86.6047
530	0.462664	-86.8284
540	0.462664	-89.0988
550	0.462664	-85.2633
560	0.462664	-88.5553
570	0.462664	-91.9962
580	0.462664	-89.9702
590	0.462664	-81.9068
600	0.462664	-87.4126
610	0.462664	-83.3176
620	0.462664	-85.1104
630	0.462664	-89.2596
640	0.462664	-88.241
650	0.462664	-93.1828
660	0.462664	-79.6273
670	0.462664	-80.8678
680	0.462664	-92.6099
690	0.462664	-80.1135
700	0.462664	-75.6646
710	0.462664	-88.271
720	0.462664	-86.8183
730	0.462664	-81.8213
740	0.462664	-87.7029
750	0.462664	-84.2351
760	0.462664	-82.0613
770	0.462664	-85.2335
780	0.462664	-85.583
790	0.462664	-83.1423
800	0.462664	-86.049
810	0.462664	-82.1614
820	0.462664	-81.8854
830	0.462664	-88.5499
840	0.462664	-85.4019
850	0.462664	-87.1712
860	0.462664	-84.3556
870	0.462664	-87.0072
880	0.462664	-87.942
890	0.462664	-83.2473
900	0.462664	-76.4164
910	0.462664	-82.2319
920	0.462664	-81.7647
930	0.462664	-87.6913
940	0.462664	-80.8789
950	0.462664	-86.8043
960	0.462664	-86.7958
970	0.462664	-84.5236
980	0.462664	-83.7127
990	0.462664	-80.6096
1000	0.462664	-85.9125
