state	power	likelihood
260	0.000374123	-93.6122
270	0.000374123	-82.2505
280	0.000374123	-92.6867
290	0.000374123	-90.675
300	0.000374123	-87.0235
310	0.000374123	-157.426
320	0.000374123	-105.14
330	0.000374123	-166.716
340	0.000374123	-98.1196
350	0.000374123	-103.419
360	0.000374123	-89.1117
370	0.000374123	-91.3071
380	0.000374123	-110.666
390	0.000374123	-100.877
400	0.000374123	-95.9252
410	0.000374123	-95.297
420	0.000374123	-86.6797
430	0.000374123	-95.1593
440	0.000374123	-129.739
450	0.000374123	-96.2846
460	0.000374123	-93.5743
470	0.000374123	-111.988
480	0.000374123	-92.6199
490	0.000374123	-112.18
500	0.000374123	-98.5594
510	0.000374123	-90.5837
520	0.000374123	-92.4652
530	0.000374123	-108.935
540	0.000374123	-117.195
550	0.000374123	-106.004
560	0.000374123	-112.534
570	0.000374123	-111.838
580	0.000374123	-105.802
590	0.000374123	-91.014
600	0.000374123	-126.243
610	0.000374123	-101.499
620	0.000374123	-91.1539
630	0.000374123	-93.7474
640	0.000374123	-96.8393
650	0.000374123	-126.479
660	0.000374123	-89.1693
670	0.000374123	-95.6447
680	0.000374123	-98.1697
690	0.000374123	-103.158
700	0.000374123	-109.018
710	0.000374123	-97.989
720	0.000374123	-95.9404
730	0.000374123	-103.572
740	0.000374123	-179.369
750	0.000374123	-111.894
760	0.000374123	-103.497
770	0.000374123	-102.795
780	0.000374123	-97.0867
790	0.000374123	-99.8458
800	0.000374123	-109.197
810	0.000374123	-114.173
820	0.000374123	-125.143
830	0.000374123	-93.7036
840	0.000374123	-102.003
850	0.000374123	-108.593
860	0.000374123	-93.6023
870	0.000374123	-98.9032
880	0.000374123	-113.796
890	0.000374123	-92.4489
900	0.000374123	-92.2987
910	0.000374123	-100.061
920	0.000374123	-127.616
930	0.000374123	-92.0305
940	0.000374123	-140.63
950	0.000374123	-119.722
960	0.000374123	-88.8406
970	0.000374123	-104.968
980	0.000374123	-94.8208
990	0.000374123	-94.5845
1000	0.000374123	-89.2383
