Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
7622	-79.40149	-81.93456	2.533075	0.00814046	0.0460456	0.370393	0.629607
7623	-80.55323	-82.9806	2.427374	0.0197556	0.035219	0.383309	0.616691
7624	-79.9515	-78.24179	-1.709705	0.0197556	0.0660829	0.638594	0.361406
7625	-78.83376	-77.78019	-1.053561	0.0148606	0.0660829	0.797982	0.202018
7626	-78.57805	-80.19775	1.619696	0.01085	0.0501501	0.299852	0.700148
7627	-78.50603	-80.12573	1.619696	0.01085	0.0501501	0.650294	0.349706
7628	-78.56461	-80.18431	1.619696	0.01085	0.0501501	0.363355	0.636645
7629	-78.78771	-79.80094	1.013229	0.0153744	0.0501501	0.100051	0.899949
7630	-79.02021	-78.48351	-0.5366994	0.0167469	0.0603405	0.567515	0.432485
7631	-79.11981	-81.00756	1.887752	0.0167469	0.0422534	0.64511	0.35489
7632	-80.15942	-83.37281	3.213381	0.00685734	0.0422534	0.831117	0.168883
7633	-79.006	-79.88804	0.882041	0.0164476	0.0500556	0.0808496	0.91915
7634	-79.24744	-77.43921	-1.80823	0.0164476	0.0701259	0.75373	0.24627
7635	-80.06208	-80.4415	0.3794269	0.007099	0.0631539	0.921268	0.0787318
7636	-79.08803	-79.27247	0.1844343	0.0173144	0.0543932	0.594087	0.405913
7637	-79.77842	-82.95705	3.178631	0.0173144	0.0320555	0.73199	0.26801
7638	-79.57945	-77.26309	-2.316359	0.0173144	0.0730499	0.151406	0.848594
7639	-79.3983	-77.19862	-2.199682	0.016444	0.0730499	0.295663	0.704337
7640	-79.26762	-77.17473	-2.092895	0.0156473	0.0730499	0.227516	0.772484
7641	-78.76472	-78.97612	0.2113984	0.0156473	0.0558591	0.387437	0.612563
7642	-79.42961	-78.32439	-1.105228	0.00937372	0.0719552	0.680152	0.319848
7643	-79.5213	-78.15627	-1.365037	0.00944441	0.0738227	0.123473	0.876527
7644	-78.92515	-81.96489	3.039742	0.00944441	0.0409617	0.785632	0.214368
7645	-79.11335	-82.15309	3.039742	0.00944441	0.0409617	0.292556	0.707444
7646	-78.83758	-80.49723	1.659646	0.00944441	0.0512577	0.416086	0.583914
7647	-78.74004	-80.35581	1.615762	0.0097718	0.0512577	0.477937	0.522063
7648	-78.79024	-80.4519	1.661652	0.00942945	0.0512577	0.716108	0.283892
7649	-80.59524	-86.20738	5.612143	0.00942945	0.0217858	0.563081	0.436919
7650	-78.96546	-79.32156	0.356101	0.00939052	0.0610364	0.599463	0.400537
7651	-78.68962	-78.32012	-0.3694927	0.0148037	0.0610364	0.599463	0.400537
7652	-79.10345	-81.18463	2.081183	0.0158768	0.0416805	0.201178	0.798822
7653	-78.79329	-78.81744	0.02414959	0.0158768	0.0570266	0.564726	0.435274
7654	-79.54407	-80.91016	1.366086	0.0186653	0.0442268	0.876279	0.123721
7655	-78.82533	-80.12942	1.30409	0.00949993	0.0538547	0.421915	0.578085
7656	-78.9	-81.84634	2.946339	0.00949993	0.041603	0.751712	0.248288
7657	-79.08298	-82.64421	3.561225	0.00949993	0.0370158	0.751712	0.248288
7658	-79.97719	-81.9442	1.967017	0.00700676	0.0514022	0.212582	0.787418
7659	-79.80437	-79.14377	-0.660601	0.00809605	0.0699158	0.70738	0.29262
7660	-80.34196	-79.8122	-0.5297597	0.00711994	0.0699158	0.9076	0.0924004
7661	-78.37207	-80.18336	1.811292	0.0128241	0.0467467	0.904096	0.0959038
7662	-78.47168	-80.56729	2.095602	0.0107031	0.0467467	0.99496	0.00503981
7663	-78.71913	-78.89412	0.1749943	0.0107031	0.061075	0.129491	0.870509
7664	-80.70263	-79.34925	-1.353372	0.0221051	0.061075	0.347557	0.652443
7665	-79.49405	-83.62808	4.134036	0.0145224	0.02772	0.730311	0.269689
7666	-78.74775	-79.67974	0.9319928	0.0100336	0.056097	0.166159	0.833841
7667	-78.5911	-78.85841	0.267311	0.0149923	0.056097	0.888765	0.111235
7668	-78.6716	-79.71284	1.041235	0.0149923	0.0503233	0.333039	0.666961
7669	-78.67038	-79.78916	1.118774	0.0149923	0.0497448	0.366277	0.633723
7670	-79.73266	-76.43742	-3.295237	0.0149923	0.0826747	0.682289	0.317711
7671	-81.18396	-77.0669	-4.11706	0.021511	0.0822871	0.340331	0.659669
7672	-78.90603	-81.83941	2.933372	0.014403	0.0367967	0.611392	0.388608
7673	-78.65509	-78.98225	0.3271624	0.0107378	0.059905	0.466198	0.533802
7674	-78.66544	-80.98891	2.323473	0.0107378	0.0450119	0.35887	0.64113
7675	-78.93149	-82.54927	3.617783	0.0115114	0.0345823	0.59496	0.40504
7676	-81.90648	-87.92499	6.018509	0.0115114	0.0166722	0.12142	0.87858
7677	-82.39517	-85.82071	3.425543	0.0224215	0.0251065	0.875275	0.124725
7678	-79.44598	-84.3501	4.904126	0.0113908	0.0251065	0.957472	0.042528
7679	-79.61794	-84.2288	4.610868	0.0113908	0.0272943	0.478747	0.521253
7680	-80.02617	-84.63704	4.610868	0.0113908	0.0272943	0.121664	0.878336
7681	-78.99918	-78.1722	-0.8269779	0.0106072	0.0686458	0.121664	0.878336
7682	-79.00111	-78.17413	-0.8269779	0.0106072	0.0686458	0.0742899	0.92571
7683	-78.55438	-79.92338	1.368998	0.0143789	0.0484915	0.562795	0.437205
7684	-78.88573	-80.08466	1.198938	0.0156476	0.0484915	0.0244755	0.975525
7685	-78.58915	-80.39504	1.805889	0.0111196	0.0484915	0.197524	0.802476
7686	-78.692	-78.42086	-0.2711455	0.0111196	0.0639868	0.96044	0.0395597
7687	-79.12726	-77.62545	-1.501815	0.0111196	0.073168	0.96044	0.0395597
7688	-79.0974	-77.54928	-1.548124	0.011465	0.073168	0.635745	0.364255
7689	-78.70456	-81.48441	2.779851	0.011465	0.04088	0.407278	0.592722
7690	-79.78048	-84.79012	5.00964	0.0129792	0.0227309	0.813178	0.186822
7691	-79.50593	-77.88	-1.625937	0.0179703	0.0672433	0.27181	0.72819
7692	-79.47678	-77.85085	-1.625937	0.0179703	0.0672433	0.729768	0.270232
7693	-79.16302	-80.99791	1.834887	0.0162129	0.0431818	0.0613489	0.938651
7694	-79.0027	-78.02788	-0.9748231	0.0162129	0.0641431	0.54876	0.45124
7695	-78.7328	-78.44106	-0.2917486	0.011117	0.0641431	0.434103	0.565897
7696	-79.49082	-81.14018	1.649362	0.0179152	0.0428636	0.4176	0.5824
7697	-78.71649	-80.76153	2.045044	0.0149633	0.0428636	0.687325	0.312675
7698	-79.31038	-77.46181	-1.848579	0.0166949	0.0701796	0.5082	0.4918
7699	-79.81596	-77.67592	-2.140048	0.0188693	0.0701796	0.776306	0.223694
7700	-79.84571	-77.70567	-2.140048	0.0188693	0.0701796	0.199102	0.800898
7701	-78.99747	-79.7326	0.7351343	0.0171846	0.0504146	0.971526	0.0284735
7702	-78.59145	-80.19172	1.600267	0.0107304	0.0504146	0.305489	0.694511
7703	-78.62438	-80.3107	1.686322	0.0100884	0.0504146	0.719444	0.280556
7704	-78.64404	-80.33036	1.686322	0.0100884	0.0504146	0.614915	0.385085
7705	-78.68706	-80.86932	2.182254	0.0139052	0.0428981	0.357943	0.642057
7706	-79.40506	-76.8128	-2.59226	0.0131112	0.0793114	0.375739	0.624261
7707	-79.30742	-83.26261	3.955193	0.0131112	0.0304653	0.458126	0.541874
7708	-79.41543	-83.25226	3.83683	0.0139943	0.0304653	0.41536	0.58464
7709	-78.81699	-80.54385	1.726861	0.0156291	0.0445715	0.596757	0.403243
7710	-78.77584	-77.99206	-0.7837783	0.0117793	0.0671514	0.646386	0.353614
7711	-78.79565	-78.01187	-0.7837783	0.0117793	0.0671514	0.28355	0.71645
7712	-78.80238	-78.0186	-0.7837783	0.0117793	0.0671514	0.161986	0.838014
7713	-79.41673	-77.64123	-1.775502	0.0104151	0.0759142	0.161986	0.838014
7714	-78.95495	-77.53262	-1.422331	0.0144198	0.0692747	0.0315874	0.968413
7715	-78.65404	-79.90725	1.253208	0.0144198	0.0493144	0.117833	0.882167
7716	-80.1818	-76.07062	-4.111183	0.0144198	0.0893344	0.0856783	0.914322
7717	-78.81585	-80.87466	2.05881	0.0144198	0.0433043	0.128621	0.871379
7718	-78.56051	-80.61932	2.05881	0.0144198	0.0433043	0.897878	0.102122
7719	-79.46303	-80.27515	0.812119	0.0182437	0.0487812	0.227357	0.772643
7720	-80.35355	-83.56261	3.209064	0.0182437	0.0308992	0.426811	0.573189
7721	-80.15632	-83.36538	3.209064	0.0182437	0.0308992	0.739024	0.260976
7722	-79.99487	-80.79515	0.8002792	0.00705132	0.0600619	0.989551	0.0104489
7723	-80.3223	-81.18341	0.8611065	0.00659753	0.0600619	0.400869	0.599131
7724	-79.74813	-80.48726	0.7391315	0.00750751	0.0600619	0.0531799	0.94682
7725	-79.73059	-80.46972	0.7391315	0.00750751	0.0600619	0.504975	0.495025
7726	-78.72315	-79.05629	0.3331415	0.0105363	0.0600619	0.111969	0.888031
7727	-78.6531	-78.98624	0.3331415	0.0105363	0.0600619	0.888463	0.111537
7728	-78.6542	-78.98734	0.3331415	0.0105363	0.0600619	0.875847	0.124153
7729	-78.89092	-78.50795	-0.3829777	0.0161323	0.0598084	0.49655	0.50345
7730	-78.9296	-78.54662	-0.3829777	0.0161323	0.0598084	0.144843	0.855157
7731	-78.84245	-79.90907	1.066625	0.0161323	0.0489939	0.574821	0.425179
7732	-78.81926	-79.39945	0.5801945	0.0161323	0.0526228	0.572246	0.427754
7733	-78.93968	-79.64007	0.7003909	0.0165552	0.0513032	0.443552	0.556448
7734	-79.17589	-77.64299	-1.532904	0.0165552	0.0679642	0.854182	0.145818
7735	-79.2255	-77.6926	-1.532904	0.0165552	0.0679642	0.0406861	0.959314
7736	-79.00075	-80.85803	1.857276	0.0091177	0.05011	0.117544	0.882456
7737	-79.10687	-79.35322	0.2463468	0.0091177	0.062128	0.179703	0.820297
7738	-79.09351	-79.33986	0.2463468	0.0091177	0.062128	0.405683	0.594317
7739	-78.60624	-78.21411	-0.3921271	0.0138809	0.062128	0.768175	0.231825
7740	-81.82879	-75.24735	-6.581447	0.0156541	0.106529	0.615493	0.384507
7741	-79.63702	-82.99518	3.358161	0.0156541	0.0323766	0.261419	0.738581
7742	-80.70809	-75.74785	-4.960243	0.0156541	0.0944344	0.472751	0.527249
7743	-82.39194	-75.08008	-7.311861	0.0156541	0.111978	0.271069	0.728931
7744	-79.29621	-82.54433	3.248124	0.0156541	0.0331975	0.695786	0.304214
7745	-78.98399	-82.64551	3.661514	0.0125701	0.0331975	0.599893	0.400107
7746	-78.43982	-78.88295	0.4431291	0.0125701	0.0572076	0.739505	0.260495
7747	-78.46579	-78.79272	0.3269235	0.013437	0.0572076	0.739505	0.260495
7748	-78.50314	-78.83006	0.3269235	0.013437	0.0572076	0.445696	0.554304
7749	-78.95652	-78.82008	-0.1364444	0.0168939	0.0572076	0.982659	0.0173411
7750	-79.32273	-83.8684	4.545673	0.0131506	0.0260208	0.982659	0.0173411
7751	-79.31708	-83.86523	4.548151	0.0131322	0.0260208	0.989509	0.010491
7752	-78.44764	-78.6369	0.1892667	0.0131322	0.0585394	0.997197	0.00280314
7753	-78.58684	-79.11112	0.5242871	0.0106328	0.0585394	0.997197	0.00280314
7754	-78.73421	-81.69419	2.959978	0.0106328	0.0403684	0.630045	0.369955
7755	-80.59431	-86.13051	5.536205	0.0101398	0.0216419	0.414736	0.585264
7756	-78.78221	-81.78747	3.00526	0.0119014	0.038762	0.389645	0.610355
7757	-78.44101	-79.6931	1.252083	0.0119014	0.0518413	0.494222	0.505778
7758	-78.37262	-79.62471	1.252083	0.0119014	0.0518413	0.875948	0.124052
7759	-80.38905	-76.81078	-3.578267	0.0191195	0.080659	0.522217	0.477783
7760	-80.26349	-80.88585	0.6223537	0.0209482	0.0474924	0.937667	0.0623333
7761	-80.40411	-81.02646	0.6223537	0.0209482	0.0474924	0.28833	0.71167
7762	-78.893	-81.0738	2.180808	0.0157572	0.0410569	0.769849	0.230151
7763	-78.83521	-78.18917	-0.646035	0.0157572	0.062146	0.896164	0.103836
7764	-78.6516	-78.22447	-0.4271315	0.0141241	0.062146	0.498375	0.501625
7765	-79.44661	-78.45469	-0.9919214	0.0183376	0.062146	0.594139	0.405861
7766	-79.44528	-78.45335	-0.9919214	0.0183376	0.062146	0.609091	0.390909
7767	-79.36085	-79.70897	0.3481181	0.00834047	0.062146	0.90565	0.0943503
7768	-79.70722	-78.9889	-0.7183216	0.00834047	0.070102	0.267104	0.732896
7769	-81.04203	-76.32687	-4.715162	0.0197175	0.0885426	0.343819	0.656181
7770	-80.46969	-77.07941	-3.390279	0.00983348	0.0885426	0.684243	0.315757
7771	-78.76524	-79.85685	1.091614	0.00983348	0.0551063	0.305313	0.694687
7772	-78.7611	-79.85271	1.091614	0.00983348	0.0551063	0.336471	0.663529
7773	-78.67759	-79.76921	1.091614	0.00983348	0.0551063	0.993023	0.00697708
7774	-79.13714	-79.19377	0.05663265	0.0175548	0.0551063	0.695534	0.304466
7775	-78.57607	-79.00107	0.424999	0.0148066	0.0551063	0.725174	0.274826
7776	-78.64488	-79.06988	0.424999	0.0148066	0.0551063	0.266892	0.733108
7777	-78.61401	-79.45855	0.8445452	0.0148066	0.0519763	0.430962	0.569038
7778	-78.75399	-78.14813	-0.6058657	0.0148066	0.0627969	0.388914	0.611086
7779	-78.71151	-80.0471	1.335596	0.0148066	0.0483129	0.167753	0.832247
7780	-79.16066	-82.453	3.292336	0.00936994	0.0391518	0.434559	0.565441
7781	-81.38367	-86.6367	5.253029	0.0138533	0.0200411	0.0566268	0.943373
7782	-78.76193	-80.8329	2.070969	0.0138533	0.0437802	0.0533083	0.946692
7783	-79.3603	-76.8094	-2.550903	0.0135098	0.0786042	0.738932	0.261068
7784	-78.81181	-82.13667	3.324861	0.0135098	0.0347692	0.82677	0.17323
7785	-78.47467	-79.03177	0.5571077	0.0135098	0.0554175	0.528106	0.471894
7786	-78.51592	-79.07303	0.5571077	0.0135098	0.0554175	0.250794	0.749206
7787	-79.38551	-77.2978	-2.087712	0.0112222	0.0774363	0.289451	0.710549
7788	-80.03928	-76.72751	-3.311777	0.0112222	0.0865682	0.386769	0.613231
7789	-79.55535	-84.18704	4.631689	0.0112222	0.0273075	0.566008	0.433992
7790	-79.95415	-84.22211	4.267956	0.0128879	0.0283553	0.0372579	0.962742
7791	-79.75172	-76.51331	-3.238409	0.0128879	0.0843551	0.595664	0.404336
7792	-78.93618	-82.74615	3.809973	0.0128879	0.031772	0.859264	0.140736
7793	-79.2828	-83.05717	3.774375	0.0128879	0.0320376	0.305171	0.694829
7794	-78.55529	-78.93057	0.3752815	0.0141559	0.0561279	0.392471	0.607529
7795	-80.62622	-75.78601	-4.84021	0.0148172	0.0943758	0.00819573	0.991804
7796	-79.76524	-83.1883	3.423059	0.0170913	0.0304552	0.85634	0.14366
7797	-79.08112	-78.80398	-0.2771423	0.0170913	0.0580598	0.421252	0.578748
7798	-79.3378	-82.46025	3.122454	0.00847396	0.0413151	0.578632	0.421368
7799	-80.22497	-78.21418	-2.010792	0.00847396	0.0796107	0.362179	0.637821
7800	-79.54075	-76.64773	-2.893018	0.0150556	0.0796107	0.621121	0.378879
7801	-78.86608	-77.85428	-1.011791	0.0150556	0.0655762	0.442738	0.557262
7802	-78.89631	-77.88452	-1.011791	0.0150556	0.0655762	0.0275926	0.972407
7803	-79.4527	-78.05643	-1.396267	0.0179239	0.0655762	0.170271	0.829729
7804	-78.73935	-77.95696	-0.7823823	0.0133442	0.0655762	0.0335032	0.966497
7805	-79.13499	-77.10711	-2.027882	0.0133442	0.074868	0.598705	0.401295
7806	-78.94366	-81.4529	2.509245	0.0145442	0.0398196	0.240386	0.759614
7807	-78.94137	-81.28518	2.343812	0.0157783	0.0398196	0.773483	0.226517
7808	-78.58618	-78.61966	0.03348043	0.0120062	0.0608276	0.190004	0.809996
7809	-81.26711	-76.16536	-5.101753	0.0198499	0.0912942	0.590393	0.409607
7810	-80.89606	-76.53425	-4.361806	0.0198499	0.085774	0.288425	0.711575
7811	-80.88524	-76.52343	-4.361806	0.0198499	0.085774	0.930961	0.0690391
7812	-78.8304	-81.91223	3.081834	0.00977081	0.0403213	0.857277	0.142723
7813	-79.12942	-81.39081	2.261393	0.0158916	0.0403213	0.300667	0.699333
7814	-79.99431	-76.29916	-3.695156	0.0158916	0.084759	0.203389	0.796611
7815	-79.05585	-77.71067	-1.345178	0.0158916	0.0672274	0.376987	0.623013
7816	-80.72307	-85.77618	5.053112	0.0158916	0.0194942	0.749346	0.250654
7817	-80.14155	-85.86198	5.720428	0.0109132	0.0194942	0.979172	0.0208283
7818	-79.44108	-83.69597	4.254893	0.0101217	0.031219	0.502182	0.497818
7819	-78.76683	-79.1962	0.4293717	0.0101217	0.0597586	0.397962	0.602038
7820	-79.19612	-78.65942	-0.5367028	0.0173289	0.0597586	0.094211	0.905789
7821	-78.66407	-78.45863	-0.2054412	0.0148576	0.0597586	0.640672	0.359328
7822	-78.92505	-79.26318	0.3381341	0.0165532	0.0540078	0.477471	0.522529
7823	-79.01145	-81.33489	2.323444	0.015179	0.040571	0.227743	0.772257
7824	-79.00735	-80.43451	1.427161	0.0164837	0.0459527	0.445967	0.554033
7825	-78.94182	-80.473	1.53118	0.0157077	0.0459527	0.102791	0.897209
7826	-78.71789	-80.24907	1.53118	0.0157077	0.0459527	0.918993	0.0810072
7827	-79.09558	-81.56831	2.47273	0.00868347	0.0459527	0.668025	0.331975
7828	-78.85759	-80.36245	1.504859	0.0159041	0.0459527	0.530746	0.469254
7829	-78.69622	-80.54986	1.85364	0.0147744	0.0444804	0.51523	0.48477
7830	-79.01998	-77.37901	-1.640971	0.0147744	0.0705513	0.567856	0.432144
7831	-79.2819	-83.14594	3.864039	0.010744	0.0335127	0.304918	0.695082
7832	-79.59302	-82.66084	3.067819	0.016684	0.0335127	0.56208	0.43792
7833	-80.50062	-83.12005	2.619426	0.0200291	0.0335127	0.969433	0.0305666
7834	-79.90273	-80.54596	0.6432306	0.0196349	0.04865	0.259356	0.740644
7835	-78.41424	-80.04366	1.629422	0.0122776	0.04865	0.633157	0.366843
7836	-78.63565	-80.02922	1.393569	0.0140371	0.04865	0.0646904	0.93531
7837	-78.64538	-80.03895	1.393569	0.0140371	0.04865	0.0274753	0.972525
7838	-79.02505	-81.09558	2.07053	0.0152638	0.042373	0.0274753	0.972525
7839	-79.77016	-78.37618	-1.393978	0.0193392	0.0641438	0.708542	0.291458
7840	-78.52405	-79.41767	0.8936219	0.0147478	0.051669	0.879252	0.120748
7841	-78.39508	-79.28962	0.8945427	0.0120884	0.0543216	0.815762	0.184238
7842	-78.74986	-77.93064	-0.8192166	0.0120884	0.0671068	0.772324	0.227676
7843	-79.14531	-78.0069	-1.138409	0.0167223	0.0648542	0.286451	0.713549
7844	-78.65093	-80.34715	1.696222	0.0103864	0.0500428	0.300219	0.699781
7845	-79.59256	-81.29031	1.697754	0.0182491	0.0421687	0.497799	0.502201
7846	-78.53453	-80.23021	1.695677	0.0105229	0.0499104	0.760292	0.239708
7847	-78.58274	-80.27841	1.695677	0.0105229	0.0499104	0.519353	0.480647
7848	-80.61324	-86.29106	5.677817	0.00974926	0.020976	0.556048	0.443952
7849	-79.10958	-79.44356	0.3339774	0.0175411	0.0530509	0.821923	0.178077
7850	-78.7531	-79.37292	0.619823	0.0154086	0.0530509	0.170934	0.829066
7851	-78.46608	-79.3831	0.9170175	0.0131914	0.0530509	0.383944	0.616056
7852	-78.8067	-79.36212	0.5554214	0.015889	0.0530509	0.361557	0.638443
7853	-78.60952	-78.45109	-0.1584306	0.0123834	0.0618821	0.104911	0.895089
7854	-78.8766	-78.27044	-0.6061631	0.0157236	0.0618821	0.310568	0.689432
7855	-79.13689	-78.33495	-0.8019451	0.0171842	0.0618821	0.712868	0.287132
7856	-79.20238	-78.40043	-0.8019451	0.0171842	0.0618821	0.0159718	0.984028
7857	-78.83026	-78.26061	-0.5696508	0.0154512	0.0618821	0.321238	0.678762
7858	-79.02689	-82.19247	3.165575	0.0134095	0.0360578	0.273112	0.726888
7859	-78.90716	-81.88093	2.973771	0.0148405	0.0360578	0.835421	0.164579
7860	-78.81802	-82.18325	3.365225	0.0119201	0.0360578	0.601232	0.398768
7861	-78.42743	-79.80598	1.378555	0.0119201	0.050879	0.565527	0.434473
7862	-78.53007	-80.17018	1.640118	0.0119201	0.0489277	0.171432	0.828568
7863	-78.38042	-80.28141	1.900995	0.0119098	0.0469917	0.885345	0.114655
7864	-78.77548	-79.69841	0.9229263	0.0154784	0.0507198	0.205319	0.794681
7865	-79.75496	-83.57009	3.815131	0.00799286	0.0366286	0.667067	0.332933
7866	-79.67999	-80.89999	1.219992	0.00752749	0.0564545	0.076413	0.923587
7867	-78.46187	-79.11129	0.6494211	0.0117841	0.0564545	0.636159	0.363841
7868	-79.09172	-78.61681	-0.474904	0.0169221	0.0597043	0.168622	0.831378
7869	-78.52264	-78.73495	0.2123047	0.0117954	0.0597043	0.668983	0.331017
7870	-78.48516	-79.53072	1.045557	0.0117954	0.053488	0.287708	0.712292
7871	-79.05807	-81.6364	2.578334	0.015711	0.0381373	0.627262	0.372738
7872	-81.17066	-75.51107	-5.659582	0.015711	0.0995947	0.1485	0.8515
7873	-81.16826	-75.50868	-5.659582	0.015711	0.0995947	0.759474	0.240526
7874	-81.18129	-76.10399	-5.077302	0.0113671	0.0995947	0.490058	0.509942
7875	-79.91072	-78.52702	-1.383699	0.00849253	0.0749138	0.371618	0.628382
7876	-79.23567	-77.03299	-2.202677	0.0146024	0.0749138	0.107897	0.892103
7877	-78.72997	-81.44615	2.716181	0.0112481	0.0415719	0.323601	0.676399
7878	-81.12339	-76.16595	-4.957435	0.0112481	0.0988194	0.79543	0.20457
7879	-78.73242	-78.34055	-0.3918728	0.0112481	0.0647589	0.55312	0.44688
7880	-78.68649	-78.18397	-0.5025215	0.0120736	0.0647589	0.337089	0.662911
7881	-78.72436	-81.37589	2.651529	0.0115188	0.0417835	0.258683	0.741317
7882	-79.87819	-84.17481	4.296613	0.00992278	0.0311067	0.0786109	0.921389
7883	-80.231	-84.98038	4.749381	0.00992278	0.0277289	0.123974	0.876026
7884	-79.08849	-77.28046	-1.808038	0.0150008	0.0715712	0.687765	0.312235
7885	-79.03921	-77.7394	-1.299815	0.0112093	0.0715712	0.616919	0.383081
7886	-78.71877	-78.20324	-0.5155311	0.0144772	0.0624523	0.242983	0.757017
7887	-78.66457	-78.20305	-0.4615197	0.0140743	0.0624523	0.395608	0.604392
7888	-78.63394	-78.17242	-0.4615197	0.0140743	0.0624523	0.743648	0.256352
7889	-80.69974	-75.92659	-4.773148	0.0172565	0.0914362	0.670309	0.329691
7890	-79.0303	-82.94309	3.912794	0.0117108	0.0321821	0.670309	0.329691
7891	-78.98138	-77.64564	-1.335741	0.011771	0.0712776	0.341529	0.658471
7892	-78.98005	-77.65903	-1.321017	0.0116612	0.0712776	0.60128	0.39872
7893	-78.97937	-77.65836	-1.321017	0.0116612	0.0712776	0.619627	0.380373
7894	-79.33724	-78.31064	-1.026604	0.0178624	0.06288	0.583138	0.416862
7895	-80.43847	-76.58704	-3.851427	0.0187665	0.0830499	0.615718	0.384282
7896	-79.59411	-79.99188	0.3977701	0.0187665	0.0513496	0.132338	0.867662
7897	-78.52571	-79.56908	1.043367	0.0139501	0.0513496	0.370561	0.629439
7898	-78.73475	-77.83359	-0.9011565	0.0139501	0.0658563	0.774817	0.225183
7899	-79.35361	-77.94655	-1.407059	0.0177243	0.0658563	0.986333	0.0136665
7900	-78.88594	-78.45639	-0.4295498	0.0104318	0.0658563	0.660595	0.339405
7901	-80.14661	-81.88389	1.737283	0.0192341	0.0408888	0.0413883	0.958612
7902	-79.00991	-82.11008	3.100178	0.00906651	0.0408888	0.902575	0.0974247
7903	-79.30222	-82.6265	3.324279	0.0160633	0.0322201	0.985741	0.014259
7904	-78.831	-77.59159	-1.239411	0.012855	0.069475	0.985741	0.014259
7905	-78.88989	-77.80235	-1.087537	0.0117219	0.069475	0.521432	0.478568
7906	-79.19322	-81.71136	2.518133	0.00848304	0.0458145	0.613988	0.386012
7907	-78.57697	-80.71741	2.140442	0.0113007	0.0458145	0.365883	0.634117
7908	-78.51188	-80.38225	1.870373	0.0133155	0.0458145	0.506768	0.493232
7909	-78.46203	-78.89126	0.429228	0.0118832	0.0579982	0.826998	0.173002
7910	-78.50808	-78.93731	0.429228	0.0118832	0.0579982	0.42631	0.57369
7911	-78.78473	-77.79775	-0.9869844	0.0133813	0.0670654	0.176984	0.823016
7912	-79.64517	-81.1846	1.539427	0.0075438	0.0540551	0.210737	0.789263
7913	-82.81698	-77.69617	-5.120803	0.0075438	0.103743	0.272916	0.727084
7914	-78.98483	-78.45588	-0.528954	0.0101552	0.0668745	0.614216	0.385784
7915	-78.571	-80.85949	2.288489	0.0132379	0.0427728	0.549044	0.450956
7916	-78.49401	-80.7825	2.288489	0.0132379	0.0427728	0.783122	0.216878
7917	-78.89221	-81.64437	2.752156	0.0132379	0.0393137	0.134934	0.865066
7918	-78.57068	-80.30157	1.730886	0.0141108	0.0460598	0.524344	0.475656
7919	-79.45065	-80.62622	1.175567	0.0182537	0.0460598	0.552878	0.447122
7920	-78.71929	-80.23438	1.515086	0.0157207	0.0460598	0.916898	0.0831023
7921	-78.90726	-80.42234	1.515086	0.0157207	0.0460598	0.215659	0.784341
7922	-78.96391	-80.479	1.515086	0.0157207	0.0460598	0.0288731	0.971127
7923	-78.45316	-80.28945	1.836284	0.0133245	0.0460598	0.707165	0.292835
7924	-79.22089	-77.01268	-2.208207	0.0133245	0.076233	0.326438	0.673562
7925	-78.97805	-77.37015	-1.607895	0.0128046	0.0722744	0.825983	0.174017
7926	-78.64945	-79.13243	0.4829791	0.0145884	0.054892	0.0521831	0.947817
7927	-79.3831	-82.64312	3.260013	0.0145884	0.0341744	0.143666	0.856334
7928	-80.35845	-76.91168	-3.446775	0.0102919	0.0885056	0.849279	0.150721
7929	-79.37902	-80.37622	0.997197	0.017792	0.0478522	0.128438	0.871562
7930	-79.31859	-80.31579	0.997197	0.017792	0.0478522	0.372366	0.627634
7931	-79.13698	-78.4789	-0.6580771	0.0173463	0.0606467	0.841595	0.158405
7932	-78.56557	-78.5967	0.03113112	0.0122046	0.0606467	0.288222	0.711778
7933	-78.47727	-79.54664	1.069365	0.0122046	0.0529011	0.242858	0.757142
7934	-79.40853	-78.28193	-1.126593	0.00948516	0.0720031	0.167972	0.832028
7935	-78.79088	-77.76388	-1.027001	0.0135735	0.0671718	0.29521	0.70479
7936	-78.86775	-77.67358	-1.194169	0.0148206	0.0671718	0.834976	0.165024
7937	-78.93564	-78.32703	-0.6086034	0.0104521	0.0671718	0.707331	0.292669
7938	-79.20721	-77.7722	-1.435016	0.010617	0.0731722	0.780295	0.219705
7939	-79.12884	-82.35311	3.224269	0.010617	0.0384125	0.0232678	0.976732
7940	-78.51638	-79.86933	1.352948	0.010617	0.0523732	0.806178	0.193822
7941	-78.49482	-79.84777	1.352948	0.010617	0.0523732	0.940344	0.0596562
7942	-78.60445	-79.22426	0.6198117	0.0104611	0.0579985	0.981111	0.0188894
7943	-78.92849	-79.69192	0.7634244	0.00938971	0.0579985	0.208541	0.791459
7944	-80.80605	-77.1529	-3.653152	0.00938971	0.0909475	0.984402	0.0155976
7945	-79.10295	-77.11882	-1.984134	0.0142029	0.0736829	0.984402	0.0155976
7946	-79.98251	-84.4695	4.486991	0.0142029	0.0254063	0.395821	0.604179
7947	-78.97504	-77.31303	-1.66201	0.0137845	0.0716982	0.875396	0.124604
7948	-78.80518	-77.63738	-1.1678	0.0137845	0.0680112	0.841697	0.158303
7949	-78.64086	-80.58308	1.942222	0.0136057	0.0449883	0.217896	0.782104
