Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
1202	0	-229.7855	-228.4669	-1.318589	1	0	1	1	0.02490228	0.02490228	0.0009394738	0.04384971	0.08815641	0.08815641	0.02738078	0.02738078	0.285325	0.0581588	0.543412	0.113104
1203	1	-226.0012	-228.842	2.8408	0	0	1	0	0.02419562	0.02784553	0.003477641	0.03531256	0.09047825	0.09047825	0.02564824	0.02032404	0.407141	0.213306	0.164351	0.215202
1204	0	-231.4014	-229.7135	-1.687849	1	0	1	1	0.02884305	0.02884305	0.005560467	0.04384971	0.08234944	0.08234944	0.02738078	0.02738078	0.229109	0.035012	0.194893	0.540986
1205	1	-230.3247	-231.5229	1.19828	0	0	1	1	0.02419562	0.02784553	0.003477641	0.02465137	0.06598557	0.06598557	0.05683807	0.05683807	0.8518	0.0535226	0.040679	0.0539984
1206	0	-230.9554	-226.6346	-4.320782	1	0	1	1	0.02884305	0.02884305	0.003190656	0.04379084	0.07674177	0.07674177	0.05505963	0.05505963	0.224861	0.0529028	0.19128	0.530956
1207	1	-231.0131	-223.9484	-7.064749	1	0	1	1	0.02419562	0.02419562	0.003477641	0.04972804	0.09385741	0.09385741	0.05683807	0.05683807	0.397173	0.13493	0.102551	0.365346
1208	0	-229.074	-228.361	-0.71301	0	0	1	1	0.02884305	0.02019189	0.003190656	0.02769197	0.07674177	0.07674177	0.06059328	0.06059328	0.206122	0.048494	0.258677	0.486707
1209	1	-230.6922	-225.8746	-4.817572	1	0	1	1	0.04322564	0.04322564	0.003477641	0.02863206	0.1065748	0.1065748	0.02942198	0.02942198	0.28228	0.0958976	0.0728855	0.548937
1210	0	-232.9748	-231.513	-1.461715	1	0	1	1	0.01882662	0.01882662	0.003190656	0.05451054	0.0725533	0.0725533	0.0372153	0.0372153	0.0243108	0.0475624	0.45077	0.477357
1211	1	-230.3396	-225.6337	-4.705894	1	0	1	1	0.04322564	0.04322564	0.003477641	0.03412627	0.09765606	0.09765606	0.03201339	0.03201339	0.754935	0.0582775	0.0637318	0.123056
1212	0	-232.424	-229.8727	-2.551318	1	0	1	1	0.01882662	0.01882662	0.001731211	0.05451054	0.09472547	0.09472547	0.02463134	0.02463134	0.00736989	0.0144187	0.853949	0.124262
1213	1	-232.0357	-221.6904	-10.34538	1	0	1	1	0.04322564	0.04322564	0.001440506	0.04460265	0.09765606	0.09765606	0.06564644	0.06564644	0.477418	0.26127	0.183492	0.0778202
1214	0	-230.8429	-231.1894	0.3464586	1	0	1	1	0.03647752	0.03647752	0.001731211	0.0254217	0.08454511	0.08454511	0.02463134	0.02463134	0.0348298	0.0681421	0.700018	0.19701
1215	1	-232.0331	-225.6592	-6.373975	1	0	1	1	0.04322564	0.04322564	0.005106246	0.04460265	0.09765606	0.09765606	0.0323528	0.0323528	0.293274	0.353334	0.248149	0.105242
1216	0	-230.8637	-225.1779	-5.685725	1	0	1	1	0.04167732	0.04167732	0.001574218	0.02863218	0.1212938	0.1212938	0.02463134	0.02463134	0.0274018	0.398895	0.550727	0.0229758
1217	1	-230.7217	-225.2453	-5.476406	1	0	1	1	0.04322564	0.04322564	0.001518428	0.02335256	0.1157978	0.1157978	0.0323528	0.0323528	0.485715	0.257122	0.180579	0.0765847
1218	0	-231.3233	-225.1236	-6.199758	1	0	1	1	0.04361933	0.04361933	0.002702416	0.02939682	0.1212938	0.1212938	0.02463134	0.02463134	0.0829051	0.24603	0.60155	0.069514
1219	1	-228.0725	-229.8182	1.745759	1	0	1	0	0.02593547	0.02593547	0.001518428	0.02335256	0.1157978	0.1157978	0.02606371	0.006241463	0.307407	0.360803	0.232981	0.0988088
1220	0	-230.7219	-225.8282	-4.893756	1	0	1	1	0.04361933	0.04361933	0.001622189	0.02939682	0.09168548	0.09168548	0.04557669	0.04557669	0.0816818	0.27422	0.592674	0.0514239
1221	1	-229.5959	-231.9575	2.361558	1	0	1	1	0.02593547	0.02593547	0.001531252	0.02335256	0.08089063	0.08089063	0.02606371	0.02606371	0.346593	0.406795	0.135208	0.111404
1222	0	-231.0555	-221.8662	-9.189267	1	0	1	1	0.03582812	0.03582812	0.003852479	0.02939682	0.129152	0.129152	0.04571692	0.04571692	0.0219775	0.915264	0.0521261	0.010632
1223	1	-229.6215	-232.0429	2.421372	1	0	1	1	0.02593547	0.02593547	0.001531252	0.03217003	0.08089063	0.08089063	0.01680001	0.01680001	0.346593	0.406795	0.135208	0.111404
1224	0	-230.6962	-221.8808	-8.815308	1	0	1	1	0.03582812	0.03582812	0.001640346	0.02939682	0.129152	0.129152	0.0451392	0.0451392	0.0204915	0.853379	0.116216	0.00991311
1225	1	-228.5943	-236.5547	7.960365	0	0	1	1	0.01301703	0.008137612	0.001531252	0.03217003	0.08089063	0.08089063	0.01680001	0.01680001	0.429251	0.265324	0.167453	0.137972
1226	0	-230.2067	-226.9775	-3.229243	1	0	1	1	0.03582812	0.03582812	0.004319384	0.02939682	0.0847992	0.0847992	0.0451392	0.0451392	0.0293925	0.683137	0.269989	0.0174822
1227	1	-229.6666	-234.9415	5.274896	1	0	1	0	0.01301703	0.01301703	0.002271609	0.038937	0.08089063	0.08089063	0.01680001	0.02066471	0.446805	0.276175	0.174301	0.102719
1228	0	-231.4838	-222.1336	-9.350198	1	0	1	1	0.03582812	0.03582812	0.000812343	0.02939682	0.1339705	0.1339705	0.0451392	0.0451392	0.00660509	0.748811	0.225421	0.0191629
1229	1	-230.7195	-233.9384	3.218846	0	0	0	1	0.03111485	0.01761642	0.002271609	0.02753318	0.1175569	0.01182883	0.01653979	0.01653979	0.136825	0.0723766	0.335982	0.454817
1230	0	-230.5127	-222.7062	-7.806501	1	0	1	1	0.03582812	0.03582812	0.0006846611	0.04777634	0.1042022	0.1042022	0.0451392	0.0451392	0.419253	0.437761	0.131783	0.0112028
1231	1	-230.2965	-226.0401	-4.256388	1	0	0	1	0.03111485	0.03111485	0.002271609	0.02753318	0.105581	0.01129273	0.06589393	0.06589393	0.170716	0.235375	0.0264325	0.567476
1232	0	-231.5412	-224.998	-6.543283	1	0	1	1	0.02325016	0.02325016	0.0006846611	0.05655523	0.09857724	0.09857724	0.0451392	0.0451392	0.449145	0.468972	0.0698823	0.0120015
1233	1	-229.4254	-227.0648	-2.360537	1	0	1	1	0.02138099	0.02138099	0.002271609	0.02753318	0.105581	0.105581	0.03623512	0.03623512	0.126769	0.432213	0.019628	0.421391
1234	0	-229.3446	-226.961	-2.383673	1	0	1	1	0.02325016	0.02325016	0.0006846611	0.02877633	0.09857724	0.09857724	0.04188612	0.04188612	0.426702	0.445538	0.0663904	0.0613702
1235	1	-227.9915	-232.7198	4.728248	1	0	1	0	0.02138099	0.02138099	0.003084164	0.02753318	0.105581	0.105581	0.01442733	0.00465248	0.283484	0.278872	0.0438927	0.393751
1236	0	-231.2351	-226.1221	-5.113018	0	0	1	1	0.02325016	0.0123704	0.0007711337	0.02775764	0.1440426	0.1440426	0.04188612	0.04188612	0.426702	0.445538	0.0663904	0.0613702
1237	1	-232.7343	-234.5113	1.776941	1	0	1	1	0.01247806	0.01247806	0.00211547	0.02753318	0.105581	0.105581	0.01442733	0.01442733	0.497153	0.195711	0.0308037	0.276332
1238	0	-229.397	-228.7341	-0.6629444	1	0	1	1	0.02644498	0.02644498	0.0007711337	0.02415029	0.102019	0.102019	0.02695195	0.02695195	0.34073	0.455268	0.0279518	0.17605
1239	1	-229.3437	-227.2469	-2.09681	1	0	1	1	0.0230461	0.0230461	0.00211547	0.03619339	0.105581	0.105581	0.02409846	0.02409846	0.244298	0.330177	0.0426773	0.382848
1240	0	-226.5238	-227.8794	1.355547	0	0	1	1	0.02644498	0.009084418	0.0007711337	0.03394429	0.09548992	0.09548992	0.03608581	0.03608581	0.357629	0.477847	0.0190408	0.145483
1241	1	-227.6209	-233.002	5.381157	0	0	1	1	0.02654444	0.004345503	0.0009384257	0.02205381	0.09380762	0.09380762	0.02409846	0.02409846	0.253237	0.34226	0.044239	0.360264
1242	0	-230.4451	-228.4803	-1.964781	1	0	1	1	0.03798625	0.03798625	0.002399446	0.03394429	0.07963365	0.07963365	0.03608581	0.03608581	0.222905	0.297836	0.0118679	0.467391
1243	1	-229.7399	-230.7346	0.9946947	1	0	1	1	0.02341209	0.02341209	0.001460865	0.02068241	0.09380762	0.09380762	0.02860787	0.02860787	0.291661	0.324649	0.0419628	0.341727
1244	0	-228.6984	-226.3828	-2.315529	1	0	1	1	0.02842764	0.02842764	0.001555944	0.03207908	0.09451767	0.09451767	0.03608581	0.03608581	0.181991	0.26985	0.124685	0.423474
1245	1	-229.2634	-226.1789	-3.084558	1	0	1	1	0.02711239	0.02711239	0.004081059	0.02750391	0.1043808	0.1043808	0.03532519	0.03532519	0.291661	0.324649	0.0419628	0.341727
1246	0	-232.3625	-231.2383	-1.124184	1	0	1	1	0.02842764	0.02842764	0.004836955	0.04463123	0.09451767	0.09451767	0.01136484	0.01136484	0.197094	0.292245	0.0520433	0.458617
1247	1	-230.5009	-225.6751	-4.825784	1	0	1	1	0.03944588	0.03944588	0.00473766	0.02750391	0.1043808	0.1043808	0.03532519	0.03532519	0.165958	0.184729	0.0238772	0.625436
1248	0	-229.8077	-232.8851	3.077407	1	0	1	0	0.02842764	0.02842764	0.004578089	0.04463123	0.07521433	0.07521433	0.01275091	0.02337274	0.434027	0.138699	0.0308913	0.396382
1249	1	-232.7112	-226.6914	-6.019745	1	0	1	1	0.04084538	0.04084538	0.00473766	0.04788577	0.1043808	0.1043808	0.02245113	0.02245113	0.189367	0.0697324	0.0272452	0.713656
1250	0	-229.1958	-233.9895	4.793707	1	0	1	0	0.02842764	0.02842764	0.003933691	0.04463123	0.07521433	0.07521433	0.01275091	0.01121301	0.373785	0.243359	0.0414903	0.341366
1251	1	-229.4066	-229.4937	0.08706224	0	0	1	1	0.02570433	0.00579394	0.005067875	0.04788577	0.1043808	0.1043808	0.02245113	0.02245113	0.122075	0.148804	0.269062	0.460058
1252	0	-229.2851	-236.5459	7.260826	1	0	1	0	0.03148952	0.03148952	0.003933691	0.03108643	0.07410598	0.07410598	0.01275091	0.004398803	0.278406	0.311382	0.0530875	0.357125
1253	1	-234.8719	-222.4535	-12.41842	1	0	1	1	0.0484971	0.0484971	0.003252503	0.04788577	0.09019794	0.09019794	0.07820354	0.07820354	0.116512	0.187598	0.2568	0.439091
1254	0	-229.8555	-225.2889	-4.566613	1	0	1	1	0.03148952	0.03148952	0.003933691	0.03108643	0.1142954	0.1142954	0.02865483	0.02865483	0.193035	0.277191	0.0697378	0.460037
1255	1	-231.9005	-227.4348	-4.465747	1	0	1	1	0.03940331	0.03940331	0.003873895	0.04788577	0.09019794	0.09019794	0.0273465	0.0273465	0.135406	0.185837	0.413545	0.265212
1256	0	-231.0501	-233.7755	2.725423	1	0	1	1	0.02228577	0.02228577	0.003933691	0.03108643	0.06909836	0.06909836	0.02865483	0.02865483	0.113133	0.311421	0.0585998	0.516846
1257	1	-231.7867	-226.4163	-5.370313	1	0	1	1	0.01671169	0.01671169	0.003873895	0.03714478	0.09019794	0.09019794	0.06752746	0.06752746	0.135406	0.185837	0.413545	0.265212
1258	0	-230.0171	-231.8117	1.794571	1	0	1	1	0.01923356	0.01923356	0.003933691	0.03108643	0.07909502	0.07909502	0.02865483	0.02865483	0.147996	0.663433	0.0766581	0.111913
1259	1	-231.9957	-226.1346	-5.861072	1	0	1	1	0.01671169	0.01671169	0.00170647	0.03714478	0.1187182	0.1187182	0.04483584	0.04483584	0.135406	0.185837	0.413545	0.265212
1260	0	-229.8111	-230.4605	0.6493113	0	0	1	0	0.01645803	0.0206986	0.00385585	0.05657896	0.1086524	0.1086524	0.0294311	0.007956162	0.0841702	0.377317	0.043598	0.494915
1261	1	-231.2791	-223.4106	-7.868552	1	0	1	1	0.02530575	0.02530575	0.003892793	0.05165554	0.09911548	0.09911548	0.05412384	0.05412384	0.0709115	0.573626	0.216572	0.13889
1262	0	-229.7965	-223.4529	-6.343688	1	0	1	1	0.03737474	0.03737474	0.001598678	0.02829763	0.1086524	0.1086524	0.04679403	0.04679403	0.113361	0.161367	0.0587181	0.666554
1263	1	-229.5941	-223.9089	-5.685182	1	0	1	1	0.02530575	0.02530575	0.001315153	0.03794457	0.09911548	0.09911548	0.05412384	0.05412384	0.114229	0.321115	0.340923	0.223733
1264	0	-230.1005	-226.4724	-3.628052	1	0	1	0	0.03251473	0.03251473	0.00681585	0.02829763	0.1086524	0.1086524	0.04679403	0.01592513	0.0919729	0.295475	0.0717582	0.540794
1265	1	-229.9288	-229.0533	-0.8755152	0	0	1	1	0.01500809	0.005725498	0.006547486	0.03794457	0.09911548	0.09911548	0.05412384	0.05412384	0.0626367	0.248988	0.264346	0.424029
1266	0	-231.1471	-228.6944	-2.452654	1	0	1	1	0.02467108	0.02467108	0.00681585	0.02829763	0.1086524	0.1086524	0.02525221	0.02525221	0.136812	0.439527	0.065465	0.358195
1267	1	-232.2696	-229.2735	-2.99611	0	0	1	1	0.01500809	0.01590429	0.01125885	0.03435844	0.1036317	0.1036317	0.05412384	0.05412384	0.175868	0.169649	0.395327	0.259157
1268	0	-229.9972	-232.1716	2.174448	0	0	1	1	0.0264157	0.01711907	0.00681585	0.02613788	0.07168631	0.07168631	0.04753649	0.04753649	0.0629588	0.393556	0.378649	0.164836
1269	1	-230.0638	-224.5188	-5.545063	1	0	1	1	0.02953175	0.02953175	0.00346965	0.04600103	0.1036317	0.1036317	0.03412528	0.03412528	0.205415	0.198151	0.293738	0.302697
1270	0	-233.9187	-228.6744	-5.244295	1	0	1	1	0.0427302	0.0427302	0.002284737	0.05027789	0.07168631	0.07168631	0.04753649	0.04753649	0.0923706	0.193422	0.497593	0.216615
1271	1	-230.1391	-224.5093	-5.629727	1	0	1	1	0.02953175	0.02953175	0.00346965	0.04663265	0.1036317	0.1036317	0.03412528	0.03412528	0.187285	0.224659	0.305156	0.282901
1272	0	-229.2647	-226.0054	-3.259298	1	0	1	1	0.03007057	0.03007057	0.002284737	0.02464042	0.09517473	0.09517473	0.04753649	0.04753649	0.141782	0.296888	0.228844	0.332487
1273	1	-230.374	-223.8856	-6.488392	1	0	1	1	0.02953175	0.02953175	0.0044642	0.04663265	0.1036317	0.1036317	0.03953663	0.03953663	0.50407	0.125938	0.211406	0.158586
1274	0	-229.9705	-224.9164	-5.054068	1	0	1	1	0.03587392	0.03587392	0.002284737	0.02464042	0.09517473	0.09517473	0.05512268	0.05512268	0.333553	0.392242	0.254214	0.0199921
1275	1	-228.7891	-225.1637	-3.625397	1	0	1	1	0.0265537	0.0265537	0.00210256	0.0375163	0.1036317	0.1036317	0.03263384	0.03263384	0.50407	0.125938	0.211406	0.158586
1276	0	-229.2418	-223.9932	-5.248613	1	0	1	1	0.0288349	0.0288349	0.002284737	0.03313081	0.09517473	0.09517473	0.05512268	0.05512268	0.26556	0.351338	0.219896	0.163206
1277	1	-227.3846	-227.7787	0.3940656	0	0	1	0	0.02054874	0.01269586	0.00339404	0.03841836	0.1085257	0.1085257	0.02295593	0.03899666	0.223933	0.0559478	0.093917	0.626202
1278	0	-228.8243	-227.3458	-1.47853	1	0	1	1	0.0288349	0.0288349	0.002449174	0.03508668	0.09517473	0.09517473	0.02487638	0.02487638	0.290096	0.339601	0.21255	0.157753
1279	1	-230.9586	-228.0162	-2.942375	1	0	1	0	0.02054874	0.02054874	0.00339404	0.05163409	0.09586987	0.09586987	0.02295593	0.0394817	0.230594	0.027866	0.0967106	0.644829
1280	0	-230.114	-230.5257	0.4116946	1	0	1	1	0.02936905	0.02936905	0.003451278	0.02948521	0.09028355	0.09028355	0.01973112	0.01973112	0.105451	0.123446	0.356491	0.414612
1281	1	-235.0478	-226.1401	-8.907649	1	0	0	1	0.01827834	0.01827834	0.007608227	0.05163409	0.09586987	0.03026255	0.07473409	0.07473409	0.235229	0.0276981	0.0961281	0.640945
1282	0	-229.5844	-223.7788	-5.805575	1	0	1	1	0.03599821	0.03599821	0.001637718	0.03646419	0.09457404	0.09457404	0.05002879	0.05002879	0.299578	0.35648	0.184892	0.15905
1283	1	-231.06	-228.8797	-2.180296	1	0	1	1	0.02364756	0.02364756	0.007608227	0.02652984	0.09586987	0.09586987	0.03800177	0.03800177	0.0307404	0.155314	0.539026	0.274919
1284	0	-230.316	-224.154	-6.162031	1	0	1	1	0.03950579	0.03950579	0.0007894018	0.03646419	0.09457404	0.09457404	0.05002879	0.05002879	0.284786	0.360488	0.186971	0.167755
1285	1	-229.4342	-228.3291	-1.105103	0	0	1	1	0.02616237	0.02427672	0.007608227	0.0282588	0.09586987	0.09586987	0.03800177	0.03800177	0.0348515	0.0610967	0.592366	0.311685
1286	0	-230.9933	-221.1703	-9.823066	1	0	1	1	0.03460423	0.03460423	0.0008350953	0.03646419	0.1267424	0.1267424	0.05002879	0.05002879	0.169967	0.386324	0.368478	0.0752315
1287	1	-230.9478	-230.9282	-0.01956726	1	0	1	1	0.02616237	0.02616237	0.005297763	0.0282588	0.09468859	0.09468859	0.02113003	0.02113003	0.0352113	0.0617274	0.588158	0.314903
1288	0	-233.1846	-223.008	-10.17662	1	0	1	1	0.03460423	0.03460423	0.009301419	0.03646419	0.1209137	0.1209137	0.05002879	0.05002879	0.243921	0.363681	0.313155	0.079243
1289	1	-232.4294	-233.6447	1.215248	1	0	1	1	0.02842878	0.02842878	0.005297763	0.03943841	0.07203047	0.07203047	0.02113003	0.02113003	0.134543	0.0722254	0.688186	0.105045
1290	0	-233.9715	-223.6709	-10.30056	1	0	1	1	0.03460423	0.03460423	0.009301419	0.02354321	0.1028458	0.1028458	0.08194231	0.08194231	0.107415	0.0694108	0.137904	0.68527
1291	1	-233.2502	-234.0173	0.7670377	1	0	1	1	0.02842878	0.02842878	0.006430784	0.04164917	0.07203047	0.07203047	0.02113003	0.02113003	0.134543	0.0722254	0.688186	0.105045
1292	0	-227.639	-231.3435	3.704458	0	0	1	0	0.01674403	0.008867137	0.002789447	0.02354321	0.106307	0.106307	0.02935062	0.0332373	0.107415	0.0694108	0.137904	0.68527
1293	1	-230.9989	-239.1561	8.157184	1	0	1	0	0.02168542	0.02168542	0.006430784	0.02639552	0.07203047	0.07203047	0.02113003	0.003406008	0.148837	0.0720892	0.686889	0.092185
1294	0	-229.166	-230.7183	1.55235	0	0	1	1	0.01674403	0.009658534	0.002761439	0.02354321	0.07987167	0.07987167	0.06777347	0.06777347	0.104735	0.0676143	0.159481	0.66817
1295	1	-231.033	-230.1735	-0.8594432	1	0	1	1	0.03608007	0.03608007	0.004434921	0.02639552	0.09437632	0.09437632	0.02051645	0.02051645	0.148837	0.0720892	0.686889	0.092185
1296	0	-229.2506	-224.6452	-4.605379	1	0	1	1	0.02671602	0.02671602	0.002761439	0.02789512	0.1007851	0.1007851	0.05159142	0.05159142	0.31115	0.200871	0.116514	0.371465
1297	1	-229.9701	-228.4892	-1.480965	1	0	1	1	0.03608007	0.03608007	0.004434921	0.02460549	0.09437632	0.09437632	0.02694324	0.02694324	0.799042	0.0106574	0.138558	0.0517421
1298	0	-230.6011	-226.7896	-3.811501	1	0	1	1	0.02671602	0.02671602	0.004912887	0.0198211	0.1007851	0.1007851	0.05159142	0.05159142	0.266503	0.113882	0.147944	0.47167
1299	1	-230.3989	-229.1752	-1.223681	1	0	1	1	0.03608007	0.03608007	0.0004855107	0.02460549	0.09437632	0.09437632	0.02897323	0.02897323	0.382112	0.00509651	0.0662604	0.546531
1300	0	-231.9547	-221.5781	-10.37662	1	0	1	1	0.04383362	0.04383362	0.004841801	0.03260114	0.1080059	0.1080059	0.06352188	0.06352188	0.2551	0.109009	0.184402	0.451489
1301	1	-229.6394	-227.7327	-1.906689	1	0	1	1	0.03394302	0.03394302	0.002708642	0.02460549	0.09437632	0.09437632	0.03398259	0.03398259	0.149815	0.00701257	0.0911712	0.752001
1302	0	-232.088	-221.5667	-10.52122	1	0	1	1	0.04491241	0.04491241	0.004841801	0.03260114	0.1080059	0.1080059	0.06352188	0.06352188	0.477353	0.203982	0.103041	0.215624
1303	1	-229.7899	-223.7811	-6.008738	1	0	1	1	0.03394302	0.03394302	0.003208219	0.03714203	0.09437632	0.09437632	0.05154902	0.05154902	0.133114	0.00623082	0.0810077	0.779648
1304	0	-231.0836	-227.2558	-3.827872	1	0	0	1	0.0315053	0.0315053	0.004841801	0.02063789	0.08993743	0.03004615	0.06352188	0.06352188	0.231169	0.225334	0.305302	0.238194
1305	1	-230.3595	-224.0741	-6.285415	1	0	1	1	0.03394302	0.03394302	0.00527232	0.03714203	0.09437632	0.09437632	0.05154902	0.05154902	0.527418	0.0246875	0.320966	0.126928
1306	0	-233.4497	-226.7946	-6.655096	1	0	1	1	0.04451827	0.04451827	0.006425164	0.02063789	0.08993743	0.08993743	0.06352188	0.06352188	0.302283	0.167301	0.226673	0.303743
1307	1	-230.4985	-224.1722	-6.32634	1	0	1	1	0.03394302	0.03394302	0.005577626	0.03714203	0.09437632	0.09437632	0.05154902	0.05154902	0.486322	0.0268344	0.348877	0.137966
1308	0	-230.4543	-226.7942	-3.660135	1	0	1	1	0.03599634	0.03599634	0.001256088	0.02063789	0.09498436	0.09498436	0.04982263	0.04982263	0.210555	0.491268	0.235587	0.0625902
1309	1	-229.7289	-226.5438	-3.185056	1	0	1	1	0.02959392	0.02959392	0.001764461	0.02186935	0.09437632	0.09437632	0.05154902	0.05154902	0.486322	0.0268344	0.348877	0.137966
1310	0	-229.7847	-224.279	-5.505718	1	0	1	1	0.03599634	0.03599634	0.002049576	0.04144539	0.1080054	0.1080054	0.02896924	0.02896924	0.171428	0.314168	0.497469	0.0169358
1311	1	-232.8835	-222.2101	-10.67343	1	0	1	1	0.04605299	0.04605299	0.001558827	0.02186935	0.1299936	0.1299936	0.05554394	0.05554394	0.462253	0.0255063	0.326046	0.186195
1312	0	-230.7109	-223.8989	-6.811932	1	0	1	1	0.04379	0.04379	0.002049576	0.03910341	0.1116109	0.1116109	0.02965677	0.02965677	0.16744	0.306859	0.485897	0.039804
1313	1	-235.6729	-222.8966	-12.77632	1	0	1	1	0.04605299	0.04605299	0.01136865	0.03132975	0.1097029	0.1097029	0.0722526	0.0722526	0.313136	0.0172783	0.220868	0.448718
1314	0	-232.2414	-224.5247	-7.716654	1	0	1	1	0.03917864	0.03917864	0.002049576	0.02178066	0.1357651	0.1357651	0.0341862	0.0341862	0.204681	0.152695	0.593967	0.048657
1315	1	-231.4803	-220.0505	-11.42987	1	0	1	1	0.0362066	0.0362066	0.002516955	0.03854203	0.1097029	0.1097029	0.07369347	0.07369347	0.313136	0.0172783	0.220868	0.448718
1316	0	-229.4907	-230.7434	1.252749	1	0	1	0	0.02295183	0.02295183	0.004948496	0.02721765	0.0834457	0.0834457	0.02744685	0.03657692	0.32112	0.130659	0.50825	0.039971
1317	1	-232.2474	-219.3185	-12.92892	1	0	1	1	0.0362066	0.0362066	0.002516955	0.03854203	0.1147315	0.1147315	0.07984818	0.07984818	0.448999	0.024775	0.269826	0.256399
1318	0	-229.0994	-231.9173	2.817944	1	0	1	0	0.02295183	0.02295183	0.004948496	0.03511296	0.08857914	0.08857914	0.007576066	0.03174213	0.221148	0.441237	0.241292	0.0963224
1319	1	-233.0778	-219.2175	-13.86027	1	0	1	1	0.0362066	0.0362066	0.004475867	0.04183139	0.1147315	0.1147315	0.08154805	0.08154805	0.448999	0.024775	0.269826	0.256399
1320	0	-228.5267	-231.2018	2.675169	1	0	1	0	0.02513859	0.02513859	0.004948496	0.02726573	0.08857914	0.08857914	0.01430168	0.03174213	0.152499	0.614691	0.166389	0.0664216
1321	1	-233.8778	-229.5888	-4.288987	1	0	1	1	0.02373827	0.02373827	0.01202652	0.03487031	0.08068733	0.08068733	0.05606631	0.05606631	0.777974	0.00739576	0.136222	0.0784075
1322	0	-232.3306	-224.7893	-7.541218	1	0	1	1	0.03488261	0.03488261	0.004948496	0.03859318	0.08074702	0.08074702	0.07248008	0.07248008	0.00772391	0.0311335	0.957778	0.00336419
1323	1	-230.9389	-223.1049	-7.83396	1	0	1	1	0.02399024	0.02399024	0.002959095	0.03487031	0.1262544	0.1262544	0.04576126	0.04576126	0.770305	0.00765124	0.140928	0.081116
1324	0	-231.4683	-219.8871	-11.58127	1	0	1	1	0.03488261	0.03488261	0.001831451	0.04041727	0.11218	0.11218	0.07248008	0.07248008	0.0927704	0.526614	0.29738	0.0832348
1325	1	-227.6235	-226.1485	-1.475064	0	0	1	1	0.02967849	0.03054461	0.001389407	0.03487031	0.09319486	0.09319486	0.03326011	0.03326011	0.792146	0.00786818	0.144924	0.0550622
1326	0	-231.5998	-220.2292	-11.37066	1	0	1	1	0.03871909	0.03871909	0.001831451	0.04041727	0.1067723	0.1067723	0.07248008	0.07248008	0.0547811	0.60019	0.198922	0.146106
1327	1	-229.8498	-224.4623	-5.387449	1	0	1	1	0.02777528	0.02777528	0.004933819	0.03487031	0.1094767	0.1094767	0.03852747	0.03852747	0.50442	0.00501027	0.433715	0.0568556
1328	0	-234.5559	-221.4076	-13.14827	1	0	1	1	0.03871909	0.03871909	0.00805748	0.0291454	0.1067723	0.1067723	0.09078746	0.09078746	0.10879	0.028966	0.395041	0.467203
1329	1	-231.0976	-223.1152	-7.982374	1	0	1	1	0.04476466	0.04476466	0.004005273	0.03487031	0.1094767	0.1094767	0.04182558	0.04182558	0.310486	0.00829843	0.457864	0.223351
1330	0	-234.0617	-219.1988	-14.86289	1	0	1	1	0.03871909	0.03871909	0.003139443	0.0291454	0.1244819	0.1244819	0.09078746	0.09078746	0.454284	0.0539317	0.310093	0.181691
1331	1	-230.9131	-222.5651	-8.348031	1	0	1	1	0.02475421	0.02475421	0.004450372	0.03487031	0.1120303	0.1120303	0.06156522	0.06156522	0.373071	0.00997114	0.550155	0.0668022
1332	0	-231.4625	-224.9124	-6.550128	0	0	1	1	0.03871909	0.01549759	0.006043761	0.0291454	0.09452043	0.09452043	0.07687305	0.07687305	0.168409	0.088887	0.443251	0.299453
1333	1	-229.8773	-230.7327	0.8554347	1	0	1	1	0.02475421	0.02475421	0.004450372	0.03487031	0.07933445	0.07933445	0.02560042	0.02560042	0.643169	0.0056753	0.313134	0.038022
1334	0	-227.2071	-228.6306	1.423482	0	0	1	1	0.01980376	0.01585905	0.001965921	0.03859406	0.09452043	0.09452043	0.03057052	0.03057052	0.206459	0.0514694	0.256662	0.48541
1335	1	-229.7414	-230.5339	0.7924908	1	0	1	1	0.02475421	0.02475421	0.004450372	0.03487031	0.07933445	0.07933445	0.02607	0.02607	0.778492	0.00352302	0.194382	0.0236027
1336	0	-227.532	-229.2354	1.703448	0	0	1	1	0.02950579	0.003202221	0.001965921	0.03859406	0.08458905	0.08458905	0.04136807	0.04136807	0.148981	0.193297	0.227488	0.430234
1337	1	-229.6175	-229.2769	-0.340562	1	0	1	1	0.02475421	0.02475421	0.004746889	0.02369552	0.08634898	0.08634898	0.03838667	0.03838667	0.831918	0.00155088	0.151054	0.0154764
1338	0	-229.6782	-229.6964	0.01824453	1	0	1	1	0.02950579	0.02950579	0.0008967663	0.02789891	0.08458905	0.08458905	0.03236496	0.03236496	0.0678576	0.0880425	0.648138	0.195962
1339	1	-229.1417	-229.1282	-0.0134277	1	0	1	1	0.02475421	0.02475421	0.002825287	0.0231766	0.08634898	0.08634898	0.03838667	0.03838667	0.832117	0.00131197	0.151091	0.0154801
