Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
3600	0	-231.1384	-226.5216	-4.616808	1	0	1	1	0.03721815	0.03721815	0.003642567	0.01772408	0.1020556	0.1020556	0.04919396	0.04919396	0.0217935	0.578267	0.241862	0.158077
3601	1	-229.7569	-224.5674	-5.189483	1	0	1	1	0.0239174	0.0239174	0.001909125	0.0300086	0.1136801	0.1136801	0.04459147	0.04459147	0.0830577	0.342686	0.397825	0.176431
3602	0	-231.6264	-228.7851	-2.84132	1	0	1	1	0.027508	0.027508	0.003642567	0.01418855	0.1020556	0.1020556	0.04919396	0.04919396	0.0251938	0.668491	0.279598	0.0267171
3603	1	-230.9014	-223.3541	-7.547288	1	0	1	1	0.04569913	0.04569913	0.0009975172	0.0300086	0.1104	0.1104	0.04459147	0.04459147	0.101811	0.420062	0.411068	0.0670587
3604	0	-231.2056	-231.217	0.01141614	1	0	1	1	0.027508	0.027508	0.003642567	0.01609547	0.08272247	0.08272247	0.04533791	0.04533791	0.0186531	0.49494	0.466626	0.0197809
3605	1	-230.4381	-226.4948	-3.94328	1	0	1	1	0.02176488	0.02176488	0.0009975172	0.0300086	0.08870967	0.08870967	0.06332899	0.06332899	0.113352	0.354326	0.457662	0.0746598
3606	0	-229.2391	-226.5884	-2.650711	1	0	1	1	0.027508	0.027508	0.003642567	0.02457886	0.09423336	0.09423336	0.04520392	0.04520392	0.222281	0.566325	0.077419	0.133975
3607	1	-232.4331	-227.0414	-5.391703	1	0	1	1	0.02176488	0.02176488	0.007854103	0.04576759	0.08870967	0.08870967	0.0515191	0.0515191	0.162863	0.288039	0.488406	0.0606924
3608	0	-230.3493	-225.5114	-4.837876	1	0	1	1	0.027508	0.027508	0.006415363	0.03812299	0.09423336	0.09423336	0.04520392	0.04520392	0.312776	0.604874	0.0301593	0.0521914
3609	1	-233.1803	-233.6919	0.5116505	1	0	1	1	0.01836898	0.01836898	0.007854103	0.0194089	0.07442341	0.07442341	0.0515191	0.0515191	0.133282	0.235721	0.581329	0.0496686
3610	0	-228.5945	-228.0451	-0.5493292	0	0	1	1	0.02757398	0.003781578	0.006415363	0.03882331	0.09423336	0.09423336	0.04520392	0.04520392	0.114392	0.704173	0.0664467	0.114988
3611	1	-230.319	-229.3532	-0.9658003	1	0	1	1	0.01836898	0.01836898	0.003175036	0.02518215	0.08435147	0.08435147	0.0515191	0.0515191	0.133282	0.235721	0.581329	0.0496686
3612	0	-229.0447	-226.5625	-2.482274	1	0	1	1	0.02757398	0.02757398	0.002983013	0.02565145	0.1034099	0.1034099	0.03429173	0.03429173	0.12836	0.493267	0.0745601	0.303813
3613	1	-229.5493	-236.9389	7.389621	1	0	1	0	0.01436236	0.01436236	0.003175036	0.02518215	0.08435147	0.08435147	0.02410898	0.0056245	0.113236	0.346723	0.466983	0.0730578
3614	0	-229.0353	-226.3931	-2.642165	1	0	1	1	0.02870257	0.02870257	0.003047258	0.02565145	0.1034099	0.1034099	0.03429173	0.03429173	0.179924	0.464087	0.0701494	0.28584
3615	1	-229.0883	-229.5142	0.4258916	1	0	1	0	0.03336072	0.03336072	0.003175036	0.02344571	0.119039	0.119039	0.02410898	0.005626604	0.170325	0.0173647	0.702419	0.109891
3616	0	-232.9244	-225.6125	-7.311938	0	0	0	1	0.02870257	0.07344368	0.00606724	0.0332796	0.1212184	0.006372129	0.03394077	0.03394077	0.325204	0.0313596	0.126792	0.516644
3617	1	-230.3967	-223.6557	-6.740934	1	0	1	1	0.03336072	0.03336072	0.003175036	0.02344571	0.119039	0.119039	0.04666054	0.04666054	0.0707738	0.630093	0.216624	0.0825093
3618	0	-232.2123	-226.1425	-6.069802	0	0	0	1	0.02933298	0.07344368	0.004759638	0.02469164	0.1212184	0.006370568	0.03394077	0.03394077	0.325204	0.0313596	0.126792	0.516644
3619	1	-227.9375	-230.5816	2.644027	1	0	1	0	0.03336072	0.03336072	0.003175036	0.02816109	0.08367153	0.08367153	0.03636758	0.007472137	0.572215	0.294074	0.101102	0.0326088
3620	0	-235.4037	-220.8049	-14.59878	0	0	1	1	0.02933298	0.07344368	0.007348169	0.03998637	0.1212184	0.1212184	0.04951513	0.04951513	0.271961	0.202245	0.0937367	0.432057
3621	1	-229.6227	-227.1856	-2.437096	1	0	1	1	0.03336072	0.03336072	0.004618682	0.0320612	0.08716489	0.08716489	0.03636758	0.03636758	0.572215	0.294074	0.101102	0.0326088
3622	0	-235.6534	-223.7274	-11.92605	0	0	1	1	0.02933298	0.0734327	0.007348169	0.03998637	0.1212184	0.1212184	0.02958673	0.02958673	0.271961	0.202245	0.0937367	0.432057
3623	1	-233.7371	-220.4817	-13.25544	1	0	1	1	0.03336072	0.03336072	0.004618682	0.02961867	0.1095493	0.1095493	0.09713386	0.09713386	0.429164	0.220558	0.0758272	0.274451
3624	0	-229.7378	-228.6104	-1.127391	1	0	1	1	0.02933298	0.02933298	0.003070603	0.03998637	0.08182558	0.08182558	0.02958673	0.02958673	0.235349	0.309641	0.0811177	0.373893
3625	1	-230.281	-227.4786	-2.802333	1	0	1	1	0.03336072	0.03336072	0.004618682	0.02961867	0.1095493	0.1095493	0.01915043	0.01915043	0.555147	0.114833	0.0671945	0.262826
3626	0	-230.42	-231.6835	1.263501	1	0	1	1	0.02186655	0.02186655	0.003070603	0.03998637	0.07632451	0.07632451	0.02471744	0.02471744	0.213897	0.281417	0.164874	0.339812
3627	1	-229.4862	-229.0561	-0.4300596	1	0	1	0	0.02522529	0.02522529	0.006127644	0.02961867	0.09087954	0.09087954	0.05238812	0.01090246	0.463028	0.0957781	0.221981	0.219214
3628	0	-227.1683	-232.5764	5.408122	0	0	1	1	0.02186655	0.01134727	0.003070603	0.02586728	0.08471795	0.08471795	0.02471744	0.02471744	0.213897	0.281417	0.164874	0.339812
3629	1	-229.1562	-232.5665	3.410266	0	0	1	1	0.01511241	0.01925535	0.0008614037	0.04339969	0.09087954	0.09087954	0.01698331	0.01698331	0.28616	0.606179	0.0486856	0.0589759
3630	0	-230.7358	-229.1178	-1.617953	1	0	1	0	0.02418683	0.02418683	0.005412702	0.05233944	0.08471795	0.08471795	0.03950797	0.0178389	0.150925	0.593297	0.116335	0.139443
3631	1	-230.3755	-233.9862	3.610645	1	0	1	0	0.03641841	0.03641841	0.007524874	0.02373344	0.09087954	0.09087954	0.0232488	0.003191762	0.264054	0.576729	0.103107	0.0561107
3632	0	-233.2227	-224.3053	-8.917351	1	0	1	1	0.03393564	0.03393564	0.005412702	0.05404527	0.08471795	0.08471795	0.0638062	0.0638062	0.150925	0.593297	0.116335	0.139443
3633	1	-230.2085	-230.0596	-0.1488942	1	0	1	1	0.03641841	0.03641841	0.003474374	0.02373344	0.09087954	0.09087954	0.02199661	0.02199661	0.285947	0.536228	0.0958664	0.0819589
3634	0	-231.1403	-228.8164	-2.323876	1	0	1	1	0.02077377	0.02077377	0.001511435	0.05404527	0.08471795	0.08471795	0.03167998	0.03167998	0.235369	0.525675	0.108684	0.130273
3635	1	-230.3064	-227.8989	-2.407534	1	0	1	1	0.03641841	0.03641841	0.003474374	0.04058359	0.09087954	0.09087954	0.02199661	0.02199661	0.285947	0.536228	0.0958664	0.0819589
3636	0	-233.737	-231.4728	-2.264228	1	0	1	1	0.02077377	0.02077377	0.009505895	0.01650928	0.08471795	0.08471795	0.06077652	0.06077652	0.20209	0.45135	0.093317	0.253242
3637	1	-230.293	-228.683	-1.61	1	0	1	1	0.03641841	0.03641841	0.002350111	0.04058359	0.08605396	0.08605396	0.02199661	0.02199661	0.326164	0.350161	0.0828612	0.240814
3638	0	-232.1376	-224.5637	-7.573813	1	0	0	1	0.03495711	0.03495711	0.006642117	0.01650928	0.1089452	0.0215597	0.0798229	0.0798229	0.066788	0.527886	0.109141	0.296185
3639	1	-230.4237	-224.8819	-5.541849	1	0	1	1	0.03641841	0.03641841	0.004226751	0.04058359	0.107376	0.107376	0.02813076	0.02813076	0.146099	0.443732	0.105004	0.305165
3640	0	-229.3664	-226.2672	-3.099232	1	0	1	1	0.0240545	0.0240545	0.00139534	0.02856031	0.1089452	0.1089452	0.03555744	0.03555744	0.162233	0.270307	0.152798	0.414662
3641	1	-229.1027	-222.598	-6.50472	0	0	1	1	0.03641841	0.02082185	0.001102382	0.04058359	0.1048346	0.1048346	0.05669976	0.05669976	0.232662	0.44198	0.0832919	0.242066
3642	0	-229.183	-225.7362	-3.446793	1	0	1	1	0.02634472	0.02634472	0.00139534	0.02886299	0.1089452	0.1089452	0.03555744	0.03555744	0.162233	0.270307	0.152798	0.414662
3643	1	-231.0834	-225.4246	-5.658833	0	0	1	1	0.02658147	0.02082238	0.00071068	0.02752241	0.08882406	0.08882406	0.08968899	0.08968899	0.232662	0.44198	0.0832919	0.242066
3644	0	-229.0144	-225.1793	-3.835104	1	0	1	1	0.03162807	0.03162807	0.00139534	0.02886299	0.1065588	0.1065588	0.03555744	0.03555744	0.331028	0.121664	0.107542	0.439766
3645	1	-229.6493	-225.7816	-3.867718	1	0	1	1	0.02658147	0.02658147	0.001061059	0.02476755	0.1059868	0.1059868	0.0458491	0.0458491	0.261396	0.184047	0.107571	0.446987
3646	0	-229.0721	-225.8933	-3.17885	1	0	1	1	0.02673222	0.02673222	0.00139534	0.02886299	0.1065588	0.1065588	0.03555744	0.03555744	0.265134	0.0984411	0.0861347	0.550291
3647	1	-233.8202	-227.4571	-6.363094	1	0	1	1	0.03871829	0.03871829	0.01052529	0.03960157	0.09829816	0.09829816	0.03571891	0.03571891	0.261396	0.184047	0.107571	0.446987
3648	0	-229.5048	-226.9893	-2.515587	1	0	1	1	0.02092406	0.02092406	0.002255351	0.02886299	0.1065588	0.1065588	0.03555744	0.03555744	0.311838	0.149645	0.130938	0.407579
3649	1	-229.5358	-223.6312	-5.904536	1	0	1	1	0.03499006	0.03499006	0.003201811	0.0364859	0.09829816	0.09829816	0.04646531	0.04646531	0.221935	0.307225	0.0913316	0.379508
3650	0	-226.6841	-228.2212	1.537129	1	0	1	0	0.03015194	0.03015194	0.002255351	0.02886299	0.1080487	0.1080487	0.01920735	0.01193956	0.549916	0.125573	0.268692	0.0558183
3651	1	-229.5645	-223.01	-6.554481	1	0	1	1	0.03499006	0.03499006	0.003201811	0.03710683	0.102526	0.102526	0.04646531	0.04646531	0.257331	0.356225	0.105898	0.280546
3652	0	-227.5974	-233.1602	5.562737	1	0	1	0	0.03037054	0.03037054	0.002255351	0.02886299	0.08839402	0.08839402	0.005074476	0.01547623	0.549916	0.125573	0.268692	0.0558183
3653	1	-229.3294	-223.2232	-6.106245	1	0	1	1	0.03164608	0.03164608	0.003201811	0.03710683	0.102526	0.102526	0.04646531	0.04646531	0.250404	0.359548	0.106886	0.283163
3654	0	-228.1508	-228.8839	0.7330954	1	0	1	0	0.03037054	0.03037054	0.004543958	0.02886299	0.08839402	0.08839402	0.03884821	0.01544451	0.549916	0.125573	0.268692	0.0558183
3655	1	-229.1514	-223.8951	-5.256316	1	0	1	1	0.03164608	0.03164608	0.003201811	0.0307661	0.102526	0.102526	0.04646531	0.04646531	0.252551	0.36263	0.107802	0.277017
3656	0	-227.4016	-228.8662	1.464674	1	0	1	0	0.03037054	0.03037054	0.003182531	0.02886299	0.09036203	0.09036203	0.03287768	0.01535065	0.317068	0.282428	0.368321	0.0321834
3657	1	-229.5407	-228.4317	-1.108963	1	0	1	1	0.03164608	0.03164608	0.001531894	0.0307661	0.102526	0.102526	0.01719469	0.01719469	0.21469	0.308267	0.0916412	0.385403
3658	0	-227.4619	-228.3125	0.8505478	1	0	1	0	0.03037054	0.03037054	0.003182531	0.03115025	0.09036203	0.09036203	0.03522139	0.01530126	0.317068	0.282428	0.368321	0.0321834
3659	1	-229.1596	-227.7046	-1.45504	1	0	1	1	0.03164608	0.03164608	0.001740027	0.02627004	0.102526	0.102526	0.02406446	0.02406446	0.043326	0.613926	0.0658427	0.276906
3660	0	-228.1045	-224.3082	-3.796326	0	0	1	1	0.03037054	0.01874707	0.003182531	0.03995394	0.1127796	0.1127796	0.03522139	0.03522139	0.302347	0.0266029	0.351221	0.31983
3661	1	-229.1135	-228.2245	-0.8890312	1	0	1	1	0.02700507	0.02700507	0.002158437	0.02627004	0.102526	0.102526	0.02406446	0.02406446	0.0283998	0.592392	0.112015	0.267193
3662	0	-229.3674	-223.0503	-6.317072	1	0	1	1	0.03037054	0.03037054	0.003182531	0.03253183	0.1127796	0.1127796	0.04365433	0.04365433	0.0719705	0.842122	0.0522586	0.0336491
3663	1	-232.263	-232.2956	0.03254841	1	0	1	1	0.02700507	0.02700507	0.002158437	0.03737929	0.102526	0.102526	0.006079937	0.006079937	0.0265923	0.554689	0.347888	0.0708311
3664	0	-232.7272	-222.8529	-9.874271	1	0	1	1	0.03037054	0.03037054	0.003182531	0.02794556	0.1453222	0.1453222	0.04223586	0.04223586	0.102683	0.774749	0.0745594	0.0480084
3665	1	-228.6001	-231.1479	2.547835	0	0	1	1	0.01772542	0.001413057	0.004039816	0.03737929	0.102526	0.102526	0.02984211	0.02984211	0.051808	0.377871	0.432325	0.137996
3666	0	-229.2715	-225.1525	-4.118994	1	0	1	1	0.03349639	0.03349639	0.001959705	0.02794556	0.1126055	0.1126055	0.03011335	0.03011335	0.330723	0.274508	0.240142	0.154627
3667	1	-230.5274	-225.6504	-4.877016	1	0	1	1	0.03165432	0.03165432	0.004039816	0.04635914	0.102526	0.102526	0.02719632	0.02719632	0.189958	0.30804	0.389509	0.112494
3668	0	-233.9786	-229.0543	-4.924288	1	0	1	1	0.02340859	0.02340859	0.01165841	0.03071543	0.1126055	0.1126055	0.03374033	0.03374033	0.231282	0.357257	0.250296	0.161165
3669	1	-229.4046	-226.1168	-3.287842	1	0	1	1	0.03165432	0.03165432	0.004039816	0.02623757	0.09968997	0.09968997	0.03829822	0.03829822	0.266097	0.140854	0.435465	0.157584
3670	0	-228.3889	-228.4318	0.04289264	0	0	1	0	0.02340859	0.04392683	0.003151075	0.02449337	0.1126055	0.1126055	0.03374033	0.00682941	0.231282	0.357257	0.250296	0.161165
3671	1	-229.1057	-225.7822	-3.323525	1	0	1	1	0.03165432	0.03165432	0.003082581	0.02623757	0.1009134	0.1009134	0.03829822	0.03829822	0.187959	0.342517	0.307593	0.161931
3672	0	-229.9588	-224.258	-5.700756	1	0	1	1	0.03530249	0.03530249	0.003151075	0.02449337	0.1126055	0.1126055	0.0423685	0.0423685	0.285914	0.158012	0.110705	0.445369
3673	1	-228.7327	-225.0548	-3.677869	1	0	1	1	0.0262225	0.0262225	0.002584904	0.03481059	0.1009134	0.1009134	0.03829822	0.03829822	0.255782	0.478934	0.173792	0.0914918
3674	0	-229.6057	-225.9135	-3.692159	1	0	1	1	0.02969726	0.02969726	0.003151075	0.03396648	0.1126055	0.1126055	0.02351587	0.02351587	0.343177	0.171185	0.132876	0.352762
3675	1	-228.1835	-224.1995	-3.983988	0	0	1	1	0.0262225	0.02859264	0.002584904	0.03481059	0.1103674	0.1103674	0.03907713	0.03907713	0.106524	0.172175	0.106697	0.614603
3676	0	-231.1977	-228.033	-3.164685	1	0	1	1	0.02969726	0.02969726	0.00562475	0.03396648	0.1126055	0.1126055	0.01710708	0.01710708	0.249073	0.398456	0.0964401	0.25603
3677	1	-227.1727	-225.9533	-1.219372	0	0	1	1	0.0262225	0.005923004	0.001707061	0.03773319	0.1103674	0.1103674	0.03907713	0.03907713	0.12232	0.137056	0.0348866	0.705737
3678	0	-231.1334	-224.1356	-6.997775	1	0	0	1	0.0288742	0.0288742	0.00562475	0.03396648	0.1365847	0.01470205	0.04438673	0.04438673	0.278822	0.307948	0.107285	0.305944
3679	1	-231.6256	-220.274	-11.35164	1	0	1	1	0.03641197	0.03641197	0.001707061	0.03773319	0.1072609	0.1072609	0.07696524	0.07696524	0.229252	0.140338	0.0489435	0.581466
3680	0	-233.8827	-223.3011	-10.58154	1	0	1	0	0.02267091	0.02267091	0.002155536	0.03396648	0.1365847	0.1365847	0.06441012	0.03108712	0.505384	0.211205	0.073581	0.20983
3681	1	-231.216	-221.6751	-9.540885	1	0	1	1	0.03258537	0.03258537	0.001445229	0.03773319	0.09784049	0.09784049	0.07696524	0.07696524	0.289226	0.202248	0.0394808	0.469045
3682	0	-235.3817	-223.6437	-11.73798	1	0	1	0	0.02417503	0.02417503	0.004712541	0.03396648	0.1453192	0.1453192	0.04129567	0.05003334	0.319259	0.385478	0.134295	0.160968
3683	1	-231.4283	-223.7616	-7.666664	1	0	1	1	0.03258537	0.03258537	0.001869318	0.02332683	0.09784049	0.09784049	0.07696524	0.07696524	0.0914819	0.431307	0.0921188	0.385092
3684	0	-234.6243	-221.8123	-12.81196	1	0	1	0	0.03188192	0.03188192	0.004712541	0.03396648	0.1453192	0.1453192	0.04129567	0.05033871	0.503605	0.298669	0.104052	0.0936736
3685	1	-231.8328	-221.7711	-10.0617	0	0	0	1	0.01987861	0.02167547	0.002355474	0.04236687	0.1248098	0.0354871	0.07696524	0.07696524	0.26037	0.386138	0.24218	0.111313
3686	0	-233.0815	-221.0761	-12.00536	1	0	1	1	0.04795869	0.04795869	0.00222091	0.03396648	0.1447523	0.1447523	0.03605692	0.03605692	0.17725	0.601276	0.0328914	0.188582
3687	1	-230.473	-224.1759	-6.297111	1	0	1	1	0.0370046	0.0370046	0.002354561	0.03308208	0.1248098	0.1248098	0.02511896	0.02511896	0.403194	0.0494078	0.375025	0.172372
3688	0	-228.6608	-227.6741	-0.9867684	1	0	1	0	0.03857845	0.03857845	0.00222091	0.02544288	0.1156642	0.1156642	0.009473871	0.02791462	0.70219	0.0320781	0.130302	0.13543
3689	1	-231.2786	-225.1613	-6.117353	0	0	1	1	0.0370046	0.0536584	0.002031303	0.0319023	0.1078551	0.1078551	0.02511896	0.02511896	0.351202	0.0430366	0.53489	0.0708716
3690	0	-230.5333	-229.0342	-1.499054	1	0	1	0	0.03857845	0.03857845	0.006106671	0.02544288	0.1156642	0.1156642	0.009473871	0.02785067	0.578031	0.0264061	0.284079	0.111484
3691	1	-232.0359	-229.3127	-2.723184	0	0	1	1	0.0370046	0.0529495	0.002031303	0.0319023	0.08324246	0.08324246	0.02511896	0.02511896	0.201906	0.0333387	0.709854	0.0549013
3692	0	-232.4752	-228.5266	-3.948555	1	0	1	1	0.02254564	0.02254564	0.006106671	0.02581776	0.0759523	0.0759523	0.07442664	0.07442664	0.443112	0.150501	0.291853	0.114534
3693	1	-230.1765	-222.5215	-7.654955	0	0	1	1	0.02984926	0.05266422	0.002031303	0.0319023	0.105252	0.105252	0.04734257	0.04734257	0.383223	0.0632777	0.449296	0.104204
3694	0	-236.5628	-229.5322	-7.030581	1	0	1	1	0.02279869	0.02279869	0.01375947	0.04090478	0.0759523	0.0759523	0.07442664	0.07442664	0.344678	0.33921	0.22702	0.0890915
3695	1	-229.7459	-226.6299	-3.116036	0	0	1	1	0.02058287	0.05293879	0.001704802	0.0319023	0.09510091	0.09510091	0.03295027	0.03295027	0.383223	0.0632777	0.449296	0.104204
3696	0	-237.1448	-224.2789	-12.86585	1	0	1	1	0.02746135	0.02746135	0.01375947	0.03174197	0.09756132	0.09756132	0.1008507	0.1008507	0.421778	0.415086	0.0541163	0.10902
3697	1	-230.7026	-225.6074	-5.095197	0	0	1	1	0.03191321	0.05275552	0.001704802	0.02567254	0.1049487	0.1049487	0.03295027	0.03295027	0.0722674	0.0951798	0.675813	0.15674
3698	0	-229.0082	-226.532	-2.476213	1	0	1	1	0.02746135	0.02746135	0.004441132	0.03174197	0.09756132	0.09756132	0.03265913	0.03265913	0.648618	0.164739	0.0619141	0.124729
3699	1	-230.7655	-228.6181	-2.147375	0	0	1	1	0.03191321	0.05359768	0.001470486	0.02567254	0.08751215	0.08751215	0.02778736	0.02778736	0.256735	0.338133	0.114615	0.290517
3700	0	-228.6209	-227.0663	-1.554668	1	0	1	1	0.02746135	0.02746135	0.00152903	0.03174197	0.0935984	0.0935984	0.03265913	0.03265913	0.0918663	0.539747	0.122203	0.246184
3701	1	-230.76	-227.1851	-3.574921	0	0	1	0	0.03191321	0.05336726	0.002632602	0.05504627	0.09652917	0.09652917	0.02778736	0.007869264	0.256735	0.338133	0.114615	0.290517
3702	0	-229.1286	-229.5218	0.3932614	1	0	1	1	0.02746135	0.02746135	0.003022495	0.03174197	0.08576296	0.08576296	0.02446895	0.02446895	0.195275	0.478287	0.108288	0.218151
3703	1	-236.5296	-222.0684	-14.46118	0	0	1	1	0.02396467	0.05336366	0.007558243	0.06230095	0.09652917	0.09652917	0.07610153	0.07610153	0.199421	0.262647	0.26565	0.272282
3704	0	-230.9751	-225.7045	-5.270585	1	0	1	1	0.02077076	0.02077076	0.003022495	0.0274424	0.09143657	0.09143657	0.07203954	0.07203954	0.135918	0.332903	0.0753718	0.455807
3705	1	-232.3915	-227.487	-4.904551	0	0	1	1	0.02396467	0.01632491	0.007558243	0.06230095	0.09652917	0.09652917	0.04184486	0.04184486	0.204339	0.075048	0.272202	0.448411
3706	0	-233.463	-230.4817	-2.981301	1	0	1	1	0.02951163	0.02951163	0.01126151	0.0274424	0.1003741	0.1003741	0.02904334	0.02904334	0.0329597	0.210963	0.0182774	0.7378
3707	1	-232.2597	-224.988	-7.271748	0	0	1	1	0.02797462	0.01342032	0.006611079	0.06230095	0.09652917	0.09652917	0.0593467	0.0593467	0.13169	0.048366	0.274624	0.545321
3708	0	-232.4739	-234.2429	1.769037	1	0	1	0	0.02222921	0.02222921	0.01126151	0.0274424	0.1003741	0.1003741	0.02904334	0.008385214	0.016311	0.104401	0.00904509	0.870243
3709	1	-235.9369	-225.2781	-10.65881	1	0	1	1	0.02264901	0.02264901	0.006611079	0.06977361	0.09652917	0.09652917	0.0593467	0.0593467	0.210812	0.0774256	0.439625	0.272138
3710	0	-232.9672	-234.7334	1.766276	1	0	1	1	0.01121662	0.01121662	0.002328132	0.0274424	0.1003741	0.1003741	0.02085335	0.02085335	0.0569526	0.364533	0.0315824	0.546932
3711	1	-234.2521	-228.7533	-5.498806	1	0	1	1	0.02264901	0.02264901	0.002695891	0.06977361	0.09652917	0.09652917	0.02476668	0.02476668	0.215826	0.0554838	0.45008	0.27861
3712	0	-226.9005	-235.106	8.205578	0	0	1	0	0.02317463	0.01618245	0.001521435	0.01765061	0.1003741	0.1003741	0.02085335	0.007502384	0.0569526	0.364533	0.0315824	0.546932
3713	1	-230.3276	-223.3275	-7.00007	1	0	1	1	0.03605818	0.03605818	0.002695891	0.04617961	0.09652917	0.09652917	0.0461514	0.0461514	0.388009	0.040871	0.331543	0.239577
3714	0	-230.9664	-231.1343	0.1678824	1	0	1	1	0.02502377	0.02502377	0.003991791	0.01765061	0.1003741	0.1003741	0.02709883	0.02709883	0.0569526	0.364533	0.0315824	0.546932
3715	1	-229.4217	-224.2388	-5.182915	1	0	1	1	0.03605818	0.03605818	0.002695891	0.03759205	0.09652917	0.09652917	0.04118243	0.04118243	0.458989	0.0940833	0.163524	0.283404
3716	0	-231.4392	-227.0522	-4.386991	1	0	1	1	0.02502377	0.02502377	0.003991791	0.04838354	0.1098134	0.1098134	0.02090741	0.02090741	0.0797287	0.510315	0.0442127	0.365744
3717	1	-230.4274	-220.9294	-9.497974	1	0	1	1	0.03605818	0.03605818	0.001641701	0.03911291	0.1090098	0.1090098	0.06042679	0.06042679	0.518217	0.0740855	0.087723	0.319974
3718	0	-231.1257	-225.4815	-5.644164	1	0	1	1	0.03012948	0.03012948	0.00249278	0.05415573	0.1098134	0.1098134	0.02090741	0.02090741	0.655862	0.103006	0.0260055	0.215127
3719	1	-230.6923	-220.9766	-9.715702	1	0	1	1	0.03605818	0.03605818	0.003266022	0.03911291	0.1090098	0.1090098	0.06042679	0.06042679	0.0941698	0.112768	0.306021	0.487042
3720	0	-231.4507	-221.7144	-9.736345	0	0	1	1	0.03012948	0.0165558	0.00249278	0.05415573	0.0989487	0.0989487	0.08228698	0.08228698	0.148387	0.254901	0.0643538	0.532358
3721	1	-230.699	-220.6282	-10.07074	1	0	1	1	0.03605818	0.03605818	0.001345465	0.03911291	0.1123964	0.1123964	0.06160946	0.06160946	0.27569	0.272693	0.28181	0.169807
3722	0	-227.8021	-231.5384	3.736261	0	0	1	1	0.03012948	0.008638663	0.00249278	0.02346157	0.0989487	0.0989487	0.02038849	0.02038849	0.169191	0.20953	0.0767198	0.544559
3723	1	-230.7866	-224.9568	-5.829823	1	0	1	1	0.03605818	0.03605818	0.006095132	0.03015948	0.1123964	0.1123964	0.03417468	0.03417468	0.27569	0.272693	0.28181	0.169807
3724	0	-227.5806	-230.0957	2.515161	1	0	1	0	0.03012948	0.03012948	0.00249278	0.02346157	0.112577	0.112577	0.02038849	0.004120118	0.744988	0.125317	0.0458848	0.0838105
3725	1	-233.2633	-229.4541	-3.809213	1	0	1	1	0.04940101	0.04940101	0.003440146	0.02358249	0.1123964	0.1123964	0.01498945	0.01498945	0.178361	0.356424	0.18232	0.282895
3726	0	-229.4006	-224.8971	-4.503468	0	0	1	1	0.02338299	0.01336758	0.00249278	0.02346157	0.112577	0.112577	0.07024867	0.07024867	0.701646	0.118026	0.0432153	0.137112
3727	1	-228.8721	-232.3933	3.521276	0	0	1	1	0.02015111	0.01110397	0.003440146	0.02358249	0.1123964	0.1123964	0.01498945	0.01498945	0.401233	0.177058	0.410139	0.0115699
3728	0	-229.059	-226.3465	-2.712516	1	0	1	1	0.02778769	0.02778769	0.00249278	0.04292356	0.09691221	0.09691221	0.02551154	0.02551154	0.701646	0.118026	0.0432153	0.137112
3729	1	-228.0618	-229.9078	1.846001	0	0	1	1	0.01840442	0.009852878	0.003440146	0.02358249	0.110259	0.110259	0.03262263	0.03262263	0.298648	0.207393	0.480407	0.0135521
3730	0	-225.0585	-231.3216	6.263114	0	0	1	0	0.02778769	0.003242662	0.00178317	0.02388695	0.1122073	0.1122073	0.01951005	0.01333258	0.766913	0.129005	0.0472352	0.0568476
3731	1	-228.9827	-228.7093	-0.2734512	1	0	1	1	0.02359069	0.02359069	0.003440146	0.03430075	0.08628551	0.08628551	0.02981451	0.02981451	0.47556	0.330248	0.172611	0.02158
3732	0	-227.5226	-226.3503	-1.172309	0	0	1	1	0.03269478	0.003231036	0.00178317	0.03980196	0.1122073	0.1122073	0.03096094	0.03096094	0.317277	0.37786	0.138354	0.166509
3733	1	-229.2526	-228.9791	-0.2734512	1	0	1	1	0.02359069	0.02359069	0.003440146	0.03430075	0.08628551	0.08628551	0.02981451	0.02981451	0.205705	0.287695	0.383841	0.122759
3734	0	-231.9289	-224.935	-6.993932	1	0	1	1	0.04402556	0.04402556	0.00178317	0.02191897	0.1288798	0.1288798	0.03096094	0.03096094	0.133245	0.479714	0.175648	0.211393
3735	1	-227.3311	-231.5434	4.212274	1	0	1	0	0.02359069	0.02359069	0.001765131	0.03430075	0.08628551	0.08628551	0.02981451	0.004751898	0.311778	0.302693	0.0399868	0.345542
3736	0	-229.1285	-233.1378	4.009321	1	0	1	0	0.0189061	0.0189061	0.00178317	0.02191713	0.1045651	0.1045651	0.03096094	0.003890126	0.133245	0.479714	0.175648	0.211393
3737	1	-226.9038	-230.1113	3.207454	0	0	1	1	0.02359069	0.009336955	0.003922814	0.03505427	0.08628551	0.08628551	0.02981451	0.02981451	0.246467	0.448764	0.0316104	0.273159
3738	0	-230.4626	-230.1949	-0.267691	1	0	1	1	0.0189061	0.0189061	0.003761996	0.02191713	0.1018425	0.1018425	0.03096094	0.03096094	0.133245	0.479714	0.175648	0.211393
