Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
354	0	-84.56475	-86.77345	2.208709	0.02006412	0.0200641	0.0200641
355	1	-84.67511	-86.7796	2.104494	0.0208416	0.0208416	0.0208416
356	0	-84.70439	-86.78414	2.079752	0.02102618	0.0210262	0.0210262
357	1	-84.91442	-88.04758	3.133162	0.01316742	0.0131674	0.0131674
358	0	-84.43038	-86.81545	2.385071	0.01874841	0.0187484	0.0187484
359	1	-84.3737	-86.92124	2.547542	0.01753632	0.0175363	0.0175363
360	0	-84.48791	-87.34498	2.857077	0.0152271	0.0152271	0.0152271
361	1	-84.3731	-86.92558	2.552479	0.0174995	0.0174995	0.0174995
362	0	-84.48791	-87.34498	2.857077	0.0152271	0.0152271	0.0152271
363	1	-84.38314	-86.88251	2.499377	0.01789565	0.0178956	0.0178956
364	0	-85.18336	-86.93919	1.755832	0.02344273	0.0234427	0.0234427
365	1	-86.08959	-87.39437	1.304782	0.0268077	0.0268077	0.0268077
366	0	-84.5757	-86.77307	2.197368	0.02014873	0.0201487	0.0201487
367	1	-87.44145	-88.20462	0.7631689	0.0308483	0.0308483	0.0308483
368	0	-84.73193	-86.78923	2.057301	0.02119367	0.0211937	0.0211937
369	1	-84.85086	-86.81848	1.967624	0.02186269	0.0218627	0.0218627
370	0	-84.70283	-87.7273	3.02447	0.0139783	0.0139783	0.0139783
371	1	-87.17739	-88.03949	0.8620975	0.03011026	0.0301103	0.0301103
372	0	-84.8813	-87.99938	3.118083	0.01327991	0.0132799	0.0132799
373	1	-87.17739	-88.03949	0.8620975	0.03011026	0.0301103	0.0301103
374	0	-85.51021	-87.08897	1.578755	0.02476377	0.0247638	0.0247638
375	1	-84.37108	-86.97338	2.602298	0.01712783	0.0171278	0.0171278
376	0	-84.39985	-86.8487	2.44885	0.0182726	0.0182726	0.0182726
377	1	-84.45382	-87.27055	2.816731	0.01552809	0.0155281	0.0155281
378	0	-84.43486	-87.22512	2.790257	0.0157256	0.0157256	0.0157256
379	1	-84.45382	-87.27055	2.816731	0.01552809	0.0155281	0.0155281
380	0	-84.63257	-86.77491	2.142331	0.02055932	0.0205593	0.0205593
381	1	-84.57898	-87.51907	2.940099	0.01460773	0.0146077	0.0146077
382	0	-84.63257	-86.77491	2.142331	0.02055932	0.0205593	0.0205593
383	1	-84.79452	-86.80332	2.008801	0.0215555	0.0215555	0.0215555
384	0	-84.63257	-86.77491	2.142331	0.02055932	0.0205593	0.0205593
385	1	-84.41569	-87.17444	2.758747	0.01596067	0.0159607	0.0159607
386	0	-85.1805	-88.41817	3.237669	0.01238777	0.0123878	0.0123878
387	1	-84.53889	-86.77554	2.236651	0.01985567	0.0198557	0.0198557
388	0	-84.96892	-88.12572	3.1568	0.01299107	0.0129911	0.0129911
389	1	-84.39784	-86.85184	2.454001	0.01823417	0.0182342	0.0182342
390	0	-84.37111	-86.97411	2.603001	0.01712258	0.0171226	0.0171226
391	1	-84.71233	-86.78553	2.073198	0.02107508	0.0210751	0.0210751
392	0	-85.25079	-86.96818	1.717387	0.02372954	0.0237295	0.0237295
393	1	-84.38534	-86.87668	2.491349	0.01795554	0.0179555	0.0179555
394	0	-84.40681	-86.83905	2.432239	0.01839652	0.0183965	0.0183965
395	1	-84.54051	-86.77535	2.234847	0.01986913	0.0198691	0.0198691
396	0	-86.31508	-87.52214	1.207053	0.02753679	0.0275368	0.0275368
397	1	-84.42068	-87.18823	2.767548	0.01589501	0.015895	0.015895
398	0	-84.37234	-86.99436	2.622019	0.0169807	0.0169807	0.0169807
399	1	-84.42068	-87.18823	2.767548	0.01589501	0.015895	0.015895
400	0	-84.68249	-86.78066	2.09817	0.02088878	0.0208888	0.0208888
401	1	-85.85116	-87.26406	1.412909	0.02600104	0.026001	0.026001
402	0	-84.68249	-86.78066	2.09817	0.02088878	0.0208888	0.0208888
403	1	-84.37467	-86.9152	2.540532	0.01758862	0.0175886	0.0175886
404	0	-84.5439	-87.45505	2.911148	0.01482371	0.0148237	0.0148237
405	1	-84.3954	-87.11147	2.716072	0.01627903	0.016279	0.016279
406	0	-84.5439	-87.45505	2.911148	0.01482371	0.0148237	0.0148237
407	1	-84.40844	-86.83702	2.428579	0.01842383	0.0184238	0.0184238
408	0	-84.37706	-87.03158	2.654515	0.01673827	0.0167383	0.0167383
409	1	-84.40844	-86.83702	2.428579	0.01842383	0.0184238	0.0184238
410	0	-84.37706	-87.03158	2.654515	0.01673827	0.0167383	0.0167383
411	1	-84.51539	-87.40046	2.885074	0.01501823	0.0150182	0.0150182
412	0	-85.07334	-86.89463	1.82129	0.02295439	0.0229544	0.0229544
413	1	-84.72955	-86.78876	2.059217	0.02117938	0.0211794	0.0211794
414	0	-85.27214	-88.54068	3.268535	0.0121575	0.0121575	0.0121575
415	1	-87.48827	-88.23415	0.7458834	0.03097725	0.0309773	0.0309773
416	0	-84.54535	-86.77485	2.229497	0.01990904	0.019909	0.019909
417	1	-84.70138	-87.72497	3.023597	0.01398481	0.0139848	0.0139848
418	0	-84.66786	-87.67067	3.002818	0.01413983	0.0141398	0.0141398
419	1	-84.67827	-87.68768	3.009413	0.01409062	0.0140906	0.0140906
420	0	-84.81162	-87.89592	3.084302	0.01353193	0.0135319	0.0135319
421	1	-85.1133	-88.32689	3.213593	0.01256738	0.0125674	0.0125674
422	0	-84.37763	-86.90097	2.523338	0.01771689	0.0177169	0.0177169
423	1	-84.40585	-87.14555	2.739704	0.01610274	0.0161027	0.0161027
424	0	-84.38313	-87.06312	2.679987	0.01654825	0.0165482	0.0165482
425	1	-84.98006	-88.14152	3.161466	0.01295626	0.0129563	0.0129563
426	0	-84.38313	-87.06312	2.679987	0.01654825	0.0165482	0.0165482
427	1	-84.53804	-87.44404	2.906	0.01486212	0.0148621	0.0148621
428	0	-84.38313	-87.06312	2.679987	0.01654825	0.0165482	0.0165482
429	1	-86.41909	-89.96466	3.545571	0.01009072	0.0100907	0.0100907
430	0	-84.83808	-86.81486	1.976776	0.02179441	0.0217944	0.0217944
431	1	-84.99667	-86.86597	1.869296	0.02259625	0.0225962	0.0225962
432	0	-84.83808	-86.81486	1.976776	0.02179441	0.0217944	0.0217944
433	1	-84.99667	-86.86597	1.869296	0.02259625	0.0225962	0.0225962
434	0	-86.04784	-87.37117	1.32333	0.02666932	0.0266693	0.0266693
435	1	-84.91386	-86.8377	1.923846	0.02218929	0.0221893	0.0221893
436	0	-84.58851	-86.77296	2.184442	0.02024516	0.0202452	0.0202452
437	1	-84.38353	-87.06496	2.681425	0.01653752	0.0165375	0.0165375
438	0	-84.58851	-86.77296	2.184442	0.02024516	0.0202452	0.0202452
439	1	-84.52569	-86.77734	2.251641	0.01974384	0.0197438	0.0197438
440	0	-84.63487	-86.77509	2.140222	0.02057505	0.0205751	0.0205751
441	1	-84.82839	-87.9211	3.09271	0.0134692	0.0134692	0.0134692
442	0	-84.98232	-86.86085	1.878532	0.02252735	0.0225273	0.0225273
443	1	-84.68797	-86.78148	2.093511	0.02092353	0.0209235	0.0209235
444	0	-84.92085	-86.83997	1.919117	0.02222457	0.0222246	0.0222246
445	1	-84.39414	-86.8581	2.463961	0.01815986	0.0181599	0.0181599
446	0	-84.45035	-87.2625	2.812154	0.01556223	0.0155622	0.0155622
447	1	-86.19944	-89.7024	3.502952	0.01040867	0.0104087	0.0104087
448	0	-84.39001	-87.09179	2.701773	0.01638571	0.0163857	0.0163857
449	1	-84.47521	-86.79041	2.315201	0.01926966	0.0192697	0.0192697
450	0	-84.39001	-87.09179	2.701773	0.01638571	0.0163857	0.0163857
451	1	-89.71219	-89.69788	-0.01430381	0.03664848	0.0366485	0.0366485
452	0	-84.38607	-87.07597	2.689902	0.01647428	0.0164743	0.0164743
453	1	-85.30965	-86.99438	1.684733	0.02397315	0.0239731	0.0239731
454	0	-85.52345	-87.09546	1.572014	0.02481407	0.0248141	0.0248141
455	1	-84.61737	-87.58614	2.968774	0.0143938	0.0143938	0.0143938
456	0	-84.48371	-86.78737	2.303657	0.01935578	0.0193558	0.0193558
457	1	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
458	0	-86.42287	-87.58452	1.161653	0.02787549	0.0278755	0.0278755
459	1	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
460	0	-84.83846	-86.81497	1.976505	0.02179643	0.0217964	0.0217964
461	1	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
462	0	-84.83846	-86.81497	1.976505	0.02179643	0.0217964	0.0217964
463	1	-86.50961	-87.63528	1.125664	0.02814397	0.028144	0.028144
464	0	-84.38514	-86.87718	2.492046	0.01795034	0.0179503	0.0179503
465	1	-87.50988	-88.24781	0.7379279	0.0310366	0.0310366	0.0310366
466	0	-84.9222	-86.84041	1.918209	0.02223135	0.0222313	0.0222313
467	1	-84.39851	-87.1221	2.723586	0.01622298	0.016223	0.016223
468	0	-84.39747	-87.11859	2.721123	0.01624135	0.0162414	0.0162414
469	1	-84.85308	-87.95784	3.104759	0.01337931	0.0133793	0.0133793
470	0	-84.39747	-87.11859	2.721123	0.01624135	0.0162414	0.0162414
471	1	-84.88467	-86.82853	1.943857	0.02204	0.02204	0.02204
472	0	-84.38804	-86.87027	2.482229	0.01802358	0.0180236	0.0180236
473	1	-84.88467	-86.82853	1.943857	0.02204	0.02204	0.02204
474	0	-84.78518	-86.80102	2.015837	0.02150301	0.021503	0.021503
475	1	-85.05215	-86.8865	1.834344	0.022857	0.022857	0.022857
476	0	-84.78518	-86.80102	2.015837	0.02150301	0.021503	0.021503
477	1	-84.37905	-86.89551	2.516462	0.01776819	0.0177682	0.0177682
478	0	-85.41631	-88.72954	3.313234	0.01182403	0.011824	0.011824
479	1	-84.37905	-86.89551	2.516462	0.01776819	0.0177682	0.0177682
480	0	-85.41631	-88.72954	3.313234	0.01182403	0.011824	0.011824
481	1	-84.40171	-86.84595	2.444238	0.018307	0.018307	0.018307
482	0	-84.37133	-86.94528	2.573943	0.01733936	0.0173394	0.0173394
483	1	-84.40309	-87.13696	2.733872	0.01614625	0.0161462	0.0161462
484	0	-84.37133	-86.94528	2.573943	0.01733936	0.0173394	0.0173394
485	1	-84.41762	-87.17983	2.76221	0.01593483	0.0159348	0.0159348
486	0	-84.37133	-86.94528	2.573943	0.01733936	0.0173394	0.0173394
487	1	-84.39289	-87.10253	2.709643	0.016327	0.016327	0.016327
488	0	-84.53063	-87.42997	2.899339	0.01491181	0.0149118	0.0149118
489	1	-84.39289	-87.10253	2.709643	0.016327	0.016327	0.016327
490	0	-84.53063	-87.42997	2.899339	0.01491181	0.0149118	0.0149118
491	1	-85.6666	-87.16737	1.500776	0.02534552	0.0253455	0.0253455
492	0	-84.90056	-86.83347	1.932906	0.0221217	0.0221217	0.0221217
493	1	-84.72565	-86.78801	2.062354	0.02115597	0.021156	0.021156
494	0	-84.85485	-87.96045	3.105608	0.01337298	0.013373	0.013373
495	1	-84.72565	-86.78801	2.062354	0.02115597	0.021156	0.021156
496	0	-84.4296	-87.21179	2.782186	0.0157858	0.0157858	0.0157858
497	1	-84.48885	-86.78572	2.296868	0.01940643	0.0194064	0.0194064
498	0	-84.82112	-86.81021	1.989092	0.02170254	0.0217025	0.0217025
499	1	-88.15766	-88.66357	0.505906	0.03276756	0.0327676	0.0327676
500	0	-84.82112	-86.81021	1.989092	0.02170254	0.0217025	0.0217025
501	1	-88.15766	-88.66357	0.505906	0.03276756	0.0327676	0.0327676
502	0	-84.89174	-88.01463	3.122897	0.013244	0.013244	0.013244
503	1	-84.37116	-86.97553	2.604374	0.01711234	0.0171123	0.0171123
504	0	-84.38868	-87.08659	2.697916	0.01641448	0.0164145	0.0164145
505	1	-85.05012	-86.88572	1.835605	0.02284759	0.0228476	0.0228476
506	0	-84.4018	-87.13287	2.731067	0.01616717	0.0161672	0.0161672
507	1	-84.60349	-86.77324	2.169742	0.02035483	0.0203548	0.0203548
508	0	-84.4018	-87.13287	2.731067	0.01616717	0.0161672	0.0161672
509	1	-85.04494	-86.88376	1.838823	0.02282359	0.0228236	0.0228236
510	0	-84.76973	-86.79736	2.027623	0.02141508	0.0214151	0.0214151
511	1	-85.86274	-87.27027	1.407524	0.02604121	0.0260412	0.0260412
512	0	-85.37591	-88.67705	3.301136	0.01191428	0.0119143	0.0119143
513	1	-84.50053	-86.78245	2.28192	0.01951794	0.0195179	0.0195179
514	0	-84.37162	-86.98471	2.613088	0.01704733	0.0170473	0.0170473
515	1	-85.82938	-89.25152	3.422139	0.01101156	0.0110116	0.0110116
516	0	-85.62574	-87.14655	1.520807	0.02519609	0.0251961	0.0251961
517	1	-84.38261	-87.06073	2.678122	0.01656216	0.0165622	0.0165622
518	0	-85.62574	-87.14655	1.520807	0.02519609	0.0251961	0.0251961
519	1	-84.38261	-87.06073	2.678122	0.01656216	0.0165622	0.0165622
520	0	-85.02274	-88.20162	3.178876	0.01282638	0.0128264	0.0128264
521	1	-85.67104	-87.16965	1.498613	0.02536166	0.0253617	0.0253617
522	0	-84.48857	-87.34637	2.857797	0.01522172	0.0152217	0.0152217
523	1	-84.41597	-87.17522	2.759253	0.0159569	0.0159569	0.0159569
524	0	-84.48857	-87.34637	2.857797	0.01522172	0.0152217	0.0152217
525	1	-84.42439	-86.82046	2.396068	0.01866637	0.0186664	0.0186664
526	0	-85.07345	-88.27211	3.198663	0.01267876	0.0126788	0.0126788
527	1	-84.95979	-86.853	1.893212	0.02241783	0.0224178	0.0224178
528	0	-84.5164	-86.77895	2.262544	0.01966249	0.0196625	0.0196625
529	1	-84.49396	-86.78421	2.290243	0.01945585	0.0194559	0.0194559
530	0	-84.45994	-86.79702	2.337083	0.01910642	0.0191064	0.0191064
531	1	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
532	0	-84.37882	-86.89633	2.517507	0.0177604	0.0177604	0.0177604
533	1	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
534	0	-84.37882	-86.89633	2.517507	0.0177604	0.0177604	0.0177604
535	1	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
536	0	-84.37882	-86.89633	2.517507	0.0177604	0.0177604	0.0177604
537	1	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
538	0	-84.43005	-86.81571	2.385659	0.01874402	0.018744	0.018744
539	1	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
540	0	-84.71538	-87.74729	3.031913	0.01392277	0.0139228	0.0139228
541	1	-85.99488	-89.45474	3.459861	0.01073015	0.0107301	0.0107301
542	0	-86.0148	-87.35292	1.338117	0.026559	0.026559	0.026559
543	1	-84.71004	-86.78512	2.075084	0.02106101	0.021061	0.021061
544	0	-84.37203	-86.99052	2.618488	0.01700705	0.017007	0.017007
545	1	-84.87998	-86.82709	1.947115	0.02201569	0.0220157	0.0220157
546	0	-84.37203	-86.99052	2.618488	0.01700705	0.017007	0.017007
547	1	-84.70765	-87.735	3.027348	0.01395682	0.0139568	0.0139568
548	0	-84.80972	-86.8072	1.997481	0.02163995	0.0216399	0.0216399
549	1	-86.11645	-89.60235	3.485899	0.0105359	0.0105359	0.0105359
550	0	-84.38962	-87.09027	2.700647	0.01639411	0.0163941	0.0163941
551	1	-86.11645	-89.60235	3.485899	0.0105359	0.0105359	0.0105359
552	0	-84.44463	-86.80545	2.360817	0.01892935	0.0189294	0.0189294
553	1	-85.11424	-86.91076	1.796527	0.02313913	0.0231391	0.0231391
554	0	-84.50944	-87.38872	2.879285	0.01506142	0.0150614	0.0150614
555	1	-84.50189	-87.37363	2.871734	0.01511775	0.0151178	0.0151178
556	0	-84.50944	-87.38872	2.879285	0.01506142	0.0150614	0.0150614
557	1	-85.06033	-86.88962	1.829287	0.02289473	0.0228947	0.0228947
558	0	-84.80236	-86.8053	2.002936	0.02159925	0.0215993	0.0215993
559	1	-84.37985	-86.89267	2.512812	0.01779542	0.0177954	0.0177954
560	0	-84.80236	-86.8053	2.002936	0.02159925	0.0215993	0.0215993
561	1	-84.41552	-86.829	2.413483	0.01853645	0.0185364	0.0185364
562	0	-84.80236	-86.8053	2.002936	0.02159925	0.0215993	0.0215993
563	1	-84.41552	-86.829	2.413483	0.01853645	0.0185364	0.0185364
564	0	-84.80236	-86.8053	2.002936	0.02159925	0.0215993	0.0215993
565	1	-85.31988	-86.99902	1.679133	0.02401492	0.0240149	0.0240149
566	0	-85.41589	-87.04355	1.627657	0.02439895	0.0243989	0.0243989
567	1	-84.81165	-86.8077	1.996051	0.02165061	0.0216506	0.0216506
568	0	-84.7312	-86.78909	2.057885	0.02118932	0.0211893	0.0211893
569	1	-84.37225	-86.99327	2.621017	0.01698818	0.0169882	0.0169882
570	0	-84.6589	-86.77753	2.118633	0.02073612	0.0207361	0.0207361
571	1	-84.5282	-87.42531	2.897112	0.01492842	0.0149284	0.0149284
572	0	-84.54361	-86.77502	2.231409	0.01989477	0.0198948	0.0198948
573	1	-84.51087	-86.78005	2.269188	0.01961293	0.0196129	0.0196129
574	0	-87.06957	-87.97283	0.9032594	0.02980318	0.0298032	0.0298032
575	1	-84.98535	-86.86193	1.876574	0.02254195	0.022542	0.022542
576	0	-84.73467	-86.78978	2.055106	0.02121005	0.02121	0.02121
577	1	-84.98535	-86.86193	1.876574	0.02254195	0.022542	0.022542
578	0	-84.86857	-87.9807	3.11213	0.01332433	0.0133243	0.0133243
579	1	-84.64131	-87.62668	2.985373	0.01426997	0.01427	0.01427
580	0	-84.94353	-88.08949	3.14596	0.01307194	0.0130719	0.0130719
581	1	-84.69641	-86.78281	2.086403	0.02097656	0.0209766	0.0209766
582	0	-84.47726	-86.78964	2.312374	0.01929075	0.0192908	0.0192908
583	1	-84.58227	-87.52494	2.942673	0.01458853	0.0145885	0.0145885
584	0	-84.47726	-86.78964	2.312374	0.01929075	0.0192908	0.0192908
585	1	-84.44208	-87.24287	2.800786	0.01564704	0.015647	0.015647
586	0	-84.3892	-86.86775	2.478544	0.01805107	0.0180511	0.0180511
587	1	-84.50238	-86.78199	2.279603	0.01953523	0.0195352	0.0195352
588	0	-84.38254	-87.06041	2.677864	0.01656408	0.0165641	0.0165641
589	1	-84.37256	-86.93011	2.557547	0.01746168	0.0174617	0.0174617
590	0	-84.40952	-87.15663	2.747111	0.01604748	0.0160475	0.0160475
591	1	-84.97716	-86.85904	1.881876	0.0225024	0.0225024	0.0225024
592	0	-84.37716	-87.03217	2.655012	0.01673457	0.0167346	0.0167346
593	1	-84.97716	-86.85904	1.881876	0.0225024	0.0225024	0.0225024
594	0	-85.28712	-86.98426	1.69714	0.02388058	0.0238806	0.0238806
595	1	-84.68635	-87.70079	3.01444	0.01405312	0.0140531	0.0140531
596	0	-85.28712	-86.98426	1.69714	0.02388058	0.0238806	0.0238806
597	1	-84.68635	-87.70079	3.01444	0.01405312	0.0140531	0.0140531
598	0	-84.41322	-86.83147	2.418246	0.01850091	0.0185009	0.0185009
599	1	-84.46648	-86.79399	2.327507	0.01917786	0.0191779	0.0191779
600	0	-84.41322	-86.83147	2.418246	0.01850091	0.0185009	0.0185009
601	1	-84.42217	-86.82246	2.400294	0.01863484	0.0186348	0.0186348
602	0	-84.41322	-86.83147	2.418246	0.01850091	0.0185009	0.0185009
603	1	-84.39269	-86.86076	2.468069	0.01812922	0.0181292	0.0181292
604	0	-84.41322	-86.83147	2.418246	0.01850091	0.0185009	0.0185009
605	1	-84.37102	-86.97138	2.600357	0.01714231	0.0171423	0.0171423
606	0	-84.60127	-86.77317	2.171894	0.02033878	0.0203388	0.0203388
607	1	-84.69601	-87.71637	3.020356	0.01400898	0.014009	0.014009
608	0	-84.79773	-86.80413	2.00639	0.02157348	0.0215735	0.0215735
609	1	-84.55861	-86.77379	2.215186	0.0200158	0.0200158	0.0200158
610	0	-84.75893	-87.81551	3.056574	0.01373879	0.0137388	0.0137388
611	1	-84.81223	-86.80786	1.995622	0.02165381	0.0216538	0.0216538
612	0	-85.21674	-86.95339	1.736656	0.02358578	0.0235858	0.0235858
613	1	-84.81223	-86.80786	1.995622	0.02165381	0.0216538	0.0216538
614	0	-85.08985	-86.90108	1.811226	0.02302947	0.0230295	0.0230295
615	1	-84.58213	-87.5247	2.942566	0.01458932	0.0145893	0.0145893
616	0	-84.41127	-87.16177	2.750504	0.01602217	0.0160222	0.0160222
617	1	-84.58213	-87.5247	2.942566	0.01458932	0.0145893	0.0145893
618	0	-84.81175	-87.89611	3.084368	0.01353144	0.0135314	0.0135314
619	1	-85.5155	-87.09156	1.576058	0.02478389	0.0247839	0.0247839
620	0	-84.40711	-86.83866	2.431549	0.01840167	0.0184017	0.0184017
621	1	-85.02401	-86.87594	1.851929	0.02272581	0.0227258	0.0227258
622	0	-85.72954	-89.12748	3.39794	0.0111921	0.0111921	0.0111921
623	1	-84.63629	-87.61826	2.981966	0.01429539	0.0142954	0.0142954
624	0	-85.72954	-89.12748	3.39794	0.0111921	0.0111921	0.0111921
625	1	-84.63629	-87.61826	2.981966	0.01429539	0.0142954	0.0142954
626	0	-84.72896	-87.76875	3.039788	0.01386402	0.013864	0.013864
627	1	-84.78006	-87.848	3.067944	0.01365396	0.013654	0.013654
628	0	-84.37802	-86.89939	2.521371	0.01773156	0.0177316	0.0177316
629	1	-84.43175	-87.21729	2.785536	0.01576082	0.0157608	0.0157608
630	0	-84.41739	-87.17919	2.761803	0.01593787	0.0159379	0.0159379
631	1	-84.48371	-86.78737	2.303656	0.01935579	0.0193558	0.0193558
632	0	-84.54126	-87.4501	2.908838	0.01484095	0.0148409	0.0148409
633	1	-84.61236	-87.57754	2.965184	0.01442059	0.0144206	0.0144206
634	0	-84.54126	-87.4501	2.908838	0.01484095	0.0148409	0.0148409
635	1	-84.37168	-86.98567	2.613987	0.01704062	0.0170406	0.0170406
636	0	-84.77278	-86.79807	2.025284	0.02143253	0.0214325	0.0214325
637	1	-84.37168	-86.98567	2.613987	0.01704062	0.0170406	0.0170406
638	0	-86.04363	-87.36884	1.32521	0.0266553	0.0266553	0.0266553
639	1	-84.59713	-87.55113	2.954001	0.01450401	0.014504	0.014504
640	0	-84.56055	-87.48582	2.925268	0.01471837	0.0147184	0.0147184
641	1	-84.39403	-87.10663	2.712605	0.0163049	0.0163049	0.0163049
642	0	-84.70266	-86.78385	2.081191	0.02101545	0.0210154	0.0210154
643	1	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
644	0	-84.70266	-86.78385	2.081191	0.02101545	0.0210154	0.0210154
645	1	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
646	0	-84.70266	-86.78385	2.081191	0.02101545	0.0210154	0.0210154
647	1	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
648	0	-84.40676	-86.83911	2.432354	0.01839567	0.0183957	0.0183957
649	1	-85.16305	-88.39459	3.231541	0.01243348	0.0124335	0.0124335
650	0	-84.4035	-87.13825	2.734754	0.01613967	0.0161397	0.0161397
651	1	-84.52746	-87.42389	2.896433	0.01493349	0.0149335	0.0149335
652	0	-84.4035	-87.13825	2.734754	0.01613967	0.0161397	0.0161397
653	1	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
654	0	-85.36855	-88.66745	3.298897	0.01193098	0.011931	0.011931
655	1	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
656	0	-85.36855	-88.66745	3.298897	0.01193098	0.011931	0.011931
657	1	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
658	0	-85.36855	-88.66745	3.298897	0.01193098	0.011931	0.011931
659	1	-84.41731	-86.82715	2.409839	0.01856363	0.0185636	0.0185636
660	0	-84.39581	-86.85519	2.459378	0.01819406	0.0181941	0.0181941
661	1	-84.91182	-88.04383	3.132001	0.01317608	0.0131761	0.0131761
662	0	-84.39581	-86.85519	2.459378	0.01819406	0.0181941	0.0181941
663	1	-86.03902	-89.50848	3.469466	0.01065849	0.0106585	0.0106585
664	0	-86.13862	-87.42181	1.283191	0.02696877	0.0269688	0.0269688
665	1	-84.49197	-87.3534	2.86143	0.01519462	0.0151946	0.0151946
666	0	-84.52874	-87.42635	2.897609	0.01492471	0.0149247	0.0149247
667	1	-86.30583	-89.82986	3.524027	0.01025145	0.0102514	0.0102514
668	0	-85.37412	-87.02395	1.649831	0.02423353	0.0242335	0.0242335
669	1	-84.47129	-86.79196	2.320671	0.01922885	0.0192288	0.0192288
670	0	-85.37412	-87.02395	1.649831	0.02423353	0.0242335	0.0242335
671	1	-85.12049	-88.33672	3.216233	0.01254768	0.0125477	0.0125477
672	0	-85.37412	-87.02395	1.649831	0.02423353	0.0242335	0.0242335
673	1	-85.07819	-88.27866	3.200466	0.01266531	0.0126653	0.0126653
674	0	-84.46476	-87.29529	2.830532	0.01542514	0.0154251	0.0154251
675	1	-84.5549	-87.47545	2.920554	0.01475354	0.0147535	0.0147535
676	0	-84.46476	-87.29529	2.830532	0.01542514	0.0154251	0.0154251
677	1	-84.66677	-87.66889	3.002121	0.01414503	0.014145	0.014145
678	0	-84.81075	-87.89462	3.083864	0.0135352	0.0135352	0.0135352
679	1	-84.66677	-87.66889	3.002121	0.01414503	0.014145	0.014145
680	0	-84.81075	-87.89462	3.083864	0.0135352	0.0135352	0.0135352
681	1	-84.40968	-86.83552	2.425835	0.0184443	0.0184443	0.0184443
682	0	-84.38534	-87.07289	2.68755	0.01649182	0.0164918	0.0164918
683	1	-86.36302	-87.54978	1.186764	0.02768815	0.0276881	0.0276881
684	0	-85.64755	-89.0247	3.377149	0.0113472	0.0113472	0.0113472
685	1	-85.13722	-86.92006	1.782841	0.02324123	0.0232412	0.0232412
686	0	-85.64755	-89.0247	3.377149	0.0113472	0.0113472	0.0113472
687	1	-85.13722	-86.92006	1.782841	0.02324123	0.0232412	0.0232412
688	0	-84.40124	-86.84663	2.445393	0.01829839	0.0182984	0.0182984
