state	power	likelihood
260	1.00762e-09	-90.7531
270	1.00762e-09	-113.909
280	1.00762e-09	-115.99
290	1.00762e-09	-88.7872
300	1.00762e-09	-111.023
310	1.00762e-09	-127.745
320	1.00762e-09	-91.7645
330	1.00762e-09	-87.9814
340	1.00762e-09	-110.799
350	1.00762e-09	-92.5636
360	1.00762e-09	-165.879
370	1.00762e-09	-92.4386
380	1.00762e-09	-138.162
390	1.00762e-09	-86.8586
400	1.00762e-09	-104.161
410	1.00762e-09	-95.9651
420	1.00762e-09	-91.9073
430	1.00762e-09	-89.12
440	1.00762e-09	-98.2403
450	1.00762e-09	-90.4956
460	1.00762e-09	-94.0488
470	1.00762e-09	-94.7587
480	1.00762e-09	-113.918
490	1.00762e-09	-90.0053
500	1.00762e-09	-89.5831
510	1.00762e-09	-89.6074
520	1.00762e-09	-93.9089
530	1.00762e-09	-86.8521
540	1.00762e-09	-173.693
550	1.00762e-09	-237.35
560	1.00762e-09	-87.485
570	1.00762e-09	-103.636
580	1.00762e-09	-101.075
590	1.00762e-09	-132.163
600	1.00762e-09	-89.0738
610	1.00762e-09	-97.6443
620	1.00762e-09	-87.0322
630	1.00762e-09	-97.5874
640	1.00762e-09	-92.9163
650	1.00762e-09	-132.211
660	1.00762e-09	-88.358
670	1.00762e-09	-146.083
680	1.00762e-09	-88.6525
690	1.00762e-09	-117.138
700	1.00762e-09	-90.915
710	1.00762e-09	-86.7733
720	1.00762e-09	-114.432
730	1.00762e-09	-90.1815
740	1.00762e-09	-105.699
750	1.00762e-09	-86.9122
760	1.00762e-09	-92.8389
770	1.00762e-09	-89.5066
780	1.00762e-09	-124.049
790	1.00762e-09	-95.0916
800	1.00762e-09	-126.876
810	1.00762e-09	-89.4181
820	1.00762e-09	-87.8117
830	1.00762e-09	-87.5881
840	1.00762e-09	-87.7297
850	1.00762e-09	-95.8282
860	1.00762e-09	-108.618
870	1.00762e-09	-111.922
880	1.00762e-09	-133.666
890	1.00762e-09	-102.196
900	1.00762e-09	-125.987
910	1.00762e-09	-122.039
920	1.00762e-09	-123.035
930	1.00762e-09	-97.5394
940	1.00762e-09	-86.8787
950	1.00762e-09	-104.403
960	1.00762e-09	-136.66
970	1.00762e-09	-93.5466
980	1.00762e-09	-97.1626
990	1.00762e-09	-118.504
1000	1.00762e-09	-88.9829
