Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
767	-229.2442	-230.343	1.098791	0	0	1	0	0.03063854	0.01290082	0.00740561	0.02340954	0.1161143	0.1161143	0.04600898	0.003800017	0.396626	0.216293	0.110255	0.276826
768	-236.0522	-230.949	-5.103182	1	0	1	1	0.04624712	0.04624712	0.006944884	0.05035033	0.09563099	0.09563099	0.01428956	0.01428956	0.387718	0.344829	0.0249307	0.242523
769	-232.5602	-226.7296	-5.830671	1	0	1	1	0.04624712	0.04624712	0.001316885	0.05035033	0.1004559	0.1004559	0.02051995	0.02051995	0.341975	0.370591	0.0267933	0.260641
770	-231.589	-229.5771	-2.011854	1	0	1	1	0.04624712	0.04624712	0.001316885	0.02503922	0.09666713	0.09666713	0.02113028	0.02113028	0.270606	0.29325	0.229897	0.206247
771	-231.1257	-225.1935	-5.932231	1	0	1	1	0.04624712	0.04624712	0.003297887	0.03074805	0.09666713	0.09666713	0.04268767	0.04268767	0.032547	0.444361	0.275728	0.247363
772	-230.0084	-227.7841	-2.224333	0	0	0	1	0.03179013	0.001147484	0.003297887	0.03074805	0.1118638	0.03667722	0.04954477	0.04954477	0.00955857	0.535022	0.294455	0.160964
773	-230.1687	-227.3973	-2.771375	1	0	1	1	0.0352455	0.0352455	0.002992747	0.02716985	0.08219167	0.08219167	0.04846713	0.04846713	0.0311433	0.523362	0.288038	0.157456
774	-230.413	-227.7956	-2.617435	1	0	1	1	0.03603773	0.03603773	0.001052071	0.02716985	0.08219167	0.08219167	0.04846713	0.04846713	0.0311433	0.523362	0.288038	0.157456
775	-238.1432	-235.7075	-2.435759	1	0	1	1	0.01951341	0.01951341	0.001052071	0.04360665	0.05018697	0.05018697	0.07920399	0.07920399	0.058734	0.188735	0.543219	0.209312
776	-230.0247	-222.8438	-7.180845	1	0	1	1	0.03416895	0.03416895	0.001039991	0.04360665	0.1082447	0.1082447	0.04190258	0.04190258	0.0552009	0.177382	0.510542	0.256874
777	-228.0519	-226.1524	-1.899457	0	0	1	1	0.03329067	0.01670534	0.0010368	0.02492376	0.1082447	0.1082447	0.04190258	0.04190258	0.0716523	0.503289	0.258745	0.166314
778	-230.678	-222.8041	-7.873842	1	0	1	1	0.03307867	0.03307867	0.003124161	0.02492376	0.1222923	0.1222923	0.05071398	0.05071398	0.0716523	0.503289	0.258745	0.166314
779	-229.7806	-230.7	0.9193545	1	0	1	1	0.02474686	0.02474686	0.003124161	0.02904193	0.07520423	0.07520423	0.03641573	0.03641573	0.0707023	0.496616	0.238107	0.194575
780	-229.9162	-222.7259	-7.190309	1	0	1	1	0.03276371	0.03276371	0.003124161	0.02904193	0.113805	0.113805	0.05029874	0.05029874	0.0562295	0.142877	0.744914	0.0559794
781	-228.8062	-227.1248	-1.681421	0	0	1	1	0.03276371	0.005221273	0.003124161	0.04481586	0.113805	0.113805	0.0247473	0.0247473	0.0512168	0.224782	0.30518	0.418821
782	-231.1457	-231.0065	-0.1392297	1	0	1	1	0.021097	0.021097	0.0006259481	0.04481586	0.0779324	0.0779324	0.03195906	0.03195906	0.0443149	0.186289	0.407014	0.362382
783	-228.9267	-234.3975	5.470816	0	0	1	1	0.021097	0.01811531	0.003563241	0.01845236	0.0779324	0.0779324	0.03195906	0.03195906	0.239142	0.173742	0.24914	0.337975
784	-233.8434	-230.6334	-3.209988	1	0	0	1	0.0209569	0.0209569	0.003563241	0.01845236	0.07669767	0.04133683	0.07487385	0.07487385	0.205987	0.149655	0.326779	0.317579
785	-233.2965	-222.6809	-10.61555	0	0	1	1	0.0209569	0.07702771	0.003563241	0.04315352	0.09959237	0.09959237	0.04683485	0.04683485	0.607349	0.0740065	0.161597	0.157048
786	-231.9271	-226.7512	-5.175921	0	0	1	0	0.02525919	0.07390153	0.001772523	0.04315352	0.08278838	0.08278838	0.037243	0.02297093	0.491081	0.071512	0.221826	0.215581
787	-232.9893	-224.1313	-8.857981	0	0	1	0	0.02333884	0.08483888	0.002393044	0.04315352	0.1012329	0.1012329	0.037243	0.02235816	0.426751	0.088328	0.192768	0.292153
788	-235.2728	-219.4552	-15.81761	0	0	1	1	0.02550811	0.08317875	0.002457093	0.04199072	0.1012329	0.1012329	0.07557	0.07557	0.426751	0.088328	0.192768	0.292153
789	-235.762	-219.4498	-16.31224	0	0	1	1	0.02333011	0.08317875	0.002457093	0.04199072	0.1012329	0.1012329	0.0814381	0.0814381	0.660477	0.0750006	0.0164511	0.248071
790	-234.9249	-223.8219	-11.10305	0	0	1	1	0.02333011	0.08859125	0.002457093	0.04997659	0.09339398	0.09339398	0.03701646	0.03701646	0.608158	0.0831428	0.0182371	0.290462
791	-234.7444	-224.7312	-10.01312	0	0	1	1	0.02500525	0.08724199	0.002239578	0.01847993	0.09339398	0.09339398	0.06027359	0.06027359	0.0629257	0.192267	0.0421731	0.702634
792	-234.9212	-223.3473	-11.57398	0	0	1	1	0.02500525	0.09201275	0.002604324	0.0431956	0.09890363	0.09890363	0.03655728	0.03655728	0.060729	0.185555	0.0756097	0.678106
793	-236.8792	-219.0625	-17.81671	0	0	1	1	0.03258909	0.09059311	0.002963949	0.03767373	0.09890363	0.09890363	0.08212799	0.08212799	0.060729	0.185555	0.0756097	0.678106
794	-231.4339	-221.7606	-9.6733	1	0	1	1	0.03140846	0.03140846	0.002505318	0.03261198	0.09890363	0.09890363	0.08212799	0.08212799	0.243816	0.175968	0.474146	0.106069
795	-235.3717	-220.4802	-14.8915	1	0	1	1	0.03140846	0.03140846	0.005805586	0.03956535	0.1003676	0.1003676	0.1093398	0.1093398	0.342626	0.152974	0.41219	0.0922094
796	-236.7793	-225.1451	-11.63418	1	0	1	1	0.03197721	0.03197721	0.005805586	0.01469599	0.1003676	0.1003676	0.1093398	0.1093398	0.462535	0.206511	0.206475	0.12448
797	-244.8354	-230.1653	-14.67002	1	1	1	1	0.03197721	0.03197721	0.006221907	0.006221907	0.1007538	0.1007538	0.1093398	0.1093398	0.22933	0.10239	0.102372	0.565908
798	-242.4836	-232.6336	-9.849949	1	1	0	1	0.04224223	0.04224223	0.01012035	0.01012035	0.08010826	0.007064625	0.1093398	0.1093398	0.0597528	0.0773869	0.13218	0.730681
799	-232.7217	-230.2023	-2.519429	1	0	0	1	0.04917095	0.04917095	0.008150535	0.01121592	0.1013941	0.004287413	0.05651017	0.05651017	0.0597528	0.0773869	0.13218	0.730681
800	-237.2123	-231.9545	-5.257788	1	0	1	1	0.04917095	0.04917095	0.005808134	0.00913796	0.09398907	0.09398907	0.05651017	0.05651017	0.547609	0.0372339	0.063597	0.35156
801	-230.544	-231.9375	1.393467	1	0	1	1	0.03073735	0.03073735	0.003876858	0.02206616	0.09398907	0.09398907	0.01432644	0.01432644	0.772144	0.0459353	0.0784592	0.103461
802	-231.6495	-227.9789	-3.670572	1	0	1	1	0.03073735	0.03073735	0.007735347	0.04266198	0.09398907	0.09398907	0.02765142	0.02765142	0.739628	0.0440009	0.0751552	0.141216
803	-229.2764	-229.6836	0.4072595	1	0	1	1	0.02720694	0.02720694	0.002236713	0.02126914	0.09398907	0.09398907	0.02765142	0.02765142	0.638997	0.106998	0.0649299	0.189075
804	-230.6326	-224.5074	-6.125198	1	0	1	1	0.02815448	0.02815448	0.002236713	0.02126914	0.1122396	0.1122396	0.05718748	0.05718748	0.190994	0.237755	0.144277	0.426973
805	-230.4849	-222.2827	-8.202164	1	0	1	1	0.02815448	0.02815448	0.001642284	0.0480545	0.1122396	0.1122396	0.04649137	0.04649137	0.216754	0.269821	0.0288657	0.484559
806	-230.3795	-225.2585	-5.121041	1	0	1	1	0.02815448	0.02815448	0.00313148	0.0480545	0.0877643	0.0877643	0.04649137	0.04649137	0.074617	0.308306	0.0329829	0.584094
807	-232.5623	-225.8723	-6.689994	1	0	1	1	0.04037666	0.04037666	0.00103492	0.0480545	0.07943339	0.07943339	0.05640153	0.05640153	0.112792	0.466041	0.0498576	0.371308
808	-229.939	-230.1052	0.1662177	1	0	1	1	0.01936754	0.01936754	0.002593528	0.02742307	0.07943339	0.07943339	0.04533401	0.04533401	0.112792	0.466041	0.0498576	0.371308
809	-229.561	-227.9068	-1.654198	1	0	1	1	0.01936754	0.01936754	0.002593528	0.02742307	0.09301426	0.09301426	0.04533401	0.04533401	0.252456	0.291277	0.150836	0.305431
810	-230.3903	-231.6651	1.274827	1	0	1	1	0.01936754	0.01936754	0.001041291	0.02742307	0.07577296	0.07577296	0.04227611	0.04227611	0.307805	0.31766	0.183906	0.190629
811	-227.6692	-227.1354	-0.5338516	0	0	1	1	0.0234771	0.02235599	0.001240123	0.04394617	0.09105909	0.09105909	0.03383758	0.03383758	0.380357	0.0857558	0.227254	0.306633
812	-228.7122	-230.8255	2.11338	0	0	1	1	0.0234771	0.0003403874	0.002346943	0.04510579	0.09105909	0.09105909	0.03383758	0.03383758	0.257781	0.0581197	0.154018	0.530081
813	-230.1064	-228.7889	-1.31747	1	0	1	1	0.02178622	0.02178622	0.002346943	0.02163696	0.1056126	0.1056126	0.03383758	0.03383758	0.257781	0.0581197	0.154018	0.530081
814	-230.6148	-228.062	-2.552814	1	0	1	0	0.04198606	0.04198606	0.0009967238	0.04674838	0.1056126	0.1056126	0.03383758	0.001796792	0.0509973	0.160492	0.377325	0.411185
815	-233.8076	-221.9388	-11.86882	1	0	1	1	0.03165399	0.03165399	0.008739239	0.04674838	0.1108503	0.1108503	0.06594475	0.06594475	0.0751167	0.236398	0.555784	0.132702
816	-232.5408	-222.9937	-9.547104	1	0	1	1	0.03165399	0.03165399	0.008739239	0.02942769	0.1108503	0.1108503	0.06594475	0.06594475	0.221	0.566547	0.0675678	0.144885
817	-232.6665	-223.0062	-9.66033	1	0	1	1	0.03165399	0.03165399	0.009000857	0.03001077	0.1108503	0.1108503	0.06594475	0.06594475	0.229529	0.560344	0.0668281	0.143299
818	-233.4945	-224.9532	-8.541303	1	0	1	1	0.02634363	0.02634363	0.009000857	0.03001077	0.08973947	0.08973947	0.0840176	0.0840176	0.229529	0.560344	0.0668281	0.143299
819	-230.8264	-232.3288	1.502426	1	0	1	0	0.02968449	0.02968449	0.007464297	0.01870264	0.08973947	0.08973947	0.02429001	0.03084388	0.144506	0.618289	0.0670875	0.170118
820	-231.7452	-229.1295	-2.615687	1	0	1	0	0.02083386	0.02083386	0.00342872	0.01870264	0.09778476	0.09778476	0.05798364	0.03271356	0.125453	0.668617	0.058242	0.147688
821	-228.2247	-225.2707	-2.953994	0	0	1	1	0.02083386	0.00956115	0.002688685	0.04511896	0.09778476	0.09778476	0.05798364	0.05798364	0.137335	0.73194	0.063758	0.0669673
822	-231.7666	-221.9661	-9.800424	1	0	1	1	0.03492506	0.03492506	0.004520773	0.04833376	0.09778476	0.09778476	0.0629414	0.0629414	0.137335	0.73194	0.063758	0.0669673
823	-231.5314	-222.4868	-9.044593	1	0	1	1	0.04258838	0.04258838	0.004494961	0.03214301	0.1006993	0.1006993	0.0629414	0.0629414	0.100825	0.550806	0.0479797	0.30039
824	-235.1606	-231.6904	-3.470218	1	0	1	1	0.04258838	0.04258838	0.005293211	0.02454427	0.06591321	0.06591321	0.0629414	0.0629414	0.181584	0.19101	0.0864105	0.540996
825	-232.0953	-224.7536	-7.34163	1	0	1	1	0.04258838	0.04258838	0.005293211	0.02454427	0.09479514	0.09479514	0.0629414	0.0629414	0.181584	0.19101	0.0864105	0.540996
826	-231.4487	-224.6693	-6.779428	1	0	1	1	0.03839418	0.03839418	0.005293211	0.02454427	0.09479514	0.09479514	0.0629414	0.0629414	0.181584	0.19101	0.0864105	0.540996
827	-233.8107	-230.2184	-3.592249	1	0	1	1	0.04301327	0.04301327	0.001631542	0.02152804	0.07307662	0.07307662	0.0629414	0.0629414	0.243755	0.36333	0.115996	0.276919
828	-232.9635	-232.7995	-0.1639681	1	0	1	1	0.04301327	0.04301327	0.001577738	0.02152804	0.07307662	0.07307662	0.03741917	0.03741917	0.247843	0.334912	0.161985	0.25526
829	-227.1614	-237.651	10.48965	0	0	1	0	0.02817977	0.004512962	0.001712953	0.02152804	0.07307662	0.07307662	0.02776012	0.01344863	0.205981	0.278344	0.284006	0.231669
830	-228.87	-234.2304	5.360436	0	0	1	1	0.02817977	0.004512962	0.0007717398	0.04207758	0.07492993	0.07492993	0.02147085	0.02147085	0.199009	0.171531	0.499282	0.130178
831	-230.0091	-229.6828	-0.3262691	1	0	1	1	0.0256711	0.0256711	0.0007717398	0.04207758	0.08901555	0.08901555	0.02028968	0.02028968	0.308865	0.0731489	0.562473	0.0555139
832	-227.8097	-233.2058	5.396088	0	0	1	1	0.01442467	0.01133906	0.003241032	0.02429305	0.08901555	0.08901555	0.02936352	0.02936352	0.343197	0.337038	0.29104	0.0287246
833	-228.2423	-225.5112	-2.731063	0	0	1	1	0.02600234	0.01103424	0.001702343	0.02429305	0.1090906	0.1090906	0.06018537	0.06018537	0.380687	0.373855	0.213595	0.0318624
834	-231.9347	-224.954	-6.980713	1	0	1	1	0.04325045	0.04325045	0.006176995	0.02429305	0.1171959	0.1171959	0.03655344	0.03655344	0.438897	0.338716	0.193519	0.0288676
835	-231.3888	-222.1041	-9.284609	1	0	1	1	0.04325045	0.04325045	0.002266076	0.04634117	0.1171959	0.1171959	0.03560401	0.03560401	0.112197	0.535933	0.306195	0.0456757
836	-227.5367	-224.8369	-2.699797	0	0	1	1	0.02807189	0.02218654	0.002266076	0.03897963	0.1098039	0.1098039	0.03076665	0.03076665	0.322863	0.408761	0.233538	0.0348373
837	-231.6096	-229.2172	-2.392346	1	0	1	1	0.02807189	0.02807189	0.006188442	0.01840835	0.1098039	0.1098039	0.03076665	0.03076665	0.252977	0.320283	0.182988	0.243752
838	-228.6731	-226.1503	-2.522841	1	0	1	1	0.02807189	0.02807189	0.002423345	0.03341528	0.09953559	0.09953559	0.03076665	0.03076665	0.252977	0.320283	0.182988	0.243752
839	-230.9752	-226.4778	-4.497389	1	0	1	1	0.02013258	0.02013258	0.002423345	0.04929101	0.1063299	0.1063299	0.03076665	0.03076665	0.294574	0.208519	0.213076	0.283831
840	-230.1832	-224.6744	-5.508838	1	0	1	1	0.02772201	0.02772201	0.002379637	0.04929101	0.1063299	0.1063299	0.03076665	0.03076665	0.185496	0.401735	0.231296	0.181472
841	-227.7601	-228.6213	0.8612593	0	0	1	1	0.02772201	0.009521321	0.002379637	0.02071383	0.1110655	0.1110655	0.03410579	0.03410579	0.225093	0.487491	0.28067	0.00674664
842	-227.8139	-231.1024	3.288485	1	0	1	0	0.01969195	0.01969195	0.002944502	0.03712851	0.09300041	0.09300041	0.02934565	0.005289218	0.248157	0.435918	0.309429	0.00649558
843	-229.1824	-224.8944	-4.287969	1	0	1	0	0.04120459	0.04120459	0.002944502	0.03712851	0.125019	0.125019	0.03014491	0.007481432	0.187261	0.346968	0.460028	0.00574296
844	-227.363	-230.5301	3.167025	0	0	1	1	0.03149199	0.007389255	0.0009195809	0.0354665	0.08680326	0.08680326	0.02623579	0.02623579	0.158646	0.293948	0.542541	0.00486539
845	-230.3793	-224.3151	-6.06427	1	0	1	1	0.03094743	0.03094743	0.002095859	0.0354665	0.1258873	0.1258873	0.02623579	0.02623579	0.158646	0.293948	0.542541	0.00486539
846	-230.8619	-224.64	-6.221908	1	0	1	1	0.03094743	0.03094743	0.002095859	0.0354665	0.08272155	0.08272155	0.07057759	0.07057759	0.158646	0.293948	0.542541	0.00486539
847	-229.2081	-227.391	-1.817106	1	0	1	1	0.02545143	0.02545143	0.002095859	0.0354665	0.08272155	0.08272155	0.0432124	0.0432124	0.0909308	0.350141	0.55396	0.0049678
848	-232.3926	-229.5544	-2.838253	1	0	1	1	0.02545143	0.02545143	0.002094563	0.06063641	0.08227409	0.08227409	0.02610932	0.02610932	0.101018	0.346256	0.547813	0.00491267
849	-227.2928	-233.7192	6.426404	0	0	1	1	0.02196141	0.009549308	0.002292865	0.02220902	0.08186848	0.08186848	0.02610932	0.02610932	0.275923	0.468499	0.248931	0.00664706
850	-227.1204	-227.3962	0.2758747	0	0	1	1	0.02196141	0.02427347	0.002292865	0.03260127	0.0883473	0.0883473	0.04039893	0.04039893	0.275923	0.468499	0.248931	0.00664706
851	-228.5488	-228.2389	-0.3099105	0	0	1	1	0.01931301	0.02389282	0.005353728	0.02354192	0.1014513	0.1014513	0.04069257	0.04069257	0.214361	0.587084	0.193391	0.00516401
852	-228.6136	-229.23	0.61644	1	0	1	0	0.02058997	0.02058997	0.002197334	0.02354192	0.1014513	0.1014513	0.04069257	0.01886139	0.596673	0.118411	0.277506	0.00741009
853	-227.1858	-232.1027	4.916939	1	0	1	0	0.02058997	0.02058997	0.002197334	0.02911094	0.0965132	0.0965132	0.008198453	0.01864157	0.486004	0.280118	0.226035	0.00784331
854	-229.036	-236.176	7.14007	1	0	1	0	0.01326141	0.01326141	0.002197334	0.02911094	0.0865125	0.0865125	0.008198453	0.0193856	0.64042	0.0513929	0.297852	0.0103353
855	-228.857	-228.5347	-0.3223268	1	0	1	1	0.02272641	0.02272641	0.002197334	0.03197758	0.0865125	0.0865125	0.03438241	0.03438241	0.456504	0.0432671	0.483454	0.0167756
856	-229.5466	-228.7073	-0.8392988	1	0	1	1	0.01963499	0.01963499	0.001062324	0.03001837	0.09655492	0.09655492	0.03438241	0.03438241	0.191685	0.253173	0.552154	0.00298863
857	-228.8295	-229.4883	0.6588193	0	0	1	1	0.01963499	0.001476285	0.004364265	0.03320593	0.1139545	0.1139545	0.03438241	0.03438241	0.18722	0.254571	0.555204	0.00300514
858	-230.7213	-233.0063	2.285086	1	0	1	1	0.02099131	0.02099131	0.004364265	0.03402927	0.0850462	0.0850462	0.01391309	0.01391309	0.546214	0.142131	0.309978	0.00167781
859	-230.7588	-232.5755	1.816637	1	0	1	1	0.02373818	0.02373818	0.004364265	0.02331988	0.09650349	0.09650349	0.01391309	0.01391309	0.546214	0.142131	0.309978	0.00167781
860	-232.0773	-233.8907	1.813416	1	0	0	1	0.03498964	0.03498964	0.00431759	0.02243049	0.09650349	0.0262504	0.01391309	0.01391309	0.275362	0.226964	0.494995	0.00267925
861	-232.0431	-232.5296	0.4865393	1	0	0	1	0.03498964	0.03498964	0.002096441	0.03220209	0.09650349	0.02859887	0.01391309	0.01391309	0.0956665	0.287184	0.610782	0.0063671
862	-239.2152	-235.3773	-3.837811	1	0	0	1	0.03498964	0.03498964	0.01670868	0.03220209	0.1135824	0.02916872	0.01391309	0.01391309	0.12353	0.370829	0.497419	0.00822157
863	-228.9066	-231.8962	2.989582	1	0	1	0	0.02307415	0.02307415	0.002960036	0.02041642	0.1135824	0.1135824	0.02431086	0.005286285	0.0885388	0.594411	0.278953	0.0380973
864	-230.8275	-232.209	1.381507	1	0	1	0	0.02307415	0.02307415	0.001108608	0.02041642	0.1293995	0.1293995	0.02431086	0.003317367	0.0434422	0.623821	0.292755	0.0399822
865	-225.6542	-228.0862	2.431975	0	0	1	0	0.02307415	0.01798498	0.002809638	0.03827892	0.1078778	0.1078778	0.02431086	0.01599544	0.0546132	0.445593	0.379077	0.120716
866	-231.4932	-228.7816	-2.711662	1	0	1	1	0.01699795	0.01699795	0.002809638	0.03827892	0.113224	0.113224	0.02431086	0.02431086	0.0546132	0.445593	0.379077	0.120716
867	-229.7911	-227.5884	-2.202697	1	0	1	1	0.03960748	0.03960748	0.00139046	0.03035279	0.09616278	0.09616278	0.02431086	0.02431086	0.072988	0.673634	0.0920459	0.161332
868	-230.2019	-228.6839	-1.517998	1	0	1	1	0.03960748	0.03960748	0.00139046	0.02524473	0.09616278	0.09616278	0.02431086	0.02431086	0.0479829	0.561686	0.25581	0.134521
869	-230.7507	-227.929	-2.821711	1	0	1	1	0.02313721	0.02313721	0.001805022	0.02533817	0.1218512	0.1218512	0.02431086	0.02431086	0.0524644	0.520748	0.279702	0.147085
870	-230.196	-232.6589	2.462935	1	0	1	1	0.01954483	0.01954483	0.004367373	0.02533817	0.08084813	0.08084813	0.02691882	0.02691882	0.441107	0.309506	0.188504	0.0608823
871	-230.4634	-233.7499	3.28657	1	0	1	1	0.01954483	0.01954483	0.001297193	0.02226378	0.08084813	0.08084813	0.02691882	0.02691882	0.136789	0.390791	0.238011	0.234409
872	-228.8385	-223.6011	-5.237395	0	0	1	1	0.03442488	0.013145	0.003170256	0.04125504	0.09787508	0.09787508	0.06113568	0.06113568	0.136789	0.390791	0.238011	0.234409
873	-230.1646	-221.8176	-8.346991	1	0	1	1	0.03442488	0.03442488	0.003170256	0.04125504	0.1096045	0.1096045	0.04920804	0.04920804	0.195589	0.128916	0.340323	0.335172
874	-228.0782	-228.0425	-0.03563435	0	0	1	1	0.03035156	0.006942951	0.0008333833	0.04125504	0.08360822	0.08360822	0.04920804	0.04920804	0.2221	0.0108449	0.386452	0.380603
875	-228.908	-232.3176	3.409677	0	0	1	1	0.03035156	0.00657798	0.006162027	0.03090574	0.08360822	0.08360822	0.02889058	0.02889058	0.2221	0.0108449	0.386452	0.380603
876	-229.6948	-230.1065	0.4117189	1	0	1	1	0.02811294	0.02811294	0.0008025503	0.03090574	0.08360822	0.08360822	0.02889058	0.02889058	0.173772	0.00848512	0.302361	0.515381
877	-231.3282	-224.5116	-6.816607	1	0	1	1	0.02811294	0.02811294	0.0005000533	0.034706	0.1289542	0.1289542	0.03397233	0.03397233	0.163048	0.0696765	0.283701	0.483574
878	-231.7723	-223.6562	-8.116138	1	0	1	1	0.04190432	0.04190432	0.004363791	0.02850313	0.1289542	0.1289542	0.03221499	0.03221499	0.372709	0.0362838	0.234501	0.356506
879	-231.5414	-233.0871	1.5457	1	0	1	1	0.01753692	0.01753692	0.006559425	0.02850313	0.0804219	0.0804219	0.0308388	0.0308388	0.364189	0.0445641	0.303448	0.287799
880	-229.1623	-229.363	0.2006845	0	0	1	1	0.01753692	0.01066137	0.003003964	0.02392549	0.1215693	0.1215693	0.0337391	0.0337391	0.258614	0.277461	0.299426	0.164499
881	-232.451	-225.1802	-7.270877	1	0	1	1	0.01753692	0.01753692	0.001586732	0.031166	0.1215693	0.1215693	0.05777557	0.05777557	0.426514	0.261113	0.282654	0.0297196
882	-231.9502	-223.631	-8.319193	1	0	0	1	0.0305474	0.0305474	0.001993569	0.02360914	0.1467306	0.01334087	0.05777557	0.05777557	0.232751	0.142491	0.154246	0.470512
883	-229.4689	-228.88	-0.5889095	1	0	1	1	0.0305474	0.0305474	0.002740638	0.02360914	0.09823184	0.09823184	0.02465601	0.02465601	0.302377	0.185116	0.200387	0.312119
884	-229.9251	-231.1603	1.235176	1	0	1	1	0.02772737	0.02772737	0.002351773	0.02130372	0.09013791	0.09013791	0.02465601	0.02465601	0.218096	0.135265	0.182769	0.46387
885	-229.3694	-226.5476	-2.821778	1	0	1	1	0.02772737	0.02772737	0.003535906	0.0401344	0.09013791	0.09013791	0.03490732	0.03490732	0.327681	0.0876268	0.42672	0.157972
886	-230.3088	-227.3993	-2.909487	1	0	1	1	0.02637213	0.02637213	0.005545488	0.0401344	0.09013791	0.09013791	0.03490732	0.03490732	0.223345	0.0839607	0.290849	0.401845
887	-228.8605	-226.8634	-1.997059	1	0	1	1	0.02637213	0.02637213	0.001689193	0.0282719	0.09904971	0.09904971	0.03490732	0.03490732	0.220535	0.0954848	0.28719	0.39679
888	-229.0662	-226.541	-2.525249	0	0	1	1	0.02637213	0.004578495	0.001689193	0.03523196	0.1320955	0.1320955	0.03080525	0.03080525	0.0728713	0.162375	0.397049	0.367704
889	-229.9268	-223.8078	-6.119072	1	0	1	1	0.02637213	0.02637213	0.001790206	0.04281176	0.1135569	0.1135569	0.03651077	0.03651077	0.114978	0.256199	0.418434	0.210389
890	-231.9128	-233.0899	1.177155	1	0	1	1	0.01692958	0.01692958	0.004371283	0.0352731	0.09351998	0.09351998	0.0165157	0.0165157	0.0875481	0.195079	0.31861	0.398763
891	-229.7283	-232.9784	3.250179	0	0	1	1	0.01692958	0.01360442	0.004371283	0.04274506	0.09351998	0.09351998	0.0165157	0.0165157	0.0928473	0.193946	0.31676	0.396447
892	-230.01	-229.7775	-0.2325211	1	0	1	0	0.01692958	0.01692958	0.004371283	0.04267985	0.09351998	0.09351998	0.03891244	0.0172549	0.141629	0.295844	0.530771	0.0317568
893	-232.2836	-235.7583	3.474623	1	0	1	0	0.01220464	0.01220464	0.003238603	0.04267985	0.07172116	0.07172116	0.03891244	0.0172549	0.312573	0.165891	0.492093	0.0294427
894	-231.021	-230.7549	-0.2660312	1	0	1	1	0.03324745	0.03324745	0.003238603	0.04267985	0.07772216	0.07772216	0.02048819	0.02048819	0.516443	0.116693	0.346153	0.0207109
895	-230.0923	-228.0052	-2.087163	1	0	1	1	0.03324745	0.03324745	0.003025762	0.04267985	0.0915212	0.0915212	0.02048819	0.02048819	0.316939	0.389652	0.224253	0.0691562
896	-229.1323	-228.3257	-0.8066799	1	0	1	1	0.03324745	0.03324745	0.002020542	0.02881548	0.096838	0.096838	0.02048819	0.02048819	0.21975	0.576813	0.155487	0.0479497
897	-229.1377	-225.7172	-3.420409	1	0	1	1	0.02501753	0.02501753	0.002020542	0.03462435	0.1115137	0.1115137	0.02773276	0.02773276	0.21975	0.576813	0.155487	0.0479497
898	-228.0538	-229.7024	1.64866	1	0	1	0	0.02501753	0.02501753	0.003296415	0.03462435	0.0836326	0.0836326	0.02773276	0.02533017	0.274747	0.15619	0.163832	0.405232
899	-231.6735	-231.8034	0.1298978	1	0	1	1	0.02501753	0.02501753	0.008100044	0.03053204	0.0836326	0.0836326	0.02714029	0.02714029	0.134744	0.309152	0.357366	0.198738
900	-231.7335	-229.8195	-1.914076	1	0	1	1	0.02567063	0.02567063	0.008100044	0.02886224	0.09989797	0.09989797	0.02714029	0.02714029	0.0847035	0.0979064	0.419085	0.398305
901	-234.512	-228.6413	-5.870694	1	0	1	1	0.02567063	0.02567063	0.01048293	0.02886224	0.1240602	0.1240602	0.03011272	0.03011272	0.0847035	0.0979064	0.419085	0.398305
902	-233.1212	-228.2371	-4.884083	1	0	1	1	0.02640122	0.02640122	0.008018484	0.02762071	0.1240602	0.1240602	0.02572768	0.02572768	0.162066	0.187328	0.276247	0.374359
903	-230.6198	-222.3362	-8.283609	1	0	1	1	0.02640122	0.02640122	0.00231116	0.0309543	0.1186678	0.1186678	0.05885539	0.05885539	0.197155	0.179483	0.264679	0.358683
904	-235.5577	-232.8755	-2.682268	1	0	1	1	0.0419481	0.0419481	0.005830643	0.05014135	0.0716062	0.0716062	0.02587583	0.02587583	0.188424	0.180861	0.252957	0.377758
905	-229.7318	-223.5214	-6.210399	1	0	1	1	0.02675546	0.02675546	0.00174253	0.04519162	0.1089605	0.1089605	0.039073	0.039073	0.45965	0.120418	0.16842	0.251513
906	-224.7713	-228.122	3.350686	0	0	1	0	0.02675546	0.008576617	0.00174253	0.03870349	0.1089605	0.1089605	0.03052719	0.008212221	0.512156	0.291146	0.0788886	0.11781
907	-229.1655	-226.5627	-2.602761	1	0	1	1	0.02675546	0.02675546	0.00174253	0.03627807	0.1089605	0.1089605	0.02107245	0.02107245	0.0751163	0.819106	0.0370563	0.0687216
908	-231.8319	-228.9576	-2.87434	1	0	1	0	0.03737286	0.03737286	0.001669061	0.05505753	0.08666174	0.08666174	0.0085459	0.04406972	0.279333	0.493604	0.1378	0.0892621
909	-230.1164	-225.3078	-4.80854	1	0	1	1	0.03737286	0.03737286	0.004161562	0.0247491	0.1119364	0.1119364	0.03304485	0.03304485	0.452744	0.374831	0.104642	0.0677835
