Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
1853	-232.2597	-224.988	-7.271748	0	0	1	1	0.02797462	0.01342032	0.006611079	0.06230095	0.09652917	0.09652917	0.0593467	0.0593467	0.13169	0.048366	0.274624	0.545321
1854	-235.9369	-225.2781	-10.65881	1	0	1	1	0.02264901	0.02264901	0.006611079	0.06977361	0.09652917	0.09652917	0.0593467	0.0593467	0.210812	0.0774256	0.439625	0.272138
1855	-234.2521	-228.7533	-5.498806	1	0	1	1	0.02264901	0.02264901	0.002695891	0.06977361	0.09652917	0.09652917	0.02476668	0.02476668	0.215826	0.0554838	0.45008	0.27861
1856	-230.3276	-223.3275	-7.00007	1	0	1	1	0.03605818	0.03605818	0.002695891	0.04617961	0.09652917	0.09652917	0.0461514	0.0461514	0.388009	0.040871	0.331543	0.239577
1857	-229.4217	-224.2388	-5.182915	1	0	1	1	0.03605818	0.03605818	0.002695891	0.03759205	0.09652917	0.09652917	0.04118243	0.04118243	0.458989	0.0940833	0.163524	0.283404
1858	-230.4274	-220.9294	-9.497974	1	0	1	1	0.03605818	0.03605818	0.001641701	0.03911291	0.1090098	0.1090098	0.06042679	0.06042679	0.518217	0.0740855	0.087723	0.319974
1859	-230.6923	-220.9766	-9.715702	1	0	1	1	0.03605818	0.03605818	0.003266022	0.03911291	0.1090098	0.1090098	0.06042679	0.06042679	0.0941698	0.112768	0.306021	0.487042
1860	-230.699	-220.6282	-10.07074	1	0	1	1	0.03605818	0.03605818	0.001345465	0.03911291	0.1123964	0.1123964	0.06160946	0.06160946	0.27569	0.272693	0.28181	0.169807
1861	-230.7866	-224.9568	-5.829823	1	0	1	1	0.03605818	0.03605818	0.006095132	0.03015948	0.1123964	0.1123964	0.03417468	0.03417468	0.27569	0.272693	0.28181	0.169807
1862	-233.2633	-229.4541	-3.809213	1	0	1	1	0.04940101	0.04940101	0.003440146	0.02358249	0.1123964	0.1123964	0.01498945	0.01498945	0.178361	0.356424	0.18232	0.282895
1863	-228.8721	-232.3933	3.521276	0	0	1	1	0.02015111	0.01110397	0.003440146	0.02358249	0.1123964	0.1123964	0.01498945	0.01498945	0.401233	0.177058	0.410139	0.0115699
1864	-228.0618	-229.9078	1.846001	0	0	1	1	0.01840442	0.009852878	0.003440146	0.02358249	0.110259	0.110259	0.03262263	0.03262263	0.298648	0.207393	0.480407	0.0135521
1865	-228.9827	-228.7093	-0.2734512	1	0	1	1	0.02359069	0.02359069	0.003440146	0.03430075	0.08628551	0.08628551	0.02981451	0.02981451	0.47556	0.330248	0.172611	0.02158
1866	-229.2526	-228.9791	-0.2734512	1	0	1	1	0.02359069	0.02359069	0.003440146	0.03430075	0.08628551	0.08628551	0.02981451	0.02981451	0.205705	0.287695	0.383841	0.122759
1867	-227.3311	-231.5434	4.212274	1	0	1	0	0.02359069	0.02359069	0.001765131	0.03430075	0.08628551	0.08628551	0.02981451	0.004751898	0.311778	0.302693	0.0399868	0.345542
1868	-226.9038	-230.1113	3.207454	0	0	1	1	0.02359069	0.009336955	0.003922814	0.03505427	0.08628551	0.08628551	0.02981451	0.02981451	0.246467	0.448764	0.0316104	0.273159
1869	-229.7253	-229.1305	-0.5948816	1	0	1	1	0.02275487	0.02275487	0.005102855	0.02720574	0.08628551	0.08628551	0.03848061	0.03848061	0.399619	0.29179	0.0512528	0.257338
1870	-230.2541	-228.1693	-2.084805	1	0	1	1	0.01968275	0.01968275	0.0006328116	0.02720574	0.104943	0.104943	0.03848061	0.03848061	0.399619	0.29179	0.0512528	0.257338
1871	-234.9317	-234.2268	-0.704883	1	0	1	1	0.05108911	0.05108911	0.0008516168	0.02720574	0.07356286	0.07356286	0.0279409	0.0279409	0.118116	0.203104	0.499657	0.179123
1872	-235.1627	-226.1382	-9.024546	1	0	1	1	0.05108911	0.05108911	0.0008516168	0.04238125	0.07963781	0.07963781	0.06875768	0.06875768	0.118116	0.203104	0.499657	0.179123
1873	-236.6584	-234.013	-2.645364	1	0	1	1	0.05108911	0.05108911	0.008549375	0.0300985	0.07721619	0.07721619	0.02817363	0.02817363	0.0936467	0.225046	0.396146	0.285162
1874	-234.1618	-231.5226	-2.639245	1	0	1	1	0.05108911	0.05108911	0.000698714	0.0300985	0.07721619	0.07721619	0.03597865	0.03597865	0.101289	0.0931063	0.497174	0.308432
1875	-233.6629	-230.6176	-3.045294	1	0	1	1	0.049702	0.049702	0.0008488621	0.0343647	0.07721619	0.07721619	0.03597865	0.03597865	0.107066	0.098417	0.468493	0.326024
1876	-226.8807	-229.7271	2.846341	0	0	1	1	0.02766776	0.004751784	0.002943267	0.0343647	0.08499261	0.08499261	0.03597865	0.03597865	0.51737	0.0592862	0.282219	0.141125
1877	-227.1827	-232.2626	5.079924	0	0	1	1	0.02766776	0.004722433	0.002943267	0.02651965	0.08499261	0.08499261	0.02718983	0.02718983	0.414512	0.104488	0.232277	0.248723
1878	-230.2373	-230.8735	0.6361694	1	0	1	1	0.02766776	0.02766776	0.002943267	0.03581675	0.07154856	0.07154856	0.03266922	0.03266922	0.338002	0.26978	0.189404	0.202814
1879	-230.5528	-229.9184	-0.6343784	1	0	1	1	0.02825458	0.02825458	0.001002155	0.03581675	0.07154856	0.07154856	0.04350218	0.04350218	0.262923	0.209855	0.147332	0.37989
1880	-229.0195	-233.7014	4.681848	0	0	1	1	0.03102885	0.01412914	0.001002155	0.02630327	0.07154856	0.07154856	0.03299335	0.03299335	0.262923	0.209855	0.147332	0.37989
1881	-229.5153	-227.5667	-1.948575	1	0	1	1	0.03102885	0.03102885	0.00355267	0.03523267	0.09980029	0.09980029	0.02031406	0.02031406	0.351261	0.280363	0.196833	0.171543
1882	-229.1477	-224.5042	-4.643492	1	0	1	1	0.03325225	0.03325225	0.00355267	0.03515246	0.09980029	0.09980029	0.03827579	0.03827579	0.397733	0.317456	0.222875	0.061936
1883	-229.1883	-222.3962	-6.792149	0	0	1	1	0.03260176	0.02090122	0.002076617	0.0432657	0.09980029	0.09980029	0.06395928	0.06395928	0.0750523	0.381329	0.139619	0.403999
1884	-229.5194	-223.7478	-5.77155	1	0	1	1	0.03260176	0.03260176	0.002076617	0.0432657	0.09980029	0.09980029	0.04070475	0.04070475	0.149112	0.282229	0.277392	0.291267
1885	-231.7776	-233.8238	2.046197	1	0	1	1	0.03260176	0.03260176	0.002076617	0.03623919	0.06906593	0.06906593	0.02014282	0.02014282	0.149112	0.282229	0.277392	0.291267
1886	-230.0035	-225.8185	-4.185065	1	0	1	1	0.0262527	0.0262527	0.002257436	0.03623919	0.1160963	0.1160963	0.02576779	0.02576779	0.163992	0.085953	0.435275	0.31478
1887	-228.5986	-230.0447	1.446076	1	0	1	0	0.0262527	0.0262527	0.00440127	0.03623919	0.08792023	0.08792023	0.01648735	0.02984443	0.235432	0.165331	0.547521	0.0517155
1888	-229.8994	-233.4668	3.567382	1	0	1	0	0.0262527	0.0262527	0.005653597	0.01916225	0.08792023	0.08792023	0.01648735	0.02984345	0.108355	0.451649	0.25199	0.188006
1889	-231.934	-230.9607	-0.9732771	1	0	1	0	0.02327385	0.02327385	0.005653597	0.01916225	0.1241172	0.1241172	0.0171415	0.02984589	0.153893	0.221192	0.357895	0.26702
1890	-233.084	-230.3566	-2.727452	1	0	1	1	0.02008341	0.02008341	0.005053692	0.01916225	0.1241172	0.1241172	0.02732265	0.02732265	0.0778704	0.605921	0.181096	0.135113
1891	-231.0988	-229.2695	-1.82939	0	0	1	1	0.02008341	0.0202666	0.005053692	0.01659394	0.1219618	0.1219618	0.04162173	0.04162173	0.123043	0.530206	0.228521	0.11823
1892	-231.1771	-229.1415	-2.03565	0	0	1	1	0.01968465	0.0202666	0.005053692	0.01659394	0.1219618	0.1219618	0.04355925	0.04355925	0.202602	0.414245	0.178542	0.204611
1893	-231.5962	-230.2313	-1.364869	1	0	1	1	0.03061149	0.03061149	0.005375558	0.01552256	0.09050506	0.09050506	0.04355925	0.04355925	0.160417	0.477847	0.12571	0.236026
1894	-231.3697	-222.0665	-9.303177	1	0	1	1	0.03687195	0.03687195	0.005375558	0.03395036	0.125039	0.125039	0.04355925	0.04355925	0.308295	0.393682	0.103568	0.194454
1895	-230.2627	-222.0432	-8.219563	1	0	1	1	0.03687195	0.03687195	0.003488169	0.04133126	0.1122919	0.1122919	0.04272878	0.04272878	0.166459	0.633996	0.0945529	0.104992
1896	-229.8409	-222.5919	-7.249005	1	0	1	1	0.03687195	0.03687195	0.003488169	0.0340906	0.1122919	0.1122919	0.04272878	0.04272878	0.324374	0.322273	0.299984	0.0533696
1897	-229.5955	-222.6451	-6.950453	1	0	1	1	0.03687195	0.03687195	0.001260877	0.0340906	0.1122919	0.1122919	0.04272878	0.04272878	0.324374	0.322273	0.299984	0.0533696
1898	-230.5892	-222.3848	-8.204396	1	0	1	1	0.03352077	0.03352077	0.0006819072	0.0299809	0.1122919	0.1122919	0.06012343	0.06012343	0.196938	0.430726	0.316099	0.0562366
1899	-231.5899	-228.5091	-3.080767	1	0	1	1	0.03352077	0.03352077	0.0006819072	0.0299809	0.07406804	0.07406804	0.06012343	0.06012343	0.577497	0.22304	0.0345551	0.164907
1900	-231.0004	-228.7702	-2.230189	1	0	1	1	0.02702285	0.02702285	0.0008342511	0.0299809	0.07406804	0.07406804	0.06012343	0.06012343	0.18615	0.703024	0.0299325	0.0808929
1901	-230.2306	-230.0425	-0.1881207	1	0	1	1	0.02702285	0.02702285	0.0008342511	0.0299809	0.07406804	0.07406804	0.04488898	0.04488898	0.132209	0.749621	0.0319164	0.0862544
1902	-229.7776	-228.4672	-1.310386	1	0	1	1	0.02381885	0.02381885	0.0008151131	0.02352271	0.09212182	0.09212182	0.04488898	0.04488898	0.1037	0.570163	0.0242757	0.301861
1903	-229.5135	-226.9317	-2.58184	1	0	1	1	0.02381885	0.02381885	0.003507176	0.02352271	0.09891519	0.09891519	0.04488898	0.04488898	0.1037	0.570163	0.0242757	0.301861
1904	-228.2893	-225.4146	-2.874717	0	0	1	1	0.01936042	0.0159028	0.003507176	0.03071807	0.105859	0.105859	0.05803211	0.05803211	0.207103	0.141555	0.0484819	0.602859
1905	-230.377	-227.315	-3.061996	1	0	1	1	0.01936042	0.01936042	0.003760184	0.03071807	0.08636422	0.08636422	0.05803211	0.05803211	0.0468315	0.352543	0.044707	0.555919
1906	-231.5515	-231.1293	-0.4221848	1	0	1	1	0.01936042	0.01936042	0.003949077	0.02654529	0.0706543	0.0706543	0.05803211	0.05803211	0.312817	0.252588	0.0362932	0.398302
1907	-233.2817	-231.0047	-2.277042	1	0	1	0	0.01936042	0.01936042	0.0036574	0.02384211	0.08219136	0.08219136	0.08842632	0.01144317	0.217137	0.533611	0.0251924	0.22406
1908	-238.1305	-223.6968	-14.4337	1	0	1	1	0.0492603	0.0492603	0.0036574	0.05953604	0.08219136	0.08219136	0.08842632	0.08842632	0.0478124	0.335673	0.475568	0.140947
1909	-234.7341	-228.4763	-6.257745	1	0	1	1	0.04659761	0.04659761	0.001475647	0.05953604	0.08219136	0.08219136	0.03227564	0.03227564	0.233063	0.18522	0.262412	0.319305
1910	-231.4264	-228.7157	-2.710724	1	0	1	1	0.02883637	0.02883637	0.001475647	0.05439329	0.07863348	0.07863348	0.03227564	0.03227564	0.194552	0.268181	0.252279	0.284988
1911	-229.5853	-231.378	1.792657	0	0	1	1	0.01837339	0.01235136	0.00269113	0.05439329	0.07863348	0.07863348	0.03211693	0.03211693	0.102964	0.141932	0.604277	0.150827
1912	-231.8352	-228.9284	-2.906851	1	0	1	1	0.02924276	0.02924276	0.00269113	0.05439329	0.07863348	0.07863348	0.03211693	0.03211693	0.0446974	0.0507292	0.76739	0.137183
1913	-230.8259	-225.906	-4.919873	1	0	1	1	0.02924276	0.02924276	0.001953419	0.05439329	0.09438895	0.09438895	0.03211693	0.03211693	0.195083	0.0885112	0.117664	0.598741
1914	-229.005	-228.3489	-0.6561274	1	0	1	1	0.02924276	0.02924276	0.001297783	0.02615464	0.09438895	0.09438895	0.02920236	0.02920236	0.331145	0.150244	0.115992	0.40262
1915	-229.1897	-226.9041	-2.285624	1	0	1	0	0.0439036	0.0439036	0.001297783	0.03305566	0.09438895	0.09438895	0.02920236	0.02713645	0.378272	0.449658	0.132499	0.0395703
1916	-228.8615	-230.7843	1.922796	0	0	1	0	0.04528951	0.02370359	0.002184163	0.03669737	0.0893171	0.0893171	0.009763472	0.02717526	0.603915	0.286464	0.0844114	0.0252091
1917	-227.8081	-232.3254	4.517371	1	0	1	0	0.02095551	0.02095551	0.002184163	0.03669737	0.0814566	0.0814566	0.009763472	0.02717526	0.517253	0.239457	0.101783	0.141508
1918	-229.4234	-223.6475	-5.775907	1	0	1	0	0.03084995	0.03084995	0.002336412	0.03669737	0.1320998	0.1320998	0.02590736	0.02713254	0.517253	0.239457	0.101783	0.141508
1919	-232.5104	-225.8941	-6.616343	1	0	1	1	0.03084995	0.03084995	0.005200369	0.04170809	0.1270416	0.1270416	0.01995155	0.01995155	0.0778426	0.457417	0.194428	0.270313
1920	-230.1975	-225.24	-4.957514	1	0	1	1	0.02723715	0.02723715	0.002779665	0.02804123	0.1228891	0.1228891	0.03142899	0.03142899	0.0778426	0.457417	0.194428	0.270313
1921	-229.671	-225.847	-3.824063	1	0	1	1	0.02723715	0.02723715	0.002779665	0.02804123	0.1144332	0.1144332	0.03142899	0.03142899	0.140309	0.168538	0.203921	0.487232
1922	-230.1411	-226.1132	-4.027865	1	0	1	1	0.02723715	0.02723715	0.004300091	0.02804123	0.1144332	0.1144332	0.03142899	0.03142899	0.140309	0.168538	0.203921	0.487232
1923	-233.7402	-223.8064	-9.933876	1	0	1	1	0.03157877	0.03157877	0.00609246	0.01750161	0.1144332	0.1144332	0.07989528	0.07989528	0.0637748	0.622075	0.0926882	0.221462
1924	-237.0775	-228.6074	-8.47013	1	0	1	1	0.03818675	0.03818675	0.009093071	0.009712541	0.1016937	0.1016937	0.07989528	0.07989528	0.0637748	0.622075	0.0926882	0.221462
1925	-232.7599	-226.1649	-6.594982	1	0	0	1	0.03818675	0.03818675	0.008270036	0.009712541	0.1289204	0.007435326	0.06860886	0.06860886	0.0793797	0.350332	0.115368	0.45492
1926	-234.7092	-222.8474	-11.86182	1	0	1	1	0.03818675	0.03818675	0.008270036	0.01989833	0.1289204	0.1289204	0.06860886	0.06860886	0.0793797	0.350332	0.115368	0.45492
1927	-233.6268	-223.8066	-9.820237	1	0	1	1	0.03818675	0.03818675	0.008270036	0.01989833	0.1136896	0.1136896	0.06860886	0.06860886	0.0793797	0.350332	0.115368	0.45492
1928	-228.9178	-229.5624	0.6445589	0	0	1	1	0.0295444	0.02151439	0.001541453	0.01989833	0.1088375	0.1088375	0.02578863	0.02578863	0.2315	0.109225	0.517443	0.141833
1929	-228.9591	-223.0076	-5.951464	0	0	1	1	0.0295444	0.02169534	0.003473506	0.04698733	0.1088375	0.1088375	0.045795	0.045795	0.20953	0.193762	0.468336	0.128372
1930	-229.561	-224.3941	-5.166939	1	0	1	1	0.0295444	0.0295444	0.003473506	0.0262881	0.1088375	0.1088375	0.045795	0.045795	0.20953	0.193762	0.468336	0.128372
1931	-229.0361	-225.1433	-3.892734	0	0	0	1	0.03456146	0.01536194	0.003473506	0.0262881	0.1088375	0.02741594	0.06157764	0.06157764	0.480641	0.146739	0.0781467	0.294474
1932	-231.3412	-221.43	-9.911196	1	0	1	1	0.03456146	0.03456146	0.003473506	0.0262881	0.1234314	0.1234314	0.06157764	0.06157764	0.60908	0.185951	0.0990294	0.105939
1933	-230.8109	-224.4108	-6.400103	1	0	1	1	0.03009377	0.03009377	0.004495334	0.03756714	0.1234314	0.1234314	0.02755062	0.02755062	0.364346	0.302365	0.161026	0.172262
1934	-231.2466	-222.2468	-8.999737	1	0	1	1	0.02809315	0.02809315	0.003258128	0.02711735	0.1234314	0.1234314	0.06063232	0.06063232	0.449909	0.138532	0.198842	0.212717
1935	-230.1725	-222.815	-7.357543	1	0	0	1	0.02809315	0.02809315	0.003645704	0.02711735	0.1234314	0.02390292	0.06063232	0.06063232	0.758931	0.0519225	0.0537895	0.135357
1936	-229.6659	-231.7222	2.056247	1	0	0	1	0.02372572	0.02372572	0.003645704	0.02993351	0.0834038	0.02391465	0.03196973	0.03196973	0.758931	0.0519225	0.0537895	0.135357
1937	-229.7179	-225.1875	-4.530384	1	0	1	1	0.03821393	0.03821393	0.003645704	0.0367112	0.09864908	0.09864908	0.03196973	0.03196973	0.631605	0.162905	0.0449455	0.160544
1938	-227.6585	-227.6706	0.01206994	0	0	1	1	0.03821393	0.003941472	0.001437035	0.0367112	0.09956994	0.09956994	0.03196973	0.03196973	0.538055	0.286891	0.0382884	0.136765
1939	-231.1226	-225.9572	-5.165336	0	0	1	1	0.02258066	0.003959295	0.003449102	0.0367112	0.1434333	0.1434333	0.04033482	0.04033482	0.198165	0.737363	0.0141016	0.0503705
1940	-236.8715	-226.0333	-10.83822	1	0	1	1	0.04381225	0.04381225	0.006007289	0.04906274	0.1434333	0.1434333	0.01393248	0.01393248	0.254375	0.490222	0.190745	0.064658
1941	-234.4564	-225.8267	-8.629686	1	0	1	1	0.02324354	0.02324354	0.006007289	0.02797078	0.1445255	0.1445255	0.0380246	0.0380246	0.251784	0.495414	0.188803	0.0639995
1942	-229.8769	-230.859	0.982121	1	0	1	1	0.02324354	0.02324354	0.001611207	0.04153379	0.08092978	0.08092978	0.02074633	0.02074633	0.251784	0.495414	0.188803	0.0639995
1943	-227.7774	-228.3303	0.552859	0	0	1	1	0.03260445	0.01800384	0.001449797	0.04153379	0.09347065	0.09347065	0.02074633	0.02074633	0.431844	0.306783	0.151604	0.109768
1944	-229.354	-223.302	-6.051966	1	0	1	1	0.03260445	0.03260445	0.001449797	0.04153379	0.1103441	0.1103441	0.03460896	0.03460896	0.431844	0.306783	0.151604	0.109768
1945	-230.8944	-226.5537	-4.340655	1	0	1	0	0.0448537	0.0448537	0.006071462	0.02434883	0.1103441	0.1103441	0.03460896	0.02408892	0.477161	0.338977	0.167514	0.0163482
1946	-229.6154	-226.8004	-2.814997	1	0	1	1	0.02034566	0.02034566	0.002196033	0.02889756	0.1103441	0.1103441	0.03460896	0.03460896	0.502089	0.304443	0.176265	0.0172023
1947	-229.1506	-227.6018	-1.54884	1	0	1	1	0.02034566	0.02034566	0.002196033	0.02889756	0.1008982	0.1008982	0.03460896	0.03460896	0.443462	0.268894	0.27245	0.0151936
1948	-229.6534	-229.6954	0.04201193	1	0	1	1	0.02034566	0.02034566	0.002196033	0.03745362	0.08047388	0.08047388	0.03460896	0.03460896	0.269932	0.163674	0.557146	0.00924824
1949	-229.1028	-224.1935	-4.909361	1	0	1	1	0.02810951	0.02810951	0.002196033	0.03745362	0.1040619	0.1040619	0.04019589	0.04019589	0.155687	0.046301	0.790494	0.00751821
1950	-231.3393	-229.0377	-2.301622	1	0	1	1	0.03831253	0.03831253	0.004500232	0.01957076	0.08998297	0.08998297	0.04019589	0.04019589	0.160706	0.0477938	0.783739	0.0077606
1951	-231.1405	-231.7883	0.6478135	1	0	1	1	0.03579108	0.03579108	0.0007903308	0.02319879	0.08998297	0.08998297	0.02079552	0.02079552	0.160706	0.0477938	0.783739	0.0077606
1952	-230.1308	-224.6056	-5.525209	1	0	1	1	0.03009488	0.03009488	0.003327392	0.02319879	0.1151146	0.1151146	0.04487568	0.04487568	0.150382	0.311303	0.487767	0.0505484
1953	-229.3892	-223.348	-6.041247	1	0	1	1	0.03009488	0.03009488	0.002191182	0.03277689	0.1151146	0.1151146	0.04028359	0.04028359	0.150382	0.311303	0.487767	0.0505484
1954	-229.0706	-228.4971	-0.5734869	0	0	1	1	0.0251608	0.00149227	0.00564679	0.02851369	0.1151146	0.1151146	0.04028359	0.04028359	0.217504	0.450251	0.259135	0.0731103
1955	-229.8741	-226.1843	-3.689791	0	0	1	1	0.03241324	0.001486468	0.005119029	0.02851369	0.1188526	0.1188526	0.05307525	0.05307525	0.0906197	0.554426	0.253859	0.101094
1956	-231.3331	-225.0965	-6.236577	1	0	0	1	0.02736414	0.02736414	0.009254894	0.03495572	0.1188526	0.01495749	0.05307525	0.05307525	0.153856	0.515873	0.236207	0.0940646
1957	-230.7452	-225.3739	-5.371292	1	0	1	1	0.02736414	0.02736414	0.005301122	0.03495572	0.1188526	0.1188526	0.02898944	0.02898944	0.153856	0.515873	0.236207	0.0940646
1958	-226.0589	-226.6879	0.6290206	0	0	1	0	0.02736414	0.022538	0.001034541	0.03495572	0.10857	0.10857	0.03622319	0.01309682	0.151881	0.280184	0.516846	0.0510889
1959	-233.5671	-233.3977	-0.1694257	1	0	1	1	0.03107813	0.03107813	0.007961887	0.03495572	0.06643662	0.06643662	0.03622319	0.03622319	0.163703	0.224158	0.557074	0.0550653
1960	-236.1069	-236.6841	0.5771627	1	0	1	1	0.02048659	0.02048659	0.01298365	0.03495572	0.06643662	0.06643662	0.03622319	0.03622319	0.635984	0.0975697	0.242478	0.0239683
1961	-236.592	-231.487	-5.105035	1	0	1	1	0.01545136	0.01545136	0.01298365	0.03495572	0.1122465	0.1122465	0.03783948	0.03783948	0.21076	0.392027	0.361481	0.0357315
1962	-236.5081	-229.0729	-7.43521	1	0	1	1	0.01545136	0.01545136	0.007145504	0.03495572	0.07399308	0.07399308	0.09931486	0.09931486	0.132262	0.431018	0.397435	0.0392854
1963	-234.9183	-225.8412	-9.077065	1	0	1	1	0.02926741	0.02926741	0.007145504	0.02918019	0.07820131	0.07820131	0.09931486	0.09931486	0.132262	0.431018	0.397435	0.0392854
1964	-234.8662	-226.8821	-7.984099	1	0	1	1	0.02147613	0.02147613	0.00678292	0.02918019	0.07820131	0.07820131	0.09931486	0.09931486	0.217498	0.034637	0.593049	0.154816
1965	-232.4646	-221.02	-11.44458	1	0	1	1	0.04098358	0.04098358	0.005169534	0.02841778	0.1271009	0.1271009	0.05909989	0.05909989	0.00684968	0.0387521	0.781188	0.17321
1966	-233.1761	-226.3512	-6.824816	1	0	1	1	0.02833384	0.02833384	0.007266434	0.02056828	0.1271009	0.1271009	0.04303737	0.04303737	0.00684968	0.0387521	0.781188	0.17321
1967	-232.5079	-221.8109	-10.697	0	0	1	1	0.02833384	0.03872534	0.007266434	0.03253849	0.1271009	0.1271009	0.05777126	0.05777126	0.00534951	0.249279	0.610097	0.135274
1968	-236.1175	-226.0357	-10.08178	1	0	1	1	0.04589774	0.04589774	0.007266434	0.01256842	0.1271009	0.1271009	0.05777126	0.05777126	0.00534951	0.249279	0.610097	0.135274
1969	-232.7889	-236.18	3.391091	1	0	0	1	0.04469433	0.04469433	0.007266434	0.01148568	0.09333522	0.0002933101	0.02955979	0.02955979	0.00322076	0.150083	0.367319	0.479377
1970	-231.519	-231.3679	-0.1511521	1	0	1	1	0.02017976	0.02017976	0.007266434	0.02617801	0.09333522	0.09333522	0.02955979	0.02955979	0.00522475	0.243465	0.595869	0.155441
1971	-230.2213	-228.1569	-2.06443	0	0	1	1	0.02918703	0.03347529	0.007266434	0.02372792	0.09333522	0.09333522	0.04034274	0.04034274	0.00491708	0.288014	0.560781	0.146288
1972	-231.5735	-229.0401	-2.533336	1	0	1	1	0.03483507	0.03483507	0.007266434	0.02372792	0.09333522	0.09333522	0.0351264	0.0351264	0.00439638	0.0886081	0.501396	0.4056
1973	-231.4206	-227.5766	-3.844037	1	0	1	1	0.03483507	0.03483507	0.007266434	0.02332514	0.09333522	0.09333522	0.04530742	0.04530742	0.00439638	0.0886081	0.501396	0.4056
1974	-229.8775	-222.1152	-7.762227	1	0	1	1	0.03483507	0.03483507	0.002723687	0.03378161	0.1166524	0.1166524	0.04530742	0.04530742	0.00195032	0.468921	0.297472	0.231656
1975	-230.0702	-222.9943	-7.075896	1	0	1	1	0.03483507	0.03483507	0.0008067756	0.03057828	0.1166524	0.1166524	0.04530742	0.04530742	0.00195032	0.468921	0.297472	0.231656
1976	-231.15	-222.1253	-9.024635	1	0	1	1	0.03483507	0.03483507	0.004313077	0.03057828	0.1276843	0.1276843	0.04530742	0.04530742	0.00195032	0.468921	0.297472	0.231656
1977	-231.2638	-222.4498	-8.813944	1	0	1	1	0.03483507	0.03483507	0.004313077	0.02900646	0.1276843	0.1276843	0.04530742	0.04530742	0.00111876	0.182346	0.683651	0.132884
1978	-229.9174	-228.0508	-1.866547	1	0	1	1	0.03483507	0.03483507	0.001430541	0.02900646	0.08288312	0.08288312	0.0411614	0.0411614	0.00106905	0.174244	0.653274	0.171413
1979	-229.9813	-227.5581	-2.423122	1	0	1	1	0.03483507	0.03483507	0.001430541	0.02900646	0.08288312	0.08288312	0.04531362	0.04531362	0.00101352	0.165194	0.619344	0.214449
1980	-230.9276	-231.8454	0.9177928	1	0	1	1	0.01938023	0.01938023	0.001430541	0.01953704	0.08288312	0.08288312	0.04531362	0.04531362	0.00122539	0.199726	0.539772	0.259277
1981	-231.0968	-228.0367	-3.060095	1	0	1	1	0.01938023	0.01938023	0.002760418	0.04788343	0.08288312	0.08288312	0.04531362	0.04531362	0.00119658	0.122643	0.339386	0.536774
1982	-228.3566	-229.4938	1.137215	0	0	1	1	0.01938023	0.006835445	0.001153521	0.04788343	0.08288312	0.08288312	0.04531362	0.04531362	0.0203805	0.231861	0.7039	0.0438584
1983	-228.2105	-229.6503	1.439713	0	0	1	1	0.02476816	0.006290959	0.0009218305	0.04788343	0.1016687	0.1016687	0.0196596	0.0196596	0.00835669	0.486131	0.475863	0.0296499
1984	-229.8564	-227.9898	-1.866619	0	0	1	1	0.03226752	5.550991e-05	0.0009218305	0.04788343	0.1131996	0.1131996	0.03153106	0.03153106	0.0081945	0.496104	0.466627	0.0290744
1985	-230.5457	-229.3133	-1.232329	1	0	1	0	0.04147294	0.04147294	0.002580173	0.04788343	0.1131996	0.1131996	0.01223242	0.003758384	0.000422445	0.514581	0.484006	0.000991107
1986	-228.9109	-228.9208	0.009904531	1	0	1	0	0.04147294	0.04147294	0.001168144	0.02405836	0.1131996	0.1131996	0.01745262	0.01450785	0.00051201	0.411664	0.586623	0.00120124
1987	-232.6305	-228.5979	-4.032646	1	0	1	1	0.02135689	0.02135689	0.002337504	0.05150597	0.1131996	0.1131996	0.01707645	0.01707645	0.000470152	0.378009	0.620418	0.00110303
1988	-232.1039	-223.1889	-8.915003	1	0	1	1	0.02135689	0.02135689	0.001331082	0.05150597	0.1131996	0.1131996	0.05450675	0.05450675	0.000851607	0.684705	0.312445	0.00199797
1989	-231.7285	-225.6371	-6.091489	1	0	1	1	0.02135689	0.02135689	0.0005699118	0.05150597	0.09289644	0.09289644	0.05450675	0.05450675	0.00190402	0.295064	0.698565	0.00446706
1990	-230.3948	-222.2639	-8.130904	1	0	1	1	0.03958369	0.03958369	0.001583266	0.02840999	0.1119669	0.1119669	0.05450675	0.05450675	0.00357959	0.554725	0.426138	0.0155572
1991	-230.9446	-222.2991	-8.645559	1	0	1	1	0.03958369	0.03958369	0.004607657	0.02840999	0.1119669	0.1119669	0.05532185	0.05532185	0.00358734	0.555926	0.427061	0.0134252
1992	-229.5028	-225.855	-3.647796	1	0	1	1	0.02933375	0.02933375	0.002182262	0.02840999	0.0873574	0.0873574	0.05532185	0.05532185	0.00484062	0.428162	0.548882	0.0181154
1993	-231.5042	-228.5618	-2.942462	1	0	1	1	0.02874307	0.02874307	0.002182262	0.04016374	0.06906359	0.06906359	0.0571906	0.0571906	0.12103	0.203077	0.654299	0.0215946
