state	power	likelihood
260	0.0394336	-87.7675
270	0.0394336	-97.7477
280	0.0394336	-95.3258
290	0.0394336	-102.752
300	0.0394336	-97.1429
310	0.0394336	-88.4948
320	0.0394336	-89.9365
330	0.0394336	-119.479
340	0.0394336	-90.2909
350	0.0394336	-113.007
360	0.0394336	-105.062
370	0.0394336	-92.9131
380	0.0394336	-91.722
390	0.0394336	-90.1892
400	0.0394336	-94.0365
410	0.0394336	-89.7648
420	0.0394336	-119.937
430	0.0394336	-116.44
440	0.0394336	-97.0014
450	0.0394336	-89.4382
460	0.0394336	-87.5625
470	0.0394336	-99.7157
480	0.0394336	-100.856
490	0.0394336	-97.1169
500	0.0394336	-87.627
510	0.0394336	-87.8055
520	0.0394336	-110.245
530	0.0394336	-89.7747
540	0.0394336	-89.224
550	0.0394336	-103.321
560	0.0394336	-89.2071
570	0.0394336	-95.4496
580	0.0394336	-127.091
590	0.0394336	-107.305
600	0.0394336	-87.7753
610	0.0394336	-88.1729
620	0.0394336	-137.622
630	0.0394336	-87.6264
640	0.0394336	-86.7939
650	0.0394336	-101.779
660	0.0394336	-100.733
670	0.0394336	-95.8628
680	0.0394336	-97.1819
690	0.0394336	-102.188
700	0.0394336	-91.2152
710	0.0394336	-94.6314
720	0.0394336	-91.9741
730	0.0394336	-104.181
740	0.0394336	-87.0204
750	0.0394336	-103.403
760	0.0394336	-90.3457
770	0.0394336	-123.913
780	0.0394336	-87.0382
790	0.0394336	-86.8821
800	0.0394336	-87.4965
810	0.0394336	-89.8819
820	0.0394336	-89.2803
830	0.0394336	-89.5482
840	0.0394336	-95.8293
850	0.0394336	-96.349
860	0.0394336	-108.423
870	0.0394336	-89.655
880	0.0394336	-98.1909
890	0.0394336	-116.277
900	0.0394336	-111.125
910	0.0394336	-102.292
920	0.0394336	-126.591
930	0.0394336	-87.1329
940	0.0394336	-94.8769
950	0.0394336	-89.7026
960	0.0394336	-103.004
970	0.0394336	-100.29
980	0.0394336	-89.3163
990	0.0394336	-90.7653
1000	0.0394336	-95.558
