Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
2537	-79.93625	-82.77293	2.836676	0.00725099	0.0446701	0.342377	0.657623
2538	-78.56849	-80.9523	2.383805	0.0106296	0.0446701	0.769452	0.230548
2539	-78.48416	-80.66247	2.178308	0.0121626	0.0446701	0.600841	0.399159
2540	-78.50619	-80.6543	2.148118	0.0121626	0.0448953	0.51059	0.48941
2541	-78.90327	-77.62818	-1.275086	0.0121626	0.0704335	0.69366	0.30634
2542	-78.46016	-81.09393	2.633772	0.0121626	0.0412722	0.94149	0.0585097
2543	-78.62956	-81.26334	2.633772	0.0121626	0.0412722	0.46945	0.53055
2544	-79.51858	-82.6881	3.169526	0.00816573	0.0412722	0.471093	0.528907
2545	-80.12647	-77.00282	-3.12365	0.0104091	0.0859778	0.28725	0.71275
2546	-78.7293	-81.07329	2.343996	0.0104091	0.0451875	0.309317	0.690683
2547	-78.45079	-80.60866	2.157876	0.0127992	0.044186	0.755519	0.244481
2548	-78.40593	-79.77683	1.370906	0.0127992	0.050057	0.644492	0.355508
2549	-79.17772	-82.91468	3.736956	0.0137768	0.0314279	0.603954	0.396046
2550	-79.44616	-83.39334	3.947178	0.0122085	0.0314279	0.174895	0.825105
2551	-79.09657	-77.61389	-1.482679	0.0159674	0.0681774	0.493328	0.506672
2552	-80.03897	-83.89279	3.853812	0.0159674	0.0283655	0.329724	0.670276
2553	-78.71782	-80.38338	1.665558	0.00982094	0.050837	0.539185	0.460815
2554	-79.48985	-76.72542	-2.764422	0.0132292	0.0804778	0.00849506	0.991505
2555	-79.51881	-76.63147	-2.887342	0.0141462	0.0804778	0.447771	0.552229
2556	-79.71324	-77.32687	-2.386366	0.0104087	0.0804778	0.651418	0.348582
2557	-82.75694	-76.04378	-6.713164	0.0104087	0.112757	0.718324	0.281676
2558	-79.86828	-80.36742	0.4991425	0.0195031	0.0498567	0.0859262	0.914074
2559	-79.77403	-81.46058	1.686551	0.0183568	0.0421446	0.0859262	0.914074
2560	-80.12717	-82.66959	2.542419	0.0183568	0.0357596	0.195968	0.804032
2561	-80.14107	-82.68349	2.542419	0.0183568	0.0357596	0.172219	0.827781
2562	-79.12221	-81.18881	2.066599	0.00878105	0.048885	0.172219	0.827781
2563	-78.57073	-80.28261	1.711884	0.0114273	0.048885	0.130049	0.869951
2564	-78.88468	-82.45645	3.571771	0.0114273	0.0350097	0.646068	0.353932
2565	-78.917	-82.48877	3.571771	0.0114273	0.0350097	0.586765	0.413235
2566	-78.8251	-82.39687	3.571771	0.0114273	0.0350097	0.760578	0.239422
2567	-79.3124	-83.12664	3.814241	0.00961843	0.0350097	0.465133	0.534867
2568	-78.80987	-79.4709	0.6610305	0.00961843	0.0585336	0.919699	0.0803013
2569	-80.25112	-83.32931	3.078193	0.0180197	0.0320995	0.312867	0.687133
2570	-79.50391	-77.92281	-1.5811	0.0180197	0.0668593	0.312867	0.687133
2571	-78.99813	-78.48853	-0.5096004	0.010026	0.0668593	0.944139	0.0558613
2572	-79.00898	-78.49938	-0.5096004	0.010026	0.0668593	0.687606	0.312394
2573	-79.03302	-78.52342	-0.5096004	0.010026	0.0668593	0.128737	0.871263
2574	-78.80047	-79.05179	0.2513139	0.010026	0.0611826	0.698097	0.301903
2575	-78.40301	-79.28221	0.8792042	0.0130365	0.0534879	0.731585	0.268415
2576	-79.65928	-81.29066	1.631381	0.00742508	0.0534879	0.731102	0.268898
2577	-79.77274	-82.63359	2.860848	0.00742508	0.0443157	0.603327	0.396673
2578	-79.64699	-80.44016	0.7931716	0.00763588	0.0595304	0.506297	0.493703
2579	-78.56436	-78.83399	0.2696322	0.0115416	0.0595304	0.38769	0.61231
2580	-78.82825	-82.02825	3.199995	0.0139569	0.0352537	0.829536	0.170464
2581	-78.90215	-82.10214	3.199995	0.0139569	0.0352537	0.677893	0.322107
2582	-79.91909	-76.2811	-3.637996	0.0139569	0.0862672	0.127596	0.872404
2583	-79.89546	-76.41754	-3.477923	0.0127628	0.0862672	0.937132	0.0628676
2584	-80.2662	-77.17325	-3.092955	0.00989077	0.0862672	0.416568	0.583432
2585	-79.52092	-83.96888	4.447957	0.00962118	0.0302792	0.680927	0.319073
2586	-80.80228	-85.55943	4.757147	0.00731453	0.0302792	0.438106	0.561894
2587	-80.50487	-79.25223	-1.252637	0.00731453	0.0751141	0.489459	0.510541
2588	-80.50087	-79.24823	-1.252637	0.00731453	0.0751141	0.339	0.661
2589	-80.49921	-79.24658	-1.252637	0.00731453	0.0751141	0.276657	0.723343
2590	-80.12845	-77.28401	-2.844438	0.0191899	0.0751141	0.362289	0.637711
2591	-78.46938	-78.73241	0.263034	0.0128027	0.0583185	0.684167	0.315833
2592	-78.54911	-80.65319	2.104081	0.0128027	0.0445837	0.403541	0.596459
2593	-78.64366	-80.71942	2.075759	0.013014	0.0445837	0.140787	0.859213
2594	-78.44656	-80.74225	2.295691	0.0113732	0.0445837	0.885678	0.114322
2595	-78.83473	-78.07046	-0.7642718	0.0113732	0.067412	0.371641	0.628359
2596	-78.81709	-78.01536	-0.8017302	0.0116527	0.067412	0.248306	0.751694
2597	-78.49964	-79.56404	1.064407	0.0116527	0.05349	0.251394	0.748606
2598	-78.43033	-79.66798	1.237651	0.0116527	0.0521976	0.632059	0.367941
2599	-78.65029	-80.04866	1.398365	0.0104537	0.0521976	0.181363	0.818637
2600	-78.68242	-80.08078	1.398365	0.0104537	0.0521976	0.00754904	0.992451
2601	-78.76568	-79.51892	0.7532418	0.0152665	0.0521976	0.00754904	0.992451
2602	-78.7554	-80.07837	1.322967	0.0152665	0.0479473	0.308183	0.691817
2603	-78.88797	-80.05098	1.163005	0.0164599	0.0479473	0.754191	0.245809
2604	-78.61716	-79.9469	1.329743	0.015216	0.0479473	0.853312	0.146688
2605	-78.92357	-77.67578	-1.247792	0.015216	0.0671765	0.771216	0.228784
2606	-78.92003	-77.67223	-1.247792	0.015216	0.0671765	0.827965	0.172035
2607	-78.72806	-77.84404	-0.8840151	0.0125021	0.0671765	0.994352	0.00564782
2608	-79.00283	-77.68228	-1.320553	0.0157588	0.0671765	0.830606	0.169394
2609	-79.86219	-78.40014	-1.462044	0.00867981	0.075311	0.773314	0.226686
2610	-80.26579	-77.32599	-2.939798	0.0197043	0.075311	0.838158	0.161842
2611	-79.26179	-77.71245	-1.549345	0.0168589	0.0677832	0.351004	0.648996
2612	-79.26653	-83.07194	3.805406	0.00917884	0.0355152	0.747128	0.252872
2613	-78.65538	-80.76247	2.107096	0.0102944	0.0470695	0.508864	0.491136
2614	-79.17104	-81.52817	2.357133	0.00842908	0.0470695	0.719105	0.280895
2615	-78.75192	-80.91146	2.159542	0.00990317	0.0470695	0.454194	0.545806
2616	-78.90669	-81.1174	2.210711	0.00952143	0.0470695	0.228941	0.771059
2617	-78.72635	-80.25095	1.5246	0.01464	0.0470695	0.125805	0.874195
2618	-78.44723	-80.3326	1.885374	0.0119485	0.0470695	0.603252	0.396748
2619	-79.85394	-76.63004	-3.223892	0.0119485	0.0851862	0.759688	0.240312
2620	-80.66195	-76.78061	-3.881338	0.0198036	0.0822359	0.621238	0.378762
2621	-79.86495	-80.88225	1.017308	0.0198036	0.0456905	0.997866	0.00213397
2622	-82.06636	-86.58978	4.523427	0.0198036	0.0195338	0.753899	0.246101
2623	-80.7411	-85.76493	5.023836	0.0165006	0.0191035	0.981473	0.0185266
2624	-79.25812	-82.42747	3.169357	0.0146253	0.0348139	0.258597	0.741403
2625	-78.53484	-80.06448	1.52964	0.0103708	0.0513012	0.915487	0.0845128
2626	-78.70582	-79.58461	0.8787872	0.0152263	0.0513012	0.307916	0.692084
2627	-78.98917	-77.52886	-1.460309	0.0152263	0.0687516	0.749793	0.250207
2628	-78.98106	-78.13287	-0.8481905	0.0106597	0.0687516	0.478635	0.521365
2629	-84.22474	-76.98539	-7.239349	0.0269002	0.100191	0.398358	0.601642
2630	-79.18728	-77.14125	-2.046031	0.0151145	0.0732331	0.610567	0.389433
2631	-79.32933	-77.15012	-2.179218	0.0161081	0.0732331	0.73605	0.26395
2632	-78.46337	-79.2371	0.7737235	0.011757	0.0555544	0.543885	0.456115
2633	-79.42501	-78.37769	-1.047322	0.0093098	0.0715871	0.913907	0.0860928
2634	-78.91646	-80.21388	1.29742	0.0093098	0.0540946	0.168799	0.831201
2635	-78.93571	-80.23313	1.29742	0.0093098	0.0540946	0.0335661	0.966434
2636	-78.93964	-80.28422	1.344581	0.00895797	0.0540946	0.851603	0.148397
2637	-78.72439	-81.18781	2.463427	0.0133771	0.0413285	0.302324	0.697676
2638	-78.59507	-79.54306	0.9479853	0.0140077	0.0520036	0.0346962	0.965304
2639	-78.47239	-79.42037	0.9479853	0.0140077	0.0520036	0.675419	0.324581
2640	-78.94125	-77.9522	-0.9890529	0.0110881	0.0693741	0.675419	0.324581
2641	-78.9483	-77.95924	-0.9890529	0.0110881	0.0693741	0.501076	0.498924
2642	-78.78096	-78.23852	-0.5424368	0.0110881	0.0660422	0.898492	0.101508
2643	-79.19053	-78.89769	-0.2928439	0.00922602	0.0660422	0.610252	0.389748
2644	-79.98355	-78.2832	-1.700355	0.0197265	0.0660422	0.0216393	0.978361
2645	-78.68645	-77.87393	-0.8125221	0.013103	0.0660422	0.953409	0.0465908
2646	-78.77595	-77.8302	-0.9457565	0.014097	0.0660422	0.442172	0.557828
2647	-79.32515	-79.0871	-0.238049	0.00881723	0.0660422	0.711328	0.288672
2648	-79.13458	-81.89323	2.758653	0.0085094	0.0439937	0.943495	0.0565054
2649	-78.39812	-80.58044	2.18232	0.012809	0.0439937	0.952991	0.0470086
2650	-78.60689	-80.66326	2.056371	0.0137486	0.0439937	0.447832	0.552168
2651	-78.57677	-78.43791	-0.1388632	0.0137486	0.0603709	0.49495	0.50505
2652	-78.58031	-78.44145	-0.1388632	0.0137486	0.0603709	0.460532	0.539468
2653	-80.97511	-80.48391	-0.4912024	0.00627042	0.0704777	0.661369	0.338631
2654	-78.71677	-79.10077	0.3840045	0.0156947	0.0545241	0.710867	0.289133
2655	-80.36135	-83.95667	3.595319	0.0178238	0.0284375	0.552861	0.447139
2656	-80.29462	-84.00581	3.711189	0.0169594	0.0284375	0.318899	0.681101
2657	-81.19977	-75.57398	-5.625793	0.0169594	0.0980943	0.689986	0.310014
2658	-81.11757	-75.74314	-5.374434	0.0177654	0.0954131	0.00281037	0.99719
2659	-78.58584	-80.8706	2.284757	0.0106683	0.0453703	0.638457	0.361543
2660	-78.8392	-78.52799	-0.311208	0.0106683	0.064737	0.0397983	0.960202
2661	-79.49864	-77.40669	-2.091948	0.0106683	0.0780218	0.621901	0.378099
2662	-78.88389	-81.83809	2.954202	0.0149971	0.0360472	0.952024	0.047976
2663	-79.28423	-82.23843	2.954202	0.0149971	0.0360472	0.16846	0.83154
2664	-79.1131	-80.58737	1.474271	0.00852489	0.0535601	0.734364	0.265636
2665	-78.46862	-80.01879	1.550175	0.0107816	0.0507371	0.897963	0.102037
2666	-78.76136	-79.61304	0.8516788	0.0159926	0.0507371	0.761706	0.238294
2667	-78.94895	-79.71116	0.7622076	0.0166601	0.0507371	0.541707	0.458293
2668	-78.53818	-80.08883	1.550642	0.0107781	0.0507371	0.529283	0.470717
2669	-78.5063	-78.80937	0.3030689	0.0140607	0.0567619	0.742991	0.257009
2670	-78.91515	-77.42238	-1.492762	0.0140607	0.0701594	0.954225	0.0457748
2671	-78.44953	-80.07952	1.629988	0.0140607	0.0468627	0.929764	0.0702358
2672	-78.92427	-81.2084	2.284128	0.00918057	0.0468627	0.578996	0.421004
2673	-79.74977	-82.26121	2.511442	0.00748474	0.0468627	0.261075	0.738925
2674	-78.81336	-77.77757	-1.035791	0.0145667	0.0662441	0.676646	0.323354
2675	-78.80957	-77.77378	-1.035791	0.0145667	0.0662441	0.733666	0.266334
2676	-78.97701	-81.66091	2.683898	0.0145667	0.0384941	0.324004	0.675996
2677	-79.87436	-76.5023	-3.372054	0.0164726	0.0817675	0.767381	0.232619
2678	-79.09929	-81.03905	1.939754	0.0164726	0.0421398	0.518545	0.481455
2679	-79.19697	-81.14226	1.945294	0.0164312	0.0421398	0.221925	0.778075
2680	-80.16163	-78.01486	-2.146763	0.00876037	0.0803387	0.0368552	0.963145
2681	-79.70233	-78.51734	-1.184994	0.00876037	0.0731636	0.815555	0.184445
2682	-79.70548	-78.52048	-1.184994	0.00876037	0.0731636	0.10593	0.89407
2683	-80.77384	-78.42077	-2.353073	0.00778125	0.0828569	0.17121	0.82879
2684	-79.95214	-80.08334	0.1312003	0.0202735	0.0518312	0.921924	0.0780762
2685	-79.39709	-80.11804	0.7209488	0.0180621	0.0496429	0.208938	0.791062
2686	-79.32897	-79.13802	-0.1909484	0.0180621	0.056446	0.333089	0.666911
2687	-79.92665	-83.04045	3.113801	0.0180621	0.0317915	0.929316	0.0706845
2688	-80.52179	-84.16791	3.646124	0.0180621	0.0278202	0.527149	0.472851
2689	-79.51831	-77.86259	-1.655716	0.0180621	0.0673736	0.507327	0.492673
2690	-79.63194	-77.92202	-1.709919	0.0184665	0.0673736	0.382059	0.617941
2691	-80.05253	-76.26288	-3.789646	0.0160359	0.0853196	0.293254	0.706746
2692	-80.04533	-76.25568	-3.789646	0.0160359	0.0853196	0.747738	0.252262
2693	-78.8428	-79.85373	1.010931	0.0160359	0.0495058	0.453173	0.546827
2694	-78.52973	-80.28339	1.753665	0.0104949	0.0495058	0.813157	0.186843
2695	-78.74504	-80.81059	2.065555	0.0104949	0.047179	0.0334938	0.966506
2696	-78.86383	-80.1856	1.321773	0.0160437	0.047179	0.522127	0.477873
2697	-79.20416	-81.21694	2.012781	0.0160437	0.0420238	0.00283984	0.99716
2698	-78.77119	-79.17287	0.4016842	0.0160437	0.0540431	0.774823	0.225177
2699	-78.56107	-79.64881	1.087746	0.0109255	0.0540431	0.309558	0.690442
2700	-78.49983	-80.1065	1.606676	0.0109255	0.0501717	0.63111	0.36889
2701	-78.43325	-80.03993	1.606676	0.0109255	0.0501717	0.976733	0.0232668
2702	-78.83308	-79.71175	0.8786709	0.0163566	0.0501717	0.804444	0.195556
2703	-78.76626	-80.10232	1.336056	0.00969248	0.0534237	0.461236	0.538764
2704	-78.48272	-78.90371	0.4209883	0.0118171	0.0581257	0.698174	0.301826
2705	-78.52458	-78.94557	0.4209883	0.0118171	0.0581257	0.333993	0.666007
2706	-78.53521	-78.9562	0.4209883	0.0118171	0.0581257	0.243939	0.756061
2707	-79.99087	-76.56699	-3.42388	0.0118171	0.0868096	0.91842	0.0815795
2708	-81.49376	-76.74909	-4.744667	0.0216706	0.0868096	0.497386	0.502614
2709	-78.57878	-78.64541	0.06663412	0.0144601	0.0581263	0.678455	0.321545
2710	-78.45788	-78.80328	0.3453938	0.0123805	0.0581263	0.745974	0.254026
2711	-78.55993	-78.3703	-0.1896252	0.0123805	0.0621177	0.745974	0.254026
2712	-79.14107	-79.41047	0.2694029	0.00895602	0.0621177	0.506709	0.493291
2713	-78.98231	-81.60607	2.623759	0.00895602	0.0445535	0.814025	0.185975
2714	-79.24494	-83.0617	3.816758	0.00895602	0.0356533	0.948798	0.0512025
2715	-80.36145	-79.26803	-1.093421	0.0212178	0.060023	0.369518	0.630482
2716	-78.83408	-79.50483	0.6707509	0.0157569	0.0523226	0.0947391	0.905261
2717	-79.20649	-79.58308	0.3765942	0.0179514	0.0523226	0.917352	0.0826476
2718	-79.29207	-79.66866	0.3765942	0.0179514	0.0523226	0.411355	0.588645
2719	-79.55923	-81.32725	1.768018	0.00757098	0.0523226	0.815132	0.184868
2720	-80.10557	-84.38189	4.276316	0.00757098	0.0336099	0.82855	0.17145
2721	-79.41864	-83.16968	3.751047	0.0138285	0.0312711	0.300001	0.699999
2722	-78.48141	-79.9385	1.457089	0.0138285	0.0483848	0.626623	0.373377
2723	-78.59868	-80.05577	1.457089	0.0138285	0.0483848	0.148194	0.851806
2724	-79.60555	-80.21881	0.6132663	0.0191982	0.0493102	0.933226	0.0667744
2725	-79.59652	-77.5147	-2.081823	0.0178789	0.0707357	0.469882	0.530118
2726	-79.0769	-77.95415	-1.122749	0.0107239	0.0707357	0.180364	0.819636
2727	-79.16541	-77.77183	-1.393574	0.0107239	0.0727561	0.802686	0.197314
2728	-78.67162	-81.74561	3.073991	0.0107239	0.0394267	0.84543	0.15457
2729	-79.31359	-82.61458	3.300993	0.00903042	0.0394267	0.313719	0.686281
2730	-81.31319	-77.12737	-4.185817	0.00903042	0.0952806	0.394759	0.605241
2731	-81.31244	-77.12662	-4.185817	0.00903042	0.0952806	0.340321	0.659679
2732	-78.94557	-82.75793	3.812356	0.0119068	0.0327354	0.732982	0.267018
2733	-79.84617	-84.08579	4.239615	0.00871927	0.0327354	0.389989	0.610011
2734	-79.09581	-80.25258	1.156776	0.00871927	0.0557344	0.411064	0.588936
2735	-79.68807	-81.19446	1.50639	0.00741315	0.0544323	0.570647	0.429353
2736	-79.69733	-79.6042	-0.09312782	0.019346	0.0544323	0.437473	0.562527
2737	-79.69403	-79.57141	-0.1226111	0.019346	0.0546522	0.455697	0.544303
2738	-80.13333	-76.28191	-3.851417	0.0166904	0.0851259	0.875372	0.124628
2739	-80.13217	-76.28075	-3.851417	0.0166904	0.0851259	0.945452	0.0545484
2740	-78.5826	-79.52106	0.9384613	0.010625	0.0554574	0.540992	0.459008
2741	-78.83329	-79.93453	1.101246	0.00941054	0.0554574	0.678595	0.321405
2742	-81.40742	-82.94224	1.534811	0.00534278	0.0562906	0.788152	0.211848
2743	-81.39328	-83.56392	2.17064	0.00534278	0.0515471	0.635971	0.364029
2744	-83.45296	-80.0126	-3.44036	0.00534278	0.0934069	0.532455	0.467545
2745	-80.48587	-75.92378	-4.562091	0.0137112	0.0934069	0.254729	0.745271
2746	-78.46008	-79.15006	0.6899804	0.0120476	0.0558885	0.499095	0.500905
2747	-79.11013	-80.26849	1.158365	0.00855328	0.0558885	0.927278	0.0727224
2748	-78.73892	-78.94359	0.204666	0.0156682	0.0558885	0.597303	0.402697
2749	-78.94929	-77.47469	-1.4746	0.0140699	0.0700146	0.144582	0.855418
2750	-78.87744	-77.58853	-1.288905	0.0126846	0.0700146	0.540176	0.459824
2751	-78.87719	-77.58828	-1.288905	0.0126846	0.0700146	0.545654	0.454346
2752	-80.50781	-81.43127	0.9234586	0.0211674	0.0450268	0.545654	0.454346
2753	-78.96335	-80.1747	1.21135	0.0166248	0.0474217	0.627946	0.372054
2754	-78.63757	-80.66132	2.023746	0.010564	0.0474217	0.369962	0.630038
2755	-79.61885	-80.49724	0.8783893	0.0191088	0.0474217	0.86457	0.13543
2756	-79.72503	-80.60342	0.8783893	0.0191088	0.0474217	0.395412	0.604588
2757	-79.71548	-80.55107	0.8355852	0.0191088	0.0477411	0.402724	0.597276
2758	-79.99891	-82.01174	2.012833	0.0191088	0.0389584	0.566375	0.433625
2759	-81.84695	-75.5726	-6.274347	0.0191088	0.100783	0.331174	0.668826
2760	-79.96472	-76.32981	-3.634907	0.0158837	0.0843173	0.0916604	0.90834
2761	-79.30197	-82.14332	2.841345	0.0158837	0.0360025	0.439677	0.560323
2762	-78.85362	-78.6272	-0.2264167	0.0158837	0.0588889	0.279859	0.720141
2763	-78.72454	-79.30213	0.5775944	0.0158837	0.0528908	0.840734	0.159266
2764	-80.26583	-83.13245	2.866625	0.0186659	0.0330317	0.50116	0.49884
2765	-79.73942	-80.60678	0.8673642	0.00746703	0.0591457	0.340534	0.659466
2766	-79.72058	-80.58794	0.8673642	0.00746703	0.0591457	0.766534	0.233466
2767	-78.73501	-79.22565	0.4906387	0.0102775	0.0591457	0.263328	0.736672
2768	-80.58053	-81.61177	1.031244	0.00624444	0.0591457	0.973838	0.0261616
2769	-78.71034	-78.57836	-0.1319801	0.0149224	0.0591457	0.206015	0.793985
2770	-78.54113	-78.56977	0.02864236	0.0137242	0.0591457	0.565383	0.434617
2771	-78.48332	-78.68012	0.1967933	0.0124697	0.0591457	0.706212	0.293788
2772	-78.45507	-78.65186	0.1967933	0.0124697	0.0591457	0.974875	0.0251248
2773	-79.42845	-80.21639	0.787943	0.00805954	0.0591457	0.435768	0.564232
2774	-79.41707	-80.20501	0.787943	0.00805954	0.0591457	0.62495	0.37505
2775	-80.54718	-76.05041	-4.496767	0.0172345	0.0893963	0.102853	0.897147
2776	-80.86302	-76.15771	-4.705311	0.0187903	0.0893963	0.954124	0.0458755
2777	-79.49791	-78.94982	-0.5480865	0.0187903	0.0583822	0.780027	0.219973
2778	-79.86472	-79.19143	-0.6732934	0.0197244	0.0583822	0.115136	0.884864
2779	-78.77579	-78.63784	-0.1379506	0.0157305	0.0583822	0.640269	0.359731
2780	-78.82404	-81.94055	3.116504	0.0140345	0.035799	0.796829	0.203171
2781	-78.7619	-81.21893	2.457026	0.0101204	0.044633	0.433029	0.566971
2782	-79.17892	-78.10786	-1.071068	0.0101204	0.0709537	0.895197	0.104803
2783	-79.01533	-80.10868	1.093353	0.00902068	0.0559061	0.196091	0.803909
2784	-78.91168	-80.34176	1.43008	0.00902068	0.053394	0.843453	0.156547
2785	-78.50304	-79.67398	1.170941	0.0109539	0.053394	0.631277	0.368723
2786	-78.39354	-79.35369	0.9601539	0.0125265	0.053394	0.726372	0.273628
2787	-78.37054	-79.42029	1.049753	0.011858	0.053394	0.975391	0.0246088
2788	-79.25354	-80.78979	1.53625	0.00822862	0.053394	0.618728	0.381272
2789	-78.54354	-79.65898	1.115444	0.011368	0.053394	0.119626	0.880374
2790	-78.55134	-81.03546	2.484121	0.011368	0.0431833	0.637721	0.362279
2791	-80.77026	-78.27857	-2.491694	0.0218217	0.0698506	0.238521	0.761479
2792	-80.74746	-78.25577	-2.491694	0.0218217	0.0698506	0.69156	0.30844
2793	-78.66594	-78.15677	-0.5091677	0.0128503	0.0640318	0.156371	0.843629
2794	-78.68978	-78.00218	-0.6876062	0.0141815	0.0640318	0.779853	0.220147
2795	-79.12553	-81.9294	2.803868	0.0141815	0.0379843	0.0152814	0.984719
2796	-79.56883	-83.48702	3.918189	0.00912168	0.034731	0.338378	0.661622
2797	-78.47124	-78.78506	0.313818	0.0125247	0.0582177	0.635096	0.364904
2798	-78.74953	-78.69904	-0.05048938	0.0152425	0.0582177	0.165376	0.834624
2799	-79.08703	-79.79232	0.7052881	0.0168564	0.0509655	0.0769788	0.923021
2800	-79.08703	-79.79232	0.7052881	0.0168564	0.0509655	0.0769788	0.923021
2801	-79.07667	-82.20536	3.128692	0.0147969	0.0349456	0.597949	0.402051
2802	-79.67355	-76.47266	-3.200897	0.0147969	0.0821663	0.957076	0.0429244
2803	-79.67844	-76.47754	-3.200897	0.0147969	0.0821663	0.699059	0.300941
2804	-79.68263	-76.48174	-3.200897	0.0147969	0.0821663	0.478395	0.521605
2805	-78.89631	-81.64157	2.745263	0.0147969	0.0378061	0.649702	0.350298
2806	-78.53291	-79.06492	0.5320134	0.0141138	0.0550008	0.450318	0.549682
2807	-79.14751	-77.08951	-2.058001	0.0131037	0.0753332	0.894954	0.105046
2808	-79.16308	-77.10508	-2.058001	0.0131037	0.0753332	0.372879	0.627121
2809	-78.44987	-78.91385	0.4639759	0.0120427	0.0575794	0.795737	0.204263
2810	-78.46404	-78.92802	0.4639759	0.0120427	0.0575794	0.675428	0.324572
2811	-78.85977	-81.78692	2.927149	0.0120427	0.0392034	0.176589	0.823411
2812	-78.39859	-79.15229	0.7536944	0.0120427	0.055418	0.90403	0.0959701
2813	-78.44002	-79.19372	0.7536944	0.0120427	0.055418	0.603204	0.396796
2814	-78.98498	-80.28091	1.295932	0.0163373	0.0470782	0.306344	0.693656
2815	-78.52853	-79.56925	1.040718	0.0133244	0.051995	0.100657	0.899343
2816	-78.50689	-79.5476	1.040718	0.0133244	0.051995	0.209506	0.790494
2817	-78.36572	-79.40643	1.040718	0.0133244	0.051995	0.980255	0.0197452
2818	-78.62908	-79.38006	0.7509794	0.015486	0.051995	0.954968	0.0450316
2819	-78.61096	-79.4389	0.8279416	0.0149118	0.051995	0.529114	0.470886
2820	-78.54378	-79.37172	0.8279416	0.0149118	0.051995	0.905935	0.0940646
2821	-78.4434	-79.67141	1.228014	0.0119271	0.051995	0.47552	0.52448
2822	-78.42184	-79.62825	1.206413	0.0120883	0.051995	0.561581	0.438419
2823	-78.78819	-81.76024	2.972052	0.0125734	0.0383377	0.400568	0.599432
2824	-79.03839	-79.32027	0.2818815	0.00921821	0.0617624	0.607328	0.392672
2825	-80.22964	-76.05639	-4.173256	0.0155305	0.0886868	0.524476	0.475524
2826	-80.49475	-75.87921	-4.615542	0.0155305	0.0919864	0.000639425	0.999361
2827	-79.15094	-77.29608	-1.854858	0.0119858	0.0749355	0.863591	0.136409
2828	-79.15444	-77.29958	-1.854858	0.0119858	0.0749355	0.732602	0.267398
2829	-78.51656	-78.95148	0.4349177	0.0119858	0.0578531	0.296043	0.703957
2830	-79.17188	-83.42742	4.255548	0.0119858	0.02935	0.757838	0.242162
2831	-79.35377	-77.40988	-1.943897	0.0166448	0.0709408	0.0768829	0.923117
2832	-79.18277	-82.93857	3.755801	0.00907207	0.035992	0.954928	0.0450723
2833	-79.21621	-82.97201	3.755801	0.00907207	0.035992	0.879449	0.120551
2834	-79.62312	-79.73702	0.1138953	0.0190789	0.0531549	0.407106	0.592894
2835	-79.60321	-79.59218	-0.01103516	0.0190789	0.0540869	0.505096	0.494904
2836	-78.597	-79.16401	0.5670124	0.0147665	0.0540869	0.505717	0.494283
2837	-78.63237	-79.19938	0.5670124	0.0147665	0.0540869	0.289544	0.710456
2838	-78.62529	-79.28317	0.6578817	0.0154234	0.0527521	0.926614	0.0733856
2839	-80.77639	-76.32832	-4.448069	0.0111855	0.0950821	0.165403	0.834597
2840	-83.12533	-75.17821	-7.947116	0.0133048	0.119067	0.775859	0.224141
2841	-80.83489	-75.79679	-5.038093	0.0133048	0.0973645	0.995565	0.00443525
2842	-80.83606	-75.79796	-5.038093	0.0133048	0.0973645	0.384855	0.615145
2843	-78.52646	-80.17593	1.649475	0.0133048	0.0474732	0.335885	0.664115
2844	-78.61843	-80.28482	1.666389	0.0133048	0.047347	0.0150473	0.984953
2845	-80.87714	-80.46252	-0.4146182	0.00634238	0.0698343	0.493193	0.506807
2846	-80.87713	-80.46252	-0.4146182	0.00634238	0.0698343	0.493135	0.506865
2847	-78.79274	-78.14936	-0.6433793	0.0150344	0.062849	0.309014	0.690986
2848	-78.63946	-80.09079	1.451329	0.0150344	0.0472218	0.667326	0.332674
2849	-78.39972	-80.2736	1.87388	0.011882	0.0472218	0.800173	0.199827
2850	-78.74227	-77.99275	-0.7495204	0.011882	0.0667932	0.86239	0.13761
2851	-78.50115	-80.01196	1.510812	0.011882	0.0499304	0.248197	0.751803
2852	-78.35227	-79.86308	1.510812	0.011882	0.0499304	0.962886	0.0371142
2853	-80.44098	-76.27879	-4.162186	0.011882	0.0922527	0.935483	0.0645168
2854	-79.50937	-76.74953	-2.759841	0.015489	0.0781838	0.546953	0.453047
2855	-79.75723	-76.80043	-2.956796	0.0169583	0.0781838	0.375628	0.624372
2856	-79.76191	-76.80511	-2.956796	0.0169583	0.0781838	0.214068	0.785932
2857	-79.01862	-78.65735	-0.361273	0.0169583	0.0588204	0.780711	0.219289
2858	-79.16177	-80.38399	1.222221	0.0169583	0.0470071	0.199468	0.800532
2859	-78.99702	-79.05336	0.05634204	0.0169583	0.0557049	0.664382	0.335618
2860	-79.07762	-79.13396	0.05634204	0.0169583	0.0557049	0.103651	0.896349
2861	-78.95702	-79.01336	0.05634204	0.0169583	0.0557049	0.959925	0.0400748
2862	-81.1269	-77.48162	-3.645281	0.00864762	0.0916308	0.879606	0.120394
2863	-78.65136	-79.75997	1.108609	0.0149087	0.0499043	0.387034	0.612966
