Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
13070	-78.89418	-77.67785	-1.216326	0.0147654	0.0673923	0.44061	0.55939
13071	-79.04505	-81.87241	2.827357	0.0136981	0.0382925	0.032238	0.967762
13072	-78.62904	-81.78296	3.153918	0.0112618	0.0382925	0.890488	0.109512
13073	-78.64562	-80.81359	2.167973	0.0112618	0.045648	0.166383	0.833617
13074	-78.6366	-80.98581	2.349212	0.00990972	0.045648	0.994004	0.00599605
13075	-79.7116	-84.05742	4.345825	0.00990972	0.0307526	0.286094	0.713906
13076	-79.58676	-76.71796	-2.868808	0.0125692	0.0819165	0.286094	0.713906
13077	-78.51879	-80.19002	1.671237	0.0125692	0.0480464	0.231484	0.768516
13078	-80.73779	-78.97933	-1.758455	0.00732259	0.0788796	0.25229	0.74771
13079	-80.07001	-78.12224	-1.94777	0.00873493	0.0788796	0.0460911	0.953909
13080	-80.29942	-77.92765	-2.371774	0.00873493	0.0820428	0.516326	0.483674
13081	-79.61838	-76.79845	-2.819931	0.0120783	0.0820428	0.221688	0.778312
13082	-78.66841	-81.10766	2.439257	0.0116087	0.0432772	0.238072	0.761928
13083	-78.95391	-81.66056	2.706644	0.00961395	0.0432772	0.341414	0.658586
13084	-78.74391	-80.79281	2.048899	0.0145209	0.0432772	0.367076	0.632924
13085	-80.48616	-75.86865	-4.617513	0.0145209	0.0930107	0.477709	0.522291
13086	-79.01734	-82.27557	3.258226	0.0145209	0.0342553	0.709338	0.290662
13087	-80.68865	-75.75711	-4.93154	0.0145209	0.0953534	0.39189	0.60811
13088	-80.66293	-75.80678	-4.856144	0.0139584	0.0953534	0.268209	0.731791
13089	-79.40584	-82.95098	3.545142	0.0152093	0.0314263	0.576824	0.423176
13090	-79.03509	-83.02206	3.986971	0.0119132	0.0314263	0.731629	0.268371
13091	-79.47254	-76.96611	-2.506434	0.0119132	0.0798692	0.684845	0.315155
13092	-79.15098	-79.69338	0.5424034	0.00874916	0.0602879	0.686728	0.313272
13093	-78.66388	-79.75056	1.086675	0.0152544	0.0497222	0.59331	0.40669
13094	-79.68898	-80.2185	0.5295193	0.019411	0.0497222	0.838641	0.161359
13095	-78.48924	-80.06641	1.577168	0.0115952	0.0497222	0.382288	0.617712
13096	-80.10345	-76.12828	-3.975173	0.0150747	0.0876648	0.424031	0.575969
13097	-80.42504	-76.15404	-4.271006	0.0172817	0.0876648	0.463828	0.536172
13098	-80.04938	-76.49055	-3.558828	0.0119687	0.0876648	0.409828	0.590172
13099	-78.52251	-80.87879	2.356279	0.0119687	0.0435363	0.583408	0.416592
13100	-78.47034	-80.82312	2.352774	0.0119948	0.0435363	0.746065	0.253935
13101	-79.01151	-79.41907	0.4075599	0.0168591	0.053184	0.381562	0.618438
13102	-79.61719	-77.00426	-2.612928	0.0168591	0.0757177	0.0331053	0.966895
13103	-80.59058	-75.93613	-4.654447	0.0168591	0.0909481	0.87994	0.12006
13104	-78.42884	-79.68928	1.260435	0.0124207	0.0512596	0.495045	0.504955
13105	-78.77309	-81.24825	2.475156	0.0124207	0.0421974	0.0222849	0.977715
13106	-78.77252	-81.16856	2.396034	0.013011	0.0421974	0.0507131	0.949287
13107	-79.35787	-82.90407	3.5462	0.013011	0.0336168	0.0507131	0.949287
13108	-78.64632	-81.86685	3.220532	0.013011	0.0360464	0.979326	0.0206741
13109	-78.50667	-80.6535	2.146832	0.013011	0.0440565	0.6041	0.3959
13110	-78.79163	-80.7328	1.941166	0.0158127	0.0427891	0.9652	0.0347998
13111	-79.43133	-83.10467	3.673332	0.0158127	0.0298666	0.941695	0.0583053
13112	-78.50287	-78.74461	0.2417351	0.0139127	0.0573674	0.739639	0.260361
13113	-79.53886	-77.71535	-1.823509	0.0100402	0.0766473	0.201127	0.798873
13114	-79.58244	-80.36075	0.7783091	0.0190524	0.0482247	0.884341	0.115659
13115	-80.04579	-82.43661	2.390819	0.0190524	0.0361949	0.782177	0.217823
13116	-80.00927	-82.40008	2.390819	0.0190524	0.0361949	0.871324	0.128676
13117	-80.42709	-82.81791	2.390819	0.0190524	0.0361949	0.0225267	0.977473
13118	-79.83131	-77.80535	-2.025957	0.0190524	0.0691454	0.739702	0.260298
13119	-80.59724	-78.25456	-2.342678	0.0214152	0.0691454	0.421642	0.578358
13120	-78.82629	-81.84681	3.020515	0.0123371	0.0382125	0.336695	0.663305
13121	-78.68867	-78.11081	-0.5778639	0.0123371	0.0650575	0.336695	0.663305
13122	-79.15291	-77.98151	-1.171398	0.016765	0.0650575	0.380946	0.619054
13123	-79.1282	-77.9568	-1.171398	0.016765	0.0650575	0.713128	0.286872
13124	-79.00567	-79.67773	0.6720548	0.016765	0.0513048	0.352334	0.647666
13125	-78.92081	-79.59286	0.6720548	0.016765	0.0513048	0.805906	0.194094
13126	-79.73358	-76.54393	-3.189649	0.0157934	0.0810859	0.371219	0.628781
13127	-79.6536	-77.10612	-2.54748	0.0110026	0.0810859	0.839312	0.160688
13128	-79.21006	-77.57849	-1.631571	0.0110026	0.074253	0.777734	0.222266
13129	-79.21172	-77.58014	-1.631571	0.0110026	0.074253	0.706755	0.293245
13130	-82.46994	-86.6262	4.156257	0.00494174	0.0371348	0.555917	0.444083
13131	-78.62515	-79.53472	0.909577	0.0103312	0.0559666	0.657542	0.342458
13132	-79.62158	-83.93011	4.308536	0.0103312	0.0306093	0.292823	0.707177
13133	-80.12908	-85.60724	5.478158	0.0103312	0.0218836	0.756726	0.243274
13134	-79.48621	-77.14884	-2.337371	0.0167794	0.0737417	0.506334	0.493666
13135	-79.4734	-77.13603	-2.337371	0.0167794	0.0737417	0.828604	0.171396
13136	-81.45244	-86.01552	4.563076	0.00611051	0.0329311	0.57919	0.42081
13137	-80.68113	-83.02561	2.344472	0.00611051	0.0494826	0.237683	0.762317
13138	-78.51932	-80.22124	1.701925	0.0109041	0.0494826	0.56481	0.43519
13139	-79.09825	-82.73203	3.633786	0.0110487	0.0349257	0.357532	0.642468
13140	-78.85046	-82.48425	3.633786	0.0110487	0.0349257	0.797114	0.202886
13141	-78.85046	-82.48425	3.633786	0.0110487	0.0349257	0.797114	0.202886
13142	-81.51983	-75.53045	-5.989379	0.0179001	0.0998661	0.244265	0.755735
13143	-78.83553	-81.16778	2.332244	0.00920683	0.0464775	0.944487	0.0555131
13144	-80.04396	-83.20463	3.160672	0.00698104	0.0425229	0.894418	0.105582
13145	-80.21267	-83.37335	3.160672	0.00698104	0.0425229	0.296483	0.703517
13146	-80.29503	-83.4557	3.160672	0.00698104	0.0425229	0.0392792	0.960721
13147	-79.99041	-81.73948	1.749071	0.00698104	0.0530539	0.160056	0.839944
13148	-80.69429	-84.72865	4.034356	0.00698104	0.036005	0.165127	0.834873
13149	-79.72987	-83.16786	3.437994	0.00808559	0.0393495	0.282273	0.717727
13150	-83.65146	-80.23217	-3.419294	0.00517765	0.0934149	0.882381	0.117619
13151	-80.56189	-76.26834	-4.293544	0.0116998	0.0934149	0.722336	0.277664
13152	-80.6099	-76.37016	-4.239736	0.0112984	0.0934149	0.657486	0.342514
13153	-79.3274	-83.1707	3.843301	0.00902782	0.0353835	0.747294	0.252706
13154	-79.61089	-83.4542	3.843301	0.00902782	0.0353835	0.250142	0.749858
13155	-79.20772	-82.85828	3.650557	0.0104657	0.0353835	0.276087	0.723913
13156	-78.54953	-80.88753	2.338004	0.012337	0.0433043	0.496865	0.503135
13157	-78.39552	-80.73353	2.338004	0.012337	0.0433043	0.98989	0.0101096
13158	-78.99402	-83.15422	4.160204	0.012337	0.0297101	0.98989	0.0101096
13159	-78.75584	-80.08765	1.331804	0.00960558	0.0535423	0.69439	0.30561
13160	-78.82665	-80.15845	1.331804	0.00960558	0.0535423	0.211242	0.788758
13161	-78.98859	-77.9709	-1.017692	0.0109851	0.0696908	0.19476	0.80524
13162	-78.97727	-77.95958	-1.017692	0.0109851	0.0696908	0.486165	0.513835
13163	-78.52339	-80.16266	1.63927	0.0109851	0.049869	0.486165	0.513835
13164	-80.88351	-77.53181	-3.351703	0.00873988	0.0893484	0.449401	0.550599
13165	-81.42338	-78.2273	-3.196079	0.00757888	0.0893484	0.747554	0.252446
13166	-79.75179	-80.23661	0.4848192	0.00757888	0.0618878	0.117478	0.882522
13167	-78.65813	-78.7008	0.04266954	0.0108775	0.0618878	0.851836	0.148164
13168	-78.6032	-79.80966	1.206452	0.0108775	0.0532056	0.0801993	0.919801
13169	-79.75709	-84.19846	4.441378	0.0108775	0.029072	0.218479	0.781521
13170	-78.55174	-81.23959	2.687854	0.0114403	0.041591	0.751589	0.248411
13171	-78.7649	-81.1719	2.406998	0.00952547	0.0456011	0.881385	0.118615
13172	-78.64746	-80.36563	1.718169	0.0146643	0.0456011	0.534965	0.465035
13173	-78.58325	-80.30142	1.718169	0.0146643	0.0456011	0.770311	0.229689
13174	-80.56038	-82.72612	2.16574	0.00620238	0.0507241	0.506807	0.493193
13175	-80.56954	-82.73528	2.16574	0.00620238	0.0507241	0.398227	0.601773
13176	-78.71374	-81.14771	2.433968	0.0140283	0.0408971	0.517413	0.482587
13177	-78.94513	-82.35502	3.409884	0.0140283	0.0336164	0.79635	0.20365
13178	-78.73013	-80.67747	1.947341	0.0151907	0.0433651	0.722101	0.277899
13179	-80.2854	-85.01643	4.731031	0.0151907	0.0225979	0.595728	0.404272
13180	-79.56091	-83.46085	3.899939	0.0151907	0.0287981	0.664708	0.335292
13181	-78.58795	-79.86488	1.276936	0.0151907	0.0483665	0.950912	0.0490882
13182	-78.78808	-80.06502	1.276936	0.0151907	0.0483665	0.099408	0.900592
13183	-79.29698	-77.01209	-2.284895	0.0151907	0.0749388	0.289369	0.710631
13184	-78.49768	-80.4768	1.979115	0.0112069	0.0471119	0.606381	0.393619
13185	-81.95309	-88.02091	6.06782	0.0112069	0.0166089	0.122389	0.877611
13186	-80.73307	-86.80088	6.06782	0.0112069	0.0166089	0.785552	0.214448
13187	-80.47861	-84.68006	4.201447	0.00758601	0.0341534	0.143187	0.856813
13188	-80.18857	-84.81701	4.628444	0.00791187	0.0306421	0.720243	0.279757
13189	-79.99106	-79.11071	-0.8803502	0.00791187	0.0717394	0.972267	0.027733
13190	-79.6147	-83.25208	3.637379	0.00791187	0.0380357	0.935315	0.0646854
13191	-80.42178	-76.28	-4.14178	0.0178124	0.0861701	0.735317	0.264683
13192	-79.7474	-77.12524	-2.622161	0.0178124	0.0748333	0.851192	0.148808
13193	-79.21411	-79.03489	-0.1792138	0.0178124	0.0566082	0.699196	0.300804
13194	-79.25852	-79.07931	-0.1792138	0.0178124	0.0566082	0.359774	0.640226
13195	-79.19121	-79.01199	-0.1792138	0.0178124	0.0566082	0.880165	0.119835
13196	-79.12582	-80.18521	1.059393	0.00857199	0.0566082	0.815631	0.184369
13197	-80.29959	-79.64009	-0.6594995	0.00723782	0.0707658	0.263537	0.736463
13198	-78.56426	-80.65563	2.091373	0.0105392	0.0469421	0.706985	0.293015
13199	-80.54906	-81.15941	0.6103504	0.0215881	0.0469421	0.843808	0.156192
13200	-78.74004	-79.58139	0.8413463	0.00981277	0.0569941	0.781166	0.218834
13201	-79.04818	-82.057	3.008819	0.00981277	0.0408241	0.227749	0.772251
13202	-78.81016	-79.74539	0.9352279	0.00981277	0.0562937	0.078217	0.921783
13203	-78.72848	-79.68452	0.9560449	0.00981277	0.0561384	0.747796	0.252204
13204	-79.41482	-79.2093	-0.2055216	0.0184784	0.0561384	0.562247	0.437753
13205	-78.9121	-79.94967	1.037574	0.00920454	0.0561384	0.618235	0.381765
13206	-78.92957	-79.96715	1.037574	0.00920454	0.0561384	0.458999	0.541001
13207	-79.99719	-77.98114	-2.016046	0.0195522	0.0685717	0.0479454	0.952055
13208	-79.99719	-77.98114	-2.016046	0.0195522	0.0685717	0.0479454	0.952055
13209	-80.3049	-77.18149	-3.123403	0.0195522	0.0768329	0.532117	0.467883
13210	-79.30819	-77.2667	-2.041495	0.0114808	0.0768329	0.85883	0.14117
13211	-79.32318	-77.28168	-2.041495	0.0114808	0.0768329	0.0980182	0.901982
13212	-79.31175	-77.27025	-2.041495	0.0114808	0.0768329	0.677207	0.322793
13213	-78.39456	-79.50937	1.114814	0.0114808	0.0532859	0.97304	0.0269598
13214	-78.94563	-77.72218	-1.223453	0.0155918	0.066619	0.975973	0.024027
13215	-79.16952	-81.64633	2.476809	0.0155918	0.0390139	0.228374	0.771626
13216	-78.84999	-80.53045	1.680457	0.0155918	0.044955	0.426617	0.573383
13217	-78.79014	-78.48899	-0.3011483	0.0155918	0.0597384	0.506139	0.493861
13218	-78.71532	-79.62951	0.9141886	0.0155918	0.0506716	0.600335	0.399665
13219	-78.79091	-79.63853	0.8476243	0.0160884	0.0506716	0.71142	0.28858
13220	-78.8607	-79.70833	0.8476243	0.0160884	0.0506716	0.36	0.64
13221	-79.12702	-79.77929	0.6522645	0.0175459	0.0506716	0.773249	0.226751
13222	-78.86426	-82.16984	3.305577	0.0134433	0.0349796	0.687702	0.312298
13223	-79.61341	-83.62833	4.014922	0.00815141	0.0349796	0.997516	0.00248377
13224	-79.96963	-78.82579	-1.143837	0.00815141	0.0734655	0.140164	0.859836
13225	-79.72251	-83.83881	4.116299	0.00815141	0.0342233	0.858385	0.141615
13226	-81.00168	-76.25479	-4.746894	0.0194023	0.0890945	0.121672	0.878328
13227	-78.40897	-79.87001	1.461045	0.0114706	0.0507131	0.805308	0.194692
13228	-78.78002	-79.6357	0.855683	0.0159868	0.0507131	0.658668	0.341332
13229	-78.8517	-77.87631	-0.9753959	0.0118971	0.0684632	0.122189	0.877811
13230	-78.84267	-77.86728	-0.9753959	0.0118971	0.0684632	0.303509	0.696491
13231	-79.65322	-76.80549	-2.84773	0.0118971	0.0824314	0.681405	0.318595
13232	-79.6223	-76.71093	-2.911367	0.0123718	0.0824314	0.880842	0.119158
13233	-78.55	-78.69672	0.1467217	0.0118945	0.0600945	0.434634	0.565366
13234	-78.77438	-77.84341	-0.9309672	0.0138493	0.0661796	0.251021	0.748979
13235	-78.77753	-77.84656	-0.9309672	0.0138493	0.0661796	0.204565	0.795435
13236	-80.21232	-78.3734	-1.838921	0.0206229	0.0661796	0.972537	0.0274631
13237	-80.64108	-77.33298	-3.308101	0.0206229	0.0771401	0.412788	0.587212
13238	-83.82766	-75.05494	-8.772718	0.0206229	0.117908	0.532653	0.467347
13239	-82.9981	-74.98827	-8.009831	0.0149315	0.117908	0.554612	0.445388
13240	-81.82483	-75.28163	-6.543197	0.016879	0.105019	0.66727	0.33273
13241	-79.18564	-80.64577	1.460132	0.016879	0.0453115	0.219277	0.780723
13242	-79.25268	-82.27099	3.018307	0.00928645	0.0412796	0.0458861	0.954114
13243	-78.57249	-79.56313	0.9906434	0.0111072	0.0545858	0.115849	0.884151
13244	-79.0441	-80.43674	1.392645	0.00889051	0.0538035	0.212275	0.787725
13245	-79.38172	-83.53454	4.15283	0.00889051	0.0332116	0.997985	0.00201501
13246	-79.73557	-82.68516	2.949587	0.0178671	0.0332116	0.997985	0.00201501
13247	-79.10424	-82.66656	3.562317	0.0132959	0.0332116	0.452789	0.547211
13248	-79.20648	-81.92022	2.713742	0.0150392	0.037799	0.107333	0.892667
13249	-79.06776	-81.7412	2.673435	0.0153399	0.037799	0.479762	0.520238
13250	-79.29779	-82.88186	3.584067	0.0085463	0.037799	0.982062	0.0179375
13251	-79.17034	-80.94218	1.771841	0.0085463	0.0513188	0.250216	0.749784
13252	-79.13349	-80.90533	1.771841	0.0085463	0.0513188	0.478164	0.521836
13253	-78.7189	-80.61269	1.893791	0.0148341	0.0441212	0.502453	0.497547
13254	-80.36521	-76.65625	-3.708957	0.0186849	0.0820686	0.322204	0.677796
13255	-79.99075	-76.51539	-3.475365	0.0169422	0.0820686	0.130272	0.869728
13256	-80.10976	-77.26205	-2.847717	0.00992704	0.0844013	0.33199	0.66801
13257	-80.27813	-77.5103	-2.767828	0.00933104	0.0844013	0.970808	0.0291916
13258	-80.27153	-77.5037	-2.767828	0.00933104	0.0844013	0.0405087	0.959491
13259	-79.7676	-76.59581	-3.171796	0.0123448	0.0844013	0.968079	0.0319206
13260	-78.41797	-79.40648	0.9885105	0.0123448	0.0533642	0.581233	0.418767
13261	-78.4471	-79.43561	0.9885105	0.0123448	0.0533642	0.407133	0.592867
13262	-78.47703	-79.46554	0.9885105	0.0123448	0.0533642	0.233504	0.766496
13263	-78.43653	-79.42504	0.9885105	0.0123448	0.0533642	0.469755	0.530245
13264	-78.40063	-79.38914	0.9885105	0.0123448	0.0533642	0.687304	0.312696
13265	-78.4493	-79.53419	1.084895	0.0116257	0.0533642	0.56163	0.43837
13266	-79.50386	-80.35841	0.8545498	0.00787282	0.0588355	0.579494	0.420506
13267	-80.00037	-79.13901	-0.8613648	0.00787282	0.0716368	0.303495	0.696505
13268	-78.56869	-79.73828	1.169587	0.0105647	0.0537934	0.589211	0.410789
13269	-78.52653	-79.69612	1.169587	0.0105647	0.0537934	0.875606	0.124394
13270	-78.40169	-79.19502	0.793335	0.0133716	0.0537934	0.855194	0.144806
13271	-78.59515	-79.20365	0.608502	0.0147505	0.0537934	0.496511	0.503489
13272	-78.48342	-79.47767	0.9942519	0.0118727	0.0537934	0.280932	0.719068
13273	-78.60103	-81.02443	2.423396	0.0118727	0.0431316	0.397503	0.602497
13274	-78.56217	-78.56117	-0.0010014	0.0118727	0.0612183	0.624979	0.375021
13275	-78.57374	-78.19319	-0.3805485	0.0132695	0.062653	0.908175	0.0918248
13276	-78.62626	-78.24571	-0.3805485	0.0132695	0.062653	0.289711	0.710289
13277	-78.59058	-78.21003	-0.3805485	0.0132695	0.062653	0.706338	0.293662
13278	-79.89954	-85.09597	5.196429	0.0132695	0.021047	0.939571	0.0604295
13279	-78.96295	-78.29485	-0.6680933	0.0164443	0.0616235	0.775962	0.224038
13280	-78.62845	-78.68705	0.05860246	0.0110229	0.0616235	0.877705	0.122295
13281	-78.60438	-78.45547	-0.1489101	0.012571	0.0616235	0.0746863	0.925314
13282	-78.47435	-78.83541	0.361061	0.0122667	0.0581232	0.6195	0.3805
13283	-80.91251	-81.41889	0.5063834	0.0221656	0.0471402	0.242562	0.757438
13284	-78.86843	-81.07752	2.20909	0.00946285	0.0471402	0.438168	0.561832
13285	-79.42829	-80.42637	0.9980865	0.0184973	0.0471402	0.86265	0.13735
13286	-79.87701	-77.94022	-1.936784	0.0091944	0.0783381	0.74018	0.25982
13287	-81.0455	-77.42699	-3.618506	0.0217406	0.0783381	0.874744	0.125256
13288	-80.91988	-77.35731	-3.562575	0.0213233	0.0783381	0.435888	0.564112
13289	-79.64984	-76.75047	-2.899363	0.0163755	0.0783381	0.707233	0.292767
13290	-79.34239	-76.86476	-2.477629	0.0132293	0.0783381	0.480022	0.519978
13291	-79.33652	-76.85889	-2.477629	0.0132293	0.0783381	0.735396	0.264604
13292	-79.37266	-76.81295	-2.559713	0.0138416	0.0783381	0.130678	0.869322
13293	-79.6196	-77.55605	-2.063552	0.0101401	0.0783381	0.978753	0.0212471
13294	-79.62029	-77.55674	-2.063552	0.0101401	0.0783381	0.890941	0.109059
13295	-78.46582	-78.77511	0.3092929	0.0118704	0.0589057	0.992954	0.0070456
13296	-79.41871	-77.12934	-2.289368	0.0116221	0.0785409	0.0287056	0.971294
13297	-80.70223	-77.203	-3.499227	0.020648	0.0785409	0.910805	0.0891949
13298	-79.35724	-76.80623	-2.551009	0.013574	0.0785409	0.793992	0.206008
13299	-79.37289	-76.82188	-2.551009	0.013574	0.0785409	0.129047	0.870953
13300	-78.74008	-77.9741	-0.7659852	0.013574	0.065224	0.0240768	0.975923
13301	-78.72641	-81.8144	3.087982	0.0106091	0.0394372	0.749569	0.250431
13302	-78.80657	-81.89455	3.087982	0.0106091	0.0394372	0.553937	0.446063
13303	-80.28743	-85.12839	4.840965	0.0149351	0.0220334	0.617143	0.382857
13304	-79.3313	-80.52509	1.193785	0.0181709	0.0460066	0.944156	0.055844
13305	-79.57403	-80.92057	1.346533	0.0181709	0.0448671	0.157282	0.842718
13306	-78.84575	-81.24128	2.395528	0.0103451	0.0448671	0.0190305	0.980969
13307	-81.9198	-83.0953	1.175497	0.0240954	0.0402186	0.888948	0.111052
13308	-82.0822	-83.2577	1.175497	0.0240954	0.0402186	0.365844	0.634156
13309	-79.19791	-81.3133	2.115391	0.0170835	0.0402186	0.893145	0.106855
13310	-78.58106	-79.73921	1.158148	0.0146868	0.0497566	0.57018	0.42982
13311	-78.59016	-79.7483	1.158148	0.0146868	0.0497566	0.527604	0.472396
13312	-80.42255	-80.73184	0.3092815	0.0210196	0.0497566	0.0375106	0.962489
13313	-81.47402	-75.37786	-6.096155	0.0156798	0.102883	0.538391	0.461609
13314	-78.97591	-81.57197	2.59606	0.0156798	0.0380363	0.822863	0.177137
13315	-80.23109	-76.0662	-4.164891	0.0156798	0.0884751	0.56986	0.43014
13316	-78.67755	-78.21567	-0.4618812	0.0140412	0.0624881	0.229194	0.770806
13317	-78.61436	-78.58875	-0.02561083	0.0114846	0.06179	0.520154	0.479846
13318	-78.62829	-78.60268	-0.02561083	0.0114846	0.06179	0.355556	0.644444
13319	-79.61676	-84.62952	5.012761	0.0114846	0.0242022	0.840487	0.159513
13320	-79.8505	-85.13153	5.281033	0.0114433	0.0222421	0.829526	0.170474
13321	-79.27109	-83.76872	4.497632	0.0114433	0.0280865	0.813583	0.186417
13322	-78.49335	-80.82231	2.32896	0.0114433	0.0442655	0.721799	0.278201
13323	-78.39428	-79.30494	0.9106563	0.0133652	0.0529245	0.856969	0.143031
13324	-78.40207	-79.31273	0.9106563	0.0133652	0.0529245	0.809686	0.190314
13325	-78.41026	-79.32092	0.9106563	0.0133652	0.0529245	0.76042	0.23958
13326	-78.55764	-78.34605	-0.2115905	0.0133652	0.0612968	0.686381	0.313619
13327	-78.63344	-78.74305	0.1096154	0.0109689	0.0612968	0.777695	0.222305
13328	-79.15855	-82.94157	3.78302	0.0109689	0.0338921	0.393376	0.606624
13329	-78.82693	-82.60995	3.78302	0.0109689	0.0338921	0.979742	0.020258
13330	-79.98061	-77.86389	-2.116714	0.00916506	0.0797098	0.59365	0.40635
13331	-78.55999	-78.82701	0.2670213	0.0144192	0.0566723	0.613082	0.386918
13332	-78.61764	-78.88466	0.2670213	0.0144192	0.0566723	0.190356	0.809644
13333	-81.81849	-75.47579	-6.342698	0.0185385	0.101863	0.86951	0.13049
13334	-78.56728	-80.39087	1.82359	0.0146408	0.0448382	0.86951	0.13049
13335	-78.85925	-81.13012	2.270875	0.0146408	0.0415013	0.284615	0.715385
13336	-78.74354	-78.1044	-0.6391375	0.0146408	0.0632109	0.405288	0.594712
13337	-78.71152	-78.07238	-0.6391375	0.0146408	0.0632109	0.787496	0.212504
13338	-78.78167	-78.70187	-0.07980558	0.010468	0.0632109	0.639575	0.360425
13339	-78.77054	-78.69073	-0.07980558	0.010468	0.0632109	0.807679	0.192321
13340	-78.80269	-78.72288	-0.07980558	0.010468	0.0632109	0.327392	0.672608
13341	-78.72017	-78.06725	-0.6529168	0.0147436	0.0632109	0.832995	0.167005
13342	-80.38209	-84.61082	4.228734	0.0161259	0.02541	0.365875	0.634125
13343	-80.88839	-77.60797	-3.280427	0.02153	0.0760265	0.295545	0.704455
13344	-78.64529	-78.03703	-0.6082602	0.0135048	0.0641166	0.751403	0.248597
13345	-78.78994	-80.90767	2.117728	0.0143207	0.0429639	0.199167	0.800833
13346	-79.06703	-82.92144	3.854418	0.0124899	0.0318385	0.618056	0.381944
13347	-80.04743	-83.18918	3.141757	0.0178066	0.0318385	0.555074	0.444926
13348	-79.95177	-83.09353	3.141757	0.0178066	0.0318385	0.718904	0.281096
13349	-79.06083	-82.86235	3.801522	0.0128845	0.0318385	0.641294	0.358706
13350	-79.25359	-83.05511	3.801522	0.0128845	0.0318385	0.364086	0.635914
13351	-79.13901	-82.45389	3.314878	0.0128845	0.035469	0.124498	0.875502
13352	-78.92317	-77.49366	-1.429515	0.0128845	0.0708636	0.42704	0.57296
13353	-78.50382	-80.88103	2.377218	0.013759	0.0415898	0.974949	0.0250512
13354	-83.61589	-84.15409	0.5381952	0.0274591	0.0416094	0.698464	0.301536
13355	-83.58043	-84.11863	0.5381952	0.0274591	0.0416094	0.840664	0.159336
13356	-79.90089	-81.50967	1.60878	0.0194722	0.0416094	0.882065	0.117935
13357	-80.08377	-84.83608	4.752313	0.00916454	0.0284653	0.381672	0.618328
13358	-79.4888	-84.06105	4.572251	0.0105079	0.0284653	0.644823	0.355177
13359	-79.96494	-84.3842	4.419259	0.0116492	0.0284653	0.0399821	0.960018
13360	-81.10731	-87.49553	6.388218	0.0116492	0.0137762	0.913452	0.0865479
13361	-84.44298	-91.80672	7.363735	0.0108376	0.00731018	0.241353	0.758647
13362	-81.29354	-87.74561	6.452068	0.0108376	0.0141115	0.760161	0.239839
13363	-82.84546	-89.25515	6.409682	0.0108376	0.0144277	0.0652212	0.934779
13364	-79.23911	-83.41978	4.180679	0.0108376	0.0310568	0.614888	0.385112
13365	-79.13678	-82.95326	3.81648	0.0135547	0.0310568	0.678083	0.321917
13366	-79.19357	-83.01005	3.81648	0.0135547	0.0310568	0.591561	0.408439
13367	-78.46796	-80.24526	1.777306	0.0114057	0.0484186	0.591561	0.408439
13368	-79.26943	-81.45608	2.186648	0.00835186	0.0484186	0.320229	0.679771
13369	-79.70584	-78.18424	-1.521606	0.00911808	0.0753171	0.75968	0.24032
13370	-79.50765	-77.00879	-2.498857	0.0164087	0.0753171	0.169924	0.830076
13371	-79.51274	-77.01388	-2.498857	0.0164087	0.0753171	0.0282709	0.971729
13372	-80.68481	-77.56144	-3.123368	0.0210677	0.0753171	0.886679	0.113321
13373	-80.32343	-78.5714	-1.752026	0.00803241	0.0781218	0.762197	0.237803
13374	-80.32136	-78.56933	-1.752026	0.00803241	0.0781218	0.637062	0.362938
13375	-81.38399	-77.66205	-3.721938	0.0227286	0.0781218	0.676484	0.323516
13376	-80.29988	-77.03556	-3.264322	0.0193146	0.0781218	0.660965	0.339035
13377	-79.22003	-81.84507	2.625038	0.0165167	0.0369833	0.81442	0.18558
13378	-79.20277	-81.8278	2.625038	0.0165167	0.0369833	0.856427	0.143573
13379	-78.63589	-78.15964	-0.4762488	0.0143639	0.0622726	0.983377	0.016623
13380	-78.96842	-78.23426	-0.7341614	0.016288	0.0622726	0.542945	0.457055
13381	-80.4915	-78.88512	-1.606388	0.00762222	0.0774455	0.963672	0.0363285
13382	-78.6209	-81.52554	2.904644	0.013676	0.037738	0.980213	0.0197873
13383	-79.00385	-81.9085	2.904644	0.013676	0.037738	0.162128	0.837872
13384	-78.46872	-80.31415	1.845431	0.013676	0.04564	0.771727	0.228273
13385	-78.39665	-79.27018	0.8735284	0.013676	0.0528907	0.970492	0.0295077
13386	-80.67964	-85.95609	5.276443	0.0141171	0.0196025	0.469534	0.530466
13387	-78.47162	-79.51488	1.043257	0.0141171	0.0511834	0.738844	0.261156
13388	-78.4681	-79.1948	0.726694	0.0139149	0.0537473	0.688239	0.311761
13389	-78.88153	-80.24762	1.36609	0.00914481	0.0537473	0.784034	0.215966
13390	-79.39034	-79.49986	0.1095203	0.0185192	0.0537473	0.784034	0.215966
13391	-78.96707	-79.27443	0.3073616	0.0170432	0.0537473	0.937408	0.0625918
13392	-79.00284	-79.3102	0.3073616	0.0170432	0.0537473	0.703529	0.296471
13393	-79.02528	-79.33264	0.3073616	0.0170432	0.0537473	0.560981	0.439019
13394	-78.99754	-79.3049	0.3073616	0.0170432	0.0537473	0.737646	0.262354
13395	-78.8368	-79.93474	1.09794	0.00937761	0.055515	0.737646	0.262354
13396	-78.9667	-79.28087	0.314177	0.00937761	0.0613621	0.779862	0.220138
13397	-78.85009	-81.52682	2.676728	0.0104109	0.0427034	0.198029	0.801971
