Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
5512	-84.37333	-87.00449	2.631157	0.01691253	0.0169125	0.0169125
5513	-84.37333	-87.00449	2.631157	0.01691253	0.0169125	0.0169125
5514	-84.39972	-87.1261	2.726384	0.01620211	0.0162021	0.0162021
5515	-84.39972	-87.1261	2.726384	0.01620211	0.0162021	0.0162021
5516	-84.39972	-87.1261	2.726384	0.01620211	0.0162021	0.0162021
5517	-85.25738	-86.97107	1.71369	0.02375712	0.0237571	0.0237571
5518	-87.36634	-88.15739	0.7910516	0.03064028	0.0306403	0.0306403
5519	-87.36634	-88.15739	0.7910516	0.03064028	0.0306403	0.0306403
5520	-86.3694	-87.55348	1.184074	0.02770822	0.0277082	0.0277082
5521	-86.3694	-87.55348	1.184074	0.02770822	0.0277082	0.0277082
5522	-84.39531	-87.11114	2.715838	0.01628078	0.0162808	0.0162808
5523	-84.39531	-87.11114	2.715838	0.01628078	0.0162808	0.0162808
5524	-84.39531	-87.11114	2.715838	0.01628078	0.0162808	0.0162808
5525	-84.39531	-87.11114	2.715838	0.01628078	0.0162808	0.0162808
5526	-85.34952	-87.01257	1.663045	0.02413494	0.0241349	0.0241349
5527	-85.11346	-88.32711	3.213652	0.01256694	0.0125669	0.0125669
5528	-84.72512	-86.78791	2.062781	0.02115279	0.0211528	0.0211528
5529	-84.72512	-86.78791	2.062781	0.02115279	0.0211528	0.0211528
5530	-84.72512	-86.78791	2.062781	0.02115279	0.0211528	0.0211528
5531	-84.72512	-86.78791	2.062781	0.02115279	0.0211528	0.0211528
5532	-84.37476	-86.91468	2.539923	0.01759316	0.0175932	0.0175932
5533	-84.41839	-86.82607	2.407675	0.01857977	0.0185798	0.0185798
5534	-84.37173	-86.93919	2.56746	0.01738773	0.0173877	0.0173877
5535	-84.50806	-86.78066	2.272603	0.01958745	0.0195875	0.0195875
5536	-84.44087	-86.80786	2.366991	0.01888329	0.0188833	0.0188833
5537	-84.44087	-86.80786	2.366991	0.01888329	0.0188833	0.0188833
5538	-84.44087	-86.80786	2.366991	0.01888329	0.0188833	0.0188833
5539	-84.85129	-86.8186	1.967313	0.02186501	0.021865	0.021865
5540	-85.63098	-87.14921	1.518228	0.02521532	0.0252153	0.0252153
5541	-85.05355	-86.88703	1.833476	0.02286347	0.0228635	0.0228635
5542	-84.37097	-86.96908	2.598116	0.01715903	0.017159	0.017159
5543	-84.37097	-86.96908	2.598116	0.01715903	0.017159	0.017159
5544	-84.8152	-86.80864	1.993434	0.02167014	0.0216701	0.0216701
5545	-84.8152	-86.80864	1.993434	0.02167014	0.0216701	0.0216701
5546	-85.48483	-87.0766	1.591765	0.02466672	0.0246667	0.0246667
5547	-85.62688	-87.14713	1.520246	0.02520027	0.0252003	0.0252003
5548	-85.62688	-87.14713	1.520246	0.02520027	0.0252003	0.0252003
5549	-84.54821	-86.77458	2.226366	0.01993239	0.0199324	0.0199324
5550	-84.54821	-86.77458	2.226366	0.01993239	0.0199324	0.0199324
5551	-84.64987	-86.77652	2.12665	0.02067631	0.0206763	0.0206763
5552	-84.39014	-86.86578	2.475632	0.0180728	0.0180728	0.0180728
5553	-84.39014	-86.86578	2.475632	0.0180728	0.0180728	0.0180728
5554	-84.84072	-87.93949	3.098774	0.01342396	0.013424	0.013424
5555	-84.84072	-87.93949	3.098774	0.01342396	0.013424	0.013424
5556	-84.84072	-87.93949	3.098774	0.01342396	0.013424	0.013424
5557	-84.44687	-86.80408	2.357206	0.01895629	0.0189563	0.0189563
5558	-84.44687	-86.80408	2.357206	0.01895629	0.0189563	0.0189563
5559	-84.62316	-86.77421	2.151056	0.02049423	0.0204942	0.0204942
5560	-84.62316	-86.77421	2.151056	0.02049423	0.0204942	0.0204942
5561	-84.62316	-86.77421	2.151056	0.02049423	0.0204942	0.0204942
5562	-84.62316	-86.77421	2.151056	0.02049423	0.0204942	0.0204942
5563	-84.62316	-86.77421	2.151056	0.02049423	0.0204942	0.0204942
5564	-84.39986	-87.12656	2.726704	0.01619972	0.0161997	0.0161997
5565	-84.39045	-87.09345	2.703003	0.01637654	0.0163765	0.0163765
5566	-84.88443	-88.00397	3.119534	0.01326908	0.0132691	0.0132691
5567	-84.72149	-86.78721	2.065723	0.02113085	0.0211308	0.0211308
5568	-84.40277	-87.13595	2.733184	0.01615137	0.0161514	0.0161514
5569	-86.00815	-89.47091	3.462766	0.01070847	0.0107085	0.0107085
5570	-84.72488	-87.76232	3.03744	0.01388154	0.0138815	0.0138815
5571	-84.72488	-87.76232	3.03744	0.01388154	0.0138815	0.0138815
5572	-85.73983	-87.20525	1.465418	0.0256093	0.0256093	0.0256093
5573	-84.39042	-86.86521	2.474787	0.0180791	0.0180791	0.0180791
5574	-85.26193	-88.52713	3.265197	0.0121824	0.0121824	0.0121824
5575	-84.37188	-86.98854	2.616661	0.01702067	0.0170207	0.0170207
5576	-84.37188	-86.98854	2.616661	0.01702067	0.0170207	0.0170207
5577	-84.37188	-86.98854	2.616661	0.01702067	0.0170207	0.0170207
5578	-84.41697	-87.17801	2.761044	0.01594353	0.0159435	0.0159435
5579	-84.47025	-87.30738	2.837131	0.0153759	0.0153759	0.0153759
5580	-84.47025	-87.30738	2.837131	0.0153759	0.0153759	0.0153759
5581	-84.47025	-87.30738	2.837131	0.0153759	0.0153759	0.0153759
5582	-85.17915	-88.41635	3.237198	0.01239128	0.0123913	0.0123913
5583	-84.37419	-87.01182	2.637628	0.01686425	0.0168643	0.0168643
5584	-84.37419	-87.01182	2.637628	0.01686425	0.0168643	0.0168643
5585	-84.37664	-86.90521	2.528573	0.01767784	0.0176778	0.0176778
5586	-85.07405	-88.27294	3.19889	0.01267706	0.0126771	0.0126771
5587	-85.19887	-88.4429	3.244029	0.01234031	0.0123403	0.0123403
5588	-84.41909	-87.18388	2.764792	0.01591557	0.0159156	0.0159156
5589	-85.87377	-87.27618	1.402413	0.02607934	0.0260793	0.0260793
5590	-86.03458	-87.36383	1.329253	0.02662513	0.0266251	0.0266251
5591	-86.03458	-87.36383	1.329253	0.02662513	0.0266251	0.0266251
5592	-84.75172	-87.80432	3.052605	0.0137684	0.0137684	0.0137684
5593	-84.75172	-87.80432	3.052605	0.0137684	0.0137684	0.0137684
5594	-84.75172	-87.80432	3.052605	0.0137684	0.0137684	0.0137684
5595	-86.70027	-87.74841	1.048136	0.02872236	0.0287224	0.0287224
5596	-84.401	-87.13029	2.729286	0.01618046	0.0161805	0.0161805
5597	-84.39561	-87.11219	2.716586	0.01627521	0.0162752	0.0162752
5598	-86.39455	-87.56806	1.173504	0.02778707	0.0277871	0.0277871
5599	-85.15923	-88.38942	3.23019	0.01244356	0.0124436	0.0124436
5600	-85.06167	-86.89013	1.828463	0.02290087	0.0229009	0.0229009
5601	-84.4254	-87.20086	2.775459	0.01583599	0.015836	0.015836
5602	-84.5595	-86.77374	2.214237	0.02002288	0.0200229	0.0200229
5603	-85.14529	-86.92336	1.778072	0.02327681	0.0232768	0.0232768
5604	-86.33985	-87.5364	1.19655	0.02761514	0.0276151	0.0276151
5605	-84.43209	-86.81412	2.382024	0.01877114	0.0187711	0.0187711
5606	-84.43209	-86.81412	2.382024	0.01877114	0.0187711	0.0187711
5607	-84.37515	-87.01904	2.643885	0.01681758	0.0168176	0.0168176
5608	-84.57265	-86.77315	2.200499	0.02012537	0.0201254	0.0201254
5609	-84.57265	-86.77315	2.200499	0.02012537	0.0201254	0.0201254
5610	-84.57265	-86.77315	2.200499	0.02012537	0.0201254	0.0201254
5611	-84.57265	-86.77315	2.200499	0.02012537	0.0201254	0.0201254
5612	-84.88317	-88.00212	3.118951	0.01327344	0.0132734	0.0132734
5613	-84.88317	-88.00212	3.118951	0.01327344	0.0132734	0.0132734
5614	-86.71586	-90.31405	3.598191	0.00969816	0.00969816	0.00969816
5615	-87.7167	-91.46192	3.74522	0.008601278	0.00860128	0.00860128
5616	-84.50582	-87.38151	2.87569	0.01508824	0.0150882	0.0150882
5617	-84.42405	-87.19727	2.773224	0.01585267	0.0158527	0.0158527
5618	-84.79978	-86.80464	2.00486	0.0215849	0.0215849	0.0215849
5619	-84.39639	-87.1149	2.718515	0.01626081	0.0162608	0.0162608
5620	-85.55084	-88.90228	3.35144	0.011539	0.011539	0.011539
5621	-85.55084	-88.90228	3.35144	0.011539	0.011539	0.011539
5622	-84.42806	-86.81733	2.389269	0.01871709	0.0187171	0.0187171
5623	-84.37432	-87.0128	2.638485	0.01685786	0.0168579	0.0168579
5624	-84.37432	-87.0128	2.638485	0.01685786	0.0168579	0.0168579
5625	-84.52567	-86.77734	2.251672	0.01974361	0.0197436	0.0197436
5626	-84.52567	-86.77734	2.251672	0.01974361	0.0197436	0.0197436
5627	-84.52567	-86.77734	2.251672	0.01974361	0.0197436	0.0197436
5628	-85.81593	-89.23487	3.418945	0.01103539	0.0110354	0.0110354
5629	-87.66645	-91.40516	3.738715	0.008649806	0.00864981	0.00864981
5630	-87.66645	-91.40516	3.738715	0.008649806	0.00864981	0.00864981
5631	-87.36305	-91.06075	3.697693	0.008955845	0.00895584	0.00895584
5632	-89.13992	-93.04294	3.903026	0.007423997	0.007424	0.007424
5633	-86.77504	-90.38313	3.608091	0.009624298	0.0096243	0.0096243
5634	-86.95733	-90.59482	3.637491	0.00940497	0.00940497	0.00940497
5635	-84.62183	-86.77413	2.152298	0.02048497	0.020485	0.020485
5636	-84.80342	-86.80557	2.002148	0.02160513	0.0216051	0.0216051
5637	-84.46455	-86.79485	2.330303	0.019157	0.019157	0.019157
5638	-84.77233	-87.83616	3.063827	0.01368468	0.0136847	0.0136847
5639	-86.30822	-89.83271	3.52449	0.01024799	0.010248	0.010248
5640	-86.30822	-89.83271	3.52449	0.01024799	0.010248	0.010248
5641	-84.37679	-86.90454	2.527746	0.01768401	0.017684	0.017684
5642	-84.48208	-86.78792	2.305833	0.01933955	0.0193395	0.0193395
5643	-84.48208	-86.78792	2.305833	0.01933955	0.0193395	0.0193395
5644	-84.48208	-86.78792	2.305833	0.01933955	0.0193395	0.0193395
5645	-84.47613	-86.79006	2.313928	0.01927915	0.0192792	0.0192792
5646	-84.47613	-86.79006	2.313928	0.01927915	0.0192792	0.0192792
5647	-84.93487	-88.07707	3.142197	0.01310001	0.0131	0.0131
5648	-84.56645	-87.49654	2.930098	0.01468234	0.0146823	0.0146823
5649	-84.8881	-88.00932	3.121226	0.01325647	0.0132565	0.0132565
5650	-84.39794	-87.12018	2.722241	0.01623301	0.016233	0.016233
5651	-85.64083	-87.15421	1.513385	0.02525146	0.0252515	0.0252515
5652	-85.64083	-87.15421	1.513385	0.02525146	0.0252515	0.0252515
5653	-84.95599	-88.1073	3.151315	0.01303199	0.013032	0.013032
5654	-84.74232	-86.79134	2.04902	0.02125545	0.0212554	0.0212554
5655	-86.28209	-89.80149	3.519396	0.01028599	0.010286	0.010286
5656	-85.23536	-86.96144	1.726082	0.02366467	0.0236647	0.0236647
5657	-84.74259	-86.7914	2.04881	0.02125702	0.021257	0.021257
5658	-84.80553	-86.80611	2.000583	0.02161681	0.0216168	0.0216168
5659	-85.87673	-87.27777	1.40104	0.02608958	0.0260896	0.0260896
5660	-84.47501	-86.79048	2.315472	0.01926764	0.0192676	0.0192676
5661	-86.04094	-89.51082	3.469881	0.01065539	0.0106554	0.0106554
5662	-86.04094	-89.51082	3.469881	0.01065539	0.0106554	0.0106554
5663	-84.56277	-86.77355	2.210788	0.02004861	0.0200486	0.0200486
5664	-85.2841	-86.98291	1.698808	0.02386814	0.0238681	0.0238681
5665	-84.37377	-86.92075	2.546978	0.01754053	0.0175405	0.0175405
5666	-84.39099	-87.0955	2.704513	0.01636527	0.0163653	0.0163653
5667	-84.86998	-86.82408	1.954098	0.0219636	0.0219636	0.0219636
5668	-84.38096	-87.05281	2.67185	0.01660895	0.0166089	0.0166089
5669	-84.38096	-87.05281	2.67185	0.01660895	0.0166089	0.0166089
5670	-87.94473	-91.71854	3.773802	0.008388045	0.00838805	0.00838805
5671	-84.63719	-86.77529	2.138107	0.02059083	0.0205908	0.0205908
5672	-84.40621	-86.83981	2.433601	0.01838636	0.0183864	0.0183864
5673	-84.4284	-87.2087	2.780292	0.01579994	0.0157999	0.0157999
5674	-84.4284	-87.2087	2.780292	0.01579994	0.0157999	0.0157999
5675	-84.4284	-87.2087	2.780292	0.01579994	0.0157999	0.0157999
5676	-84.51698	-87.40358	2.886601	0.01500684	0.0150068	0.0150068
5677	-85.06972	-86.89323	1.823511	0.02293782	0.0229378	0.0229378
5678	-84.47851	-86.78918	2.310669	0.01930347	0.0193035	0.0193035
5679	-84.47851	-86.78918	2.310669	0.01930347	0.0193035	0.0193035
5680	-84.47851	-86.78918	2.310669	0.01930347	0.0193035	0.0193035
5681	-84.37912	-86.89526	2.516139	0.0177706	0.0177706	0.0177706
5682	-84.37217	-86.99232	2.620146	0.01699468	0.0169947	0.0169947
5683	-85.05869	-86.88899	1.830298	0.02288718	0.0228872	0.0228872
5684	-85.01286	-88.18777	3.17491	0.01285597	0.012856	0.012856
5685	-85.34151	-87.00889	1.667375	0.02410264	0.0241026	0.0241026
5686	-84.49476	-87.35914	2.864379	0.01517262	0.0151726	0.0151726
5687	-84.49476	-87.35914	2.864379	0.01517262	0.0151726	0.0151726
5688	-84.49476	-87.35914	2.864379	0.01517262	0.0151726	0.0151726
5689	-84.3719	-86.98883	2.616925	0.01701871	0.0170187	0.0170187
5690	-84.69636	-87.71692	3.020566	0.01400742	0.0140074	0.0140074
5691	-84.69636	-87.71692	3.020566	0.01400742	0.0140074	0.0140074
5692	-84.39039	-86.86528	2.474889	0.01807834	0.0180783	0.0180783
5693	-84.39039	-86.86528	2.474889	0.01807834	0.0180783	0.0180783
5694	-84.61507	-86.77373	2.158663	0.02043748	0.0204375	0.0204375
5695	-84.85528	-86.81976	1.964474	0.02188619	0.0218862	0.0218862
5696	-84.85528	-86.81976	1.964474	0.02188619	0.0218862	0.0218862
5697	-84.38095	-86.88906	2.508116	0.01783045	0.0178305	0.0178305
5698	-84.52025	-86.77824	2.257998	0.01969641	0.0196964	0.0196964
5699	-84.52025	-86.77824	2.257998	0.01969641	0.0196964	0.0196964
5700	-84.59707	-86.77306	2.175994	0.02030819	0.0203082	0.0203082
5701	-84.59707	-86.77306	2.175994	0.02030819	0.0203082	0.0203082
5702	-84.65387	-86.77695	2.123084	0.02070291	0.0207029	0.0207029
5703	-84.65387	-86.77695	2.123084	0.02070291	0.0207029	0.0207029
5704	-84.45366	-86.80023	2.346572	0.01903562	0.0190356	0.0190356
5705	-84.92245	-86.84049	1.918039	0.02223261	0.0222326	0.0222326
5706	-84.95701	-86.85205	1.895036	0.02240422	0.0224042	0.0224042
5707	-84.3802	-86.89149	2.511293	0.01780675	0.0178068	0.0178068
5708	-84.3802	-86.89149	2.511293	0.01780675	0.0178068	0.0178068
5709	-84.50074	-87.37131	2.870564	0.01512648	0.0151265	0.0151265
5710	-84.63209	-86.77487	2.142772	0.02055603	0.020556	0.020556
5711	-84.3816	-87.05592	2.674325	0.01659048	0.0165905	0.0165905
5712	-84.3816	-87.05592	2.674325	0.01659048	0.0165905	0.0165905
5713	-84.37487	-87.01703	2.642157	0.01683047	0.0168305	0.0168305
5714	-84.37487	-87.01703	2.642157	0.01683047	0.0168305	0.0168305
5715	-84.37487	-87.01703	2.642157	0.01683047	0.0168305	0.0168305
5716	-84.76606	-87.82652	3.060452	0.01370986	0.0137099	0.0137099
5717	-84.38821	-87.08472	2.696516	0.01642493	0.0164249	0.0164249
5718	-84.87496	-86.82557	1.950615	0.02198958	0.0219896	0.0219896
5719	-84.87496	-86.82557	1.950615	0.02198958	0.0219896	0.0219896
5720	-84.87496	-86.82557	1.950615	0.02198958	0.0219896	0.0219896
5721	-85.59418	-87.13062	1.53644	0.02507946	0.0250795	0.0250795
5722	-85.14651	-88.37217	3.225657	0.01247737	0.0124774	0.0124774
5723	-85.56344	-88.91831	3.354867	0.01151343	0.0115134	0.0115134
5724	-86.31498	-89.84078	3.5258	0.01023821	0.0102382	0.0102382
5725	-84.48605	-87.34112	2.855066	0.0152421	0.0152421	0.0152421
5726	-85.04823	-86.88501	1.836775	0.02283886	0.0228389	0.0228389
5727	-84.46664	-86.79392	2.327278	0.01917956	0.0191796	0.0191796
5728	-84.46664	-86.79392	2.327278	0.01917956	0.0191796	0.0191796
5729	-84.46664	-86.79392	2.327278	0.01917956	0.0191796	0.0191796
5730	-84.73195	-87.77344	3.041498	0.01385126	0.0138513	0.0138513
5731	-84.73195	-87.77344	3.041498	0.01385126	0.0138513	0.0138513
5732	-84.40654	-86.8394	2.43286	0.01839188	0.0183919	0.0183919
5733	-84.50562	-86.78121	2.275596	0.01956513	0.0195651	0.0195651
5734	-84.42714	-87.2054	2.778266	0.01581505	0.0158151	0.0158151
5735	-84.41528	-87.17327	2.757994	0.01596629	0.0159663	0.0159663
5736	-84.41528	-87.17327	2.757994	0.01596629	0.0159663	0.0159663
5737	-84.59216	-87.54242	2.950261	0.01453192	0.0145319	0.0145319
5738	-87.95359	-91.72847	3.774882	0.008379987	0.00837999	0.00837999
5739	-84.43219	-87.2184	2.786208	0.0157558	0.0157558	0.0157558
5740	-85.73165	-87.20098	1.469336	0.02558007	0.0255801	0.0255801
5741	-85.73165	-87.20098	1.469336	0.02558007	0.0255801	0.0255801
5742	-85.24051	-86.96368	1.723176	0.02368635	0.0236863	0.0236863
5743	-85.96439	-87.32527	1.360875	0.02638922	0.0263892	0.0263892
5744	-84.63222	-86.77488	2.142661	0.02055686	0.0205569	0.0205569
5745	-84.3718	-86.98739	2.615594	0.01702863	0.0170286	0.0170286
5746	-84.44064	-86.80801	2.36737	0.01888046	0.0188805	0.0188805
5747	-84.44064	-86.80801	2.36737	0.01888046	0.0188805	0.0188805
5748	-84.44064	-86.80801	2.36737	0.01888046	0.0188805	0.0188805
5749	-86.02245	-87.35713	1.334687	0.0265846	0.0265846	0.0265846
5750	-86.02245	-87.35713	1.334687	0.0265846	0.0265846	0.0265846
5751	-84.45375	-87.27039	2.816644	0.01552874	0.0155287	0.0155287
5752	-84.37217	-86.93398	2.561815	0.01742984	0.0174298	0.0174298
5753	-84.37217	-86.93398	2.561815	0.01742984	0.0174298	0.0174298
5754	-84.37285	-86.99987	2.627017	0.01694342	0.0169434	0.0169434
5755	-84.77185	-86.79785	2.026	0.02142719	0.0214272	0.0214272
5756	-84.77185	-86.79785	2.026	0.02142719	0.0214272	0.0214272
5757	-84.77185	-86.79785	2.026	0.02142719	0.0214272	0.0214272
5758	-84.59229	-86.77299	2.180696	0.02027311	0.0202731	0.0202731
5759	-84.59229	-86.77299	2.180696	0.02027311	0.0202731	0.0202731
5760	-84.74813	-87.79874	3.050612	0.01378327	0.0137833	0.0137833
5761	-84.81308	-86.80808	1.994997	0.02165848	0.0216585	0.0216585
5762	-84.39374	-87.10558	2.711849	0.01631054	0.0163105	0.0163105
5763	-84.44817	-87.2574	2.809226	0.01558408	0.0155841	0.0155841
5764	-85.88893	-89.32497	3.436036	0.01090788	0.0109079	0.0109079
5765	-85.58374	-88.94408	3.360339	0.0114726	0.0114726	0.0114726
5766	-84.57129	-87.50529	2.934003	0.01465321	0.0146532	0.0146532
5767	-84.57129	-87.50529	2.934003	0.01465321	0.0146532	0.0146532
5768	-84.57129	-87.50529	2.934003	0.01465321	0.0146532	0.0146532
5769	-84.57129	-87.50529	2.934003	0.01465321	0.0146532	0.0146532
5770	-85.18037	-86.93793	1.757565	0.0234298	0.0234298	0.0234298
5771	-84.39467	-86.85716	2.462489	0.01817085	0.0181708	0.0181708
5772	-84.39467	-86.85716	2.462489	0.01817085	0.0181708	0.0181708
5773	-84.39467	-86.85716	2.462489	0.01817085	0.0181708	0.0181708
5774	-84.39467	-86.85716	2.462489	0.01817085	0.0181708	0.0181708
5775	-84.46228	-86.7959	2.333613	0.0191323	0.0191323	0.0191323
5776	-84.56516	-87.49421	2.92905	0.01469016	0.0146902	0.0146902
5777	-84.56516	-87.49421	2.92905	0.01469016	0.0146902	0.0146902
5778	-84.39922	-87.12446	2.725241	0.01621063	0.0162106	0.0162106
5779	-84.69117	-86.78197	2.090804	0.02094373	0.0209437	0.0209437
5780	-84.69117	-86.78197	2.090804	0.02094373	0.0209437	0.0209437
5781	-84.48865	-87.34654	2.857884	0.01522108	0.0152211	0.0152211
5782	-84.37375	-87.00818	2.634426	0.01688814	0.0168881	0.0168881
5783	-84.37375	-87.00818	2.634426	0.01688814	0.0168881	0.0168881
5784	-84.62137	-87.59298	2.97161	0.01437264	0.0143726	0.0143726
5785	-85.05153	-86.88626	1.834727	0.02285415	0.0228541	0.0228541
5786	-84.92568	-86.84155	1.915864	0.02224884	0.0222488	0.0222488
5787	-84.97928	-88.14042	3.16114	0.01295869	0.0129587	0.0129587
5788	-84.6071	-87.56847	2.961368	0.01444905	0.0144491	0.0144491
5789	-84.80517	-87.88619	3.081021	0.01355641	0.0135564	0.0135564
5790	-86.41847	-87.58196	1.163489	0.02786178	0.0278618	0.0278618
5791	-84.68669	-86.78128	2.094597	0.02091543	0.0209154	0.0209154
5792	-84.68669	-86.78128	2.094597	0.02091543	0.0209154	0.0209154
5793	-84.68669	-86.78128	2.094597	0.02091543	0.0209154	0.0209154
5794	-84.68669	-86.78128	2.094597	0.02091543	0.0209154	0.0209154
5795	-84.84487	-86.81677	1.971901	0.02183079	0.0218308	0.0218308
5796	-84.46325	-86.79544	2.332193	0.0191429	0.0191429	0.0191429
5797	-84.46325	-86.79544	2.332193	0.0191429	0.0191429	0.0191429
5798	-84.46325	-86.79544	2.332193	0.0191429	0.0191429	0.0191429
5799	-85.19645	-86.94473	1.748273	0.02349912	0.0234991	0.0234991
5800	-84.42739	-87.20607	2.77868	0.01581196	0.015812	0.015812
5801	-84.73391	-86.78963	2.05572	0.02120547	0.0212055	0.0212055
5802	-84.38823	-86.86986	2.481636	0.018028	0.018028	0.018028
5803	-84.3973	-86.8527	2.455401	0.01822372	0.0182237	0.0182237
5804	-84.3973	-86.8527	2.455401	0.01822372	0.0182237	0.0182237
5805	-84.3973	-86.8527	2.455401	0.01822372	0.0182237	0.0182237
5806	-85.16731	-86.93247	1.765157	0.02337316	0.0233732	0.0233732
5807	-85.16731	-86.93247	1.765157	0.02337316	0.0233732	0.0233732
5808	-84.46863	-87.30383	2.835202	0.01539029	0.0153903	0.0153903
5809	-84.37625	-86.90699	2.530732	0.01766173	0.0176617	0.0176617
5810	-84.37625	-86.90699	2.530732	0.01766173	0.0176617	0.0176617
5811	-85.59889	-87.13299	1.534102	0.0250969	0.0250969	0.0250969
5812	-85.23177	-86.95989	1.728112	0.02364952	0.0236495	0.0236495
5813	-84.3896	-87.0902	2.700602	0.01639445	0.0163944	0.0163944
5814	-84.73721	-87.7817	3.044491	0.01382893	0.0138289	0.0138289
5815	-84.56223	-86.77358	2.211348	0.02004443	0.0200444	0.0200444
5816	-84.70896	-86.78493	2.075976	0.02105435	0.0210543	0.0210543
5817	-84.86099	-86.82142	1.960432	0.02191635	0.0219163	0.0219163
5818	-84.86099	-86.82142	1.960432	0.02191635	0.0219163	0.0219163
5819	-84.84584	-86.81705	1.971203	0.02183599	0.021836	0.021836
5820	-84.84584	-86.81705	1.971203	0.02183599	0.021836	0.021836
5821	-84.49825	-86.78304	2.284789	0.01949654	0.0194965	0.0194965
5822	-84.64444	-86.77597	2.131529	0.02063991	0.0206399	0.0206399
5823	-84.44869	-87.25861	2.809923	0.01557888	0.0155789	0.0155789
5824	-84.44869	-87.25861	2.809923	0.01557888	0.0155789	0.0155789
5825	-84.44869	-87.25861	2.809923	0.01557888	0.0155789	0.0155789
5826	-84.44869	-87.25861	2.809923	0.01557888	0.0155789	0.0155789
5827	-85.26796	-86.97574	1.707777	0.02380123	0.0238012	0.0238012
5828	-84.54261	-87.45264	2.910026	0.01483208	0.0148321	0.0148321
5829	-84.42424	-87.19777	2.773538	0.01585032	0.0158503	0.0158503
5830	-84.39357	-87.10498	2.711411	0.01631381	0.0163138	0.0163138
5831	-84.52321	-86.77774	2.254528	0.0197223	0.0197223	0.0197223
5832	-84.41414	-87.17003	2.755898	0.01598192	0.0159819	0.0159819
5833	-84.45941	-86.79727	2.337864	0.01910059	0.0191006	0.0191006
5834	-84.45941	-86.79727	2.337864	0.01910059	0.0191006	0.0191006
5835	-84.45941	-86.79727	2.337864	0.01910059	0.0191006	0.0191006
5836	-84.44913	-87.25965	2.810521	0.01557442	0.0155744	0.0155744
5837	-84.78998	-86.80219	2.012209	0.02153008	0.0215301	0.0215301
5838	-84.78998	-86.80219	2.012209	0.02153008	0.0215301	0.0215301
5839	-85.29064	-88.56516	3.274517	0.01211287	0.0121129	0.0121129
5840	-86.54143	-90.10933	3.567897	0.009924165	0.00992416	0.00992416
5841	-84.49992	-86.7826	2.282681	0.01951227	0.0195123	0.0195123
5842	-84.49992	-86.7826	2.282681	0.01951227	0.0195123	0.0195123
5843	-85.78113	-89.19172	3.410589	0.01109773	0.0110977	0.0110977
5844	-84.58333	-86.77296	2.189633	0.02020643	0.0202064	0.0202064
5845	-84.54287	-87.45312	2.910249	0.01483042	0.0148304	0.0148304
5846	-84.41825	-87.18156	2.763316	0.01592659	0.0159266	0.0159266
5847	-84.41825	-87.18156	2.763316	0.01592659	0.0159266	0.0159266
5848	-84.41825	-87.18156	2.763316	0.01592659	0.0159266	0.0159266
5849	-84.41825	-87.18156	2.763316	0.01592659	0.0159266	0.0159266
5850	-84.71094	-87.74024	3.029297	0.01394228	0.0139423	0.0139423
5851	-85.09973	-88.3083	3.208567	0.01260487	0.0126049	0.0126049
5852	-86.70633	-90.3029	3.596579	0.009710184	0.00971018	0.00971018
5853	-86.70633	-90.3029	3.596579	0.009710184	0.00971018	0.00971018
5854	-85.5352	-88.88235	3.347151	0.011571	0.011571	0.011571
5855	-84.37096	-86.96869	2.597733	0.01716188	0.0171619	0.0171619
5856	-84.37096	-86.96869	2.597733	0.01716188	0.0171619	0.0171619
5857	-84.96813	-88.1246	3.156468	0.01299355	0.0129935	0.0129935
5858	-84.91042	-86.8366	1.92618	0.02217188	0.0221719	0.0221719
5859	-88.31819	-88.76827	0.4500798	0.03318404	0.033184	0.033184
5860	-84.9875	-86.86269	1.875186	0.0225523	0.0225523	0.0225523
5861	-84.45201	-87.26638	2.814366	0.01554573	0.0155457	0.0155457
5862	-84.74534	-86.79197	2.046634	0.02127326	0.0212733	0.0212733
5863	-85.21253	-86.95159	1.739057	0.02356787	0.0235679	0.0235679
5864	-84.90414	-86.8346	1.930462	0.02213993	0.0221399	0.0221399
5865	-84.47921	-86.78893	2.309715	0.01931059	0.0193106	0.0193106
5866	-84.56858	-87.50041	2.931826	0.01466944	0.0146694	0.0146694
5867	-84.46966	-86.79263	2.322963	0.01921176	0.0192118	0.0192118
5868	-84.46966	-86.79263	2.322963	0.01921176	0.0192118	0.0192118
5869	-86.76686	-87.78839	1.021527	0.02892087	0.0289209	0.0289209
5870	-84.97536	-88.13487	3.159505	0.01297089	0.0129709	0.0129709
5871	-85.18471	-88.42385	3.239135	0.01237683	0.0123768	0.0123768
5872	-84.37236	-86.932	2.559632	0.01744613	0.0174461	0.0174461
5873	-84.37236	-86.932	2.559632	0.01744613	0.0174461	0.0174461
5874	-84.55095	-87.46817	2.917218	0.01477843	0.0147784	0.0147784
5875	-84.55095	-87.46817	2.917218	0.01477843	0.0147784	0.0147784
5876	-85.31884	-86.99854	1.679702	0.02401068	0.0240107	0.0240107
5877	-85.99242	-87.34061	1.348192	0.02648384	0.0264838	0.0264838
5878	-84.92482	-86.84126	1.916442	0.02224453	0.0222445	0.0222445
5879	-84.92482	-86.84126	1.916442	0.02224453	0.0222445	0.0222445
5880	-84.40034	-87.12812	2.727788	0.01619163	0.0161916	0.0161916
